,epochs,base_train_losses,base_test_losses,train_losses,test_losses
0,1,0.002324009599739293,0.0017565105320913234,0.01730908258900725,0.026950002023813795
1,2,0.002324009599739293,0.0017565105320913234,0.029665231294248383,0.013481055762857313
2,3,0.002324009599739293,0.0017565105320913234,0.011616284903227145,0.014555284173557646
3,4,0.002324009599739293,0.0017565105320913234,0.013983449734834657,0.016678552562078373
4,5,0.002324009599739293,0.0017565105320913234,0.017324141122697836,0.012568646928502392
5,6,0.002324009599739293,0.0017565105320913234,0.011379425707313989,0.009264083291524625
6,7,0.002324009599739293,0.0017565105320913234,0.0066175191940809515,0.010458021970777442
7,8,0.002324009599739293,0.0017565105320913234,0.008106402744494133,0.012745748074577292
8,9,0.002324009599739293,0.0017565105320913234,0.010734982591356634,0.01241832962324446
9,10,0.002324009599739293,0.0017565105320913234,0.009497598052367013,0.010425472516601303
10,11,0.0032623909294324897,0.0027627152480157236,0.016900403365106863,0.01312635003617263
11,12,0.0032623909294324897,0.0027627152480157236,0.00924179189624989,0.011843742082396726
12,13,0.0032623909294324897,0.0027627152480157236,0.008816272122145691,0.011553571466829338
13,14,0.0032623909294324897,0.0027627152480157236,0.010581238542678976,0.01006143418887289
14,15,0.0032623909294324897,0.0027627152480157236,0.009575273793330757,0.008697344466655101
15,16,0.0032623909294324897,0.0027627152480157236,0.00784695807696991,0.008584592282671095
16,17,0.0032623909294324897,0.0027627152480157236,0.0070461878222167875,0.009824422182687968
17,18,0.0032623909294324897,0.0027627152480157236,0.007061638838135674,0.011546884325308239
18,19,0.0032623909294324897,0.0027627152480157236,0.007423919717957474,0.012012988557025052
19,20,0.0032623909294324897,0.0027627152480157236,0.00713289262451067,0.010730389236397327
20,21,0.001526937484826056,0.0012221108783987474,0.0150242867802711,0.01686033572313011
21,22,0.001526937484826056,0.0012221108783987474,0.00740529080420602,0.013613355535637188
22,23,0.001526937484826056,0.0012221108783987474,0.0063843098950441025,0.01366314692989694
23,24,0.001526937484826056,0.0012221108783987474,0.007898495112475546,0.014465103022330067
24,25,0.001526937484826056,0.0012221108783987474,0.007106782450163032,0.015279677567167681
25,26,0.001526937484826056,0.0012221108783987474,0.006194755576573246,0.0156469500067577
26,27,0.001526937484826056,0.0012221108783987474,0.005539481264120223,0.015284026863715333
27,28,0.001526937484826056,0.0012221108783987474,0.004936252308697934,0.014458172477761154
28,29,0.001526937484826056,0.0012221108783987474,0.0049209921313049096,0.013429233553041504
29,30,0.001526937484826056,0.0012221108783987474,0.00509253969511972,0.012461240977176756
30,31,0.003044666111736271,0.0023939264460864063,0.02605010133686961,0.01534061798699942
31,32,0.003044666111736271,0.0023939264460864063,0.010711422970024686,0.013746871758695357
32,33,0.003044666111736271,0.0023939264460864063,0.01176593454835365,0.014239427026666597
33,34,0.003044666111736271,0.0023939264460864063,0.016097186645260175,0.012932682544140404
34,35,0.003044666111736271,0.0023939264460864063,0.013791248224533655,0.011938390346243138
35,36,0.003044666111736271,0.0023939264460864063,0.009612852021929203,0.013098889258952192
36,37,0.003044666111736271,0.0023939264460864063,0.009137605964751395,0.014307072648339891
37,38,0.003044666111736271,0.0023939264460864063,0.010258305280291882,0.013502049463049535
38,39,0.003044666111736271,0.0023939264460864063,0.009518253058033267,0.011521059049753783
39,40,0.003044666111736271,0.0023939264460864063,0.008001332783848264,0.00992567120772413
40,41,0.0028973730801707303,0.002392556696528792,0.014145155300202095,0.014859946614030681
41,42,0.0028973730801707303,0.002392556696528792,0.007908583893733638,0.016700537793330552
42,43,0.0028973730801707303,0.002392556696528792,0.009950603480713947,0.016065262252574722
43,44,0.0028973730801707303,0.002392556696528792,0.009266000806577994,0.013839266750026741
44,45,0.0028973730801707303,0.002392556696528792,0.006978056591382537,0.013540857358127953
45,46,0.0028973730801707303,0.002392556696528792,0.006982992729849693,0.014414718421289401
46,47,0.0028973730801707303,0.002392556696528792,0.007231078992785433,0.015201452300643804
47,48,0.0028973730801707303,0.002392556696528792,0.007052764484024673,0.014974480087114436
48,49,0.0028973730801707303,0.002392556696528792,0.006402875938152007,0.014090180717654386
49,50,0.0028973730801707303,0.002392556696528792,0.006062380499070807,0.012911869492990448
50,51,0.0028007179994277674,0.0028831986264537196,0.019636613317741566,0.015425628185100257
51,52,0.0028007179994277674,0.0028831986264537196,0.007999991374114848,0.01187807966391925
52,53,0.0028007179994277674,0.0028831986264537196,0.010514917856585227,0.010662794380900504
53,54,0.0028007179994277674,0.0028831986264537196,0.012408629882857854,0.010132085647112134
54,55,0.0028007179994277674,0.0028831986264537196,0.009222940762680506,0.011608816210814128
55,56,0.0028007179994277674,0.0028831986264537196,0.007726614814350156,0.013506521150181057
56,57,0.0028007179994277674,0.0028831986264537196,0.007947402777993301,0.014159670984006726
57,58,0.0028007179994277674,0.0028831986264537196,0.008058263874725524,0.013504874363799864
58,59,0.0028007179994277674,0.0028831986264537196,0.0075853145915623695,0.012303573678508192
59,60,0.0028007179994277674,0.0028831986264537196,0.006812379009742916,0.011100435836982179
