,ADFL,AIBL,AIBR,ALA,ASKL,AVAL,AVAR,AVBL,AVEL,AVER,AVFL,AVFR,BAGL,BAGR,DB1,DB2,OLQDL,OLQDR,OLQVL,OLQVR,RIBL,RIBR,RIML,RIMR,RIVL,RIVR,RMED,RMEL,RMER,RMEV,SIBVL,SIBVR,SMDDL,SMDDR,SMDVL,SMDVR,URYDL,URYDR,URYVL,URYVR,VA2,VB1,VB2,VB3,train_test_label,time_in_seconds,tau
0,-0.04132456179421262,-0.5521449629228325,-0.8984602065617336,0.01580013479246345,-0.12820688285661336,-0.8704421650306446,-0.8672813044378294,0.3808202596110071,-0.9152210603595053,-0.8035252097486552,-0.07148216753830972,-0.2192792943195202,0.28971437521206433,0.20283103435892724,-0.8947409881197061,-0.594076688961203,0.05389320828813782,-0.22578388533637117,-0.6024555157530285,-0.2413801803988167,0.8052367769871234,0.9692209348227108,-0.9769638797548117,-0.8383747571916175,-0.8165734095570691,-0.20278959411110886,0.6027578506300659,0.36534231783839954,0.4039397660891729,0.3584226774532655,0.6488386613596944,-0.12335552067391853,-0.7739781749214809,-0.6720281957184808,-0.8807546110286039,-0.8275749712003787,-0.6090072047566959,-0.6417785395236955,-0.6611436054508834,-0.7695485355798894,-0.6968119976840605,-0.8238554130850986,-0.5020327027177462,-0.5921052828260536,train,0.0,1
1,-0.14193621661964795,-0.543071514287963,-0.9040511256295869,-0.13123239225862016,-0.2575739327093733,-0.8768522141008954,-0.8748122748834843,0.5093004320127312,-0.887078001784546,-0.7693115607138739,-0.05712769450529964,-0.11180047389781311,1.0000000000000002,0.1695884890558239,-0.910747071606395,-0.6536900079128112,0.24897618788859788,-0.18468635157170077,-0.6411318210395135,-0.13768304445749546,0.8761277691112299,1.0,-0.9697002067458972,-0.843235105474685,-0.7921119443996227,-0.22915049582531744,0.5876628137568305,0.19811489803977744,0.549582207533719,0.36954667111969175,0.5969431710378845,0.05086259450298436,-0.7839720554508787,-0.7336698052231969,-0.8494844922513607,-0.8485671973431559,-0.5711039288414952,-0.627213711296954,-0.6025896839305551,-0.7229236877746634,-0.6941936200371903,-0.8874862549387825,-0.538298158350276,-0.6341812710293959,train,0.4875646392514159,1
2,-0.11972715053550265,-0.5581885975980574,-0.9514681729142691,-0.13569485719343044,-0.25444396416381826,-0.8688938508610644,-0.8635699763090513,0.5712915093793958,-0.8884314359944772,-0.800402990491835,0.15479282350818124,-0.01928695245164369,0.7255037519773637,0.11176574407578421,-0.8637615734347297,-0.5857748172761823,0.09796986546985775,-0.17905339665257336,-0.5616464955533249,-0.20754450645541844,0.9860764498730927,0.8913309854840519,-0.9556061712996936,-0.8120226221013027,-0.7996413859819967,-0.20618004240707055,0.5253128841693919,0.31817465259319044,0.8324346290817551,0.3260969090490107,0.48271832296525674,-0.10177243535692304,-0.8063292900228751,-0.7735608285767033,-0.8657676463177714,-0.8282065154729243,-0.5776824013610301,-0.5682731189059999,-0.6131459596972864,-0.8657048034075978,-0.7310408424405315,-0.8585910312017291,-0.4701986937184609,-0.6577871555795524,train,0.9751292785028318,1
3,-0.2134365575876367,-0.5520646614272235,-0.9572474608897906,-0.15035017659393135,-0.28848090160416157,-0.891671042429283,-0.8721837907234273,0.5628753129169284,-0.9300117304349,-0.8226401165508614,-0.1372158445934435,0.25056657461207354,0.5991405474404932,0.378173804133064,-0.9004061273867401,-0.6202255167657351,-0.06078293224221487,-0.06556462382099726,-0.5462410597758307,-0.20587744099210437,1.0,0.8195612923396747,-0.9746270331682065,-0.8065182256332053,-0.8131793432081399,-0.2165694014011338,0.4136111853754758,0.3393486690040378,0.46498827450583413,0.3292965371265817,0.5033606258513175,0.00035782392818684006,-0.85532303769731,-0.7698427302599082,-0.8552056917671071,-0.8220915699581512,-0.6506717081326638,-0.6297398249951957,-0.7347413749631259,-0.8153733978461996,-0.711258976933185,-0.875639974002015,-0.5964760176995876,-0.5740564082872244,train,1.4626939177542477,1
4,-0.2019050015157513,-0.6024773112226394,-0.9282891390809153,-0.17120190633688948,-0.4298662905842796,-0.8771216296789495,-0.889132913538579,0.6282961792822834,-0.8969986846793142,-0.8075575181776552,-0.02679692934831146,-0.033571583169577535,0.9218020346603162,0.3210793603571087,-0.9059618072057981,-0.5220019275164268,0.1478235663374794,-0.08510788997807572,-0.5206299151571707,-0.1420910260416638,0.9790204306654773,0.7906927850838275,-0.9588300535283135,-0.8262472735219596,-0.789762204556544,-0.21052891959321496,0.5724066108516215,0.41796665696002255,0.572080647990613,0.20192303634463915,0.5232001278162484,-0.10415416895220786,-0.8591728961643285,-0.7913387814802993,-0.8450829793691278,-0.8473417668958019,-0.5948720352083112,-0.6270277111776194,-0.6352126368438882,-0.790250023537758,-0.6986691784116693,-0.8824796865754666,-0.5527827035510233,-0.6819820209856053,train,1.9502585570056636,1
5,-0.20736028848524168,-0.5663515396266845,-0.9071738643531557,-0.04846176923694023,-0.57028708950622,-0.8754208265525923,-0.8891922945872341,0.46483943069407574,-0.8952813274572969,-0.8380835715582566,-0.09823582400973874,0.007365990169184045,0.23436660724934222,0.3095238930007189,-0.9199593662637623,-0.5613380512209654,0.07461274235602344,-0.3774945701178075,-0.5680910864570641,-0.25284153848185487,0.9595670962631817,0.8521724032720108,-0.9524229384895004,-0.8222235593574511,-0.807904478978903,-0.2063551732671478,0.4741091104313022,0.4774953550378084,0.6392502487782429,0.29640937498812825,0.5907691206672823,-0.11687816063766265,-0.8683048562655267,-0.8109658201080411,-0.8638145734109669,-0.8350063765041414,-0.5868448390296188,-0.6639780541874416,-0.6997152936783946,-0.7720637231020401,-0.7102929384377816,-0.8545385209745844,-0.443082791770812,-0.7246837169134432,train,2.4378231962570798,1
6,-0.11474949718182981,-0.5912091399816557,-0.9440817615505412,-0.22585746552174102,-0.5973362226738917,-0.8679988103489802,-0.8845122438691387,0.5504363384888509,-0.9350344356976166,-0.8053126849189791,0.0782861732322424,-0.027513505788784087,0.9156132686091942,-0.05853004404152762,-0.8525411602152638,-0.5826246998768818,-0.023562755304648686,0.008069980719082936,-0.541121477339054,-0.2676401967594042,0.981055404291084,0.7580885275684173,-0.98080838457859,-0.8447591931866311,-0.8006881067484461,-0.27221904889063764,0.46009666044630104,0.6770583431584541,0.6430035723202635,0.2742248202231232,0.42098457295406977,-0.27694694815588716,-0.8778112477519924,-0.8307059680271407,-0.8358276643994955,-0.7797352193260261,-0.5438166960290983,-0.7013765144114154,-0.6626959948329115,-0.7964433183333226,-0.7106478754216088,-0.7138342900037058,-0.5128635982056629,-0.6433528272010242,train,2.9253878355084955,1
7,-0.1423383506854592,-0.5498189370397906,-0.9057961993660355,-0.1342761492854584,-0.5063698065451158,-0.8790690958979164,-0.8717440973876053,0.5533070269213685,-0.9010435098264695,-0.825502779408499,-0.06152795748425066,0.20553948150323653,0.6924483054222887,0.13048842235614977,-0.9360863882010402,-0.5582441254880226,-0.007528298697407898,-0.1617649330128874,-0.5204858391951831,-0.290161212624264,0.8692971059674288,0.7389610200556154,-0.9759777787295455,-0.8375393844809642,-0.8034447459753108,-0.21857581884181299,0.48393713751666434,0.5438593980032064,0.6390995150636994,0.3790995439156295,0.513265993590388,-0.2859831565562668,-0.8926828173911152,-0.8272238068555915,-0.8222903241488652,-0.8025848667652504,-0.62232250025519,-0.6816087429427037,-0.6869343091543009,-0.7587984023930645,-0.7112562335481065,-0.6126318806467219,-0.5142392900781327,-0.6925726493375365,train,3.412952474759911,1
8,-0.2820150766637667,-0.5907407500071523,-0.9210169251631055,-0.11402063381130545,-0.5576836110911817,-0.8796815768343417,-0.8745019216285547,0.48307224515757774,-0.9144603410352775,-0.8185877177752299,0.1266629175855174,-0.009156276872642977,0.5777739653521485,0.17610929692008637,-0.8578196476229454,-0.4416693916309111,-0.0685139394609049,-0.07764384948671621,-0.5616922918581653,-0.09680857552046562,0.7386024592547276,0.7392267427002674,-0.9803161591276305,-0.846725700574787,-0.8009213285503889,-0.23828292579636356,0.41263371127147996,0.31820098984109435,0.5597616995939118,0.3887654513706278,0.45686520449110546,-0.2717874346000312,-0.9064503138849757,-0.848209433134582,-0.7688900129165014,-0.726678152370252,-0.5318678612083129,-0.6736571230911959,-0.6615162922685516,-0.7720133009168939,-0.6714155562535161,-0.5007950722192085,-0.5567736152798224,-0.6034080508066664,train,3.9005171140113273,1
9,-0.09745681686365526,-0.570963286668655,-0.9228444108840597,-0.3083200912523748,-0.7081180338906332,-0.8734911612528992,-0.8821569788288646,0.5882269078450639,-0.9217752446284778,-0.8177671716787517,0.08442308654158825,0.5044498238780717,0.5894744237339891,0.37977554938728564,-0.9027230629330539,-0.4580417686885122,0.05879393821220291,0.04307080703904598,-0.6869637012077112,-0.19689326105209493,0.6845786947540198,0.7027440745943407,-0.9731958482651729,-0.8504923230139392,-0.8076754835674078,-0.2048522802036682,0.2924939428525515,0.5446918683738412,0.46926937928378043,0.47535656640031054,0.3227204684976859,-0.25919365754479706,-0.8981067327611902,-0.8384582598333863,-0.7421738432948133,-0.7504389805964846,-0.529202411749099,-0.6704154866751938,-0.7324235465823856,-0.8064615265171423,-0.7107288202086615,-0.3824174110493168,-0.4801597211627224,-0.6311751340510732,train,4.388081753262743,1
