,AIBL,AIBR,ALA,AQR,ASKR,AVAL,AVAR,AVBL,AVEL,AVER,AVFR,BAGL,BAGR,DB1,OLQDL,OLQDR,OLQVL,RIBL,RIBR,RID,RIFL,RIGL,RIGR,RIML,RIMR,RIS,RIVL,RMDL,RMDR,RMED,RMEL,RMER,SABVR,SIBVR,SMBDL,SMBDR,SMDVL,SMDVR,URXL,URXR,URYDL,URYDR,VB1,VB2,train_test_label,time_in_seconds,tau
0,0.2770373865934561,0.3198397195778545,-0.5282141936195214,-0.043775939324448454,-0.3979447770098702,0.19282192287775402,0.1982919822092033,-0.7209107069418141,0.4176397645819294,0.4520513643134403,0.06895630956217524,-0.9364770284326529,-0.966156583112472,-0.7426044831268578,-0.4760279067876926,-0.43908210876315923,-0.45505578616470144,-0.7869875422448112,-0.7133551283398636,-0.5867320731053911,-0.8689235443987402,-0.2497186887755395,-0.8713682832390871,0.44073885743727215,0.007377141790765096,-0.8290485886427661,-0.5061892196293812,-0.7746143435884263,-0.853876080669755,-0.7532686926615801,-0.7034221744965924,-0.7901103637839969,-0.6737848405151012,-0.5856215033304235,-0.6002035554857001,-0.7126847372180316,-0.9300654759721112,-0.9256885488147447,-0.8521395158750409,-0.9111867870516417,0.11019049035971396,-0.4324523153898062,-0.8739101285198925,-0.6994530435038208,train,0.0,1
1,0.2897956905017496,0.33669059419704184,-0.66442190249839,-0.14122557382120293,-0.5030994447571483,0.26287076856654246,0.15351167029427204,-0.937870550415763,0.438959376685917,0.4186051659740597,-0.05678375765388388,-0.909225577943674,-0.898135822904789,-0.7799065274154168,-0.6173209905923827,-0.660455048260796,-0.3430624886237078,-0.6735988856651822,-0.7927879742198479,-0.8546485856009927,-0.890168465209144,-0.03342034465622923,-0.7256817738655672,0.42088628166697206,-0.01905060223615107,-0.7967983542805712,-0.40632178059948476,-0.7380335789650131,-0.7760580444682373,-0.7841632604598409,-0.7366211813701639,-0.8707068479725898,-0.5447702532584042,-0.5965746785505248,-0.6127735433197756,-0.7105625773123898,-0.9579789778290525,-0.9562171557620256,-0.8802980657145745,-0.8838020244249832,0.07470140800320713,-0.4709938476996065,-0.9086617708981277,-0.7393591477059513,train,0.35696579077838375,1
2,0.309045335863672,0.4110953571864179,-0.4605586970823937,-0.29114264213946395,-0.42948567167917795,0.31151090552477523,0.16418309291810584,-0.8334776212333773,0.4502071603130693,0.49926934420910496,0.12984669214124533,-0.9379245127603885,-0.9192294628791027,-0.7061083222577809,-0.5578988268729377,-0.43147817267574273,-0.39362114782044,-0.7088485814088809,-0.7173996635148332,-0.9233851946101602,-0.8660081602553802,-0.22049659284983958,-0.7150268809716147,0.498090067342722,0.024462260411186376,-0.8022181014100227,-0.4612419132382566,-0.6024281637463258,-0.7941104865723954,-0.803237304328917,-0.7360801822926732,-0.7808937712671199,-0.46252850785432964,-0.6375099933694941,-0.5569762008537968,-0.7210045252479792,-0.9051977127034141,-0.898170940444605,-0.8712297584367851,-0.9227766355833251,0.032593709098897694,-0.48003601044880995,-0.8556418454289837,-0.8106228878217262,train,0.7139315815567675,1
3,0.2958643015862126,0.47676143001909577,-0.554877614902085,-0.2374443517292063,-0.38221963887910204,0.203938319659431,0.21967011055749586,-0.7322837738332502,0.4541952287091544,0.45251832894333277,-0.0650706689378947,-0.9070995075223516,-0.9234025735673317,-0.7777713239093362,-0.5625140113405461,-0.44037628617022095,-0.31150425657921654,-0.6612783873112376,-0.6599549281363718,-0.7120820080693657,-0.8913755329013355,-0.14845807177577297,-1.0,0.4206798630737798,0.009777802856823614,-0.8166951516732852,-0.2128478722830388,-0.44969285305134266,-0.7436635069762036,-0.8027738881471246,-0.7088742972471964,-0.7944277077035748,-0.5032429166348997,-0.5948615552310019,-0.5797557914021236,-0.7140819779048743,-0.9218497176539546,-0.8880255909388899,-0.8867807825267653,-0.9496481943750952,-0.014724364840594362,-0.37976100300350646,-0.8444378067249634,-0.8088748453785284,train,1.0708973723351511,1
4,0.3115866304536947,0.5101965568941601,-0.5691397346428232,-0.2800181436227709,-0.44322468758661304,0.2844887602946443,0.14757867215161968,-0.7682336334784766,0.36204623103727496,0.4432891000444552,0.19508309930482004,-0.9135581404257803,-0.9000640353470079,-0.74627609078032,-0.5695161827299471,-0.45204327043522285,-0.4168035484691953,-0.7252846735189473,-0.7399568587758121,-0.6583447494204934,-0.8715072864321963,-0.10199745249124592,-0.7484609599153178,0.4677451711815499,0.019026331377984818,-0.7322867477457242,-0.35088610698237643,-0.7291822907911742,-0.7339717613493728,-0.7947740538054094,-0.6694643007308756,-0.8324401529050064,-0.6825498013229918,-0.509889134568434,-0.6044973374254929,-0.7395091071633817,-0.8854597442417239,-0.8559941684957859,-0.8759798084382584,-0.910599782017859,-0.05001848995465108,-0.4627164093981705,-0.8848835579972139,-0.771228933769528,train,1.427863163113535,1
5,0.2856408341687642,0.5218656495609234,-0.48653228081071653,-0.30313754370377877,-0.4054218278510372,0.23030992780691528,0.15794126594752367,-0.7962908219793846,0.44952603672897484,0.3813365907381159,0.045550389024446414,-0.9386423932469485,-0.9203229171215682,-0.7712230608183392,-0.5775950213804648,-0.5612356381182332,-0.44812412279655023,-0.7756917880953887,-0.6420322316489,-0.6654381914341532,-0.8556068794343183,-0.26055988073546454,-0.9056380400568259,0.3410025908697283,0.052824189519481424,-0.8166621502978519,-0.3215152414886031,-0.5640788520797158,-0.7380170156941701,-0.7321903221360292,-0.74806651079168,-0.8555242746101095,-0.7843931241366591,-0.6555584892614345,-0.6110327104969886,-0.7707705031202695,-0.8882410618207255,-0.8632584417978133,-0.8590907094192509,-0.9402058819474433,-0.023127098748188746,-0.3117499118374659,-0.907811073811667,-0.7823477193960502,train,1.7848289538919186,1
6,0.32419093485964745,0.5823948469298864,-0.5960354650886456,-0.1603001607783464,-0.440655879063351,0.32680774341881513,0.21023386381697562,-0.6106268752173787,0.4193500718264833,0.42741837721915577,0.041038626214262575,-0.9098549825260706,-0.9110432508434756,-0.7138509709162382,-0.6441704687274852,-0.5276262993597307,-0.40416029224733907,-0.7260168193252126,-0.696323956298137,-0.5648499312215779,-0.8780038241025914,0.06564690157819908,-0.7889077690186355,0.4944976428990431,-0.006461021837019687,-0.7730959804629152,-0.2404651204299314,-0.7012281811355909,-0.7597409221810864,-0.8068809571535338,-0.6397102625929624,-0.8548983518354074,-0.3283349912262742,-0.6609938850141506,-0.6622426799136835,-0.7758699749696965,-0.8436708942716291,-0.8334867887157333,-0.8945048946305565,-0.9652705233619001,0.062346037470626614,-0.3862785641081605,-0.9044086237141378,-0.7805500073235088,train,2.1417947446703023,1
7,0.26735677689870796,0.617075268716666,-0.6494125295459243,-0.39991687409886645,-0.6317617788397365,0.21890703097908648,0.14447420416956036,-0.7957444734448339,0.5446398995549555,0.4770611257067865,0.42346116661295463,-0.9042144131029894,-0.9048941179333816,-0.749013550364201,-0.4416108620016044,-0.42214140157837954,-0.330416143504502,-0.695120363723624,-0.6959030135096393,-0.7753292322638357,-0.8797120479964464,-0.28050584613275586,-0.755870637065099,0.5184413913781305,0.0786194461305183,-0.7735152443030292,-0.2054454404244802,-0.5509326672590596,-0.7234563675935859,-0.785026045983491,-0.7862519577468473,-0.8174346686009394,-0.34949951043632077,-0.5757705008686347,-0.6561445836530566,-0.8092750922961988,-0.7628873249458084,-0.8041912756134008,-0.8624297578232963,-0.9501885070438606,0.11468939603953476,-0.31265297728616137,-0.8642410263992183,-0.7343313008095376,train,2.498760535448686,1
8,0.28880411688964314,0.6478235680664101,-0.6408578234993779,-0.40012465353908355,-0.7069715331694291,0.19900652920132023,0.21526421830299225,-0.5663618145013822,0.49201941931896753,0.40046112098214204,0.3248561300124302,-0.9330202117248807,-0.913840936451442,-0.7456879125398927,-0.5523707458585543,-0.31723023414632145,-0.5809738798980728,-0.614136013034503,-0.7002956158244438,-0.7496166460939033,-0.856706886082016,0.06266528819406814,-0.735187609682721,0.45750845323436207,0.031844031694389985,-0.7276306017670735,-0.20774361193048485,-0.6277647797013859,-0.80011682179225,-0.7824689853451622,-0.7059573370922649,-0.7939865942824341,-0.4840629463028787,-0.5731213786012707,-0.6967634400118977,-0.8208069241058924,-0.6883458099864812,-0.6935446257578296,-0.8679350895887965,-0.9601949994264867,0.10350419365031582,-0.26799760426021035,-0.875518784506504,-0.7568188712335135,train,2.85572632622707,1
9,0.33853762215343375,0.7122337649523233,-0.5952929216710638,-0.41559108554163693,-0.6107646551804093,0.2059457595284654,0.1064425328594647,-0.8381695925237813,0.49977958874226736,0.39445521430625785,0.4397679664840477,-0.9254240921863355,-0.925383203509611,-0.7510574382378477,-0.5453537646524584,-0.5126041129005744,-0.5676482963740961,-0.7029027243289704,-0.7659755953608087,-0.6779562152708767,-0.8423992145901074,0.060803207804744464,-0.7828630323964456,0.41084791969479717,0.03326234577551768,-0.7856714971317817,-0.12426087597139812,-0.6835028843538563,-0.7317980533351924,-0.721797553160519,-0.7023056706151555,-0.8065994458198125,-0.3091664870699353,-0.6080257359378899,-0.7246244010799527,-0.8367629396655555,-0.6270283805770367,-0.6377372102537646,-0.8947756549827406,-0.9038966081067829,0.18557561688460678,-0.39772213550638746,-0.8321463785175544,-0.7599741716975389,train,3.2126921170054534,1
