,AIBL,AIBR,ALA,ASKL,ASKR,AVAL,AVAR,AVBL,AVBR,AVEL,AVFL,AVFR,BAGL,BAGR,DB1,DB2,IL1DL,IL1DR,OLQDL,OLQDR,OLQVL,OLQVR,RIBL,RIBR,RID,RIFR,RIGL,RIML,RIMR,RIS,RIVL,RMED,RMEL,RMEV,SABD,SABVL,SABVR,SMBDR,SMDVL,URXL,VA1,VB1,VB2,train_test_label,time_in_seconds,tau
0,0.9999999999999998,1.0000000000000002,1.0,0.6166477249425826,0.9999999999999998,0.642846404188298,0.8503271348541536,-0.3367947468300293,0.4224198217628843,1.0000000000000002,0.9999999999999999,0.6670232503473973,-0.637546182488624,-0.6615125614578405,-0.012605395211484627,0.4935556243851711,0.9908512981510316,0.19081992674318937,0.09892910288970347,-0.2738373678165714,0.029464408377899987,-0.12689211674372647,-0.2767674000618401,0.2653443591765724,1.0,-0.7676344870095283,0.6297434306880862,0.5819413531677693,0.1063715827196241,-0.21389476638881422,0.052289536001179915,0.9791136419480778,0.39737971463259525,1.0,1.0,0.6364486331602299,1.0000000000000002,-0.22433160190414403,0.7748818720920534,0.1074373163763851,-0.2757002781192419,-0.02640503938299421,-0.08647875393066662,train,0.0,1
1,0.7460207238261436,0.9456534936988275,0.8089129455285862,0.6896508110297825,0.8400961137464935,0.42190472212884433,0.5795345883886139,-0.15787791813074947,0.34045013455329665,0.7853220656783433,0.746662530323868,0.9886635856567733,-0.6557289991276696,-0.691761934982363,-0.007042794019290088,0.4242240851677226,0.8875739631262738,-0.05373178833923897,0.2090529820969418,-0.22007235690834293,0.12144185278159625,-0.17120989120269736,-0.2666638143182679,0.0007022284687480118,0.8442904888207758,-0.7949160200878195,0.6609221523337769,0.3737609003607889,-0.036791141380925874,-0.40425690533996983,0.005780769665571395,0.7676315457989754,0.3868420959997312,0.9741209115935711,0.8629071658500338,0.48842992181689593,0.8341603438173384,-0.3029767947818409,0.6269339192909944,0.04306290368951293,-0.29420547496207694,-0.057265139337957294,-0.08402894404981343,train,0.3275705186533212,1
2,0.5896969140450175,0.7264453110417439,0.7175755572707814,0.8922788097695173,0.707735021842004,0.22281643107520366,0.37328237443862144,-0.2290240836213433,0.473033209284599,0.8104224115499039,0.6238325358558278,0.9999999999999999,-0.6233489475619776,-0.6762778018732317,-0.05556388037118076,0.36449734412941015,0.8744117293437217,-0.0918978162068258,0.08810037701341078,-0.1919023861696405,0.03648592267426676,-0.22121061164289324,-0.3851687767863331,0.10175000842641924,0.5729689772547097,-0.8118981850398819,0.4519891530304292,0.20398945089625453,-0.17566749970476347,-0.3198171483549037,-0.08106062807068115,0.840325904519888,0.3132026461485544,0.9722354144102551,0.8667575752637688,0.6592704825804439,0.9144075089301595,-0.467829028482468,0.4862909875448136,0.018519656184291966,-0.30044162466756597,-0.0682530692020431,-0.10866989128723736,train,0.6551410373066424,1
3,0.4614914607892595,0.6196047180794875,0.6253245569777959,0.9477806584549433,0.6029256822183013,0.10510978891930645,0.26809788304478477,-0.18005436438023814,0.3557991109129295,0.7505206380516949,0.4716251265736956,0.8172363288157624,-0.6752656533196835,-0.6633269531021868,-0.06312931037633451,0.3385444501652384,0.6664070727536309,-0.15376474251399475,0.01236399194623572,-0.3283440959880837,-0.059331295548432306,-0.2691534285681284,-0.3161100958785532,-0.04394795490213488,0.7912468163850412,-0.7904464492551062,0.3739119066428698,0.08263044453544577,-0.20242120122307783,-0.29927606366259796,-0.04539764172688199,0.5347786539785223,0.5636542426374731,0.7740816306895714,0.7658237971175337,0.5531069581843062,0.7102247443192586,-0.46312503464573485,0.5942642675021894,-0.018181292220007528,-0.29761350298745703,-0.024210536717081177,-0.1514341990959014,train,0.9827115559599636,1
4,0.3658362759353737,0.5051207817754726,0.6080979653311123,0.8258432952777435,0.5309508157862475,-0.035013472159338144,0.13323046307679165,-0.19719020950540234,0.5101202364717559,0.5511328550144643,0.42162393117775576,0.63566868521956,-0.6526081280978631,-0.7064469725640441,-0.14139313556007915,0.3219608141159176,0.44519390837120487,0.09331242694891317,-0.17267648025219284,-0.2749578939057158,-0.1719152280702163,0.013954499731705927,-0.4475345511848514,0.1537073747369374,0.7998266630259647,-0.7816355168997271,0.31101918817261254,-0.1113370629762287,-0.36596559050603183,-0.29596057798060815,-0.012547044263167217,0.5084522555107732,0.5788780487863487,0.5663705980527151,0.707762486247431,0.7497936026036482,0.6743179131223449,-0.6139263590686947,0.5208279643749687,0.14528304624466593,-0.27689561731835455,-0.09211340247297561,-0.15223477458955537,train,1.3102820746132848,1
5,0.24163767137519532,0.3733895528429816,0.4998139404218278,0.734457993055003,0.33737593634755614,-0.1295212197754888,0.04465144088621964,-0.15788273948588105,0.3787388618541838,0.5040165991229766,0.28510763330940814,0.5736382430684629,-0.664222193319561,-0.7311394739709227,-0.12535588586799584,0.27573835003643987,0.5352815000331277,-0.10391156456055595,-0.013748589969544422,-0.4040303943735357,-0.10225904203295888,-0.015782269410984817,-0.5021447791452377,-0.04703889848657972,0.6415044941249994,-0.7431170187059044,0.2576866540696583,-0.1481766228562439,-0.39052206061059946,-0.12250472316827266,0.03330480687899806,0.09571356179137613,0.7674553320093702,0.6854919154910849,0.6865408609674126,0.5430972898768904,0.6733796289526128,-0.6052601713238601,0.3274421634641065,0.004481205804305999,-0.34597985081595817,-0.08468518403543313,-0.10352266354679018,train,1.6378525932666061,1
6,0.18317149336037253,0.3908933906033507,0.44604251122010163,0.5079003529880781,0.3518612211135319,-0.27919060084756087,-0.11500665054219317,-0.27324548678019134,0.4086343405498867,0.46808791461260535,0.36836634011559755,0.4142380468511039,-0.7302025107774691,-0.6749594875630769,-0.15881920815165917,0.22590425784651313,0.5882347779936326,-0.10937189854823759,0.12187649771441533,-0.2514990470836518,-0.12073316513108046,-0.39920177405583723,-0.42332383094216,0.0983508430977259,0.6895756398081014,-0.7747011910523608,0.1428983679383269,-0.2617481118434559,-0.42549921447439454,-0.2788322829575889,-0.06598607485357744,0.23625605819563666,0.7791642475529139,0.6416526253379947,0.5942140962328699,0.5698728410437115,0.6023552682930364,-0.529065378390984,0.23394111594945044,0.1102879815607094,-0.29090109703279954,-0.07960088806228727,-0.12453489116351324,train,1.9654231119199272,1
7,0.16163721044061763,0.35093776325573645,0.3178618257781749,0.7951287032868124,0.3004079106808448,-0.3455803915584912,-0.09936621260106171,-0.2979402988615846,0.5074709654783478,0.3903144267073708,0.7006811023062459,0.22911583560841697,-0.7003738656363139,-0.7038976601809706,-0.2324414410134017,0.21293220740440466,0.5255526935296071,-0.13652608735659055,0.0030455714909169984,-0.4014761124744872,-0.14619047199671398,-0.2752922917984729,-0.4030490527758709,0.037349041913409375,0.2901457829862677,-0.833713338222898,0.1093718359634619,-0.31234735647368883,-0.5106287667042685,-0.37822960795398164,-0.07098856290761502,0.07429048635796065,0.7829191248310963,0.2362882727899337,0.4634613512294077,0.6552937276889155,0.5662167475315403,-0.6869809032425302,0.6800907252584054,0.09573838895034426,-0.379497605184444,-0.1248509699866609,-0.15379519254516627,train,2.2929936305732483,1
8,0.13902674043764285,0.32262475072101804,0.253332012885747,0.6465429676559971,0.33649080105238083,-0.40069044383524244,-0.09757938351679318,-0.32354167783575905,0.7381170693827628,0.30722454215767936,0.7498964214157103,0.22218039832231817,-0.6976301741702071,-0.6451763039756474,-0.25334688044793185,0.2639355009893334,0.396141344107668,-0.07213708527171114,-0.026541339277323495,-0.3467807187712292,-0.11499530191584939,-0.32013948333523734,-0.5218761032972068,0.12568594008048273,0.42155993926048607,-0.7944550875475124,0.14349405452923647,-0.38618227508253433,-0.48848488634231135,-0.40927717387515583,-0.10712110224712734,0.2515997072814967,0.726261631218204,0.5686629190941089,0.435700892817779,0.6058009569375997,0.6510125868481773,-0.6925519978105605,0.233218417047238,0.038855421867462825,-0.29119657158069123,-0.09784894703751845,-0.13898168778728504,train,2.6205641492265697,1
9,0.09858488150336431,0.38353585767202314,0.1491125091313581,0.8806468621167909,0.3017005425105521,-0.3712104846365688,-0.08506720476099627,-0.21933242324707192,0.38969812395540426,0.3338513161968275,0.6400886595867085,0.06525439324715687,-0.6296550063764629,-0.7534777816919418,-0.24782082722677612,0.20827829802586373,0.4406125787005648,-0.11637220991719743,-0.005417794847802027,-0.3347797990739081,-0.13211490177024987,-0.24299423220116223,-0.6031145047135572,0.07815081070381258,0.04760172430129672,-0.8120549444922096,0.06426045310574313,-0.4344712428035924,-0.5602813411895937,-0.40866686626715,-0.07189100037301754,0.13133285193847744,0.9916997325357788,0.43087969440902263,0.4517750679760246,0.4020595211498781,0.5621729963329833,-0.7313970914780907,0.36529810390790884,-0.09331110331540693,-0.38575822359157463,-0.1869084863462117,-0.14306438989779557,train,2.948134667879891,1
