,AIBL,AIBR,ALA,AQR,ASKR,AVAL,AVAR,AVEL,AVER,AVFL,AVFR,BAGL,BAGR,OLQDR,RIML,RIMR,RIS,RIVL,RIVR,RMED,RMEL,RMER,RMEV,SIBVL,SIBVR,SMDDL,SMDDR,SMDVL,SMDVR,URXL,URYDL,URYDR,URYVL,URYVR,VA1,VB2,train_test_label,time_in_seconds,tau
10,-0.9227580273592436,-0.8831765274627199,-0.5451692715877273,-0.9116091960783161,-0.4910673610859979,-0.8736418285992067,-0.9329155576853171,-0.8676682652096832,-0.8278293953795908,-0.6228891260105198,-0.09524045530389436,-0.9354451728971536,-0.9697324554039378,-0.5309472406978941,-0.9531379930935155,-0.8713735938425102,0.7780945087839758,-0.790035105802459,-0.7462740734250339,-0.35363878322327336,-0.3341548874404696,-0.29264676800817013,-0.21283516602116326,-0.8588775445392055,-0.7862886023539183,-0.8294764656179003,-0.7656334062359771,-0.8175398587842766,-0.6607173285745944,-0.9136940455277086,0.09427616909274472,-0.8044438619674162,-0.9292216699186963,-0.8489579803012306,-0.7588238028610201,-0.770625592006759,train,2.9597149904083313,1
11,-0.8888350961337305,-0.9035205618449083,-0.5468905518981277,-0.9398984879050044,-0.46505687996149037,-0.8610519299872165,-0.9270622273292743,-0.8901500612343484,-0.834507170056524,-0.6687600057204457,-0.11539541722423241,-0.9314244386366889,-0.9176694958646651,-0.5673962039124271,-0.9624313125915133,-0.859417891167447,0.8248019166009272,-0.891031528509799,-0.8088041093001913,-0.3672522625200648,-0.44527128790946835,-0.2573211234141972,-0.2861820401366677,-0.7915319439993156,-0.7874142568102109,-0.8921387185155824,-0.8102173496029978,-0.878340467025631,-0.7158021375034572,-0.9327793718595931,-0.20037887122281695,-0.7336053288367933,-0.8805530922702063,-0.8613071207971139,-0.7570673176103694,-0.7912960348148312,train,3.255686489449164,1
12,-0.8684090760146899,-0.9022243235920673,-0.6165144578481345,-0.9010580548024161,-0.48578980955257645,-0.863484082214199,-0.9447707988746602,-0.8688857641444474,-0.7899161602432893,-0.6168691336927867,-0.13230576068460786,-0.941427659722951,-0.9868787106790422,-0.4071946949143854,-0.988827886668472,-0.9268596264599817,0.7464332847291192,-0.8109199788983068,-0.754349966818094,-0.36964418782351327,-0.3229723895490707,-0.21116155372620216,-0.14166954274677024,-0.8295137451133943,-0.7599055210922332,-0.8711744783063065,-0.8812240162435019,-0.862174028474405,-0.6884875515158704,-0.9150191938797647,-0.13509431523761406,-0.794516568773523,-0.9133980185014925,-0.9132920182746904,-0.7912234967101192,-0.8044901712146881,train,3.5516579884899975,1
13,-0.8959035224713026,-0.885970877138926,-0.6170794360307081,-0.9093037070146858,-0.5026921534034211,-0.9014990988847709,-0.9461454102842305,-0.8402879650453174,-0.830711102510293,-0.5497698409088302,-0.3182336323536701,-0.9437529840685299,-0.9751090373245933,-0.43677631702742914,-0.9573437114326042,-0.8860877872867214,0.9510456788698914,-0.8923244857423056,-0.7426391129737463,-0.42666495575476737,-0.2165970217089903,-0.34203793428791496,-0.2736101191724012,-0.8987823031941561,-0.824845108270152,-0.894531086651844,-0.8128412802726346,-0.813003828743203,-0.7824203204461067,-0.9327037773566386,-0.13711521734298304,-0.6434189904812997,-0.8610169564817693,-0.8581433506184297,-0.7439574253677179,-0.8124085442102678,train,3.8476294875308303,1
14,-0.8961350995538571,-0.8680201023178227,-0.6497032564221811,-0.9411982661781226,-0.5690144120626908,-0.8573646982803641,-0.9434662748999808,-0.8646363455117114,-0.8268641136602459,-0.4038338029420321,-0.06251011878211177,-0.9374545739857871,-0.9633589654297293,-0.640573026301174,-0.9720409596227075,-0.8384533613219225,0.8422491488370304,-0.8437692660080389,-0.8201684184964838,-0.37654076869691233,-0.5526838734837521,-0.06851265927518857,-0.13318416319210702,-0.8530131620581749,-0.7001856571979275,-0.8616018689508891,-0.7105665824386154,-0.8663912736331338,-0.7227816057896106,-0.9242157953268926,-0.003399065325543127,-0.8084645922050746,-0.8670323076015456,-0.8859558891927974,-0.7317762799882449,-0.7872460736407066,train,4.143600986571664,1
15,-0.872245975260678,-0.8862152499242975,-0.6961736880717103,-0.9519376106428903,-0.5568322308410537,-0.8269193710120745,-0.914517429289471,-0.8348196565219137,-0.8383186316517517,-0.34268010590377174,-0.036817498471857446,-0.930522398533604,-0.9605991347494549,-0.5394465996238114,-0.9825324894737221,-0.8854957209752946,0.8427125284015115,-0.8898282512655387,-0.7751818461122862,-0.3883814822234569,-0.2127985881514317,-0.08570232499023844,-0.08166138078131424,-0.8795701319223598,-0.6451872833542585,-0.8688393311465511,-0.8834827258395256,-0.8584809589222338,-0.6559813493058135,-0.9030290029063465,-0.08104074160196073,-0.8152517016465424,-0.8214721796430278,-0.8401759211954238,-0.6824029046945699,-0.7993815089565663,train,4.439572485612497,1
16,-0.8583599018757502,-0.898834979308,-0.7410488489610408,-0.9113621793929272,-0.5846442051049672,-0.812147573886919,-0.9240207257555807,-0.8822584353243088,-0.8174922126728769,-0.4801819685813581,0.1442665741520872,-0.9208877807229612,-0.9313598754957155,-0.6096391666350962,-0.9596035361583938,-0.8459685666612842,0.691882935110589,-0.8793400944076574,-0.7255623218367113,-0.35996597150329934,-0.3244779000335457,-0.29750542600543506,-0.20399076431074092,-0.8780295065452828,-0.7788819978286806,-0.8862206610723244,-0.7849762271538626,-0.863862504790961,-0.6876137711316993,-0.8944584796583419,-0.3198914783858351,-0.7566491004584337,-0.8935892343946863,-0.8843001087382788,-0.6768516938423159,-0.7438712688031279,train,4.73554398465333,1
17,-0.9086105724796758,-0.8914453587764359,-0.7343536458383633,-0.9479971063759711,-0.6263247371526375,-0.8250808494343354,-0.9605815398526215,-0.833720433667716,-0.8088296943900278,-0.6181781281377726,0.02820703441211947,-0.9326122204177996,-0.8755838287883658,-0.5899315350994687,-0.9403075566334123,-0.9355993325797944,0.7619269721372798,-0.8617592035187328,-0.7855664626995897,-0.40566903320661074,-0.12153461390527143,0.027293302745082793,-0.15590465243097373,-0.8475509242484874,-0.8155889447480454,-0.9001654851765285,-0.7996231045167866,-0.8285109767232891,-0.6906287446882051,-0.9222761014073548,0.0239152816257846,-0.7970538156872327,-0.9034871654601602,-0.9811869077089878,-0.7236319579519627,-0.741326260188375,train,5.031515483694163,1
18,-0.8977359883030857,-0.9101505017610777,-0.718697896956371,-0.9700286421728058,-0.6435000982344025,-0.8118499530975889,-0.9734150168009195,-0.8328934526342956,-0.8666221386332492,-0.3987521307327213,-0.09570302820042631,-0.9303510231554373,-0.918923440985513,-0.5378821569188041,-0.971712649985981,-0.9199835836159105,0.7247322417827097,-0.8188726016114807,-0.7039925027318445,-0.44761880783788544,-0.3616457273200909,-0.3030876406015315,-0.18004042798593756,-0.8682215435658511,-0.7255916290673441,-0.8504078698498241,-0.8455391828347458,-0.8790095396306948,-0.6776343764385188,-0.9218986406135518,-0.2106575347060784,-0.7695962593339125,-0.8638945384146564,-0.875933693969307,-0.6707517360364301,-0.7729586909406163,train,5.327486982734996,1
19,-0.8734279175754228,-0.8720044412097514,-0.6906191903853535,-0.9463032776761612,-0.5920140242816095,-0.839975453682649,-0.9376280652373726,-0.8664552469691134,-0.8522584645141005,-0.5693419301527667,-0.33067023508615434,-0.9308806852823,-0.9278677502356848,-0.49433553670254315,-0.943720059718804,-0.7944722536196781,0.7191930181502745,-0.8841508059863724,-0.7621783920991735,-0.46460038093288125,-0.27518469334539464,-0.295908966539021,-0.1504225145953697,-0.8169637656846718,-0.8861526967437949,-0.873644778793307,-0.871536866779271,-0.8403627485000814,-0.6166100728418675,-0.9176270866861188,-0.32973932368729086,-0.8278265232889772,-0.8978776321714378,-0.9093290095401027,-0.7577793094548365,-0.7561324297706622,train,5.623458481775829,1
20,-0.9220738793847478,-0.8992440381009047,-0.6465801636265482,-0.935640390756871,-0.6596070130075047,-0.8090160810955066,-0.9567222910082737,-0.8175099052059663,-0.8079653021572513,-0.6137301889395645,-0.4594571376649982,-0.9353295559874869,-0.9159962813800614,-0.6412381901963716,-0.9751179638092545,-0.8259930566768933,0.7514199220847123,-0.8387463681716979,-0.7602872261924172,-0.46313075193024744,-0.3036030083338195,-0.26826168562224306,-0.09875849909653656,-0.9144890178332592,-0.7594242915401637,-0.7915470054224067,-0.8243714707709119,-0.8758642403524382,-0.6343847623806407,-0.9029585210791123,-0.39605272489679144,-0.7110668807539731,-0.8693979983201345,-0.8875944272842725,-0.7536477098938297,-0.8058617483698725,train,5.919429980816663,1
21,-0.9225437778345996,-0.9125517299999467,-0.6617006166232007,-0.9370989654705962,-0.7121794719441892,-0.8269453786884806,-0.9224407233761491,-0.8579481764254616,-0.7850552667391656,-0.6473204754818747,-0.25024863293188626,-0.9548464293726203,-0.8936215081021567,-0.40297969260923006,-1.0,-0.9196942784864631,0.5695332037186877,-0.8086511845486728,-0.8647492793364623,-0.5270505904394398,-0.42953867923361033,-0.3315778722484969,-0.2038553231818392,-0.862685564374812,-0.7883183366658203,-0.8708747546486799,-0.7796094395434146,-0.8918544105524874,-0.6644209173863955,-0.9085396758853377,-0.2626258932184693,-0.7702802854990516,-0.8576124829429163,-0.871237641344521,-0.8307544488987859,-0.8162163069798184,train,6.215401479857496,1
22,-0.9158433857614688,-0.922103518436864,-0.6697744836830215,-0.9513141875797658,-0.673823466874397,-0.8182496330097184,-0.9299424554645362,-0.8519606682677907,-0.8331309117454118,-0.48706016477809033,-0.35710958021509664,-0.9368634484474652,-0.9536698131765323,-0.5424512832088837,-0.952026053885916,-0.8752825771031811,0.5575600845500969,-0.8875230813478526,-0.7269451041710339,-0.455845260054653,0.08375780755568418,-0.22274391033745933,-0.19139701710325363,-0.8331630386880593,-0.9539628849392885,-0.8315053289835916,-0.7375703210436554,-0.84733931331833,-0.5983330458019521,-0.9297512847168612,-0.42044000688668737,-0.7306080871435571,-0.9059499406858172,-0.8944723958972486,-0.7675255577716549,-0.7058295229420801,train,6.511372978898328,1
23,-0.9345397850646628,-0.9192480755643151,-0.6736571989420536,-0.8791323832993195,-0.6919011433201218,-0.7938452605284876,-0.9490829240135922,-0.8436379838726097,-0.7961353452847639,-0.3488853876996376,-0.2638813170111184,-0.9359069409353217,-0.9109562638725808,-0.5511542039378797,-0.9571687727210638,-0.8688976801765432,0.5499825024849067,-0.8386777662402334,-0.7663186278812198,-0.46728122668783145,-0.4077271807903472,-0.042071010457761515,-0.1733469176963991,-0.7778248023600913,-0.7789888112127874,-0.8482041015216135,-0.8721681143036648,-0.8528014692841812,-0.5640033850629651,-0.9157362552902044,-0.2505490635138957,-0.8797432801289216,-0.8974483161823446,-0.9149415287790112,-0.7141575649642374,-0.7545061791074823,train,6.807344477939162,1
24,-0.9398949449488174,-0.9113006475878811,-0.6905440683455739,-0.9439330937663576,-0.7418074582528145,-0.8121606305714479,-0.9022808654042909,-0.8664066367583798,-0.7946247846703989,-0.44116132196544056,-0.30520890122416644,-0.9465038665254574,-0.8765340945893915,-0.5738910341188482,-0.9377865220506652,-0.9038094084719308,0.6276861351434763,-0.8469236377178264,-0.715318255710305,-0.49368939544992585,-0.2861428311862808,-0.15774510911318262,-0.2201798579901566,-0.7760572046836476,-0.8898714323439314,-0.8589274284578986,-0.8477509313556242,-0.837342869993862,-0.6333202690827673,-0.9597597064963014,-0.4125089036601689,-0.7140163827313193,-0.8979848762486661,-0.8780047585720322,-0.6675794411124701,-0.805858036867483,train,7.103315976979995,1
25,-0.9451943745114275,-0.8999107508088209,-0.6503134850150402,-0.9510318827964642,-0.78964373740608,-0.8042091797251709,-0.9189412340331666,-0.834114230856004,-0.8079489329908709,-0.3794375329125965,-0.38216120665444164,-0.9248999551246397,-0.9771996644549126,-0.46567079594195215,-0.9714011152941966,-0.8957155928736745,0.6069464775934653,-0.8720353557777494,-0.7718078768962376,-0.4515354369873793,-0.3808842468412661,-0.12845066538143224,-0.21797682156541753,-0.7842808456608922,-0.7833893798963976,-0.8498943864625921,-0.8087411537171614,-0.8397755980481745,-0.712781461207443,-0.9348404816743385,-0.37291861324582753,-0.7438292697448918,-0.9087584835354623,-0.8308105232656308,-0.7408034672281039,-0.7307525200579105,train,7.399287476020828,1
26,-0.9608177981319246,-0.8954350101202206,-0.7231083562441595,-0.9278417211181622,-0.7432216910026574,-0.756557725279877,-0.9307526346979567,-0.7973982160630644,-0.8097157613648482,-0.403788802424184,-0.6751747038707437,-0.9275193624447329,-0.943595572617202,-0.5926660727644939,-0.9648469046631951,-0.8844865170353624,0.5402291562518801,-0.8805929830061171,-0.7496922890135855,-0.38526780460647325,-0.06237047509047444,-0.3037188926589355,-0.22506847906341731,-0.819459902129273,-0.7569008505787116,-0.9029203991660624,-0.8534730211333317,-0.9119527563355331,-0.746782780632824,-0.9249251550834342,-0.2826061999627265,-0.7613020171007667,-0.8768572629750067,-0.9103604163476386,-0.7113919476051256,-0.7536659116742828,train,7.695258975061661,1
27,-0.9013155425828847,-0.9027874434887934,-0.6546243483891355,-0.9459151085991213,-0.7863489268179146,-0.7706938201313702,-0.9371114050484244,-0.8401155343758941,-0.8051108376899491,-0.39669663796555354,-0.5843914688341509,-0.9188778460569863,-0.9384544574354616,-0.3540071979337315,-0.9618849286705377,-0.9266981538295926,0.5239141581088761,-0.8519680037353105,-0.7622269644233591,-0.47466669145744844,-0.3713017664192404,-0.17685576306293027,-0.14533957580179713,-0.7527989707555347,-0.8793937784886292,-0.8904619321256821,-0.8198424959715082,-0.8927926653353198,-0.6422854466462274,-0.9334702888288015,-0.698561979210929,-0.8090404720033104,-0.8997054341685483,-0.8727310167485977,-0.6970796706460489,-0.7756166597074008,train,7.991230474102494,1
28,-0.9332878535149163,-0.9325637361411412,-0.6624775004730762,-0.9232660310888143,-0.7626652262425553,-0.7758167031727794,-0.9110727354807332,-0.8223229888544943,-0.8021182681070941,-0.48312216397674435,-0.43278650608778946,-0.9454141835456251,-0.8860948716126826,-0.4163885934851477,-0.9743559020247358,-0.8918604338231336,0.5522571238963269,-0.8407952778524034,-0.7023149990551987,-0.3802128550228997,-0.29714719247840005,-0.08291311259825229,-0.1955100902746466,-0.7835086235735402,-0.8464121055972524,-0.8432525914783597,-0.8210627717341008,-0.8650656775716009,-0.677025960325455,-0.9308803249966038,-0.020300420795964946,-0.8221292287914672,-0.898074882544413,-0.8800534514588393,-0.7230906639699076,-0.8539706441204791,train,8.287201973143327,1
29,-0.9159137155730352,-0.8880692956220083,-0.6194747927734741,-0.9040810685236047,-0.7624195873268231,-0.7014463935157627,-0.891329754784828,-0.838803286246315,-0.8026003608163224,-0.5263652388813627,-0.670311080272918,-0.9057364797903389,-0.9201925015357799,-0.3877357929259926,-0.9585227504199727,-0.8856571936056838,0.5775282789149611,-0.8568034075926022,-0.8033988255667425,-0.4279497618009348,-0.3039050648486691,-0.22540316555246898,-0.1767526194844904,-0.8183274756148977,-0.8234838424967207,-0.9158563974874461,-0.8052272700925782,-0.8120491923292772,-0.8007614834052504,-0.97825912414578,-0.3527882584791727,-0.8393781506452522,-0.8752339976942372,-0.9058502077147786,-0.7590745202111304,-0.7422882235284257,train,8.58317347218416,1
30,-0.9306780970412128,-0.8457263981045171,-0.536663905589061,-0.9206488304936217,-0.7826713505869012,-0.7999221209999505,-0.9062706174037565,-0.9299471420981228,-0.8428691609121679,-0.5013889629850272,-0.6767804926401348,-0.932182423428719,-0.9201902335983073,-0.5024000298799014,-0.9544320602747736,-0.8090451585122986,0.6680346150690452,-0.7979787398465622,-0.7767056413854694,-0.47433251061253034,-0.36765489614696656,-0.20421709187051273,-0.2018139642111263,-0.8696922729710341,-0.9360227161279658,-0.8506431618040768,-0.8003696707576387,-0.9298550757618955,-0.8695468138610722,-0.9085871279391955,-0.1883950506271055,-0.8027261849406382,-0.8865512919898534,-0.8062095599051253,-0.8010924842615446,-0.7992918481287513,train,8.879144971224994,1
31,-0.8561453333919237,-0.8690055621370931,-0.582466019364793,-0.9502202565444718,-0.7384088519367111,-0.8304143292239694,-0.9209690737784566,-0.9022706405267703,-0.8372951172837201,-0.5574832172799845,-0.34214865110439285,-0.9423919606608653,-0.8941557195277118,-0.5304594129583937,-0.9738358787315265,-0.7933284891544218,0.6387675692790283,-0.8167118219386397,-0.7260406961399115,-0.4504859907818297,-0.30721949055659725,-0.19903665559197026,-0.13177763938159537,-0.8454391424667719,-0.7992509552175037,-0.8505131511313436,-0.7635839974052228,-0.866666695091131,-0.8444621845935195,-0.8931722273062783,-0.25456057186918357,-0.7743335190717787,-0.8484228638541038,-0.889092084930931,-0.700323592899422,-0.8073219998013254,train,9.175116470265827,1
32,-0.9124343824640404,-0.8372530373943485,-0.5422898172607353,-0.9537314222867863,-0.7549089058787104,-0.8688406324170476,-0.893397427342272,-0.8944516632018198,-0.8351083681851112,-0.45061902463242476,-0.13194891873585435,-0.944173285205368,-0.9351411253999201,-0.4519100795336126,-0.9517840153946067,-0.8218620485494375,0.6785374995775161,-0.8180945985718042,-0.8095805633189992,-0.4266783573179246,-0.3198060664271104,-0.31444121681696213,-0.3156600772912429,-0.8896358970063891,-0.8879918870085397,-0.8435070205880406,-0.820845391794114,-0.8772052711089153,-0.7758768277875507,-0.9015169070309138,-0.07247433405255865,-0.7694023579009126,-0.8125243991767415,-0.887999292642895,-0.6588039899989603,-0.8136528920182754,train,9.47108796930666,1
33,-0.9110843496855838,-0.8335794769359903,-0.6029078734565401,-0.9613771768345399,-0.7495972507065409,-0.8231012585092935,-0.9211006438444792,-0.9109270940833484,-0.8026456960911765,-0.27121058012549026,-0.1184814392625263,-0.9492224396996162,-0.9325726862121837,-0.5789212226363276,-0.9398162903886755,-0.6918429409548414,0.6273510749215944,-0.8506973352795448,-0.7324041820978598,-0.44701302692770906,-0.18804445164842276,-0.20088981581172927,-0.2270795114557409,-0.9025493275054133,-0.9603539023043958,-0.8974199753179322,-0.7778553552760721,-0.831953409168193,-0.7644660108518927,-0.900849050749198,-0.2877930208002045,-0.8541819257441727,-0.9064585162983354,-0.8365090075238469,-0.7260860139034963,-0.8061462093697124,train,9.767059468347492,1
34,-0.876579161847278,-0.8750298825416895,-0.5432125655420283,-0.9253656729146205,-0.7681395925895065,-0.8443177260993482,-0.932186815462431,-0.9072568777150037,-0.8581491282655012,-0.37733117466319,-0.2576960565660569,-0.932178108846103,-0.9121910810592503,-0.4141731570252716,-0.9477005145115255,-0.7435949189945638,0.6320267990862424,-0.8192079010117256,-0.8413515487284491,-0.47858253634005454,-0.2530273201250459,-0.3381083326936922,-0.17114762981773124,-0.7914189767803204,-0.8109237718857092,-0.8232358210419914,-0.7647098673619598,-0.8501662239365949,-0.8264190907061705,-0.9583202827089325,-0.5741319436900123,-0.7317388613294213,-0.9324984535746679,-0.9005617915398175,-0.705767739966507,-0.8063697985479443,train,10.063030967388325,1
35,-0.9223558882400643,-0.8169036905603042,-0.4900448838380226,-0.9022402060824919,-0.7455348260651438,-0.8416414322134249,-0.942577345300673,-0.8891862737055243,-0.8310950336283307,-0.4405212079138464,-0.23965571360129556,-0.9160014316252493,-0.8754359891720191,-0.4512461411104489,-0.9683241111076496,-0.8083050756230152,0.7277488145939018,-0.7900196963210956,-0.7930458188026137,-0.3724536090146029,-0.457266343481719,-0.2585239911374655,-0.16314122604521486,-0.8800275626708434,-0.9598811325697131,-0.8707413855764391,-0.8102348205130089,-0.8261362143460453,-0.7003679841320094,-0.9396102272891295,-0.19774451151420946,-0.7016031970593137,-0.8000692162459029,-0.8032707408651859,-0.6806789887548059,-0.7784391041202584,train,10.359002466429159,1
