,AFDL,AIBL,AIBR,ALA,ASKL,ASKR,AVAL,AVAR,AVBL,AVBR,AVEL,AVER,BAGL,BAGR,DB1,DB2,OLQDL,OLQVL,OLQVR,RIBR,RICR,RIML,RIMR,RMEL,RMEV,URYDL,URYDR,URYVL,URYVR,VB2,train_test_label,time_in_seconds,tau
0,-0.8418662430514181,0.5105136736597109,0.4306575946049864,-0.5377907441291404,-0.5543776179860169,-0.3601702089819072,0.11331298286424385,0.4394608395859365,-0.7447845683981524,-0.7717935790829651,0.085664038804659,0.627117257077674,-0.7814603431221928,0.47316954551096213,-0.7839819779814767,-0.530999269137165,0.025829143438644286,-0.3329199934433803,-0.5979535704668346,-0.8224916332655616,-0.8311902465668125,-0.31592790628373735,-0.30653631916475266,-0.6548822964484983,-0.6018284344659305,-0.0035914335595773617,0.307488156882487,-0.34629813916676244,0.6010163745118557,0.08711983739309614,train,0.0,1
1,-0.8224526862596276,0.528848098749942,0.42776835493128074,-0.5006280901168884,-0.6041545291873671,-0.4486743864277949,0.11296131441317869,0.4054595187937118,-0.7061203367119684,-0.7728520428799,0.0917663256054091,0.622811550183892,-0.823496893784733,0.36251038737566854,-0.8359936717857364,-0.5195377302527491,0.0006645033343484208,-0.33437612486967483,-0.6369115704156915,-0.8196581318689683,-0.7954054926094574,-0.28904864727764146,-0.32105658687898075,-0.6082656592124468,-0.5502508077713266,-0.08919379641601977,0.28777979055682534,-0.3397607048599004,0.41546253580448056,0.027527565121785447,train,0.473344489600765,1
2,-0.8927330334461854,0.4637728250578983,0.3887198634387987,-0.5858805975323695,-0.4766841919823145,-0.3987744307245068,0.09209796836581408,0.38894845263767275,-0.6079662667868327,-0.796799486117016,0.1153211206182636,0.6651356932937118,-0.6805509392184936,0.30522284789568377,-0.8536053241903759,-0.47588680668340333,0.10893966848334291,-0.32806637500772073,-0.6046094251939922,-0.8437833476003861,-0.7962336811092954,-0.28525781254256954,-0.31150186330022367,-0.6067975750145413,-0.5451317186359865,-0.08952183503819144,0.27982778014279885,-0.39569181015754296,0.5118849679009909,0.015096963496202376,train,0.94668897920153,1
3,-0.8546242299942228,0.5096950876043096,0.3963073682497955,-0.5193488718449986,-0.365023317374914,-0.26506370962782455,0.09415243455884248,0.38822481776368845,-0.6371947011311849,-0.8053409559825743,0.17946066330007726,0.6724372474069626,-0.654491138147517,0.4607398310540034,-0.8231344264844296,-0.47748359265148665,0.11048603416902003,-0.3258215322070068,-0.5904764487269224,-0.8318184872651765,-0.831910206741221,-0.2729302727048387,-0.3345941849281904,-0.6326997883974719,-0.5550403481987611,0.016214069432614053,0.3501279812245144,-0.33688225822964946,0.6324108955383387,-0.13956804629906372,train,1.420033468802295,1
4,-0.8402929197687633,0.4774222329932265,0.4130495580522846,-0.5857789431538741,-0.5509350368400097,-0.34750539394782176,0.05033748780212366,0.3677502112782567,-0.5679444028366962,-0.795020200196948,0.13290518320723899,0.6721128980606959,-0.6536953656617477,0.4939690809914512,-0.8623723163373561,-0.47442808652272583,0.0432546898527556,-0.3407568458329787,-0.602160627199823,-0.825602297354652,-0.8318106114264076,-0.2715509032984136,-0.2924625444729809,-0.6526537562840319,-0.580124458002574,-0.06291948495263,0.33839615503642073,-0.3250114197336764,0.5678024167618849,0.045390723697489754,train,1.89337795840306,1
5,-0.8080642289406332,0.4830339782196058,0.42246136885248675,-0.43913530392158484,-0.666173372703117,-0.49467166620215597,0.05408144650996061,0.3318434928481089,-0.6735236060273562,-0.831572499347685,0.1323163481868368,0.6826294182350947,-0.772806627189506,0.3158692249332995,-0.8358041252668809,-0.5458767873087526,0.1274242071045878,-0.33297760813256927,-0.6002649784993468,-0.8367475366968163,-0.8703884324712856,-0.26016353257843905,-0.30186593080877455,-0.6355456004357072,-0.5945757938047551,-0.1046888069378582,0.3234564644692173,-0.4021722863212187,0.5180943218061707,0.03103855813624401,train,2.366722448003825,1
6,-0.827746787876773,0.46521762180447057,0.4186995164651015,-0.4353770354640798,-0.7287713546180605,-0.618541763223928,0.018129390734211492,0.31071578063650085,-0.590576252585082,-0.7926656359878581,0.1403530676042153,0.6957037065690272,-0.5868089725208753,0.3083947619359748,-0.8397379080045798,-0.555576181022776,0.22153109298207918,-0.2968327736287061,-0.6071899237385336,-0.8321457903071489,-0.8815114089191979,-0.27812720500358923,-0.28516567251602265,-0.6252149507130849,-0.565513130445157,-0.0993426261485697,0.3313665797724574,-0.39045853938774866,0.521173325912047,0.042527994605893404,train,2.84006693760459,1
7,-0.850381261460823,0.33972218976242274,0.4394169540269559,-0.44199698045869273,-0.7206841254063012,-0.691654943390887,0.036516213193823255,0.2789162748892129,-0.7096144320873291,-0.8194765583376384,-0.003570135447141576,0.6805684640162266,0.04157045964681305,0.48673904619166675,-0.8250405346575435,-0.590694234811822,0.14503099388939045,-0.23784678557683003,-0.6045458372091955,-0.8572940363965671,-0.7971788973842566,-0.25141639503780466,-0.29595582025227496,-0.6387518540460517,-0.5970416827276133,-0.329867627737643,0.306159854986368,-0.2911090862996213,0.5546346263800683,0.06945602916336724,train,3.313411427205355,1
8,-0.8252665260170555,0.5035975425750321,0.45370359176143027,-0.6492580546230694,-0.6991647800924813,-0.6914772451947768,0.054299707488749904,0.2733338607902811,-0.5578421844438873,-0.8321365845245137,0.26157402609333724,0.6395904430053352,-0.6284887039317423,0.40729584871356694,-0.8482400267676635,-0.539847586933778,0.22230658152815475,-0.4002713537503937,-0.6270324245218675,-0.8381242234345282,-0.7296754430699488,-0.1536576126505037,-0.3738028648916807,-0.6250900262936459,-0.5763197582229881,0.02032798567003402,0.2962602716023657,-0.5378060245891978,0.30454320951402436,-0.11347679440727343,train,3.78675591680612,1
9,-0.8283568713518445,0.42568902997040303,0.4083025599189207,-0.7446003181701338,-0.6089038798851779,-0.43464764316030546,0.007954345300955623,0.26057390432776417,-0.6616713562155363,-0.8962209621252022,0.19949922153130184,0.7336895088617617,-0.8005751378154389,0.052319677566383005,-0.8518328205365239,-0.6078636598144078,0.08779617704398401,-0.3490827025431624,-0.579667498503532,-0.8300060989571726,-0.9411006127519461,-0.1770657423091727,-0.32043378667923683,-0.636393308126513,-0.5410367469931927,-0.07578304151026583,0.12372272892548386,-0.3975371642700778,0.6974436093866978,0.09403547639819654,train,4.260100406406885,1
