EndNodes_1,EndNodes_2,Weight
vBWMR6,vBWMR7,15
dBWML10,dBWML11,15
dBWML11,dBWML12,15
dBWML12,dBWML13,15
dBWML13,dBWML14,15
dBWML14,dBWML15,15
dBWML15,dBWML16,15
dBWML16,dBWML17,15
dBWML17,dBWML18,15
dBWML18,dBWML19,15
dBWML19,dBWML20,15
dBWML20,dBWML21,15
dBWML21,dBWML22,15
dBWML22,dBWML23,15
dBWML23,dBWML24,15
dBWMR9,dBWMR10,15
dBWMR10,dBWMR11,15
dBWMR11,dBWMR12,15
dBWMR12,dBWMR13,15
dBWMR13,dBWMR14,15
dBWMR14,dBWMR15,15
dBWMR15,dBWMR16,15
dBWMR16,dBWMR17,15
dBWMR17,dBWMR18,15
dBWMR18,dBWMR19,15
dBWMR19,dBWMR20,15
dBWMR20,dBWMR21,15
dBWMR21,dBWMR22,15
dBWMR22,dBWMR23,15
dBWMR23,dBWMR24,15
vBWML9,vBWML10,15
vBWML10,vBWML11,15
vBWML11,vBWML12,15
vBWML12,vBWML13,15
vBWML13,vBWML14,15
vBWML14,vBWML15,15
vBWML15,vBWML16,15
vBWML16,vBWML17,15
vBWML17,vBWML18,15
vBWML20,vBWML21,15
vBWML21,vBWML22,15
vBWML22,vBWML23,15
vBWMR9,vBWMR10,15
vBWMR10,vBWMR11,15
vBWMR11,vBWMR12,15
vBWMR12,vBWMR13,15
vBWMR13,vBWMR14,15
vBWMR14,vBWMR15,15
vBWMR15,vBWMR16,15
vBWMR16,vBWMR17,15
vBWMR17,vBWMR18,15
vBWMR18,vBWMR19,15
vBWMR19,vBWMR20,15
vBWMR20,vBWMR21,15
vBWMR21,vBWMR22,15
vBWMR22,vBWMR23,15
vBWMR23,vBWMR24,15
mu_intR,mu_intR,4
mu_intR,mu_anal,4
mu_intR,mu_sph,4
mu_intR,mu_intL,4
mu_anal,mu_anal,4
mu_anal,mu_intL,4
mu_sph,mu_intL,4
mu_intL,mu_intL,4
vm2AL,vm2AR,4
vm2AL,um1AL,4
vm2AL,vm1AL,4
vm2AR,um1AR,4
vm2AR,vm1AR,4
vm2PL,vm2PR,4
vm2PL,um1PL,4
vm2PL,vm1PL,4
vm2PR,um1PR,4
vm2PR,vm1PR,4
um2AR,um2AL,4
um2AR,um1AR,4
um2AL,um1AL,4
um1AL,um1AR,4
um1AL,um1PL,4
um1AR,um1PR,4
um1PL,um1PR,4
um1PL,um2PL,4
um1PR,um2PR,4
um2PL,um2PR,4
vm1AL,vm1AR,4
vm1AL,vm1PL,4
vm1AR,vm1PR,4
vm1PL,vm1PR,4
