,AIBL,AIBR,ALA,ALNL,ASKL,AVAL,AVAR,AVBL,AVEL,AVER,AVFL,AVFR,DA1,DA9,DB1,DB2,DVA,DVB,DVC,PHAL,RIBL,RIBR,RID,RIML,RIMR,RIVL,RIVR,RMED,RMEV,SIADL,SIADR,SIAVL,SIAVR,SMDDR,SMDVL,SMDVR,URYDL,URYDR,URYVL,URYVR,VA1,VA11,VA12,VB1,VB2,VD13,train_test_label,time_in_seconds,tau
1173,-0.9892632,-0.62089074,-0.47501713,-0.48800355,-0.5779488,-0.9112072,-0.8805421,0.24013118,-0.73293644,-0.7924882,-0.119409464,0.2935981,-0.41872802,-0.36343065,0.26935926,0.9117956,-0.5277709,-0.5610714,-0.6415684,-0.17717968,0.536099,0.29209855,0.013185553,-0.71334964,-0.74851525,-0.69265485,-0.46866485,0.14663762,0.5074857,-0.123101816,0.6397107,0.33394825,-0.079078354,-0.49826252,-0.43664414,-0.6291149,-0.27013758,-0.26046166,-0.61855924,-0.27511343,-0.51761335,0.11195816,-0.8500932,0.88320965,0.60471475,-0.52022827,train,232.44771,1
1174,-0.96976167,-0.6242481,-0.4699902,-0.53954417,-0.60122055,-0.9114134,-0.8727741,0.2188295,-0.7787813,-0.83612883,-0.108119845,0.5325751,-0.4525566,-0.3794773,0.28961405,1.0,-0.56413305,-0.57039607,-0.6235361,0.15809974,0.59016645,0.3354552,0.16185744,-0.71351475,-0.7088107,-0.68745714,-0.43104434,0.13547307,0.48858657,-0.09310798,0.55022764,0.05618935,-0.055146266,-0.5621446,-0.41520235,-0.60116786,-0.32919586,-0.13093449,-0.49307907,-0.31723595,-0.4786516,0.041143242,-0.7995943,0.83272654,0.49812093,-0.5660472,train,232.64587,1
1175,-0.9812452,-0.6258975,-0.42814007,-0.48198423,-0.6219107,-0.8997155,-0.87255406,0.22911225,-0.7554058,-0.7855742,-0.30612245,0.5082701,-0.45186612,-0.3556585,0.3159064,0.9508249,-0.579073,-0.56288695,-0.6766461,-0.26474178,0.5433844,0.33754665,0.14274794,-0.696628,-0.6637488,-0.6988586,-0.5456944,0.14698151,0.54644036,-0.06087537,0.62432444,0.06309118,-0.06298371,-0.5938817,-0.43450382,-0.5777971,-0.33230126,-0.24434707,-0.5374741,-0.29783335,-0.5114199,0.118735276,-0.74402195,0.8437894,0.57840794,-0.562865,train,232.84404,1
1176,-0.9479948,-0.6246485,-0.5074505,-0.47656316,-0.59251785,-0.9101342,-0.89841723,0.24532278,-0.7650467,-0.78840935,-0.1871472,0.39096904,-0.4862234,-0.3575777,0.30343354,0.8783419,-0.5646001,-0.54360855,-0.6493626,-0.17470028,0.5684965,0.35330608,0.09229887,-0.70814896,-0.6670799,-0.69924414,-0.47187984,0.081935495,0.47288498,-0.10420864,0.6583603,-0.0032372407,-0.083403274,-0.5766025,-0.45581055,-0.609995,-0.45366666,-0.3549631,-0.5937739,-0.30657834,-0.50743645,0.078522116,-0.8102158,0.80639964,0.5630338,-0.6001178,train,233.0422,1
1177,-0.9604749,-0.6326123,-0.46956906,-0.57515335,-0.651674,-0.901084,-0.88110167,0.20189473,-0.7359834,-0.74745697,-0.29830655,0.2989555,-0.40874553,-0.32248423,0.3287194,0.85165215,-0.52411467,-0.55959237,-0.6769392,0.021258824,0.562886,0.2818341,0.19625454,-0.6937981,-0.6534332,-0.6873775,-0.41549918,0.086527616,0.45960215,-0.080442116,0.69453526,0.044355024,-0.08035506,-0.6142004,-0.42051423,-0.62410593,-0.46275675,-0.23568563,-0.47747344,-0.32546973,-0.5785044,0.054912593,-0.80521005,0.7981375,0.40758455,-0.58099437,train,233.24037,1
1178,-0.93630815,-0.63291603,-0.47784165,-0.49645853,-0.6021448,-0.89111114,-0.87887794,0.22401486,-0.77188027,-0.79745007,-0.25184542,0.1439587,-0.46793592,-0.31965697,0.25254655,0.92477494,-0.5667675,-0.5809825,-0.68124884,-0.13626061,0.5682961,0.3297177,0.06401682,-0.7131838,-0.67544687,-0.68787783,-0.48269418,0.04851912,0.49151525,-0.045269996,0.7056782,0.03545888,-0.044279315,-0.5903501,-0.41821358,-0.6090161,-0.5229013,-0.21606064,-0.59640175,-0.24557704,-0.5418299,0.0695362,-0.7768344,0.8430192,0.5449265,-0.5788532,train,233.43854,1
1179,-0.96836704,-0.6158294,-0.5043636,-0.5256635,-0.6545888,-0.90240103,-0.86969626,0.17718284,-0.76788914,-0.7747466,-0.36995223,0.21590053,-0.37953904,-0.40063655,0.22922558,0.9129839,-0.55110455,-0.63057554,-0.6338439,0.059363533,0.57245857,0.25128108,0.281674,-0.69115245,-0.7629696,-0.72167206,-0.4726696,0.121215224,0.4825384,-0.13213302,0.5415098,0.03721542,-0.07151556,-0.5480299,-0.42840025,-0.65385336,-0.40319613,-0.19405846,-0.5225065,-0.29997945,-0.49018353,0.16407406,-0.7540375,0.776922,0.5517595,-0.24083765,train,233.6367,1
1180,-0.97237915,-0.6379229,-0.3742468,-0.47960752,-0.60635054,-0.9159762,-0.89230573,0.2807423,-0.72305655,-0.7873468,-0.30308294,0.13429806,-0.32936007,-0.21080112,0.26276103,0.84397423,-0.54853296,-0.46487728,-0.64402825,0.05262232,0.58051986,0.30377874,0.21211542,-0.70076287,-0.76681125,-0.7020256,-0.48894182,0.12336745,0.48959762,-0.06613146,0.7070776,0.11211883,-0.043174203,-0.56502664,-0.4450584,-0.6986906,-0.31048512,-0.10008978,-0.5610831,-0.19558689,-0.53054476,0.15205042,-0.7975468,0.7279793,0.5104202,-0.24024066,train,233.83487,1
1181,-0.97760737,-0.62689185,-0.3828357,-0.57642764,-0.6019995,-0.8960598,-0.8932991,0.27508828,-0.732757,-0.76498055,-0.35605732,0.024008885,-0.38943157,-0.27768138,0.12289912,0.906677,-0.592716,-0.57726806,-0.69394684,0.18507224,0.5243806,0.25772744,0.21727498,-0.6809367,-0.78017277,-0.6994861,-0.45958844,0.11413165,0.47712836,-0.013612228,0.6213142,0.13711843,-0.06673083,-0.5742092,-0.40921524,-0.6879593,-0.24013406,-0.15992048,-0.5975131,-0.2908804,-0.5272665,0.12495182,-0.8088181,0.6849181,0.47215578,-0.34171954,train,234.03302,1
1182,-0.97066927,-0.6512109,-0.49412757,-0.56713665,-0.6300045,-0.8936258,-0.86026776,0.27528808,-0.7290577,-0.8003853,-0.41380808,-0.016994061,-0.4753927,-0.28841853,0.16317861,0.95768017,-0.5848739,-0.6209213,-0.67119664,-0.07463162,0.5094129,0.24031805,0.11962546,-0.68007356,-0.7370732,-0.6678831,-0.51288414,0.09450565,0.508118,-0.06303429,0.6527774,0.16637489,-0.068099864,-0.47505835,-0.44018367,-0.7088259,-0.2644851,-0.121062085,-0.58627903,-0.23616453,-0.54730606,-0.020406408,-0.73123634,0.7209774,0.4174923,-0.400649,train,234.23119,1
1183,-0.9523262,-0.68267244,-0.49084988,-0.57070184,-0.6235883,-0.90782094,-0.89886093,0.28385392,-0.69851536,-0.77735066,-0.35649154,-0.15252489,-0.49478114,-0.2599633,0.18688379,0.848453,-0.5522094,-0.5922634,-0.666394,0.08528017,0.5032305,0.27061605,0.18765527,-0.69934946,-0.7856837,-0.6807505,-0.40711558,0.107513696,0.47814828,-0.04792767,0.80616504,0.15903151,-0.038240757,-0.53272456,-0.44718015,-0.6991843,-0.2673774,-0.21260782,-0.59593797,-0.19596244,-0.5605773,0.021139158,-0.79201174,0.6118191,0.43320805,-0.46615544,train,234.42935,1
1184,-0.9714827,-0.63743,-0.48800865,-0.56053746,-0.6529703,-0.89558244,-0.895976,0.213498,-0.6627785,-0.738281,-0.3100304,-0.1534501,-0.4505909,-0.32991415,0.076212704,0.88912755,-0.56799966,-0.5799018,-0.6561794,-0.016952267,0.5478887,0.26609114,0.11293713,-0.6733129,-0.7493263,-0.7229955,-0.5346454,0.07350653,0.50938594,-0.091481596,0.78521687,0.1560429,-0.12554356,-0.44369665,-0.45609075,-0.7006565,-0.24234445,-0.18265636,-0.5766366,-0.2524048,-0.5402335,-0.013217447,-0.79202497,0.55559444,0.4612231,-0.4433218,train,234.62752,1
1185,-0.9644906,-0.622776,-0.45666376,-0.4422749,-0.6940556,-0.9031803,-0.8764523,0.26153636,-0.68422645,-0.8139879,-0.3577942,-0.09700275,-0.506084,-0.24775936,0.0793259,0.8201179,-0.5729089,-0.60191697,-0.67316365,0.007433256,0.5512194,0.33391085,0.16931015,-0.67851377,-0.71875584,-0.6903228,-0.5192203,0.08713988,0.54137254,-0.014606396,0.68619835,0.17176718,-0.05600664,-0.4386716,-0.5234273,-0.7232666,-0.3031012,-0.22474994,-0.5656024,-0.28243735,-0.6035829,0.033842124,-0.757449,0.53703964,0.32046464,-0.45952675,train,234.82568,1
1186,-0.9593348,-0.7057876,-0.47064364,-0.5323511,-0.73428047,-0.8954002,-0.8981,0.27701625,-0.68580407,-0.79545933,-0.15023881,-0.16700208,-0.42191523,-0.29480496,0.6560818,0.70741737,-0.5548659,-0.5192493,-0.67969394,-0.136464,0.5710811,0.23902039,0.17542519,-0.68059105,-0.7916148,-0.6791169,-0.48424402,0.10647266,0.54336256,-0.06815785,0.96831924,0.12207265,0.02849407,-0.2805589,-0.5619611,-0.70578015,-0.35735655,-0.58666474,-0.5892379,-0.3428047,-0.49714988,0.017250352,-0.7327739,0.4964991,0.5093953,-0.49034426,train,235.02385,1
1187,-0.9577604,-0.6401529,-0.4700904,-0.5050211,-0.7563481,-0.90625376,-0.8943266,0.29867554,-0.6903139,-0.7839583,0.09639601,-0.1872783,-0.43355516,-0.3624504,0.10810341,0.8641744,-0.5709963,-0.5422151,-0.675169,-0.036146116,0.60170346,0.3380937,0.19988534,-0.65694344,-0.6971242,-0.6826671,-0.43429437,0.094696365,0.50933266,-0.10185206,0.72063094,0.1419432,-0.10065374,-0.3653973,-0.537238,-0.73732495,-0.37097064,-0.099807896,-0.46363807,-0.2721397,-0.5203829,0.08243126,-0.74073124,0.49187788,0.37888622,-0.47332633,train,235.22202,1
1188,-0.97699714,-0.60971296,-0.5034444,-0.5568338,-0.7849558,-0.90238726,-0.888817,0.31743783,-0.7193894,-0.77308047,0.3130699,-0.2988189,-0.4540012,-0.37720525,0.109206945,0.73081666,-0.5842364,-0.5526116,-0.6709216,-0.116773345,0.6508323,0.31728902,0.12077203,-0.6791231,-0.7941827,-0.67257756,-0.4468534,0.12816451,0.49265358,-0.033529334,0.8213041,0.17221412,-0.02404258,-0.3744023,-0.51579624,-0.7540515,-0.31350192,-0.17935172,-0.5855242,-0.27590212,-0.58428484,-0.032062612,-0.7304802,0.40624562,0.49026307,-0.5341132,train,235.42018,1
1189,-0.9783724,-0.65664995,-0.4261349,-0.49861178,-0.7183026,-0.8929838,-0.88868135,0.28558037,-0.68186134,-0.7638268,0.31828052,-0.22629082,-0.43429235,-0.28467193,0.16530162,0.7335588,-0.57214403,-0.5001574,-0.6998864,-0.070562646,0.64901656,0.22057037,0.098222815,-0.6688527,-0.7664412,-0.6777712,-0.5626819,0.1854033,0.48785168,-0.05317734,0.7393282,0.22890535,-0.035861786,-0.31094825,-0.5591609,-0.8091313,-0.25173065,-0.1977477,-0.59286463,-0.25225008,-0.5965322,0.049664717,-0.8220893,0.38650048,0.5903656,-0.50705266,train,235.61835,1
1190,-0.97021204,-0.6327832,-0.49992204,-0.48225707,-0.7532784,-0.8934211,-0.892397,0.34161985,-0.69281775,-0.8153156,0.27138516,-0.16389343,-0.44452384,-0.27724484,0.07434567,0.7154609,-0.5722929,-0.54141605,-0.6918461,-0.15351704,0.6470968,0.24982367,0.050066885,-0.6449849,-0.75695884,-0.59613025,-0.4424873,0.23543006,0.51939315,-0.05610166,0.854326,0.17372327,-0.056406137,-0.33202976,-0.53170335,-0.74588275,-0.19699393,-0.09002066,-0.56345326,-0.24335493,-0.56661415,0.050277352,-0.7437103,0.29897773,0.52135295,-0.47969896,train,235.81651,1
1191,-0.986249,-0.61109024,-0.46071392,-0.53917813,-0.72879136,-0.894487,-0.8824401,0.32350194,-0.7071775,-0.7952587,0.09292228,-0.35969886,-0.44594958,-0.28748438,0.03034519,0.6746035,-0.564281,-0.5337169,-0.6940285,-0.053353302,0.6225639,0.23850825,0.060194917,-0.67984354,-0.7655832,-0.65592957,-0.46533492,0.19048706,0.46255624,-0.051465668,0.6865164,0.2446116,-0.025568027,-0.30853477,-0.5905632,-0.7623915,-0.28491116,-0.12720495,-0.5766359,-0.28033856,-0.59523326,0.0017638055,-0.7311415,0.2988377,0.31397334,-0.49737605,train,236.01468,1
1192,-0.9643218,-0.6194682,-0.4597321,-0.57395566,-0.7608414,-0.8900548,-0.880209,0.31308344,-0.7312697,-0.7949588,-0.1524099,-0.33223858,-0.507432,-0.2717144,0.10096461,0.6221379,-0.61169463,-0.56964386,-0.6557829,-0.051394124,0.604685,0.24042556,0.095929675,-0.6631789,-0.73800784,-0.696429,-0.42949945,0.22964455,0.4756671,-0.096668996,0.8590649,0.16206393,-0.059943162,-0.20316808,-0.52910733,-0.7087314,-0.35208923,-0.13684571,-0.5031632,-0.30504283,-0.6241385,0.023975112,-0.65162987,0.2503851,0.43286642,-0.25380743,train,236.21284,1
1193,-0.9556714,-0.6046072,-0.49389213,-0.5451849,-0.76561266,-0.90665114,-0.8856765,0.31902763,-0.6903239,-0.7464764,-0.018237082,-0.4085307,-0.44457474,-0.33708188,0.08496308,0.6236918,-0.56202865,-0.47395623,-0.64607745,0.0756849,0.5822835,0.33436248,0.12440283,-0.6803611,-0.7077047,-0.69301814,-0.39006615,0.2762681,0.4331693,-0.07398671,0.72967184,0.23455036,-0.010596825,-0.15161292,-0.5481354,-0.75313354,-0.43553293,-0.21178329,-0.53511655,-0.2281298,-0.61056453,0.07493049,-0.7405063,0.22377819,0.4157841,-0.2611225,train,236.41101,1
1194,-0.9534882,-0.63865674,-0.47237,-0.5047367,-0.7628973,-0.8866396,-0.89505935,0.34437212,-0.7540961,-0.8351853,-0.11419887,-0.37553483,-0.4732994,-0.23863798,-0.08113895,0.61701936,-0.59482086,-0.5726911,-0.64257044,-0.005566404,0.64222497,0.35882762,0.101853624,-0.6564202,-0.7554839,-0.71190834,-0.38468015,0.28219217,0.4325185,-0.003286572,0.72470874,0.24163286,-0.0037573108,-0.1378857,-0.5428269,-0.74349254,-0.3879935,-0.16870238,-0.60482764,-0.27149338,-0.56581527,0.0348574,-0.6906779,0.17133455,0.42466688,-0.37305856,train,236.60918,1
1195,-0.9740489,-0.6025753,-0.50160617,-0.529996,-0.7785974,-0.8955968,-0.89960074,0.388241,-0.74563533,-0.76219666,-0.11897525,-0.46522835,-0.48723027,-0.2667669,-0.11902621,0.5615374,-0.60721105,-0.54807746,-0.68925166,0.033684473,0.6353667,0.27473223,0.13854386,-0.6500458,-0.76747686,-0.6683935,-0.37973094,0.39576542,0.43173552,-0.07527423,0.6456296,0.28801343,-0.029988253,-0.13215029,-0.5417112,-0.6776293,-0.28351247,-0.0507488,-0.610791,-0.26275486,-0.60306895,0.07015906,-0.6855731,0.17714606,0.45063204,-0.41064155,train,236.80734,1
1196,-0.98125947,-0.60934883,-0.57400674,-0.4595323,-0.7134935,-0.8884426,-0.88050234,0.34007522,-0.69125324,-0.7910504,-0.14068606,-0.50830996,-0.4765047,-0.41416588,0.016326642,0.60934144,-0.6000493,-0.5639918,-0.69619864,-0.14537352,0.6036599,0.32331228,0.20504491,-0.6484123,-0.8095782,-0.6573639,-0.5341856,0.3698339,0.41730994,-0.029432708,0.7695967,0.29522038,-0.0019893036,-0.044543207,-0.53649384,-0.72224957,-0.16494432,-0.12302544,-0.552067,-0.2803066,-0.6318809,-0.08903372,-0.6759376,0.16671334,0.35052955,-0.46380484,train,237.00551,1
1197,-0.9700303,-0.61224055,-0.69181967,-0.5449384,-0.7431343,-0.89673096,-0.8813573,0.35955015,-0.71341443,-0.7909266,-0.16543639,-0.5491738,-0.45045698,-0.47217548,-0.12740651,0.5390521,-0.6013885,-0.5435833,-0.6676208,-0.13385281,0.62185806,0.26751053,0.061532583,-0.6666606,-0.84196365,-0.6603201,-0.37898552,0.30754557,0.37719625,-0.0781881,0.80421144,0.27057084,-0.0019064517,-0.024422547,-0.54668057,-0.7065071,-0.14205174,-0.15928742,-0.38707244,-0.3542376,-0.78814507,-0.30389622,-0.748336,0.10061616,0.38845235,-0.5915879,train,237.20367,1
1198,-0.96935385,-0.62186074,-0.51156,-0.522744,-0.78344584,-0.9007811,-0.89327246,0.37490326,-0.7074558,-0.77703744,-0.36517584,-0.4305789,-0.48129576,-0.33021885,-0.06548288,0.5578813,-0.5316606,-0.5688023,-0.6638364,-0.016901055,0.6529483,0.3119118,0.037072424,-0.6365461,-0.8589755,-0.67979515,-0.45415807,0.3952315,0.40814352,-0.021342587,0.83390063,0.35950863,0.08799683,-0.018864749,-0.52979624,-0.71473545,-0.2978367,-0.17675218,-0.59616464,-0.3144806,-0.6063367,-0.021646606,-0.76351064,0.1234421,0.23881108,-0.45438108,train,237.40184,1
1199,-0.9675987,-0.6150221,-0.4982711,-0.47707886,-0.9223744,-0.9051018,-0.8721611,0.40344036,-0.7288245,-0.7760141,-0.09075119,-0.34031266,-0.4231948,-0.27666488,0.07739613,0.20488095,-0.61324775,-0.4865506,-0.7024229,-0.0014992178,0.62347686,0.35631308,0.18402445,-0.83053255,-0.739174,-0.64035004,-0.3804792,0.44516402,0.33246782,-0.27261305,0.81082815,0.067298636,-0.03303145,-0.16959128,-0.65565,-0.80620784,-0.31671903,-0.22949381,-0.6409485,-0.29469818,-0.46344435,0.1608315,-0.7260269,0.1300238,0.51486164,-0.5355955,train,237.6,1
1200,-0.96531105,-0.63385504,-0.4249206,-0.4754932,-0.95270383,-0.9050291,-0.8702089,0.38513544,-0.72655106,-0.76348674,0.0069474597,-0.14697827,-0.47411147,-0.33852246,0.19709653,0.25478727,-0.59180474,-0.48861346,-0.6638538,-0.04614662,0.6170864,0.36937368,-0.020064972,-0.82357067,-0.77431315,-0.6205188,-0.39225483,0.39355367,0.39851654,-0.2981742,0.65299207,0.10355423,-0.010347522,-0.10045419,-0.6095983,-0.7950418,-0.2765601,-0.09535648,-0.6566955,-0.247552,-0.412557,0.06508465,-0.68984175,0.15375997,0.4028015,-0.4909164,train,237.79817,1
1201,-0.9758893,-0.6440446,-0.56061524,-0.4620782,-0.90386426,-0.9022373,-0.87731814,0.45558903,-0.73720956,-0.78862756,-0.14198871,-0.14207943,-0.48311204,-0.2967596,0.16458197,0.20378411,-0.643979,-0.5136912,-0.65868187,0.12952375,0.5873031,0.43405932,0.21402638,-0.82208467,-0.7925972,-0.64646935,-0.4520792,0.43962258,0.37640035,-0.26150587,0.74862725,0.07513805,-0.016914971,-0.07500567,-0.66818464,-0.77276206,-0.27675417,-0.21910803,-0.6788184,-0.28409588,-0.4439026,-0.039678484,-0.7870165,0.05272371,0.36522037,-0.5510639,train,237.99634,1
1202,-0.9815995,-0.59383357,-0.45493785,-0.50948817,-0.9134549,-0.8895755,-0.8842254,0.37434807,-0.71954966,-0.75232404,-0.059921842,-0.04532485,-0.44121453,-0.2436402,0.10889561,0.22562954,-0.6303568,-0.50738263,-0.6591995,0.10054076,0.65613383,0.46766546,0.12918021,-0.81990045,-0.84693617,-0.6125034,-0.4517529,0.45909852,0.40378988,-0.23412609,0.8933042,0.14586043,-0.0013463564,-0.07939327,-0.6536702,-0.8328547,-0.27257976,-0.16102053,-0.6564175,-0.2642796,-0.4312723,0.07341346,-0.76003385,0.085142136,0.35394603,-0.49557564,train,238.19449,1
1203,-0.97998583,-0.5824921,-0.44699425,-0.5139229,-0.9295857,-0.88763076,-0.8641117,0.38992152,-0.7325142,-0.78171664,-0.1176726,-0.030379325,-0.4514483,-0.27321655,0.11700784,0.23604955,-0.630506,-0.5134247,-0.6809488,0.0020624,0.6163695,0.46409813,0.23046054,-0.8228981,-0.8111951,-0.6457397,-0.42587137,0.47059378,0.38648033,-0.19335674,0.7053235,0.13147335,0.021038959,-0.050215248,-0.61609524,-0.90035653,-0.19086923,-0.16551644,-0.7002119,-0.29353553,-0.47806287,0.14250337,-0.6880858,0.09088363,0.44824052,-0.49257502,train,238.39265,1
1204,-0.9692943,-0.56406,-0.467696,-0.41578603,-0.9357343,-0.8970896,-0.88015926,0.3984499,-0.7617699,-0.75618833,-0.27833262,0.066949226,-0.42328838,-0.23925532,-0.0053366395,0.18733147,-0.6449366,-0.502366,-0.6517699,-0.026422312,0.61554134,0.36912057,0.20332505,-0.82354385,-0.8050863,-0.63102317,-0.422917,0.5039008,0.32956335,-0.24653296,0.71806246,0.12687866,-0.013820541,-0.04217114,-0.62928987,-0.8153171,-0.23475823,-0.1726558,-0.655822,-0.2853681,-0.49362227,0.0801989,-0.7346797,0.041170705,0.38332763,-0.51376927,train,238.59082,1
1205,-0.9851256,-0.59339964,-0.45595866,-0.39654836,-0.90135187,-0.8904628,-0.88824874,0.4275179,-0.74306184,-0.7800801,-0.25184542,0.2525209,-0.48072228,-0.26058573,-0.0012714578,0.27224532,-0.5998613,-0.5244204,-0.62680036,-0.09181794,0.59537506,0.39611036,0.1672081,-0.8071745,-0.8071385,-0.6351415,-0.41146654,0.5252968,0.3602141,-0.2636985,0.7331938,0.1385017,-0.0037710285,-0.022583308,-0.63965887,-0.8143934,-0.18845838,-0.030983241,-0.6463823,-0.23512143,-0.41561556,0.05764416,-0.80036145,0.028987536,0.37512812,-0.54820985,train,238.78899,1
1206,-0.9406655,-0.6039515,-0.5058772,-0.45347035,-0.81129307,-0.8864277,-0.87433547,0.57184964,-0.76286995,-0.7661035,-0.2301346,0.28632787,-0.48690584,-0.19312955,0.114318505,0.26548147,-0.6372442,-0.5398151,-0.6340715,-0.2764934,0.5896604,0.36712226,0.175043,-0.79602367,-0.8287405,-0.64128083,-0.45423186,0.5291895,0.34847626,-0.26578158,0.7187752,0.043729294,-0.07749855,0.03483243,-0.623048,-0.8213147,-0.27978066,-0.18155126,-0.64570457,-0.27590618,-0.43550763,0.08718239,-0.75990784,0.023456099,0.42740008,-0.50466853,train,238.98715,1
1207,-0.97660744,-0.6162631,-0.5042062,-0.4742584,-0.9149402,-0.8953967,-0.86315304,0.42462462,-0.75876296,-0.76859254,-0.11376465,0.25749695,-0.4753016,-0.27552137,0.093209445,0.25743797,-0.59794956,-0.51315933,-0.63773483,0.016354237,0.54386586,0.43764073,0.26734188,-0.80721694,-0.80049556,-0.6371797,-0.50696266,0.5326476,0.3182463,-0.24159008,0.67423534,0.13763937,-0.03596193,0.028136067,-0.653105,-0.84349024,-0.21065918,-0.12020138,-0.66932696,-0.33915696,-0.5194133,0.02531621,-0.7468277,-0.021425571,0.23881108,-0.5196848,train,239.18532,1
1208,-0.94772196,-0.6382533,-0.5386313,-0.12832366,-0.88881904,-0.8922058,-0.8719258,0.41479874,-0.68005097,-0.757857,-0.1150673,0.070265315,-0.48324668,-0.27521783,0.032556586,0.17170148,-0.59826887,-0.6224656,-0.83738637,0.029224413,0.6162835,0.37052152,0.17294095,-0.7951476,-0.80040014,-0.67271763,-0.39406773,0.5236621,0.37263972,-0.038032107,0.86444336,0.3476958,-0.011546273,0.056426078,-0.6352181,-0.8401696,-0.15381052,-0.12129464,-0.79017997,-0.30884126,-0.55388695,0.05228595,-0.40678167,-0.07246884,0.40963444,-0.4848719,train,239.38348,1
1209,-0.95586765,-0.5696168,-0.53342843,-0.18990007,-0.8800807,-0.8873938,-0.8920088,0.3796355,-0.68076336,-0.7542864,-0.22014764,-0.011645556,-0.42444298,-0.34927624,-0.074383885,0.22928569,-0.61763006,-0.5959422,-0.795811,-0.042027835,0.5127345,0.37330934,0.1372062,-0.8106775,-0.827955,-0.63192534,-0.44681683,0.5566376,0.40052137,-0.14142455,0.7767979,0.31080207,-0.011842365,0.09039915,-0.64175886,-0.8379386,-0.15525702,-0.05772677,-0.8317683,-0.2867795,-0.47084945,-0.03232359,-0.52439916,0.0012603276,0.36932012,-0.5408466,train,239.58165,1
1210,-0.9744374,-0.6167609,-0.49140194,-0.4408976,-0.9198765,-0.88919884,-0.87159055,0.4566337,-0.73812896,-0.7394827,-0.20364742,-0.06350799,-0.4500003,-0.23492768,-0.13257305,0.22398427,-0.6152291,-0.55060005,-0.66805995,-0.050007127,0.598564,0.4901423,0.20045863,-0.7967709,-0.80515945,-0.66011906,-0.4728279,0.5910612,0.37094405,-0.230325,0.75554556,0.16863701,0.046818994,0.06470002,-0.615304,-0.8184923,-0.17681772,-0.14508317,-0.653687,-0.29828197,-0.4339764,0.075783946,-0.73335004,-0.044671614,0.2316365,-0.5020888,train,239.77982,1
1211,-0.9810866,-0.59527516,-0.5097016,-0.31273618,-0.9062332,-0.8902998,-0.86301285,0.4330892,-0.7154102,-0.7660717,-0.25879288,0.017831039,-0.49052787,-0.21004367,0.1437654,0.1777341,-0.64887184,-0.45587802,-0.68384254,0.10554788,0.57860565,0.40569866,0.20752914,-0.8022315,-0.8065953,-0.66963476,-0.42378584,0.5902054,0.34864056,-0.23931743,0.8635362,0.19927482,0.03438668,0.13756657,-0.6386161,-0.8341305,-0.17961043,-0.15513226,-0.6912517,-0.2794521,-0.47386903,0.12119741,-0.7775155,-0.06553704,0.36761189,-0.5244232,train,239.97798,1
1212,-0.9673203,-0.6337759,-0.48923382,-0.45419475,-0.8654832,-0.9005903,-0.88248116,0.47377005,-0.7545739,-0.7884816,-0.34433347,-0.095378004,-0.49125278,-0.29393834,0.12129286,0.14181253,-0.63320965,-0.4720817,-0.68968004,0.07921209,0.5367099,0.39716905,0.19415249,-0.8005628,-0.8351756,-0.6216026,-0.41528746,0.5810303,0.34177995,-0.25926518,0.8152552,0.23147279,0.027599838,0.10281004,-0.6317581,-0.870035,-0.18598047,-0.13588527,-0.5285225,-0.30727246,-0.48169282,0.108104564,-0.68524593,-0.07680997,0.4202255,-0.48631707,train,240.17615,1
1213,-0.96658605,-0.5821675,-0.4754043,-0.41670296,-0.92601794,-0.88754696,-0.8844044,0.46502635,-0.7328616,-0.7457828,-0.042118974,-0.0915431,-0.47260484,-0.28286496,0.17997591,0.12929025,-0.6102367,-0.4783153,-0.6892267,0.08372728,0.5640572,0.40326503,0.17408752,-0.7909929,-0.823485,-0.63988596,-0.43251014,0.5422301,0.2956339,-0.2614772,0.73890173,0.21600758,0.017350985,0.14140058,-0.61997813,-0.84579474,-0.22163187,-0.24650843,-0.5584396,-0.31686336,-0.45537576,0.10318554,-0.72416764,-0.04684218,0.39221045,-0.5117979,train,240.37431,1
1214,-0.9510178,-0.5743974,-0.5096909,-0.36579642,-0.906179,-0.8844638,-0.8839893,0.41749042,-0.7321636,-0.77740085,0.17846288,-0.047121402,-0.46241075,-0.25000027,0.110067524,0.1643892,-0.6212672,-0.47458845,-0.6685594,0.12137643,0.5072419,0.3957801,0.16816358,-0.8227667,-0.81517535,-0.6331219,-0.4365367,0.6191593,0.32559076,-0.2755646,0.7637247,0.22222677,-0.0088564865,0.09243637,-0.6174041,-0.9119896,-0.21251014,-0.21465132,-0.5505084,-0.26355323,-0.49230692,-0.0124633275,-0.7454507,-0.09011343,0.40040997,-0.5532908,train,240.57248,1
1215,-0.9541951,-0.5759435,-0.4581728,-0.42751718,-0.91757745,-0.8994987,-0.8775517,0.48453125,-0.72058415,-0.7777235,0.17455493,-0.26705495,-0.43266767,-0.31279776,0.22498876,0.1801106,-0.6333178,-0.484938,-0.6636655,-0.018954946,0.4621751,0.4604657,0.17236766,-0.80224556,-0.8017192,-0.61363745,-0.44798002,0.54321474,0.25964352,-0.23530924,0.73900384,0.13589129,0.009752077,0.11699683,-0.64600277,-0.84699917,-0.21737844,-0.16618533,-0.51152927,-0.21793476,-0.50552416,0.07377595,-0.7267164,-0.11524996,0.34198838,-0.5127325,train,240.77065,1
