,AIBL,AIBR,ALA,ALNL,ASKL,AVAL,AVAR,AVBL,AVEL,AVER,AVFL,AVFR,DA1,DA9,DB1,DB2,DVA,DVB,DVC,PHAL,RIBL,RIBR,RID,RIML,RIMR,RIVL,RIVR,RMED,RMEV,SIADL,SIADR,SIAVL,SIAVR,SMDDR,SMDVL,SMDVR,URYDL,URYDR,URYVL,URYVR,VA1,VA11,VA12,VB1,VB2,VD13,train_test_label,time_in_seconds,tau
21,-0.651658,-0.58110523,0.61669403,-0.6550001,0.007641197,-0.5402048,-0.5303807,-0.82932895,-0.73209816,-0.57231325,0.0881459,-0.34071228,-0.5955157,-0.68118495,-0.71479005,-0.46382707,-0.5187142,0.9785963,-0.72338545,0.6871103,-0.3288284,-0.08738839,-0.08236194,-0.5336529,-0.59615177,-0.6830826,-0.73245674,-0.79035366,-0.914541,-0.6094051,-0.96523964,-0.21733451,-0.30888563,0.032378286,-0.48062328,-0.2779972,-0.24477163,0.25663844,-0.5246399,-0.20919111,-0.7107462,0.08799373,-0.17891945,-0.8123512,-0.05876324,-0.5627033,train,4.161468,1
22,-0.6730522,-0.5863611,0.56056786,-0.6186705,0.068905555,-0.586683,-0.55279315,-0.8598577,-0.737606,-0.57338053,0.12462006,-0.34848264,-0.59771633,-0.7047144,-0.71772015,-0.53046024,-0.5247613,0.8439845,-0.82857937,0.7922941,-0.3260625,-0.015123705,-0.044716224,-0.54087174,-0.62123984,-0.721689,-0.7915074,-0.81240606,-0.9046661,-0.5894071,-0.7840282,-0.25655884,-0.3131808,0.07648105,-0.44404817,-0.23815264,-0.29165962,0.16715258,-0.5930102,-0.2542092,-0.7248173,-0.005755207,-0.27746782,-0.8053494,-0.12299283,-0.6389507,train,4.359633,1
23,-0.6361021,-0.59404963,0.57086545,-0.5567573,0.010297508,-0.6237497,-0.5988885,-0.7761754,-0.7987433,-0.624067,-0.042987406,-0.38885137,-0.5396846,-0.70122933,-0.8627348,-0.5069695,-0.30009556,1.0,-0.97711563,-0.083036155,-0.2741715,0.0063865418,-0.04720046,-0.5588954,-0.66185737,-0.70458645,-0.8350099,-0.79352885,-0.93498677,-0.5808381,-0.9163367,-0.16118087,-0.3422005,0.095720395,-0.47701913,-0.2841672,-0.28290665,-0.010659488,-0.6562613,-0.26663467,-0.6999357,-0.015680866,-0.21708328,-0.8003081,-0.11274342,-0.7165915,train,4.5577984,1
24,-0.6284152,-0.6134352,0.50392836,-0.56427586,-0.042889357,-0.6645804,-0.61384076,-0.796515,-0.77724284,-0.60922956,-0.22666088,-0.4966979,-0.59472144,-0.61528534,-0.94951355,-0.48219916,-0.30512276,0.6157443,-0.97536504,-0.25973874,-0.20600945,0.077867694,0.10949742,-0.59301585,-0.66187245,-0.72732496,-0.79778445,-0.76716703,-0.90665627,-0.5954148,-0.9294888,-0.11430075,-0.3136798,0.14426304,-0.44919422,-0.29008543,-0.24573715,-0.0042999475,-0.818502,-0.32148004,-0.7857947,-0.061886244,-0.19223757,-0.8130514,-0.09839426,-0.66430205,train,4.7559633,1
25,-0.66557926,-0.6347876,0.5324516,-0.52348846,-0.038850967,-0.6756744,-0.6480133,-0.77982324,-0.81868887,-0.60643435,-0.2970039,-0.3765381,-0.6060811,-0.6188719,-0.97812414,-0.49234495,-0.37526652,0.505622,-0.94470435,-0.11456091,-0.18343757,0.15683578,0.011083509,-0.6049764,-0.7189847,-0.70554787,-0.73916095,-0.7427755,-0.9210268,-0.6192782,-0.90433633,-0.15862401,-0.3194748,0.17060621,-0.4564614,-0.31561628,-0.2899637,0.08945957,-0.69381136,-0.29663205,-0.77451843,0.0028920243,-0.3486251,-0.82369417,-0.04407243,-0.8047056,train,4.9541283,1
26,-0.69239986,-0.58973575,0.5342756,-0.6123577,-0.013987858,-0.7061748,-0.6763081,-0.7836377,-0.8187916,-0.6205139,-0.24229266,-0.5106325,-0.60423225,-0.5469174,-0.85019255,-0.49545267,-0.2492108,0.42009133,-0.9336566,-0.23141836,-0.13269025,0.15640755,0.057901777,-0.6130786,-0.68519175,-0.75374544,-0.76482034,-0.7563661,-0.903157,-0.6537125,-0.96390355,-0.1548679,-0.27965134,0.1910887,-0.45269963,-0.24591799,-0.3978984,-0.008481345,-0.6289803,-0.2537791,-0.7080316,-0.04232565,-0.36008698,-0.81312144,0.021523744,-0.8229422,train,5.1522937,1
27,-0.7010431,-0.63375777,0.54385555,-0.63714725,-0.055730168,-0.74077994,-0.71121687,-0.7947575,-0.8109097,-0.6520723,-0.4120712,-0.5559277,-0.6442999,-0.5141893,-0.8705884,-0.49316758,-0.24573739,0.34658694,-0.9492063,-0.16035771,-0.09888979,0.24878244,-0.015287598,-0.64947855,-0.7366643,-0.69448835,-0.815465,-0.7153969,-0.921825,-0.6085069,-0.93041366,-0.16310829,-0.28080076,0.16610666,-0.4988871,-0.28757504,-0.36013544,0.05018583,-0.7018346,-0.29096368,-0.78926164,-0.0044099316,-0.37574008,-0.8150819,-0.21079604,-0.8684591,train,5.3504586,1
28,-0.72420764,-0.62985283,0.52680546,-0.5845882,-0.03947274,-0.7649521,-0.72152597,-0.7666442,-0.83660036,-0.6655783,-0.39687365,-0.57150996,-0.6068758,-0.57566565,-0.9078746,-0.38933322,-0.19159901,0.3292042,-0.97141707,0.2928313,-0.034106728,0.29075113,0.07070514,-0.63034976,-0.7083102,-0.7090201,-0.6328728,-0.66913766,-0.9092704,-0.62045693,-0.8548284,-0.13547361,-0.26052096,0.2398679,-0.50897986,-0.18279263,-0.37051597,-0.045546733,-0.66156954,-0.3852944,-0.7739997,0.021775035,-0.3284045,-0.8176026,-0.08575333,-0.9059062,train,5.548624,1
29,-0.71613497,-0.6209792,0.4876864,-0.6017356,-0.071749546,-0.77805036,-0.7389841,-0.78656775,-0.8523666,-0.6487595,-0.44680852,-0.57694376,-0.59886366,-0.5203555,-0.8606365,-0.5020337,-0.16313325,0.23130505,-0.96110976,0.15004914,-0.03575954,0.3139154,0.04872922,-0.6535939,-0.6980022,-0.69625056,-0.7254116,-0.6785384,-0.8990764,-0.619106,-0.9065714,-0.13730298,-0.20016246,0.2539569,-0.4830691,-0.21224676,-0.3401615,-0.027655365,-0.67464083,-0.3460758,-0.7410057,-0.051884867,-0.35134423,-0.80331886,-0.030064913,-0.90225077,train,5.746789,1
30,-0.7110653,-0.62804675,0.57826513,-0.53346235,-0.14283656,-0.80054486,-0.757244,-0.77366126,-0.82076883,-0.6742988,-0.27659574,-0.66032326,-0.6480905,-0.53280646,-0.905041,-0.44033638,-0.14809892,0.23478206,-0.9615341,0.27811223,0.028867558,0.43066633,0.0042040893,-0.6621752,-0.6720838,-0.694561,-0.57389146,-0.6944283,-0.9002151,-0.55492705,-0.87826604,-0.0948871,-0.17597859,0.24904318,-0.5102066,-0.22383197,-0.3521263,-0.01917064,-0.56053597,-0.30386624,-0.767651,-0.060604606,-0.33599705,-0.7834337,-0.03689785,-0.86312497,train,5.944954,1
31,-0.72906864,-0.58439237,0.5659082,-0.5439661,-0.098526284,-0.83372223,-0.79737175,-0.7098475,-0.8191754,-0.67078483,-0.38732088,-0.6521185,-0.63655674,-0.5754464,-0.7814408,-0.47196198,-0.09838121,0.17894618,-0.9422996,0.6870408,0.12094233,0.46149167,0.028090961,-0.6422756,-0.6491347,-0.696514,-0.7406189,-0.6659134,-0.9006484,-0.5155347,-0.82402194,-0.09166908,-0.1288101,0.18747638,-0.52294266,-0.24500567,-0.26326478,0.06391119,-0.6665094,-0.3395258,-0.7578044,-0.072252996,-0.36784664,-0.8059095,-0.09190297,-0.86978924,train,6.1431193,1
32,-0.71037394,-0.5976191,0.6154066,-0.53734577,-0.12994307,-0.83747065,-0.8044635,-0.75516963,-0.81536424,-0.7020323,-0.41945288,-0.70959926,-0.6935334,-0.63485837,-0.87485415,-0.42498058,-0.17107576,0.19515204,-0.9624294,0.7223036,0.14179868,0.47490552,0.060577106,-0.6726502,-0.75578624,-0.7196604,-0.8792022,-0.6578836,-0.90956104,-0.4353141,-0.85320216,-0.015000088,-0.09995522,0.15681124,-0.5531792,-0.22521134,-0.23708339,0.035110567,-0.6380985,-0.3748243,-0.72981024,-0.09550524,-0.3313496,-0.8011483,-0.08507004,-0.8634581,train,6.3412843,1
33,-0.71381164,-0.5893667,0.59822804,-0.5530958,-0.09191505,-0.8491171,-0.83065844,-0.7142447,-0.7738667,-0.70358413,-0.43682155,-0.6796437,-0.65012276,-0.56434596,-0.8398926,-0.43165302,-0.17797385,0.1229191,-0.98269814,1.0,0.17601497,0.44644478,0.08121537,-0.66447455,-0.7349309,-0.69786686,-0.77268964,-0.6542859,-0.9011828,-0.4894471,-0.90025246,-0.047811903,-0.071008705,0.2412282,-0.5106794,-0.22633715,-0.2881289,-0.014506457,-0.7506393,-0.41193634,-0.8282359,-0.037417587,-0.35979795,-0.7678897,0.023573624,-0.8712665,train,6.5394497,1
34,-0.73059314,-0.5725225,0.60169005,-0.49484348,-0.08495244,-0.8933551,-0.8457,-0.7092493,-0.7653667,-0.7064421,-0.363439,-0.7994031,-0.60847366,-0.58763254,-0.8748576,-0.42242128,-0.21292481,0.074510306,-0.94574785,0.7448827,0.21111499,0.43626606,-0.058475062,-0.6764381,-0.74026126,-0.66167134,-0.7687763,-0.6174285,-0.88341403,-0.46793857,-0.866387,0.050573092,-0.06278854,0.3062872,-0.59788364,-0.2847751,-0.30728304,-0.049360327,-0.68405616,-0.38782007,-0.75849634,-0.010419141,-0.40349644,-0.7987677,-0.036214553,-0.88261783,train,6.7376146,1
35,-0.7268829,-0.61897737,0.5364377,-0.45521423,-0.049936622,-0.8755227,-0.8484132,-0.7428679,-0.73400164,-0.71641666,-0.3712549,-0.70983636,-0.6737289,-0.59163415,-0.9590911,-0.47982267,-0.13124421,0.05254216,-0.98669344,0.88725746,0.22521336,0.5533652,0.04834703,-0.7165157,-0.7272149,-0.7183469,-0.8002459,-0.59133005,-0.9003652,-0.48134184,-0.82884085,0.06915582,-0.047912672,0.15982956,-0.5243935,-0.22444895,-0.28319833,-0.027119003,-0.69262344,-0.43050805,-0.7545498,-0.06679762,-0.32401538,-0.7825935,0.0017082337,-0.8729938,train,6.93578,1
36,-0.747486,-0.587279,0.48021778,-0.43546656,-0.05278443,-0.8858688,-0.8546476,-0.703205,-0.70003283,-0.7695165,-0.28310898,-0.6149123,-0.6796324,-0.57230306,-0.64591426,-0.40843654,-0.092577994,-0.017405277,-0.966627,0.7664521,0.23343752,0.51175874,0.10472005,-0.69018656,-0.83761615,-0.7031402,-0.8149096,-0.5878896,-0.9064306,-0.44465137,-0.868641,0.14580463,-0.028003408,0.22506614,-0.5019464,-0.23363823,-0.30303505,-0.02698297,-0.6507144,-0.41625053,-0.7431603,0.055078164,-0.45269334,-0.80787003,-0.10898531,-0.89022005,train,7.133945,1
37,-0.7590664,-0.63419974,0.4739345,-0.46981803,-0.043929167,-0.89070565,-0.86176693,-0.750342,-0.6712692,-0.7652206,-0.41380808,-0.74320686,-0.6800766,-0.534118,-0.69409925,-0.36693937,-0.093355775,-0.048355862,-0.9579398,0.8560224,0.23350014,0.62772614,0.035925854,-0.72199607,-0.8128732,-0.72804195,-0.81514937,-0.57493424,-0.897211,-0.45288014,-0.89391166,0.1601036,0.025989428,0.2739639,-0.50994277,-0.2127553,-0.28167439,-0.09394593,-0.6172714,-0.47962382,-0.7639372,-0.13097014,-0.4423857,-0.7849741,0.05227195,-0.87305886,train,7.33211,1
38,-0.7490139,-0.60948867,0.44604164,-0.45026648,-0.085501306,-0.90009254,-0.8883831,-0.7204199,-0.5797502,-0.8027797,-0.43421623,-0.5836743,-0.6917927,-0.556425,-0.7595067,-0.37964445,-0.05502974,-0.18006766,-0.94818884,0.39488584,0.23028773,0.5399793,0.024269061,-0.72389156,-0.8304033,-0.70605916,-0.7091632,-0.55241126,-0.8721253,-0.4479823,-0.66218865,0.13424526,0.0055650943,0.1804298,-0.55275774,-0.21627913,-0.26171416,-0.1514355,-0.62739295,-0.4390236,-0.7640514,-0.11300155,-0.51460904,-0.7872147,-0.08814486,-0.9365015,train,7.5302753,1
39,-0.77061856,-0.64202094,0.5432059,-0.430609,-0.07363452,-0.9098788,-0.9037203,-0.7181521,-0.5749455,-0.7754515,-0.3577942,-0.37009045,-0.7140763,-0.5492865,-0.7113213,-0.394269,0.1206699,-0.20299323,-0.9321934,0.5095905,0.15247793,0.56958574,0.06688324,-0.73725325,-0.8106098,-0.7108781,-0.7640475,-0.5287427,-0.87749326,-0.44284138,-0.81857705,0.16333248,0.09120117,0.13271542,-0.5520039,-0.1956145,-0.27863157,-0.091148555,-0.63633835,-0.5309106,-0.7578796,-0.1368377,-0.452989,-0.7553564,0.0058079944,-0.84054065,train,7.7284403,1
40,-0.77926946,-0.62383133,0.4522716,-0.42600352,-0.112453304,-0.91275966,-0.8897652,-0.7310297,-0.5740384,-0.7871142,-0.3447677,-0.29535392,-0.7610167,-0.66865134,-0.8885167,-0.41977057,0.07398731,-0.25964606,-0.92706835,-0.0006584605,0.16496478,0.6005851,0.122874066,-0.7430816,-0.83043754,-0.7244934,-0.8107896,-0.5116321,-0.87127966,-0.45303655,-0.8683034,0.17138268,0.06964381,0.11927703,-0.5357549,-0.06686365,-0.2707328,-0.09436557,-0.70242447,-0.4715891,-0.8209895,-0.09839826,-0.44722962,-0.7941465,-0.19337206,-0.8269697,train,7.9266057,1
