,AIBL,AIBR,ALA,AQR,AUAR,AVAL,AVAR,AVBL,AVBR,AVEL,AVFL,BAGL,BAGR,OLQDL,RIBL,RID,RIFL,RIML,RIMR,RIS,RIVL,RIVR,RMED,RMEL,RMER,RMEV,SIBDL,SIBDR,SIBVL,SIBVR,SMDDL,SMDDR,URXL,URXR,URYDL,URYDR,URYVL,VA1,VB2,train_test_label,time_in_seconds,tau
0,-0.8653112850836221,-0.8663319282934833,-0.08417740444075994,-0.9100454882405499,-0.7451783783523964,-0.9322157569858649,-0.881730663954589,0.8076973477815665,0.7546663884943864,-0.672146183010784,-0.1187041184668517,-0.8288751587813796,-0.9103201953470823,-0.48541670396582526,0.7139004985766444,0.6058049613354537,-0.33255423360511394,-0.923900049947095,-0.760198470083056,-0.9520999142614638,-0.7916685576966731,-0.8388516202973608,0.5816700689322283,0.4313608899494019,0.48640754293724786,0.7655171025392724,0.3420403525408271,0.30654156387888776,0.8479107449496075,0.443613802085137,-0.5993197417653524,-0.42523968224117725,-0.9603948108711614,-0.9553657798267773,-0.9002158809733151,-0.9012783194408357,-0.7369301726971011,-0.9216184676131318,0.6734430436635741,train,0.0,1
1,-0.879231228659552,-0.7889583332348993,0.0071758592039565805,-0.9135423676063207,-0.8399135269823946,-0.9270181541903699,-0.8783637771999508,0.838513897825734,0.850476553755145,-0.6544550394762849,-0.2726049825100135,-0.872864335022091,-0.8904506949594201,-0.4519598555622385,0.7248078359045074,0.5579202959880218,-0.34330810879107254,-0.894374873407207,-0.7850332627424743,-0.9339404561649837,-0.8029490159223646,-0.8206695578154962,0.6567951478572838,0.47001042195430154,0.29079463211735224,0.8328596802443204,0.4827486374407932,0.3616506618386002,0.7706821369819359,0.6116087263604932,-0.5941266007072442,-0.3440988971440262,-0.9648159591792369,-0.9346385293217723,-0.8449318901342093,-0.9128928896834041,-0.6593595459139294,-0.898632426909628,0.6516142415726827,train,0.2962150301700494,1
2,-0.8704193204372497,-0.7938589158751932,-0.026700295383884187,-0.9235314048738238,-0.7085113445330872,-0.9054132598337392,-0.8792292222800544,0.756580254399188,0.7314732750980765,-0.6619954291577339,-0.2979993278806208,-0.9433589634765848,-0.8463062190988075,-0.5396075659514208,0.7348974525623715,0.63656971143879,-0.3938595019543759,-0.9097747230508156,-0.7439361063782984,-0.944961073831666,-0.8165390093582968,-0.8381395804712273,0.642657563868801,0.47501791328222587,0.3201970579958804,0.8903230437028256,0.4336221940366556,0.347940645645455,0.7444888771318363,0.47247615780899865,-0.6330396680468884,-0.38593683854966876,-0.944471578577972,-0.9218413485615875,-0.8788773580343872,-0.8675060991406794,-0.7034378028818457,-0.9206453611656631,0.5853678452733093,train,0.5924300603400988,1
3,-0.8601203116424416,-0.7912594620227746,0.15296038608533036,-0.9014842420058861,-0.7408707622876433,-0.900086058524504,-0.9032133605072619,0.8600517650492412,0.7801384169751656,-0.6689530599619404,-0.06361293668068968,-0.9459197731220965,-0.8808949558353376,-0.3096250731516491,0.8676978723451083,0.5777968592790117,-0.4360191169908463,-0.9141263484214938,-0.7868607286174127,-0.9560156233150543,-0.7976670627801061,-0.827309154833587,0.5349681477852024,0.36670433289584903,0.28525826024824985,0.8842928096118012,0.48765560939193153,0.3765282810974857,0.8116627562891463,0.6476637076715601,-0.5573602268662297,-0.3630156265718498,-0.9897482247469401,-0.9432289553188383,-0.8313096789034169,-0.8984538780832021,-0.7427546026607412,-0.9064870157273374,0.5740743974732554,train,0.8886450905101482,1
4,-0.9251059914129134,-0.8129182326076227,-0.16805254513789247,-0.9428999918157507,-0.7597156262338655,-0.9393514456449618,-0.9015596722849201,0.931695028869491,0.9733316114074707,-0.5329546491513284,-0.19936334566362812,-0.9513832567550181,-0.8766680888361904,-0.4008661403573679,0.8940880520778205,0.47516069813521766,-0.5482927558512983,-0.9026112992033348,-0.7505743371205958,-0.9130227483597742,-0.7927475170731078,-0.8316560688074679,0.5962479749948368,0.3493856286520505,0.38049328742177213,0.7910345306831914,0.6918592357598021,0.4177759229327733,0.7673946435139758,0.5277645215373798,-0.533425044127677,-0.3340923645615689,-0.9873248229604819,-0.9457295837993679,-0.8661058177365792,-0.8675177457433152,-0.6362729600592921,-0.9387295730591547,0.5890400035450882,train,1.1848601206801976,1
5,-0.8669666632594233,-0.7984222739654997,0.12125908810784702,-0.9140940057602668,-0.7350289566653008,-0.8979038440965623,-0.8729859781256077,0.8706559786318051,0.7678483529309265,-0.668798746416247,0.008121169790577865,-0.9420977736725035,-0.8786507026321754,-0.5055785063305178,0.7793044220879897,0.625347508395945,-0.5145874443625815,-0.9162352502517785,-0.7757449461587422,-0.9202800045881523,-0.7956493549873562,-0.874148019946952,0.6587687371534514,0.349840560596675,0.1559595642518965,0.8569723863682193,0.4698310537763315,0.5150850379929037,0.8187672667089316,0.5135700866792539,-0.575810675172011,-0.35609593723959754,-0.9829930323470274,-0.9423514912226829,-0.8820209947848904,-0.9124159224054216,-0.6806225929350254,-0.9319927536004486,0.7212239122279647,train,1.4810751508502469,1
6,-0.8884816843730095,-0.8381803780656222,0.02983890709440873,-0.9244135468907436,-0.7180960426732053,-0.9190952794639922,-0.8893129248482207,0.9383249585659874,0.9999999999999999,-0.5693541483731532,-0.02478189798739261,-0.9182477189353352,-0.855084965235969,-0.427518415247637,0.8826671262622379,0.7007392284182787,-0.5170004596517113,-0.9193465520391209,-0.7437616901195793,-0.9606460164709916,-0.817791490250982,-0.8198827170860837,0.6739189053484516,0.3952575341508002,0.3350867307388643,0.7858806055340504,0.5646179954665298,0.3760513840230464,0.7346754301219904,0.4308155698508327,-0.5892497642030469,-0.3879052609727489,-0.9777432770375835,-0.936160547415972,-0.8366737631523079,-0.8846124476993502,-0.6141684657531761,-0.9038286544044737,0.5895352035236514,train,1.7772901810202963,1
7,-0.8725238263988466,-0.820749336504467,-0.13789262803322067,-0.9560752019267836,-0.9210268096960962,-0.9129203092704702,-0.8695854772779392,1.0,0.8564393849876742,-0.6692272179471346,-0.1800321095581079,-0.9218817214961934,-0.89735914955713,-0.4230374947399069,0.9005279211024766,0.7308188987188786,-0.5163930072590719,-0.9160052894791733,-0.7671647075208551,-0.9321978835998606,-0.7910229806682845,-0.8441452925524917,0.5639092973715774,0.3432017467745896,0.16950318804950548,0.7220018851872607,0.6048558258783228,0.5601934558613169,0.8350409303379132,0.5377425906777131,-0.5835161368728441,-0.3737247109686377,-0.992521488082693,-0.9501808167678341,-0.8857371043621922,-0.9010653504181289,-0.7906557306533543,-0.9254704682921633,0.5999630975970893,train,2.0735052111903456,1
8,-0.8804450884890053,-0.782828058212969,-0.08087459444173417,-0.9236462357430898,-0.7370961623314429,-0.8989719923881978,-0.8941401125632531,0.9437247496774952,0.8168344187512552,-0.5855049279648934,-0.32792650783264365,-0.9302105927908916,-0.906573609024577,-0.47776147601830843,0.9451392643637677,0.6905355028577245,-0.6170808033552304,-0.9171461430777202,-0.7893233820614179,-0.8909528543155443,-0.8177422246087894,-0.8580908736519645,0.665780219074191,0.27960532929456083,0.1727624303312656,0.8002531275929983,0.5295776737535858,0.33764575577452116,0.8325516462629063,0.5731301914799796,-0.5810588201649574,-0.3984353478108118,-0.9492930441854247,-0.9561086369093913,-0.8731027977842634,-0.8990616482179796,-0.7079135659353374,-0.9445635301621311,0.6510077212335987,train,2.3697202413603953,1
9,-0.861531828674296,-0.8246373074414249,-0.04285934692738602,-0.9133177872352171,-0.5843797736376563,-0.9100778973812295,-0.8677173881570048,0.934668908704338,0.9453954829421755,-0.6821681802460293,-0.28300485919154994,-0.9421963332785233,-0.9178129905990093,-0.43793236361445864,0.7744658081000002,0.6030148309711545,-0.600406614302722,-0.9085371794738711,-0.768237237350591,-0.985168556506776,-0.8513898153412662,-0.8400116963915943,0.5997554049556586,0.3447517189871443,0.19421724824703257,0.7452774668362434,0.6271897799023953,0.5320074338457776,0.7699809521416503,0.507079216251316,-0.6054091038375515,-0.30348766384668857,-0.971569559237931,-0.9382874936236922,-0.8640248313962982,-0.891365493315711,-0.7160190236570527,-0.8890491295691213,0.6605636509399087,train,2.6659352715304445,1
