,AIBL,AIBR,AVAL,AVAR,AVBL,AVEL,AVER,BAGL,BAGR,OLQDL,OLQDR,OLQVL,OLQVR,RIBL,RIML,RIMR,RIVL,RIVR,RMED,RMEL,RMEV,SMDDL,SMDDR,SMDVL,URYDL,URYDR,URYVL,URYVR,train_test_label,time_in_seconds,tau
0,-0.41419337466881095,-0.4550857075588124,-0.4081254566085829,-0.5284445743259245,-0.14811729896921771,-0.38832713748016773,-0.33455738076576663,-0.057131881865422215,0.0213104237823522,-0.34624163187727863,-0.22515485535201574,-0.21464986374536665,-0.3109073870424498,-0.12745684514324873,-0.4143365569913622,-0.433117392963398,-0.41443593088677255,-0.410687532383822,0.04240118333880982,-0.12508197801316806,-0.08994314361965078,-0.4425612114677272,-0.3986369944870438,-0.4436526967540737,-0.392443018308568,-0.3346899834079834,-0.37430999072160254,-0.38304066457166,train,0.0,1
1,-0.6265151964094609,-0.614112080634727,-0.6206990198369694,-0.7126218088509522,-0.08232201259282812,-0.5549279709278077,-0.5042834631720478,-0.05507506588887657,-0.0024901397545201084,-0.4507701115977457,-0.30767023462245235,-0.29823650786285033,-0.4212795250078781,-0.07993351941771423,-0.5838197404646639,-0.6318839580903872,-0.5315811448398544,-0.5186228796905743,0.12031545334438237,-0.08770764481783266,0.013052289631171249,-0.5479815765371103,-0.4837036272205155,-0.5425132214601103,-0.5633071831961132,-0.47929170425030554,-0.49745136005993307,-0.5152436086597832,train,0.5691290600747342,1
2,-0.7433001685955591,-0.6913979380266955,-0.7428692527032336,-0.8052800354384062,-0.04462075250545636,-0.6451324335943776,-0.5965794385119315,-0.05318999194332908,-0.016504352363398707,-0.5027300126473191,-0.35734926109470855,-0.3389518098675563,-0.4796082299399644,-0.06129200995315981,-0.6769428499468559,-0.7361737054630395,-0.6036239123754621,-0.5847989771904154,0.1450627328979483,-0.06560488437312052,0.08511393813915832,-0.607689984576233,-0.5372098323341297,-0.5871019568072974,-0.6506161748520213,-0.5569111048857224,-0.5603773189784251,-0.5831532991912131,train,1.1382581201494684,1
3,-0.8207466499718891,-0.7432633582218287,-0.822212610002138,-0.8613031771326617,-0.0214238280004789,-0.7000515684554749,-0.6549433937418617,-0.0561605116418073,-0.01576566511266945,-0.5331236256470042,-0.39535995755846265,-0.35802748426242675,-0.5125725903212078,-0.03551641009617934,-0.7399883501523676,-0.8008087464774076,-0.6459428637384511,-0.6184354286084177,0.15320523554622267,-0.05915337779301692,0.13288610351984378,-0.6447057423984172,-0.5773869872809125,-0.6121485376934538,-0.7067558960228022,-0.6065994206516903,-0.6109260599283504,-0.6306958524620339,train,1.7073871802242024,1
4,-0.845997867879707,-0.755778463658694,-0.8575594269695227,-0.8872400893451846,-0.027993003676315603,-0.7270938282015857,-0.6835943044610108,-0.044652159160589386,-0.029732849137666266,-0.538081450986288,-0.4027702224684402,-0.3748629953549654,-0.536176064850918,-0.04146107280849903,-0.7659067281898327,-0.8295221978327592,-0.6773029824290491,-0.6518790702340611,0.150512371656156,-0.04926280326411556,0.1512899468349577,-0.6714642274031777,-0.5956774571026935,-0.6263192981544815,-0.7251572935683896,-0.6321801003937353,-0.6235683241464082,-0.6493311701258846,train,2.2765162402989367,1
5,-0.862007556365629,-0.761331767911044,-0.8772904232103717,-0.9005468006984451,-0.027677067099194125,-0.7400692716382182,-0.6965620238186477,-0.03976044043603663,-0.03038784574599141,-0.5418592114944603,-0.41025361781170266,-0.385471619353595,-0.5505743331151204,-0.03879426053223442,-0.7866174301920673,-0.8415125069635341,-0.693119576508991,-0.6689494549518947,0.13851591157380166,-0.051912358296702196,0.1719817198954808,-0.6869856018636635,-0.6128813155124075,-0.6408504045777564,-0.7419469803327384,-0.6481819813613166,-0.6341827146637087,-0.6710055420902132,train,2.8456453003736706,1
6,-0.8748094251137812,-0.7702019782894267,-0.8933559330750384,-0.9118519648868784,-0.04116950959494664,-0.7558973253661763,-0.715994077948985,-0.036925683255523936,-0.037570561719013386,-0.5394142316360984,-0.4109326312880437,-0.3926348310814518,-0.5646405533116204,-0.0369945782733582,-0.8017118997099967,-0.8545209813668215,-0.7049740233891584,-0.6851918436761812,0.13298257353128912,-0.050930817600503,0.17730116453860043,-0.7016987067368792,-0.6257495860626484,-0.6447786903701752,-0.7495499444339172,-0.6582417185734474,-0.6446298626209853,-0.683741246863255,train,3.414774360448405,1
7,-0.8852268945310058,-0.7752252038005318,-0.9020539425765852,-0.9167795770937051,-0.03502013317817121,-0.76274987249491,-0.7244722514409984,-0.03682842693720806,-0.03379912673567156,-0.5419111087154708,-0.41545803187196806,-0.3980248003104377,-0.5710274579642998,-0.037352295401702235,-0.8117097775175672,-0.8596318687945655,-0.7122706203455029,-0.6927553279543052,0.13280708321755264,-0.05514518154859821,0.18899867173451793,-0.7085797090779842,-0.6356825164312621,-0.6555405234335471,-0.758786533536449,-0.6630641411093702,-0.6509670831467504,-0.6916793235554167,train,3.983903420523139,1
8,-0.8903746032364261,-0.7820805861417013,-0.9078853171594234,-0.9200317570820941,-0.03917453139947305,-0.7701565912382058,-0.7329349865643635,-0.0381581305668381,-0.03969310065667648,-0.5391980454619416,-0.416006067011096,-0.399743863306867,-0.5749117588389921,-0.03616182253829006,-0.8185889825712351,-0.8644829326709528,-0.7137822182543052,-0.6969623644086465,0.13133160711887598,-0.054171544833939364,0.18869142904554012,-0.7115023990306618,-0.6390291224066105,-0.6567607846385929,-0.7595454266224548,-0.6607213532434434,-0.6515361276630144,-0.6943569326448035,train,4.5530324805978735,1
9,-0.8878056015310386,-0.7768193531386947,-0.9098176754117783,-0.9164907567077649,-0.042293379228069444,-0.770904959246824,-0.7364833069590362,-0.03978596863070002,-0.03628799105509219,-0.5398130542336008,-0.41872436481803377,-0.4058622378697204,-0.5794198503652562,-0.03328039242050354,-0.8212645015223916,-0.8645328353949754,-0.7183375878428829,-0.7000738291302266,0.12523581206316975,-0.06301546590158265,0.1903998161063216,-0.7220818827198352,-0.6438142976953494,-0.6586866387437279,-0.7584774543955142,-0.6628164623614852,-0.6575283000106779,-0.6957149647353508,train,5.122161540672607,1
