,AIBL,AIBR,ALA,AQR,ASKL,AVAL,AVAR,AVBL,AVBR,AVEL,AVER,AVFL,AVFR,BAGL,BAGR,DA1,DB1,DB2,OLQDL,OLQDR,RIBL,RIBR,RID,RIFL,RIML,RIMR,RIVL,RIVR,RMED,RMEL,RMER,RMEV,SABD,SABVL,SABVR,SIBVL,SIBVR,SMBDL,SMBDR,SMDVL,SMDVR,URADL,URXL,URXR,URYDL,URYDR,URYVL,VA1,VA2,VB1,VB2,train_test_label,time_in_seconds,tau
0,0.113667517904836,-0.02638183280661635,0.03708025063967191,-0.2692354816965496,-0.11808832106062551,0.0005224519386762272,-0.004686594400180405,-0.43957897983909167,-0.4889976117008731,-0.016557999215239816,0.01206958259096809,-0.14251447247853904,-0.1848571164392768,-0.5700120521070093,-0.558277853898355,-0.17446061721692174,-0.4076022581550826,-0.2176660610717493,-0.1944653560481743,-0.1520952850998644,-0.42991625214780205,-0.44731393633970706,-0.37024484851419065,-0.441169551889345,-0.03935380847062092,-0.08768640882011512,-0.3364280214387668,-0.25041817244089704,-0.422990694903137,-0.44216386421660525,-0.3896313630325677,-0.4376195621319312,-0.1942202458832586,-0.096641234476111,-0.196366530725589,-0.36748485507938583,-0.36128545528237666,-0.36341631733535984,-0.5047673203001166,-0.30983206767768473,-0.37466230794793676,-0.12473802012311577,-0.47429860278646596,-0.5553577499746021,-0.14664070162116385,-0.12684461747520678,-0.13412604242632875,-0.08439273495507527,-0.2039300419366375,-0.45140664198423514,-0.46699614323934546,train,0.0,1
1,0.2165315538690613,0.09075118761765075,0.07116623067018135,-0.3072207110876767,-0.1698829547632147,0.11782122887607971,0.08148357184574523,-0.5687668428080583,-0.6460860330699117,0.07492185004204635,0.07660237229304917,-0.12023145736248403,-0.29151039125732375,-0.7055580422272238,-0.6738199854354704,-0.1877954849818088,-0.6109709543831336,-0.34855018539571697,-0.1640118781201943,-0.1487686358041594,-0.6354003320731323,-0.6199914254370945,-0.5289503832236518,-0.5960388031104761,0.038453788604579625,-0.0034719054571725194,-0.38501187538057613,-0.27149592690478297,-0.643031314418381,-0.6083950348516076,-0.5874322465721601,-0.6279156164140607,-0.23034468580679907,-0.08284171659779677,-0.23857564141216067,-0.48663085785683274,-0.48156941133534537,-0.5407126492865191,-0.6600263755235442,-0.37326353068320306,-0.44586577764300483,-0.13829767436022475,-0.5717466130786135,-0.7031788601315948,-0.15226423593504188,-0.21107565010897097,-0.2094208440110731,-0.02134042401656791,-0.2785072558659734,-0.6705795025126093,-0.6570666238788045,train,0.35661218424962854,1
2,0.2755081407430101,0.18102086901049136,0.09859109531141602,-0.3248294834073556,-0.18326781132524989,0.19225291089469193,0.13659007326003056,-0.6472034094190966,-0.7233074572131862,0.12725333216998078,0.12266302978993218,-0.10512503981141808,-0.35041987884184067,-0.763555582629883,-0.7191471550849964,-0.18523916241833094,-0.7237293447754444,-0.43667347519726063,-0.1442595596628487,-0.15183236128484587,-0.7372270844732911,-0.7190143264259649,-0.6069936958444804,-0.6830104891781654,0.09608874916318458,0.038873802241725985,-0.4050648337803662,-0.27135567960656126,-0.7597107119045774,-0.6926117418666033,-0.6880886560382549,-0.7240427430480505,-0.237983922164354,-0.07957700561988351,-0.24696705751019865,-0.5465647246779934,-0.5511403191913854,-0.6254783045544977,-0.7320964152873957,-0.4175326085313359,-0.4816045212265337,-0.13750468020270817,-0.6071092472161483,-0.7602625526119928,-0.15091058098308868,-0.26337900988588425,-0.24921232640275345,0.01946923580888671,-0.3059390199497466,-0.7753515241676385,-0.74763185942426,train,0.7132243684992571,1
3,0.32675603945034476,0.25280175223664203,0.1100964915146937,-0.32627226346546867,-0.18307067493686963,0.2420839279598455,0.18540610489734385,-0.7000184196653998,-0.777924489819895,0.162467005047192,0.14604842363654044,-0.10216799062034092,-0.3886414152688071,-0.8094452852767798,-0.7396650244716334,-0.1933680230878002,-0.7903926357546097,-0.4804145882159697,-0.12743929736953247,-0.148427434450781,-0.8010986099711672,-0.7925042294484866,-0.6477991517262542,-0.7333522093197147,0.12986069053374813,0.07165455725989484,-0.411154188911489,-0.2665313351570256,-0.846247174126172,-0.748760017455552,-0.7493856264640014,-0.7950138669449291,-0.24198786619105345,-0.07351809494461535,-0.24920567425255644,-0.5897015488046231,-0.5971937296596707,-0.6712175221146988,-0.7763975052285794,-0.4357656182618964,-0.49861507323813714,-0.1417133936151383,-0.6184252206938405,-0.7952482214162478,-0.14556269115255385,-0.293372212371974,-0.2764155678718352,0.05161858463636523,-0.3192768335683429,-0.8356790720878151,-0.8002434382021574,train,1.0698365527488856,1
4,0.3462379083401826,0.28937794468307054,0.09561211901749346,-0.3276893247352012,-0.1722911055629756,0.2664118019903018,0.21513980723041767,-0.7259787999469165,-0.8033924441931297,0.18178455417283398,0.14838269258865688,-0.10563432967486339,-0.4176473309265314,-0.8335510457764405,-0.7577776445894451,-0.1957485667021527,-0.8223912478237951,-0.5179679198174222,-0.13280221619892302,-0.15470257329947132,-0.8288213492477707,-0.8332716738550785,-0.669697154153134,-0.7578126864381949,0.15381341399434886,0.09476155223858945,-0.4114793760711797,-0.249428311590148,-0.9002554980465249,-0.7733357474609792,-0.7861696786860828,-0.8250590084429665,-0.24372976412513364,-0.07500849765591097,-0.25662756556480054,-0.6198322939178271,-0.6156297553315488,-0.6906157989639542,-0.8054384258731455,-0.449340592302987,-0.4971166207050693,-0.13254426924272986,-0.6208366058635686,-0.7841536141459291,-0.14354183668773463,-0.3104394460145943,-0.2910362584100596,0.07071959070438141,-0.32615353770235633,-0.8665657828052604,-0.8341454864325955,train,1.4264487369985142,1
5,0.3739880749629971,0.32973044775239224,0.10273878766850936,-0.3246261825599589,-0.16312237179269545,0.2721077538695373,0.232160454096648,-0.7512199792984094,-0.8202959038718547,0.19906372169508427,0.15857017446897673,-0.10173489784792622,-0.4299128188636734,-0.8421707208157191,-0.7701715461284878,-0.20002829432275387,-0.8339898586891261,-0.5299068002175924,-0.125979495483828,-0.15232221953061864,-0.8392056673985535,-0.8611856983614412,-0.6792639315541737,-0.7818535330912626,0.16028068696819622,0.10130909337523747,-0.4167173160065775,-0.2460248206591764,-0.925607912591443,-0.7818740820315193,-0.7955624344566403,-0.8522831909603545,-0.2431345434972632,-0.07494016685098856,-0.2576552225404192,-0.6321266411416833,-0.6311752400820891,-0.6988550504481345,-0.8203245687735321,-0.46558301192725116,-0.503108235358167,-0.12835747928924798,-0.6163763285917185,-0.7872350173863101,-0.1449914049657512,-0.3225597456149396,-0.29914748054226914,0.08621039651276394,-0.32717446330701017,-0.8773759697762249,-0.8387195642205022,train,1.7830609212481425,1
6,0.37769934325460713,0.3404373163920287,0.09990172431756468,-0.32241887816199133,-0.16014527744351664,0.2824659242277032,0.23464043090361944,-0.7598954128504903,-0.8294193140654788,0.18988892344032401,0.1616541515822511,-0.10274901522595886,-0.4411915892338401,-0.8535236443205619,-0.7633707190237857,-0.19716271658334605,-0.8565620177519484,-0.5369612006372063,-0.12563506276002712,-0.15125735423497386,-0.8430252746720941,-0.8667886533277412,-0.6904175739787132,-0.7850385526378436,0.169097579571833,0.10608423567553976,-0.4158555862926905,-0.24212912400980674,-0.9362722465847346,-0.7949135349728715,-0.8031030348519792,-0.8639074985973902,-0.23228213954615232,-0.0703131520873653,-0.2573572977402194,-0.6413865805875394,-0.6358209135149744,-0.7076991556594745,-0.8253054379306035,-0.47020530547827477,-0.5051905465688853,-0.13181154967490333,-0.6136039532010743,-0.7901853329333859,-0.14370544281639974,-0.3232537162595928,-0.30613404621379986,0.0854175879843366,-0.33218207891610874,-0.8834268010921793,-0.8431336295354472,train,2.139673105497771,1
7,0.3846170798492426,0.3494354654405228,0.09162443311960629,-0.3175282213548698,-0.15331475175325593,0.29316752974105054,0.247301922517543,-0.7594197698632709,-0.8295475339783571,0.20404783203401602,0.15931775118392016,-0.10495179915844682,-0.4455921146886111,-0.8550063077295519,-0.7621682650338226,-0.19803512189793676,-0.8619159588313915,-0.5451172697198279,-0.1229799395896851,-0.1476410720241862,-0.8486318359149361,-0.8808792701664633,-0.6871894526929138,-0.7919462507656962,0.1811925409403379,0.12111627623145299,-0.4108826723908443,-0.23678688232475953,-0.9560326315264948,-0.7956817651840484,-0.810879179348005,-0.8758151898196336,-0.23058640413820153,-0.06884954257443773,-0.25334833153369846,-0.6407407560276019,-0.6508905755500981,-0.710636652891511,-0.8325925033476425,-0.4698913170128497,-0.4940211292106923,-0.13041685301604203,-0.6095755939095251,-0.7800759846379318,-0.13627508392528906,-0.3312130782319188,-0.3023773515597097,0.09018611327731382,-0.32278885638110977,-0.8866196365690424,-0.8456206256225912,train,2.4962852897473997,1
8,0.38984995973822933,0.3590662261066841,0.0995884684868136,-0.320225917774257,-0.14357160443720185,0.3032623780176405,0.25197747515225943,-0.7627588641180786,-0.8366457486126304,0.21033112429747083,0.16514252503359503,-0.11296367924522674,-0.44272741122159026,-0.8581686328392497,-0.753911623837806,-0.19918568028504793,-0.8748886085845704,-0.5445402777977653,-0.11398980587319615,-0.13877206955115068,-0.8389135487977571,-0.8874839071509997,-0.683980525095234,-0.795078973576473,0.18864811376182214,0.1254322051102827,-0.3974560290069094,-0.2304960382705079,-0.9613891854542068,-0.7990813885062495,-0.8173778682417066,-0.884041165616442,-0.2299677311714524,-0.06587988418639008,-0.24564179646234738,-0.646275664872378,-0.654482405584916,-0.7046671954121736,-0.8283356263616446,-0.47008550163932994,-0.4902442074054784,-0.1297126782595124,-0.5988144622986042,-0.7800905230097193,-0.1383615209746391,-0.332984444430461,-0.30355790431669555,0.0878721958324164,-0.3226866999207086,-0.8857752969246395,-0.8473465657376816,train,2.8528974739970283,1
9,0.3940240985479677,0.3647616247499174,0.09916782496622123,-0.32656510518416776,-0.14131399496657737,0.3043866294485195,0.2515292873705611,-0.7667843558840968,-0.843292880351909,0.20912183899450562,0.16812059037050867,-0.10953877167081955,-0.4466436726132731,-0.8601553082798974,-0.7602876587263723,-0.19755390615782645,-0.8928188484706757,-0.5475790822710497,-0.1148363784887018,-0.13890448126271202,-0.8407077189803602,-0.8917853051423948,-0.6942728177123629,-0.7976090082364626,0.19333449279876616,0.125301175101244,-0.393076662551618,-0.22762355323872485,-0.9750906993728137,-0.8070964756372536,-0.8290814014863368,-0.8905851373203268,-0.23048747765534858,-0.06775654447278467,-0.2524814079044505,-0.6587786246617322,-0.6503427003605887,-0.7121121014593613,-0.835408357767258,-0.47496086603329424,-0.4890770739590288,-0.12249687379055976,-0.600565430218418,-0.784605665791594,-0.14194570037830762,-0.33927727806503155,-0.30737876042241863,0.08670664479099055,-0.32133727744865226,-0.8966674972869244,-0.8584624475058944,train,3.209509658246657,1
