,AFDL,AIBL,AIBR,ALA,AQR,AVAL,AVBL,AVBR,AVEL,AVER,AVFL,AVFR,AWCL,AWCR,IL2DL,RID,RIML,RIS,RMED,SIBDR,SIBVL,URXL,URXR,URYDL,URYVL,URYVR,VB2,train_test_label,time_in_seconds,tau
20,-0.3027947818321482,0.22268178587422366,0.24137260391300458,-0.2876647002713023,-0.49253305113879,0.0911885090665942,-0.5548653960136839,-0.3456421815937561,0.14473322928195015,0.13302416214352786,-0.16055769119717922,-0.10815398813858254,-0.27154912845210544,-0.05799458363466093,-0.4978137239187677,-0.3668254416117279,0.009072413019265646,-0.4109709564644141,-0.6369634150919421,-0.3465725400123957,-0.5654583475711026,-0.6213604679267722,-0.4016449537555895,-0.16090285714278713,-0.2638226809450495,-0.32969041772169533,-0.5034419946569465,train,5.136741973840666,1
21,-0.30277655674622383,0.22433369168104444,0.23160080608429306,-0.2731902977752343,-0.4944015231073528,0.08909439483759629,-0.557076637692932,-0.34624033407216886,0.13822555471236234,0.13953250594474625,-0.16088494806231757,-0.1097384052129449,-0.27539227336086836,-0.048641674412278124,-0.4999831185627125,-0.3751631745613926,0.015867900936088142,-0.3991530941435025,-0.6484392539253847,-0.35039703097003094,-0.5760638978507583,-0.623282905895142,-0.40269984796819464,-0.15918683314319218,-0.2585479762271924,-0.31908519934866186,-0.514857636268549,train,5.393579072532699,1
22,-0.3041067126050678,0.22304916263893917,0.220866443457098,-0.276796093136058,-0.49112437959439276,0.08474929072049928,-0.5575155491870406,-0.338998744206482,0.1283530501525266,0.13848651989706484,-0.1615763686225842,-0.11097969591944763,-0.2802151588260279,-0.054774380554253016,-0.5042963564212773,-0.3700535272973626,0.009641798923076983,-0.3937288342922183,-0.6425558328613135,-0.3490590993252523,-0.5753730906709534,-0.6172502810319904,-0.4072264959608509,-0.15621220626620408,-0.2573730404833665,-0.3207638620674949,-0.5107926330368223,train,5.650416171224732,1
23,-0.29664625037790715,0.21539357134103612,0.22145740380800621,-0.2795284311938997,-0.5105038761766298,0.0883362516464189,-0.5646104798211781,-0.35479392403446686,0.13007586662424622,0.1331015070478916,-0.16224351085767882,-0.12033148948438671,-0.28021211946073243,-0.06033466842749412,-0.5114384630828531,-0.3771397357366255,0.010291451645470628,-0.4122010072364564,-0.6403339553087157,-0.354295687969785,-0.5783925873047701,-0.6296064701283672,-0.4130627157424529,-0.16086599073795055,-0.2596974353400784,-0.3217736713845789,-0.5207654732077512,train,5.907253269916765,1
24,-0.30090763363357903,0.21010587841926426,0.20420629300605853,-0.2898596733036729,-0.5056680456926076,0.07673542059505256,-0.5679916214359243,-0.34945978814633627,0.11449726190360834,0.1280914532390221,-0.1638690871502459,-0.11898866033734333,-0.28958333486524446,-0.0679255758870525,-0.5189581879794343,-0.3721891163316898,-0.0104289190396826,-0.39735990211528566,-0.6433257997876753,-0.3593962797221558,-0.5828725039606845,-0.6263857192676597,-0.4176791400362715,-0.16187354892065176,-0.2552911017188702,-0.32308199899493656,-0.5162494051277234,train,6.164090368608799,1
25,-0.2944772341575814,0.20779869452793942,0.20982553243508223,-0.28292777810121844,-0.5103364150023162,0.07233030353560607,-0.5679295256648469,-0.36208074665239903,0.11168008325489923,0.11721531555434707,-0.16612271086281855,-0.1163648540865275,-0.2915123220460233,-0.06692737687533487,-0.5172721387399951,-0.37105917286639156,-0.006581451602672872,-0.39842147336394096,-0.6405289654015944,-0.35403927020397724,-0.5670323795295739,-0.6290910777514458,-0.416069602339593,-0.17050369587904088,-0.26583217563387956,-0.32777532131853626,-0.5176916578685548,train,6.4209274673008325,1
26,-0.29260344192662446,0.187539763767815,0.19173732469208055,-0.29020484279086844,-0.5160523799798806,0.05361910974042772,-0.561637621072137,-0.36754521469135054,0.09239987847895442,0.10249918905304302,-0.16669366532711927,-0.11908320820798596,-0.3012142306533494,-0.0721476991737483,-0.5204708883593512,-0.3731516702004325,-0.022321550078721428,-0.3803012990033411,-0.633816870355888,-0.3587205932654277,-0.56814469249822,-0.6313149042623389,-0.41609753770765395,-0.1798704259402063,-0.2741781756503129,-0.331544917860903,-0.5087514616646269,train,6.677764565992866,1
27,-0.28697608156058824,0.18824379001460154,0.1984446792226956,-0.2944358626739854,-0.5329814111145312,0.0630553799104015,-0.5695493821207067,-0.38197608138841554,0.09624097963224268,0.09539723407893998,-0.16945026961225618,-0.128790254862726,-0.2990529900863908,-0.08146293922045725,-0.5293987809020395,-0.3867962681708124,-0.017310083684265926,-0.4030443982709775,-0.6366611724172294,-0.35854221473255604,-0.5721130150236728,-0.6395973381754709,-0.4244458555958746,-0.18809973441995995,-0.28549292291461387,-0.3363660225550492,-0.5129710713776368,train,6.934601664684899,1
28,-0.2978448218204448,0.18098006564698335,0.18600245466986695,-0.2950018074546209,-0.5285658767332156,0.06156265300304736,-0.5683917300750668,-0.3788380112651382,0.09374967270381099,0.09832830309914302,-0.16434232153876002,-0.12705032083394005,-0.30223535438907323,-0.08854506223216879,-0.5318089291223459,-0.3993236784834477,-0.018780676879947805,-0.39612051099649115,-0.641167189095925,-0.35843822112077706,-0.586880258180938,-0.6417964007446516,-0.43211737996915167,-0.1830404689765566,-0.29063534137802416,-0.3358426624974944,-0.5166824114371847,train,7.191438763376932,1
29,-0.2963765621352955,0.19222096669944422,0.18333280780623684,-0.2854542145569127,-0.5095369400659547,0.06588331229605801,-0.559151005955337,-0.3608517573429364,0.09383733145587367,0.11428372685822825,-0.16055333884137207,-0.12300450350592868,-0.2930474206759217,-0.0837501339698066,-0.5250578876805762,-0.385137887637652,-0.02324016537359816,-0.3884229677596507,-0.629175424025638,-0.35681955196409015,-0.5755137469863701,-0.6239127752074642,-0.4234576639564652,-0.16469209732329973,-0.2721090348891432,-0.3142607513749277,-0.5087679108556666,train,7.448275862068965,1
30,-0.2952178405852594,0.19633862573473929,0.18538716175752196,-0.2787089596327773,-0.49966038318226225,0.06579698053821278,-0.5586950082003235,-0.3500286451940657,0.09731917046089089,0.11312787450246171,-0.1571550807391343,-0.1144300219284326,-0.2898323991998527,-0.07881910058946073,-0.5224260992463575,-0.3809150386391307,-0.020480628188034602,-0.3885933297722288,-0.6237081415225747,-0.34827018754341166,-0.5591043101315744,-0.6185376014992515,-0.41938660368028635,-0.16362771126526832,-0.27518941431484323,-0.31482867148624505,-0.5047984432981346,train,7.7051129607609985,1
31,-0.2969653479907799,0.1974417735328858,0.1819359577110137,-0.2616982365530055,-0.4968550032160301,0.06251602872251152,-0.5572899055946028,-0.3489311621586276,0.09251480081854427,0.11147738118572774,-0.16094091727294507,-0.10753821093316485,-0.2945026649815519,-0.07329280073002434,-0.5267547329604395,-0.38123050314372314,-0.01625300009244965,-0.3806225311245447,-0.6325657313814552,-0.353983166531906,-0.5621117852013775,-0.6204316917414346,-0.4156214255242653,-0.16318147307195094,-0.2738374769926198,-0.30685128996627653,-0.5090502382140862,train,7.961950059453032,1
32,-0.2957759919062528,0.20178928554779382,0.186780781929204,-0.24416446423469504,-0.48697589330265034,0.0709741337598079,-0.5453983580910972,-0.33789913822261947,0.10350800636594276,0.11870151285872045,-0.15991385175986955,-0.09840070537670237,-0.28740447764619315,-0.05880367310597821,-0.5170115333447858,-0.38014406980556736,0.00021598922240295693,-0.38086993608767805,-0.6225934487848386,-0.3512240049204076,-0.5549824901880652,-0.6110475412136713,-0.4087926537980242,-0.15242680376780682,-0.2687466451359426,-0.29718851559313975,-0.5070293480009191,train,8.218787158145066,1
33,-0.2993551868084245,0.2137578290337902,0.19354645482865424,-0.23517878162439948,-0.47082129569155984,0.08069526918460385,-0.537010514606625,-0.3234904648392101,0.11527899038340073,0.13037653041321956,-0.16070077548821615,-0.10168592212648966,-0.2694720329459808,-0.04974757884301036,-0.5072666437922604,-0.37749175542705404,0.009082721793462978,-0.38367804339910583,-0.618227453075646,-0.34787823774729404,-0.560370413517591,-0.596375803660204,-0.40193312524944635,-0.14054196196404695,-0.2535012276153903,-0.2891815115989679,-0.5037093152948755,train,8.475624256837099,1
34,-0.29159723846530156,0.20481645777862909,0.18788653450131235,-0.24268454207654533,-0.47659307327268263,0.07252943185879437,-0.5394195592268483,-0.33174370359016625,0.10434071329905201,0.12775146979379232,-0.15811579765390515,-0.10261358863942224,-0.2742113978272957,-0.058225290092269295,-0.5119630190151102,-0.3750776324920462,-0.004828773500336031,-0.37702444880711794,-0.6181620629582428,-0.3536489272927768,-0.5621973887903826,-0.6023678667359913,-0.40751738907687596,-0.14236427873751048,-0.2567918665502839,-0.2910172488944004,-0.4986439742086949,train,8.732461355529132,1
35,-0.27833773987654464,0.21071322786415098,0.1931291421876872,-0.2544622309917417,-0.4655284372885517,0.0728112199351307,-0.5383867091211532,-0.32642011488184164,0.10080201007577713,0.1367107341465233,-0.15451632099651635,-0.10499124147894245,-0.27224287600455666,-0.06595181602222742,-0.5062127862321102,-0.37013053637601945,-0.010647714730201485,-0.37284894281200176,-0.6069218213877097,-0.346501212224559,-0.5550064862138874,-0.5907835759238825,-0.40968118081309257,-0.1294332253305973,-0.25048325313407654,-0.28637225962995483,-0.4866045922850655,train,8.989298454221165,1
36,-0.26542035950906306,0.22057491321644668,0.20507752397762757,-0.23492123713924026,-0.45969110929752244,0.08048475777955943,-0.5293225166802413,-0.3344584237687887,0.1005364892374461,0.14542260718893013,-0.15527710120314908,-0.10556108477049783,-0.2693542042633215,-0.06468072775958301,-0.49277266695672184,-0.3733284178574671,0.0028929704085864094,-0.37813332320948045,-0.5959092472913977,-0.3375829624692017,-0.5393966940265712,-0.5790678681807264,-0.40238823053334505,-0.11391264486566591,-0.24388724591949967,-0.26789374754184464,-0.48615724031127816,train,9.246135552913199,1
37,-0.26598557351715124,0.21855875436938738,0.20052104407407234,-0.248919858511286,-0.4623608606352855,0.07796414588482994,-0.5403108768431668,-0.33940921963458776,0.0984609182198925,0.14131228201835883,-0.15425581070476269,-0.11168243117243201,-0.27145695882776044,-0.07313495165769134,-0.49650993042026725,-0.37861927297965314,-0.004125471325003988,-0.3800054281242846,-0.6041793500011526,-0.33874278548086445,-0.5467458394296746,-0.5834176647603861,-0.40434097850411793,-0.1160998414026263,-0.24244186608626445,-0.27453555376558514,-0.49165485316719826,train,9.502972651605232,1
38,-0.27513509119723834,0.213389121031337,0.1933522219740487,-0.24722595437814143,-0.4607227718995855,0.06784126580197725,-0.5422864358030354,-0.3287210524758672,0.09685715642903486,0.1311286399206682,-0.15352860141492716,-0.1053834256703296,-0.2728561779197213,-0.07222267098890324,-0.503346236835742,-0.3700580407737234,-0.018600850312481515,-0.3834143250773303,-0.5994744357229783,-0.33884964880952895,-0.5343001091479694,-0.5823330662322405,-0.39712309779524485,-0.11964720231044515,-0.24314374845381298,-0.27544504703435924,-0.4917216418935527,train,9.759809750297265,1
39,-0.2738520877332082,0.22330537175053275,0.19330423329534738,-0.24277216659882897,-0.4549987794825995,0.06979035292107108,-0.5436299629926984,-0.3197808455265264,0.09448957049476203,0.13913017518938192,-0.15549223575586502,-0.10060493860922264,-0.2763675876206334,-0.06908966533160808,-0.5047161203866067,-0.368763527733531,-0.014736487877584692,-0.384683729669997,-0.6008751040673084,-0.3329766480221231,-0.5263778335205681,-0.5801164298822349,-0.3954286385416149,-0.1163471856486061,-0.24041934899723383,-0.26873537056200236,-0.4925311383990778,train,10.016646848989298,1
40,-0.2720186923651674,0.2328657549612477,0.19467881147433713,-0.23059701650256453,-0.44054607257877776,0.07170717354305789,-0.5414990804443115,-0.314823664475782,0.09028384801366807,0.14991472903225667,-0.1574398369960605,-0.09677548524091142,-0.2769101625061404,-0.0686478257093074,-0.5008209079268383,-0.3702003319306623,-0.004997891109047192,-0.3755109072404367,-0.6099039670965494,-0.32820559331458576,-0.5267727535091521,-0.5739644328941892,-0.39386153814816005,-0.10709829238963198,-0.23326160328137105,-0.25651536204050207,-0.4936690958855534,train,10.273483947681331,1
41,-0.2779450748177825,0.24459450064547486,0.20568567204217303,-0.21292464857020763,-0.4156974386405609,0.06980434970351415,-0.5349955146524424,-0.3028579934627516,0.0904659478863328,0.15689337455091074,-0.15779105804102833,-0.0881186152522952,-0.2671834902515937,-0.07053806900893217,-0.49555900560534816,-0.36857342643521573,0.00022283331853215071,-0.36773353817641274,-0.6105339455173748,-0.31707683255816205,-0.5199308527836011,-0.5599172117506248,-0.3853046352484861,-0.09816971409950409,-0.23298630027083922,-0.2520093092923136,-0.48424671178651635,train,10.530321046373365,1
42,-0.28805641068913757,0.24451422022349117,0.203550867823807,-0.20111313105960893,-0.41399116881149645,0.06281754789139271,-0.543271143454042,-0.31430863780779233,0.09199488889817645,0.1552886182630056,-0.15976835953291,-0.08723261893444255,-0.27489313121956904,-0.08070327911912131,-0.498337949260876,-0.3863862087802339,0.011576880417833918,-0.3599972473971629,-0.6307410285437409,-0.30672488871391135,-0.5235069577156385,-0.5746299266417535,-0.3871777115247391,-0.10309800029456581,-0.243323453799402,-0.253482485265982,-0.49754951303219985,train,10.787158145065398,1
43,-0.2958948897293103,0.24635082275003528,0.20503003128875724,-0.19872598827288893,-0.40346627110132477,0.06025894956659886,-0.5339350425059681,-0.30748579962018685,0.09008247022076532,0.1504116896055513,-0.16041277602450674,-0.08292003325057683,-0.2765467188572138,-0.08819065282413328,-0.5010156637325905,-0.3858487621018681,0.011117061973075826,-0.35801660530868384,-0.6286224889459302,-0.3056625388661318,-0.519370552082242,-0.5719515427856773,-0.39073140809537826,-0.0975542512449184,-0.2450865374182199,-0.25620242296680207,-0.48377339576532385,train,11.043995243757431,1
44,-0.29650384246316386,0.24180405538394528,0.19761528423380156,-0.20813484934371662,-0.3981630003397366,0.05488752542395192,-0.5340173168225695,-0.3025567526368985,0.0838011292394861,0.15037073550469182,-0.16236932114523855,-0.08521384632908972,-0.2808148765713796,-0.10047265069243841,-0.5018048799288146,-0.38452098618722325,0.002686503272854468,-0.35038576866472415,-0.6282391807215595,-0.3013347743322186,-0.515665271241623,-0.5749507974247546,-0.39327384781329566,-0.09524970411589509,-0.2465406454007319,-0.2585587660105775,-0.47346077610549364,train,11.300832342449464,1
45,-0.3010931179696956,0.2402967380796625,0.19602516486811314,-0.22416517389160273,-0.393139328455344,0.05391953745504813,-0.5379714819962713,-0.2952088661657458,0.08402544905985998,0.15594153515894155,-0.16086219510910446,-0.09161510584487212,-0.2807100292762315,-0.10939430062967742,-0.5003316057558618,-0.3790943496244167,-0.006600909789016007,-0.3474102636717172,-0.6328681221688479,-0.30422327045959274,-0.5275880523591533,-0.5788656467279227,-0.3939309715044714,-0.09071122682713276,-0.24173080253872986,-0.263455981896843,-0.4723332480229189,train,11.557669441141497,1
46,-0.3000399711094742,0.22511169556545974,0.18608623393862794,-0.23432107721420214,-0.39627291247945867,0.03675372686939449,-0.534926101883884,-0.30494923194422247,0.06581777408867001,0.14808959605980848,-0.16434668420078263,-0.09852455183707026,-0.28654988089199107,-0.12148362626137371,-0.49962334903738836,-0.3710011670494794,-0.028188895386142138,-0.33537319848193714,-0.6269205162600722,-0.30946542869746163,-0.5256323861762544,-0.5791230444229198,-0.3926044758131244,-0.09351010386418485,-0.24091265676853177,-0.26685661251487297,-0.4618189069441325,train,11.81450653983353,1
47,-0.29832712570481573,0.22007304813760342,0.19026537149462344,-0.2168717823228293,-0.41089185242320947,0.04509172687678706,-0.5384622812948229,-0.31980916546480054,0.06010539549622162,0.13695124966672428,-0.16883543790026276,-0.09710102108577687,-0.290317771012945,-0.12324509918521437,-0.5086523878211116,-0.38039843185689093,-0.019660427156402482,-0.35481996164027996,-0.6272178342445041,-0.31608261282595584,-0.5255600816986,-0.5847462158793842,-0.3945927457025509,-0.09661797072109614,-0.24603437565212755,-0.2645274721617958,-0.4670282233011803,train,12.071343638525564,1
48,-0.29997902714776564,0.1929483484393704,0.16648844760749487,-0.22148317861104821,-0.4282197261891882,0.02792938312303425,-0.5413095688692817,-0.3272702847835336,0.043770473470981695,0.1142056275911862,-0.16899672693994672,-0.0998987256121035,-0.30134280277234815,-0.1307937913638632,-0.5220685234850415,-0.39153509266487907,-0.0381628161726332,-0.351834616586982,-0.6206180556358226,-0.32496715089585637,-0.5305963615377804,-0.5968613239535148,-0.39962379320746455,-0.10908021624391284,-0.257521825101211,-0.27053652189726685,-0.46547316875588696,train,12.328180737217599,1
