,AIBL,AIBR,ALA,ASKR,AVAL,AVAR,AVBL,AVBR,AVEL,AVER,AVFR,AVHL,AVHR,RIBL,RIBR,RID,RIML,RIMR,RIS,RIVL,RIVR,RMED,RMEL,RMER,RMEV,SIADL,SMDDL,SMDDR,SMDVL,SMDVR,VB1,VB2,train_test_label,time_in_seconds,tau
0,0.23633683810192255,0.0743235068717967,0.04276621011364187,0.012898509606453126,0.14173111962248075,0.17224398513114395,-0.41529918076551964,-0.44216859962563826,0.03395774863458159,0.13817874150929013,-0.09451277090165777,0.10431726658951809,0.04628895059694407,-0.41023452989786646,-0.36547001764591536,-0.33395305395933383,0.12630219909522575,0.059167430754246575,-0.37130976506220337,-0.2934755358354438,-0.17691767254753163,-0.4083132216388037,-0.4244822877605913,-0.3055055866796144,-0.3393563197461513,-0.24766515248418586,-0.3190677266607435,-0.29204763057256894,-0.22450011291226413,-0.2580580192372281,-0.33790133425621793,-0.4679360593484033,train,0.0,1
1,0.3599290249018006,0.20160631169808713,0.06753235764952518,0.025532451523027855,0.2725703437331058,0.2953801432557318,-0.5394244010688087,-0.5628033108585803,0.1235054465031907,0.2277823163076814,-0.1468794405513088,0.12187340764677365,0.04540671608558985,-0.5690134680193615,-0.4781023983750915,-0.47693339801447104,0.2526162867015841,0.1740454127403961,-0.4778408446651814,-0.3250794587846592,-0.18597368486203142,-0.5926423085387322,-0.581441206589993,-0.44649302204332947,-0.473846505146532,-0.3517966991753068,-0.3849354346444956,-0.34296705007105327,-0.2746009118349333,-0.2880132525244796,-0.48807525595669177,-0.6409335558507763,train,0.35305655442955214,1
2,0.41199986793706506,0.2790063851999238,0.0797333789264676,0.02969655352240058,0.3297716141236223,0.35927825744534225,-0.6153192693587395,-0.6119072173170595,0.17718499136452717,0.2676963755471088,-0.17263267662397538,0.13330110859455663,0.04222221785691952,-0.6377964200949832,-0.5436767465498434,-0.5468467846226945,0.3078338733518291,0.22543391608933294,-0.5516759591485608,-0.34930053162357966,-0.1943674286695355,-0.6887166493250534,-0.651032253571483,-0.5251637095792013,-0.5407576706975623,-0.3952730313072339,-0.42029561812858296,-0.37868322719398967,-0.31643650249609895,-0.3138012903618888,-0.5660427571605515,-0.7222056940713114,train,0.7061131088591043,1
3,0.4285581020238421,0.31326229397435745,0.08986687087135244,0.029474329589703308,0.36370918394537655,0.3773426323070409,-0.6682129577854937,-0.6587998618593871,0.19324758813256218,0.27758976140412706,-0.21262822513580115,0.12749082966997066,0.03894593168305316,-0.6799466053694688,-0.5953095877449838,-0.5857879990837582,0.3315492347079574,0.24367434211389388,-0.5995694083719256,-0.36156673702633213,-0.1910396593243677,-0.7509558162083342,-0.6914489645459392,-0.5829007131753268,-0.5992660252888578,-0.42831104892570826,-0.4647240171143131,-0.416009905437758,-0.3532823671379523,-0.33414953207799825,-0.6166227975160563,-0.7719302518100205,train,1.0591696632886565,1
4,0.4307083426934805,0.32199246244119556,0.08479445594020969,0.031501591910099415,0.3644843389091631,0.37226699654020257,-0.6740379355474416,-0.666707198196004,0.19241827158641436,0.2664862588859559,-0.22065262458724025,0.12787809252642765,0.0316537512630241,-0.6792231728596935,-0.6184249001507808,-0.5837044563429765,0.31841193067622464,0.23835803669592698,-0.6153285114751719,-0.35375624653086346,-0.17755445898729005,-0.7642447888673006,-0.688343359782535,-0.584091268371064,-0.6183498356807158,-0.42223094390116794,-0.47404438491499756,-0.42564203251826227,-0.3562172464524847,-0.3345933922945009,-0.6177554740749132,-0.7706494486974269,train,1.4122262177182086,1
5,0.4295326937746345,0.32406276392429095,0.08343249753238591,0.030461377662974354,0.3581877545063856,0.36575077359623054,-0.6881837111635892,-0.6752950210739219,0.1874604787291915,0.2512186347811536,-0.22434148636913442,0.13154147011471273,0.02344629856261898,-0.6822969370984675,-0.6371259165170979,-0.5869337426681424,0.309880544689336,0.2354545562595705,-0.6396083327706173,-0.36331201550803993,-0.1822628761083943,-0.7635947549745441,-0.6955365456543345,-0.5853609712669526,-0.6289829196543066,-0.4212204037257213,-0.48423881912431244,-0.44110814345095684,-0.36834664680991924,-0.3484086237805297,-0.6246059426511228,-0.7676750952063723,train,1.7652827721477609,1
6,0.42451204617145333,0.3344689678327596,0.08315567689992717,0.025383898028670464,0.3557398699604106,0.36423524907102245,-0.6974595282718343,-0.680990165227685,0.18390236306675242,0.2385823852476043,-0.23221669794285857,0.12816814273065574,0.03143133608333724,-0.6890589595741647,-0.6487582422466166,-0.5929092331061987,0.29737057654678367,0.22575287779844017,-0.6603959444376798,-0.3742208166440337,-0.1807046371663651,-0.7760111984908614,-0.7010241766763732,-0.6022755149183613,-0.6390842738671816,-0.4155296732348816,-0.49736291847700054,-0.46293841858374607,-0.374390914128707,-0.36596478766297275,-0.6426743904657215,-0.7723305692163929,train,2.118339326577313,1
7,0.4047102653181232,0.3248010612926409,0.08638317879647506,0.024753804129094344,0.3420440948491237,0.3440793207815984,-0.7064330845636388,-0.6871350192321191,0.16473263424853088,0.21922449590720425,-0.2278560501944587,0.11660310059237061,0.023699324660585514,-0.6925322841952629,-0.6556149784545735,-0.5910922985841865,0.28578259230138525,0.2107397315874685,-0.6690784142794294,-0.37970453467181153,-0.18897964638112508,-0.7731081812319301,-0.6975362973270949,-0.6032260147229319,-0.643613800115314,-0.411272732205416,-0.50852439476197,-0.47057368858517495,-0.3818007430620839,-0.3697747601685457,-0.6449155923701482,-0.7660250978084538,train,2.471395881006865,1
8,0.38380324787508974,0.29787098275825524,0.0857463938249209,0.020993247829112785,0.32024181853421085,0.3053203319885054,-0.6976255890881337,-0.6836696947786003,0.14188613858735097,0.2000601324465396,-0.2281654221980216,0.11063812322207917,0.0064606731578286045,-0.6780192801033964,-0.6456422021695397,-0.5760749105905901,0.25946509486680747,0.1909984646157052,-0.6790429340734351,-0.3781621866431508,-0.19125624423150156,-0.7348209888114532,-0.6786695259595901,-0.584893789447537,-0.6331735917363346,-0.4004213691526872,-0.5114373872781013,-0.4753400243785566,-0.382713401347055,-0.38194442292498904,-0.6279619027634116,-0.7456447331857353,train,2.824452435436417,1
9,0.36227138145691773,0.28507883099106673,0.08908878942956822,0.01827798769620305,0.3094979133966364,0.2914746997106823,-0.6961547262506518,-0.6906619979342067,0.12436830920857686,0.17991121709777383,-0.22354003663550207,0.10015178020984869,0.007865479450601585,-0.6826567898343072,-0.6451451031857829,-0.5748487229601429,0.24852912582229966,0.17566961740880827,-0.6743649343331679,-0.3757947981502458,-0.18304429731604555,-0.7356228031153499,-0.6748169196687954,-0.5827350180225493,-0.6370974232188718,-0.39847682469651297,-0.5156800063422302,-0.47782152075235484,-0.37789971098597175,-0.3834265417136464,-0.6273228295486921,-0.7362124850706726,train,3.1775089898659696,1
