,AIBL,AIBR,ALA,ASKR,AVAL,AVAR,AVBL,AVBR,AVEL,AVER,AVFR,AVHL,AVHR,RIBL,RIBR,RID,RIML,RIMR,RIS,RIVL,RIVR,RMED,RMEL,RMER,RMEV,SIADL,SMDDL,SMDDR,SMDVL,SMDVR,VB1,VB2,train_test_label,time_in_seconds,tau
0,1.0000000000000004,1.0,1.0,0.3169892971551189,1.0,1.0000000000000002,-0.631531603172003,-0.7497754590264627,0.6203964218317055,0.5673973578684612,-0.4470650596446828,0.5325238918715154,0.37469250619843253,1.0000000000000002,-0.7005184636546398,-0.37883464253371724,1.0,0.9970198630984651,-0.637519450305651,-0.7080196591809647,0.009659152112214797,-0.5466575948841407,-0.6569100096138507,-0.8561863559477851,-0.601071836417148,-0.44630705800943193,-0.7708815225245845,-0.2602967499049741,-0.5975639808505223,-0.40413543066869173,-0.5548063309364548,-0.8257720284411837,train,0.0,1
1,0.9307147159067775,0.9255986210285023,0.8905551797669939,0.2003511583501134,0.9523992982543895,0.8536680881802263,-0.6523721948553063,-0.7750199026247229,0.5117909863078551,0.533746823751374,-0.58053456151388,0.5549333144597244,0.5122699746736494,0.7742206344178062,-0.6646126912976982,-0.5734232798395636,0.8507519800585099,0.8636702952396375,-0.7229914253090963,-0.6966603668725455,0.023338653740031745,-0.5257078825958386,-0.636899864830047,-0.744251882221971,-0.5372322360462848,-0.29343962218690967,-0.7552980953409498,-0.19618022012950587,-0.711265404386235,-0.4249047005712906,-0.5390761398072099,-0.8365003448141749,train,0.35305655442955214,1
2,0.8942083837292605,0.7660187398006415,0.8599499590029374,0.18016617875920127,0.929453597974944,0.8664314636644841,-0.5355300009155268,-0.7634098406110799,0.5096844522215209,0.4814282215301593,-0.517320289097365,0.25122763927765335,0.7137984607252268,0.7399424028470301,-0.7698021373399639,-0.605005888074557,0.8832797506608889,0.7952425839702152,-0.6790819720457755,-0.6697378054879535,-0.16720283159749305,-0.5184582067117465,-0.5671022584450995,-0.9041566869880125,-0.511954078025735,-0.3304709346402285,-0.6263977735556054,-0.1911562515508547,-0.6667526506271675,-0.5846927036829924,-0.5402343324873622,-0.8282696638809881,train,0.7061131088591043,1
3,0.7632504775131104,0.7214161697682433,0.8087554331281352,0.20997144897475994,0.8096824468179394,0.6625861834344768,-0.715145827006141,-0.8023051209630543,0.4501814016529413,0.4767134415124157,-0.6203871253437663,0.11736221720984652,0.28690800494070157,0.5478304435214956,-0.7377016381142928,-0.5083246202296606,0.7552162342972522,0.6530035876361339,-0.6983370161001103,-0.6946773686883752,-0.02077134523931312,-0.5021027693276408,-0.6472275857827966,-0.8831552530911331,-0.6549454751346293,-0.3138059013772905,-0.5951332996147041,-0.30568360052952304,-0.6381578506489795,-0.45302961795363783,-0.5350473383689399,-0.7981335442199291,train,1.0591696632886565,1
4,0.6860705279647157,0.6881909250236176,0.6596849186814246,0.1111168832336511,0.675863795167078,0.7066488183419748,-0.4340923908955281,-0.727416506925455,0.4256238822346483,0.4387854501114292,-0.5693194686479803,0.4242134972986562,0.40294093651802143,0.5524626693024328,-0.6809341964775253,-0.4142727365656581,0.7347847644495433,0.5556849392100699,-0.711185188065631,-0.6881825745980137,0.3049768418389378,-0.45947631972324443,-0.5197196487063824,-0.8325575019731127,-0.5387045582187489,-0.29371164332868427,-0.45824125880688193,-0.15384058069729678,-0.565474820241392,-0.42812193487585803,-0.4939141070093779,-0.8287145642562945,train,1.4122262177182086,1
5,0.6076700961831623,0.5894518126407513,0.751425083125808,0.0382336781000725,0.6580264039343432,0.6203132698635652,-0.5623954560133126,-0.7977288653252537,0.421862750593909,0.33055090107882434,-0.4039772781887002,0.4746828757499628,0.3631836801466519,0.5277418747686802,-0.7225998210867537,-0.5071336985408961,0.6428322642922051,0.5769835138494285,-0.6589309565765069,-0.6457957803359888,0.16011093180660918,-0.4575181766379196,-0.5508998495582969,-0.7824571295679457,-0.5544999106189945,-0.3023180156523846,-0.39497109672325337,-0.053673023676021114,-0.6811878541972032,-0.6990486034281472,-0.5323075440877532,-0.8195064099376174,train,1.7652827721477609,1
6,0.5194837872513849,0.5478218191469002,0.6793441788870984,0.011036968851088513,0.5663535286704978,0.5742564674551429,-0.5873750585866049,-0.8366821466366687,0.3630915486032935,0.3262599491713021,-0.41750474349721955,0.3334203518905805,0.6794982667257736,0.3031045133631476,-0.7725416261867433,-0.561436822882547,0.5358602647230422,0.4403885576732801,-0.707848001889192,-0.7098712264897227,-0.00011905611679374761,-0.4796221566219889,-0.5586830019748212,-0.7970498905947621,-0.6343015608040545,-0.22569747358403114,-0.2489469275782945,-0.0704447964458601,-0.5397055596168719,-0.5840226124512048,-0.5436139104416902,-0.8485617359496656,train,2.118339326577313,1
7,0.4324935709161952,0.4320232579325558,0.6849784727690007,0.3614894427453921,0.46235644979572077,0.49665891917766825,-0.7615526478477752,-0.6847204130573714,0.24025312436728252,0.27105386267450293,-0.32157628432490604,0.41477406192939403,0.5755738377551416,0.26966835346263296,-0.7016265715027752,-0.41891094142076934,0.5055509841525203,0.3713697900518126,-0.7301888946453076,-0.6897059536849317,0.09499754500083357,-0.40194496783321465,-0.5294659504638362,-0.9203297434079212,-0.6087256295761786,-0.44497718199988945,-0.15495054452765666,0.0649284373245691,-0.7221972406836041,-0.5912595481664258,-0.591873484520073,-0.8053305142617566,train,2.471395881006865,1
8,0.35964787829224854,0.3671113562178403,0.6807540694483423,0.37365877994986607,0.3159388247522469,0.3675044207121314,-0.586794331277462,-0.7802828616135593,0.12093951071268672,0.20875877062028514,-0.21464892704462213,0.6151780361204093,0.1601693113989493,0.3718593606739615,-0.7230884658670078,-0.4319764428073831,0.4236123741777611,0.3589938470353383,-0.7614372432727141,-0.6576580154584446,-0.1889090623064985,-0.34566767646320407,-0.4707972247312239,-0.7964148179280998,-0.5616353348166687,-0.3659549018576659,-0.1234481716138629,0.16855453823509037,-0.651864838131726,-0.6486648008488731,-0.5211788737378271,-0.8105586554714475,train,2.824452435436417,1
9,0.34298938391373057,0.36508110904667435,0.5374093620968008,0.5534509075160359,0.35920696768677873,0.35083154994682797,-0.7274440569892419,-0.7704755265293985,0.19177869773680678,0.14446838881817814,-0.20338438258485592,0.5802905333532808,0.34585770348821865,0.19276557027587726,-0.752722655611239,-0.4083052249914372,0.35708057526214465,0.2881786712318771,-0.6712875207836859,-0.6567118948071218,0.16572346743198962,-0.28148519423279583,-0.6694860758219187,-0.7594360829949083,-0.6054538679170253,-0.2327424703991824,-0.11626248459703836,0.06748032421409178,-0.6617383860586534,-0.6010430004372334,-0.5765253245846198,-0.8430575437539851,train,3.1775089898659696,1
