,AFDL,AFDR,AIBL,AIBR,ALA,AQR,ASKR,AUAL,AUAR,AVAL,AVAR,AVEL,AVER,AVFL,AVFR,AWCL,AWCR,BAGL,OLQDR,RID,RIML,RIMR,RIS,RIVR,RMED,RMER,RMEV,SIBVL,SIBVR,SMDDL,URXL,URYDL,URYDR,URYVL,URYVR,VA1,VB1,VB2,train_test_label,time_in_seconds,tau
0,0.8350845689584698,0.9045635769844562,-0.6897827656804706,0.24409516623466265,0.8873123810763905,-0.8094222779806501,-0.27720059592440105,-0.10904358661167379,0.06546332660093168,-0.7520642889602955,-0.8220655652129185,-0.7068776203388827,-0.7484663707480725,-0.17906171526496395,0.4896171008764244,-0.8776698958700218,0.7119183882998119,0.3226994218720802,-0.42089677229074396,0.6390712905574685,-0.8297895076909874,-0.8838922533815342,-0.7630207817012031,-0.7344286005526075,0.6923124170866524,0.9115600917082314,0.9455287083414469,0.9308386828069961,0.7865448535404469,-0.13093400553256296,-0.7958967306132576,-0.6394774063255425,-0.5873377661975323,-0.4746790268885843,-0.4248081277177215,-0.8153358997848099,0.9576439400598196,0.9345604804267306,train,0.0,1
1,0.7035064915474771,0.8152352545469383,-0.6881540062650241,0.14660916182247563,0.8063317654006847,-0.7856652653117828,-0.1973732583400658,0.3418351125431316,0.17319277928119803,-0.8301859074951264,-0.8111088659206975,-0.6825076077515602,-0.7394208684026982,-0.15699033888232738,0.26207632340650744,-0.8668580700416622,0.6013659619254035,-0.07679343980842213,-0.41760412583047724,0.4701809559484933,-0.831630713733725,-0.8584609558411789,-0.7389409792314281,-0.7442469182021133,0.6550875365398361,0.8333759854085743,0.8419443294825305,0.7743361255119932,0.7002629271901473,-0.19707455769656312,-0.8269696054967841,-0.6598071504385311,-0.6499599823272623,-0.40499062223903526,-0.4281029232071124,-0.7879563240340984,0.8944956183377635,0.7519846351873983,train,0.2849604221635884,1
2,0.6835942931603076,0.626165431515082,-0.6920930899960919,0.1403497906358273,0.5999751401245632,-0.8030502804665928,-0.22130020789355132,-0.16053166475878233,0.018830864713095252,-0.7748998655221038,-0.829775794187978,-0.7096267764091023,-0.7596927352469709,-0.3142913929700346,0.10772970896779677,-0.9029573420088934,0.4944633573383177,0.0010347911191930237,-0.435244855457944,0.9538813169754683,-0.8611058542639963,-0.8598608625095091,-0.7632271228683358,-0.7016441435161552,0.6833490564531493,0.7399942406566158,0.6297964721038026,1.0,0.5449688583889971,-0.30593172732944585,-0.7940523802807986,-0.7211836383417518,-0.5659047833096214,-0.5856111902186267,-0.5314663288498824,-0.8030327244500102,0.9610230149081118,0.7348429217128077,train,0.5699208443271768,1
3,0.5542952660800529,0.5078884590445725,-0.7092859944240738,-0.04996663124326339,0.40943738521207185,-0.7721096520277659,-0.22179278233980537,0.14508827436977612,0.23772492858754402,-0.7765242846339202,-0.8088091795722456,-0.7756292181907999,-0.7273575093023071,-0.39796572178712064,0.021721851268128645,-0.9311258380194125,0.3867881108491731,0.048944201921460984,-0.44205805696212686,0.37223939962022623,-0.8539548549275444,-0.8700658616188219,-0.716365094491874,-0.7338745671504361,0.38950625774802083,0.6453496074494136,0.5737379662950549,0.7438306834113677,0.6767381936586843,-0.28458543640191336,-0.8127050286004727,-0.6570158476822493,-0.560082812038321,-0.4320116927742145,-0.44653267654839346,-0.7746720865475822,0.9079071219545882,0.6864115151187392,train,0.8548812664907652,1
4,0.5528439952479451,0.5047567357313918,-0.7376704955318797,-0.05878391053330778,0.44325134418302103,-0.7879396778774409,-0.2225620444186791,0.2688597471697136,0.13485949965508714,-0.7553477948097995,-0.8459239195375794,-0.7027359773517078,-0.7736564514843919,-0.5158256562583419,-0.0851893119399556,-0.8714112095667694,0.3177983433243523,0.2084875664177981,-0.531689170520216,0.6311093869708571,-0.8761984872158225,-0.8725259908147663,-0.7409727571319414,-0.7618721014368144,0.4321315934533332,0.6616367250029092,0.48924127789266014,0.6445334457209599,0.45408171716590884,-0.37415935746227,-0.8406469427152108,-0.6466235880391065,-0.6032045439000684,-0.47548431039519634,-0.45117045284459434,-0.8618519547434513,0.9911245062369924,0.61831434758831,train,1.1398416886543536,1
5,0.46674518867580006,0.5158958951662336,-0.7462327697123865,-0.08739467482557306,0.3197008184898227,-0.7929464726639385,-0.27447995665551694,0.3111761532710102,0.10029378888952856,-0.7147138933280097,-0.848926006223187,-0.6952823020861771,-0.7453652610773391,-0.5912738541679263,-0.13329910755681773,-0.9340334016887268,0.24857763126375287,0.19990229059363074,-0.5331669335874503,0.7117524476972086,-0.8572365290217595,-0.8622289006286544,-0.7796146387336342,-0.7078924758059979,0.37181668749068186,0.5618455361072703,0.5183894618586838,0.43556175484939086,0.4974975600920988,-0.42958175533586096,-0.8339975144726879,-0.7022774495207129,-0.6120532783434995,-0.5399525681379732,-0.5269432855733063,-0.8449563263053437,0.9072047858913006,0.568911397636736,train,1.424802110817942,1
6,0.388224321016023,0.4718373076661486,-0.7354586830143902,-0.18318861444362555,0.30133348998843235,-0.8221678326908218,-0.2667384536198052,-0.13170050895017005,0.15670280528442082,-0.8245814045686003,-0.8262400732479682,-0.7059144442827734,-0.7702731171525492,-0.6447509986483212,-0.25932958683544094,-0.9142333805624347,0.34967077429180926,-0.17208274512800792,-0.5221730449476443,0.7771962846769118,-0.8537659240161825,-0.8506930988134499,-0.8245672518335715,-0.7686996194946445,0.35481886664321727,0.5224504987107697,0.5050059816129983,0.43208661954249106,0.5551563665801633,-0.5023119330304211,-0.8459739116049277,-0.6759115951334826,-0.6047114489437044,-0.4503211238334399,-0.44013363982075626,-0.8496571323892395,0.830315840918421,0.5244009755460909,train,1.7097625329815305,1
7,0.4229734963576517,0.4067436195903922,-0.7226626933805478,-0.15884514678141015,0.16691549125052085,-0.7643313421281099,-0.37813365833528867,0.19278076224793628,0.051919894371843966,-0.7923231454437634,-0.8616510297666793,-0.7150847198263792,-0.7475555104727707,-0.630665980143531,-0.2704180486953577,-0.7994455418447065,0.5294651663737515,-0.0699081493197895,-0.56008196779076,-0.10132691873875932,-0.8423830944170246,-0.843071856437871,-0.7046547518985351,-0.6810677485349859,0.06030111323657916,0.5242406895070311,0.30635499667863064,0.7533966131990217,0.5304753485687272,-0.4828082393321166,-0.8542841860444266,-0.6347202298793786,-0.6269956958961297,-0.4922336329035414,-0.6278037551350306,-0.8803836159485838,0.8184895810197541,0.4815303946725432,train,1.9947229551451189,1
8,0.34383183895295377,0.5608685129387996,-0.7244779265008466,-0.23838496652019237,0.20038396344648168,-0.8194707445319911,-0.24041560482566182,0.12381490502917081,0.06240743035020824,-0.7899452066249881,-0.8256352830313809,-0.7351141476333398,-0.7495729748895578,-0.6811978426294245,-0.27679629335118905,-0.8253469971692885,0.6458383642907266,-0.04348805259098343,-0.5876339257149155,0.44633495700172965,-0.8456661625510561,-0.8652169148588621,-0.7502999121346141,-0.6977725719394536,0.1397089809188714,0.4417356488050368,0.32033132626247174,0.47497292154592485,0.4441861982127999,-0.59470102217724,-0.8261734150772698,-0.6803623854097787,-0.6421695547412558,-0.46460794046763476,-0.46957841787495047,-0.8817962795091729,0.7835048738914248,0.45144076215027906,train,2.2796833773087073,1
9,0.2513404951366345,0.4295586751603584,-0.7448314165037524,-0.2479271580525234,0.22090713000520568,-0.8296490147759732,-0.26660508846213593,-0.23906221375939662,-0.009702416259826596,-0.7916771153282278,-0.8242119696798689,-0.700068748497783,-0.7604771348923376,-0.5837128412083161,-0.408925906340714,-0.7328419389003179,0.5520753435009791,-0.18370674873759008,-0.5558420863497386,0.6646892777894986,-0.8611127176115412,-0.8368728553125847,-0.7802635148912197,-0.7049805869680047,0.19343909210818033,0.349251022444812,0.12321995510374173,0.5901684397299187,0.39906214410286744,-0.6608571323785357,-0.8387789875475462,-0.6609529928333155,-0.6300585376259928,-0.38458112954957746,-0.4628994483701142,-0.8684656586121207,0.5826932655277055,0.3242437930331573,train,2.5646437994722957,1
10,0.15966149964636522,0.36245533118563156,-0.739635097964019,-0.2749436204243507,0.10575077482338724,-0.8065986307367696,-0.3319510983537124,0.07859498371527174,0.06345358672223567,-0.811202422899376,-0.822118628044995,-0.6890726163234097,-0.7402665115664976,-0.4873109936648973,-0.31601207826030775,-0.6582767804932755,0.40166976672130783,0.04462362383395324,-0.5015034232732309,0.4726169879473814,-0.857631109382601,-0.8429076742069065,-0.6855114488940468,-0.7154588228432299,0.020593946807953234,0.3778234861834482,0.13877941799908255,0.45758409095956676,0.5212681632888383,-0.6817275504996083,-0.825215017806287,-0.5967947744053845,-0.6452315829749062,-0.47547991339001006,-0.46826905089128557,-0.8778318430596352,0.5851978250995293,0.34494510429470726,train,2.849604221635884,1
11,0.15672415099142878,0.2683041696840187,-0.7485196216251739,-0.2888071278633114,0.1622754545228171,-0.8331212198610503,-0.23046158796474214,-0.047662067310648704,-0.1453229185366538,-0.7893643125036893,-0.8352404493827994,-0.7397176204481554,-0.756142278482917,-0.44732698136839355,-0.040156991123778796,-0.6066235690240659,0.24150195765299975,0.04072923242736404,-0.6158322574330499,0.5029790525892652,-0.8622123665346653,-0.827762582846705,-0.7780585971058492,-0.7250300066130702,0.032798751107682156,0.34795111575651805,0.28137423647198523,0.5277410601590076,0.311847585952137,-0.7464977732094855,-0.859719985521655,-0.6564310400666044,-0.6175061922727653,-0.3896364787469714,-0.46983316446173506,-0.8486202777134588,0.6044886432701153,0.3056199949487258,train,3.1345646437994725,1
