,AIBL,AIBR,ALA,AQR,ASKL,ASKR,AUAR,AVAL,AVAR,AVBL,AVBR,AVER,AVFL,BAGL,BAGR,IL2DL,OLQDL,RIBL,RID,RIML,RIS,RIVL,RIVR,RMED,RMEL,RMER,RMEV,RMGL,RMGR,SIBDL,SIBDR,SIBVL,SMBVL,SMDDL,SMDDR,SMDVR,URXL,URYDL,URYDR,URYVL,VA1,VB2,train_test_label,time_in_seconds,tau
0,-0.2743122647423375,-0.3961474810327269,-0.5407816720101417,-0.6579895418514474,0.7138365383787169,0.526118066940621,-0.6920950400580019,-0.8178639383681325,-0.8344192158477597,-0.5137734344609188,-0.5323273589981026,-0.5976963819791059,0.8702170529424909,-0.6552983585748584,-0.07254105806741284,-0.708666488621756,0.3288242937203616,-0.5620516095519047,0.8485698546265075,-0.511159383729735,-0.5531483506439421,-0.5066190300176189,-0.6534874181161716,0.006577433584214476,-0.08538211078016056,-0.1476070116983973,0.9183679803290248,0.4495193150172587,0.6116030881767098,0.3062406778783875,0.14821012389794963,0.23211170973629836,0.9359074925456834,-0.42361084019060224,-0.0460441745060044,-0.3792430758221508,-0.7359404013239293,-0.583476907404585,-0.29564079541389054,-0.5171516633414481,-0.4629715424446408,-0.4320264538400984,train,0.0,1
1,-0.32699060591827533,-0.42375787466076953,-0.5330625108801545,-0.6769605970072416,0.5694930679010914,0.5069560360309427,-0.726939072680256,-0.8320602643672036,-0.8208294161141025,-0.5931690525693412,-0.5052080631317537,-0.5225373704534163,0.8406981618373672,-0.672871510344369,-0.06111084736534611,-0.7047335113256639,0.5029007730759614,-0.5780540808835173,0.7074597085868257,-0.5731209001189048,-0.5507567350203313,-0.47862026139446345,-0.643135508148893,-0.08712863545524718,0.18832467261946828,-0.5193060146426904,0.5483285584606725,0.5620090921990917,0.7055923800665718,0.3013578742894305,0.10292892767629791,0.08946606831086634,0.835174969873151,-0.30410325451111986,-0.13523438299135082,-0.5494476440333329,-0.7511486068499311,-0.6009638898787244,-0.28317874588913594,-0.6074223854445313,-0.48169451704259403,-0.4204764859483491,train,0.25634939473059576,1
2,-0.37119202997483813,-0.4670418991863272,-0.5233308695289434,-0.7204828965713547,0.4763179145371699,0.5024798789024215,-0.7511194538942849,-0.8312917948145286,-0.7976237377452656,-0.4488727337229157,-0.36361145495674563,-0.6078797065742166,0.7195704318739022,-0.712775204533749,-0.08935821231336472,-0.7191094631812739,0.3191547973032012,-0.5560179632935136,0.8284374990880765,-0.6218904938186482,-0.5483685291656675,-0.4616447633664932,-0.6045739575743585,-0.0997992188943918,0.06818937648415413,-0.3828042577806354,0.46406702058942706,0.42976340841368477,0.588640648290502,0.09010308222132157,0.2320711845782355,0.14493758401364887,0.8943796905925521,-0.3843255631564406,-0.21832194225988522,-0.5309138858939366,-0.7630877348205711,-0.6243858792231586,-0.2201986845697288,-0.5804350293378694,-0.5209612024240344,-0.5092942123368904,train,0.5126987894611915,1
3,-0.33768708618550336,-0.406299358543007,-0.5200562838479375,-0.6835453723209299,0.32947813373755896,0.5356822115496401,-0.7216115271129968,-0.8180678673395035,-0.8469453283663313,-0.5888127344934375,-0.42253615360144225,-0.5751186808461666,0.9293269079657942,-0.7268031196604294,-0.034556646943733615,-0.6836719911488276,0.26983953298711727,-0.6267700224152535,0.7394530576346257,-0.5934007029828705,-0.5459837282185827,-0.4433926254418834,-0.6555219553333999,0.007748885399489702,-0.07708866514639967,-0.3208148232247441,0.31846404353848135,0.4236135389236273,0.34410694263087915,0.06889853478725083,0.18635587171806667,0.17131693929030867,0.6964290517622178,-0.35692848636996066,-0.21865120124676574,-0.533334461675693,-0.7659557374079088,-0.6250134164795922,-0.27295057638097586,-0.5706167666763327,-0.47456364732203127,-0.47290692788573907,train,0.7690481841917873,1
4,-0.3817612976968745,-0.3959061433580925,-0.5084083075725183,-0.7542066727787162,0.4656684719584192,0.6920379434769491,-0.7506528556735647,-0.8482150139407514,-0.8266418033725487,-0.5005750262362941,-0.35508409862152013,-0.604903930785549,0.8126162705431343,-0.7139373713555571,-0.18777642756702917,-0.6647340675933373,0.32515905300064807,-0.6034786265026642,0.7108472897439317,-0.6740429201359259,-0.5436023273246398,-0.47214804554116185,-0.6483546045970995,-0.1123953175325374,-0.05317954738467001,-0.1861491486915311,0.6101877406464187,0.5300634087242222,0.4187763266536564,0.023570515090972632,-0.016438731656450045,0.1628532357697039,0.6904116503780089,-0.4134333322012901,-0.4766582741353511,-0.4663015229594103,-0.7574824415890775,-0.5714981263039475,-0.37447357059384123,-0.584773684351569,-0.5089262442681945,-0.5210424770060188,train,1.025397578922383,1
5,-0.37221068768255616,-0.4335552020584291,-0.5044228415263385,-0.7100855398245134,0.30230239262991665,0.427294286431123,-0.769155534368908,-0.8453281358392041,-0.8148162980312361,-0.4552098098131644,-0.3465270873468671,-0.5831537179179879,0.8839598812934526,-0.7790444639006695,-0.16558458306448898,-0.7119817398306936,0.19303293762896145,-0.55581473637991,0.8158189283142343,-0.6406602412785778,-0.541224321636322,-0.4731037115331834,-0.6391324096136077,-0.18110061454539872,-0.16639881992959005,-0.2638048689663317,0.1916024601700932,0.36152248669069853,0.5974793124942765,-0.04219933728859182,0.18551430269113456,0.15717930786954937,0.6895551419992161,-0.43709225482328673,-0.24018424375905567,-0.5306548514796463,-0.8019867706256236,-0.6100431282796357,-0.2767433153891877,-0.6184488905446732,-0.5000039441595363,-0.5235700641066947,train,1.2817469736529787,1
6,-0.36558140830188535,-0.4142412840056243,-0.48654246610357155,-0.6991138521996683,0.29660011116705554,0.32812410071769327,-0.7319651478829106,-0.8796138176909177,-0.823744537478655,-0.4988332087290641,-0.4094673589918748,-0.5564021403341415,0.7891408163595142,-0.73630113727336,-0.04325120450215614,-0.720606873953642,0.35527345550196276,-0.5895783653600146,0.6368302521777958,-0.6451987574437884,-0.5388497063130246,-0.5119964143260773,-0.6344233671302636,-0.16892702211776023,0.054640812470363676,-0.2571326017276363,0.09140104033238039,0.31450847867279985,0.9123736251060668,0.11872381622582306,0.08771494403564617,-0.09574251740082307,0.588531720244555,-0.4123084076205834,-0.20486051022804042,-0.4994250100502067,-0.763572614593381,-0.6277724109228099,-0.26538242459877126,-0.6413572973819739,-0.5086467458574253,-0.5203335782317304,train,1.5380963683835747,1
7,-0.3982506360525274,-0.46609895180930694,-0.4842357355709535,-0.7486820475699639,0.16668465617241757,0.09290294505330376,-0.7338608201091488,-0.8641619144446285,-0.8422072157835825,-0.534081730046885,-0.4887866792870645,-0.6674837098547974,0.7787874158902113,-0.7268758012647835,-0.09338491828761641,-0.7489884314813402,0.1714813398014794,-0.5174973579370667,0.7436041133768692,-0.6662284162339673,-0.5364784765210436,-0.46724600814985584,-0.6306863291586369,-0.18334311528866576,-0.18424103023240923,-0.5374287912915485,0.2937908543911021,0.48798305706552925,0.5418850240097834,-0.11438269040893734,0.19759573623018545,-0.0691794533086898,0.6434075873267533,-0.3823744651245655,-0.26289143412309024,-0.5326436949569346,-0.7865911504704115,-0.6329610409154551,-0.29999664423545447,-0.6239531542967449,-0.5403741454442865,-0.4948869469784677,train,1.7944457631141704,1
8,-0.4072100636264524,-0.4636067249711274,-0.4789669803415434,-0.7118297938490913,0.11241693433282363,0.04529792241540431,-0.8040789350938975,-0.8728607033367253,-0.8486369446004512,-0.5168027925676583,-0.42293983894012965,-0.5766855999641132,0.6722904557524787,-0.8564491593360471,-0.10666828242540827,-0.6875957630165392,0.09797648278603521,-0.6348684920281853,0.6297146486749232,-0.6693914707316326,-0.5341106274335675,-0.4764331879825028,-0.6250420876783666,-0.16649698570672666,-0.025570855872905418,-0.3350811147219819,0.3063587797938956,0.494762364054135,0.4981855247983906,-0.1620564523652972,0.1264368174031547,-0.012040307506388848,0.5365507885588969,-0.292812786537213,-0.28309351355226464,-0.6418433167914895,-0.7869450525860322,-0.6294158238233896,-0.28930660143575193,-0.637479839005214,-0.6001696588577997,-0.4925531134454513,train,2.050795157844766,1
9,-0.41034983633775424,-0.4719248547408996,-0.4650380679727919,-0.71418794108892,0.03726895949772002,0.04675630662228769,-0.7860007104979156,-0.8733694082620687,-0.8565425713044996,-0.7059398942988806,-0.4728409763968362,-0.6514131441644283,0.6075966123052277,-0.7669936547979685,-0.15279329035158706,-0.7044076654428535,0.21958792747476408,-0.5942026076549465,0.5113603734877203,-0.6464520349741161,-0.531746154230665,-0.4500473547267887,-0.654487530214098,-0.12038988124283057,-0.21639910162248888,-0.24726035003995905,0.29001159544612265,0.5627160215547349,0.5688135158198311,0.04902042537179341,0.1345409776616937,-0.012868251794751928,0.6409311694929389,-0.5492820014554003,-0.42066266454039813,-0.537880713491319,-0.8057373156259772,-0.5689701133841081,-0.3741370751137474,-0.5609028133626799,-0.5074213982700672,-0.46920044647043924,train,2.307144552575362,1
