,AIBL,AIBR,ALA,AVAL,AVAR,AVBL,AVBR,AVEL,AVER,AVFL,AVFR,BAGL,BAGR,DB2,OLQDL,OLQDR,OLQVL,OLQVR,RIBL,RIBR,RID,RIGR,RIML,RIMR,RIS,RIVR,RMDVL,RMED,RMEL,RMER,RMEV,SABVR,SIADR,SMBDL,SMBDR,SMDVR,URADL,URADR,URXL,URYDL,URYDR,URYVL,URYVR,VB1,VB2,train_test_label,time_in_seconds,tau
0,0.06531092794317979,-0.049666169353683925,-0.0062419651526891655,-0.02974509744294407,-0.06228837605448987,-0.4068001774127144,-0.4430858151506707,-0.10054104706564206,-0.0644871287908067,-0.11890630935046134,-0.1617640531956137,-0.5414593690286942,-0.592746638962707,-0.1845498777044483,-0.25265178306368175,-0.1976314809391766,-0.18133891066404936,-0.1856241212487818,-0.3712304481382862,-0.3705420317616117,-0.3727049956679197,-0.11802409293517985,-0.06655219173516387,-0.11641917957783272,-0.5223403824993934,-0.22443228136019583,-0.20599364263424647,-0.3427612911674689,-0.3522545890909462,-0.3798756634211738,-0.3590127568588134,-0.21832355840757944,-0.07048376910362361,-0.3457284463453012,-0.49959066711097977,-0.3370631156885074,-0.12340594134094823,0.04889663446732144,-0.46722315487161536,-0.14106714993054648,-0.07038011288005966,-0.1420146720032019,0.0336259311626731,-0.40233005671696753,-0.42513864208743946,train,0.0,1
1,0.12823439160537284,0.036157614793667026,0.025931752462315976,0.0710379107014836,-0.012935766620755615,-0.5375002651395764,-0.5944567267477521,-0.058776963795749454,-0.04357014993410327,-0.0945837732636168,-0.2590213014606032,-0.6991387775709805,-0.7251688977604834,-0.301431097574923,-0.2551401173423519,-0.21627063519913428,-0.1873189472818117,-0.21365985751240807,-0.5490675811568977,-0.4863107660886353,-0.5338175921210228,-0.18193831175817102,-0.007023477288455454,-0.06752093857412034,-0.6923291337726895,-0.23054442256581387,-0.25581042255311054,-0.516767024379767,-0.49337973684985803,-0.5559242527112949,-0.5231427099725086,-0.278167361575539,-0.0845638875432076,-0.5084680433416509,-0.6492271478620149,-0.4097036559210527,-0.14036443060749554,0.06536269766536656,-0.5523264357040292,-0.15544782078099953,-0.1129984059247412,-0.2256770698419952,0.008760651860508388,-0.5961389200833735,-0.5981009558210603,train,0.3271240345297592,1
2,0.1855855991733057,0.12339015273822862,0.04390163679170457,0.15158988622265068,0.04594947623869927,-0.615610965262351,-0.6698267148104707,-0.01812274516570267,-0.013579252084528037,-0.08538296188815803,-0.30828824819237727,-0.7671134015988188,-0.7792944050644764,-0.3818395728786165,-0.24328356724145245,-0.22082356200573267,-0.1757033323810011,-0.20840068522158922,-0.6454089730668834,-0.5589378076675243,-0.6171957838381775,-0.20223287092439166,0.04273210189738291,-0.030211731803201997,-0.7745316666268466,-0.2203228108650238,-0.27640715555232825,-0.621980520538342,-0.5711679434427274,-0.6433219919161436,-0.605312722052237,-0.293767720080459,-0.08941969216813413,-0.5870050499028516,-0.7163626250008182,-0.44628634945456,-0.15136412141860028,0.08383418364890564,-0.6007319493550878,-0.1680839979272659,-0.13396722171843528,-0.26178989115134665,-0.0018726521956925549,-0.6902060091511533,-0.6994187428266252,train,0.6542480690595184,1
3,0.23210866131840638,0.19030897113350187,0.06311640035879285,0.21807843334029975,0.08466522266072249,-0.6675765984524838,-0.7209979844544266,0.020319312489733787,0.010945046372062367,-0.08376466562996532,-0.3404771268252136,-0.799071240199069,-0.7977225715902362,-0.4260991142471025,-0.23434009744656073,-0.21081343976812017,-0.16695711497494772,-0.19673721826096727,-0.7061497995208282,-0.6026597638405071,-0.6504317414075881,-0.2184409771190161,0.08707842496497056,0.00155165533403398,-0.8124165381427869,-0.20165009448187532,-0.2992966743702815,-0.7050985959947117,-0.6265242898890175,-0.6994186906387324,-0.6712291749494501,-0.289159777098881,-0.09877616061970929,-0.6397957771746744,-0.7476607448099801,-0.4596237259325056,-0.16400802491057792,0.08708495299316348,-0.6023770670637432,-0.1731463613304902,-0.16695451073704917,-0.2820554228548842,-0.019999932331040013,-0.7466781456486642,-0.7476800284525094,train,0.9813721035892776,1
4,0.27131152655803237,0.2432471840760677,0.07096309010407371,0.2694738062829491,0.12608608961278284,-0.6959142874553526,-0.7504989336313157,0.05689532367934125,0.05141449605967163,-0.08423694929075484,-0.3652923081069477,-0.8137715148597009,-0.8023203706874878,-0.4538467502253383,-0.21094481873834192,-0.20339834853911082,-0.1476973216614061,-0.17956999384830835,-0.7490470932085831,-0.6373422432944635,-0.6883903094273655,-0.20862100359047336,0.1217296367910182,0.02179597128026295,-0.8313676821032516,-0.19158758499663625,-0.30385244927471294,-0.7559106281318275,-0.654380500535543,-0.7280216123080755,-0.7060716529894098,-0.28029106202371545,-0.10681703719656846,-0.673468880922962,-0.7570855061582424,-0.46938470243484437,-0.171761985984248,0.09266837433588314,-0.6238693940086278,-0.17857411289478337,-0.18393545484858514,-0.29053053526824835,-0.015742180266421005,-0.774210003761771,-0.7955977816310096,train,1.3084961381190368,1
5,0.2781062722154432,0.2610283074754347,0.07188157273913034,0.2723051297911369,0.1504641293191292,-0.7032568512578337,-0.7533281188708295,0.06638402861815629,0.04252122515069029,-0.09192786492399685,-0.36889039577863086,-0.8258269319227155,-0.8065500851042189,-0.477445369049031,-0.2216925109353058,-0.2184333102606133,-0.14154318987660514,-0.18104339108872786,-0.7660434229767208,-0.6648119897592294,-0.6911124096107764,-0.21739014921686567,0.13049995610480838,0.03511448133590342,-0.8422867715173338,-0.19393114102509046,-0.32228029001252956,-0.7848760760207661,-0.6694919929914946,-0.7387306942440468,-0.7114822213641594,-0.27861913970870916,-0.09609558851392772,-0.6849019854263639,-0.7747794004501654,-0.4692152853535891,-0.1654217554306296,0.10521527192433253,-0.6250443550370731,-0.18076861732868987,-0.1858359800607221,-0.2900722893681399,-0.017417448787765133,-0.7806932106013305,-0.8041330094271475,train,1.635620172648796,1
6,0.2899005240800452,0.2818534975666422,0.0728323089466135,0.2889258261196678,0.16085364440989106,-0.7072961990113866,-0.7617939515069932,0.08033508221192256,0.05201914042110714,-0.0861537433803797,-0.38089983733247607,-0.8259364832339077,-0.8045391064170628,-0.49018175419253535,-0.20515747033688966,-0.21291556474470957,-0.1329667507689376,-0.17496873581096034,-0.7753628424015162,-0.690292821201397,-0.6909723240850224,-0.21450888944346286,0.14559458252835497,0.04630493806128455,-0.8464884594776929,-0.17897326200227487,-0.3264117183496402,-0.8074574408926902,-0.6791999171435021,-0.7523304514947933,-0.7399712960511837,-0.27016248643746416,-0.11420230135630687,-0.6910553143438358,-0.7838488681750053,-0.46903817851184093,-0.16928830859017402,0.10322137435503959,-0.6164607123420767,-0.17561730930375563,-0.19998315373265355,-0.29229505447469134,-0.0204872066524886,-0.7919243675255174,-0.8111811572790752,train,1.9627442071785552,1
7,0.30456982488678036,0.3032260525220125,0.07056609146753465,0.3071376234677362,0.17654781885421442,-0.7176235144012404,-0.7710268257212713,0.08618573289768558,0.059202148175599684,-0.08272291916176387,-0.3861529481810377,-0.8292233199336652,-0.7959969391379698,-0.5036395079413568,-0.19681875064029639,-0.2165158278787233,-0.12509542951653888,-0.16503667497607064,-0.7874837991552386,-0.6983966729062627,-0.6990942011933629,-0.21253152007847054,0.16842831101462893,0.05773996348281357,-0.8480643430760995,-0.1808808011613603,-0.3309755629818031,-0.8222937269613616,-0.6892989213299112,-0.7633517655015654,-0.7453644713285545,-0.26692558965140706,-0.10813267614978544,-0.6925515740631699,-0.791665203162706,-0.46965106783316635,-0.16397879880184835,0.1046649373882173,-0.616766503808704,-0.1706660810392333,-0.20429374222339014,-0.29334200899719903,-0.016475599988265033,-0.7973851477434932,-0.8246193893747489,train,2.2898682417083145,1
8,0.29993481822629803,0.30606360143809924,0.0703496627241403,0.3114478662093073,0.18846763564078048,-0.7286873485206834,-0.7831084766748732,0.09421078691260845,0.07228645085544275,-0.10461266260898043,-0.40200536056165187,-0.8409617388938722,-0.7906237574484831,-0.5065419794542385,-0.2034192584087217,-0.2151605181225039,-0.11084139870343233,-0.17781557513727103,-0.8069686296476947,-0.7084077367680724,-0.700975556012573,-0.20957660591052263,0.1754384683130141,0.0772507110775183,-0.8523127706729552,-0.17936567656012392,-0.3403938571600009,-0.8380176622577301,-0.6966426008327395,-0.7774797076986301,-0.7558178098490498,-0.2629872406898221,-0.111578920199331,-0.7008503685843172,-0.8022789372285293,-0.4762409157990477,-0.16607993429271709,0.11583049976079249,-0.6176978247971532,-0.16838592250894643,-0.20079606335306285,-0.2941178804518546,-0.022283958722376623,-0.8058972153313049,-0.8358889837141836,train,2.6169922762380735,1
9,0.3053220430749876,0.3044192281782654,0.07182985083537302,0.30048911160969677,0.19806642855760384,-0.7108164485713074,-0.7748094093723311,0.10105297515687997,0.06418142705650609,-0.11295374398282852,-0.39470664355824964,-0.8411937422257427,-0.7831793970934647,-0.4918123333621248,-0.19098801053909437,-0.21138222611690383,-0.10847703752050691,-0.1711931951144846,-0.8005833687646814,-0.7107399000298965,-0.6922314162335766,-0.20898718183947512,0.16708416946984292,0.08047461995523486,-0.8459678443378136,-0.18117729229910795,-0.34247367554124614,-0.8353157806691073,-0.6932186432636487,-0.7705287948721693,-0.7578081645329164,-0.25758723195203564,-0.11337347257479542,-0.6946273155238554,-0.7964808847163765,-0.473576733122224,-0.1589898582127063,0.1081195587067749,-0.6109884315455494,-0.16067675820817837,-0.20229663876319884,-0.2902823292348481,-0.02477511770098008,-0.7909511254663535,-0.8210183000512502,train,2.944116310767833,1
