,AIBL,AIBR,ALA,AVAL,AVAR,AVEL,AVER,BAGL,BAGR,DB1,DB2,OLQVL,OLQVR,RIBL,RID,RIML,RIVL,RMEL,RMER,RMEV,SMDDL,SMDVR,URYDL,URYDR,URYVL,URYVR,VB2,VB3,train_test_label,time_in_seconds,tau
0,0.2352474663342148,0.19727803547428208,-0.1350384519488228,0.10361334685677064,0.07001969672103076,-0.02741630345659568,0.16944451677822495,0.02567810386736974,0.05336669767710513,-0.13045042008807464,-0.17732361625983625,0.09544750941844957,-0.11108919541729018,-0.3332744810190804,-0.13343678610219173,0.029659271103003676,-0.06056413150173523,-0.2864409246678062,-0.3783058545626049,-0.3975925565577625,-0.24877582096122375,-0.19810943142290438,0.027942514378064096,0.10832043241371316,-0.044343401191412515,0.013305195367985162,-0.23051786003253952,-0.14447210474475086,train,0.0,1
1,0.37785101172692215,0.3246726258049977,-0.13534498173574902,0.20294439074674142,0.20495917301648828,0.08269518246350849,0.2659289833246578,0.058309166059978934,0.06302638864516175,-0.12280628044617228,-0.2474887865046262,0.16126196630545547,-0.04714951899430392,-0.4400943574319307,-0.1737647719021697,0.12923161052771268,0.013766103099296045,-0.3453653819552115,-0.4499359903563448,-0.5017861446204798,-0.2746248691088823,-0.19364373752810823,0.08842987264411185,0.1660423856783465,0.016562641350760188,0.08386957082706704,-0.3087106246561149,-0.15857357977633904,train,0.6411917098445595,1
2,0.4513259866516601,0.391132840008486,-0.1305017573108208,0.2565331873452506,0.27405189480486636,0.1390811629406249,0.32068520225859215,0.07192097975965096,0.06541234542967178,-0.11460137668447687,-0.29644242088424294,0.19639723101681786,-0.012621872904576559,-0.5024399651807663,-0.2013075232414765,0.1804981004225922,0.04242618439537668,-0.3875368848972966,-0.49385966304166923,-0.5664622729306334,-0.289633146223537,-0.19890254225932336,0.11773224951680845,0.19076996545120342,0.04787884078355939,0.1276668283771678,-0.35443919822090564,-0.172954769991576,train,1.282383419689119,1
3,0.4781039795069967,0.4179815493746722,-0.1292231417471836,0.2837663600192737,0.306942983514396,0.16151287967550526,0.344857810620485,0.07062837826868408,0.05990554697366208,-0.10853833739683244,-0.3224055263162066,0.20665970363115424,0.009523517118466662,-0.5432399269263446,-0.21970254522249877,0.20318563993565822,0.03557881333143284,-0.41207305653806975,-0.5186872590114147,-0.6087490456598604,-0.3114107978317061,-0.21601716096785406,0.12832286368687706,0.20444702636523343,0.050833401339998696,0.1397286722030957,-0.38997691945771407,-0.1908661509662518,train,1.9235751295336787,1
4,0.5141335303636436,0.44516719808564037,-0.11689196835523208,0.2824438887092711,0.33132515532974816,0.18830824352347725,0.35771122340148187,0.08582865474231627,0.05685120157836616,-0.10395813784978976,-0.3431924884527692,0.22566209169272103,0.02080552198002167,-0.5696919163822157,-0.2213148056316102,0.2199505232265078,0.04924374047090638,-0.4184822409907839,-0.538249309529101,-0.6328816923408266,-0.3114239729814083,-0.21513272509681547,0.13810888313653585,0.20832773506884053,0.06545404775703345,0.1585950683241134,-0.41231416181296643,-0.1903613864095105,train,2.564766839378238,1
5,0.5142104172195275,0.4458673776274618,-0.10993231935256043,0.28953906457141715,0.3376774537803514,0.18430218623160188,0.3595536861361159,0.07386057170564349,0.05525684875176174,-0.101549928192536,-0.34923479220717224,0.22311587501659003,0.02923609576763267,-0.5761160445810077,-0.23489556521246277,0.22803204565890425,0.040228412990378576,-0.43010928107174795,-0.5444678313856428,-0.6481123995157922,-0.32381808137793333,-0.21818607683228272,0.1334483695556415,0.20596776880045442,0.0669858748322292,0.1547201179403253,-0.42504860694400215,-0.20719068160347168,train,3.2059585492227978,1
6,0.5089729416847054,0.4432296103533584,-0.10478914459331584,0.2864493326430148,0.32730983966219995,0.18207294332692814,0.35602749810356193,0.07175672429374633,0.06071760059457207,-0.10228523736343074,-0.35210315123904273,0.22772402942310122,0.028763567457463945,-0.5687595719068858,-0.2384191994830882,0.22572954558018413,0.043821924332817924,-0.43169579286461535,-0.5398998058803236,-0.6402131892976675,-0.3207137723140018,-0.21684722476043616,0.1382886287686773,0.20696309092857118,0.06519775253189533,0.15525744870449726,-0.4296842959218925,-0.20592307097462212,train,3.8471502590673574,1
7,0.5063159341970183,0.4332255632851799,-0.09472401798875134,0.27937574705577767,0.3237919751028132,0.18428079733277986,0.35220197989946306,0.07119604060079637,0.05177530639898097,-0.0979914244918853,-0.3513433798628355,0.2262665630294609,0.027667112955021667,-0.5709378438544708,-0.23601029911923627,0.226255760601726,0.035047185968301114,-0.4326473048527861,-0.5412280246499854,-0.647429543880292,-0.3193718186946493,-0.22078543986616744,0.13755491361459687,0.2029592501127796,0.059975581874507494,0.1523081992971252,-0.43584192121532395,-0.20493970138768774,train,4.488341968911917,1
8,0.5080006833604369,0.4369347302415605,-0.09172486321588603,0.28035755442714616,0.3279361140076299,0.17441594837152302,0.35401096190066494,0.06811588054578198,0.05569535450727207,-0.10639985930278338,-0.36467073203762784,0.22161664342033247,0.03060752363149058,-0.5792457419104122,-0.2535051142969138,0.2291423234072241,0.03763061958612665,-0.4282285398316493,-0.543320299483795,-0.6506763096454183,-0.32189084651553124,-0.22997901161504627,0.1353046991481514,0.20629388189374337,0.05652514508482584,0.14551638486541008,-0.4465553411076413,-0.21314321872280484,train,5.129533678756476,1
9,0.49182888234955424,0.4174598572489593,-0.08734768086486039,0.26870512714095,0.31410298338527787,0.16786588206681285,0.3467319753111023,0.05501984480344005,0.05020307851256498,-0.10270644207233297,-0.3602527684010527,0.21616775352191236,0.02191504644586087,-0.5716143549645512,-0.24740628723970015,0.2184608213162382,0.01970591401870314,-0.4402922096024829,-0.5441062842448932,-0.6550397344647501,-0.3240506554741135,-0.23158409653827194,0.13490885762988986,0.19264266616988102,0.0557735915380321,0.14492826495033556,-0.4434302302890456,-0.21472077439901893,train,5.770725388601036,1
