,AIBL,AIBR,ALA,AVAL,AVAR,AVEL,AVER,BAGL,BAGR,DB1,DB2,OLQVL,OLQVR,RIBL,RID,RIML,RIVL,RMEL,RMER,RMEV,SMDDL,SMDVR,URYDL,URYDR,URYVL,URYVR,VB2,VB3,train_test_label,time_in_seconds,tau
0,0.9412579447004491,1.0,-0.28436585979685747,0.9999999999999998,0.6524014288997795,1.0,1.0000000000000002,0.62395435740761,0.9134329184871162,-0.5799769061977869,-0.5914518016525458,0.7433584225585135,1.0,-0.5288490508786107,0.2434389467052125,-0.2485357105740259,0.7567953874384763,-0.24329292175683104,-0.2931263855857724,-0.7688618149310054,0.03601984861318308,0.13774223697418853,0.6588954217644452,0.9869820344249749,0.1423811545580358,0.9504388579552798,-0.535465954747686,-0.26733377914153644,train,0.0,1
1,0.8697110614692313,0.8797004467836507,-0.19640866687572722,0.955436654558973,0.6650287864942437,0.9879444418542067,0.9052514145286319,0.622990146497237,1.0,-0.5560681461662276,-0.5817351697931326,0.6861401444453372,0.9328056014157493,-0.4980701708980829,0.121934048658916,-0.29033334379061737,0.7070510669231007,-0.3068911760716059,-0.3528299786841702,-0.7810415609717354,-0.06542395440286675,0.23514285735308782,0.5972828148310059,0.9190093612958101,0.12490266540002848,0.8529755834847383,-0.5573030764925071,-0.3134169527656846,train,0.6411917098445595,1
2,0.7955416966470544,0.8631172858071492,-0.25991015623112323,0.9377038375401467,0.6557301422346455,0.9614502602557315,0.957113943451761,0.5870934684316617,0.8806961245838245,-0.6238764462332518,-0.662871703340072,0.7664513961714698,0.8229526216272367,-0.596462985756208,0.21203789915243476,-0.3368495923661964,0.6324460209207834,-0.31207067312379244,-0.4309152593772261,-0.7966147100373873,0.09408025063593062,0.2135618202566869,0.5995511986924607,0.9472535712574481,0.08796622151410682,0.7651709852672113,-0.5266653162091273,-0.36573343183909546,train,1.282383419689119,1
3,0.7946448343176281,0.8848932019672726,-0.38608058938086387,0.8697623409312238,0.6000270851500602,0.934189509356373,0.9227501777506351,0.5809118895548239,0.684759722431391,-0.6702380490541946,-0.5925073685345998,0.7421887113248675,0.7416367107596136,-0.6004412475180159,0.0987680704046714,-0.3589329301000723,0.6929511966194783,-0.2833214324839882,-0.4166487560235762,-0.8048278502660002,-0.3026546220841341,0.046957071629580405,0.5502004116670658,0.9840634119154243,0.06840173063810684,0.8549732856518302,-0.5073175897011184,-0.3799312940577062,train,1.9235751295336787,1
4,0.8171850535349324,0.8444163160587483,-0.2704862349567294,0.8017853476504386,0.6192089871979845,0.9665429883167969,0.8955880857285408,1.0,0.9873152503589235,-0.604437035781987,-0.7556369373614419,0.7634540244426951,0.7379233742499414,-0.539518320280943,0.14209232929673887,-0.33675979941084155,0.6052571157949789,-0.1705208743993556,-0.3610804778967619,-0.7960811732125743,0.3055896883209517,0.018256032090067764,0.6073341764335596,0.9302216261167624,0.1241458550336092,0.8201979758661078,-0.539174120250187,-0.27750915945908394,train,2.564766839378238,1
5,0.7009916586310007,0.7422545621696195,-0.1474861096791411,0.807204180557485,0.5017788398602536,0.9326486507597236,0.8123491609798001,0.5547435003171196,0.7170930105975064,-0.5897736706885031,-0.5154638144512589,1.0,0.622033818390564,-0.5972521355276674,0.20626203533917242,-0.32768352526259625,0.5659070467356953,-0.34964625120359916,-0.4465258417864124,-0.7888511288221747,0.004211229554692775,0.20306555337160415,0.570727121945017,0.8107798845275931,0.024516323588594124,0.8076921612525814,-0.5391399444476137,-0.20694595763986234,train,3.2059585492227978,1
6,0.6411447555748987,0.7945596103107688,-0.2744384729158973,0.7354967554907215,0.3856441747214605,0.8898707000182648,0.8207857978380317,0.4425390695571706,0.8232255425130783,-0.5537032524850607,-0.556080180415594,0.7401925316341795,0.7354543723478639,-0.6285903178656029,0.2263867536265387,-0.33898747831491416,0.6020231706292847,-0.289326561956311,-0.3763103254038822,-0.791150864693763,0.18896381697024967,0.4607809726629337,0.5211240532931809,0.8161384695776359,0.20445829541277183,0.7130874893693084,-0.5321007065432345,-0.2913767940012367,train,3.8471502590673574,1
7,0.6389085308566723,0.7641011303854497,-0.2232537606813254,0.7162697333828381,0.42070507908258437,0.8903141661596705,0.7750365925296148,0.673510446355399,0.6764954999840591,-0.5574979591494793,-0.6270328847321178,0.8732803857375091,0.7332555136038876,-0.6581582738154719,0.13204740479271848,-0.34868307450890035,0.5773070768900936,-0.1171085612288304,-0.3256077378427763,-0.8084413731536746,0.19831988612524665,0.27130735183040144,0.567150889338127,0.8134684980257076,0.1893405417744367,0.7549000864438997,-0.5130363652900836,-0.3363370839406923,train,4.488341968911917,1
8,0.6474527094612296,0.7766394818221092,-0.029654870820322143,0.6739738808115359,0.41628764589255773,0.8923753761333069,0.705941323247046,0.4698567990579591,0.9218222834801986,-0.5733338600495159,-0.6045661489072733,0.7172290599933933,0.7036745201972114,-0.6527062047508849,0.16755980362601286,-0.35290122520456824,0.5860040446259018,-0.40092906525773364,-0.2717704575765787,-0.8306445869293122,-0.05698093470482246,0.5125767649479662,0.45323635506825455,0.7671861686286778,0.2390856814876019,0.554267925869645,-0.5417328502005331,-0.3189747575807945,train,5.129533678756476,1
9,0.6077360133295545,0.7426139295781136,-0.0776455976289463,0.6472893776040654,0.37822925051309353,0.8652453811779,0.7560270231414812,0.5725964890846521,0.5652486405834667,-0.5857601994087569,-0.5448711353025175,0.8377274476166334,0.7558475463415697,-0.6443787908909275,0.21184551201235746,-0.3583249905236724,0.5597912311290643,-0.2503139649347047,-0.3893727768006473,-0.7788002744898994,0.1235800033948895,0.05237799659242648,0.4826548011046987,0.7412216328036751,0.2114694867499638,0.7597796786669002,-0.5383645333340616,-0.283778364003864,train,5.770725388601036,1
