,AFDR,AIBL,AIBR,ALA,AQR,AUAL,AUAR,AVAL,AVAR,AVBL,AVBR,AVFL,AWCL,AWCR,BAGL,OLQVR,RID,RIML,RIMR,RIS,RIVL,RIVR,RMED,RMEV,SIBVL,SIBVR,SMBVL,SMDDL,URXL,URYDL,URYDR,URYVL,URYVR,VA1,VB1,VB2,VB3,train_test_label,time_in_seconds,tau
1372,-0.3133620526638822,-0.796973339784946,-0.8314949671493719,-0.20302062298711798,-0.6646631434719561,-0.509067749864601,-0.8114732366439983,-0.8644507769508596,-0.7875562428781562,-0.4626909637219344,-0.6473943101738031,-0.1583120762751652,-0.26259452608657297,-0.16038341600724704,-0.8857248648242202,-0.5549973774231582,-0.19440357248696893,-0.6917317385601525,-0.86064678221678,0.738973125697768,-0.5505841551141036,-0.4369135274499738,-0.7291943379757883,-0.28909335593429786,-0.7831985106619324,-0.7105856149036252,-0.11067174773147415,-0.7671158026601392,-0.892116522715554,-0.6760188497467152,-0.705074978777998,-0.5882987106965161,-0.6337613793595482,-0.7570682367361715,-0.7653411880177209,-0.5323534627476206,-0.6942823628589407,train,299.8300283286119,1
1373,-0.6480343885446702,-0.8001252230550473,-0.85354423269343,-0.16870159333172596,-0.6741136405009494,-0.7295513300407751,-0.8269792934866719,-0.8439220050499693,-0.8410744429738781,-0.490332384507298,-0.7114364231769698,-0.26682630933799734,-0.4777728327637968,-0.3100272522068117,-0.7230319486425163,-0.5130897027823119,0.02846962723258839,-0.8071027299185564,-0.8477525610528667,0.6982055206275787,-0.538260338381642,-0.5731207647759977,-0.43077248355985354,-0.3067783473744804,-0.6618739867323697,-0.7329296782560033,-0.339003764829814,-0.7795044073224136,-0.9050071001260758,-0.7367877898125199,-0.6858919965707855,-0.5738882428340899,-0.633511798787507,-0.7691470843784085,-0.7250428793077027,-0.6269999482376518,-0.6760891000724907,train,300.0485633346823,1
1374,-0.5413044012269792,-0.7804679903712468,-0.8963591572188336,-0.16907096396017907,-0.6923812825537512,-0.5958402460947528,-0.8197332505865538,-0.8290847734167257,-0.8113089566487098,-0.5738107521425714,-0.8253973829296629,-0.16520517052266548,-0.5763067414301739,-0.31205193968442,-0.7472299169597658,-0.621004299130608,-0.03327917290329285,-0.889188005469882,-0.8669829935419989,0.7207133180467625,-0.5222218347074883,-0.46460314506714984,-0.4615438828561669,-0.24417709048748548,-0.7587751370097303,-0.7876175811147563,-0.40333975060718086,-0.7193951009485979,-0.8650987122114442,-0.6994588303419633,-0.6420064191569532,-0.6007447370947183,-0.6056486582522205,-0.8267867826171057,-0.6972680802954827,-0.5656207918783505,-0.6126326554070879,train,300.26709834075274,1
1375,-0.3810927405181539,-0.8362360537953862,-0.8530077785379511,-0.19935968010186345,-0.6943118791164831,-0.468096843178597,-0.8674515192944972,-0.8340119100719972,-0.8260294537834971,-0.4617687361311904,-0.73540942000789,-0.3077459683510644,-0.4468698837615953,-0.3933410492408135,-0.7592378034601288,-0.6296165314009718,0.37382459315401184,-0.7733530278862106,-0.850824075332406,0.7495195605364083,-0.5589489471013208,-0.5632581367265317,-0.6642686371349416,-0.28356913804874784,-0.795236324837661,-0.7711609816025686,-0.42037564961557305,-0.8196432220928149,-0.8918117085912587,-0.7289109386012759,-0.6137207355126054,-0.6394609580354149,-0.6513306846014884,-0.7819144218736547,-0.7536040487190918,-0.57054774329601,-0.6449560202684754,train,300.48563334682314,1
1376,-0.3320070106887809,-0.8176565043461986,-0.8456012464166189,-0.1647747894749183,-0.6584612131578477,-0.5561762813947791,-0.7768180092781084,-0.8352518449966339,-0.8379524554237854,-0.24061730061977915,-0.7703698987240032,-0.4475977871313995,-0.5922220499922657,-0.36613111831253786,-0.6848818795994254,-0.6114761825411863,0.446009052088145,-0.8070370793899105,-0.8537583253760188,0.6897397482952813,-0.46327473731403834,-0.5253750375523247,-0.38915844885257767,-0.238170187947767,-0.6282219443490901,-0.7697473398874319,-0.432238058831959,-0.7460409721465249,-0.8843602051410573,-0.6929937635414882,-0.6467606491087952,-0.6240017165902361,-0.6225050069864311,-0.8182421812502112,-0.7480251021432971,-0.6270147136626221,-0.679389284986637,train,300.7041683528936,1
1377,-0.5835441479873296,-0.8049816521979224,-0.8765223957904813,-0.1396576402462003,-0.7097486924693046,-0.4278880414851327,-0.8179244282180926,-0.8188515707414383,-0.7902459207081023,-0.39895818294349117,-0.8021362033019427,-0.5605778211035746,-0.5523992978284957,-0.37169669501294467,-0.8000246504718426,-0.5874917233775647,0.3466633016345366,-0.7560678339852946,-0.8520070176094895,0.6659546106873088,-0.5550456448168939,-0.5325918807566534,-0.5746759407341546,-0.35595198749315005,-0.7111954501273142,-0.7425073804120818,-0.2112567108267377,-0.6630976210749773,-0.8783483890591901,-0.6774846425574377,-0.6842238975559682,-0.543172683309918,-0.6525195095561577,-0.7989333720646576,-0.7144502787857847,-0.5559548210471854,-0.6157665344312644,train,300.922703358964,1
1378,-0.34073432812774784,-0.7631362295985538,-0.8522988921630679,-0.16893975203422085,-0.6813767561238605,-0.5589363903302107,-0.838600164380066,-0.824834036438761,-0.7924004002659419,-0.5890489871929865,-0.6604872909509719,-0.6286350702380864,-0.669773133563585,-0.2890408229283429,-0.7377169579670109,-0.5491214277155414,0.5771082355528552,-0.7585121768421693,-0.8547966507167221,0.7437070359913468,-0.480798461438228,-0.5345318972059804,-0.5888255799454611,-0.29070183279680095,-0.7174387946963523,-0.7532415652159514,-0.5786734497663226,-0.732711862027807,-0.9012625714248363,-0.7153537688109323,-0.684703948474507,-0.6762449686847626,-0.6364512030056725,-0.7554693675581874,-0.7432422699841791,-0.5435803935758868,-0.6849253518078731,train,301.1412383650344,1
1379,-0.4443375614315408,-0.8049185747671725,-0.8500451536261842,-0.16789840904881648,-0.6368677294586493,-0.5799386290137258,-0.8466288932553718,-0.7761146744898998,-0.8137765363025651,-0.5430169264365597,-0.7398598361070963,-0.6589916101983193,-0.46200968885894855,-0.18929225143106043,-0.6310977034360106,-0.6321310216521738,0.35020909363792496,-0.8574597023587891,-0.8616922370619496,0.7109040077062826,-0.4705957582690041,-0.5120785115930458,-0.6892500691218002,-0.26478154441952684,-0.7490531346614362,-0.7253949003451003,-0.48895011984179837,-0.7728009925905559,-0.8934100697631359,-0.6968095849362763,-0.7251526123381311,-0.6556895444194637,-0.5875427955328196,-0.8057377623266084,-0.7294923074873849,-0.5770354158710722,-0.6718953634555103,train,301.35977337110484,1
1380,-0.5574122531147642,-0.7995465131510646,-0.8322474269417226,-0.10939391319071734,-0.6447700970629349,-0.5491266071720227,-0.8389403262088537,-0.8284051709429956,-0.8201392417565667,-0.4977737160428428,-0.764652054159222,-0.608677465321784,-0.6209138398879079,-0.18746289155449047,-0.6361338081405286,-0.5658451170970105,0.2590826443427261,-0.7749680455537483,-0.8505355444739316,0.6981624952381363,-0.44737641560313657,-0.5611490876244363,-0.6418569097404814,-0.2295831975544379,-0.674484247564535,-0.7909720914887083,-0.3261644159555205,-0.7838051174292336,-0.8817614640439657,-0.6886648112207611,-0.6794401230300138,-0.5884692866339265,-0.6121542802089334,-0.8023745733800294,-0.7206715139057541,-0.5491853680136987,-0.6262830798358404,train,301.57830837717523,1
1381,-0.4630155943319073,-0.81362915732718,-0.8298205775642217,-0.12502260908349205,-0.663048229987569,-0.48487567868654247,-0.860980880365793,-0.8477487423159664,-0.8200670623134024,-0.27460788307267414,-0.7477496136022267,-0.6186445133385701,-0.6533507517837389,-0.13334973760609514,-0.8167587901379173,-0.48002494677267493,0.27078300142704115,-0.784918581735395,-0.843750992274044,0.6631421937539296,-0.5185062965640217,-0.532672747926809,-0.6583377155651451,-0.2351357005312421,-0.7655614330030548,-0.7966631651085336,-0.4496240927431603,-0.7945914970919723,-0.849722883905255,-0.7397571102481604,-0.6232424777691472,-0.6139057015862344,-0.6265215198358621,-0.7956581517868573,-0.7474632498182654,-0.5938018035576503,-0.618978589724013,train,301.79684338324563,1
1382,-0.5955946636383498,-0.8074867986165708,-0.850444459777346,-0.03363179344931211,-0.6422803819032761,-0.5527195561662253,-0.8019104625039201,-0.7907834396636406,-0.8353534700290188,-0.5339444213669324,-0.7190315074567636,-0.2516968337916663,-0.7002146890021292,-0.17667221028914148,-0.6497925453178999,-0.5803824719985633,-0.09880821805981543,-0.838980441037676,-0.8588444175566754,0.7123499482746704,-0.520985705095452,-0.5211960656870946,-0.5626948286050404,-0.2420435340792394,-0.7744991658942112,-0.6903180406671823,-0.4523320018449758,-0.7481814394919711,-0.9237895513031147,-0.7276830768250985,-0.7024883845473512,-0.6222320447472156,-0.6030760663764234,-0.7470697141096511,-0.7572162210748403,-0.5671860619644693,-0.6253817753513837,train,302.0153783893161,1
1383,-0.6842323930423784,-0.7963781202109459,-0.847536087012115,-0.1720141088589232,-0.6742854085369241,-0.58399080713519,-0.8267956682746649,-0.8008562336423581,-0.827305127184125,-0.47594744490371466,-0.7229755781116609,-0.2228885784987812,-0.7305645906797891,-0.4432836716295041,-0.9111906181414593,-0.6127767347071305,0.36986014739976514,-0.8177257761683268,-0.8645322689464331,0.713565617128808,-0.5868688651718026,-0.5145683609217058,-0.5352087478382495,-0.2219992709479649,-0.7816815839837772,-0.6730568872962088,-0.47086278132661386,-0.7693775319142171,-0.8876472226857925,-0.700064150951657,-0.7052810874663302,-0.5637883836808986,-0.5767698889605832,-0.7776505999188169,-0.7309990344769222,-0.5153495987322446,-0.6523307385502812,train,302.2339133953865,1
1384,-0.5260026677802352,-0.7964172369043422,-0.8690127672979007,-0.16382808854690456,-0.6649543286088793,-0.7332241645958191,-0.8763508982991538,-0.8016999475845366,-0.8075011626225915,-0.5676280349280398,-0.8095429084133757,-0.11422210990429771,-0.7281402877005028,-0.3550498171159533,-0.7486499097538108,-0.6630406591430206,0.09191813230749446,-0.8199478942475273,-0.8741599313166516,0.6553248481410626,-0.43453727699355293,-0.5904573756894137,-0.6943569504003639,-0.31784532536519017,-0.7288343399803315,-0.7746150539639444,-0.48898412940762614,-0.7146915223221079,-0.868425294138998,-0.6847001375099135,-0.713361993569269,-0.6564473469964063,-0.588907663326489,-0.7494047729903646,-0.7346214118404637,-0.5795580596609293,-0.6260810830247611,train,302.4524484014569,1
1385,-0.6895960213843981,-0.8148549932753834,-0.8504958016943097,-0.15387849063616754,-0.6566717700757637,-0.5061652343964391,-0.8282904826590759,-0.8736804128913493,-0.8205650023407345,-0.5442231605453027,-0.7672995962283076,-0.041990639834398324,-0.7906198396891189,-0.3260862232211782,-0.6641654991234236,-0.5856001125668955,0.4422470893961843,-0.8314493686067133,-0.8534874048258648,0.6979093978412388,-0.45629673356041567,-0.49359538803685327,-0.6788736670335092,-0.2670382269733266,-0.665561610681312,-0.8114383523992206,-0.45985148113090335,-0.7200194745502724,-0.8978913766929839,-0.7022141855916396,-0.6761429404593093,-0.6142697169868603,-0.5829263809008124,-0.7373770729720831,-0.7030428555443122,-0.5627355734521671,-0.6754212957243708,train,302.67098340752733,1
1386,-0.6217808484654695,-0.7902004521274943,-0.8351486899670045,-0.20226083078003065,-0.6698710971075006,-0.47497122283306825,-0.7638726473962969,-0.8594662546835349,-0.8355166485931006,-0.5128916140432473,-0.7869524002898118,-0.0904022793356608,-0.7872992273589048,-0.3484272298124571,-0.7110678935944246,-0.5609144887090061,0.23757245135570426,-0.8421205532824901,-0.8409454463797281,0.7069470002014978,-0.44648895318246606,-0.49938583588894037,-0.5557772272128461,-0.3011725054336364,-0.7653135137420547,-0.6997761592482139,-0.5235393899922669,-0.7739105870173616,-0.903949091864104,-0.7127444940089912,-0.6726966042382824,-0.5943660489748869,-0.602727371746747,-0.769533287615252,-0.7207418294124708,-0.6341773348470623,-0.6617923092863207,train,302.8895184135977,1
