,AIBL,AIBR,ALA,AQR,AUAL,AUAR,AVAL,AVAR,AVBR,AVER,AVFL,AVFR,AWCR,IL2DR,RID,RIML,RIMR,RIS,RIVL,RIVR,RMED,RMER,RMEV,SABVL,SABVR,SIBDL,SIBDR,SIBVL,SIBVR,SMDDL,SMDDR,URXL,URXR,URYDL,URYDR,URYVL,VA1,VA2,VB1,VB2,train_test_label,time_in_seconds,tau
10,-0.7685073624891257,-0.7643734294675449,-0.394935777474997,-0.7012682639440899,-0.5348272929238791,-0.7443255970162942,-0.8332433300819481,-0.8702172030795978,-0.6241999090196381,-0.7321619817469684,-0.3429203404061832,-0.3088462176364134,-0.5352870329563879,-0.8675993440768143,-0.21309900629132383,-0.8177852010059533,-0.894991671743998,0.3334010622640323,-0.727453219834054,-0.5061190703394616,-0.4223245768598543,-0.5710613879774373,-0.22968522986313095,-0.4023831018856789,-0.4161496389154435,-0.5849048929366134,-0.5593807542147358,-0.5058731850729662,-0.5269889786110783,-0.6261450719658337,-0.7357058859072745,-0.8472911542241245,-0.7522750821457165,-0.8406553773026153,-0.7029877205018465,-0.7478820820483968,-0.8204543717877453,-0.5467882501531259,-0.6530612964418183,-0.30331789065268233,train,2.2674784799496117,1
11,-0.7692461737720551,-0.7593878035213878,-0.3963202348710169,-0.6957735081816954,-0.5246948929356179,-0.7285684604002899,-0.833737795381361,-0.8647091605919809,-0.6122794376097161,-0.7338282392599743,-0.3396906460051648,-0.3017218308395249,-0.53190575733172,-0.8601430418844708,-0.21276032823515537,-0.8168315798706239,-0.8876986946829352,0.32272814257820454,-0.7313736332550149,-0.5093362919064341,-0.4111944046654792,-0.573760608179303,-0.22534600815769443,-0.38919888971107164,-0.413241279981605,-0.5776347020982724,-0.5549854738021516,-0.500117526704426,-0.5204702287200789,-0.6172411065498105,-0.7321320485694737,-0.839642983816797,-0.7461652582161813,-0.8391042997378402,-0.7032337538780438,-0.7475999539681122,-0.8255638851046037,-0.5379770530718233,-0.6508000901019763,-0.29263914187866813,train,2.494226327944573,1
12,-0.7691001095771127,-0.7624523772375561,-0.39000952583830084,-0.6892951335506257,-0.5217150966853588,-0.7308480273385963,-0.8405074649148698,-0.8725791288621848,-0.6021760682136439,-0.7348636158226939,-0.33542108233782136,-0.2965573159383364,-0.5321549639873386,-0.8518437217888712,-0.20940563587474084,-0.8200335301971029,-0.8858755523376661,0.32451808597252935,-0.7227004684495008,-0.5073308719156872,-0.3937618763443158,-0.5600484314729242,-0.21231019988829963,-0.3792497887879825,-0.41599155915554936,-0.5738899670898887,-0.5461436733154691,-0.4860876104915423,-0.5151613092250279,-0.6110669711486101,-0.7218275829643465,-0.8313460044573924,-0.7464291525930553,-0.8356331674336942,-0.7065173597865659,-0.756371967200887,-0.8231758347342234,-0.5363648541441783,-0.641448628589829,-0.28231459380032675,train,2.720974175939534,1
13,-0.7719583309068238,-0.7779364533722721,-0.3903937163141279,-0.6907474852314277,-0.5210655235673115,-0.7247026875681797,-0.8460656014463573,-0.8734733936207757,-0.5937959084096148,-0.737275779744408,-0.3347178535584072,-0.29518393619473177,-0.52759272615369,-0.8626788899401907,-0.20768257520907757,-0.8211754697166443,-0.8902918186916463,0.3253295543423635,-0.7287993228330748,-0.5031594126163885,-0.38725080190174155,-0.5564051944074198,-0.21648935310690587,-0.3699360603850973,-0.4110575248599425,-0.5761414403815915,-0.5443341576691677,-0.48140816950300813,-0.5085853541023839,-0.6141234511038745,-0.726470206985355,-0.826648578238834,-0.7478664864734028,-0.8349758190536369,-0.6981174175090447,-0.7517412120014352,-0.8294084682856847,-0.5304559423019004,-0.6398952807309989,-0.2770754730703464,train,2.9477220239344954,1
14,-0.7748944274180837,-0.7818519656235661,-0.37607097995677563,-0.6814201299662008,-0.5184729177202493,-0.7270637557423907,-0.8551499363895176,-0.8790813352673594,-0.5846922563388741,-0.7361737028420399,-0.32734226093747654,-0.28144858837805137,-0.5257789686237249,-0.8525648221073523,-0.2004360281550022,-0.8212984816445498,-0.8941240205173633,0.34131144158542526,-0.7221165777072343,-0.49914846979821187,-0.37622071712033744,-0.538093113675327,-0.19327849834305186,-0.3658429641650583,-0.40431773401641,-0.579178069683913,-0.5406614332352296,-0.4616130903250328,-0.4952439360485834,-0.6077860006924163,-0.7189101349380547,-0.8197776619979412,-0.7474643871988012,-0.8338290649378006,-0.6937468437664153,-0.7584400580155286,-0.8353087961644011,-0.5178047800050815,-0.6272669644617124,-0.2739773533274047,train,3.1744698719294564,1
15,-0.7783119841761547,-0.7930837457223957,-0.3686488045600206,-0.6762726037010238,-0.5230497773421315,-0.7357017935183602,-0.8596598826595493,-0.8858223402139689,-0.5858683908636253,-0.7383580297847755,-0.3263474627132558,-0.275574811212129,-0.5251485127445658,-0.8635276901233461,-0.19148911344648345,-0.8256032010024509,-0.898370591205966,0.36458409970129657,-0.7219959851166481,-0.4948009790403515,-0.38458864394405756,-0.5367600609348304,-0.19200773081840725,-0.3684825686482845,-0.3995878650349788,-0.5918776499014806,-0.5434948713550575,-0.46986325739558726,-0.4945153322961359,-0.6031624631872807,-0.7212532010108731,-0.8205653077253172,-0.7436387884521132,-0.8342413719487223,-0.6896529452360894,-0.7646098061055769,-0.8312094326708083,-0.5073378229011907,-0.6243023176036865,-0.2768193239871668,train,3.401217719924418,1
16,-0.7749215739357189,-0.7779486923547838,-0.37110883299829445,-0.6903454154095148,-0.5212436447377616,-0.7278551740978758,-0.8538270438421262,-0.8784290550318488,-0.6077581523922475,-0.7399931473885824,-0.334064970551658,-0.28860173574967324,-0.5362844120704593,-0.8611009015744887,-0.20896114572119315,-0.8217455791396753,-0.889847339667836,0.34398035800005633,-0.73480734872371,-0.49551319933880456,-0.4038173169025052,-0.5491428083544397,-0.21527597026142536,-0.3826049000838603,-0.40958733047580576,-0.5875566380822581,-0.5524281358337627,-0.4898445188048136,-0.5053420723707258,-0.6059901659420591,-0.7301832475089317,-0.8368262524908832,-0.7439844222416994,-0.8438925826020968,-0.701546205473078,-0.7667304185550547,-0.8319412766635476,-0.5202957276455585,-0.6396636841665486,-0.2868528185642448,train,3.6279655679193787,1
17,-0.7749938781575905,-0.7754247931036362,-0.3685806443962105,-0.68545020224467,-0.5214256361830542,-0.7260389485258252,-0.8528058094099077,-0.8786708418170591,-0.6119661897884715,-0.7434334838927883,-0.33774956580390936,-0.29219717430906955,-0.5390309560551011,-0.8567822482417523,-0.21626389660774437,-0.818191432732896,-0.8855715459943009,0.3382768038125735,-0.7478137565180769,-0.49691274597221835,-0.40918231904669133,-0.5468379430479375,-0.22187576685769644,-0.39014833410226585,-0.4122444332870601,-0.5872399402404276,-0.5566983364147002,-0.49751237491963596,-0.5084283428606702,-0.6061614868887651,-0.7286327601267126,-0.8392334307040885,-0.7515953826830459,-0.84463917525664,-0.7067459694680129,-0.7624475283843501,-0.8328916286646103,-0.5284783663196903,-0.6429472966062055,-0.28917133540399903,train,3.85471341591434,1
18,-0.7729803331480779,-0.7747080333874967,-0.36585199730432644,-0.6865102874048805,-0.5227967978436514,-0.7302748003304325,-0.8489879688984978,-0.8725879614354803,-0.6147913839174288,-0.7447023368235144,-0.3395761668581869,-0.2914451269257458,-0.5365307008275793,-0.8615131166891804,-0.21842044920087375,-0.8120931170689568,-0.8860124464243058,0.33860760355929953,-0.7451027242496894,-0.4933157572297554,-0.4210981564641864,-0.5501718130195292,-0.22920443795478018,-0.39062048620898504,-0.409816312594625,-0.5921581324127081,-0.5527942563176664,-0.5000251232991636,-0.5100534889164164,-0.6056867207909644,-0.7324319466902729,-0.8432338128096781,-0.7522095013898402,-0.8461177967352264,-0.7070132995523956,-0.7642499892850892,-0.8296634271006907,-0.5284223938499163,-0.6452006198392299,-0.29327730511109307,train,4.0814612639093015,1
19,-0.7716511128167977,-0.7779443078103178,-0.3758304361503603,-0.6763588910166778,-0.5308806864050652,-0.7437253372439773,-0.849318943797424,-0.883896327793827,-0.6183763786200301,-0.737758095474506,-0.33809332656976976,-0.3018141895244653,-0.5358609158090137,-0.8705861999479239,-0.2083618145439812,-0.821041155867922,-0.8984522995192391,0.35211339421147336,-0.747334181349162,-0.49807141066862354,-0.42140813188381215,-0.5590676152217297,-0.2239093864937557,-0.3906321968025498,-0.40799165718213903,-0.5936137550720422,-0.5623041674324177,-0.5203061131887363,-0.5211527367607647,-0.6068527247024368,-0.7297795236015662,-0.8426290991277626,-0.7482915128159489,-0.8357972298304922,-0.7004371713285288,-0.7556584596663038,-0.8165891593944711,-0.5349532409409671,-0.6453827063108813,-0.2961773560428854,train,4.3082091119042625,1
20,-0.7751703837059095,-0.7725151104019388,-0.3735019696228202,-0.6861157861401102,-0.5238514492836251,-0.7425613505365174,-0.8416189915749268,-0.8838714725246942,-0.6230700725829318,-0.7482184326419954,-0.3440078102544832,-0.3052248915514859,-0.5349202526315183,-0.8651717665768469,-0.2148966215282342,-0.8216379927675785,-0.8902739496485577,0.3370243694815741,-0.753339266450561,-0.501721099416876,-0.4274242586494542,-0.560576877794912,-0.22812784270422623,-0.4015369135092247,-0.41239574174607474,-0.5891337475412982,-0.567565588353453,-0.5216646202537777,-0.5214920225473427,-0.609757781357918,-0.7274307660558121,-0.8461118336059599,-0.7480338511317002,-0.8473268110095029,-0.7097733094718206,-0.7599833157850208,-0.8225539697760222,-0.5402162697709668,-0.6546713073213237,-0.2983137519802341,train,4.534956959899223,1
21,-0.7707982487693491,-0.7723842232884417,-0.3831444227033483,-0.6781465256918293,-0.5287576976198985,-0.7447963063996366,-0.8371202732923395,-0.8827504898951006,-0.6126649747887944,-0.7442537010518403,-0.3456702256708686,-0.30162937622939884,-0.528595624126717,-0.8738470426904997,-0.20277430362326526,-0.8157721758924407,-0.8922269922794223,0.3441822508098399,-0.7503885480185866,-0.5061472290517113,-0.4184501650959611,-0.565228791843501,-0.2207672846560881,-0.3949450493582476,-0.40199313207218346,-0.5860159789744153,-0.5670171063651784,-0.5197387376862753,-0.5191637406891981,-0.6091247001582218,-0.725189112307087,-0.8394799764705976,-0.7450614736513319,-0.8388819640862296,-0.694246999163318,-0.747945083373962,-0.8228966133114112,-0.5382410893717312,-0.6471654715211623,-0.29558950610032386,train,4.761704807894184,1
22,-0.772118879526585,-0.7657091966561805,-0.3737350512283776,-0.6876137869727115,-0.5259604866167413,-0.7392707524680098,-0.8372234223920808,-0.872654571068721,-0.6277180869804414,-0.7457771844002941,-0.34565664836488436,-0.30404559511715684,-0.5342386178447919,-0.8691900112011249,-0.2162515992572501,-0.800529104012503,-0.8843067796003686,0.33626940457405763,-0.7568801807721871,-0.5029333099599557,-0.4286205424602156,-0.5669825031420093,-0.23744527525384274,-0.39919823437000546,-0.4110177727055319,-0.5817469682108487,-0.5642454479240323,-0.5273830388629663,-0.5156962571528623,-0.6046613362129836,-0.7376398675357538,-0.8462777827089883,-0.750808454010722,-0.8425302340695229,-0.7051118814828818,-0.7573500803136586,-0.8275239474882151,-0.5455803550688189,-0.6567305928904664,-0.29920895378111667,train,4.988452655889146,1
23,-0.7732034110710869,-0.7620769198602336,-0.373916127391495,-0.6982954103590133,-0.5302188857439382,-0.7462150595976202,-0.8381607158539162,-0.8732873850064472,-0.6443717171550387,-0.7487776275442245,-0.3499444495529759,-0.3194655749796644,-0.5354718553940284,-0.8670880906716527,-0.22655467665435164,-0.8030904547652458,-0.8809347968567235,0.3368088485741926,-0.7580652348400931,-0.5023401326191809,-0.4440144486457692,-0.5683305687609795,-0.24063196856513486,-0.4172203816609109,-0.4222437553229595,-0.5824489844361759,-0.5689853582623622,-0.5360628835211458,-0.5211969314504088,-0.610581176329559,-0.7396148114381998,-0.852796433289335,-0.7577193324380438,-0.8553808922992999,-0.7200858907178834,-0.7639212461723393,-0.8273411006861411,-0.552921658638503,-0.671303351711441,-0.30872025735423925,train,5.215200503884107,1
24,-0.7692151893551459,-0.7459293124411611,-0.3761941311953562,-0.7017147740072065,-0.5344732597615329,-0.7488124564141961,-0.8276681776931581,-0.8616240818575153,-0.6582550258790807,-0.7419875086929077,-0.354897908863922,-0.3203869478027564,-0.5422300592082694,-0.8662109916347451,-0.2398668869941471,-0.7952553436763058,-0.8751937775497768,0.3202542126968571,-0.7601103082847427,-0.5051181311787525,-0.4675050229804709,-0.581879044331557,-0.2593985443139673,-0.4223325124911654,-0.43197493523076586,-0.5934479485613704,-0.5738645757183107,-0.5583115628564272,-0.5382505040321715,-0.6137284875288951,-0.7520568138572072,-0.8751065175696613,-0.759562180155857,-0.8517674049381668,-0.7307878052322455,-0.7633816605652042,-0.8216069152795427,-0.5665816711387269,-0.6763584699159169,-0.31956050026623406,train,5.441948351879068,1
25,-0.7766078989575842,-0.7511952099139945,-0.38047174687507146,-0.7033987434374294,-0.5376040802248843,-0.7534383735520123,-0.8307974864393026,-0.8687371752645653,-0.6608140716279755,-0.751582410908478,-0.35582779493820205,-0.3263070692060582,-0.5474488525856055,-0.8612206180765892,-0.2438079188698603,-0.8046156184583438,-0.8787420730868862,0.3200041342475054,-0.7637061447117908,-0.5056354624572913,-0.47085669752601095,-0.5811733617358776,-0.25996574790051225,-0.42405073769486534,-0.43864415711298227,-0.5999052353752402,-0.5712077907336947,-0.5564732525688559,-0.5455757491036002,-0.6195226099032243,-0.7449016809195419,-0.8763758437720367,-0.7655362954042872,-0.862696350229753,-0.7396771445611473,-0.7697726471110001,-0.8219969462671398,-0.5694890369735247,-0.680655843172857,-0.32090080324501624,train,5.66869619987403,1
26,-0.7654269966623477,-0.7409835818653739,-0.3813449136311072,-0.701696135282794,-0.5364368932348317,-0.7483042923134915,-0.8210527014026154,-0.861309750665784,-0.6596646270814176,-0.7426240151868269,-0.3510028377400705,-0.32234584293821605,-0.5412694285958403,-0.8626817394701743,-0.2427587507948236,-0.7985525043007231,-0.8697843058567772,0.3111104579738373,-0.7565511122401787,-0.4993135361297444,-0.4703576095694079,-0.5807205980475307,-0.2608161410858085,-0.426289942477842,-0.4326297122998032,-0.5974679191952383,-0.5717857272345569,-0.5494750583510917,-0.536343083782225,-0.6230913967989147,-0.7505725748412896,-0.8679697132800475,-0.7641939491369245,-0.855326864025586,-0.7271009991316677,-0.7595983856703346,-0.8181088442726857,-0.5663517219659333,-0.6804170217908381,-0.32193071308311727,train,5.895444047868991,1
27,-0.756836446269534,-0.7343769328118471,-0.38864062027844815,-0.7132187345438974,-0.5345912591280908,-0.7445966886517343,-0.8123077655964435,-0.8481180191915519,-0.6773194014501625,-0.7358268277937623,-0.3533241710105185,-0.3262561714746041,-0.5462349232367196,-0.8663150128477741,-0.25054867419440424,-0.7961867668469058,-0.8656795619241794,0.2991399594720986,-0.7598084546426539,-0.49110981881037297,-0.4936866101739505,-0.5886967542721957,-0.27185637552424197,-0.43738733031863153,-0.4349780347263609,-0.5978308002489914,-0.5737448400232598,-0.5661890743997595,-0.5505792465425737,-0.6260223378478391,-0.7564276480988826,-0.8825548248812678,-0.7619695271304361,-0.8660287724029818,-0.7241740035883878,-0.7661898288335579,-0.8160757582558823,-0.5655061420920292,-0.6948287248429433,-0.3315053787594142,train,6.122191895863952,1
28,-0.7549064046976797,-0.7323777199165559,-0.38149058322850926,-0.7037269808501176,-0.5292515829873814,-0.737394811801264,-0.8135565497364651,-0.8489985399698649,-0.6734322825867772,-0.7358848157553621,-0.356149767952242,-0.3196105605967796,-0.5426740433655838,-0.8597002643213186,-0.2542736177005238,-0.7878511249054805,-0.8562624651686189,0.29638814920195067,-0.768561597931099,-0.4907613478041615,-0.4913053947406213,-0.579461684713086,-0.26645883874737486,-0.4351747161229953,-0.4323467203572876,-0.5983190637158289,-0.5682214416514092,-0.5605815302822593,-0.5418799221118606,-0.617984110837554,-0.7506349754947195,-0.882800851893821,-0.7634305420279357,-0.8595085140276227,-0.7230778546316817,-0.7660247325657141,-0.8169290687651567,-0.5602222046355859,-0.6887647024866022,-0.3326556347477611,train,6.348939743858913,1
29,-0.7474237056557688,-0.7395957317423334,-0.380385831143355,-0.6876360152621028,-0.5334804157701083,-0.7375426783274873,-0.8169690064273081,-0.8541052060868358,-0.6517600018707982,-0.7293050308119818,-0.3457466105427065,-0.3120645534318905,-0.5357708928669189,-0.8633081063195718,-0.23860110372712967,-0.790149374482147,-0.8678066001378042,0.31446991858369294,-0.7609339354136139,-0.48657741121381853,-0.4766281330435063,-0.57481854372221,-0.2592183617723296,-0.4203017780555951,-0.41410644769093397,-0.5999288433765098,-0.5656312671826418,-0.5533120210776443,-0.5334384323920982,-0.6174336230168118,-0.748680740631036,-0.8636898375678236,-0.7561363515228987,-0.839748595344607,-0.7062112731820338,-0.7478077452960903,-0.8102346275488505,-0.5533591777452109,-0.6727121169454449,-0.3253239493432851,train,6.575687591853875,1
30,-0.7515418569399082,-0.7390430586593218,-0.3805985597340086,-0.6928805428422264,-0.5281396097685804,-0.7384368381422174,-0.8205118219557013,-0.8560042718089229,-0.6552021704614378,-0.726106271553342,-0.34389753566645015,-0.31486288918074257,-0.5384709126482115,-0.8660022733163171,-0.2376616780631425,-0.788496623442252,-0.8662175248752554,0.31231007775531383,-0.7663301694995189,-0.4865605131282551,-0.4768284680906026,-0.5789386692123087,-0.266921485259831,-0.42090805145316845,-0.4210133884171453,-0.5965167323274048,-0.5701644463378659,-0.5553789641381373,-0.5366607375802238,-0.6150971193524419,-0.7498924610521185,-0.8714784511067054,-0.7583827912310717,-0.839115446773975,-0.7061251125025801,-0.7529339082197102,-0.8130498669753955,-0.5539093169904487,-0.6746007868612086,-0.3255292451040166,train,6.802435439848836,1
31,-0.757576626180456,-0.7314363848795821,-0.3891474190616592,-0.700722946685735,-0.5335724507011764,-0.7357200410740669,-0.8151696484288192,-0.8441392821783009,-0.6568383463702581,-0.7249680126375954,-0.34497535493392373,-0.31525180457538404,-0.5439482012199173,-0.8690490400318068,-0.24240603029347735,-0.780593687429065,-0.8632571288280153,0.30722871127923823,-0.7635072170878838,-0.4934151147891065,-0.47039403217060155,-0.5809004785563014,-0.26193427254106394,-0.41828649185687394,-0.43232024713411643,-0.5929084095715204,-0.5634147422344876,-0.5467731317648561,-0.5365690706387596,-0.6178641093375141,-0.7518934846194999,-0.871909870056249,-0.7650146316037381,-0.8361709285727011,-0.7083894925535752,-0.7493627302631181,-0.8203992577172924,-0.5612570515787323,-0.670053671638394,-0.32320692382892324,train,7.0291832878437965,1
32,-0.757319731203131,-0.7504462962224059,-0.38487995153939125,-0.6817958002502211,-0.5306803242455372,-0.7347094823146052,-0.8269160934668593,-0.858769739528152,-0.6438440296392601,-0.7256190241329468,-0.3406626460892473,-0.31265520785054274,-0.5340748447287018,-0.8697340099080213,-0.22678620973640093,-0.7865185737780803,-0.8778307902386938,0.3329673114997923,-0.7643613628361177,-0.49280618461719966,-0.45570049754311936,-0.5724199624171887,-0.24307623502274361,-0.40672592327625845,-0.4150072737914544,-0.592183297074522,-0.5633990622638062,-0.5440006216010199,-0.5292577810087573,-0.6082443276989584,-0.7404364246066194,-0.8598250736498596,-0.7553267809508506,-0.8305232618204934,-0.701141006304637,-0.7482775949174474,-0.8168416688178571,-0.5473148575643166,-0.6633979147034967,-0.32064716375219093,train,7.2559311358387575,1
