,AIBL,AIBR,ALA,ASKL,AVAL,AVAR,AVBR,AVEL,AVER,AVFL,AWBL,AWCL,OLQDL,OLQDR,OLQVR,RIBL,RIBR,RID,RIML,RIMR,RIS,RIVL,RIVR,RMED,RMEL,RMER,RMEV,SMDDL,SMDDR,SMDVL,SMDVR,URXL,URXR,URYDL,URYDR,URYVL,VB1,VB2,train_test_label,time_in_seconds,tau
0,0.15783504196108358,0.0944253408896363,-0.17872485952172573,-0.14152270364127628,0.029392154479851357,0.05653241021309235,-0.26623441268973613,0.06542199961112136,0.030436859233809316,-0.20070963103977413,-0.22825742618812722,-0.1596902767003867,-0.14242610029534666,-0.20234366671836349,-0.20867586670296503,-0.28626630538220205,-0.2888642937793815,-0.3187009530203837,0.06884923515411367,0.07177366595434947,-0.3160790856979441,-0.256922903525905,-0.13055647716455226,-0.4589439724107796,-0.42240591097027247,-0.42911224070612586,-0.35057340758210226,-0.33939184536620404,-0.3048688924071976,-0.26280066608766195,-0.2529263412100839,-0.3903115567338554,-0.31500027053694934,-0.07805175073781051,-0.10567563558925104,-0.17462605582522364,-0.2876798079566649,-0.4216407991081593,train,0.0,1
1,0.24140103841055305,0.18264051871659948,-0.193668487297302,-0.15083017804920676,0.11963747389997514,0.10276878995048863,-0.36429954333617504,0.1206975085544035,0.0848714673872925,-0.23719412908825593,-0.33211498820315716,-0.19502212828950402,-0.11593023230326882,-0.21193106194880737,-0.24861019652000133,-0.3918541698197753,-0.4005560126946815,-0.4011770476485314,0.1547956565654173,0.10434303538767097,-0.4074294511333897,-0.3220088236923332,-0.19244370763519114,-0.5904276708429806,-0.5118261195120571,-0.5525964560262555,-0.5236886348696997,-0.40507511882967034,-0.3878678625352451,-0.3712788508234015,-0.2972901922127319,-0.5086779140949597,-0.38822880849467967,-0.11712524685923714,-0.11873959789779681,-0.1925064641760256,-0.4254991852641782,-0.5694011216413196,train,0.279575459487445,1
2,0.3308667721598306,0.2728384935465882,-0.17855704098362382,-0.12017227777714279,0.2148455445845191,0.16701149601368642,-0.4224312862684328,0.17733308931255864,0.15344943793482702,-0.24519841657941813,-0.392294322776365,-0.19630008334308294,-0.07935088968498123,-0.1976897171389923,-0.25832832078944096,-0.4487260241816332,-0.4487802548862177,-0.4466667620707974,0.24594279602402716,0.14872826326912408,-0.47713202512658137,-0.3566476207203796,-0.212776002558686,-0.6666958913388688,-0.5766281777016877,-0.6323995929589626,-0.6266641011876357,-0.4288229599289948,-0.4247388968991158,-0.4317729025440099,-0.31028006984484313,-0.550110633968485,-0.41808528675274303,-0.10690159282962738,-0.0989289791185167,-0.1786215941150408,-0.4881989219385846,-0.663141001427536,train,0.55915091897489,1
3,0.378953427675028,0.32880610480345124,-0.1750152344746848,-0.10012334380173717,0.25881882603531914,0.20748940340731872,-0.45369518825074673,0.2188195216973957,0.19326056352523296,-0.2468951359436376,-0.42380589716174144,-0.19475160458805607,-0.05156944534077784,-0.19501575387859205,-0.2649789721454274,-0.4733309993391595,-0.46576402616097207,-0.47179096593166936,0.2910641924938754,0.18061064779004304,-0.5200343535376102,-0.3805366279064753,-0.22951532838593297,-0.6947090168457557,-0.6058873008851413,-0.6785720959225412,-0.6757122356066011,-0.43521876332144627,-0.4477628341102513,-0.4668670342732437,-0.3097180770367502,-0.5712662953231136,-0.436859881990469,-0.09601414423426832,-0.09587847179388938,-0.1776930754661021,-0.516929410764059,-0.703697963571606,train,0.838726378462335,1
4,0.4028768137058194,0.3599212473932656,-0.17418167771743112,-0.08568126452971347,0.28251651537185085,0.22395009200468244,-0.47246378758372337,0.24219477380227114,0.21281225673655507,-0.244924386587072,-0.4452921935251405,-0.19222111366708,-0.03144949187511717,-0.19246419151746227,-0.26861724350995564,-0.4956355052818022,-0.4736970344288838,-0.48501720262846243,0.3108750851710944,0.1994428899495465,-0.5383963066292989,-0.4073791947641211,-0.2459368982706921,-0.7116073407991093,-0.6238141126857908,-0.7109085589622353,-0.7072493717420832,-0.4445421973472535,-0.4578322043824018,-0.48614237155584783,-0.30847362978380427,-0.585481061622315,-0.4463464305791409,-0.09100777006786621,-0.094612226338239,-0.17462499274804952,-0.5380080035175264,-0.7318580514622993,train,1.11830183794978,1
5,0.42235349241359305,0.3814658202302358,-0.16685357627663608,-0.07452864658727287,0.2943254008033837,0.23204959792087268,-0.48119002824234475,0.25509826871603075,0.22433154072359718,-0.2426194610524425,-0.4540623047262118,-0.19004492952920404,-0.023313161213777356,-0.1915260968407404,-0.2652553315738987,-0.5093428232904766,-0.47718943538089,-0.487140984849475,0.31851368640375644,0.21048910501234058,-0.5475243626041928,-0.4180560619031541,-0.2512925728457189,-0.7232211471598536,-0.6323987005083327,-0.7238815794426585,-0.7211091022167866,-0.44082646450582763,-0.47047206447909473,-0.49082845329072167,-0.3065753146275194,-0.5940690636288741,-0.45002714712302594,-0.09098116060164008,-0.09186281845238879,-0.17638773627495918,-0.551468223970158,-0.7447392623961155,train,1.397877297437225,1
6,0.4240270018664898,0.383499264354601,-0.16009152447695074,-0.0688420822021603,0.30021520427471193,0.2276743404817008,-0.49732015571679195,0.2574859673506935,0.22793664630366883,-0.2407753851608538,-0.45958340616196935,-0.1904962549853885,-0.017807158867095496,-0.19702648370121606,-0.2648988608972026,-0.531544778979379,-0.49254719756858517,-0.4959323607697357,0.32094508514050246,0.2034830634573801,-0.5543626670611337,-0.43721139317612834,-0.2555153666254402,-0.738977681728463,-0.6467824244770101,-0.7345446394980369,-0.7431503446439075,-0.4541697397934538,-0.47810355394206994,-0.5094473595502744,-0.3177257289122536,-0.6160841025134175,-0.45629661833820806,-0.10212967000809162,-0.08754031196351253,-0.1797437382262812,-0.5655349384125422,-0.7682555163089966,train,1.67745275692467,1
7,0.43158823661985596,0.39073551966146264,-0.15869240422901282,-0.06593379087198817,0.30548343141983597,0.2299164558586316,-0.5074789779079389,0.2628933606134576,0.23788189999342418,-0.23762289319372,-0.4627186138429644,-0.18928021195644545,-0.00973367074796419,-0.19601744887514214,-0.26361710559165913,-0.5333358378692075,-0.499713255373525,-0.49923161161069385,0.3189885745313895,0.20961165974020846,-0.5646403022799875,-0.4397379086206112,-0.25674284624254234,-0.7410635768858835,-0.6518889248055759,-0.7445019658861255,-0.7573267660936432,-0.45926780198432693,-0.4740131423425894,-0.5149635319213736,-0.31349221885778494,-0.6168467749857276,-0.46074698813557236,-0.0961938054715681,-0.0815323103824343,-0.17463944768952608,-0.5652465535019298,-0.7743544510014833,train,1.957028216412115,1
8,0.43783947847089866,0.39812170972151506,-0.15433027169022623,-0.05904352981802435,0.31394725140142116,0.23604897910517206,-0.5098777492952038,0.2667394270917005,0.24348250462770776,-0.235431139927614,-0.4673780987747321,-0.18859015038594718,-0.005983587321383654,-0.19348489248282458,-0.2668176623315614,-0.5329681165815348,-0.49725623605670566,-0.49949173001889,0.32372199848255423,0.21449032338218815,-0.569314011124594,-0.4416081832982043,-0.26286336280730993,-0.7406651647206669,-0.6583172442110568,-0.7496287229184438,-0.7566711567680328,-0.4562668562130614,-0.4731290834130498,-0.5197852471956622,-0.31276304253751197,-0.6100619763940104,-0.4664793139352769,-0.09027626810457567,-0.08042088937185721,-0.17314281207687565,-0.56609933889735,-0.7719511609430559,train,2.23660367589956,1
9,0.43470469128875266,0.4076976691347945,-0.14809434841160737,-0.05649597483148298,0.31758912845350507,0.2370403473426095,-0.500596039026047,0.27392513478012753,0.23894537303145819,-0.23300478502643462,-0.4675282771812535,-0.17881832825379396,-0.002540149423622018,-0.1952323032161897,-0.2659730895544077,-0.5327438596590178,-0.4870105370145434,-0.4941380206746972,0.32807209832416806,0.21873386183958565,-0.5693593314430758,-0.439990793030039,-0.2617522924402132,-0.7389796474169806,-0.6560763227045474,-0.7532483140550768,-0.7523361638782693,-0.44449662202026374,-0.47427756407929567,-0.5136423213855568,-0.31068348209202923,-0.6042670417673168,-0.4605993695040649,-0.08668419047004661,-0.08318068999256184,-0.17623158775221592,-0.5601029893204674,-0.7584356646806032,train,2.516179135387005,1
