,AIBL,AIBR,ALA,ASKL,AVAL,AVAR,AVBR,AVEL,AVER,AVFL,AWBL,AWCL,OLQDL,OLQDR,OLQVR,RIBL,RIBR,RID,RIML,RIMR,RIS,RIVL,RIVR,RMED,RMEL,RMER,RMEV,SMDDL,SMDDR,SMDVL,SMDVR,URXL,URXR,URYDL,URYDR,URYVL,VB1,VB2,train_test_label,time_in_seconds,tau
0,0.6961904944883339,0.4011097039524629,0.7931581285488267,-0.5734299148979953,0.3051211493604715,0.15930870445454026,-0.7515916904265556,0.40627632753521437,0.13641754126848327,0.2255944301469417,-0.881663561394792,0.005839034098197304,-0.07168121561176577,-0.057144965808443415,0.0058777339174400645,-0.4804987836837643,-0.857812685657467,-0.5900933681514182,0.49426787267703376,-0.19745227360096618,-0.01264128774437534,-0.801873911174345,-0.7149975330350251,-0.6753119506230958,-0.30445785390166535,-0.7455619662384012,-0.7834854955747912,-0.5230785746456883,-0.5669822975360257,-0.7061760538367481,-0.47304065686432517,-0.907628037327228,-0.7237546591677664,0.38367354787097474,-0.5237559955915408,0.5478880532708931,-0.8730591700253866,-0.6381330282046489,train,0.0,1
1,0.6778385287826438,0.43058227230422874,0.727184116017277,-0.5291117689665441,0.31136148482032855,0.0913082761781634,-0.7345487947505225,0.3730473230597682,0.09803852040041161,0.2680796244777315,-0.8437404670692827,-0.03995777759206576,-0.03083604350391267,-0.25131799206381855,0.025166737525612826,-0.40826395714655284,-0.8326551172204906,-0.5797976912421456,0.4653104504739245,-0.23602161008042233,0.12842924714958315,-0.8014252335548938,-0.7558620240506151,-0.705712080632734,-0.26117741589126,-0.686399937026825,-0.8229673372505084,-0.4386816457591902,-0.5596070591845461,-0.7283639021840478,-0.5665746094581179,-0.9369814468602677,-0.6664511373590924,0.20108431198966992,-0.5649372571785212,0.4527470870753453,-0.830657167907499,-0.5424930825206464,train,0.279575459487445,1
2,0.7306722214713155,0.4880900556003056,1.0,-0.4252067362612586,0.37754371384781704,0.21876918394641454,-0.7154865210875161,0.49679238695056305,0.10438634899383803,0.18512027967755618,-0.8979020989731004,0.04351754366060656,-0.10914636096878083,-0.15571029023900118,0.07112073331690594,-0.4917363097201398,-0.848020631622858,-0.6312708021176181,0.4830993100911276,-0.2670904717944296,-0.12265464132255288,-0.7967806207777313,-0.7266208735079711,-0.6690032421564972,-0.4543209001006945,-0.5889768539814015,-0.7956595722434449,-0.36017530707005085,-0.6087265626085689,-0.7082178655939233,-0.5596905830738519,-0.9634551686985193,-0.5873872275414189,0.45769134365434083,-0.6173130269173516,0.6010209596826951,-0.89653803433977,-0.6510417576949648,train,0.55915091897489,1
3,0.8165564809370958,0.5545428264098193,0.8592066629048143,-0.40102547537940136,0.3230966697878499,0.2568895319769833,-0.7319225160619557,0.44401321104536917,0.03708663474401408,0.47272200581788293,-0.8507218692028116,-0.051569965006302065,-0.11806082944098306,-0.1313713875231478,0.06897462444807112,-0.4346318661839673,-0.7734309944356393,-0.6394794789601365,0.4911694468763228,-0.30588252030299334,-0.010146299233883327,-0.8033404566223523,-0.7071969662867033,-0.6555647588356406,-0.5054092886765089,-0.5899260991237664,-0.7886153341297292,-0.3921673599933747,-0.5816142264101481,-0.758426254264495,-0.6389526278924202,-0.961885256215238,-0.6609228091665615,0.5199079522271992,-0.5578385537802109,0.4388838478923597,-0.8803778857186787,-0.5862109764162078,train,0.838726378462335,1
4,0.7723220025899693,0.45541708616798604,0.7873885043335143,-0.3400883975617911,0.351540969804399,0.19956237774370633,-0.727899134403466,0.5603548521254149,0.051503619975295734,0.31443387879497875,-0.8756952039955422,-0.04914404882615431,-0.08298622824522761,-0.0677356665194816,0.07150920579147813,-0.5324720341928955,-0.7871320342670056,-0.6823077387554377,0.4058415165769824,-0.31128292255081547,-0.00538233615298267,-0.7988305040515742,-0.7329670599672948,-0.655493464022217,-0.3519900970634444,-0.6227491847378618,-0.7613625274639315,-0.19901922033413133,-0.536409877370394,-0.7063441201583768,-0.665802367186328,-0.9376542066417698,-0.6852444858682685,0.47279083381135134,-0.48549398828176826,0.4833550321362782,-0.8552553691273438,-0.6839398793092677,train,1.11830183794978,1
5,0.7117320680410895,0.5033743115092577,0.8559730455043757,-0.3336578977182457,0.3022179150521802,0.17444999937186045,-0.6755521307738939,0.4186278859223149,0.056230740799186774,0.1912417733963352,-0.837699332391546,-0.015917410640815755,-0.03173091850595999,0.017512341202586712,0.10707124921524702,-0.4848396829226099,-0.8077736078282163,-0.6473410340848491,0.37207848718891645,-0.23792645051195727,-0.037634479133700105,-0.8186159069645383,-0.7270133124135019,-0.6514175168413778,-0.4530996839847983,-0.6091436643150955,-0.8298804780300346,-0.20494051939986901,-0.5470053883704931,-0.7219416154000515,-0.5871261461658948,-0.925945629597726,-0.7039415685825459,0.46035799581322534,-0.5134774143251644,0.42413093548553127,-0.81849651563639,-0.592796611052111,train,1.397877297437225,1
6,0.6703675280386534,0.48339279765902443,0.8715107162208029,-0.26664185332295287,0.24956568796330658,0.15764821621476877,-0.7343921302073132,0.4506899543346461,-0.02383989611161752,-0.07814205591578771,-0.866786596351605,-0.07936228102851184,-0.058065259193825436,-0.14581784313420965,0.1732013125829419,-0.5750768373389935,-0.8115512096761671,-0.7151410460350287,0.37481379956341376,-0.26902928597150966,-0.02887397253594115,-0.8269690584370771,-0.7448140278091573,-0.6120355130352435,-0.5028375123963054,-0.597517810305273,-0.7752968412946125,-0.19768773570759612,-0.5693260069540633,-0.7762334135915899,-0.6674285630121983,-0.9701077898150983,-0.6817456711895789,0.5347636699139553,-0.5504112917801134,0.5233699143234104,-0.8589619210081194,-0.6981845102955558,train,1.67745275692467,1
7,0.7445479839050901,0.4333312660221622,0.7085164932635633,-0.2190378499009782,0.3129483908745976,0.18647840697197515,-0.7309698271379315,0.39566920892861956,0.0648660364069763,0.1623782358699577,-0.8765594306920139,0.05853263935521613,-0.0023655621994616016,-0.1447335579155684,0.2239719872319761,-0.5564708848706192,-0.8365169914238948,-0.716394274761805,0.3255689354677067,-0.29360176345716604,0.10754141553515506,-0.8389078252908411,-0.7454237084553441,-0.6400292457283354,-0.4210968726851586,-0.6826563785396023,-0.8291314539095704,-0.37098863871456267,-0.5723029884332465,-0.797100604391705,-0.5229798261351379,-0.915599479591582,-0.6716766617985993,0.5006408674485037,-0.4959495567415333,0.717055657727678,-0.8887941887157657,-0.6475641099470633,train,1.957028216412115,1
8,0.7284476209958053,0.45829497598951274,0.7527259564404918,-0.19958124247572617,0.33370116033495845,0.22504243928737178,-0.6951311016553773,0.3694556131810296,0.09441340588641867,0.0563186625241916,-0.934688857587639,0.1132999298189783,-0.1269801885672932,-0.1045513413533048,0.23702956881060167,-0.5248285450405132,-0.7847027279882188,-0.6603548628611464,0.40865212313610666,-0.34080778309605475,-0.06387089049891848,-0.8056402997018127,-0.7822216666361554,-0.6511136782595366,-0.4926250398312642,-0.6656786460263606,-0.8316602788275055,-0.25704455386004366,-0.5440563681687423,-0.8540275247147188,-0.6339068026059247,-0.9486157321185351,-0.6605929087529641,0.6274169994876408,-0.7007667718806547,0.6798348432932512,-0.8470526461072297,-0.5954639344727334,train,2.23660367589956,1
9,0.6995416475797351,0.46753814298696716,0.797226423858294,-0.11157822209646606,0.2889274283806924,0.16759780005213787,-0.7767744339336897,0.3877446056393037,-0.025310079057630275,0.20515073224509806,-0.8881174832099817,0.3331898050709532,-0.07258468669248719,0.08116748066670165,0.23899047068494594,-0.46752554029744897,-0.807336301835472,-0.6640824972723494,0.4073617764048607,-0.3494771401818827,-0.07908591015425881,-0.7986296552957904,-0.7382087552539931,-0.6600101111675319,-0.48598201462555135,-0.6397286429877057,-0.804982190842295,-0.33558285663361576,-0.6138383192473059,-0.7742535868914331,-0.5595204491240661,-0.9484298094146776,-0.7114034502328772,0.558086245884462,-0.5305394078285375,0.5125180241779205,-0.7962712823382576,-0.5833335745326746,train,2.516179135387005,1
