,AIBL,AIBR,ALA,AQR,AVAL,AVAR,AVEL,AVFL,AVFR,OLQDR,OLQVL,OLQVR,RID,RIML,RIMR,RIS,RIVR,RMED,RMEL,RMER,RMEV,SMDDL,SMDDR,URXL,URXR,URYDL,URYDR,URYVL,URYVR,VB2,train_test_label,time_in_seconds,tau
10,-0.6092370310376184,-0.5443258653357331,-0.27177941464693045,-0.9505935805269703,-0.9166132060633756,-0.952467925222634,-0.7884516842529378,-0.45065775894303084,-0.10342257956424794,-0.7310180422161673,-0.6396231550219447,-0.666104193749915,0.7303966405597799,-0.8657373898749756,-0.9133416555943011,-0.8811145878246923,-0.5410348014840664,-0.8695562312458845,-0.26445732887579854,-0.7884391727410371,-0.32972593684021867,-0.9123861964514538,-0.6291800522957813,-0.9382595504230289,-0.7529923926202132,-0.15572647626135494,-0.4417417117802134,-0.5035191970525408,-0.73355654771861,-0.5919289386363966,train,3.004172461752434,1
11,-0.5594753354964734,-0.5269049819898433,-0.21139953405234468,-0.9227965861542327,-0.9595893782296633,-0.9074820771518365,-0.7492378190337916,-0.17865839446787524,-0.15570925536326186,-0.7714735546754748,-0.6236324819821236,-0.44925859164671367,0.5178542044787231,-0.8846151566046269,-0.9236122591953759,-0.8439433693196341,-0.5964943575306497,-0.8996255971425243,-0.10708253240817467,-0.7396609642761542,-0.3417820151224058,-0.9359918051635897,-0.6305401254186503,-0.9015686062489786,-0.8472423704075613,-0.14874723545846136,-0.4309111041557704,-0.5252680956994118,-0.8204673343807172,-0.5707096127246813,train,3.3045897079276774,1
12,-0.6391902798189673,-0.5621637521033045,-0.18122557959424723,-0.9439733971758668,-0.9179945663274015,-0.8978530146286665,-0.8563380804519162,-0.4508879997980748,-0.05160559739301851,-0.7069279211126511,-0.7798492426660018,-0.653918972277099,0.3574988892916202,-0.9228774378902395,-0.9296015889787537,-0.8700577423653073,-0.609214331978529,-0.9118402763289786,-0.16263777753557118,-0.7737607552456225,-0.3415104252823219,-0.9229252649032156,-0.6474485891133894,-0.9446951728495839,-0.8273858054324195,-0.1843040583744675,-0.5027242776173293,-0.556270352239018,-0.7540487779734046,-0.5514828061945952,train,3.6050069541029206,1
13,-0.6564231578538489,-0.5905465621772945,-0.3469052073396973,-0.9180398773592929,-0.9270829665356949,-0.9223728876338291,-0.8097012611365733,-0.38594507216038554,-0.2859292983963675,-0.741435207559841,-0.642067578931977,-0.43336620317761254,0.20189239907464396,-0.909684538150441,-0.9471184079018256,-0.8545689074845795,-0.6405225115969985,-0.8708012410723788,-0.22789679352864045,-0.7332009903653925,-0.4111995360589864,-0.9208550024066016,-0.6129953377526061,-0.9386317386714851,-0.8375553236940938,-0.15089007497791151,-0.601537083344062,-0.5190541717800635,-0.7823926495899495,-0.5694062242746154,train,3.9054242002781643,1
14,-0.6684511289447715,-0.6234836558876856,-0.3393986667685064,-0.9226180127089608,-0.9278068452373011,-0.9019073373581796,-0.825724732030565,-0.5964437432086338,-0.22138529075545998,-0.7411663482222361,-0.6757512339807642,-0.6776532423293167,0.40003869650924484,-0.9090610943353533,-0.9586874189673349,-0.8430211030318617,-0.608549931179651,-0.920563848283456,-0.18230090051296532,-0.7846317676360238,-0.3927358022450689,-0.9270951705832434,-0.6571906515302832,-0.9439545190934328,-0.8112989478717706,-0.20886976952538072,-0.5107850991262607,-0.5510695495507915,-0.7429683947931423,-0.5724566327604389,train,4.205841446453407,1
15,-0.728647643588004,-0.6389052443187069,-0.44530521449373395,-0.933747098948228,-0.8966996365887576,-0.9082256320072251,-0.7998536707285867,-0.4755909022276211,-0.48802807066506404,-0.7209567731636993,-0.7045222243335457,-0.7071535761585417,0.6251644253046396,-0.9369899024276719,-0.9616916551093968,-0.8424412742526672,-0.6420772439397272,-0.8917164965699539,-0.15537031677563884,-0.7992610803427533,-0.3982772723361454,-0.866777380734183,-0.6546411793564699,-0.9632725651897663,-0.8291992481575643,-0.30518545357188664,-0.5429265840533561,-0.6338102964129093,-0.7795813314233228,-0.6013029057686508,train,4.506258692628651,1
16,-0.7478418194670882,-0.6578035959528461,-0.38058959386273483,-0.9128946381959453,-0.9238585258081274,-0.8874682177903241,-0.8679854693200295,0.02622947118640684,-0.38438700961485384,-0.7498695739776994,-0.707673275567949,-0.5227892009508222,0.37669482807802934,-0.9328153053996097,-0.9465018803625719,-0.8375746219250325,-0.6335204143259814,-0.849353003855105,-0.04590778427040765,-0.7093831602159548,-0.4028358252603954,-0.9014719253291639,-0.6842430377987743,-0.9158965227227515,-0.8441716077393512,-0.25846028681649447,-0.5269950905355869,-0.5778704460940788,-0.7097212277008751,-0.5281305445041437,train,4.806675938803894,1
17,-0.7477131944105199,-0.6559138292994873,-0.3964403837294175,-0.915844985559318,-0.9127608499986888,-0.9025022909242805,-0.7953555472273004,0.19875071861309057,-0.4832375666881906,-0.7802385334430211,-0.7360787088742831,-0.7032280367722479,0.4519711683408145,-0.923575586830911,-0.9462848998883107,-0.8527093868063235,-0.6676319959856465,-0.909550414144355,-0.05573219713508304,-0.718821163511131,-0.4067747544654644,-0.872800229845434,-0.7079258524996876,-0.9463048866447435,-0.8687032581578447,-0.3422655315635704,-0.6472718708912031,-0.5435445175272673,-0.7776010851443678,-0.5316182345511924,train,5.107093184979138,1
18,-0.7508168612656959,-0.6922166218924533,-0.41942454575535837,-0.9229864702748583,-0.9176969478248733,-0.889532256333537,-0.783507855063045,0.05723856479418776,-0.728278834826117,-0.7101750985525405,-0.7827708614298254,-0.6586613750760091,0.3638883593713238,-0.9363137029503524,-0.9535386545042669,-0.8200394606592901,-0.6875337306546614,-0.911326086584265,-0.021374064931813486,-0.7799261825422954,-0.4691980019234695,-0.9031127460890629,-0.633273878125691,-0.9581175320041422,-0.8795875070524009,-0.3406909717212161,-0.5523944545975263,-0.6160320604484999,-0.7931332518798795,-0.5633623751078386,train,5.407510431154381,1
19,-0.7408446382081356,-0.6911473007303207,-0.31277513217118436,-0.9354103388555053,-0.9141541141208591,-0.8695293711544724,-0.836864920166525,0.28083129116496774,-0.5432689926470203,-0.782173400675566,-0.7849695898901082,-0.7509727587825303,0.7295241455445618,-0.9279338117722888,-0.9822248055155792,-0.81536757456074,-0.6494354638554589,-0.9032831189100956,-0.09821932509185438,-0.6626334405556507,-0.43654267652449785,-0.882382918316962,-0.7804788646674303,-0.9302683380368826,-0.8456670336372389,-0.3777915948591939,-0.6380716897858312,-0.6275169506214862,-0.6959870750716337,-0.45511097083146834,train,5.707927677329624,1
20,-0.7851028673256132,-0.7137899045663667,-0.3357104319545584,-0.9282777762579358,-0.937293947617112,-0.914346738940935,-0.7951217023645032,0.1636230977262434,-0.4964438829903086,-0.835519731669608,-0.7242627145968019,-0.7692555370780734,0.762882732723484,-0.9228995672628009,-0.9546218876779192,-0.88866081455736,-0.7028211302940005,-0.9071088796676818,0.12147241479896442,-0.6758631059940643,-0.5443463274968504,-0.915543802066283,-0.6102732038244674,-0.8941894932812356,-0.8642386658963336,-0.4385032274334719,-0.6097255203124976,-0.6523018887157046,-0.7655467096109316,-0.5705495310202637,train,6.008344923504868,1
21,-0.7490455885068981,-0.724418300449432,-0.3786977888444524,-0.9136611748771947,-0.8850121263975834,-0.9163863476154,-0.7847033309741287,0.011821575272624507,-0.5453263601899992,-0.7895966869263544,-0.7408745365691995,-0.7261295341483769,0.6208375066510983,-0.9162345981956094,-0.9911969154018845,-0.8448071749126354,-0.7001702703798983,-0.8930952843676003,-0.010605643710315027,-0.7582492328353927,-0.5090600428105404,-0.9112467601298566,-0.6748718392131231,-0.9102009770219547,-0.8511842921697577,-0.4412618037941506,-0.6308728794147427,-0.6509698408112878,-0.8494409664993093,-0.5937465835276989,train,6.3087621696801115,1
22,-0.7925574579326804,-0.713573822844019,-0.3668561196450223,-0.909927682969934,-0.9227091714478366,-0.9001467489703904,-0.7891349108732552,-0.16870302776957458,-0.6938979022924304,-0.7635735236447466,-0.7797195152336664,-0.6106460440748285,0.2692672122685993,-0.9494810907291868,-0.9520100804114661,-0.7548843937218292,-0.7321111685165324,-0.8850792943140353,0.06236636590813338,-0.7307746495877729,-0.47419597927995094,-0.8898281879185612,-0.5865974066403925,-0.9442080693938215,-0.877906226465873,-0.45973502915364584,-0.6122897167133815,-0.7387821533525138,-0.8228952495043743,-0.5429050538644804,train,6.609179415855355,1
23,-0.777448797378478,-0.7307810677328623,-0.407039013189744,-0.8903642563288672,-0.901142310429488,-0.8771506458829098,-0.7978857660169291,-0.03698594482516504,-0.5017618361289246,-0.8215617045387434,-0.7113702410853324,-0.6529775984285862,0.20269993659041496,-0.9680414772988282,-0.9887869034772429,-0.8581834349821306,-0.7078098563915616,-0.8518186204426783,0.14326152947610538,-0.702795105406739,-0.4378695761696687,-0.8922161161096281,-0.6007699439639892,-0.9143612937892686,-0.8509759050606727,-0.4690778375980931,-0.6087223509690123,-0.7514367804649043,-0.7590265932158309,-0.5361140376582931,train,6.909596662030598,1
24,-0.7711577181501456,-0.7490723086185336,-0.3067339618525978,-0.9274232206505086,-0.9037900586781058,-0.89586728974534,-0.7885652916506598,-0.21513999926444716,-0.5230092308860574,-0.8024863954864504,-0.734198941456843,-0.605395319655859,0.40580065116720787,-0.9675701942968681,-0.9807130451644881,-0.8241439773961098,-0.7726747439221772,-0.8994885675761847,0.1745764388069998,-0.6934394251309905,-0.4543053696166369,-0.9000150616625837,-0.6011688708089027,-0.9103174596912754,-0.8663476917499009,-0.506139295212651,-0.667952175782407,-0.6953310307897655,-0.7847334980216708,-0.48955613561430567,train,7.210013908205841,1
25,-0.8046996776902281,-0.6821231721091916,-0.3591374166311876,-0.9134261897862813,-0.9242266521323248,-0.8776001285676538,-0.7661519492736562,-0.2938168055518511,-0.13499434636173768,-0.7824799457867042,-0.6641127967752696,-0.5978814760643106,0.7440533184457612,-0.9457986706079891,-0.9829955182119117,-0.9017845691151315,-0.7799998452547492,-0.8485625627421007,0.3574403863807397,-0.7211340305981937,-0.38923096616998587,-0.8902674445001275,-0.6526948354910392,-0.9280351193617018,-0.7785609625483839,-0.5256132485905772,-0.7637619469377986,-0.6597730674424122,-0.8435967246864522,-0.5463923838685001,train,7.510431154381084,1
26,-0.7787385163220196,-0.7134105808900626,-0.29397752713966263,-0.928085355450484,-0.8571257807600594,-0.9555138506574312,-0.7151864927078813,-0.2933188701572592,-0.212855163525693,-0.7391749576658075,-0.6974418127930541,-0.7304534566113288,0.6302599743011879,-0.9513504919905635,-1.0,-0.8097991720530646,-0.7960465484811277,-0.8799767249774966,0.04356565170522109,-0.7243271033720653,-0.5090730462069479,-0.8566656078139511,-0.5425061200520553,-0.950315492303513,-0.8156292092857146,-0.5272237418828263,-0.689895810515844,-0.7428890787305915,-0.781047005375406,-0.4872549056350203,train,7.810848400556329,1
27,-0.7991140207294933,-0.7199072834844065,-0.24966076038799745,-0.9522709241692362,-0.871390116814882,-0.8402771438231452,-0.7632379927132139,-0.3153414003285354,0.10138074388916762,-0.8030592811465914,-0.6690451313033973,-0.5215026587630026,0.6917996711005965,-0.98907820444589,-0.9561692136081852,-0.8760256526522279,-0.7522433092936397,-0.8272788101557311,0.2297822399784254,-0.6682001001043535,-0.43254649566470627,-0.8893446420946329,-0.5853866229780356,-0.9074725661390585,-0.8037004263406644,-0.5346369072741823,-0.75422757438552,-0.7218610713338605,-0.7233946316846079,-0.4831676297543819,train,8.111265646731571,1
28,-0.7956975579681559,-0.7476779241884155,-0.40888708190119805,-0.9096122783767285,-0.8780230003283864,-0.8531998481280509,-0.7518188861745327,-0.398876185368909,0.06906386935855546,-0.6924626569177952,-0.6775081024735434,-0.5330818611508166,0.2914944214913593,-0.9754745608814495,-0.9742119921455676,-0.7843756161845212,-0.7565131038941596,-0.8754980743503347,0.4530981265216144,-0.6683053292590726,-0.5492246802963953,-0.8737954716230903,-0.6083751198080312,-0.9287209461581829,-0.8682053248144054,-0.5137207384103626,-0.5952356491637587,-0.7316415266685452,-0.826644276912489,-0.4627897260557601,train,8.411682892906814,1
29,-0.8104965144177537,-0.7071733202713351,-0.40682242381652056,-0.948898200453437,-0.895546871503927,-0.8704913092131136,-0.8544697223248122,-0.3398460373116542,-0.2808042358672801,-0.7883884368413413,-0.6784274988252512,-0.5860356601187329,0.5838082556586757,-0.9545325518702277,-0.9579816172581582,-0.8707036325614578,-0.7849601402209564,-0.8542570964249747,0.27075612406093674,-0.6223556559173551,-0.47660860537550165,-0.8508241001378661,-0.563090308850924,-0.919432433816543,-0.8053699925453977,-0.5888088533803058,-0.748260936675756,-0.704978969468316,-0.7911630661532492,-0.396281523374136,train,8.71210013908206,1
30,-0.8162676969556938,-0.7336804250545279,-0.5109748057594092,-0.9527870064924754,-0.9142869328663789,-0.9136444263821701,-0.7614710285968206,-0.5110906262024354,-0.33551785872908757,-0.7865689109156716,-0.651244847576475,-0.7241972958423687,0.2752153194564566,-0.9560847051099739,-0.9697843362893039,-0.8457875646762429,-0.7949473093628581,-0.8742082268695691,0.2687159065790542,-0.6992646087255148,-0.5243749113388511,-0.8839679385034538,-0.5925573233865976,-0.9145400066490863,-0.7981022819353215,-0.6027526185004906,-0.7778946491001938,-0.7382120398526977,-0.9433994542853522,-0.39514856163611134,train,9.012517385257302,1
31,-0.826735846722195,-0.7345893293152967,-0.3959508832594699,-0.9310236287949664,-0.8794036436376711,-0.8862019738484079,-0.7503943154310981,-0.4509480507055246,-0.3662294905384126,-0.7412876983341241,-0.7285310795980378,-0.5167255863793438,0.8504987434026539,-0.9574569911860534,-0.9687806868067982,-0.821205893017037,-0.7983945935240812,-0.8796152559845687,0.2836555494351255,-0.6311990481032178,-0.5074643568785562,-0.8961435945818443,-0.5950526118355726,-0.9277363680067925,-0.7800370129169231,-0.5765589792070138,-0.6845195077080248,-0.7396597726169444,-0.7784801813319533,-0.47634024153310295,train,9.312934631432546,1
32,-0.8400926299551191,-0.6975072561364666,-0.4884073657803025,-0.8947061224065282,-0.8875506690527494,-0.8742131741515,-0.7616584083591253,-0.48438314462328946,-0.20137198530225264,-0.729127915499808,-0.7397843008953255,-0.598299726273582,0.5069606944820491,-0.9354356897212599,-0.9810605021008946,-0.8712355502439992,-0.7830485103012791,-0.8637225903769761,0.25152067267837663,-0.683400520269541,-0.47536875442880977,-0.8144743309149725,-0.6241370530389674,-0.8856757325676575,-0.8085500633249628,-0.5868250715521974,-0.7103363471698624,-0.7417970831013336,-0.8211608330317345,-0.3928387685199758,train,9.613351877607789,1
33,-0.8447676435569208,-0.747281872197399,-0.321738031255684,-0.9340677536325593,-0.9256769615095742,-0.8777059724069645,-0.7653176999651907,-0.6375556024969379,-0.35998557095397965,-0.7573032235493886,-0.6824805489131782,-0.42081213074074886,0.5213719141507065,-0.9475154106510867,-0.9581381463949203,-0.8438719757414037,-0.7952101348263381,-0.8378282970946418,0.46315622315432814,-0.6664863055655121,-0.5134291083977743,-0.8481758224915648,-0.5519963017433795,-0.9368908425749343,-0.7880660840309796,-0.6364884269577693,-0.7860047160639505,-0.7296695952659978,-0.7867284595158197,-0.43744368718777393,train,9.913769123783032,1
34,-0.8621120916973776,-0.7291210372366721,-0.4514857598863635,-0.9300414963590187,-0.8681844805576011,-0.8802672704166868,-0.7697610939911536,-0.5441263925297843,-0.27431447302578904,-0.7760519652557235,-0.7185391899355331,-0.7055904371126567,0.7892638336763038,-0.957090621487979,-0.9636474271097725,-0.8570827824920828,-0.7927485156649121,-0.8571930305197609,0.2276071578032205,-0.6201679927094474,-0.46763843507346226,-0.8584931688811392,-0.6910736405637173,-0.9047385983083334,-0.832937563341442,-0.6596752871907905,-0.7769306616953663,-0.7560030768198974,-0.7504232972004009,-0.4228907255190165,train,10.214186369958275,1
35,-0.8406875330853961,-0.7419705839486413,-0.5288089103071932,-0.9045956337474651,-0.905196988624845,-0.8805153374388883,-0.717371003925779,-0.22841648207189058,-0.1497053337731724,-0.7256821273095125,-0.6807380215995936,-0.5865343826281424,0.8353294380966008,-0.9648388563279735,-0.9527484390852028,-0.8175909529988385,-0.7925177495543524,-0.8476657609610079,0.38754066338919435,-0.7026674528173404,-0.4338496059533281,-0.842816946634531,-0.5629671192452719,-0.9275885334306595,-0.7967491074821369,-0.6525766571314829,-0.7658103468982843,-0.8065720819523604,-0.8039469863784742,-0.439128039862143,train,10.514603616133519,1
36,-0.8784681137576908,-0.7892723761443983,-0.3330835331702974,-0.939960657398806,-0.8389080240876602,-0.8330859349815326,-0.8002761365010749,-0.10392860698676898,0.07855636622705786,-0.7679534622214184,-0.7234568524842596,-0.7199900745921008,0.5360047710470623,-0.9497869300021616,-0.9410944714400523,-0.8492396470935459,-0.8019369005652789,-0.8812619712187172,0.2719735689966204,-0.6326868342696714,-0.5069068438365181,-0.8154795028134725,-0.6471686176815751,-0.9208906077222347,-0.8355448188811649,-0.6496841846013718,-0.8046696310352409,-0.7981036717064529,-0.7807406568509208,-0.5007988799065272,train,10.815020862308762,1
37,-0.854724528505007,-0.7478570433458922,-0.48959486296873034,-0.9173128916401603,-0.9199069206423831,-0.8390254978987117,-0.7716737984100777,-0.04487591384971101,-0.12398629630122149,-0.733820781541788,-0.6755119978623544,-0.5577346786842374,0.5605586538417613,-0.9401436246715724,-0.9689816653072051,-0.8711815955676825,-0.820686500633146,-0.8400472796254814,0.2776719595969498,-0.5656506573323137,-0.5080529434826346,-0.8604792003003333,-0.6062950767247519,-0.9212438742188868,-0.8555171191406934,-0.7344971226368011,-0.8106027442327542,-0.7335437306435535,-0.7655629839085352,-0.5359972998785618,train,11.115438108484005,1
38,-0.8592626378784909,-0.7587415186093014,-0.5483703724917092,-0.9046369515704202,-0.8900671011296454,-0.8570932448316293,-0.7812955894560487,-0.07503306100141993,0.061280434674982454,-0.7240745851940731,-0.6779886143967333,-0.5974925242129113,0.6981748815101576,-0.9388573818592078,-0.96647788404814,-0.8125539208960718,-0.8099105971118238,-0.8230942434881707,0.36097175582527463,-0.6421429953474626,-0.448439600941407,-0.8359764914339092,-0.5849984862904254,-0.9315233702166098,-0.8664972438428309,-0.6724305737907007,-0.7896778371000086,-0.7592547803231923,-0.7740543616414529,-0.4587497063658429,train,11.415855354659248,1
39,-0.8669906195490356,-0.7691789805896947,-0.4305069204148574,-0.9446949249984052,-0.9137425802843901,-0.8688826592993849,-0.7831522126060428,-0.25458558556061106,-0.022931251520556417,-0.8021796369186511,-0.6546497656455679,-0.33775525543467255,0.7296759729962599,-0.941566283685892,-0.9542886975615755,-0.8587509987229913,-0.8016078959418927,-0.8398464866992295,0.37439598774610217,-0.6372164626480974,-0.47568130570993505,-0.844886922470587,-0.6217736181148483,-0.9142283196273935,-0.8282373065133848,-0.7471650139905868,-0.8227806053744059,-0.7717357225686203,-0.7844027257903587,-0.5218661698535068,train,11.716272600834492,1
40,-0.8565418750970248,-0.7679368602169951,-0.43357482938592273,-0.8757382306120259,-0.9554536862694705,-0.8485351938573918,-0.753915815137998,-0.2553268585871712,-0.19633008035992605,-0.7427373038659474,-0.6851016554949136,-0.4886520964369686,0.377659242835525,-0.9345420872985484,-0.9866305740810353,-0.8835790134104773,-0.8113619138656921,-0.8515027185653464,0.191962244888653,-0.6219293787323121,-0.46228156769216366,-0.8893141014372191,-0.6170446285882525,-0.9395637471215326,-0.7754475288435491,-0.7006459918811276,-0.7620689561376259,-0.8093883947704478,-0.7773031592635498,-0.4586887040636749,train,12.016689847009737,1
41,-0.8336927984736601,-0.7633691707840887,-0.371477919553157,-0.9094219941848355,-0.914870956018825,-0.8355683477029046,-0.8025780013600098,-0.3222840133183329,-0.2073046422074205,-0.7927302307126579,-0.6277557511033234,-0.5994613203238723,0.5730857569394598,-0.9601750646540905,-0.9424788096055547,-0.8251823432334466,-0.8470130304723054,-0.8526749038777863,0.25770757936540745,-0.5992626973709274,-0.4249596607509747,-0.8526927429065327,-0.590015499299813,-0.9010880407147774,-0.8429934833953374,-0.7377764832560991,-0.8080825304909288,-0.8274143147829651,-0.7861233315586372,-0.4898963231369641,train,12.31710709318498,1
42,-0.8447163715523175,-0.74764903128876,-0.29951594781327917,-0.9461402678391008,-0.8989286866000534,-0.8614731616827073,-0.8327233951402155,-0.24711432073340567,-0.17424128268032568,-0.7436890750997047,-0.6655622240161978,-0.5375307112002644,0.34049648300566404,-0.9547022471221575,-0.9703995599264397,-0.7822227911644292,-0.8144131273034287,-0.8206257268210815,0.26213496763690103,-0.6036485488904668,-0.4474994059332752,-0.8372180481626526,-0.7272699676815206,-0.8960000970160809,-0.8762863683519599,-0.7922155451036228,-0.782030933315458,-0.7479848205133155,-0.8167976757013645,-0.47275553730933617,train,12.617524339360223,1
43,-0.8456631296439375,-0.7644509028232834,-0.306809202349264,-0.898296835766474,-0.9036516488219242,-0.8567967072146475,-0.7938190068070219,-0.42428376674211754,-0.12722485817463114,-0.8198386610239327,-0.6495951434913341,-0.5208931828492472,0.5561419245117876,-0.9403794620038683,-0.9571817418016121,-0.8352709651536598,-0.8735367473383996,-0.858107231685683,0.4455769554637171,-0.5939748614113267,-0.4687769112505047,-0.882640595695168,-0.43766749072745237,-0.9156414218044883,-0.797191296064849,-0.7260488749640681,-0.8138287368954387,-0.8131509457762008,-0.8332145678818087,-0.46892530261578014,train,12.917941585535466,1
