,AIBL,AIBR,ALA,AQR,AVAL,AVAR,AVEL,AVFL,AVFR,OLQDR,OLQVL,OLQVR,RID,RIML,RIMR,RIS,RIVR,RMED,RMEL,RMER,RMEV,SMDDL,SMDDR,URXL,URXR,URYDL,URYDR,URYVL,URYVR,VB2,train_test_label,time_in_seconds,tau
10,-0.4179835953507824,-0.45842385213449344,-0.3859732986768825,-0.5711701544656786,-0.6087678362787597,-0.6433959386261265,-0.549563030539208,-0.27698725117879097,-0.2746138649034999,-0.5348202815228393,-0.48657586183541746,-0.5725389856248073,-0.3167977445603863,-0.6882042744401438,-0.7409483998542823,-0.12423348010942817,-0.40780142886803844,-0.46580923776143274,-0.4944838039852142,-0.5813252441109287,-0.4489596599873951,-0.6191195547806206,-0.7590069307469386,-0.8370331754438403,-0.6260189066157058,-0.6413403736086323,-0.44955674563127,-0.5963410590526136,-0.5612917271770599,-0.3007328452657875,train,3.004172461752434,1
11,-0.44894578872316904,-0.4884293283660849,-0.38429926065503883,-0.5742587953830638,-0.6330189385577044,-0.6660228402111671,-0.5757276422314573,-0.27834427180305726,-0.2725008174429067,-0.5447196059342676,-0.4895022406487398,-0.5797072299926477,-0.30643851390870913,-0.7092071237735577,-0.7635757297062404,-0.09592952004286004,-0.41093240332314857,-0.45285986113498655,-0.4903740764665696,-0.5749010460167236,-0.4322310254715781,-0.6214327625215836,-0.758113982551917,-0.8371271298807049,-0.6287871437693675,-0.6548145038863751,-0.45869998357780667,-0.6014655227834891,-0.5683057760452462,-0.28855811429659145,train,3.3045897079276774,1
12,-0.4693238821657502,-0.5040142284522113,-0.37113682909176704,-0.5769330946041382,-0.6507315600580743,-0.6827932649277245,-0.5908871786414851,-0.2823251412756478,-0.27540347760142614,-0.5536693950739484,-0.49941605291819013,-0.5904062450818892,-0.3087876807904037,-0.7187996436962988,-0.7700765267719091,-0.0917678925512349,-0.41658409984141515,-0.4435294000507086,-0.4744700608430915,-0.5642808062889308,-0.42234523698998816,-0.627729697202529,-0.7545858577788869,-0.8418620310447904,-0.6346370277096092,-0.6671429369208877,-0.4799474390703843,-0.6130248695409468,-0.5776412302436629,-0.27747091128131235,train,3.6050069541029206,1
13,-0.4907574369455985,-0.5244781990479812,-0.3688211261730786,-0.5795689639535011,-0.6681407211588182,-0.6938585010702306,-0.6099847811446589,-0.2839384279296193,-0.27639425021479663,-0.5574439233067066,-0.502100512068141,-0.59227958873793,-0.3083113023457477,-0.7347228998233684,-0.7802476817814072,-0.07176278538626348,-0.4177617655298284,-0.4368160020634699,-0.4766487174732438,-0.5558196982387968,-0.41074889141584714,-0.6305003088026551,-0.757633877073306,-0.8457063027558938,-0.6374368787802956,-0.6829216135224858,-0.4927839363677238,-0.63043332406276,-0.587596122873689,-0.26749364787411384,train,3.9054242002781643,1
14,-0.511910782743761,-0.536593362919251,-0.3734614548397228,-0.590791480076895,-0.6809928930670234,-0.7086715764001672,-0.6258193263842203,-0.2912169900506948,-0.2858510439773204,-0.5692579340779038,-0.5107873971156992,-0.602431353274411,-0.31041024408673,-0.7486784539753618,-0.792516027187679,-0.07076036308063499,-0.43254961035830086,-0.4380519690026401,-0.47355105957780363,-0.563121271811935,-0.4086127760666519,-0.6346298492813635,-0.7577166758839358,-0.856451965113567,-0.6475668135739533,-0.7094513046755891,-0.5224612517405077,-0.6429978519409383,-0.600453158322108,-0.2654520777872029,train,4.205841446453407,1
15,-0.5245035458246415,-0.5483307525160594,-0.38407201216181963,-0.5938520106906211,-0.6857164172987658,-0.7123041235137693,-0.6334715638972961,-0.2954772920412038,-0.2896849731145788,-0.5715898852526837,-0.5110200939214604,-0.6061831329481281,-0.30997699795402567,-0.7575356010206006,-0.8019952811804704,-0.05638440178287024,-0.4375351296785068,-0.4393465977110302,-0.4760378025294214,-0.5677428833067653,-0.40332765964925577,-0.6394196441168942,-0.764477408633353,-0.8583342311682103,-0.649391198301136,-0.7108025399870422,-0.5252665987134427,-0.641089355673207,-0.6050474487898685,-0.26401240860785724,train,4.506258692628651,1
16,-0.5356184383365977,-0.554130294192143,-0.4012951198915902,-0.5940345541567533,-0.6907546739654566,-0.7217103779282253,-0.6384131929781164,-0.30188876307559465,-0.2997086088662266,-0.5777158327822736,-0.51361439465239,-0.6161796256108631,-0.3003183502233022,-0.7684909159628174,-0.8194824001205915,-0.0483540544878627,-0.4524927709876719,-0.4319281324371267,-0.4734808444926134,-0.583584629830719,-0.3986025685868973,-0.6424950801558331,-0.7671061094850016,-0.8587916982939523,-0.6467645723891667,-0.7174158685016506,-0.5354074264078491,-0.6358709762363066,-0.6186022714254864,-0.2591329614533707,train,4.806675938803894,1
17,-0.5467805068880495,-0.5622038661920922,-0.3906041271985291,-0.5897302874945625,-0.7011927636835301,-0.7331345937691357,-0.6478181444316385,-0.3010646121437582,-0.2950165113761387,-0.57593208823208,-0.5228258857854793,-0.6202706197012675,-0.30095292606146284,-0.7740399990230341,-0.8168286809278374,-0.05175096691592741,-0.45787627771240386,-0.41121018726720326,-0.45692930483712013,-0.5685912537458466,-0.381924117741981,-0.6447045845607425,-0.7567237468974561,-0.8540455329338753,-0.6498078043360318,-0.7225345069261645,-0.5474586775819288,-0.6489025476730808,-0.6206207639024168,-0.24165944053058724,train,5.107093184979138,1
18,-0.5530424372867123,-0.5627743584908024,-0.39040231061983843,-0.5870523222461703,-0.7018109716196007,-0.7368751130769162,-0.6458747248150114,-0.3016493128233101,-0.2993537073204463,-0.5740039645514781,-0.525487463546618,-0.6247347689289241,-0.3047050856447271,-0.7791773353387538,-0.8179350139814592,-0.059478273931631936,-0.4641112783651529,-0.39703340812194565,-0.45398659983506273,-0.5684403128393447,-0.3815945393370302,-0.6474456760631611,-0.7519569889082688,-0.8463821991255176,-0.6505882811667089,-0.7280233640983346,-0.5571618285015467,-0.6513841970672254,-0.634096550783954,-0.2345025958480952,train,5.407510431154381,1
19,-0.5601155941933332,-0.5638779046525272,-0.3897573769706534,-0.5885758842868121,-0.7110536933653163,-0.7501370754814762,-0.6516218745806571,-0.3050853479946368,-0.30910575057774226,-0.5807152953025236,-0.5338236994002374,-0.6325299907656089,-0.3017677800833579,-0.787432426889442,-0.8249215583618412,-0.06082677969750096,-0.47361194379761246,-0.3930446894180314,-0.45249550617705797,-0.5772980421156448,-0.3903274479427502,-0.6497757563096429,-0.7547509537524058,-0.8514560703421004,-0.6494677987409636,-0.7396386865707106,-0.5729186967954832,-0.6591133305606443,-0.6425369747334233,-0.23109991290871584,train,5.707927677329624,1
20,-0.5608929439938892,-0.572984322193651,-0.3911178663030828,-0.5734695678430288,-0.711131029284777,-0.7502348910401709,-0.6555880206982759,-0.3004563604824964,-0.30048482188416664,-0.574140011194785,-0.5338473815843475,-0.6326792267655262,-0.2968327014359745,-0.7888991477131346,-0.8298990246655794,-0.052885011309286356,-0.47140823445040375,-0.37553469692433905,-0.44416289619151417,-0.5673824891371684,-0.3686632391425982,-0.6457955539331782,-0.7495789547278284,-0.8354391731986084,-0.6487185725203624,-0.7293710287737042,-0.5602258050047051,-0.6540023732692812,-0.639362852415714,-0.22055534497747498,train,6.008344923504868,1
21,-0.573870969621302,-0.5819908614578753,-0.3896797074942553,-0.5772082723379454,-0.7206932661354001,-0.7620319257970971,-0.66457158952234,-0.29927277232723365,-0.30014826223803714,-0.5778565064335502,-0.5374103977295327,-0.6376992939952826,-0.2933913862256422,-0.8023014373664368,-0.8359074875275155,-0.0453998961286948,-0.4746626917660703,-0.3723406263127971,-0.44305430451776906,-0.5636105354629879,-0.3663314519745869,-0.6531950920885965,-0.7520781248937859,-0.8343978236321261,-0.6536106137844915,-0.7322810005373614,-0.5645700711889016,-0.6524827673307694,-0.6456522285740228,-0.21781221073037152,train,6.3087621696801115,1
22,-0.5797715047240712,-0.5811336362625695,-0.3904670875203152,-0.5804724142265336,-0.7244292895044744,-0.7639017346525344,-0.6675949242572644,-0.30155599801035626,-0.30288422932698283,-0.5846391712147874,-0.5382750927177051,-0.6385728103860532,-0.29582354097632857,-0.8034856683884454,-0.8393857069231809,-0.04726989679338853,-0.47607518493559203,-0.378182549127268,-0.44856841573525086,-0.5725205123675479,-0.3757788802249266,-0.6552104341560054,-0.756220381978367,-0.8433503126053804,-0.655568149080563,-0.7389487599382012,-0.5707822122764659,-0.6568319700634789,-0.6512351201640354,-0.22176278553958906,train,6.609179415855355,1
23,-0.5934229322189053,-0.5888464996371975,-0.38796277386211,-0.5922836839669999,-0.739253650112676,-0.774772280504515,-0.6790577162237713,-0.3045814406836496,-0.3102734047644794,-0.5940691746228668,-0.5461050177787676,-0.6425500516771611,-0.2954023745108165,-0.8124769394693485,-0.8448545577553767,-0.03907883873682583,-0.48309198057155234,-0.38354102738225376,-0.4493135891890488,-0.5749811589697111,-0.37879149102986204,-0.6577797406429733,-0.7605284657044089,-0.8549417421197566,-0.6557188083209127,-0.7559237201614476,-0.5951451655909841,-0.6730084967553569,-0.6615325856787165,-0.2228006289671707,train,6.909596662030598,1
24,-0.6016763836762545,-0.5931457014009355,-0.3893917104402118,-0.5986566386866348,-0.7422576701705917,-0.7715536418290677,-0.6821165223304144,-0.3052885051581388,-0.3105742975147679,-0.5930827130297254,-0.5486156050011121,-0.6450641025898629,-0.30709959636373785,-0.8153256707166142,-0.837681427264199,-0.04176436761803026,-0.48529943135375386,-0.38266045445911556,-0.4469413681070423,-0.567120059733285,-0.3703920438972069,-0.6624357360956763,-0.7608648937543996,-0.854303538233774,-0.6638672736748773,-0.7587338446725673,-0.6071625432262763,-0.6791252058650268,-0.6665770313416306,-0.22025452360007455,train,7.210013908205841,1
25,-0.6082387211263344,-0.5987302309189684,-0.3901018916539434,-0.5988622820869467,-0.7450181763535034,-0.7765189675157861,-0.6904306738081518,-0.3060504758988862,-0.3107119185851872,-0.5960318384086434,-0.5509751601810983,-0.649731568883685,-0.30537907651557517,-0.8215895383792488,-0.8403756858760976,-0.03406643624429176,-0.485687397482155,-0.3830184676214542,-0.4457795342359023,-0.5632073094074137,-0.35943223134991226,-0.6657453386774201,-0.7606601235690876,-0.8538388743359488,-0.6683791211843242,-0.7612148689134772,-0.6047669718620872,-0.6774309493491317,-0.6699084176144945,-0.21697084644114037,train,7.510431154381084,1
26,-0.6124652054462557,-0.5984080668011619,-0.3994375880652446,-0.5970067626061795,-0.740195985239842,-0.7684962707679932,-0.6931939968270279,-0.3047435173521252,-0.3018827798787789,-0.5963123540887871,-0.5457225623769223,-0.6500086868019739,-0.30279821874903357,-0.8212426938353505,-0.8310985121336468,-0.025156140160594836,-0.48727035692768855,-0.3820920294028494,-0.44661207928464736,-0.5553001337193889,-0.3366189361068346,-0.6680974346821811,-0.7612892270298353,-0.8476345881962918,-0.6780433800047292,-0.7489371880549429,-0.5894969629920712,-0.6679959962792509,-0.6670496625133671,-0.21125190413244785,train,7.810848400556329,1
27,-0.6180378184788845,-0.6061167605850535,-0.394725187984572,-0.600129806641925,-0.7460017586730681,-0.7721836995839815,-0.6970323142901603,-0.3025925873424299,-0.3010320300936107,-0.5983686027031505,-0.54300749830929,-0.6509538766159738,-0.2968354272028698,-0.8197833420747145,-0.8432780008096805,-0.013314954539656337,-0.4817977496126231,-0.38758465580669443,-0.45241910440259037,-0.5617426925641871,-0.3424205223879921,-0.6651385390292757,-0.7658417906716191,-0.8502972812555614,-0.6760641105108833,-0.7498032745103085,-0.5852260915507065,-0.6656654517816254,-0.6651894306724977,-0.21674234078591337,train,8.111265646731571,1
28,-0.6149694790608033,-0.6112281255975088,-0.3888247206050154,-0.5980474646406331,-0.7440615805809958,-0.7673619480262874,-0.6997686212533745,-0.2956954754097657,-0.2877916583220762,-0.5963762859077106,-0.5408427254981939,-0.6454947843272077,-0.2964373808996892,-0.8169874180643857,-0.833466224203404,-0.006632645240415708,-0.47266949352097737,-0.3863108957498373,-0.44718152833116276,-0.5413581870246568,-0.31741601189707536,-0.665713498900921,-0.7599479686019118,-0.8434460450622798,-0.682160962177744,-0.7385903153706385,-0.5727635166845071,-0.6637880253993635,-0.6565422617413046,-0.21084796569110947,train,8.411682892906814,1
29,-0.6327373523401999,-0.6152648375697615,-0.38370460062392,-0.615033267834348,-0.7521516264026851,-0.7701962256042795,-0.7077699424897613,-0.30123048087660453,-0.29155502729473015,-0.6046875392830293,-0.5478329681870132,-0.6468003479462553,-0.3025326136282819,-0.8238968912088362,-0.8278771424624808,-0.0016316157396207287,-0.4738467152210471,-0.3978080892259989,-0.44502548918768514,-0.5394973445648009,-0.3197087162595246,-0.6761465727803386,-0.7634251081888956,-0.8601748711609476,-0.6903474572846924,-0.7499983536836873,-0.5910137797173949,-0.6741939488697384,-0.6670639419009584,-0.2084071143772006,train,8.71210013908206,1
30,-0.6326677372237864,-0.613491254629933,-0.39650757371456463,-0.6152382591566727,-0.7505287007008502,-0.7730963818622176,-0.7133641622128886,-0.30190205417241917,-0.2987204091096476,-0.6041460341916978,-0.5503321678382245,-0.6518017739523506,-0.2996726076100401,-0.831308966033408,-0.8357649582184821,-0.0010016766622593931,-0.4788311591144811,-0.3902965739955925,-0.44420306404203225,-0.5463379183017987,-0.31565827893262655,-0.6773504068134639,-0.7638375610273643,-0.8541155465253331,-0.6874472214143033,-0.7599516169705848,-0.5952135048217027,-0.6680327879968091,-0.6783856344332666,-0.20351405372829845,train,9.012517385257302,1
31,-0.647478750520818,-0.6145567139075786,-0.4035426830851249,-0.6322998661994004,-0.7580693377591523,-0.7745792198987154,-0.7162359599672268,-0.3092370831292909,-0.3143714064287665,-0.6129688049227178,-0.5565082340658895,-0.6566565601113349,-0.3089633351139509,-0.8414215284975048,-0.8426273784285915,-0.004754643969136801,-0.48743367700346624,-0.39961857025681513,-0.45287155366201526,-0.5585151196233882,-0.3349906600858204,-0.6841231203356921,-0.7742057512754362,-0.8642784816193307,-0.6938896782531289,-0.7770201783137036,-0.6202793485967946,-0.6767315169063777,-0.6994066917971058,-0.20827793904538333,train,9.312934631432546,1
32,-0.6390150748424168,-0.6147393608933381,-0.40932448325398374,-0.6172623593427585,-0.7510747622463386,-0.7780426992857901,-0.717471916767132,-0.3099555797127902,-0.3107163976949887,-0.6104660974202042,-0.5541247800822723,-0.6623227772711772,-0.2939980736470077,-0.834352553338327,-0.848864566384219,0.006940900786134269,-0.4885584286656882,-0.399905787393224,-0.4441384249930088,-0.5627112647079038,-0.32320344543061125,-0.6810522106969875,-0.7699906154985033,-0.8606023746647894,-0.6875657769216623,-0.76507999231196,-0.5997764386740856,-0.6633886409311376,-0.6848601104958054,-0.20862919483495085,train,9.613351877607789,1
33,-0.6418677675092955,-0.6109724851800007,-0.40774593828416283,-0.6154993940823517,-0.7502157600824734,-0.7726307668189429,-0.7133997746637771,-0.3075690067833765,-0.31052153193650767,-0.6110045057608908,-0.5510754463455425,-0.6565688812788292,-0.2961145439022363,-0.8333027612112851,-0.8423845306211419,0.0022267955139864404,-0.4870239235734419,-0.39584742044997856,-0.44770150676555265,-0.5615065264927286,-0.32198279911862826,-0.6803780879709744,-0.7671687500458657,-0.8606568415993944,-0.6842766011393943,-0.7620919961211907,-0.6005687642797513,-0.6687401804656901,-0.6851047027898123,-0.20295952126573505,train,9.913769123783032,1
34,-0.6459157407487957,-0.6156558070590308,-0.40713028698317083,-0.6239190466437,-0.7531874142973166,-0.7827453929646866,-0.7192559130883796,-0.31276033732127045,-0.31280013585142924,-0.6152016945254632,-0.555918902705373,-0.6628547437870974,-0.29243796854703075,-0.8396673631916267,-0.8415740396177342,0.005828157052143512,-0.4920770026635785,-0.4013188199085063,-0.4441651749170261,-0.5573098653609847,-0.3171559067040828,-0.6850679505770628,-0.7645213583836504,-0.8635951412524908,-0.6868332431981559,-0.7728921203675474,-0.6082129755909429,-0.6695877455565001,-0.6878709528319007,-0.20417922738282185,train,10.214186369958275,1
35,-0.6478964575379833,-0.6146901949280901,-0.4129055776250652,-0.6193359009757611,-0.7464303963791019,-0.7741588253281346,-0.7174168591186142,-0.3098111926996947,-0.31007783750582474,-0.6083778088884892,-0.5498629952236453,-0.6593228087180348,-0.29206290222428954,-0.8359444677441564,-0.8462398440863135,0.008232610398881512,-0.4905707274695856,-0.3958193316162205,-0.44821808693487714,-0.5618551958758022,-0.3138598775844292,-0.6855327301855503,-0.7670580187217476,-0.8560214941077646,-0.6866722358511719,-0.7644759147561927,-0.597456418192359,-0.6610931893027183,-0.6888603700355737,-0.20484494316835597,train,10.514603616133519,1
36,-0.6489747531456089,-0.6175781220701327,-0.41545194019110687,-0.6164589614663246,-0.7509160495235727,-0.7773866784819874,-0.7162153226949125,-0.3076478387622779,-0.30521823042120977,-0.6113386239306919,-0.5518224160067278,-0.6610736231596928,-0.2888161570567588,-0.8378377639717327,-0.8449683192743196,0.010099212651667633,-0.49624528931259027,-0.38384328732617967,-0.4395346291367419,-0.5592519471594897,-0.30451844265859784,-0.6838245147416997,-0.7665623323554632,-0.8498123722464683,-0.6886433135985754,-0.7562533470444003,-0.5999730080261946,-0.659609172362358,-0.6896176928436548,-0.19466384401205217,train,10.815020862308762,1
37,-0.6471490403617824,-0.6212966069267937,-0.40342128538145705,-0.6180745979808817,-0.7512274975956454,-0.7708719236424644,-0.7143237988925552,-0.30297924688012073,-0.29514951224083663,-0.6045795383726638,-0.5488690993385735,-0.6550221805575094,-0.29597188910343775,-0.8308339849718662,-0.8413211363635067,0.00754292683671709,-0.48440700756188076,-0.389603534658876,-0.44361875919308236,-0.5472182556412781,-0.3063401599806021,-0.6824800424840681,-0.7679155373391171,-0.8532523053292047,-0.6907122738761333,-0.7583991560851958,-0.5977222772855953,-0.6706846502633163,-0.6881942729551116,-0.19889357611241631,train,11.115438108484005,1
38,-0.6484132755452294,-0.6163633520933129,-0.40122262368069284,-0.6196332770624462,-0.7522106978839755,-0.7739125966541389,-0.7145800581738472,-0.30018381325355853,-0.29539817606142094,-0.6077686707072122,-0.5514447515081753,-0.6589481387911527,-0.29841524986907597,-0.8316422945547025,-0.8429459382276535,-0.00299289089863089,-0.48610337685613675,-0.3870745210143915,-0.44106708176893494,-0.5508187734765896,-0.31003896842909057,-0.6837854479077264,-0.764734422053419,-0.8576885396231833,-0.6924413903380454,-0.763233293220693,-0.6052787844054291,-0.6739957596236049,-0.6885893960795126,-0.19742880092796278,train,11.415855354659248,1
39,-0.6519848574248822,-0.6226363422995137,-0.4037999973073476,-0.6147823310214515,-0.7577749757406907,-0.7748979832874431,-0.7195873088946229,-0.29561809560574276,-0.2887643511293372,-0.610121599388082,-0.5528895620091971,-0.6556144444349871,-0.2991053003897145,-0.8366251708736366,-0.8396382738566808,0.0038784162694225355,-0.48701785598004316,-0.37410778151215807,-0.4380416716441897,-0.5438878024615182,-0.2942422080979566,-0.6820720215048033,-0.7646908862335939,-0.8503390820415357,-0.6950270261113827,-0.7555068798515501,-0.6010209966948948,-0.6740440800942444,-0.6883221519348688,-0.18794224417494337,train,11.716272600834492,1
40,-0.6535481118949026,-0.6249439850940386,-0.4005251552644742,-0.6188937116319986,-0.7617833790745924,-0.7851021207765618,-0.7263121815215288,-0.2941720636522723,-0.2873851455207435,-0.6173176568104438,-0.5562954956152167,-0.6587210390967936,-0.29643414192815054,-0.8411674491286513,-0.8442575046767713,0.0044055877025662715,-0.4825819556012912,-0.3838731934880698,-0.4361942629047668,-0.5410663264451083,-0.2941863369748454,-0.6868633994143134,-0.7640210518700344,-0.8588076170828893,-0.6950763306374892,-0.763130204477431,-0.5984680080998432,-0.6735881289509102,-0.6883697536166615,-0.19241157666389813,train,12.016689847009737,1
41,-0.6585195418476147,-0.6236564763463849,-0.3954794519671001,-0.6227460596674779,-0.7658692144788566,-0.7875908836952603,-0.7275898877457236,-0.29334078462283114,-0.29221646809706686,-0.6196125546275884,-0.5564765925788747,-0.6580753224789179,-0.3013515082318811,-0.8397360484679799,-0.8471256874942025,-0.00268499817549947,-0.483103013756989,-0.3835079239421881,-0.441344458144976,-0.5479223663747212,-0.310052687428213,-0.6846832789613435,-0.7677006820205787,-0.8632365469957712,-0.6927203079376449,-0.7727749388890132,-0.6131183551091178,-0.6838938466873001,-0.6909727972972282,-0.19353596689790076,train,12.31710709318498,1
42,-0.6542277680685825,-0.6252835303912654,-0.40161548682052256,-0.6221220461176703,-0.7647461977610028,-0.7819346582511245,-0.7257357128509265,-0.2957521286100033,-0.2941390440675472,-0.6170227165849003,-0.5544689929028899,-0.6578230301150579,-0.3029297081260806,-0.8395445799867096,-0.8497360669074627,0.002231882692528775,-0.48534470152747905,-0.3838153351443623,-0.4444935955800132,-0.5494510627930409,-0.3073458585660258,-0.6819936912546877,-0.7719553947554038,-0.8569072641883811,-0.6918254567278068,-0.7697499532381653,-0.6135440546795194,-0.677679149443859,-0.693517125820736,-0.19755451699558074,train,12.617524339360223,1
