,AIBL,AIBR,ALA,AQR,AUAL,AVAL,AVBL,AVEL,AVER,AVFL,AWCL,BAGL,IL2DL,RIBL,RID,RIML,RIMR,RIS,RMEV,SIBDL,SIBDR,SIBVL,SMDDR,URXR,URYDR,URYVL,URYVR,VB2,train_test_label,time_in_seconds,tau
10,-0.937176194446855,-0.8369767109614792,0.4869573579713622,-0.891695266579855,-0.8775635386458616,-0.9678255072687354,-0.497167668730855,-0.7796190287757881,-0.8150816604998323,-0.6009851862975193,-0.79716587908054,-0.7195394817049555,-0.8934928318384391,-0.19945592343949148,-0.3042063871822658,-0.6313346853939283,-0.736993250682547,0.4635021414805932,0.41088387915519087,-0.8143919219589736,-0.48283093517574505,-0.6063632865337174,-0.9486901366894898,-0.9317696546342499,-0.8147990637308975,-0.8559834890606348,-0.8040810416524179,-0.5915147899525479,train,2.184907950637265,1
11,-0.9491352251598026,-0.8746936800932744,0.4435973933747428,-0.9023153032480054,-0.9078582667658697,-0.9598547739981697,-0.6864757170519653,-0.7536597517891342,-0.9769617373693796,-0.5959941953281758,-0.9240072630798384,-0.629010970911301,-0.8065004594655962,-0.3409551048981718,-0.3038488478076752,-0.7025669175628628,-0.7206547277393847,0.5415804067050828,0.6004457365554069,-0.6082639558581497,-0.32778632812525466,-0.591819770907112,-0.7270875817144586,-0.9033241419559774,-0.8545657429679381,-0.8892985860892803,-0.8597694520058357,-0.6036963081600799,train,2.4033987457009913,1
12,-0.951010687606738,-0.8443658203022644,0.3881783052246035,-0.8658989365670123,-0.8130511359227791,-0.9166500465399577,-0.4663940955047079,-0.7431626037222698,-0.798267217019837,-0.598707038129085,-0.9048049903606132,-0.7526283484391887,-0.7924020014335611,-0.5380565711827083,-0.31542454843893675,-0.6538001774419697,-0.8090829312264274,0.43594673564635344,0.6374954607656006,-0.43698845261798236,-0.48286386751133903,-0.5461906219803698,-0.7560778740207574,-0.8967641161190674,-0.9113598582016532,-0.8756199672072366,-0.8877453615096,-0.5897325615500759,train,2.621889540764718,1
13,-0.9510179480129763,-0.8494266009407648,0.6750121678327157,-0.8960375543010037,-0.8333528069473911,-0.8970673561002416,-0.5147506060021161,-0.7414543733305909,-0.8566147588464672,-0.5867551199459631,-0.7989049719638903,-0.6231197117582686,-0.8405914720907571,-0.43419444557876985,-0.28819604480691297,-0.6961928810816408,-0.6282992046629574,0.40340431514314157,0.5960205306679122,-0.7628753662432521,-0.40503745598431407,-0.4961517825735605,-0.7786673328787944,-0.9114860337290465,-0.9004152302132761,-0.84228451690057,-0.8311734110385297,-0.6388708555197992,train,2.8403803358284443,1
14,-0.9710746273017427,-0.8973299060638302,0.4135073964787046,-0.9024913411383438,-0.8530091277304764,-0.9040858941439691,-0.5192202827091532,-0.6890277060685146,-0.8240708192080043,-0.48236482774149636,-0.7456002084811892,-0.5470516652658128,-0.8483530062431801,-0.604877603693468,-0.49283387387737493,-0.6328163236246377,-0.7244962764166458,0.31516548567919644,0.4676898699328679,-0.7140876891342756,-0.5311980912897432,-0.4710962748316009,-0.7151889320291078,-0.908719988681782,-0.8742101482174791,-0.8677295647916625,-0.7532130678964348,-0.5472008944699944,train,3.0588711308921708,1
15,-0.9430426840910182,-0.8945783067658353,0.5406933477903273,-0.8850288694481385,-0.8930707521033843,-0.9232302651410794,-0.4036656561258697,-0.7610737081417166,-0.8227112054714482,-0.47163542341070697,-0.7406437071762634,-0.5207557098153824,-0.8750466227677126,-0.5831606731537526,-0.6021283496820844,-0.7135802266653317,-0.4677113540178689,0.1568344898281412,0.5984113203469675,-0.7025680899166212,-0.5102390078605668,-0.5506451334948455,-0.6586031472418605,-0.9187308153609564,-0.8298204748640865,-0.8193650566895729,-0.8552381273731041,-0.580191578836279,train,3.2773619259558973,1
16,-0.9141863831674294,-0.8912019403985505,0.34350113635084467,-0.8702531748143769,-0.8463476653069372,-0.9049496893937263,-0.5836933119558587,-0.7931727786170739,-0.8606474005078855,-0.3798967631328025,-0.8090669900235957,-0.5759584262855073,-0.8523525635048363,-0.5757357745281553,-0.2575295829423172,-0.7726825634290085,-0.6838699886727916,0.28849029577008956,0.5957621176572171,-0.5294365508948264,-0.5940103410196194,-0.5118809813586932,-0.7596185103584385,-0.9017078207753171,-0.8064399429770641,-0.8983283326287959,-0.8075376598223533,-0.6010456771500031,train,3.4958527210196237,1
17,-0.9505548750501255,-0.8884634126840302,0.3616249638907565,-0.9048090508524316,-0.924378348510737,-0.9100216884960197,-0.5912816571810703,-0.7124852699147295,-0.8968073439411941,-0.39783126428825566,-0.8092589795789709,-0.6914874070351683,-0.8650298812792149,-0.5941180459122657,-0.4206326546993219,-0.6538567458287081,-0.6667284613819977,0.22533799259485787,0.48812066736645054,-0.7195743659926125,-0.503359711373711,-0.5184304640138446,-0.6952658648566048,-0.8728712124552299,-0.7277409651119752,-0.8914334721908913,-0.8283913728055503,-0.5818590140943521,train,3.7143435160833502,1
18,-0.9408125014117836,-0.856290510082446,0.2524864848220574,-0.864793565057056,-0.8400954147524733,-0.912300897774364,-0.6249189105035775,-0.6600092450170496,-0.8393222461493121,-0.3556714769087349,-0.7851328163308067,-0.6169961182106432,-0.8954900657914874,-0.5934287219942481,-0.6501487372620862,-0.6003233433982892,-0.5012659259247556,0.12874573965532055,0.6646761900701422,-0.6250791105192941,-0.4589763022089516,-0.592291453555488,-0.6080185169552614,-0.8907649937110474,-0.8459288493781023,-0.8241834128957143,-0.811033579901983,-0.5829065046886852,train,3.9328343111470767,1
19,-0.9640179315035844,-0.9084561886162765,0.10044907965512895,-0.8776838910873523,-0.8417900635202584,-0.9199744275954547,-0.6871004314159913,-0.679768113201031,-0.8530654054328071,-0.3024303792478614,-0.7622877005314974,-0.497839032734811,-0.8746241528714287,-0.5209087912695497,-0.15381934394149466,-0.7322526532372045,-0.5737414197838799,0.10986497982654464,0.48334589468144407,-0.6707524395838382,-0.44562268225609913,-0.6311517423305447,-0.7016963493350254,-0.8912414103198976,-0.8292715255459919,-0.8077148833596762,-0.8688229050441393,-0.5794351578576089,train,4.151325106210804,1
20,-0.9306099954119454,-0.9132068931411021,0.15709413725458732,-0.8899836595760202,-0.8954706790946013,-0.9120897221710973,-0.6289003565316905,-0.7246041818973887,-0.8496642395543094,-0.06288810434721237,-0.7646127841576771,-0.6411376104799155,-0.7871687203224729,-0.4892698719651931,-0.3456281346861092,-0.7509971797812038,-0.7326668337192059,0.10267826428388471,0.5658892771860377,-0.5497507420549701,-0.5338703241254803,-0.6234455674036856,-0.6331363394211771,-0.8756273158844073,-0.8761818214934192,-0.8391960394924863,-0.8376264688534019,-0.6011166206193141,train,4.36981590127453,1
21,-0.9383039002748048,-0.8828423090218568,-0.020186625668794145,-0.8518835396275928,-0.9210544676744301,-0.8788731193318486,-0.6389499167388161,-0.6559294436297689,-0.8451562260008446,0.13723518582763128,-0.605926546515969,-0.495305787355657,-0.8498452017342245,-0.6692288860191036,-0.5883241504925241,-0.7329883150478609,-0.6170567137817082,0.0055632161347628495,0.47826330454221344,-0.5910282987303025,-0.49650197154401604,-0.5501397666761438,-0.8843138484077211,-0.9212540591807742,-0.8255246420237329,-0.772827210093472,-0.8207547713290974,-0.5574435769402897,train,4.588306696338257,1
22,-0.9332420500909044,-0.9136438230304715,-0.049547125085928956,-0.8762422474191849,-0.9049332551117028,-0.9040064068271181,-0.6421471780253462,-0.7073553601879246,-0.843622754340526,0.053246421826166124,-0.8633035715907584,-0.7778117245031417,-0.8482872539047459,-0.5273729366266455,-0.5385023745608194,-0.7019026908156281,-0.6717026702479989,0.13333568313166932,0.5581532475622356,-0.7439377379979568,-0.5081725643379791,-0.5954003800546235,-0.6405738176542242,-0.9062091350345499,-0.7840201649307504,-0.8280755107925225,-0.9159861211352094,-0.5898360695410667,train,4.806797491401983,1
23,-0.9286683562226077,-0.891492068947794,0.013243152946257775,-0.8806428152958607,-0.9137700146247385,-0.9412781185297618,-0.6786867454335704,-0.7111877979590551,-0.786525884007158,-0.01975553521365736,-0.7267687600925666,-0.48435986862368363,-0.9173654861971695,-0.5752308115072193,-0.19897195681489888,-0.6909270939709846,-0.5609108788192773,0.06328538437048603,0.6428716058543446,-0.6138079653153408,-0.48389651898694874,-0.5497762558953061,-0.7169537949520204,-0.8961810526300994,-0.8613693131655324,-0.8022870265124123,-0.8432695481888235,-0.6233266925669181,train,5.02528828646571,1
24,-0.9255110627380119,-0.8432871896605922,-0.14097117612472532,-0.8871191231843905,-0.8255977719432916,-0.9499516508328671,-0.7206981861919255,-0.7394113422977562,-0.9348775459902543,0.0026761534791206465,-0.7384211803724616,-0.5493557003637155,-0.9185668232384957,-0.5637628557011956,-0.5582860609308237,-0.718247272011713,-0.5900757373332184,0.0005702215434107982,0.6179345232079244,-0.738668062879394,-0.46962927364639584,-0.6085308701241696,-0.7237988109894054,-0.88829545210942,-0.7544877174616342,-0.8793093492569878,-0.7898429530101527,-0.642644683786247,train,5.243779081529436,1
25,-0.9252499151484179,-0.875436266288826,-0.08799850176736967,-0.8783944518297301,-0.8250446199196664,-0.9364563155574749,-0.6908263251503151,-0.6291837584653697,-0.8279335166966739,-0.02667520076065033,-0.6563881918316827,-0.4945699044888857,-0.8416333485895368,-0.7137988521573035,-0.25662811575511446,-0.6607053736847446,-0.6864894499553413,0.03314328350673479,0.6102076021129924,-0.7082389699271477,-0.4751375507190926,-0.4972653425565694,-0.6815447147512281,-0.8768969580101115,-0.8121276877536856,-0.832650075065996,-0.8038079175403054,-0.5901493054783982,train,5.4622698765931625,1
26,-0.9230346570034672,-0.8876387163450774,-0.30340527796752315,-0.8710813723636224,-0.8771364248238648,-0.9002657804213288,-0.7022328599824237,-0.6662745923249999,-0.8519886238846673,0.10471045217452812,-0.6832707136409861,-0.5583595868024354,-0.893517566818256,-0.6646254749022826,-0.560512440554322,-0.7138654554507843,-0.5060126107412466,0.0839010616762631,0.5644993635494601,-0.6521629813438545,-0.5326346637037103,-0.5185970156139847,-0.6887332012683862,-0.8862242994296112,-0.8267735356553318,-0.8623713380650887,-0.846747464075492,-0.571092106116043,train,5.680760671656889,1
27,-0.9336848803752921,-0.868012978880156,-0.09475338749850226,-0.8527445086496215,-0.8267037334919901,-0.8730884142729407,-0.7406735484007094,-0.7984960267789258,-0.8382946401393525,-0.08208190449701958,-0.6440985097975985,-0.7015010020604228,-0.8779067694123326,-0.7069104197972329,-0.4364210046743966,-0.7623610833094976,-0.7389271503006516,0.07314943844173538,0.4518694933368018,-0.5606526629978883,-0.3841031013388263,-0.6171211129325628,-0.7194955144142778,-0.9019503189799913,-0.8070027815187291,-0.899345582673959,-0.8476280664985332,-0.685744008827269,train,5.8992514667206155,1
28,-0.9368194033843075,-0.8892491413059336,-0.05205187510708065,-0.8767288069291029,-0.8179338836116025,-0.9353195763483815,-0.7708252020011186,-0.6804941956347004,-0.784618124826523,-0.11264205801105864,-0.7644721149974189,-0.4060499826619216,-0.8912485683963122,-0.44773641506157436,-0.3161342641129291,-0.7101896355429098,-0.3745423728134979,0.09026110445521807,0.6693766671645077,-0.6620562997216601,-0.49808440664708237,-0.662702996802403,-0.694250492841147,-0.9092109723936749,-0.775241916015572,-0.8096334068227841,-0.8651137506656608,-0.614351604575279,train,6.1177422617843416,1
29,-0.942268675909538,-0.8584608299600979,0.020461402075358626,-0.8467251779763535,-0.8240709854925915,-0.8912367090030026,-0.8426739555276007,-0.694315183231802,-0.8236495716428305,-0.1382320946251252,-0.6840705180245539,-0.6674694513726394,-0.832727350054417,-0.7067549846515717,-0.48897194716579306,-0.6980378151993322,-0.6524368689739808,0.06632161040907547,0.5099942749151832,-0.7451663341852823,-0.513716730592422,-0.645519400710542,-0.7243649270279893,-0.9197539894478899,-0.8165511254171876,-0.8003764060342038,-0.9409388366184432,-0.6865494387711492,train,6.3362330568480685,1
30,-0.9452439853099652,-0.8648746841078386,0.14344179330654194,-0.8662263549028246,-0.8544458558415967,-0.8683557568524247,-0.8678159282756597,-0.6957047493264734,-0.8666913373215095,-0.14592012051374648,-0.7610040848491889,-0.6073543587013406,-0.8544817470084911,-0.7242353673123423,-0.38883474630605264,-0.6530783423225864,-0.65231293113042,0.0214442830951741,0.5887243579478104,-0.6099119792309272,-0.4759893667634003,-0.6123829853309541,-0.6955604253977168,-0.8618837483636353,-0.8465420430568764,-0.8209357761381177,-0.8227920470992272,-0.6747557255700323,train,6.5547238519117945,1
31,-0.9327617522288574,-0.9058963830060752,-0.005371372368790928,-0.9141913923864208,-0.8865238800995525,-0.8939402256598097,-0.6806914220591704,-0.7495786296808025,-0.8691912438758636,-0.09999268154538199,-0.7059120247401753,-0.5516211994258132,-0.7970932305876677,-0.6543432451049825,-0.3035694203158048,-0.6720773243132616,-0.6045562816719272,0.1194131195063367,0.6242191245304011,-0.7099050582939824,-0.5456964424577215,-0.7533414361309518,-0.6731645739540503,-0.892495608698184,-0.8008221294503377,-0.7931877207615343,-0.7827179792359388,-0.6433412850312294,train,6.7732146469755214,1
32,-0.9217383759440357,-0.8851196793836404,-0.031748818922149535,-0.8667695845668211,-0.8550407296396986,-0.9202777210271802,-0.7810384287631286,-0.7428678734492309,-0.8506959558138316,-0.12113658069432098,-0.7251387132858118,-0.6594660342511437,-0.9076820797028671,-0.7038420512794381,-0.3208567739174889,-0.7425196449407977,-0.43500641253651784,0.1367504620864327,0.46215405283049515,-0.795068888807584,-0.7099569130857067,-0.5952419181321148,-0.5518601555413362,-0.9038005793654351,-0.7321268373372971,-0.9105083860209061,-0.8966892789272742,-0.6231035700114673,train,6.9917054420392475,1
33,-0.9230859910959139,-0.8885870884677289,-0.09110218843403639,-0.8736604761273172,-0.847989618538536,-0.9205807025952959,-0.7271000152152007,-0.6811378349603759,-0.8140517344552003,-0.20496934935533206,-0.6564078771652841,-0.5991699751665347,-0.8941089285803261,-0.6082190738678217,-0.34529334160451286,-0.7653312816410232,-0.7346826008261922,0.10137477334069278,0.5557360305415687,-0.6381354015249849,-0.580789844639751,-0.6649867453722804,-0.7410822927661367,-0.9017248324445999,-0.8211260468381144,-0.858584637408293,-0.8296852027538452,-0.6480419602607843,train,7.210196237102974,1
34,-0.927278894609122,-0.8875972005734014,-0.026352762006637276,-0.898152477337801,-0.8459000687468043,-0.9101253966445241,-0.7254647515904125,-0.657365145513886,-0.7575798007955983,-0.21936913545312142,-0.8016083376650986,-0.5377642088177356,-0.9199092386395262,-0.6007150336206948,-0.3707700811153397,-0.6448529272239181,-0.6703055036223331,0.1724986386307369,0.6428322336282067,-0.7289878799562268,-0.5902531953143229,-0.6950347822358646,-0.5041100432106633,-0.8990982578484571,-0.7198965418137608,-0.8732960252739398,-0.87047585593951,-0.6392948950971349,train,7.4286870321667005,1
35,-0.9589730409560666,-0.8740191320295133,-0.1520055577578472,-0.8776567320938454,-0.8627621962497998,-0.8729128143504327,-0.9431340596124214,-0.6989290712372598,-0.8475694565258269,0.027132366466390057,-0.7562141369336075,-0.3770742325428087,-0.8839491690826277,-0.5866067431370761,-0.27694797524729775,-0.7204390156902941,-0.6836710761734142,0.1758700517088051,0.6003693255347279,-0.8872149197750466,-0.6088253798363936,-0.6460965035981089,-0.7394182311389903,-0.8962774491782178,-0.7718662372876645,-0.8457692809520463,-0.8851663444939296,-0.5806612604514725,train,7.647177827230427,1
36,-0.9310136825502761,-0.9002959902877604,0.08641580497066981,-0.8897719313442933,-0.8633263184941775,-0.8858504195538079,-0.7767046757936067,-0.6366528807110157,-0.8076065998926099,-0.046134103557009976,-0.8320568685214208,-0.5000131351300078,-0.9259358008047588,-0.585067951711402,-0.6620301131562591,-0.7112213522166496,-0.5461711383793082,0.17097440344140857,0.8398404978788786,-0.7641032692456389,-0.3948078555341141,-0.6395103642664444,-0.5673910892563548,-0.9007884359707996,-0.7308531226554862,-0.8235458619434313,-0.846375978959647,-0.618046124508415,train,7.865668622294153,1
37,-0.9247762519857108,-0.8571922770663885,-0.03814694106906247,-0.8379755930941237,-0.790131137027717,-0.9079699217341736,-0.737056781870451,-0.6636249333567674,-0.8531150600937698,0.05478682298917126,-0.7650828753640161,-0.4479200390048085,-0.862937390961447,-0.6270423425465377,-0.3962431472986232,-0.6953302558062343,-0.6455986474661575,0.24569648860232618,0.6246441920704743,-0.914572338866673,-0.6778914987719113,-0.6929482814933666,-0.689958658937215,-0.8575932563427813,-0.7232098163353506,-0.8116134058867468,-0.8299403205478959,-0.6689574468462954,train,8.08415941735788,1
38,-0.9452806475366061,-0.8800510530481088,-0.02134618397201915,-0.8447927992275011,-0.8879533306374492,-0.9186562221319252,-0.7913373893045118,-0.7465475408689084,-0.854096258836654,0.29492377300169936,-0.7742325690490236,-0.7089597666074048,-0.8030277394790921,-0.612699979509985,-0.5676336920907777,-0.7183436496760387,-0.6318138643759705,0.22970965531088805,0.7218895764274001,-0.5664175659859054,-0.6444200816861905,-0.6574867467454549,-0.5509661011754594,-0.895223482226467,-0.7865839794654569,-0.8017601975820703,-0.8109748718438989,-0.5886968290162634,train,8.302650212421607,1
39,-0.9174101897919569,-0.9075249623320298,0.2200707643222093,-0.8814035682483443,-0.8383857261792831,-0.904612506478601,-0.7003625146031204,-0.6904782961891005,-0.7722232245927297,0.15695071486525625,-0.779136844164379,-0.6866372840041597,-0.7697050060040161,-0.6195024897415042,-0.27877482902852335,-0.7588009745652131,-0.6250490278125393,0.24199660981205728,0.6856681220853934,-0.7236364270469317,-0.564782611661748,-0.6755399065012831,-0.6350427835268411,-0.8516695916404922,-0.7847434916459904,-0.8687251237040793,-0.8598388291683957,-0.6347223515295493,train,8.521141007485333,1
40,-0.9386758350555751,-0.9188007271560779,0.20266517836500308,-0.8763235275954048,-0.865530100838134,-0.9129417317494617,-0.6659304275174283,-0.6703768426117219,-0.7158130524434381,0.1400274857146342,-0.6557507716512982,-0.3817332329030314,-0.8127494051148381,-0.5703954036252903,-0.3170829718802749,-0.7630567312552732,-0.703389675767488,0.2742663474172532,0.5484808408739456,-0.8221228137155531,-0.5443558743392675,-0.6370718336237841,-0.7385951944403675,-0.9028147655548767,-0.7537420961772925,-0.8755274068030698,-0.8660925632121962,-0.7445277773160117,train,8.73963180254906,1
41,-0.9375594536591856,-0.8376996556028354,0.1967476348146353,-0.8743103950625586,-0.731463188024194,-0.8759963555665675,-0.6747316650110855,-0.7657080944801804,-0.8145282492903756,0.1868059803432358,-0.8076202316743727,-0.41537926583916607,-0.9273949688695154,-0.6443389198724068,-0.28808474693737696,-0.6966849817190173,-0.851631956666374,0.292992963860328,0.5911399422627882,-0.7507224634101946,-0.6382557244015402,-0.6158656857761415,-0.7101264060659576,-0.8858552236460767,-0.7512827300668917,-0.7959054417589893,-0.8260891823299739,-0.6388208703340372,train,8.958122597612785,1
42,-0.9315863719866326,-0.8822936129902811,0.17684753182237767,-0.8898407369732074,-0.8582737563414393,-0.8880125119648569,-0.8784779134833738,-0.7200440975510587,-0.9087637029023373,0.10656165977862941,-0.6854387646012301,-0.5663676854557034,-0.7977490100669589,-0.549307030312292,-0.4809072138433515,-0.7057629632178131,-0.577189125640251,0.4032320538058164,0.6665817003706974,-0.6350453025291383,-0.7143855509423073,-0.63057834979238,-0.558074597453144,-0.8602407443789334,-0.7372077688489878,-0.8836496627667139,-0.8703173827716378,-0.6520736171553825,train,9.176613392676513,1
43,-0.9130853465761573,-0.917889957090178,-0.03725641781713407,-0.8566820031199837,-0.856440969919696,-0.879257476337121,-0.8312109031325673,-0.7126944257436119,-0.8374298643068878,0.25899682647562794,-0.7467310986049156,-0.4755655870707508,-0.9865365547411795,-0.6400278015254078,-0.3912351423229151,-0.7345587271151426,-0.780616440936676,0.28671456464742684,0.528709876594064,-0.7763110505491275,-0.6015980241973213,-0.6079203205793413,-0.7450174656519759,-0.8777394236361,-0.800334171481218,-0.7938375691511513,-0.8551896518994861,-0.7020809261416121,train,9.39510418774024,1
44,-0.9556910550901405,-0.9220971495733779,-0.00031983691415915505,-0.8700913542564174,-0.8942812803269129,-0.9228032867572924,-0.8753696443119752,-0.7005552663291914,-0.7884292711827235,0.18615572458195584,-0.794386716527727,-0.5858147566869254,-0.8168112802896734,-0.7603411543645913,-0.32201470583041747,-0.690169251487891,-0.7450319989834163,0.19943918942364192,0.4792158852934493,-0.8420047825315733,-0.6014381747971895,-0.6960174655551894,-0.6020985720947906,-0.8755118399918462,-0.7429732399564872,-0.8832008036306205,-0.8201203985187128,-0.6717161062068853,train,9.613594982803965,1
45,-0.9316536297407845,-0.8829569755526621,-0.1799181038117218,-0.8716722215549977,-0.8464447352097794,-0.9120261141758078,-0.8021531861429492,-0.6255933562061768,-0.873399772866195,0.100655954116869,-0.7042275022989712,-0.5685206212704357,-0.8264673359465811,-0.6824071636611739,-0.2208285996645254,-0.6676170996719801,-0.7728255195326966,0.24329142703084516,0.5772359392265644,-0.7030988106683103,-0.6171605638549581,-0.6172222856677003,-0.7434003475821666,-0.9065387922110738,-0.7875506005889421,-0.8084653641093583,-0.8283436435432396,-0.6496037844506545,train,9.832085777867691,1
46,-0.9233840322469117,-0.8843846684903233,-0.10271155545373734,-0.8553243830325661,-0.8907729772819667,-0.8865947876200284,-0.7720682760356099,-0.6571807832777863,-0.8813350522436311,-0.06621189204429545,-0.7622611504433396,-0.7162013201651671,-0.8231981190026573,-0.689154587856708,-0.17301665543040523,-0.6887776998622224,-0.6356053758599198,0.2510354625710852,0.6081951581646744,-0.7013874196616919,-0.6528717141777907,-0.654255682732386,-0.6348352354158255,-0.899235581639709,-0.8134936260812273,-0.8664961099833691,-0.8304708894728263,-0.7127136674766519,train,10.05057657293142,1
