,AIBL,AIBR,ALA,AS1,AVAL,AVAR,AVBL,AVBR,AVEL,AVFL,AVFR,BAGL,BAGR,OLQDL,OLQDR,OLQVL,OLQVR,RID,RIGL,RIGR,RIML,RIMR,RIS,RIVL,RIVR,RMED,RMEL,RMER,RMEV,SABVL,SABVR,SIBVL,SMBDR,URXR,URYVR,VA1,VB2,train_test_label,time_in_seconds,tau
10,-0.7317236938795961,-0.7040980847578101,-0.12773521771188556,-0.7064424274781993,-0.9148339496568982,-0.9032847546195548,-0.44612239820336064,0.04236121819153449,-0.72598334344317,-0.32463047618590524,-0.684974343257644,-0.838576704206258,-0.7958606901110183,-0.8756349542817627,-0.7818537353817472,-0.8130849747283366,-0.6173699145693707,-0.7037366032978052,-0.7043843405089216,-0.5878478560404161,-0.8499982515241944,-0.7241833162130938,-0.008948033166619851,-0.9310518439152873,-0.8127386643347821,-0.446806627106615,-0.19793237076152603,-0.04153471088182037,-0.1777096495864614,-0.6786590330341593,-0.7518636695331168,-0.4409019645308534,-0.7511663254864668,-0.8511173245533591,-0.05040989368163018,-0.8509097048903036,-0.7182701735853683,train,3.2771961766044604,1
11,-0.6409583416753022,-0.7178008917653526,-0.17345015342465697,-0.5399537284214269,-0.9583771164510233,-0.9015275242720983,-0.5177220900877716,-0.1558888274906678,-0.6648457945164958,-0.3823761693945772,-0.7576666129018635,-0.9244291648129309,-0.8273541247867944,-0.9653735193022146,-0.8173952660842658,-0.943572246995453,-0.7826514652760148,-0.7038458807258273,-0.8083679923574079,-0.669682583740985,-0.8702842580741607,-0.7900356642522207,-0.03887952718460708,-0.8619611561178745,-0.8494447041776102,-0.6157548596192752,-0.5327837763085126,-0.2560908545118793,-0.5203671412539903,-0.7756175818452367,-0.7731545736811233,-0.7372403506612545,-0.777252242503795,-0.7995059087451419,-0.021392183336893855,-0.7457436508202551,-0.7021447070299405,train,3.604915794264907,1
12,-0.643974302627221,-0.7007890191221661,-0.06382934792590922,-0.8455241146111399,-0.9278236363875377,-0.8999974263025705,-0.42608646974371245,-0.13061395626805872,-0.676646070234737,-0.527442747058392,-0.7477338395695339,-0.921902941487385,-0.8512527596534277,-0.9160238692927635,-0.7535059484168947,-0.9511382126556925,-0.5982292203335313,-0.508887187229143,-0.7114743930257704,-0.6533841312533277,-0.870699737645689,-0.7390671106335187,-0.14355700239726799,-0.8725890497872568,-0.7883021913443102,-0.617344922577,-0.28820084800732937,-0.12855991992793414,-0.5443676047417196,-0.6414799165376759,-0.7115712057691486,-0.9216266777497255,-0.744066297786755,-0.8468427300256569,0.02919862551978858,-0.782471335814431,-0.6620020270076047,train,3.932635411925353,1
13,-0.536485207931549,-0.6280451152082552,-0.13135371897761217,-0.7347392774515022,-0.9220543083857028,-0.891508795201968,-0.1365801245950251,-0.2750279086924807,-0.6893243270046597,-0.5388720887462954,-0.8698438108410527,-0.8198714798789203,-0.8133639756305513,-0.8968893505470682,-0.8100888182342155,-0.8406785521943894,-0.641951171899654,-0.7295795992442641,-0.8494274678782973,-0.5867050199539394,-0.8637784739850549,-0.7228615181768852,-0.26005419303374533,-0.9045736945980846,-0.7927244125558752,-0.593423540464997,-0.5362207557332699,-0.26918579193866665,-0.37665461606250017,-0.6144497182564804,-0.6979496058034884,-0.6283666099491351,-0.6961925041793662,-0.8171809871682143,-0.021895365548001533,-0.8551666485530248,-0.6758290440290777,train,4.260355029585798,1
14,-0.5447186105061523,-0.6937258936197312,-0.11942099941439654,-0.8130450258053038,-0.9210258304243042,-0.8805054816737581,-0.14029899667626777,-0.16834633458030623,-0.7813900007770492,-0.5567370625332435,-0.8340336599215857,-0.8361632575372109,-0.7572419241200612,-0.8405495077280261,-0.8015185077578625,-0.8234836890029611,-0.6569027376492604,-0.696430344305173,-0.9076472454648503,-0.806142132683448,-0.8907939382759377,-0.7268093761955539,-0.266656204284215,-0.8791590654129666,-0.9282164059133164,-0.49720536646248226,-0.19812697024441994,-0.0838517219396554,-0.45969655145088373,-0.7580694770138237,-0.7838572593684272,-0.7711589030977972,-0.75948818236903,-0.8834931983803214,0.032472611573524435,-0.754596663018873,-0.6989937933733421,train,4.588074647246245,1
15,-0.4779104641112438,-0.626994053754097,-0.14124141754628838,-0.7201459334401141,-0.9124193948192035,-0.9092236255353655,-0.16219087460701231,-0.021947666565336643,-0.6819264443626432,-0.693175768737311,-0.7812068422995666,-0.8639521215868208,-0.7922186694150898,-0.871903439362685,-0.7740175792116268,-0.8961615692019536,-0.7167904395374851,-0.5573644045295784,-0.8950029628219764,-0.672492185709666,-0.8633094556582764,-0.7002817904947358,-0.36449120699665627,-0.924960833450336,-0.8586172155806491,-0.4121455103384959,-0.2992011462178824,-0.2937321562536126,-0.33105567047404805,-0.6598915826477769,-0.6839559873513714,-0.635920916424874,-0.7862389221545218,-0.8323469446089917,-0.04948707744874492,-0.6779949003871024,-0.7050862800160063,train,4.915794264906691,1
16,-0.38253740774424183,-0.5575585713529292,-0.1375214537301378,-0.7317138280832884,-0.908448983616166,-0.8783313131392587,-0.36880505694925625,-0.12354706605612564,-0.720099241291341,-0.7045929728412803,-0.8341609540281598,-0.8748403690119637,-0.8165153082459523,-0.8497625550512069,-0.8291694037324888,-0.8257833583136113,-0.7202411456449482,-0.6159666496503784,-0.7978969774936036,-0.7633377644073516,-0.8623692146255585,-0.70814892201793,-0.38941793855426654,-0.8983811033137694,-0.9029095988993053,-0.4289877925640294,-0.25216061594142225,-0.19640092848880053,-0.43582601195876836,-0.6270143058821438,-0.6965473822776116,-0.595746805853657,-0.7541786296059725,-0.7880636551291229,0.04544513091199465,-0.8544772726625401,-0.7888769823400926,train,5.243513882567137,1
17,-0.29241652988295097,-0.5772289444580745,-0.1639389970020675,-0.48015661149670674,-0.8920194009190201,-0.8770258736521674,-0.40309747608297475,-0.07965025359685729,-0.5654596430426206,-0.8195119056339998,-0.5209027451967835,-0.8839731146771641,-0.8113668298007755,-0.8245520214946981,-0.8206580008195359,-0.7431760557968891,-0.6791584786035428,-0.8695578558305792,-0.8050134343714401,-0.5790490480259204,-0.8143813700538469,-0.7253417776488214,-0.49959653198053733,-0.967615515879681,-0.8196522036905352,-0.5700533177561653,-0.06001109108008584,-0.26639094429887455,-0.6369158761709157,-0.7723396507682438,-0.8033166878907985,-0.7010030888991716,-0.7180703983639407,-0.8395919111446621,-0.14850205338146705,-0.8593695393846118,-0.7355829308364443,train,5.571233500227583,1
18,-0.1560625720017551,-0.5342153945623292,-0.10234609900491287,-0.6790354155543685,-0.9388976002481146,-0.8820911918062745,-0.30205533179260313,-0.2849413279137498,-0.763825508893059,-0.7118730400607599,-0.6149133232423969,-0.8591859804120303,-0.8398211216620816,-0.8154788674318219,-0.7717624034108711,-0.8243557069596561,-0.6438930892483183,-0.6742901022633679,-0.8319699492033884,-0.6133659885787943,-0.8411408721177679,-0.7162774624246959,-0.511397039511454,-0.9149654567161016,-0.7791111963101323,-0.5270765036915986,-0.36063138609733747,-0.4646611500731581,-0.5449617075514526,-0.7505889718137662,-0.7422770393051842,-0.7510591589741695,-0.7534370274130282,-0.7992594986115059,-0.012683648274181114,-0.7171843762615131,-0.7538373878144728,train,5.898953117888029,1
19,-0.08205401175906579,-0.48284004297247163,-0.1565807733600565,-0.5251824168001419,-0.9148995711867967,-0.8712511199540552,-0.167019275565638,-0.2098660534934893,-0.8134793336844957,-0.8544722937150893,-0.6281440076808038,-0.8638698144870866,-0.7990168612649121,-0.7846800429953966,-0.8446582199767226,-0.8453117609531381,-0.5772212467587249,-0.5574079053451286,-0.811488639669757,-0.6375223300760935,-0.8342942420983379,-0.7146516180141216,-0.51523231463012,-0.874973178608674,-0.775024073196777,-0.4541898222776931,-0.7838180109868961,-0.24861651394331097,-0.4888128874467742,-0.5579693821297641,-0.8076664425016814,-0.5322750483277521,-0.6642884624628294,-0.8131727201552447,0.16787629926939573,-0.7942435650226225,-0.7407370353904932,train,6.226672735548475,1
20,-0.017054350573170396,-0.32729352715421123,-0.12718235648417264,-0.5441359672539599,-0.9252089667480692,-0.8667249356853768,-0.26951383781197713,-0.013045970718965405,-0.6972334602464606,-0.8320174368304712,-0.6603899236162015,-0.8442056513801373,-0.8101487210647327,-0.8402921508674799,-0.7754083697523712,-0.9555614488964673,-0.6479497416243971,-0.5238714848516829,-0.7719290980336995,-0.7275935881476512,-0.858740118675168,-0.7081968588036913,-0.5616014139091737,-0.8995856007867051,-0.8084573657823593,-0.2848534373513719,-0.3353483318293591,-0.48461416471902596,-0.5898589714189089,-0.890529157477584,-0.7120863082888584,-0.7666106255560738,-0.6627551112936869,-0.841196398924261,0.26170680988040373,-0.7737556000050623,-0.7249337976322578,train,6.554392353208921,1
21,0.12463285968319959,-0.2288129911784843,-0.1012825931027056,-0.6444207154297921,-0.9012386022825772,-0.8452352272490088,-0.09973567768293468,-0.2062399770779615,-0.7902785737052973,-0.9415235633779622,-0.6219593123080229,-0.8275180691013555,-0.7920528260046482,-0.9202938436656607,-0.7715986660202712,-0.8051969855172498,-0.6726246569099816,-0.5784550184164359,-0.7675476425683514,-0.694611185555575,-0.8600625043619627,-0.6991880473641029,-0.6216152387575486,-0.8350476397094502,-0.8129971994130665,-0.5946614146921234,-0.12199218693303293,-0.4331483054960449,-0.5706479579184474,-0.6486972812363001,-0.8057204996494447,-0.7264964809755583,-0.7442736436682138,-0.8253012447547321,0.2710136588784645,-0.8132976735017264,-0.7825671505502418,train,6.882111970869367,1
22,0.33685112627037195,-0.03116828047232656,-0.23312002261881637,-0.9581776116746755,-0.878071203970706,-0.8575552575205476,-0.10548647153252,-0.3692734572658166,-0.6689338598708329,-0.6041422767351714,-0.6681387748992775,-0.9239585091523242,-0.7358072000103674,-0.8794790878844645,-0.7946884939205078,-0.8063267620107116,-0.600641236332603,-0.662641580737658,-0.5881124608489932,-0.474232412899113,-0.8248967036694759,-0.6466939504592613,-0.6821736529256476,-0.8423087883631581,-0.8139014239563506,-0.26489529567361125,-0.2539590049531548,-0.552380695750404,-0.3752201537917732,-0.6232504436628077,-0.7017842578946614,-0.5041916620869497,-0.7264376814992979,-0.83743923991286,0.360315942048438,-0.7860037449712075,-0.7417498869828172,train,7.209831588529814,1
23,0.4233747992737531,0.06436363113291765,-0.08698870763328281,-0.649670759921693,-0.8983444395998509,-0.8577254621010252,-0.5206621534260136,-0.19474056390188543,-0.6688820296450384,-0.4479054274444839,-0.7942240606730089,-0.856973191909002,-0.8215659362667563,-0.8648488194091413,-0.7510452898492981,-0.7973873575337094,-0.760940430149056,-0.7951610051563985,-0.7705047513145669,-0.4542499818820158,-0.8548603057301061,-0.6666005273989669,-0.7571408316943248,-0.8531141164190679,-0.8230673779980058,-0.5866136361943619,-0.05596555921521984,-0.519784589789946,-0.28911463823020445,-0.5273389489777249,-0.7538382291920045,-0.8139578375317836,-0.7394022892906841,-0.7880377111752215,0.3624547222390758,-0.8395128110971026,-0.7583534445644605,train,7.537551206190259,1
24,0.469714781809923,0.24409707971945616,-0.32673137039125955,-0.9173340452037734,-0.9031690266933177,-0.7958761960465464,-0.4511559624607594,-0.3864295549156662,-0.5895103694584626,-0.5315995643467286,-0.826268482814432,-0.8720182454102305,-0.7531684320298861,-0.8093702192783391,-0.8068499093633946,-0.8919121118259036,-0.6133997497465891,-0.7819050561938553,-0.7164889988118586,-0.6487667255963883,-0.8059178539838974,-0.6911043326003201,-0.8217673585753806,-0.7939534619585059,-0.7073704272492992,-0.43761545885084374,-0.09458850350549164,-0.5102617845433708,-0.6818974524185065,-0.7734946964687928,-0.7418764040120762,-0.7648327954885858,-0.7356380894812438,-0.77179328565945,0.3785087333880818,-0.7870645722409121,-0.7369398750940956,train,7.865270823850706,1
25,0.5672187077329347,0.325545665292142,-0.2048167408313567,-0.7649047873287058,-0.8871104342887397,-0.8434097959246513,-0.4848078170688913,-0.12990138415390262,-0.7433370856678483,-0.5877702176127022,-0.7302028857479324,-0.8568961060944791,-0.810406656087432,-0.8382301813451424,-0.7796661623698221,-0.821898055329516,-0.6626615829946199,-0.7010849826627934,-0.6268683179449784,-0.6950277408390173,-0.8267478952847717,-0.6846070090358523,-0.833313496333905,-0.8684126000905524,-0.7503435727186095,-0.38443708855897407,0.099898105961298,-0.5512818175173417,-0.5399441994867799,-0.5111616254508107,-0.4418864198944039,-0.8089813503294669,-0.8324107120722565,-0.8087775863863447,0.25241182122298456,-0.8305795288259037,-0.6485451469937635,train,8.192990441511151,1
26,0.641827992399171,0.5685582756667529,-0.27446458210215885,-0.5333689268553123,-0.8903354887173518,-0.83618580230526,-0.18493358066238885,-0.13906385581272562,-0.6755477296942478,-0.7293834309069479,-0.7645308411260956,-0.8553366765416436,-0.8027868471319508,-0.7980900903982904,-0.8638124473758915,-0.8355154225172463,-0.6430179513702563,-0.49486098757231445,-0.6516612232614546,-0.44304083268749106,-0.7972264553619561,-0.7008719186484315,-0.8113338468454105,-0.8401658212360211,-0.6737070776791676,-0.6505519574138938,-0.38524018105066427,-0.6449317728793702,-0.6381305733852327,-0.6505251546724027,-0.6647254932822052,-0.5890041258484053,-0.752679082835872,-0.7191842737602917,0.5197325768053166,-0.8316664519609388,-0.753565967952996,train,8.520710059171597,1
27,0.7280712084517715,0.6805424374017826,-0.3348806466542458,-0.6850863142907986,-0.8713656637177774,-0.811707174311716,-0.03108405776110179,-0.22488876708042282,-0.5574110581674239,-0.7897187471486085,-0.4747728279325103,-0.8787460320420731,-0.7696244039340367,-0.729209508739725,-0.7990872101422395,-0.797213804981953,-0.5815090536723893,-0.5345828418387698,-0.6449017021949643,-0.5266591252236911,-0.7655558286259527,-0.64944313696686,-0.9145118791892336,-0.771821376055248,-0.598684722710482,-0.31049235133326336,-0.3226710905624385,-0.7454868633200191,-0.319047606432576,-0.5926900039037865,-0.6247191975847419,-0.5149347025572719,-0.7865448395459238,-0.7575557052834523,0.561441310170229,-0.7946862641830005,-0.748361350878349,train,8.848429676832044,1
28,0.7564281915391671,0.742907478328461,-0.2802306261911639,-0.5649581776116738,-0.8711862091788244,-0.8006135172910465,-0.27564878233838574,-0.2586646582578167,-0.6017298519017431,-0.7960477934784947,-0.35804895896963196,-0.8602082562721668,-0.804953805966613,-0.7835978436928782,-0.7513344259330341,-0.8225619536988256,-0.5531747109444705,-0.659390590100085,-0.5187035486461217,-0.29966311658640465,-0.7961925904099595,-0.6790867040124307,-0.8623482811213655,-0.7287763919012097,-0.618037712959068,-0.6051142910951592,-0.5580015117038554,-0.5074748750665417,-0.6592609605230334,-0.4878741861643552,-0.7378700510810003,-0.5226810901185166,-0.7300884380268684,-0.8096956142569828,0.5216201949893092,-0.8064980620055997,-0.7241540074246424,train,9.17614929449249,1
29,0.6820361650639613,0.7932539897563855,-0.4142187282794966,-0.3746218188289737,-0.892684812554506,-0.8286542858984243,-0.2034706249715731,-0.06954196626800224,-0.6446642041058428,-0.8522808558597192,-0.4191078249461865,-0.8509994669602082,-0.7309316544361217,-0.802985521337362,-0.7818119066394422,-0.7097818079537537,-0.633583828774609,-0.8114960715518551,-0.6292318287886458,-0.5523511692062655,-0.7341109696102495,-0.7273157069580554,-0.8947269499474478,-0.7800040908128025,-0.5789666828072223,-0.5178404340327103,-0.2882054709196653,-0.6102750838589097,-0.8864349097483204,-0.46627246750784157,-0.7558414056575433,-0.5880745212151481,-0.7797117347334366,-0.7403250068054124,0.5083535964279534,-0.7358678425355141,-0.7076878730111568,train,9.503868912152935,1
30,0.7725227350617985,0.7829694235163827,-0.3135108632351067,-0.6978109983982921,-0.8820343966794775,-0.7731121641919338,-0.2980556687735946,-0.280290617071387,-0.6455242780706709,-0.8464723383041832,-0.5041817415343327,-0.8442160782925161,-0.7925979497765917,-0.8378799667806602,-0.7720703387665984,-0.8213611251930351,-0.6903274545046207,-0.7441239846667453,-0.5773882676801023,-0.5541683699988145,-0.7398347710760578,-0.6840700104458142,-0.8837277071995664,-0.765671289890637,-0.6198506217200473,-0.7006019128848958,-0.21361379225960053,-0.6728572547550988,-0.4958983524416454,-0.7231667857771438,-0.68753308818269,-0.5878841205868093,-0.6604152802591794,-0.6789147151916268,0.6900436635623858,-0.8717337199193886,-0.731946503213738,train,9.831588529813382,1
31,0.7457073034942403,0.7576354898136661,-0.2811517968826678,-0.7108916177255746,-0.8846002879423349,-0.7649955391887577,-0.2390263476762935,-0.29151765636764315,-0.5242473328601523,-0.8604954363211237,-0.5787975245034651,-0.8798317320879907,-0.8067201585816206,-0.8010572497476149,-0.7947949640843942,-0.7822574334604011,-0.6429746777445384,-0.47261711099991577,-0.698046676045353,-0.49492805824416963,-0.6820909502060228,-0.6816513004221606,-0.9560908498005064,-0.7899252233263235,-0.5957136168177171,-0.5978640977105611,-0.5434574062094473,-0.740580430927311,-0.8216818499979102,-0.6072556846888613,-0.5291104465652681,-0.61502537138934,-0.6644696348284092,-0.7031218455588002,0.5939801853482961,-0.8599826506144025,-0.7040040672459977,train,10.159308147473828,1
32,0.6932238597563414,0.9126217511865138,-0.2565918220884882,-0.8425876490478738,-0.8759634036450158,-0.9116532213489252,-0.2660511645024539,-0.16951451948025842,-0.6449820813174323,-0.6564679961633095,-0.7022907899472397,-0.8930756729008952,-0.7848689558551172,-0.8623616328292218,-0.8191207482233647,-0.8361461007501969,-0.7097440775633745,-0.7195901430657663,-0.7040355973529062,-0.6172177356712789,-0.6508138888061552,-0.6926971616831787,-0.8948366190203696,-0.7987544076479998,-0.6428773108661058,-0.40642664632271475,-0.3409561689505486,-0.9122724418528044,-0.4027398528841122,-0.5463676213905757,-0.8200575197813681,-0.7427206871271896,-0.6711265024793327,-0.7005448496024296,0.5220848389239238,-0.8570551395701115,-0.7638323713197764,train,10.487027765134274,1
33,0.6490199750695544,0.8677893441167992,-0.20069315666704135,-0.5590852464851381,-0.8922163914859284,-0.9025745224544142,-0.19291132708317782,-0.0886091219337829,-0.4708590514744897,-0.5687309189000953,-0.7313195247935915,-0.871028062677366,-0.8673810497923587,-0.8275051061115811,-0.7818942884719166,-0.8137246645223463,-0.5811234084432348,-0.7154535609288093,-0.5439794032003391,-0.4299490644692723,-0.5072289064127736,-0.7275548885474148,-0.9049292231913458,-0.7767280860696373,-0.6753822679020314,-0.40854211953775066,-0.5489016476318991,-0.8146704776271071,-0.6501132976403268,-0.6696347743514495,-0.6912818898539119,-0.6642355889702323,-0.5897142000714346,-0.766282915349988,0.2960806697030448,-0.8135509854596066,-0.7101362499324928,train,10.81474738279472,1
34,0.6100310641035827,0.8544103618794614,-0.25591980105256285,-0.6746752091119399,-0.8652148263261459,-0.8784508696492673,-0.49071258564512377,-0.26626761509086294,-0.5597173323719364,-0.5878932622096443,-0.7563851540148673,-0.8388937078884169,-0.818259796395479,-0.8184497939102369,-0.8089607776821159,-0.8722732239757733,-0.5343363734448723,-0.7236229695484524,-0.6587768970446755,-0.39900831464768916,-0.4267667435235605,-0.6721054781099831,-0.91427842798365,-0.7718914135666441,-0.6960256632795387,-0.7149054570100991,-0.0005767540494248102,-0.7635456471916062,-0.7999679566883156,-0.7879460732778226,-0.7192977435647959,-0.729629308946589,-0.7188521155265911,-0.7195381513974104,0.32643450190613155,-0.812588756056273,-0.7676533122186924,train,11.142467000455166,1
