,AIBL,AIBR,ALA,AVAL,AVAR,AVBL,AVBR,AVEL,AVER,BAGL,BAGR,DB1,DB2,RIBL,RIBR,RID,RIML,RIMR,RMED,RMEL,RMER,RMEV,URYDL,URYDR,URYVL,URYVR,VB2,train_test_label,time_in_seconds,tau
0,0.1471755085497626,-0.01169610126547653,-0.07202090384624178,0.20665719598754242,0.17750559878108862,-0.46855446696967273,-0.5189204981378861,0.06421175407119503,0.009468907932187742,-0.24030420076799597,-0.1591786671123664,-0.32400119367058167,-0.4105808474836844,-0.39602644745435955,-0.4027324427920931,-0.34170956408741404,0.1188298857636847,-0.045461709608931145,-0.5139449456485008,-0.45187615760629996,-0.3755008425005482,-0.4819129122617225,-0.11227898745646592,-0.10111624727557435,-0.13343217216223863,-0.010467852332401294,-0.4139614212661537,train,0.0,1
1,0.20070375049223427,0.04805546538003291,-0.10370550746748067,0.33662835444999994,0.2869141299518468,-0.6415128993416022,-0.6769021567045326,0.15557279779092048,0.07773631602643008,-0.2930413787315371,-0.2167475175095983,-0.39668312126191607,-0.5508870128600438,-0.5285690959282833,-0.5806961323604114,-0.44858385164900333,0.20867878257401726,0.07005979219541997,-0.6704704389526223,-0.5910939262478537,-0.5275837165820316,-0.678358845510641,-0.1059260679575738,-0.11764744329388016,-0.15288761680195395,0.0007694690826729952,-0.5596260427951146,train,0.4922923918448533,1
2,0.21917363057750272,0.07311470597640812,-0.08966624656571734,0.3880459864444934,0.3330953132327863,-0.7129486567246659,-0.7505307460188195,0.2004955349307122,0.08458134583162527,-0.31033310062348307,-0.2598006392620796,-0.44993913204731,-0.6271390274610755,-0.6097385491301197,-0.67198257958318,-0.5060292081444158,0.2500957136825155,0.13483760466629613,-0.7580023739383841,-0.6615566841266309,-0.6174493169719585,-0.7928216637411134,-0.10767467369919755,-0.1371423487232172,-0.17586424703665793,-6.364483748617228e-05,-0.6311142568239605,train,0.9845847836897066,1
3,0.23218718019120033,0.0859719109186661,-0.08459402841508787,0.4106377905722731,0.3490654227291259,-0.7608224060009795,-0.7784249064316655,0.214393897565958,0.10051167601958619,-0.30942261356445044,-0.24431789779094995,-0.4557242672224334,-0.6574523366949558,-0.6456802132440053,-0.7059381952511805,-0.5233470604558644,0.2606586732965548,0.16400079364083048,-0.7962071411602794,-0.7001166460845224,-0.6501786750143849,-0.8279591353950753,-0.09810860988167153,-0.13883212189986688,-0.17748752087573247,0.012103173321078249,-0.6598522322947562,train,1.4768771755345598,1
4,0.24852507414117112,0.09100621150492319,-0.07379591967395774,0.4169770378790758,0.3636511213107387,-0.7896831589671078,-0.7966886877969512,0.2277017180300634,0.1061953488383528,-0.2828234063764974,-0.2252584256220528,-0.46976339846847576,-0.6861759037142598,-0.666208822329398,-0.7270582709863419,-0.53999332266062,0.26654137178143955,0.18014328210601405,-0.8307147579854586,-0.7216684802217809,-0.6848740117500735,-0.8548511632782145,-0.07389725418767484,-0.12127224840583807,-0.17364465853839592,0.025725806027080016,-0.6734696678918417,train,1.9691695673794132,1
5,0.23969634438976645,0.08737548738777018,-0.09456468991061664,0.4150612174829432,0.35525594595645205,-0.8127881246700156,-0.8038216675435927,0.22738581656778317,0.11253708379218236,-0.3122879207341643,-0.2472187656280092,-0.48874928310307936,-0.7018697864592292,-0.6746482857129225,-0.7507069344278245,-0.5566911847415895,0.2526250858957777,0.18883119206057947,-0.8379672850310873,-0.735949148504737,-0.6968889856977425,-0.862484000369,-0.07265673311887588,-0.12378239275512509,-0.16745114160007885,0.022889309404735873,-0.6923793994089165,train,2.4614619592242666,1
6,0.22664168388425449,0.08904842439576777,-0.10472817581034666,0.40829323762978387,0.34127593184379384,-0.8185468675585197,-0.8131127865027385,0.22013414524813807,0.10251224864012853,-0.34438544380608677,-0.2859947258540227,-0.49884349575558395,-0.7124346367727665,-0.6954962528336186,-0.7636275515918339,-0.5703655977816171,0.24673315566972534,0.1861575412940148,-0.8447547943356477,-0.745483753393821,-0.7172535383425271,-0.8737186058780715,-0.08235839889175825,-0.13580998403290095,-0.1755645807314683,0.010050001077889316,-0.7105867062595776,train,2.9537543510691195,1
7,0.2343937511316725,0.09376645540679127,-0.10552195541040324,0.4128545935361595,0.33557892246731336,-0.8271727915797841,-0.8061165164404867,0.20830991818313416,0.12243229928675842,-0.33729271003498773,-0.24457844643015406,-0.47571732086239693,-0.7211287341618238,-0.6880981948155575,-0.7672023657848625,-0.5630513160270201,0.2354420157933139,0.18987592625516375,-0.8458964362535233,-0.7469471159994351,-0.7105132611639075,-0.8465052377506873,-0.05996442632009724,-0.1190564979018497,-0.16529770834900875,0.02512507604634643,-0.7022721342196787,train,3.446046742913973,1
8,0.21430579244898254,0.08565717195147812,-0.11660816792382364,0.4008299044476886,0.3130625455411324,-0.831600900097822,-0.8101159589750202,0.193124244542564,0.12176741769261862,-0.3525620400042877,-0.2606251653566489,-0.47785867475622434,-0.7175300108484008,-0.6855193311791509,-0.7671515638347886,-0.5686118861442758,0.21932555285076452,0.17526369257997287,-0.8403720430322292,-0.7484579295774972,-0.715879193540025,-0.8354929934252692,-0.058954427695388376,-0.11755924101242514,-0.16206916716929998,0.022756402214404295,-0.7114929896371407,train,3.9383391347588264,1
9,0.20727614394040908,0.08616576289783437,-0.10427389365670717,0.38282165069459695,0.2984739446046262,-0.8225415085330856,-0.8091016031322666,0.1903337833489268,0.10822504671883126,-0.34833791004817866,-0.265962270078819,-0.48309854947511716,-0.7284814093584513,-0.6935975676225845,-0.7698929325049317,-0.5734952395386341,0.20895769928012606,0.16109912860672987,-0.8444531407581559,-0.7499500900895526,-0.7298919126536715,-0.8426530330435819,-0.058912281600511,-0.11531451609253277,-0.16661363978788207,0.012040378863698603,-0.712670141352584,train,4.43063152660368,1
