,AIBL,AIBR,ALA,AVAL,AVAR,AVBL,AVBR,AVEL,AVER,BAGL,BAGR,DB1,DB2,RIBL,RIBR,RID,RIML,RIMR,RMED,RMEL,RMER,RMEV,URYDL,URYDR,URYVL,URYVR,VB2,train_test_label,time_in_seconds,tau
0,-0.3808473914078855,-0.7997061285346065,-0.09872118507331562,1.0,0.9741198998059588,-0.9386545883941502,-0.9999999999999999,1.0000000000000004,-0.09161179058428093,-0.005888278891566845,0.30778630308338006,0.3809823125037186,-0.9919713903026219,-0.9196933752685207,-0.5344762817851657,-0.8524786771953965,0.9651010474524897,0.9833751333068719,-0.8658262782296949,-0.7781207521099115,-0.6924140716717824,-0.8800466697171635,-0.3542700250923163,-0.26411591079906915,-0.10792511956770146,-0.4172274978162042,-0.9069434301675849,train,0.0,1
1,-0.3217643845135757,-0.7584079047341241,-0.3430697995714487,0.9564502648554476,0.851148484249064,-0.9191744500188243,-0.9399963314096393,0.7873865487549159,-0.15565340971855857,0.012914671472757489,0.16529633648216668,0.3852691687696814,-0.9874190811251671,-0.9024899762601619,-0.5425498459161315,-0.8983839650914254,1.0,1.0,-0.8770716450152253,-0.895907594268458,-0.6174759849889266,-0.9213923203735481,-0.24311788628716513,-0.2635728356000012,-0.3132225928222293,-0.3498120740684558,-0.906670323277441,train,0.4922923918448533,1
2,-0.33663999716594506,-0.7678798364453787,0.06971974886705745,0.9721985355052618,0.803497524823418,-0.9266509147017807,-0.9787816362655479,0.7317341692630499,-0.1397817661874593,0.35473553368491006,-0.2799104110698578,0.44773271110128743,-0.95541402007185,-0.8504676361733045,-0.5255687842486331,-0.8120077346905399,0.9138892730470976,0.9613611029054021,-0.8449393270051497,-0.8547727468519539,-0.6709692241052492,-0.9097797577097667,-0.21557145486252416,-0.18525720747295527,-0.33736410917814375,-0.3655434210928086,-0.8702298406588782,train,0.9845847836897066,1
3,-0.27255820367308103,-0.7469627570604966,0.06880346529916104,0.9375425118700129,0.793810195574,-0.855712974331621,-0.9627667733869953,0.7067132757356083,-0.26322723333521547,0.39569530389899876,0.23798004814733087,0.4497032093403104,-0.9615472870849309,-0.816695218177647,-0.5539491225296629,-0.6707613070408416,0.8678315972926829,0.9078688696015245,-0.8695437160325226,-0.8678368354514461,-0.5939715559428592,-0.932661242473131,-0.1095978049541052,-0.29204256869935485,-0.11093167943904447,-0.30812501997047126,-0.8951945168374352,train,1.4768771755345598,1
4,-0.24040231462433947,-0.7310393270169735,-0.029276132292536228,0.9263252648323714,0.7713407995570849,-0.9396439041854264,-0.9879809965232182,0.7533044711088639,-0.27318227522741056,1.0,0.16763611619062302,0.4516400985744231,-0.9971770785589203,-0.8828680495432466,-0.44040216473640126,-0.8310622930641891,0.8166918480522816,0.8290844002436311,-0.9073364065465379,-0.8690560400799057,-0.596090236606587,-0.8785198868715587,-0.0827734951804655,-0.044950436644433656,-0.12099132002601232,-0.34995123495172553,-0.8088015931343624,train,1.9691695673794132,1
5,-0.20176423492769446,-0.7132775282827339,-0.35849997696105995,0.8819250983532463,0.7420498936827062,-0.8927415882225578,-0.972846576342827,0.6874798158507636,-0.1986596011332329,0.3149270328234317,0.28395677889515336,0.46185323809365797,-0.9592780279961685,-0.8841322693493806,-0.4790735118109759,-0.9930426608816831,0.7319411274251584,0.7984538878949305,-0.9152731009103336,-0.8721634252381336,-0.5956622265596383,-0.937158015701255,-0.03189956716561493,-0.09730222000514543,-0.24380105292843612,-0.3484431664521555,-0.8860318467800289,train,2.4614619592242666,1
6,-0.15314569718568893,-0.6734431720571548,-0.17948067902272835,0.8254159691309755,0.7126021427868889,-0.9004722121589749,-0.9460274876732319,0.6001078042224166,-0.19225242735628378,0.13056659679435412,-0.0006504048005517848,0.4377759543662292,-0.9471819870340723,-0.9673600232037527,-0.5110813379211486,-0.7775323812601174,0.7193547423415709,0.7555884036179825,-0.8647585436762572,-0.866162635286504,-0.6490818129265374,-0.9226121073443848,-0.13506954372065405,-0.1432986870200328,-0.24217249332610546,-0.27984038859083127,-0.878698520342403,train,2.9537543510691195,1
7,-0.1361958808726872,-0.6572294120020999,-0.06428031860071615,0.8108972167767636,0.7002685347669173,-0.9228146356668103,-0.970453566384941,0.5869838020218003,-0.1950949561264178,0.2689993888961748,0.8057457556307466,0.4285177456680014,-0.9675859419907171,-0.822864568078048,-0.48569981690206354,-0.904451956588599,0.7713221075912697,0.6717065226948902,-0.8458983615470712,-0.8244496768203746,-0.6370283575076763,-0.9118734064565681,0.06746394040168768,-0.06016892569814147,-0.15859446845252412,-0.2686104017877612,-0.9202606325240903,train,3.446046742913973,1
8,-0.14356047075153333,-0.5882903609759103,-0.2414063806706419,0.7993911573172139,0.5906682517744599,-0.9067849839025545,-0.9011895454176401,0.5898875786376381,-0.21602830337483758,0.023408268321479353,0.5023955209815185,0.3607176531403693,-0.9343702638362041,-0.9202889800879634,-0.4584945393133243,-0.7610287029006679,0.6391130404736369,0.6389141736160282,-0.8060487770029864,-0.827230306278663,-0.6638903417886568,-0.8952949140172659,0.002482662874264463,-0.013015471683348379,-0.14012000206359065,-0.2505629042986727,-0.8630870321976561,train,3.9383391347588264,1
9,-0.09208485318612403,-0.58499501266184,0.02998700283587541,0.647474200637258,0.5586294842657897,-0.9209851041046484,-0.9573951414203844,0.68176690708562,-0.08754454804658018,0.25702335251305786,0.2215783897159347,0.48400746291137153,-0.9499669162196023,-0.9014790578780724,-0.5198315494935344,-0.860673056749656,0.5954039664615653,0.5473245110763625,-0.8092763605323423,-0.8314807313734258,-0.5894170810217374,-0.8928768443053497,-0.03846397880359842,-0.03758412377786913,-0.1732456795399776,-0.2722786054526706,-0.8522797304350519,train,4.43063152660368,1
