,AFDL,AFDR,AIBL,AIBR,ALA,AQR,ASGL,ASKR,AUAR,AVAL,AVAR,AVEL,AVFL,AWCL,AWCR,BAGL,BAGR,IL2DL,RIBL,RID,RIML,RIMR,RIS,RIVR,RMED,RMEV,RMGL,SIBDL,SIBDR,SIBVL,SIBVR,SMDDL,SMDDR,URXR,URYDL,URYDR,URYVL,URYVR,VB1,VB2,train_test_label,time_in_seconds,tau
0,0.9557499703449761,0.9144137481842958,0.9675876304840573,0.967490040154459,-0.6153990117680743,-0.8397011875490371,0.6611958392498113,0.8540593823365668,-0.5750940658611936,0.8531232819980092,0.7633583899163575,0.8710291386700095,0.059818910769982914,0.23530967508734446,0.3827779744278841,-0.43886035983644966,-0.23787075934252566,-0.5464562826336199,0.28743824094121284,-0.15810377133675313,0.8937684160660029,0.8767831481092743,-0.5876653771371443,-0.14795466812877145,-0.05386763900239744,0.6141725787735963,0.47015392585048676,-0.32316475726586147,-0.17585197914840311,-0.22227815091199998,-0.14566898114781612,-0.4723771536408379,0.11000510602700564,-0.8092004635469352,0.9937581066679954,-0.14494176548980187,0.7787779084542404,-0.3672094493225938,-0.8216372873227163,-0.8745834222006253,train,0.0,1
1,0.8345769953579598,0.7140754080012783,0.9142411767786397,0.881713513787157,-0.6690222640330972,-0.8716456546178215,0.5187825041352797,0.8316421365759081,-0.6080600162723835,0.6477799522453256,0.6541514082394922,0.7925742453934961,0.0015371353462247939,0.2834537740721328,0.20425911829921017,-0.6735253842538339,-0.27144793339913886,-0.4899960558418656,0.33119460182639093,-0.15597193030458512,0.7473591503061827,0.6882829368536001,-0.5962822445867924,-0.19596066906740006,-0.048739525986331356,0.28172425107705035,0.5435643030219746,-0.3279747165994542,-0.13623330098205377,-0.2732668061167143,-0.041610041735237524,-0.4772328345964669,0.014970314443101929,-0.8279842199964541,0.9973601923764303,-0.08268044907485994,0.6959236033546686,-0.3430498499003263,-0.7950367539853386,-0.9022099514056697,train,0.2849604221635884,1
2,0.6103258174841155,0.5730867036497866,0.8862174851820382,0.7684707234171078,-0.6307014668127062,-0.888395056200743,0.28216185050466647,0.9917359944875654,-0.6074723826799966,0.4505093424058908,0.443023808019933,0.6017865402649336,-0.04396985502178441,0.3264682509261827,0.1981953703326329,-0.531098943984867,-0.44850258274476795,-0.5778646398554151,0.35626241451435714,-0.113256044106129,0.6365699596276135,0.5293250764196251,-0.5399099169480857,0.06719735386411863,-0.24090455961992696,0.34381002472683697,0.9782223931291458,-0.35692329456735017,-0.03933514072534927,-0.21719251742931167,-0.2362779343600342,-0.4787269678459525,-0.036315482801917875,-0.8220232984997349,0.9973777184224039,-0.13876157026704083,0.6610805226668023,-0.339935775183587,-0.8383047728287647,-0.8613760628728329,train,0.5699208443271768,1
3,0.5304105497419118,0.43012501281460946,0.8051524974679242,0.6381298605918819,-0.6775364730042399,-0.8825145104699595,0.02932907485018854,0.9296680570558771,-0.6074739947028014,0.39532477678216016,0.37972268657878916,0.6209732321601455,0.17465733523077476,0.3652464290896955,0.17323262164368414,-0.5582079713147281,-0.4433265921283298,-0.5752288343995944,0.14610628015977745,-0.11309475749409537,0.4992716306845093,0.41085850587818507,-0.5839640550459462,-7.574183986469585e-05,-0.3804143802706854,0.19814717173522678,0.3794613192772973,-0.39963017773267573,-0.20220147417866474,-0.31292603404070485,-0.33881393128147863,-0.5561186102610147,-0.16656321365257065,-0.7892612623513904,1.0,-0.12438618854400996,0.47250852046094327,-0.35736971899545056,-0.7691295043520268,-0.8966660029849942,train,0.8548812664907652,1
4,0.48664697303267435,0.2121020604724142,0.7514541845101036,0.6649356223574872,-0.7216451744443058,-0.8485545762483693,-0.17238859210673518,1.0,-0.5710298006248782,0.29766241024716833,0.0976617655569908,0.41637647363976393,0.16253428535287573,0.41775597360040395,0.061084663521906224,-0.594530510438524,-0.4472906460651539,-0.6439926818740328,0.01110097164822399,-0.22771837725445665,0.34789874168863144,0.2325128792036406,-0.5766743318305676,-0.12553600803926612,-0.25303780074900994,0.06470845211010423,0.7459850720545604,-0.3586989904092901,-0.19397645292236787,-0.23214020907676913,-0.23942170699233312,-0.5933286222036518,-0.16053378440774513,-0.847691109215564,0.9879892441814767,-0.15325633053466192,0.4714742524554757,-0.25242904288618695,-0.7541016845404803,-0.9186266535811599,train,1.1398416886543536,1
5,0.3485490702903813,0.2761029668829147,0.6775577216732852,0.4858059033402031,-0.6822729390566863,-0.8446533843496796,-0.33694616258341936,0.9032964330678321,-0.596757432817639,0.1897137598592673,0.22190530274329123,0.38741402057378327,0.3240403269386065,0.29067419331121824,0.15729000293112527,-0.5836229603878971,-0.5298490960805378,-0.6359858717589327,0.29733774334300667,-0.06538619639857446,0.3003614662657701,0.23123409822362717,-0.5391127517275409,-0.04127750488714388,-0.27253540733023773,0.09693701772075136,0.5771313214542126,-0.46851303079677387,-0.35833725141001693,-0.19771778178342214,-0.35391751739733546,-0.5371435544544025,-0.08838436210702427,-0.8088283534383034,0.9760119142153408,-0.20132944902600325,0.38817272005732917,-0.3653600214782665,-0.820255999255055,-0.8743809261754822,train,1.424802110817942,1
6,0.3051853145842036,0.3409520721509123,0.6540505207640214,0.41445601616150163,-0.7344195991222775,-0.854109691537512,-0.3126876223436852,0.6741838022310429,-0.5749256181215454,0.11121760781587331,0.1531581676843362,0.19610188751450663,0.20667741274349294,0.4351018174741448,-0.08623920401983065,-0.555091929256609,-0.3161353797922375,-0.5644569668829211,0.11911307271068039,-0.17777164600132334,0.21808883663002088,0.09703046333408238,-0.5892429026873991,0.021400209240846957,-0.4452297771830406,0.03005888635951859,0.6599734497321157,-0.24856870679349363,-0.34378813174399736,-0.30302000561401354,-0.3769763930108363,-0.5249135123232461,-0.07384145586801016,-0.8084201895504084,0.9610716647556262,-0.21518804860990726,0.3323257505415854,-0.37093216426825715,-0.8265479220300318,-0.8614131892877563,train,1.7097625329815305,1
7,0.227734175675258,0.29860549427040484,0.5924147651561215,0.32173858533482713,-0.7546137200629174,-0.8410994082293834,-0.3623848268527323,0.5609060034465763,-0.553408671065998,0.07179788147923838,0.032013028447761216,0.20996763099882898,0.11297013483670759,0.2817682879987591,-0.13327027715858553,-0.5366671346649808,-0.46780236968598354,-0.5747305326245882,0.20403890788782042,-0.31254928905870816,0.17056335742322082,0.13862337233216304,-0.6094975149860142,-0.1682055356824005,-0.38124960708416034,0.05061137219065448,1.0000000000000004,-0.393681514702237,-0.2223255087673084,-0.27349986400297976,-0.33894754383710834,-0.5877444517831949,-0.23914154284164235,-0.8303818773548584,0.9648853825462939,-0.20958319797231917,0.19543643495805518,-0.26487708880544025,-0.8324377120636632,-0.8899320483726891,train,1.9947229551451189,1
8,0.21364537728931787,0.2486818239230515,0.5603996810409003,0.3746758010890332,-0.7518163528554682,-0.8514929947692309,-0.5049150292573306,0.5400285255344075,-0.5941618807404305,0.016409403717466686,0.018100880333269065,0.24987141268125734,0.03005927981467349,0.017164183431797264,-0.023197512729961844,-0.5415070235770516,-0.5718449139479201,-0.6359286019122474,0.1982550819797393,-0.3397712491899899,0.11112000473807404,0.0538853009501048,-0.6084671777661705,-0.09370053196275674,-0.42425929751138325,0.09045152666719813,0.48053658893093565,-0.4415578618827689,-0.14044137040057758,-0.43660006724560796,-0.4472579702940881,-0.5699392874493521,-0.2500994317870294,-0.8034931026319175,0.9494661730703357,-0.2292238364984256,0.07697383540755698,-0.34545919675009984,-0.8259322620378872,-0.8636745797941209,train,2.2796833773087073,1
9,0.12079842632068671,0.21747360855925812,0.5058108228444206,0.2293504748441455,-0.6583420761924637,-0.8672418987468796,-0.5715244567001746,0.4245435716210022,-0.5609791342016871,-0.03747465239120362,-0.034017735096635415,0.13380133392979454,0.042092028392462844,-0.04099886967722266,-0.10666362681453379,-0.5979125379100152,-0.47931903862915937,-0.6535692617553672,0.22720832837909666,-0.41712585637940813,0.009359531809925548,-0.00022892755605641302,-0.6299945191923755,-0.16308425790164993,-0.47015186758511696,-0.13719190841893647,0.605975773376243,-0.28280743406795594,-0.39929811981200836,-0.3024864676661949,-0.015277790768292832,-0.6264023339608185,-0.2801025251602648,-0.900893135659927,0.9564674639327219,-0.1993656994371027,0.07414388917970427,-0.3546717681223862,-0.8716151221644811,-0.7980109623461995,train,2.5646437994722957,1
