,AFDL,AFDR,AIBL,AIBR,ALA,AQR,ASGL,ASKR,AUAR,AVAL,AVAR,AVEL,AVFL,AWCL,AWCR,BAGL,BAGR,IL2DL,RIBL,RID,RIML,RIMR,RIS,RIVR,RMED,RMEV,RMGL,SIBDL,SIBDR,SIBVL,SIBVR,SMDDL,SMDDR,URXR,URYDL,URYDR,URYVL,URYVR,VB1,VB2,train_test_label,time_in_seconds,tau
0,-0.17355579411449185,-0.04392112489037558,0.27922605699102243,0.26920800943598916,-0.2315774265620693,-0.20632205203635462,0.038359245046915576,-0.008839752268585258,-0.13026848938931798,0.13016557643628546,0.25339127061137073,0.2124140733224222,-0.13034725866565994,-0.08509128952073468,0.014622619407252409,-0.2681419434263366,-0.2111455665153309,-0.08431600590984631,-0.18533997362261972,-0.17951546403911273,0.11706092213982347,0.27886906236519693,-0.36088662606179533,-0.07342034000533351,-0.36962338051815735,-0.1462724138496801,0.0773385987067049,-0.2706615256402117,-0.16910292577980202,-0.2994534700090118,-0.17982935680643222,-0.22649183500265704,-0.14853475590528364,-0.19821261587299563,0.11798045391159426,0.0036027510247643307,-0.05340489117961221,-0.11452262585411935,-0.13375704379307685,-0.2683220516722283,train,0.0,1
1,-0.1679124292733487,-0.051141353115074326,0.4138960441585751,0.42723505488378355,-0.24667807287508475,-0.21626835437278588,0.06373249476865303,-0.007373257706649511,-0.1374598306920054,0.24392558853847524,0.3600822952002409,0.3250326210203257,-0.13723042036034724,-0.09577266214501794,0.030284863313093026,-0.2975466167620127,-0.23240141279156584,-0.10647022224683314,-0.23660419673897398,-0.2156461758667345,0.209911664332374,0.38991588796571464,-0.4473126327173497,-0.10425684032284376,-0.4457299559600595,-0.21652858503061997,0.08231809418603751,-0.28855286372581707,-0.1802509913078458,-0.39607227053951916,-0.22208555020176057,-0.23917300950062906,-0.16590035526930705,-0.22720322389308026,0.17580810897810373,0.03813400174685068,-0.0034067918971379396,-0.09775779287832069,-0.1819789066225081,-0.34996734140820407,train,0.2849604221635884,1
2,-0.17013974458234604,-0.06273196527035484,0.4807253529040199,0.5023675198138023,-0.2575186184511149,-0.23316914088608914,0.06527574512526446,-0.010073009101151071,-0.15952435695452624,0.2976048240738734,0.40271626301502317,0.3842308076499492,-0.13606239024662087,-0.11231212787390048,0.02445091336971992,-0.32101794331322564,-0.25764574308528004,-0.1357263101974155,-0.27118664176821444,-0.2554156679873433,0.24430634631933987,0.41966685011921295,-0.4902936511049223,-0.13004780914343847,-0.49430117855691175,-0.2688429135479398,0.07121201086709925,-0.31220817694236597,-0.19359495997613416,-0.4508695325885395,-0.2535797205128811,-0.258464526198366,-0.19944513557635288,-0.26418420918503777,0.2020030133627809,0.051091692812011494,0.008868349486201854,-0.09785852530692953,-0.22751609226259772,-0.40605111954227524,train,0.5699208443271768,1
3,-0.1824201754465934,-0.0711978203544049,0.4936927904715386,0.5213490334430113,-0.258918586498959,-0.2447413129251716,0.06323296658420433,-0.009838256255005819,-0.20304348418170395,0.3105234736981211,0.39787403387210946,0.3868951424906142,-0.13416804397251653,-0.12852431573313514,0.0033292616806447836,-0.33655230679093856,-0.275230883395745,-0.1659934827027721,-0.2843626777957759,-0.2699794251943245,0.2443833903388735,0.4080919851915134,-0.5022650968968015,-0.14577153021691577,-0.5108513127649541,-0.29999170932751856,0.06364163388762195,-0.3339067196033987,-0.19631810201497762,-0.4724495954769094,-0.26815903213351244,-0.2733520250469382,-0.21154112134584308,-0.28625701463582587,0.2039022427864401,0.06726388964554884,0.0007772957138052206,-0.10203819122942709,-0.2604927595684975,-0.423188675901649,train,0.8548812664907652,1
4,-0.1958561814851468,-0.09993214826672411,0.5017667234785336,0.527530230453066,-0.2598550689674384,-0.25261221062991024,0.054213173200391644,-0.04092765433458177,-0.24381871951973874,0.319259776801755,0.3713091824597671,0.38244054413036516,-0.15162006965671496,-0.1554960218571547,-0.026973185467690695,-0.3601536272048498,-0.31043308636824507,-0.21589093764256573,-0.3162956759579302,-0.30862497870230365,0.23377713884870413,0.3953778753202332,-0.5204448877113711,-0.1625845966303634,-0.5352174170522407,-0.34509676896143837,0.0571465716510518,-0.357206501851021,-0.20316578135444932,-0.49062949092079994,-0.30137320696492487,-0.3004346442641843,-0.2434682490494388,-0.3014259976366749,0.1798070935099679,0.05868221876754799,-0.019020968173002473,-0.11895861763095551,-0.29006907653829217,-0.4530908094007512,train,1.1398416886543536,1
5,-0.20418680609423234,-0.12032045933628371,0.48658981085109776,0.517188869579285,-0.2669137679671302,-0.2565870630556053,0.042466318729702614,-0.04694639715201892,-0.2806200108528176,0.31733506038817627,0.34710072188069874,0.3562354516742448,-0.16005234580773176,-0.17684676260355517,-0.05168261114365972,-0.3683036855261277,-0.34076863690236203,-0.24529988530947616,-0.3347896517783296,-0.3277496121400645,0.2150965979152262,0.35304195117660575,-0.5178975950438469,-0.1735761248680372,-0.5527353195674993,-0.3666791883202544,0.041842115879083146,-0.38556061225434113,-0.20805183768535193,-0.5082884459777683,-0.3229415311697481,-0.3210991514513597,-0.26081253470967714,-0.32427681625013227,0.163607031062452,0.052833718117511266,-0.03916800831753961,-0.1259401165414421,-0.3147752230459492,-0.4624470939412254,train,1.424802110817942,1
6,-0.21055423201578702,-0.130467156656594,0.46485538653648173,0.48690537185017285,-0.27013681619316043,-0.257004276339829,0.030496806786707797,-0.06113269793713694,-0.30176087489128106,0.2910118252393476,0.31371616548190223,0.3389547414621276,-0.1610395847759482,-0.19911983937441768,-0.06701048923094165,-0.37557305119067463,-0.35457883177673943,-0.2650581234589437,-0.34338627591400367,-0.3408678249068761,0.187792893664516,0.3191449064059819,-0.5072247897866824,-0.1797023201070433,-0.5406687167900985,-0.3649442881912696,0.04498186371283541,-0.39538953131564786,-0.20924639665918643,-0.4922939182071991,-0.32199810698044595,-0.3256404278332191,-0.28261727700090034,-0.32810684657266603,0.14073637958868654,0.03453245553205088,-0.05820935784332157,-0.1393558309120328,-0.33045599325807545,-0.4596489023444963,train,1.7097625329815305,1
7,-0.21733221205543551,-0.1352222851224263,0.4338665475416162,0.444772708952384,-0.28091572773885676,-0.27233087173456866,0.01970875365977106,-0.07715854358544821,-0.3246533122609919,0.26713522343175244,0.28869274167814357,0.30306656188963693,-0.1665669349500996,-0.21418029635517633,-0.09108037554256593,-0.38020014438102523,-0.3660854299278198,-0.2786182654656967,-0.35495504877983586,-0.35652009763738973,0.16447257975454457,0.27864179776736897,-0.48716783587234436,-0.18850271941958968,-0.5456591868159499,-0.38470791026111,0.03485166003389173,-0.40886095260180344,-0.21095592397650367,-0.499775128217307,-0.33787321988384006,-0.3367893103428954,-0.30242252700721367,-0.34399919353076414,0.1126350569724362,0.0100660314782096,-0.0841094743392198,-0.1603694238422056,-0.35027840101760044,-0.4568495975143104,train,1.9947229551451189,1
8,-0.21764489320140404,-0.14246853010132626,0.4101314955812201,0.42099259255935806,-0.29476661906170487,-0.282356575974948,0.007421006731401204,-0.08425302008636425,-0.33616129001772577,0.2590098682253722,0.2792763113197484,0.27580803994484215,-0.1753904069491277,-0.23447527261114703,-0.10186594849178404,-0.3896276129274487,-0.3851143265138497,-0.2961041886977502,-0.3689144720487275,-0.3766235028025231,0.15215348323153963,0.2394533322732128,-0.4859857175958398,-0.19954146131434675,-0.5534283742036361,-0.38770925640449405,0.024217749003367168,-0.42127425969081633,-0.2146394083635552,-0.5057697956719691,-0.3468977821106374,-0.3484754961421215,-0.32855180592385236,-0.36440432589824834,0.10032493887353272,-0.009184266399774113,-0.10098865946153639,-0.17299488659616505,-0.3720172053581681,-0.46084129498264503,train,2.2796833773087073,1
9,-0.22030030587115018,-0.16347162416691702,0.4004404786614055,0.39834594095506054,-0.3016451562722183,-0.295717226682935,-0.00629508278990442,-0.11242701660749829,-0.3518096773379439,0.24068826971482987,0.25347851666978916,0.25171557611729567,-0.19038987724245252,-0.26249403375387986,-0.12258866055268369,-0.4092168543283399,-0.402757958594148,-0.3344162513287764,-0.3956514252183005,-0.39898449510548767,0.13028988942863653,0.2147928734756167,-0.4825291188643876,-0.21955477776096044,-0.5551391652917381,-0.40722916781275653,0.02053561847738148,-0.42473430707007,-0.2248064933602772,-0.5173831772946872,-0.3648592575869487,-0.3675008324308643,-0.3578692180880495,-0.37951570330861745,0.06744795302201911,-0.03381338264563817,-0.12509739966949368,-0.19737555285257533,-0.3962123312601284,-0.47609140677172024,train,2.5646437994722957,1
