,AIBL,AIBR,AVAL,AVAR,AVBL,AVEL,AVER,BAGL,BAGR,OLQDL,OLQDR,OLQVL,OLQVR,RIBL,RIML,RIMR,RIVL,RIVR,RMED,RMEL,RMEV,SMDDL,SMDDR,SMDVL,URYDL,URYDR,URYVL,URYVR,train_test_label,time_in_seconds,tau
10,-0.9889131894623562,-0.8783477966255534,-0.9744586901430063,-0.9740324861960211,0.14865202058387603,-0.9185883749932198,-0.8213171027646452,-0.17247115552305808,-0.20391726152951067,-0.4235154187158464,-0.5013089468289431,-0.39654158143799473,-0.4847962011904653,0.26449589789364136,-0.8697551326727315,-0.9016121319777736,-0.6287860188443718,-0.6442861563498753,0.2536939543179626,0.06903321991086583,0.19204013587421404,-0.5967342877413202,-0.6779821258115508,-0.5085276320486605,-0.5551105914414947,-0.5519638193996246,-0.5503089577368752,-0.6692829994564293,train,5.691290600747341,1
11,-0.9929370253576367,-0.8720610754069702,-0.9742964647359939,-0.9726152432861938,0.14660323315023546,-0.9219425811262818,-0.8207822020566027,-0.1751477785847318,-0.20245378005988662,-0.4200950710819422,-0.501780188647428,-0.3961045321812052,-0.48486235486808615,0.2628197951183462,-0.8705132399830141,-0.9048466462728726,-0.6281949937683688,-0.642327595303791,0.24928103608615734,0.06407894689150542,0.19160227607674224,-0.5954502659193962,-0.6784196100171145,-0.5064380769745451,-0.5572422371527687,-0.5527171228369027,-0.5485684526511507,-0.6703664442934496,train,6.260419660822076,1
12,-0.9883333004628805,-0.8777765972252916,-0.9785485814880851,-0.9735918207918511,0.14460883653650422,-0.919358462954109,-0.8217073202909179,-0.17074579091991332,-0.20382180253232665,-0.41750583122726903,-0.5012720038824541,-0.40261874479899606,-0.4836748988674816,0.26170852206523953,-0.8704481598699947,-0.9070334918963979,-0.6212754956582653,-0.6558596953342369,0.2545629565246882,0.06823475979493096,0.1923594732893228,-0.5953754473443951,-0.6831827992711565,-0.5066327576091125,-0.5602877897619224,-0.5524440334557155,-0.5502661334499879,-0.6737015505492381,train,6.82954872089681,1
13,-0.9983769656778497,-0.8710655451201295,-0.9775535435415177,-0.9721376784338188,0.1451492186123454,-0.9238792203045174,-0.8209962823315994,-0.17529553705129153,-0.19905168061404807,-0.41841587043323747,-0.4997163150662303,-0.3962997271661747,-0.4818538108454159,0.2624107362237388,-0.8734324571379425,-0.9116007786336967,-0.6206805798662687,-0.6447057540882217,0.24447921047000007,0.0607503415475337,0.19461309717149206,-0.5948908237248818,-0.6809316372082943,-0.50183127143158,-0.5610780044558213,-0.5535268517796011,-0.5453710410797118,-0.6690304758443023,train,7.398677780971544,1
14,-0.9976234816416975,-0.8735415766268402,-0.9835316530458897,-0.9723097592890424,0.14008777511998013,-0.9230665624817893,-0.8207204414903224,-0.1737806330293047,-0.1961597557772538,-0.41909172776031656,-0.5043821822230519,-0.3988170890989786,-0.4855463938540552,0.25957908638390625,-0.8716695497323981,-0.9127545494190543,-0.6218220538708857,-0.6526990546659528,0.24351916905975998,0.05253971087361467,0.19139238787441581,-0.6022182072725728,-0.6857323200708694,-0.5043936078583532,-0.5620023941074014,-0.5593278022610961,-0.550467407457418,-0.6770030496704472,train,7.967806841046278,1
15,-1.0036705923604432,-0.874443253897758,-0.9856603927528963,-0.9717174612559542,0.1388292399274468,-0.9260237975511472,-0.8226743410670301,-0.17741310850053293,-0.19529835335382906,-0.42529291963925475,-0.5006240052909812,-0.3959815071349112,-0.4837901141846652,0.2684342860412059,-0.8720459545573339,-0.9146836495368702,-0.6266581958060805,-0.6464152981335671,0.23923053229286775,0.052003262887207274,0.19561042322180633,-0.6004324953695936,-0.6828422626266399,-0.503348919542031,-0.5683407631233955,-0.5607920283329163,-0.5496028539899377,-0.6796400612056211,train,8.536935901121012,1
16,-1.006085972748724,-0.8785902753437526,-0.9856008322930825,-0.9731066925364069,0.14246972498445945,-0.9269408304533011,-0.8248192086218571,-0.1753111827833604,-0.19410418541403862,-0.4261294188294208,-0.501449111979259,-0.3963541599228795,-0.4823540915933897,0.26598188443825643,-0.8696555877050365,-0.9156951577957658,-0.6276286660813492,-0.6494508087023834,0.245025084928484,0.053863486790739074,0.19767428696835,-0.5965650671467169,-0.6815907072004452,-0.5047945079241456,-0.5678175571024012,-0.5620460374824751,-0.5517765169291031,-0.6790306686781006,train,9.106064961195747,1
17,-1.003880406428728,-0.8804068225336683,-0.9816227121377569,-0.9795220592660143,0.1496435386772392,-0.9244543375343119,-0.8257514277985589,-0.17740551448487452,-0.19199457612469245,-0.42993454145418786,-0.5035873379013318,-0.3964935035472381,-0.4850672383530725,0.2725512798248727,-0.8707487268921164,-0.9147305871553879,-0.63207918459841,-0.6444186925783495,0.24614017457377738,0.05139445133848111,0.19803291912687376,-0.5903458381905884,-0.6722868604260981,-0.5085041567560539,-0.5711338519045684,-0.5617685049074471,-0.5517779484434877,-0.6798255711093767,train,9.67519402127048,1
18,-1.0003301164684457,-0.8716594237942902,-0.9805706884560115,-0.9711297289186015,0.14525329075459417,-0.9254190783525573,-0.8204035033552182,-0.17569086941117523,-0.1835696230713171,-0.4253713962142156,-0.4999185658354703,-0.39687053231581026,-0.4854964038855528,0.2595262550214149,-0.8720886149538348,-0.9174797398402974,-0.6287935074529085,-0.6540770558468287,0.24921072290251658,0.0516878912064114,0.19520093627399382,-0.5932292414445101,-0.6775896376969595,-0.5023516294814121,-0.5639809406272974,-0.5622027914551021,-0.5439469068344681,-0.6750061861261379,train,10.244323081345215,1
19,-0.9939456989428942,-0.8770467604583104,-0.9760966292616371,-0.9720466591270153,0.13876309433039233,-0.9181422807272519,-0.8164736439606224,-0.1753727787635288,-0.19200817957750932,-0.4244875788281298,-0.4972270755954597,-0.3971445707247489,-0.48713597323730384,0.25899372949692967,-0.8710988140433904,-0.9167281672146812,-0.6319024328283723,-0.6523065364375539,0.23788735758134597,0.04394678940297839,0.1914483029441612,-0.5894627368599622,-0.6774462467502114,-0.5100401983243925,-0.5657520805034933,-0.5652557756910122,-0.5460968045336645,-0.6727421093211123,train,10.81345214141995,1
20,-0.9963523912311575,-0.8731192284574437,-0.9713657606365241,-0.972239243908251,0.14515866921997048,-0.9206735699719191,-0.8127104019959789,-0.17416681608357865,-0.18585195288135029,-0.4253397250439732,-0.4926688892862434,-0.3920198963468265,-0.48527075364604033,0.25717348557421926,-0.8701524776162479,-0.9147887351358733,-0.630404240746384,-0.6516340142966482,0.24153797662421708,0.051574776211700896,0.19439932880109184,-0.5868965130500445,-0.6763116227612893,-0.507313574444863,-0.562172679747744,-0.5631174770556002,-0.5426256206612854,-0.6697384830720873,train,11.382581201494682,1
21,-0.9922634388339397,-0.8796017179706878,-0.9731636194381698,-0.9800291505112607,0.14888586898215797,-0.9223247368245859,-0.8179458158822263,-0.1728443643440244,-0.19027791103464656,-0.4227751270586668,-0.49798153125434846,-0.39762692262105087,-0.48557876317258497,0.2546673975083643,-0.8676098702278098,-0.9172295775708602,-0.6304715596355409,-0.65067978752682,0.24991004969908578,0.05337547964669806,0.19559524899596603,-0.5816500291497987,-0.6713290030140973,-0.5128913511798769,-0.5668892153793547,-0.5646660570665778,-0.5463650837616135,-0.6723055529452104,train,11.951710261569417,1
22,-0.9969025304625153,-0.881126241718275,-0.9736168360337663,-0.9829675006279385,0.15059197775046576,-0.9224467931023379,-0.8187535218339314,-0.17669821618323084,-0.1886637681709209,-0.4251027969689477,-0.5020351699589232,-0.3968980476107125,-0.4885943911383488,0.25848923686369696,-0.8731850978015784,-0.9192263886063291,-0.6335330251322546,-0.6489694724234322,0.25620332518090505,0.05579474829251338,0.20243051535512474,-0.5839956792314243,-0.674715523350514,-0.5151422750360224,-0.5677000531979747,-0.5653745581037464,-0.5448269955216984,-0.6776061269758646,train,12.520839321644152,1
23,-0.998932459681355,-0.8816705719912719,-0.9704222941923542,-0.9864213405609221,0.15383783971703244,-0.9243987961474698,-0.821759103689827,-0.18142988863938125,-0.1912150052504456,-0.42696880155213957,-0.507121751384065,-0.394345802606938,-0.4844762710873568,0.25937738215926287,-0.8734797000504928,-0.9219507383121117,-0.6345804320306025,-0.643567366041023,0.2582292388813975,0.060292948499142324,0.20787826069657656,-0.5820266721041458,-0.6699719371061894,-0.5149533477810381,-0.5668533893028569,-0.561948995052407,-0.5409878594944689,-0.6768128845916441,train,13.089968381718885,1
24,-1.001239153990383,-0.8827224431131652,-0.9672384108692865,-0.9905697723227299,0.15474771946998298,-0.9253716992082608,-0.8213643551008527,-0.18660386816945912,-0.19255096860634738,-0.42911926887135254,-0.5066701264669794,-0.3930650117594966,-0.482528900263689,0.26677551249296017,-0.8752220473744027,-0.9265242879301854,-0.6401800802214256,-0.6364464480242733,0.2562634730525831,0.05973346128542947,0.21506428315994225,-0.5768786800307087,-0.663668035634946,-0.5156830270384365,-0.5693695307484421,-0.55833797145179,-0.5388995698666247,-0.675710631011477,train,13.65909744179362,1
25,-1.005084028210354,-0.8806542956755283,-0.9705028609387646,-0.984504902336934,0.15605992861448117,-0.924383129978301,-0.8216697588252077,-0.18164052672207792,-0.1898829870425929,-0.429158131456049,-0.5092307658629727,-0.39452099749882275,-0.4823693009904264,0.26141391796871527,-0.873245911945977,-0.9256885496522705,-0.6344828434568167,-0.6437726333298938,0.2617857712842341,0.06624192894193495,0.2138462937191576,-0.5797996131323189,-0.672120295683406,-0.5144682602032286,-0.5652707699342396,-0.5585496912783087,-0.5398645285859507,-0.6797549968205746,train,14.228226501868354,1
