,AIBL,AIBR,ALA,AQR,AVAL,AVAR,AVBL,AVER,BAGL,BAGR,RID,RIML,RIMR,RIS,RIVL,RIVR,RMED,RMEV,SMDDL,SMDDR,SMDVL,SMDVR,URXL,URYDL,URYDR,URYVL,VB2,train_test_label,time_in_seconds,tau
0,0.17555838737118792,0.05913945741392664,-0.23054429891857625,-0.32332922298932876,-0.04662253603691434,0.05432701523979234,-0.4430942250228177,0.01421638211633397,-0.3454514325538321,-0.303239341716422,-0.2401440982682363,-0.036957905565595375,0.03071378261556775,-0.31209637416759595,-0.1382748736257674,-0.06882436906529044,-0.5025297723264894,-0.2875890873278654,-0.3477078034226969,-0.32882740007121736,-0.15139082080292934,-0.14577747436138838,-0.3760257078062357,-0.09935654051085048,-0.11129007235328311,-0.1763726763698912,-0.32473053786462525,train,0.0,1
1,0.24430218506119808,0.11469635600365227,-0.2693809515551963,-0.39664059093067827,0.0017257939822747648,0.09460921878498324,-0.5398987067601088,0.0633101872977778,-0.4139772522818653,-0.35774348459793237,-0.2803086901757895,-0.005791635856189081,0.011910465984197927,-0.37771010696084806,-0.14519367605251554,-0.08534539919601901,-0.621564753194543,-0.40672873114442887,-0.4075420643480575,-0.4267786960255928,-0.21583814585589492,-0.13402189011741872,-0.47557351396991854,-0.13158028854695436,-0.1209858866848102,-0.18771910052098445,-0.4122250055424507,train,0.3134068485200232,1
2,0.27062880638297565,0.13618102391721815,-0.284454790461305,-0.4384858651626338,0.02804210126994905,0.09833483378878943,-0.5835074216580133,0.08132301329522586,-0.4513332917565809,-0.3945104196882463,-0.29849257430749093,0.01041399413584615,-0.007848264864567023,-0.40757535139240003,-0.1570952769504651,-0.09969665400517048,-0.6853700319017886,-0.4809515715034615,-0.435707159435461,-0.47763861510343386,-0.24825306559705396,-0.13325589429024468,-0.5327723747205814,-0.1474692435917577,-0.11867329067730005,-0.19295272613689585,-0.4568515306540353,train,0.6268136970400464,1
3,0.28461528569297145,0.1447920707181178,-0.28472664093408206,-0.47142304583145606,0.04251492520593991,0.08984299343386376,-0.6160458198750988,0.09420521517670287,-0.4852193345552162,-0.42212781722692727,-0.3099883399868644,0.01692422083773415,-0.015234907703034095,-0.4320166093189649,-0.16852725712182054,-0.1131001471005012,-0.7174318267168905,-0.5377515940086819,-0.45260763947503646,-0.5092015598907791,-0.27663605141180625,-0.1351836202939708,-0.5663435568523547,-0.16158262806589593,-0.1101521467608988,-0.20403031942289157,-0.48139586834618053,train,0.9402205455600696,1
4,0.23403017277691823,0.0936297003593338,-0.2869228165650718,-0.5047306098995289,0.0011840810752439257,0.03210651848776285,-0.621667142342425,0.05158788401222404,-0.5119594774633556,-0.44285045318262684,-0.31513406153625295,-0.03378852562677698,-0.06378695407906428,-0.4106275317744308,-0.18919647065357248,-0.1363098918654455,-0.7122668104964023,-0.5563237672731524,-0.4710326844534756,-0.5421490613407439,-0.3011433959558216,-0.17033222730935704,-0.6052777226460527,-0.21637061605008717,-0.14099992526719674,-0.24792015194759864,-0.47819360919273934,train,1.2536273940800928,1
5,0.19629247644638892,0.06600744397943581,-0.28921469157509555,-0.528508074941942,-0.025178857654125975,-0.006145062493187373,-0.6230200219135305,0.02060988720357916,-0.5293737599054689,-0.45958387530176126,-0.31875609871966704,-0.06140591834729185,-0.09682518009367495,-0.3945586486254766,-0.2019565444887066,-0.1545657293477925,-0.708731186519133,-0.5632793443431329,-0.48270607564399337,-0.5633955840627627,-0.32388206175904277,-0.1914683896050058,-0.6300456856672019,-0.24513974783583745,-0.15850693586558962,-0.2756620463516491,-0.4781750163887498,train,1.567034242600116,1
6,0.14270747096524608,0.017766198366195585,-0.282154988167988,-0.5536346183378116,-0.06752777345555201,-0.05935514009230962,-0.6164039686091372,-0.027094899298934355,-0.5494317291362636,-0.47410288796047684,-0.318791924285277,-0.09789969446155963,-0.13859186669972812,-0.35720114344581544,-0.21967897885509907,-0.17576959275775456,-0.6991174263911205,-0.5651612123256424,-0.48639510977136335,-0.5853284787055016,-0.34538864653201584,-0.2302501583682287,-0.6553628807092382,-0.2922864698665916,-0.18863095596707635,-0.3182269738565691,-0.47390860027407256,train,1.8804410911201392,1
7,0.11795002060615524,-0.019018735239998284,-0.2798123948278776,-0.5707416375398463,-0.08985581362747617,-0.09697068160520551,-0.6160624546166122,-0.05290488182844309,-0.5718361657642445,-0.49447416981286973,-0.31467667899022306,-0.12488534421367761,-0.16524459639293737,-0.3376734155177229,-0.23286668089622198,-0.19204655209793142,-0.6899588579232443,-0.5716777458110934,-0.4945242227866965,-0.5928295206485773,-0.36530617117473985,-0.2573366258602776,-0.6695439741393138,-0.32687100455890555,-0.19536427174025578,-0.34115169118733346,-0.47385887433187346,train,2.1938479396401624,1
8,0.06114199229046034,-0.0660000490050032,-0.2978403286009542,-0.5780919382952454,-0.1443562044353188,-0.1568628095385431,-0.616519223668181,-0.08903892094104568,-0.571798440525274,-0.5177884937659003,-0.29999816322757406,-0.18441686209760919,-0.2171170476551842,-0.30498223657463863,-0.2542506170500794,-0.2158853045366449,-0.674587029649899,-0.5696429337311142,-0.5104265498038281,-0.599532140094084,-0.380758567033603,-0.2832047341674324,-0.6946033395777429,-0.35177882481529416,-0.2139225325725897,-0.3612794105410253,-0.45820202631688955,train,2.5072547881601857,1
9,0.02180560887130286,-0.10589490604765156,-0.28826587637988543,-0.5951971708602091,-0.1801662992078026,-0.20270006236064272,-0.6169355187454417,-0.12836289764413383,-0.5916649106030196,-0.5349828798531509,-0.29334062890585744,-0.2130474153114303,-0.2568727814684547,-0.272933283939222,-0.2711751143561173,-0.23487521689578672,-0.6786894946484621,-0.57743537529236,-0.5117925852050131,-0.6151600932066364,-0.4007082301851401,-0.3163925745467728,-0.717411021274476,-0.39016568078458086,-0.23310330203425586,-0.3948200968170677,-0.464042755278843,train,2.820661636680209,1
