,AIBL,AIBR,ALA,AQR,AVAL,AVAR,AVBL,AVER,BAGL,BAGR,RID,RIML,RIMR,RIS,RIVL,RIVR,RMED,RMEV,SMDDL,SMDDR,SMDVL,SMDVR,URXL,URYDL,URYDR,URYVL,VB2,train_test_label,time_in_seconds,tau
0,0.9046221343697498,0.886358970667381,0.2293142445238836,-0.8825831734565959,0.3042523676614277,0.30133828045387223,0.2693734888308652,-0.3229349963031045,-0.8323532232409465,-0.589211638351897,0.3569965581465815,-0.6446100540385604,-0.2944171603357827,0.37198432619229704,0.9400189656445164,0.7923783792423147,-0.854739516338567,-0.5430113021713936,-0.9345934915691119,-0.5801860632003448,0.4910655477529453,-0.04297452916949884,-0.7287607375725809,-0.3055731920722775,-0.42514301081000916,-0.44574852155508415,-0.6723096356698073,train,0.0,1
1,0.9162096925773484,0.7044667954642224,0.3758204564790173,-0.8485753751693055,0.32696714195806553,0.3121458353817661,-0.01575404725739782,-0.306461570167038,-0.8274363828240671,-0.470456981107638,0.5880620087074264,-0.6441716757011946,-0.41927951659325857,0.3685507952479399,1.0,0.8988601688781663,-0.9103633042535342,-0.49121839200116324,-0.6190661583073785,-0.6027362962970867,0.5186440737897737,-0.28288816026230545,-0.7799452686419089,-0.31369675971879873,-0.2777290743039045,-0.43290132439038853,-0.6792083603858744,train,0.3134068485200232,1
2,0.9066455611941286,0.697913447593245,0.4271923374573732,-0.8863499976260072,0.24126543838899672,0.3031363194436374,-0.16911821030072482,-0.4732860687376622,-0.8277770276600287,-0.5401078033846334,0.6104390975654201,-0.7164647597208993,-0.3171493579636018,0.40500610710827223,0.9137593559210859,0.9893727196110935,-0.8919674330332665,-0.5510932819631722,-0.7596391365052086,-0.5447286251397119,0.5537256893957101,-0.22864768683274006,-0.767194790873228,-0.3102289160606271,-0.3524059650211242,-0.27757985469855884,-0.709540131115695,train,0.6268136970400464,1
3,0.6223329700973133,0.5688309539088022,0.35644067338132346,-0.908081988736849,0.05923387571116967,0.03076121132569898,-0.12872445452368064,-0.5481066286616534,-0.7523646798829651,-0.5575686114961051,0.45135379087617644,-0.7285988472897821,-0.46588803400139545,0.5631285781748825,0.8917829077067889,0.9534283574910809,-0.8117316550206006,-0.445702213333245,-0.7830523037267748,-0.47390781996137055,0.298921874899156,-0.14005957855172102,-0.6920694616480393,-0.44775067784395717,-0.41459926401174574,-0.3273560337597414,-0.6448137766496004,train,0.9402205455600696,1
4,0.6687326956217883,0.4828295368643788,0.3404474364432257,-0.8967368030905847,-0.018446763644980435,0.03430437751972426,-0.09294359563374843,-0.5647962237841653,-0.7875855387121378,-0.5486133067622864,0.44439282385637324,-0.7288348971637484,-0.41949439063753013,0.5831566887888586,0.9303975403651401,0.9852159869149246,-0.8409697842690415,-0.3482457274079863,-0.7582429384598861,-0.6419094419236229,0.3114617607929755,-0.2762405534007757,-0.7727006524552414,-0.33160315944431895,-0.3096944474988079,-0.43396187519160845,-0.656768221553214,train,1.2536273940800928,1
5,0.4792893528592843,0.4360874243748848,0.5346596319200363,-0.8902726687533123,-0.09643548524254053,-0.08274350129102537,-0.08269278342884445,-0.6293847815200431,-0.8128079060907798,-0.5210551832881664,0.4009066312765772,-0.740991465673009,-0.49553341252598404,0.631181604852808,0.8151461917323422,1.0000000000000002,-0.8868331110746923,-0.2868795362869109,-0.6920980560627215,-0.593891919850899,0.06229066244599979,-0.4558458954776279,-0.7658968527010831,-0.27819266685441457,-0.421988044594681,-0.5284804084726046,-0.6570040482115946,train,1.567034242600116,1
6,0.6137004387408622,0.27477940602118445,0.5482439025042312,-0.8563161407907331,-0.12576965506528281,-0.09208727034410391,-0.015287905146237568,-0.66444690101897,-0.7869824404881616,-0.6215718287610859,0.5001743387260886,-0.770216688164066,-0.4881288254352967,0.6682933735069942,0.7740631167554171,0.9597263588271081,-0.8244051693092577,-0.4536379314705733,-0.7757491139512404,-0.5867405923996163,-0.013682197729577239,-0.40340477428125876,-0.769849018396583,-0.24537972629196114,-0.548612890298875,-0.3756901620010762,-0.7447850602627271,train,1.8804410911201392,1
7,0.5169252410439211,0.26539799765411265,0.03803008466245883,-0.8200868840398461,-0.1424615655022975,-0.23627421649370384,0.03213937850773285,-0.6679739796436446,-0.7664757106981464,-0.4161376836296823,0.7446385192627742,-0.7704133963923712,-0.5377861965942965,0.7202012441345311,0.7226503957651671,0.9214236213785068,-0.8541078809103073,-0.5492182643247487,-0.7681505745891957,-0.6205474368031412,0.08780286241175328,-0.5059878443760248,-0.7671618903553663,-0.3940132793565839,-0.3051580343462106,-0.32656182540311707,-0.6465968962289403,train,2.1938479396401624,1
8,0.4269921224263893,0.2539503116313412,0.5020030052678217,-0.8862456150155086,-0.25966441390547224,-0.24662152466249976,-0.04049814282667308,-0.7394720888288493,-0.8301000173083553,-0.5205199772885721,0.7240123567148142,-0.7951143296324086,-0.5122515388901776,0.7954609995804387,0.6799162984458349,0.9090359356713915,-0.8383040372096244,-0.5445028722487208,-0.651997637203308,-0.6405859989873355,-0.25314602292555666,-0.6178975568795231,-0.7677221875477876,-0.38898967386847705,-0.4773631129186293,-0.4401864979625687,-0.7339716492684554,train,2.5072547881601857,1
9,0.3859157312549011,0.22348396767220013,0.39948574700987893,-0.8682970960328825,-0.24908029169166612,-0.2483805577805862,0.044373893668481434,-0.7621832435124124,-0.8005649575858711,-0.4588889685321079,0.4727101879172353,-0.8079734275284736,-0.5133454526017137,0.8518517290541456,0.6703864985404233,0.7976513269909109,-0.9074031975188307,-0.684249892174982,-0.6276715712598001,-0.5931344992773491,-0.1749162433031649,-0.5892578671678195,-0.8034989276190283,-0.1491960663239119,-0.3870814020208573,-0.39970683547826336,-0.7342235759879618,train,2.820661636680209,1
10,0.40207462400591876,0.18368599523026463,0.2919089911421928,-0.9040921461196946,-0.37168553958392336,-0.3578431374884934,0.013548171526896358,-0.7674244315809918,-0.8109209221873296,-0.5612411003496445,0.45473529221561426,-0.8732243569748523,-0.6033953060444249,0.8076529626027169,0.686558788904426,0.7954149636346508,-0.8663020458185545,-0.47424197058999307,-0.7355815701858017,-0.6128051568334365,-0.41276785782834136,-0.6649406213763045,-0.864118888919267,-0.3190427027649485,-0.4609586582041765,-0.4412330878857633,-0.7102023277887224,train,3.134068485200232,1
