,AIBL,AIBR,ALA,AVAL,AVAR,AVBL,AVBR,AVEL,AVER,BAGL,BAGR,DB1,DB2,RIBL,RIBR,RID,RIML,RIMR,RMED,RMEL,RMER,RMEV,URYDL,URYDR,URYVL,URYVR,VB2,train_test_label,time_in_seconds,tau
0,0.12800176197033503,0.03664668033832558,-0.020807968119233272,0.04226619222934652,-0.0050066685271114575,-0.4229479965782945,-0.1977732795061018,0.047768306155433704,0.013833495858297858,-0.023132630370702983,0.09298639244237025,-0.29068358963499447,-0.40626409170087147,-0.3753865370748529,-0.3426638010095179,-0.21698219510867053,-0.06016633300709803,-0.008332360543149231,-0.38967584014043016,-0.3034927206000996,-0.2671261426062377,-0.40832571125110795,-0.011632894092589163,-0.08006692999183185,-0.08694951762483208,-0.13867020982714093,-0.3049827619741535,train,0.0,1
1,0.22831240386222407,0.13556261038778458,-0.037072330274092416,0.12028863620948879,0.10098403611462564,-0.5088881980109008,-0.24711196417443387,0.11462547691856392,0.03571453934248963,-0.01669180573049634,0.10382456653435437,-0.3312810064492433,-0.47864867496585906,-0.4569404144141951,-0.4295295531653276,-0.25173035979268116,-0.038276967753750654,0.02745999474032665,-0.50801466288101,-0.3671991146435143,-0.34992960534167183,-0.4796515771875211,0.01614366408262352,-0.07151952367260186,-0.05992201945919995,-0.11895623097609748,-0.36133495525372605,train,0.4922923918448533,1
2,0.28582569274968794,0.17627478722304898,-0.03246615777035743,0.16508764168723736,0.14820240714882438,-0.5471503160637081,-0.2685524291876872,0.13532677390958817,0.047193597347982834,0.0009392377327855778,0.11675378358160553,-0.33366992764379994,-0.5230940459127059,-0.4883291217727145,-0.47859919041967447,-0.27494437558069657,-0.03957354552165587,0.03729619555972745,-0.5664923639472419,-0.384362054740204,-0.38451086669286283,-0.5166017210540671,0.02656454938129607,-0.07678488608893992,-0.05361426638091263,-0.12426953460780038,-0.3876587341147024,train,0.9845847836897066,1
3,0.31612204673745986,0.19213940774657803,-0.03312311560258909,0.19646182268012466,0.16545549599079046,-0.5677614813211374,-0.2835289246417789,0.14403521600938418,0.0593997190068496,0.00857722424836612,0.10826980624100889,-0.33167819747152427,-0.5317897047512194,-0.5096165538928028,-0.4929860422743169,-0.2851183928160348,-0.03673404816696038,0.04284088806435818,-0.5928685085361032,-0.3881600910122076,-0.3911866127870084,-0.5410963754024031,0.027572859625590362,-0.06783350626552272,-0.0418227597236957,-0.11928300906718281,-0.4025427030858895,train,1.4768771755345598,1
4,0.3420481848713473,0.19815127146694203,-0.022925970029056428,0.2046046966115819,0.1747542943111991,-0.5957029676735388,-0.2871218275479043,0.14224980511401902,0.06358562957495012,0.02076807118086319,0.09852008098494361,-0.3212243023199994,-0.5509425247682331,-0.5231896678437947,-0.5066792583580423,-0.2833770208091092,-0.04179916421529893,0.04418675069785702,-0.6067902868218038,-0.4067865079267503,-0.3996707377016824,-0.5685208374501282,0.033740795699161566,-0.06998734837049736,-0.036177526886415956,-0.12044966676185419,-0.40576406829989353,train,1.9691695673794132,1
5,0.3452767096082877,0.21780410038053719,-0.029800504296758457,0.2111347321985327,0.19428865730755357,-0.6028021173707501,-0.298410805933018,0.1533650442702732,0.06371495019800466,0.01755196509504267,0.0934117934569365,-0.3401208289949934,-0.5511522413993415,-0.5394339374991156,-0.5080386979168732,-0.2917122174258446,-0.03931297341298916,0.048177150911544786,-0.6220702994346062,-0.42503727833433214,-0.41271671166830104,-0.5684160598366944,0.043806024899503485,-0.06475858423023446,-0.03413581645678651,-0.11054706386828586,-0.4123809621090092,train,2.4614619592242666,1
6,0.3467357535888769,0.2233282405110281,-0.028935433689519188,0.216832748571511,0.20100852943461517,-0.6028293652357126,-0.29924675931491207,0.15824752145050902,0.06853453058892164,0.01564518571134456,0.10124768003027025,-0.3419267177167744,-0.5511916032859225,-0.545527645744414,-0.5130535243120466,-0.2991217659570598,-0.03825802531556495,0.046508055052818936,-0.6268682566314652,-0.42904634998559465,-0.4173042188170277,-0.571841218910835,0.04578597853407483,-0.06748049383364002,-0.033547366181579455,-0.11302584017190062,-0.41057867774745854,train,2.9537543510691195,1
7,0.3477686163124802,0.22393117880483196,-0.032066531610419134,0.22265918161826218,0.19417383214012257,-0.6035214128472848,-0.3018359674747706,0.15769653362040026,0.07505483030366034,0.014015366974169906,0.08273101981473077,-0.34486205623198296,-0.5396954305410975,-0.5535074054669609,-0.5027545049092154,-0.2917994159821806,-0.04094272709255381,0.04434392736050244,-0.6170460812662314,-0.42884954873405,-0.41112459784528566,-0.5760343920203742,0.041768872260797396,-0.05543243401392571,-0.02402868776690184,-0.1053676675842053,-0.4171743923920916,train,3.446046742913973,1
8,0.3459636597093114,0.2238795383451387,-0.02988084238764508,0.2190211002002003,0.19444652378911526,-0.6029507872832855,-0.2948413177147636,0.15766385749551504,0.07221318107252031,0.008651054369409689,0.08423917572073789,-0.349825735215314,-0.5330775570045065,-0.5547407377908089,-0.49801119587889225,-0.2901983206228813,-0.03997260281896063,0.037853469811372,-0.6134867156446566,-0.43750117035946945,-0.4087505167374014,-0.5811689495497898,0.04625889413963623,-0.05758384971347273,-0.02010164757170027,-0.10072235783040714,-0.4104970871162735,train,3.9383391347588264,1
9,0.3473963817542229,0.21499299172487815,-0.0256700824629751,0.21563756730624237,0.1864669535439376,-0.6003540183937904,-0.2928114030561495,0.1456750279479027,0.07328582768933461,0.008513389668880718,0.09518802235533874,-0.34334647297655774,-0.5356909676610866,-0.5494427152526818,-0.5010230713025707,-0.28964377561224003,-0.050735425770083234,0.03301447566360903,-0.6099545939507427,-0.43787960246756963,-0.4121958678060532,-0.5822245194380218,0.04339397239702736,-0.062259133717027695,-0.022424711963067445,-0.115424270296997,-0.41669667124109505,train,4.43063152660368,1
