,AIBL,AIBR,ALA,ASKL,AVAL,AVAR,AVEL,AVER,AVFL,AVFR,AWCL,AWCR,BAGL,BAGR,DB2,OLQDL,OLQVL,RIBL,RIBR,RIML,RIMR,RIS,RIVL,RIVR,RMED,RMEL,RMER,RMEV,SMDDL,SMDDR,SMDVL,SMDVR,URADL,URADR,URAVL,URAVR,URXL,URXR,VB1,train_test_label,time_in_seconds,tau
0,-0.06854204464724616,-0.047169735821443716,-0.10910577489167064,-0.1339182660640494,-0.08786169810190653,-0.07667991913183804,-0.11686409459769,-0.05243292156736899,-0.1331581047865547,-0.12543107244025856,-0.15079964124873096,-0.00651576593462215,-0.3806264125051062,-0.40599906273621156,-0.1879731742777128,-0.11916239613078759,-0.09050899114589282,-0.2976561194450027,-0.24262984008748154,-0.05646833316392798,-0.218757588933018,-0.35095801199122173,-0.24883442388824306,-0.28982444840128624,-0.10721370587190913,-0.3293746378173492,-0.27289801875529696,-0.24670086285519177,-0.32787991773584446,-0.2934851474951844,-0.3350678602923959,-0.2901993721613015,-0.21433637544107442,-0.3165205166301662,-0.2227696368505776,-0.28729789189941024,-0.3487582291287912,-0.35821686306424483,-0.1884002117677211,train,0.0,1
1,-0.055137484156497704,-0.07057953391815609,-0.11598019057172215,-0.15819494033906864,-0.0611351675883872,-0.09384655577896911,-0.11926578405609733,-0.06827654781877887,-0.13583314834120885,-0.15198703647544692,-0.16977842284653724,-0.051348015571371766,-0.45471765132376074,-0.49403125179357466,-0.23757138621157012,-0.13861760924917793,-0.10124656990935718,-0.3776354003207959,-0.32263724716077036,-0.09681219997220251,-0.2543574996293778,-0.41660204316429994,-0.29713628827335836,-0.35213488314585206,-0.16721330215657995,-0.4055660628451374,-0.34816733643119013,-0.3132824815299229,-0.43300008493064507,-0.38346682140011445,-0.3935735951334677,-0.35270956737298576,-0.30178144784123173,-0.38589880223304385,-0.27047641429115765,-0.3324702824746261,-0.4296108665974063,-0.45115251073997575,-0.25858537587538327,train,0.5705229793977813,1
2,-0.021117178423456603,-0.0625691756538985,-0.12801864438826915,-0.15842110118747868,-0.029604376395093016,-0.09180113653622296,-0.08712306377073936,-0.05541627499708525,-0.13670551412518098,-0.16243612319516382,-0.2018730587266076,-0.0654434629115138,-0.5122439320930557,-0.5551362869739087,-0.2963122949847664,-0.13337779786496476,-0.09431396769382142,-0.4238005758259125,-0.37896115364058913,-0.08793659240673271,-0.24993339882446206,-0.4698013514197885,-0.33518831682277217,-0.3856171594317839,-0.2355204866480988,-0.47438171685556163,-0.41258725627274606,-0.3697182207924864,-0.4945316414875464,-0.4584509760154919,-0.44503141522919143,-0.3932756873506461,-0.340093061039872,-0.41892850269201337,-0.30088282340227945,-0.34755291671825805,-0.4449944543571727,-0.5059654916723566,-0.32049865221435125,train,1.1410459587955626,1
3,0.0075728708733995564,-0.04614083075501677,-0.13221879807177161,-0.16045800395863138,0.02165779364212496,-0.07878867754477038,-0.05838419249186171,-0.06344761373113514,-0.12931977706171854,-0.15118499796107915,-0.19877432631371156,-0.07173670707006494,-0.5304325588925555,-0.5983335537882482,-0.3417780922488023,-0.14012063630228022,-0.09469542006389059,-0.4778103492647438,-0.4273408956995648,-0.09397841165716216,-0.23420504269077036,-0.5189669745400181,-0.3733737826892717,-0.41558989342128333,-0.2873822084147598,-0.541894566959443,-0.4677711393089299,-0.4030028228755241,-0.5437291853814966,-0.5082909501900381,-0.4814227117057973,-0.41788206072440315,-0.38104635208854776,-0.44477711024043926,-0.3161266089083653,-0.36462519811772504,-0.4762379784784848,-0.5497941275149252,-0.36482541461976775,train,1.7115689381933439,1
4,0.0347251939352934,-0.017388121676657688,-0.1391536305624249,-0.16849448104763856,0.05715896268888419,-0.06542585517857934,-0.022382604714559023,-0.04016215000927985,-0.12450488376429412,-0.15632721267302296,-0.20110524057738066,-0.07438303216591516,-0.5516839501468971,-0.6208427847489243,-0.3690128436370813,-0.15232745326828095,-0.08885232476165475,-0.5125087153744277,-0.45708926419924445,-0.09716182068943047,-0.21421853198882174,-0.5550649948462729,-0.3894124166203847,-0.4415446440504325,-0.3308117363631267,-0.584592906969413,-0.49727449130237944,-0.4350975074831893,-0.5621044087515296,-0.5424218107520522,-0.500610244249105,-0.4206220004541017,-0.4032503905290725,-0.4607407512102599,-0.3097321498698099,-0.37608166321753767,-0.4938300681705554,-0.5662389629986149,-0.3939825368356856,train,2.282091917591125,1
5,0.0661610657970841,0.026081879534560173,-0.13008564044963042,-0.1644654593932407,0.10508740617404659,-0.035197310382597075,0.019910324632185797,-0.019189391528196043,-0.13447722708466506,-0.14363837564893042,-0.2111703358788659,-0.07301614807467302,-0.570768127316218,-0.6394682649715084,-0.4106840765403733,-0.15246046424778986,-0.07428854350512885,-0.5479448537551468,-0.49477274422918616,-0.08612404517878235,-0.18110448394566447,-0.5953738602221594,-0.4115677726486423,-0.45757318484577025,-0.3728950572843457,-0.6387602958300332,-0.5387152033760575,-0.4678809613503232,-0.5897163781865158,-0.5595428765461694,-0.5197189440420495,-0.42284268003497405,-0.4150360057617789,-0.4574653083528087,-0.30303880457816557,-0.38273047541592264,-0.5138612529822403,-0.5853476905036137,-0.42324253820982594,train,2.8526148969889067,1
6,0.10279035667670584,0.07006571932446094,-0.13143470680783653,-0.174994123962124,0.1491709331477914,-0.005575184490912641,0.05597262262391699,0.00927657664929779,-0.13042751206462327,-0.14334072086331967,-0.22164196142668163,-0.0594639980796762,-0.5930363751287325,-0.6608376541891607,-0.4461186667616164,-0.13723642953615142,-0.050886180677453714,-0.5801632771865032,-0.5293019545311354,-0.06312722422634999,-0.1555404494190902,-0.6337139297293679,-0.4175037790389321,-0.46628992952037673,-0.40449542601010013,-0.6718745440964606,-0.5673620309629652,-0.5116634550177958,-0.6087180112882671,-0.5858107506295815,-0.5288737129524891,-0.42605456595326496,-0.42348553844400627,-0.44707474000916364,-0.2962838232241125,-0.3740258611321526,-0.5074203041523848,-0.5955758369543445,-0.46675204063493325,train,3.4231378763866878,1
7,0.12252054800005298,0.1002267325273935,-0.13405698987824644,-0.17936180921905692,0.17213138667537187,0.016469781122301803,0.0811094059395664,0.030797027833188106,-0.1349036739788136,-0.13745216618365114,-0.22328113026497487,-0.0625381886808098,-0.6040495237849663,-0.6784184506455821,-0.45889183833659686,-0.1356186631880578,-0.04395454339736298,-0.5933554976150681,-0.5420291430422536,-0.06232002401962725,-0.14054143562316304,-0.6596056643502832,-0.4257029843604555,-0.4748957694951145,-0.4225859949120969,-0.691696010028948,-0.5880622110444249,-0.5208826881324164,-0.61877754054057,-0.5931319131223097,-0.5473504395415443,-0.4177069672295009,-0.43004530503389027,-0.44569458679029866,-0.28006689830245246,-0.37692474093179296,-0.5210728809208455,-0.6060675792482457,-0.4791933907980129,train,3.9936608557844693,1
8,0.14636352543374193,0.13668798015426,-0.13558454963955596,-0.1662382473773785,0.21945200065725545,0.042722082810120514,0.11695168139788405,0.05529043028484219,-0.12483481639883999,-0.12413283497187222,-0.22604873673417084,-0.05060996086938577,-0.5963025919483083,-0.6697550391033379,-0.47851077027500194,-0.13295000511465965,-0.03499686680011867,-0.61121991875508,-0.5674272105983353,-0.039797625718620167,-0.09845901514373392,-0.6849785490391485,-0.42691462919203166,-0.4733640547611545,-0.442928077197642,-0.7259911313479867,-0.6010820585812363,-0.5406180124635931,-0.6276906258959336,-0.5944737415740602,-0.5459849259297106,-0.40825717204355655,-0.4196074024538954,-0.43459479000832946,-0.26279539846233285,-0.37614415870449963,-0.5221704063244741,-0.6012438766866948,-0.4917176446526246,train,4.56418383518225,1
9,0.1725006606110932,0.16974312083388107,-0.14381561405772414,-0.16605203686289066,0.24368083686078684,0.06427553130320879,0.14078782469899842,0.07888920734441238,-0.13552077676673013,-0.1314495807753978,-0.22611185624880448,-0.05125418339160673,-0.5953056600420396,-0.6776461601948466,-0.47622328517068113,-0.11910624675804077,-0.02182109283040277,-0.6180955413368077,-0.5656266951549175,-0.03061025783969452,-0.08253236647252733,-0.6902144674123758,-0.4147250871969603,-0.4732680818669692,-0.46553069483990456,-0.7356381988487589,-0.6040879037651837,-0.5585048677415145,-0.6239562731421769,-0.5918655078256816,-0.538382336383552,-0.3983340621212472,-0.4140572835776608,-0.4256938943232118,-0.24389867697797862,-0.3679728350863495,-0.5215531359244303,-0.5977794233346756,-0.48954952159751347,train,5.134706814580031,1
