,AFDR,AIBL,AIBR,AQR,AVAL,AVAR,AVEL,AWBL,AWBR,BAGL,RIBL,RID,RIML,RIMR,RIS,RIVL,RIVR,RMEL,RMEV,SIBVL,SIBVR,SMDDR,SMDVL,URXL,URXR,URYDL,URYDR,URYVL,URYVR,VB1,VB2,train_test_label,time_in_seconds,tau
0,0.9637099213201654,0.23071597752279405,0.06578441354073372,-0.8221384094833688,0.12908418109085806,-0.06603840306685926,-0.46642506255831684,-0.17253642884764409,-0.8032478490394415,-0.6915698062378928,-0.7530597144246796,-0.29043899400303963,-0.013321308547890709,-0.11797139778716836,-0.7777003863478653,-0.7037353370698249,-0.6973148388381258,-0.7036075431593937,-0.5354923031692294,-0.6582873106934128,0.20497103509377412,0.49177492511708665,-0.8061872467878284,-0.918358360737511,-0.6098718603154824,-0.42355489474093855,-0.6343033888119085,0.0342986120470643,-0.31915667006369475,-0.9129708637237041,-0.6713989325304354,train,0.0,1
1,0.6323372220675627,0.09896286764888385,-0.04138283934564979,-0.8255964711181927,0.017546383355995676,-0.1828586507345058,-0.5600486738463107,-0.16754501202693994,-0.7518284326853493,-0.6271532223544483,-0.7548634047685576,0.12974228802192744,-0.14667368702102257,-0.12770121693865355,-0.7479492967288993,-0.6706210725373828,-0.7131815623318183,-0.5793866371644495,-0.6074032113173363,-0.74454710925727,0.2994736188880205,0.40446186617440083,-0.7904705952175426,-0.917144134500788,-0.5760869789391962,-0.4400933079609024,-0.693920935016834,-0.03295478409898678,-0.4078561294354477,-0.9077676336145954,-0.6481339535022679,train,0.2730030333670374,1
2,0.7914412534113517,0.0788031047882618,-0.06260556272053086,-0.825995794915885,-0.03309741238788855,-0.25352514005964355,-0.5703012530859812,-0.39058451763876445,-0.8568190656019635,-0.6614462761947217,-0.7606452110708806,-0.179929791748075,-0.16433204935197587,-0.3114588023233795,-0.8138809637543598,-0.7075621522667778,-0.7163807115392242,-0.4999580449197601,-0.610707349057361,-0.7017547868846091,0.27493773876657857,0.47851142640875777,-0.8075371052659297,-0.9143032920192556,-0.5045981423444368,-0.49051249253658635,-0.7621202147033134,-0.13474584502709464,-0.43516824181300784,-0.8954099070634043,-0.587807713865913,train,0.5460060667340748,1
3,0.9223050028267896,0.04646846945437044,-0.154135499818147,-0.8407708615584913,-0.1527157229534798,-0.3387868354780984,-0.647827455000748,-0.2459632413237549,-0.8318101880065583,-0.6189930770532392,-0.7024661863359685,0.11640130048021624,-0.275978454755871,-0.3878723531725836,-0.8452187793712344,-0.6328365632709432,-0.7115956939162913,-0.783149590759197,-0.8978118733892124,-0.7594244681619076,0.48793804067098656,0.4638462615612964,-0.8021176087569096,-0.9189792185335566,-0.45786819292036707,-0.5134342413575742,-0.6756144334914385,-0.1152086895729848,-0.44952772870375757,-0.9020266059116049,-0.551597491968467,train,0.8190091001011123,1
4,0.8522231398751279,-0.030386249222029593,-0.17858136370311106,-0.8291208398190698,-0.22302254052937154,-0.41147508597581495,-0.726763102150502,-0.32542125593659577,-0.8515161891602904,-0.561055254133569,-0.7445534465931627,0.6361764597893125,-0.4364369614681275,-0.44439321468951365,-0.8268108220284023,-0.595325685307522,-0.6752697253119946,-0.6145727295837224,-0.717343474315279,-0.7563430079573346,0.5764126177346192,0.38209476776996265,-0.8068862058488933,-0.907784235336611,-0.3764708487297016,-0.4963436406137727,-0.8220966911879938,-0.23448384986593185,-0.4451451546018742,-0.8444331037525139,-0.5664818024725893,train,1.0920121334681496,1
5,0.7283996626518607,-0.12152688871176487,-0.25705932533604203,-0.8709886188038037,-0.2558479778783501,-0.5257584299537479,-0.675248782683689,-0.40883929158844157,-0.7607035215659173,-0.6338892950899748,-0.7780499009602628,0.07147413301625583,-0.4606289779027235,-0.5532770014692969,-0.7949970684062051,-0.7083987312503595,-0.7777411556921334,-0.5703592106496436,-0.8943234705877936,-0.7190807800044176,0.43802749621867165,0.2633121706998274,-0.758932756646238,-0.9244537157072261,-0.5350808648637972,-0.5531224830588206,-0.7693195478223254,-0.2276486642934098,-0.5583514974729622,-0.8583774867588811,-0.521921117719965,train,1.365015166835187,1
6,0.9717119186524628,-0.13868472073171378,-0.3371678391634546,-0.8540753387625449,-0.35960645711123684,-0.5408647812631621,-0.8405066579304808,-0.37323118995368476,-0.7257764833914017,-0.7158752746341286,-0.6915024448153475,0.2915474337916637,-0.5618151979659258,-0.6026832829802613,-0.7431276712257344,-0.7010487143460564,-0.6800790630777677,-0.5789740372052887,-0.9812947592153066,-0.7086306222943994,0.6470634251748979,0.2055848012440391,-0.79233514642573,-0.9064419198993973,-0.551925189861791,-0.5986763562571673,-0.695140756438153,-0.2759195255471959,-0.5487810409327034,-0.8824759381583563,-0.51647879184919,train,1.6380182002022246,1
7,0.8686406290005872,-0.2261151883907372,-0.4012252274037056,-0.8657887564420683,-0.4983326115010581,-0.6460822551501728,-0.8552382215111574,-0.3788975618814606,-0.7544777906910867,-0.6225472683117987,-0.752674950775021,0.1646366494219349,-0.636146880779914,-0.669821453408137,-0.8394629360978947,-0.6274465674611356,-0.7815996072087725,-0.7470358876957548,-0.842177721551828,-0.6795487941677394,0.7744817350829962,0.11900843859932952,-0.8344827548021421,-0.9325645711586579,-0.49808513916320063,-0.5701684308927266,-0.7275455263835949,-0.3743140886096329,-0.5089829386796256,-0.8285459337126571,-0.40558158452310267,train,1.9110212335692618,1
8,0.8174823586081021,-0.2845481016396584,-0.4944844367339205,-0.8270509144301657,-0.49316332156325426,-0.6665256881778248,-0.8500372416291164,-0.5012040572823515,-0.749713736471037,-0.6139708764944838,-0.6273767688660112,0.02060052940294499,-0.6862186702297098,-0.6719224830609081,-0.7630848574542495,-0.6857120846719851,-0.7707497748015842,-0.7328404353296252,-0.9927168838330191,-0.5978081149605418,0.5739997280996314,0.03161929239870531,-0.8040974441613418,-0.9273979066098554,-0.573993549464177,-0.6528560264115424,-0.7893545330486074,-0.5372588677964626,-0.43537138492413585,-0.8347479485243261,-0.3966208976669874,train,2.1840242669362993,1
9,0.8440633312482337,-0.3213043576135476,-0.5128655879890927,-0.804652843421459,-0.5777025624428342,-0.7981733503497443,-0.8285170944129846,-0.5550602753228995,-0.6701508694013348,-0.6413166797869289,-0.6652971849454133,-0.2727768317832969,-0.7305914893902017,-0.7638650707477911,-0.7686171555653678,-0.6616703041188018,-0.7522083648103728,-0.5043363895089399,-0.9274900902596133,-0.739360942839922,0.8346860415544219,-0.08354216519435897,-0.8338723044608046,-0.9405430415011063,-0.637591985585857,-0.563499143100474,-0.7652344884917491,-0.46327418669281584,-0.6070548405611431,-0.7863516184726729,-0.3085133155858957,train,2.4570273003033365,1
10,0.9478710261741121,-0.36707300563886325,-0.630216683451351,-0.7828993887166624,-0.6314670628459778,-0.8141705511694013,-0.8429329697162022,-0.5335006282725152,-0.7022851486920261,-0.7256641515180886,-0.7804962455710058,-0.32979030207140747,-0.7734097809324629,-0.7538062690763998,-0.7745494411469926,-0.6618165242361584,-0.7804358161736898,-0.8582242639953586,-0.8115385601240825,-0.7742922812392592,0.8932636717134645,-0.27284300680324647,-0.8265143567181573,-0.9405028496849105,-0.6796963406674686,-0.6287351549690845,-0.7964361771102726,-0.4232482390511616,-0.5345532026484925,-0.7573387976804529,-0.16844328302215705,train,2.730030333670374,1
