,AIBL,AIBR,ALA,AQR,ASGL,ASGR,ASKL,ASKR,AUAL,AVAL,AVAR,AVBL,AVBR,AVER,AVFL,AVFR,BAGL,BAGR,IL2L,RIBL,RID,RIML,RIMR,RIS,RIVR,RMED,SIBDL,SIBVL,SIBVR,SMDDL,SMDDR,URXL,URXR,URYDL,URYDR,URYVL,URYVR,VB2,train_test_label,time_in_seconds,tau
0,0.5070041687112674,0.45848781093403934,-0.44321996454671386,-0.9521371013811285,-0.7600850288991301,-0.5063996169860769,0.23832429741946248,-0.3926508778626412,-0.5746046922785383,0.22036563925377384,0.17786713109690344,-0.7962886417376958,-0.5757716589097037,0.16519265056121113,0.21138798472801967,-0.2175581015386452,-0.8434852559467516,-0.4410895427094389,-0.9741902818891589,-0.4507915040113114,-0.38814399173840464,-0.13216827905197637,0.22998886349579628,-0.9489147964576046,-0.6881603354110656,-0.7167637838303016,-0.8463729118537539,-0.8982133389454106,-0.7707013587966333,-0.1613970065708359,-0.9596534069199638,-0.9061912703926155,-0.9255548467318302,-0.3694019399146211,-0.5480333384601139,-0.6839463926842773,-0.670320979703922,-0.7171799235945449,train,0.0,1
1,0.4732633298478477,0.535806195319956,-0.46175951457187103,-0.9737208322357618,-0.7822443111114088,-0.30736067868853,0.039998775589524915,-0.22401093057060528,-0.45499449924485424,0.1927360558946758,-0.05666832304203384,-0.7836842216250608,-0.7191162060326881,0.1698512125252245,0.09113515623015467,0.0040705128796870715,-0.8307668839871101,-0.6487924174240498,-0.9090027999842994,-0.41573786616666153,-0.5215446356299644,-0.1112769313630555,0.16584350255417024,-0.9141434109539339,-0.7355439029512996,-0.7213203645394493,-0.740032414271812,-0.8765534557380881,-0.6843236629970741,-0.1551080783318406,-0.8502631534182445,-0.8590147067614786,-0.903482731469365,-0.3392249951200371,-0.5145280957309974,-0.5831123954481112,-0.7980284165696014,-0.6827287341530079,train,0.2561062366611335,1
2,0.4738554278538434,0.4551284964138831,-0.4188758805113353,-0.942386049780532,-0.7046844783462505,-0.3040517648197364,-0.017889881217038828,-0.32061069667087494,-0.6754592719752894,0.2488628477469046,0.13190537059026652,-0.66014539810919,-0.739255028594695,0.13172141473185528,0.042413696282327495,-0.12310255188065045,-0.8713650626079755,-0.6023962115040955,-0.8998441257119759,-0.5040113115913072,-0.40014013571640317,-0.14391819153032248,0.10977670964741582,-0.9479991170691415,-0.680204225919292,-0.8695344374204881,-0.7237250582105783,-0.7412998435050644,-0.7416674686850951,-0.2838223441406248,-0.9398308695113826,-0.8271886475114801,-0.9315480325671528,-0.42192152584626663,-0.5708648469013164,-0.7307659618334796,-0.6389817580603715,-0.7228943843801214,train,0.512212473322267,1
3,0.4514497642756261,0.4479956888101444,-0.40381621154865976,-0.9456229987335013,-0.800366036983046,-0.3317205607984707,-0.08750122291209472,-0.3125636678071204,-0.5825685430707912,0.22858649779486218,0.08612365005309341,-0.7213801634739356,-0.6992695222436005,0.15871861282605826,0.0025665265026929562,-0.3109256153341875,-0.9165027924457512,-0.5811829606015266,-0.9166978059298159,-0.3975655488273443,-0.5086493447166889,-0.06554337543604771,0.2625985167342517,-0.9760476908947348,-0.6380402677690327,-0.732913525061709,-0.7924093352822432,-0.8247979196391362,-0.7252152647828589,-0.23049715322324438,-0.8803930175879989,-0.8149632676662518,-0.9324389477258971,-0.42549311033336623,-0.5594098368721971,-0.7408922685862342,-0.6338861038338085,-0.6492153948655044,train,0.7683187099834005,1
4,0.39614690262420305,0.4490005673550772,-0.39500835758499364,-0.9722627606855566,-0.7474917010133747,-0.25274984811032963,-0.16311409115536402,-0.40295054090153926,-0.6092221435977798,0.2384127197319612,0.16544809247827075,-0.621514694988147,-0.6292066786950665,0.16936529138216727,0.023657459522588353,-0.1601701513825996,-0.7582037403572413,-0.5526600967362254,-0.9994376549422441,-0.5558294654658347,-0.5023586363787291,0.02922286110238903,0.23037558451018314,-0.9893401855261638,-0.7199344423652045,-0.8377370793564092,-0.7631308117482067,-0.825853867971582,-0.7695954839669966,-0.27645751261254503,-0.811262038213557,-0.8878518950663209,-0.898071851921215,-0.3380143050722212,-0.5666863026186622,-0.6781129764438323,-0.652772435877609,-0.6850779127535198,train,1.024424946644534,1
5,0.4183246469808326,0.3866031476903893,-0.40176578348044467,-0.9772033624015835,-0.7468345851901961,-0.3446352157823197,-0.1429758690623466,-0.12816032587529758,-0.6285984553853613,0.184396432223068,-0.07672831552694548,-0.5970413631105527,-0.6093205031739561,0.05303778734785203,0.06693719959348543,-0.18510768846220127,-0.8390673334357712,-0.39465374015007115,-0.8959340670626643,-0.4787016260412503,-0.2773915808659788,-0.14309752569811607,0.27960253537920066,-0.9496695136828006,-0.646226446729954,-0.9036192740462302,-0.938615111320777,-0.8391998529823352,-0.905857690703862,-0.1661176523270954,-0.8286674798409407,-0.86298256289451,-0.9312051506971953,-0.4076172911750374,-0.6490191991763083,-0.6668022416034378,-0.7665935153182467,-0.6874115803326193,train,1.2805311833056676,1
6,0.41877510848076427,0.4738215780613624,-0.4142637062239741,-0.9636885412976504,-0.6837462750778824,-0.29205021351099014,-0.15827951878061897,-0.2588408593849886,-0.7270438612248787,0.21376089381601493,0.13179553558615675,-0.8791480120195241,-0.5907663204310567,0.11210443735241293,0.19274270052346865,-0.32190878343675655,-0.694132453695955,-0.5365486641217738,-0.9189133781161078,-0.4136907140442013,-0.37555464663244953,-0.0900650888025798,0.23220126203253622,-0.9527226937768243,-0.69548866466274,-0.817012442913432,-0.7681093123432361,-0.8688026591285258,-0.6649337595737723,-0.04261363271526308,-0.8534261925080823,-0.8888002167715736,-0.9293210171484911,-0.34279542575791055,-0.5628923903480425,-0.6558326396886875,-0.6381608952710218,-0.7638826613509728,train,1.536637419966801,1
7,0.42416654308126667,0.4343566581930878,-0.336527663932364,-0.9456900761885255,-0.670587892820039,-0.22092762140865996,-0.16009756478235992,-0.23364222332892848,-0.7085054161750391,0.22051181338552217,0.0525970328686326,-0.7503318873160285,-0.6431305030836751,0.12546549237157034,0.3290224244389054,-0.2151234541302185,-0.8568312482107454,-0.5470168705515207,-1.0,-0.5801678295884178,-0.6946032579264263,-0.11712399190398382,0.24688193261977642,-0.9023808426849762,-0.7381424703988804,-0.8254805730781045,-0.6899544759716087,-0.7963709295623881,-0.8921695419908917,-0.31612852927149027,-0.8525719757158642,-0.850606341632191,-0.9269512723679999,-0.2977182594994663,-0.5555420703560645,-0.6516173874198923,-0.6632168787166818,-0.7335160213089317,train,1.7927436566279344,1
8,0.353345492614622,0.4424817075841956,-0.2649372260378654,-0.9475939344754609,-0.5616752224818834,-0.18205906940250394,-0.13797761561262245,-0.274658482210683,-0.5811253519995316,0.19736982617463328,-0.044825523717749505,-0.76908332726424,-0.745271440434603,0.09515875077360891,0.578012340967525,-0.1772587627717419,-0.9726164502549024,-0.67358400309305,-0.9299913908646229,-0.43780161681984453,-0.5864201163447021,-0.10090782668480647,0.2552266416897966,-0.9227390446631439,-0.7224387425507204,-0.7673169864967264,-0.811266399681623,-0.8522592267143578,-0.7374824178600201,-0.19667172829159196,-0.7897626178511832,-0.9133105436332574,-0.926256964794647,-0.3987136602469027,-0.40772699689271386,-0.7195026502475803,-0.8367680309064972,-0.7405057594001675,train,2.048849893289068,1
9,0.3920883820370735,0.4464004288156014,-0.1940373984757694,-0.9586741172331283,-0.4339866055390774,-0.20640230180675734,-0.14917005177333487,-0.10773955433863158,-0.6217712700330539,0.21384601587410756,-0.05296705608272401,-0.8358549585368148,-0.7783859401048434,0.08523213266390495,0.539315208827564,-0.07843428617699255,-0.8688995213166669,-0.4542768029870754,-0.9445754793397733,-0.5425199028678572,-0.17767251061608158,-0.09288158866366125,0.2033864576670148,-0.9315199930429754,-0.6954944118436373,-0.8638292868068604,-0.7990366493137477,-0.87279234455613,-0.6050122081819294,-0.012760076153209066,-0.850387629423196,-0.8612882072592098,-0.9286450133089935,-0.3385300044742956,-0.5944861132625805,-0.5997966895151596,-0.6924559568709672,-0.6549206569018244,train,2.3049561299502015,1
