,AIBL,AIBR,ALA,AQR,ASGL,ASGR,ASKL,ASKR,AUAL,AVAL,AVAR,AVBL,AVBR,AVER,AVFL,AVFR,BAGL,BAGR,IL2L,RIBL,RID,RIML,RIMR,RIS,RIVR,RMED,SIBDL,SIBVL,SIBVR,SMDDL,SMDDR,URXL,URXR,URYDL,URYDR,URYVL,URYVR,VB2,train_test_label,time_in_seconds,tau
0,0.20446826837371024,0.12869383348761126,-0.2982548702242439,-0.29507935016974995,-0.114427555233694,-0.2305184895300066,-0.1621907232398567,-0.20126142633154612,-0.20040101095331772,-0.002786559891396312,0.028748874824780078,-0.4496896782564207,-0.31995367451492013,-0.04229418203057248,-0.2258091123801121,-0.18164776590245985,-0.3642107131827387,-0.36784797414564363,-0.10421368641661849,-0.3018824659893957,-0.34874553191388646,-0.02506392732940463,0.049350876777372994,-0.3855089305692663,-0.15728319021326082,-0.5464877995093486,-0.3503982111654299,-0.38263595069221495,-0.3120100276914322,-0.3317259656447057,-0.38915002073764327,-0.4365892274146721,-0.3442647120840078,-0.16048859082508152,-0.2069392644610088,-0.20618689994739042,-0.3078674263951797,-0.3638963301163279,train,0.0,1
1,0.2869305529458735,0.22967330198698677,-0.35545784694831145,-0.3717400966998576,-0.16115717904955054,-0.28985175242082784,-0.17274933966998302,-0.29410414531215645,-0.302538392436987,0.07666737416842553,0.05653615383931775,-0.5871007730493801,-0.43932693015629476,-0.022341768869314035,-0.27355535411968795,-0.23487704171071555,-0.45070601697833657,-0.4833228400890133,-0.11908153317561712,-0.4391382281829216,-0.46587262157654236,0.017919178040531253,0.050794596254085375,-0.5032209268986838,-0.24212731293905176,-0.7246440428400985,-0.42460668839131094,-0.5559882403262668,-0.4333571299253489,-0.3963965614650794,-0.516969867446137,-0.5878320178383061,-0.4435768075145011,-0.23350348955338487,-0.2663680410353335,-0.25781221024893813,-0.3751012843835715,-0.4978213757660004,train,0.2561062366611335,1
2,0.3227320070218227,0.29057425690871524,-0.3799928350628843,-0.42868115095713205,-0.18106654969286914,-0.30660769403774424,-0.17689137301209887,-0.33542057676402526,-0.36477679611479175,0.13859227120332462,0.07799431718400526,-0.6704449968990159,-0.5125895856114546,-0.010927851166522631,-0.2922200386553199,-0.25909122850424476,-0.5241449277002895,-0.5501130542806963,-0.13477689343883223,-0.5279476838262759,-0.5343631588742763,0.0498151283209817,0.05046369284277911,-0.5831206979842767,-0.28774248956278914,-0.8190556434589914,-0.46834374047008376,-0.6443918731999537,-0.4953615338164387,-0.447647434646267,-0.5976912068731313,-0.6656656417023111,-0.5096298464891137,-0.27243331988696595,-0.29259584380189757,-0.2907784822379476,-0.4172568406219411,-0.576346236768393,train,0.512212473322267,1
3,0.35018087531194086,0.34219607803777297,-0.383418211180628,-0.4567480866608045,-0.19022515384047453,-0.31977086561467777,-0.1638171383523316,-0.3549494295250253,-0.39968295019286515,0.17884427578384254,0.09719114617900779,-0.7083809353792724,-0.5526039328696686,-0.004271986221821206,-0.30215981692696114,-0.2610763043170664,-0.5597475974427664,-0.5833200355044558,-0.14163722536139006,-0.5752349889190081,-0.5720045355246071,0.07724384394423081,0.07086320428515838,-0.6330364231260086,-0.3248738316184843,-0.8635329141111568,-0.4887074732632581,-0.6934271466203809,-0.5118930803823563,-0.4662845241767932,-0.633640691425984,-0.7020478737770407,-0.5443853501380955,-0.29150260675306694,-0.3068214118282176,-0.3060158313941136,-0.4393984270051369,-0.6190271439653159,train,0.7683187099834005,1
4,0.3670242223341163,0.3760216931440613,-0.3885306626634497,-0.47490293407156847,-0.18385966824187205,-0.32356208727968633,-0.1605004713969813,-0.36098708420313586,-0.4260903288148016,0.21497650751144382,0.11994114216384066,-0.7310223543626364,-0.5783357880838137,0.009972344170767006,-0.30781465847170436,-0.25899624731286747,-0.5850829910304154,-0.5987327071135297,-0.14234329706836407,-0.6053181421101946,-0.5963864293005272,0.10075496837518777,0.09495508236861835,-0.6622317375432327,-0.3397986040968275,-0.8862913905883455,-0.5042137376046139,-0.720155169172875,-0.522966533534537,-0.4783409073057583,-0.6548486494904977,-0.7199545903020449,-0.5652258754038225,-0.2940161148838533,-0.3064388930426096,-0.3100997857650264,-0.4470544491497969,-0.6474323418871936,train,1.024424946644534,1
5,0.36194132848891397,0.38494239573489863,-0.38420823341958243,-0.482725072560432,-0.19089261908742516,-0.32437735908700915,-0.16102888532270992,-0.3822941238022408,-0.4383315327593037,0.20906039227311962,0.09065578504769006,-0.7439095965867585,-0.5778480720416124,-0.0033725576261025847,-0.31023425522045445,-0.2572611707070425,-0.5994465847262622,-0.620166812880951,-0.1440786801670916,-0.6263743565109499,-0.5941798302727257,0.0814416067761348,0.08926067604167429,-0.6723833761265576,-0.36254923645731046,-0.9001253220300691,-0.5144129397317062,-0.7369457029774145,-0.5247498714172856,-0.4843921795707865,-0.6689215908391589,-0.7319586419573684,-0.5825147268534978,-0.31591081964120094,-0.3144100376164663,-0.3240691349062014,-0.4639450546412351,-0.6594870563187009,train,1.2805311833056676,1
6,0.38038426905842176,0.40641483936851147,-0.3816670131053318,-0.4877888927384856,-0.19011651785199205,-0.32130994148157643,-0.14399451811834305,-0.37276738792699177,-0.4529743825585496,0.23447663493301046,0.11199043226384087,-0.7519441695189197,-0.5933995593366076,0.013327209533885956,-0.31235083434495947,-0.24936792878284897,-0.6080103729696049,-0.6254493214010863,-0.1422319933620457,-0.6317162489682572,-0.5992634171573084,0.10090503289804323,0.10204738224043991,-0.6897757523294368,-0.37090521177682834,-0.908816226549792,-0.5187324617731607,-0.7438100259863313,-0.5301517271132241,-0.4838715618048314,-0.661566918474314,-0.7313968474702292,-0.584428829335619,-0.30557350753710927,-0.3032333599783792,-0.32302790839236983,-0.4517784313747527,-0.6787499641943616,train,1.536637419966801,1
7,0.37835713805825516,0.41339090303895054,-0.375919747820428,-0.4937030902056135,-0.1770850867634782,-0.31808731443998134,-0.13719068519713795,-0.370406374912612,-0.4574809485126766,0.2386795561615404,0.11462088330473152,-0.7642305688035477,-0.6025750163772666,0.01759751296902276,-0.31301369995772427,-0.2519740224856874,-0.6064636718562972,-0.630923781976544,-0.13835430728249776,-0.6346675837782735,-0.6121233770082568,0.10734175311456265,0.11058546372518628,-0.7018833102141836,-0.3719433119597676,-0.9080127562451715,-0.5206817111499029,-0.7379825282343866,-0.5355720436445726,-0.486817306975213,-0.6700565422583257,-0.736224597222554,-0.5905426957820556,-0.30437386645635717,-0.31213673638455536,-0.32640722260146837,-0.4465249578630482,-0.6806208032189133,train,1.7927436566279344,1
8,0.3802957799356967,0.417809604999597,-0.3693203221561245,-0.48999621860468784,-0.18710179080524356,-0.3195622131384266,-0.13075019950897482,-0.3779089970043102,-0.4554802483965107,0.22958549709622117,0.1131734261963134,-0.7746099153377338,-0.6025739743975049,0.013886497436698605,-0.31495936985678336,-0.25110639673503876,-0.6029665172167114,-0.6449254565378032,-0.13674165568639707,-0.638271591372458,-0.6147092903085916,0.10331958907772396,0.10981933579929247,-0.7098793972193499,-0.3756107216835115,-0.9143736837817792,-0.5262085146085813,-0.7395576857891378,-0.5397478439161982,-0.4796439889775358,-0.676346289071053,-0.7429035912849021,-0.5853856458037543,-0.30804270177937676,-0.3230461900552214,-0.33153653389789517,-0.44213205902402697,-0.6919264652707696,train,2.048849893289068,1
9,0.38256463254036743,0.42524772117690446,-0.35952701202790804,-0.4791802210495128,-0.187909081965889,-0.3159275384062727,-0.12574575717992617,-0.37071503137016837,-0.45952124908671055,0.23803439826356332,0.11249763610471239,-0.7775969855811696,-0.5877640756711275,0.03123375438816625,-0.3083919038781739,-0.2456229625088141,-0.6091225853438884,-0.6444255621047956,-0.13190444630072515,-0.6349770358080042,-0.6044405979092424,0.09878201709725037,0.10873589081111822,-0.7043108067341863,-0.37496782893350894,-0.9202226708311542,-0.533180113267379,-0.7461506774859618,-0.5332365608043905,-0.4814196730571836,-0.6697058063070249,-0.7315150036918406,-0.5924644813568603,-0.2929063063160452,-0.3003578803600391,-0.3222399486258598,-0.4396164614136646,-0.7010699199377788,train,2.3049561299502015,1
