,epochs,base_train_losses,base_test_losses,train_losses,test_losses,num_train_samples,num_test_samples,centered_train_losses,centered_test_losses
0,1,0.012307020609748226,0.010385331229175326,0.3561342174615996,0.40099891531996007,1251,1251,0.34382719685185137,0.3906135840907847
1,2,0.012182475744582057,0.009768772190850965,0.33375701194835417,0.3696886668542355,1151,1151,0.32157453620377213,0.35991989466338453
2,3,0.009421361536580823,0.010181803437617189,0.35358031862696865,0.29465607689522627,1134,1134,0.34415895709038785,0.28447427345760906
3,4,0.009284347480470618,0.009602090369992777,0.2774571222287133,0.2728656117956063,1358,1358,0.2681727747482427,0.26326352142561354
4,5,0.009424169027228826,0.010183670833709385,0.26314179991367875,0.2417605284068527,1134,1134,0.25371763088644994,0.2315768575731433
5,6,0.012246214345178974,0.010279474440349604,0.20210575233900077,0.2557358375050901,1200,1200,0.1898595379938218,0.2454563630647405
6,7,0.018805056711573113,0.014373002777027421,0.26055503777325584,0.2445238740132663,899,899,0.24174998106168272,0.2301508712362389
7,8,0.00942155204256124,0.0101812390914759,0.19133964703875692,0.19837017139623647,1134,1134,0.18191809499619568,0.18818893230476058
8,9,0.01224220353188281,0.010291027285880779,0.16065959003286645,0.20494200378776636,1200,1200,0.14841738650098363,0.1946509765018856
9,10,0.01041086637506572,0.009255705131367564,0.22143086605355355,0.1853999168674686,1129,1129,0.21101999967848784,0.17614421173610104
10,11,0.015342921798953512,0.012655441077493952,0.18213516953639314,0.17374995317204184,1136,1136,0.16679224773743961,0.1610945120945479
11,12,0.01230913614383176,0.01038319692673532,0.17292540295523992,0.171559221110545,1251,1251,0.16061626681140817,0.1611760241838097
12,13,0.012307437998765552,0.010386284338820958,0.15406661645301298,0.15504152581079028,1251,1251,0.14175917845424743,0.14465524147196931
13,14,0.009750981948200082,0.008643511836421263,0.16339417350515278,0.16536654051420496,1057,1057,0.1536431915569527,0.1567230286777837
14,15,0.01224084599132565,0.010307341735818671,0.13120059551496593,0.1692232656662593,1200,1200,0.11895974952364029,0.15891592393044063
15,16,0.015342981848632626,0.012658314370301247,0.14967015984780374,0.14385598016181278,1136,1136,0.13432717799917113,0.13119766579151154
16,17,0.01041669681809785,0.009250546583243265,0.1574545513504494,0.12176076466222743,1129,1129,0.14703785453235155,0.11251021807898418
17,18,0.009283261859532346,0.009604762569065771,0.11706742696163314,0.15927151690663302,1358,1358,0.10778416510210079,0.14966675433756724
18,19,0.012309978785547725,0.01038414167744819,0.13082659576913702,0.12669576571647617,1251,1251,0.1185166169835893,0.11631162403902798
19,20,0.0075678859689404954,0.007448361195075587,0.12941163163562586,0.14698575170749353,1055,1055,0.12184374566668536,0.13953739051241795
