,AIBL,AIBR,ALA,ASKL,ASKR,AVAL,AVAR,AVBL,AVBR,AVEL,AVER,AVFL,AVFR,DB1,DB2,OLQDL,OLQDR,OLQVL,OLQVR,RIBL,RIBR,RID,RIFR,RIGL,RIML,RIMR,RIS,RIVL,RIVR,RMED,RMEL,RMER,RMEV,SABD,SIBDR,SIBVL,SMDDL,SMDDR,SMDVL,SMDVR,VA1,VB1,VB2,VB3,train_test_label,time_in_seconds,tau
0,0.40857395439401634,0.030502132893891254,-0.6057222891361274,-0.3206045158088858,0.0031990123813263605,0.1182455761226684,0.46292334139172153,-0.6769706824392937,-0.512450970098761,-0.14084628648150865,-0.42753837417536267,-0.8076165560761821,-0.259374265025635,-0.9807256956578821,-0.8902602715227279,-0.8971928160482183,-0.6353974700930246,-0.5467266737032885,-0.29384163368182536,-0.9131329522035614,-0.4975933409134392,-0.8101663525444657,-0.728655721502319,-0.1846855740332175,0.1386100551610343,0.5632001332205139,-0.5291406302628809,-0.7025445518451648,-0.8269529287094944,-0.6761582286936683,-0.876035465395372,-0.9813243137281096,-0.8015980701788415,-0.8962907835374522,-0.741877265339232,-0.8858397118983616,-0.92769517459079,-0.923458817975211,-0.8893665758546783,-0.9252968190843747,-0.146613382318456,-0.7452350045478766,-0.21869169390287457,-0.7597165146995033,train,0.0,1
1,0.3738083613823251,0.038117489869079924,-0.5339768180877026,-0.3291686314034753,-0.08923107199810709,0.14263757564545587,0.4360328910284179,-0.6890136030055417,-0.42164149412697627,-0.11312505126600492,-0.4597812584484632,-0.9729389744614767,-0.12246133757610511,-0.9375958403627042,-0.8545429033008819,-0.9502439725780716,-0.5908340116837717,-0.3771878262420809,-0.2729853797550136,-0.9504172657419911,-0.6304019586745342,-0.8178326456683864,-0.6776198870945803,0.1267839863913902,0.313023910347199,0.6451532781633813,-0.6349064763878062,-0.7264538584947977,-0.8238441543193084,-0.6896610894411143,-0.7903074316955078,-0.8998196472510425,-0.7282306075138547,-0.9006336691467206,-0.716968238488406,-0.9183198011971941,-0.9685243666763192,-0.9600305768417565,-0.863829739452405,-0.9023030591656144,-0.17195927460329885,-0.7253730635826072,-0.23366798423215607,-0.7721850867231262,train,0.3446075303126994,1
2,0.34258225285030797,0.09643165126310316,-0.42819067370960195,-0.349421560847998,0.03516567601256737,0.18583388221642827,0.4846392422623209,-0.6635712573280275,-0.4568179782013675,-0.06616519302844437,-0.36131701017898665,-0.8732882410608143,-0.05627292050349941,-0.9957407871171461,-0.8691089903354837,-0.9953673362286881,-0.6201576040008789,-0.6152386076828322,-0.3085646385722426,-0.9518801306134056,-0.5682387447003682,-0.7952834338135123,-0.681859674295832,0.06446038285705336,0.4334444865003211,0.7458600731541551,-0.6341718173867708,-0.6961680962897105,-0.851801004082199,-0.6713229514985424,-0.9988264608131514,-0.9616866385933501,-0.8658538897127183,-0.7994144156202087,-0.6572539805777553,-0.9382057396002224,-0.9526339462887312,-0.9404825882640466,-0.9256632994648127,-0.9040530051597468,-0.27428085671851876,-0.7106655726072011,-0.3190792865461578,-0.7459055203969829,train,0.6892150606253988,1
3,0.46799155220024913,0.17139471142209062,-0.35110403179939853,-0.37895592615947826,0.3065659309148878,0.21009726266360063,0.5087172634389592,-0.7008807414848741,-0.4834952892944667,-0.027170504250562222,-0.3089487266497909,-0.9468696870786776,-0.2677088383209152,-0.9347130840970266,-0.8653541701507921,-0.9039994779245517,-0.525230574532277,-0.5080839531117259,-0.18902236220832846,-0.931363659298969,-0.6322050779770243,-0.8106261133903674,-0.6889594240280681,0.12007370953585794,0.5059483995322216,0.8812098742782744,-0.5532923004402246,-0.6959884010580828,-0.8051241460007105,-0.6735116123483023,-1.0,-0.9800386495990361,-0.7712867748290577,-0.8604569083973396,-0.748037457008435,-0.7977450338376452,-0.9413671359903791,-0.9575613239060019,-0.8516634594735711,-0.8794380854249341,-0.20522942234034325,-0.737309783587857,-0.291925265517316,-0.7624143606915486,train,1.0338225909380983,1
4,0.53402530214125,0.1386437937427205,-0.4619377899264765,-0.5044509333464238,0.3664946937034723,0.3250255768818766,0.571739871041407,-0.6739111119323764,-0.385365396478882,0.06804955541237345,-0.32054121095037025,-0.830444597579006,-0.08078977770100593,-0.9840159861018226,-0.8872202428321362,-0.8631572540155218,-0.5248426651835371,-0.4292049592740992,-0.24798907526179637,-0.9290816092695736,-0.6405223785090361,-0.8003455953577432,-0.6771244267314593,-0.0680671660065123,0.6040474365414479,0.845919815656923,-0.6535899272408984,-0.7142641624494737,-0.8349717846293707,-0.7325711221844609,-0.7622106007035553,-0.8879685073648043,-0.8374193663335872,-0.8977848762690774,-0.694340666946536,-0.8619291951341067,-0.9537663518617496,-0.9264354902501081,-0.8690005488019695,-0.8897608820211433,-0.25893066520753616,-0.7301019362201453,-0.349240744328586,-0.7704324391961802,train,1.3784301212507977,1
5,0.5658710568450369,0.1951073806031549,-0.38978128648383636,-0.5869914604219806,0.3855346072232517,0.29499326123212777,0.5484767163361528,-0.7499976879472612,-0.5090990327430439,0.08242123089728803,-0.28101900981281347,-0.7061282867674412,-0.1452175429203998,-0.9509160999633619,-0.9149840781521026,-0.8817961633086957,-0.6510688887457916,-0.43816599833900904,-0.36762561581829756,-0.9075101217242116,-0.6628283329488291,-0.7897173149280159,-0.693912093166285,-0.06572105110461657,0.6074819427243652,0.8918305705640446,-0.568616737426523,-0.6661671102950708,-0.8424934898046286,-0.7280769867628016,-0.7796953710851753,-0.9565109001699614,-0.8311135284912178,-0.9624161312483127,-0.782773892970523,-0.898768330881313,-0.965821050954123,-0.9455305916810595,-0.8732506059980827,-0.8687526316590172,-0.20473110294692476,-0.7455495129044265,-0.314028082672854,-0.7772413191436942,train,1.723037651563497,1
6,0.5443571665502913,0.1904845737383234,-0.5149223205519111,-0.6449205651085387,0.4079704625438292,0.28019917765882907,0.4963035128228219,-0.7098878632237415,-0.6405287970804151,0.07031661882046825,-0.32262824613644414,-0.6387257684134224,0.0024518305406333596,-0.9567540490029143,-0.9271560544734656,-0.8232587520725857,-0.6024464729956849,-0.4914491464669246,-0.3051836317582507,-0.94334942246398,-0.6264482873102616,-0.7779001771571963,-0.6689412837005586,-0.08359447802209052,0.7234130616771111,1.0,-0.5936553605401012,-0.6942309234456279,-0.8434827272524119,-0.7652283337013689,-0.9208991479462346,-0.9340557790368897,-0.7939378142906898,-0.8672784908406865,-0.6220859356609338,-0.966131211411261,-0.9714406967509774,-0.96235114453537,-0.8511413256304556,-0.9031727255203502,-0.2229441882279377,-0.7480444804375188,-0.34752573645529705,-0.814515349449376,train,2.0676451818761965,1
7,0.4643988951574112,0.20203955343036428,-0.5967829781319812,-0.6033796109589481,0.5837976624236916,0.36657415911856805,0.48239800286511003,-0.7062914209603915,-0.5326575700697616,0.16787691925071768,-0.2911845265466997,-0.7349889750631795,-0.25926250240705817,-0.8960158801687291,-0.8904034627988459,-0.8928503884412572,-0.5206979132645749,-0.5151791981447934,-0.08533770733405266,-0.9166874516512603,-0.6423605554111984,-0.7665373337529429,-0.7452701053444648,-0.11863399450609624,0.7213372941966674,0.9467905145079634,-0.5797912506060118,-0.7304402545523128,-0.8179754795754005,-0.7777607673478191,-0.8287855640876778,-0.9137491163196875,-0.7633412103211461,-0.9214677123888445,-0.6486898502829159,-0.9179190483133647,-0.9706028283333061,-0.9397752305398431,-0.8484071408820975,-0.8944773527169527,-0.2508012194168685,-0.7421633329935944,-0.40649048616812344,-0.8042675141233036,train,2.412252712188896,1
8,0.5717643851665792,0.26524213138417885,-0.544305805387044,-0.6426875357035002,0.5180831407217479,0.36771859855939937,0.467293714949244,-0.7426585739195163,-0.40355279844919545,0.13231843789041342,-0.20884988821065242,-0.8089671937363814,-0.2696109655862803,-0.9585978630227077,-0.9237272492457044,-0.7545011642834376,-0.5591646837507901,-0.34732710701873004,-0.12178400103420839,-0.8958190176034316,-0.5711122818754379,-0.839642457543891,-0.7244988558073415,-0.1446225104264348,0.7441418019839015,0.8799609903008259,-0.5452813515961261,-0.695243603804812,-0.841327959950326,-0.7527674358810892,-0.8777463665636223,-0.9679252647811452,-0.8957652718585754,-0.9105341103523182,-0.6688260758839778,-0.783275115628038,-0.9909038444576681,-0.9474729836600718,-0.8623728175998406,-0.8736230602512349,-0.23543148596888908,-0.7421483046142092,-0.45714163043488176,-0.8523461774069189,train,2.7568602425015953,1
9,0.5029686444067512,0.3064682776368699,-0.6438682361657782,-0.7621677369546955,0.589940414948529,0.3550020707819803,0.43421817375069716,-0.6396203338864808,-0.5990012048380151,0.14645349929425322,-0.21957938938884503,-0.8852157935958311,-0.3426008966756069,-0.9573624725443564,-0.9145279279744158,-0.8474275803866352,-0.5121601504653757,-0.31784775974184776,-0.19244446595559883,-0.909397143057981,-0.5937978759395393,-0.8611001255564019,-0.661961677336542,0.016214117650358517,0.7658599347836961,0.9277332649334022,-0.7044782995028349,-0.7002604189178547,-0.8064285630772476,-0.7713690372029739,-0.8566844886650111,-0.9571190807416742,-0.8549067164534238,-0.8832430470581365,-0.6877847790823644,-0.8353185388143971,-0.9807197483480811,-0.9992073038350647,-0.8649189218778291,-0.8573809704537314,-0.23006722426326975,-0.8019341156835122,-0.33254351785545855,-0.807555167746781,train,3.1014677728142948,1
