,AIBL,AIBR,ALA,ASKL,ASKR,AVAL,AVAR,AVBL,AVBR,AVEL,AVER,AVFL,AVFR,DB1,DB2,OLQDL,OLQDR,OLQVL,OLQVR,RIBL,RIBR,RID,RIFR,RIGL,RIML,RIMR,RIS,RIVL,RIVR,RMED,RMEL,RMER,RMEV,SABD,SIBDR,SIBVL,SMDDL,SMDDR,SMDVL,SMDVR,VA1,VB1,VB2,VB3,train_test_label,time_in_seconds,tau
0,0.013183021778990636,-0.1100889676093659,0.03217017731275766,-0.06134303430183634,-0.04660987746501158,-0.058826342267660064,-0.08584176191168069,-0.4605861152829581,-0.47943569177555245,-0.20306773535656117,-0.11389136265334936,-0.23253561229742845,-0.2065027513796668,-0.36397273103898986,-0.25876952889625143,-0.34977323364040924,-0.3118991573823722,-0.2558832280155736,-0.2789512372380112,-0.38640423833893595,-0.3738744734874367,-0.3776767805545315,-0.4262303590686449,-0.09486042584448441,-0.11690278354177842,-0.12700700824887212,-0.5326568739869172,-0.44327494073318907,-0.3065393621758528,-0.3197602292964107,-0.3794796560306852,-0.3668589987611744,-0.3375660884640945,-0.234979431423588,-0.12841039798217485,-0.29101327828875767,-0.5321073389200548,-0.4489393154773866,-0.38271904235789217,-0.4501793080398959,-0.15173465422567797,-0.3879924570586731,-0.4133084329487402,-0.24819757000221832,train,0.0,1
1,0.052606819533693894,-0.046203285626486804,0.057106798773934944,-0.10058571894721145,-0.057327544926006585,0.03147004588343841,-0.0423420868690412,-0.6055241150854636,-0.6342113539682859,-0.21163872090787866,-0.1255833009486316,-0.25937614785503027,-0.32291788990089476,-0.5516441421294802,-0.40154543553124294,-0.4037276815238641,-0.39772514207425397,-0.29151383784446094,-0.3562297210277455,-0.5778240858043353,-0.4916725508859624,-0.5273756472421384,-0.5808648330421473,-0.13977614732788612,-0.07473277743444626,-0.06782674689261872,-0.7034057142891159,-0.5538394830683019,-0.36625944163685725,-0.48987217757831397,-0.5228092332878193,-0.5437859790573749,-0.5029191598464275,-0.3151399638824821,-0.21240323884654053,-0.40411484541141474,-0.6969029156000779,-0.5756394373358299,-0.48852266503088027,-0.5680856782782915,-0.12627217671383323,-0.5773607472151747,-0.5870343131985983,-0.40464257610089616,train,0.3446075303126994,1
2,0.07930676993163384,0.011746237303846607,0.06194787675722044,-0.11525222579708207,-0.0665958203452596,0.09191750094537421,-0.007180480031884082,-0.6961355876958777,-0.701216553884852,-0.21021888113616644,-0.12437049293917114,-0.2637331453341724,-0.38340984938325623,-0.6585643386678512,-0.4860585239046932,-0.4310763854564125,-0.44233348913600373,-0.29736320011473316,-0.3904255248546268,-0.6867235639819391,-0.56371645108731,-0.5971714839921375,-0.6702135971580636,-0.15762011635364526,-0.032116255760361284,-0.0357456531639766,-0.7921882630081294,-0.604287367002635,-0.3887332665766201,-0.5848886992898717,-0.5943875814625518,-0.6301554758524324,-0.5798560126622362,-0.3477269329031413,-0.2620055417776909,-0.46594426248082604,-0.775824730101588,-0.6477680167006246,-0.5463488057682797,-0.6240450536169044,-0.09306641570896898,-0.6668498119429527,-0.6772402445125394,-0.47936640992765495,train,0.6892150606253988,1
3,0.11936015307761604,0.07023149599872691,0.0740072447852476,-0.10864024549785918,-0.06199700901446859,0.15213277572218364,0.03600458367221776,-0.7578578074676897,-0.7558040567252914,-0.19787499975823253,-0.10412534615403962,-0.2701338280314604,-0.42642990021107985,-0.7276083718650355,-0.5462800308354677,-0.4450793198643537,-0.4661069000608777,-0.2897511124814617,-0.39808772763919664,-0.7647473214583549,-0.6179318695648105,-0.6438883172848217,-0.7268301371440035,-0.15951251497796845,0.009636162901434986,0.0031114691906704017,-0.8401516578265609,-0.6395135585734522,-0.4018281361522189,-0.6470304462446501,-0.6412639562185154,-0.6834387628901352,-0.645996237948129,-0.36030872500546773,-0.30755538881166605,-0.49271871295120256,-0.818063584163731,-0.6936367577966824,-0.5812346341324147,-0.6539793719039165,-0.06732180270781278,-0.7242321281283928,-0.7437441132972655,-0.5274544510357382,train,1.0338225909380983,1
4,0.16527405533451925,0.13182654899741542,0.07237158104651985,-0.09240702619308731,-0.05495561095634826,0.19873909416066193,0.08765967400256744,-0.7979818526221965,-0.7907552669863097,-0.16138612438370906,-0.07916967722131574,-0.27184722917807147,-0.4471507910738697,-0.761896018130188,-0.5763096855700394,-0.43907952677047624,-0.4539173083713072,-0.2557009414611886,-0.38939210264594726,-0.8174062211839488,-0.6554064082041875,-0.6665450291940298,-0.7671494462872369,-0.16049131156245483,0.05412169063065947,0.04194390974329776,-0.8645057716635108,-0.6393630633775476,-0.39128631874149244,-0.7030537245082519,-0.6698643527206858,-0.7157509383393225,-0.6844328138244908,-0.3529192726801109,-0.32239639593622477,-0.5112220018742488,-0.8231355942170804,-0.7117726545340815,-0.580766131297527,-0.6555538471984002,-0.03340343432175105,-0.7604072273496325,-0.7943658615193324,-0.5476321531249352,train,1.3784301212507977,1
5,0.2044976271714436,0.1838426535418815,0.0690685333498837,-0.07773611892917487,-0.042628393626298486,0.23709386837647173,0.12786948021054792,-0.8211035308940811,-0.8048256924074314,-0.1309466284143259,-0.05831955497686983,-0.2634784825246997,-0.45810878172673136,-0.7801053018193078,-0.6001191227010343,-0.4287789348546811,-0.4477109296032662,-0.2309581340602155,-0.3723642091590258,-0.8451611514236961,-0.679136924802457,-0.6741344320151699,-0.788277484396297,-0.16813255308147143,0.09692306902363171,0.07645444500397436,-0.8747650852984528,-0.6356594507953705,-0.3781921393921605,-0.7300737095814559,-0.6828636260637522,-0.7340496523407538,-0.7064601782333455,-0.33447467872689385,-0.3325271217436529,-0.5268719752086097,-0.8094798533702754,-0.7178069537658123,-0.5809649929469084,-0.6511034402624003,-0.01717695914964218,-0.7825777518201158,-0.821957639322935,-0.5550683714448605,train,1.723037651563497,1
6,0.22937345298747686,0.21787242111809735,0.06979109189410077,-0.0711807752657074,-0.03293600950769582,0.2654120246042942,0.15166152747186637,-0.8414590261096164,-0.8216431745223507,-0.11225711141433223,-0.04371813085224023,-0.258660803583324,-0.47238953196273087,-0.7969872507642958,-0.6204376425969385,-0.42139910795063906,-0.44494507381944887,-0.22105973557129974,-0.36318088596169773,-0.8606963103530709,-0.6964275614497221,-0.6778784611618844,-0.799273866315382,-0.1741805867813144,0.12692599379413907,0.09795796565155224,-0.8869922712860805,-0.6315688494039644,-0.3645477725970855,-0.7512795395313636,-0.6942029078344514,-0.7529452792877129,-0.7314560807025641,-0.32945492421310285,-0.3429753475032275,-0.5423874552014598,-0.8009885955439008,-0.7260768334156398,-0.5838106898643602,-0.6467342725135754,-0.00661702154475502,-0.802144371384113,-0.8456678451473891,-0.5616120046614765,train,2.0676451818761965,1
7,0.251806519398029,0.24599222170600638,0.0690872901408057,-0.06417440909606037,-0.02592342635337863,0.2831697641153175,0.1722634562962351,-0.8564437713277265,-0.8302262777498345,-0.09252647884629196,-0.02922366623266811,-0.26095745586715746,-0.47896687943778254,-0.8069839324817701,-0.6322675614783225,-0.41372382972838384,-0.4432873218530894,-0.21256652368065182,-0.3539597090376248,-0.8707406414442982,-0.7100531485335981,-0.6791496233040387,-0.8030942043212757,-0.17388014983134803,0.15652749742273672,0.1208498712813682,-0.8863166518207796,-0.6294093924890783,-0.35391509824867123,-0.7631978963193142,-0.700205035374984,-0.7706414335394514,-0.7470478568177321,-0.3181940218981886,-0.35469278056869374,-0.5551196699048248,-0.791396490495749,-0.7332312122997817,-0.5921201517780607,-0.6425278116583402,0.0016012409626533775,-0.8165782920561193,-0.860667711032142,-0.565358132079929,train,2.412252712188896,1
8,0.2671790580252226,0.26748307379450814,0.05774345923326482,-0.05484696674339157,-0.021544566947803077,0.29794202209586484,0.18918212793135883,-0.8563275389030994,-0.8292631201152513,-0.07221975392783266,-0.016947462318995882,-0.2658572537208971,-0.4862574833080823,-0.8022493257262796,-0.6316660829972268,-0.4075462040112665,-0.4272266529381013,-0.18670205506106285,-0.3468449332828254,-0.880456325385299,-0.7179936567080941,-0.6760914526467817,-0.8090812049139922,-0.17909254469310823,0.16714150983153472,0.14367606377487874,-0.8850973921987879,-0.620349707278223,-0.3409971392061109,-0.7743524857408957,-0.6993596025214488,-0.776370844990962,-0.74779680065582,-0.308652285779367,-0.3600718897632441,-0.5514466387868306,-0.7786454224515681,-0.7283237671493559,-0.5740375822522688,-0.6309779067794067,0.012307859717854058,-0.8252157314000572,-0.8654620142592239,-0.5593408524171842,train,2.7568602425015953,1
9,0.2827007309571916,0.2823794355068382,0.05657336614476263,-0.04754436267233615,-0.01709395353473562,0.3071820218938891,0.2079152089200211,-0.8532789504206332,-0.836878523533246,-0.05239356023416064,-0.008956597564971094,-0.26729357457423963,-0.48962824634812196,-0.8106854090470076,-0.634522838869564,-0.3962745134396314,-0.41639079719000094,-0.17072540521546248,-0.337879373669409,-0.8867430743747584,-0.7310934877325056,-0.6831895114406605,-0.8169632020398602,-0.17482978009624867,0.17313428508284937,0.15386851975435156,-0.8840190839745365,-0.6107769390451537,-0.3333911191170539,-0.78834389158522,-0.7019195813155921,-0.7807959042441996,-0.7570920597914703,-0.3016438388183592,-0.3603979862724544,-0.5557377934225114,-0.7724491017367995,-0.7282078362651021,-0.5689321045146821,-0.6257418479192218,0.018715766776392972,-0.8374157432811937,-0.8788000599697398,-0.5582844917307224,train,3.1014677728142948,1
