,AIBL,AIBR,ALA,AS1,ASKL,ASKR,AVAL,AVAR,AVBL,AVBR,AVEL,AVER,AVFL,AVFR,BAGL,DA1,OLQDL,OLQDR,OLQVL,RIBL,RIBR,RID,RIGL,RIGR,RIML,RIMR,RIS,RIVL,RIVR,RMED,RMEL,RMER,SAAVL,SAAVR,SABD,SABVL,SABVR,SIADL,SIBVL,SIBVR,SMDDL,SMDDR,SMDVR,URYDL,URYDR,VB1,VB2,train_test_label,time_in_seconds,tau
0,0.8811603443551284,0.4748513344226849,0.4236742197777288,-0.1297017535346331,-0.4914493539342221,0.025648189319340542,0.46934827338199914,0.30037546120362446,-0.9163619817884884,-0.9578390247410034,0.6987363448729097,0.8847634513674639,0.5482443936192813,-0.00705476712241937,0.21663546443678017,0.5795495376322781,-0.46666084787078255,-0.06306986568625306,0.02405622821194453,-0.6539058752042378,-0.5995003527408708,-0.8345399498887386,-0.6948555242130416,-0.7013772855855654,0.7480150748565351,0.895408464984147,-0.8796957926190372,-0.9538440518329888,-0.7932743370451478,-0.8917666736063796,-0.875946319983256,-0.9101980360814966,0.14631420115103655,0.7168916822464148,0.14567544608857386,0.4404008494434912,0.12369178100205247,-0.8710188833746232,-0.8640475063633195,-0.8027888855718934,-0.9369747841891842,-0.6809810104434978,-0.673490589362327,-0.3308094961283491,-0.45046596722575205,-0.8556899884341939,-0.8551557741175329,train,0.0,1
1,0.8681017639724868,0.49915470331493295,0.4601790985572849,-0.12893972421370137,-0.5970205436448073,0.10499552520654043,0.5531869286905728,0.2840281406276113,-0.9589632653776061,-0.9454797640279763,0.7616235472997529,0.912496103991591,0.43042753700406,-0.16258692517272788,0.1596323744820073,0.6227497005073508,-0.4117432230491107,-0.10525515706014998,0.2353811408300135,-0.6577527131769398,-0.6318425113033296,-0.8714533619541887,-0.709345386399466,-0.575220876033391,0.7148914364602712,0.9609505401882663,-0.850894769297718,-0.9516355769988326,-0.8404090285146815,-0.8482937803653536,-0.9032174529418816,-0.9199958096032915,0.16304601197224566,0.8177866093018226,0.20206689079334805,0.6421561975151031,0.03671978857211233,-0.814949148670525,-0.848100550071158,-0.8000983246700553,-0.9859097987060522,-0.727403867243007,-0.7409576672506519,-0.16015954060994653,-0.540042992752201,-0.8220178453650235,-0.8211931902823513,train,0.32618544246451225,1
2,0.8747355807650072,0.47090195411897773,0.5152163360742381,-0.1900654154720104,-0.5673103414716845,0.13685907621195526,0.43195970626222024,0.2884650230022088,-0.9288301622230021,-0.9640591667163273,0.7228511221928763,0.9185472274877756,0.6135765936931348,-0.01424581316543061,0.4249280303287598,0.6220576646777551,-0.3923514681521073,-0.004173396964666454,0.17726706492595556,-0.7326711516300268,-0.6652308484995488,-0.8975946597576203,-0.6830595815065579,-0.5968466129858856,0.7066350164443664,0.939026196252553,-0.8092620581395759,-0.9277006391217523,-0.8142675781421471,-0.8896787308680726,-0.8960123035856469,-0.9266923562036962,0.2332029398288391,0.7894674364296049,0.33911634790799705,0.49821373277615,-0.03278926822477202,-0.7907820909555698,-0.8465044165803142,-0.7143480978918699,-0.9618487288422761,-0.6951758794261584,-0.6921314719072706,-0.29288616473855866,-0.43614667625124404,-0.8646311081146698,-0.8704399459949951,train,0.6523708849290245,1
3,0.893797177321259,0.47823648826497045,0.3831310859114019,-0.12416271684739222,-0.6074393317677536,0.1934403719021962,0.5429089354127243,0.2941425875417607,-0.9265761262569916,-0.9207969520880259,0.7468069267784044,0.8660048591422015,0.5013651602523181,-0.057215372124443054,0.44705372853056347,0.6528636614761392,-0.4013935755944136,0.07724973366176413,0.22626241247373402,-0.7361660390944774,-0.7054368092726468,-0.8820163447654771,-0.6761101819840902,-0.5999503023628071,0.711761536925392,0.9201461988059356,-0.8978233986937814,-0.9458974575355878,-0.8315511061105431,-0.8856701293913508,-0.9061167913435189,-0.8648384067656538,0.2741976320077504,0.6945325422281653,0.29000647126140433,0.7068330578033437,0.1678349505303044,-0.8102492957568623,-0.8415085116356341,-0.8285266844552371,-0.9845716688552048,-0.648700420553184,-0.6854636457312843,-0.10778798538807988,-0.35614894071671643,-0.8422908832111242,-0.8138481568614443,train,0.9785563273935367,1
4,0.8867064600044752,0.4822706782116014,0.3980925167586864,-0.09995308196650798,-0.5753275555682331,0.020123794161950426,0.499829715652341,0.34948046920641906,-0.938624129368215,-0.9733000190443889,0.6926877394399739,0.9018212983077013,0.5764220663462638,-0.12141597260873549,0.3116523300153805,0.6666869250300056,-0.3394527554642287,0.09340989582822923,0.2436554757639644,-0.727330895537676,-0.6939860977460588,-0.883431803046905,-0.6571876503442562,-0.5871915897862603,0.686978537418856,0.9052384891723513,-0.7937662393680407,-0.931063697685391,-0.8098967464983339,-0.8863204081463726,-0.8916619153819618,-0.9253400684958151,0.2955607217649756,0.7366156144900907,0.27848070403714975,0.7435380884992602,0.16908755433194422,-0.8620673197323314,-0.8379323546006923,-0.7869852774552237,-0.9595484968502342,-0.7049079771554998,-0.6160819735746738,-0.2695805750501514,-0.47832596367703606,-0.8315512510511692,-0.9099670985952298,train,1.304741769858049,1
5,0.9350565989369821,0.4754794943687203,0.3594373815311509,-0.021999411877819175,-0.559602492201551,0.16013681514517453,0.4631571044479579,0.30568287916857884,-0.9640836604665974,-0.940358136711893,0.7106751311182314,0.8529516121459165,0.49687657182280853,-0.10437658380269355,-0.050133463414957724,0.6721477198190189,-0.36406031616793966,0.04515868224117692,0.18773111793589714,-0.6869155669865886,-0.6374820459754769,-0.9194927670389518,-0.6900016747503608,-0.5778583886844678,0.6788329458402202,0.8578789582131221,-0.8552551154913147,-0.9502332336389545,-0.8260357439493605,-0.9128935313971858,-0.9048941365321461,-0.8884474583369958,0.19091645310116,0.7208847861267501,0.3260066084581388,0.6071712193601999,0.07087636535200781,-0.8987923602811875,-0.8541838693619629,-0.8560686239730686,-0.9559275509338224,-0.6075800708760695,-0.69906195317856,-0.2726594968343199,-0.37790564728939713,-0.8403541625245217,-0.8550552594740326,train,1.630927212322561,1
6,0.9008620324001249,0.4747749720118887,0.36677209139062006,-0.10357316819137163,-0.5826370578005644,-0.055020697527574214,0.45858282075749845,0.435021065679823,-0.9517268775879395,-0.9467834043731619,0.692718717999521,0.9412272957061635,0.4069338393172901,0.015019102861088762,0.047356398625764684,0.7371519498950097,-0.3442494061807406,0.14840040440611202,0.29141260559941684,-0.6795955616666886,-0.6357869655626531,-0.9074476136288603,-0.5897569981082263,-0.5439433807863223,0.704208305314691,0.8679357392924969,-0.8356900578519053,-0.9425776462526695,-0.8121987800794676,-0.846140756586087,-0.8946917234728603,-0.8819330853571676,0.2789130210943187,0.6783167091574726,0.26216340780309744,0.49553185907567565,-0.0063560061615760555,-0.7921981444259549,-0.8533367552023599,-0.797789304442816,-0.9668521419410717,-0.6652390887966961,-0.6784519940806886,-0.15923159406996512,-0.380005745656251,-0.8356530956425136,-0.8812545807466758,train,1.9571126547870734,1
7,0.8842915592319616,0.4659731245049882,0.43157632341316643,-0.036431094842066414,-0.5598510888896006,0.17194855651482355,0.5304808982308922,0.3930432861916726,-0.9644488598678541,-0.9350443735533875,0.6809257406547632,0.8928739203463335,0.8879787823052894,0.04871042689889815,-0.13344967142440534,0.7492923535160385,-0.2772388473280766,0.173460928944839,0.2672568769537109,-0.6924915724642462,-0.6595426095707164,-0.8751961535186554,-0.6081318539368099,-0.4784680830078931,0.6676520637909895,0.8843649837148249,-0.9765887007263965,-0.943870485529946,-0.8393011756350669,-0.8703443330556633,-0.9051785535827034,-0.8361516083676561,0.2077696764704151,0.7286357008800163,0.3539481384032641,0.8001137712888384,0.10864955325041115,-0.7618561830323367,-0.8113419068091312,-0.8534666158430034,-0.9480125835588573,-0.7006525246686013,-0.737681469648993,-0.14916708495412856,-0.5246167563413565,-0.8307269219433342,-0.8504197992838028,train,2.2832980972515857,1
8,0.858817669100927,0.47791764404083426,0.36152283687475584,-0.052977334165593915,-0.5392921762850773,0.037447566273459576,0.4732261865772407,0.35722057172113186,-0.9510419133869719,-0.9461456984688116,0.6618284675284919,0.820323356550254,0.633719105244166,0.28335170953342426,0.5374521186195501,0.732398909294951,-0.2600867406122639,0.08605128273055018,0.3526345893529048,-0.6773116273220655,-0.6327756520915621,-0.8396304865298081,-0.6074755323030787,-0.47821179184857465,0.6402741980949533,0.8163814161970406,-0.8831230319882089,-0.9464085525994456,-0.8414978273128606,-0.8921773942153276,-0.8567597996317985,-0.9025705207246961,0.2928032525800821,0.7190635966385733,0.3780671399988764,0.6771995920302485,0.17599052298523665,-0.8231142587965453,-0.8736658346900978,-0.8073424120858163,-0.9593599091139531,-0.505637052137169,-0.6106279026582239,-0.17471188771283375,-0.4700413475088785,-0.8024257145539305,-0.8458412731387893,train,2.609483539716098,1
9,0.9011539796821415,0.5081790545644796,0.43926866950704646,-0.08088739449672067,-0.5881275849831777,0.0477195995253612,0.4541042880101318,0.2429668922858521,-0.9385300500958739,-0.9368517861518765,0.6322047966858556,0.8308099447396505,0.8055950360963617,0.24351779753143055,0.24311163629463695,0.7579450610478691,-0.22145703657814197,0.2406019355323712,0.3569064498361305,-0.681296628855244,-0.6218085598782389,-0.8697268582233606,-0.6234443076857301,-0.5500574919592642,0.5994957523529951,0.834714077578502,-0.8574931346388226,-0.95633302353543,-0.8117299567050318,-0.8960537093313765,-0.8959479495349725,-0.9184614406878991,0.29490027285333964,0.7340115251576608,0.46085822120812137,0.6773115643954275,0.08773005880708673,-0.7838851613322665,-0.883050504419933,-0.7942803519110918,-0.9865893198987299,-0.6261472810434547,-0.6924902438493481,-0.2548352486924971,-0.408305970814131,-0.8671126040997106,-0.8331745570590511,train,2.9356689821806103,1
