,AIBL,AIBR,ALA,AQR,ASKR,AUAR,AVAL,AVAR,AVEL,BAGL,BAGR,OLQVR,RID,RIML,RIS,RIVL,RMED,RMEV,SIBDL,SIBVR,SMDDR,SMDVL,SMDVR,URXR,URYDL,URYDR,URYVR,VA1,VB1,VB2,train_test_label,time_in_seconds,tau
10,-0.7734425909771653,-0.9397032048151305,-0.11428228699644916,-0.9380689320509699,-0.5992453492182002,-0.5051556585003496,-0.8987314504023345,-0.9502226761455825,-0.6037807280261174,-0.48311461932166544,-0.40435916968364627,-0.8884309402221356,0.22796930940735982,-0.954498372162402,0.5536742402428891,-0.8669201445895807,0.5280617087340251,-0.1767810944785948,0.5975561820250457,0.7465443684774,0.7490154813712078,-0.61106417737034,-0.8547129451495545,-0.9334667991752283,-0.7946791156391505,-0.9440634039763215,-0.9497116052045457,-0.37068465192235445,-0.4520389472451831,0.8439774625591607,train,2.5641025641025643,1
11,-0.7722385273791866,-0.9353849844309131,0.0038080176135812938,-0.9448443283716217,-0.5499753164283648,-0.3314736069494213,-0.9069802709971196,-0.9554894558669723,-0.8650247922161172,-0.6068261989960603,-0.38296733242481984,-0.8562034104782292,0.5062212985836159,-0.9637002407013135,0.4574662932670741,-0.8824153162563451,0.548468139755145,-0.22535396270755836,0.6222570438728576,0.7740783316566815,0.5825690168355622,-0.5568497591692565,-0.8327685299298171,-0.9558120698434245,-0.7586341483686119,-0.9234336421760335,-0.936639436495413,-0.3922607899027124,-0.5072596199949005,0.7738092909516874,train,2.8205128205128207,1
12,-0.8334560474118274,-0.9422753727657992,-0.13933221042015076,-0.9663598403206415,-0.8564172961552833,-0.6323410539788163,-0.9105835779520955,-0.9917451759475147,-0.7724228447512008,-0.60471402992842,-0.720126854699609,-0.7871385242751048,0.3212117596787849,-0.9481389656328926,0.5361344275997115,-0.8632643909478278,0.5123299033150446,-0.2331048035011718,0.5747060533058854,0.7749529741067416,0.38115041138167505,-0.5898148222253241,-0.8638935964285914,-0.9448390134340189,-0.7627841286480469,-0.9675689758063076,-0.9783397563841301,-0.34909054221520885,-0.5336291856498734,0.8233370589351037,train,3.076923076923077,1
13,-0.7880341144735412,-0.9453556599605257,-0.10113458453039392,-0.9400452582665071,-0.6387483174477253,-0.6117875653274895,-0.8878955103487272,-0.9548570990061783,-0.8309873702368752,-0.6373704435324116,-0.5013138068682612,-0.8403527453833808,0.23217097906305284,-0.9048572005640453,0.5209888305198294,-0.8716020588809686,0.6347013426663317,-0.24444929075880428,0.5167710404354637,0.8865439179387535,0.632797963073624,-0.5094356300537337,-0.8432142710113336,-0.9498060206737033,-0.7657797386561647,-0.964966072217862,-0.9288364786018356,-0.31250809577704886,-0.49051920732620624,0.8779850869604191,train,3.3333333333333335,1
14,-0.8548950315941126,-0.9492158700846554,-0.055339156518464216,-0.9429568527124939,-0.7180212505359025,-0.49952095009266295,-0.9554159098301206,-0.964682048285374,-0.6311707667503467,-0.576719457054349,-0.46120052709078063,-0.8740571959576587,0.3089733763455662,-0.9345381369829506,0.5278790640447928,-0.8695805027755297,0.5427913928247678,-0.2641279095972604,0.6569759548941967,0.5989114366276445,0.3612766721618035,-0.6901387195518811,-0.7914190125086438,-0.9497507246521002,-0.7700161872555992,-0.986840283810332,-0.9738467077581785,-0.4938437547371276,-0.6006133296474433,0.8484873855138149,train,3.58974358974359,1
15,-0.839281773633684,-0.9064804106703857,-0.001378404142078793,-0.927171073472041,-0.6432976224897708,-0.5085079555785839,-0.9319922704246844,-0.9415413803001824,-0.7934405643490898,-0.6073301421384381,-0.4646581899492852,-0.8320720879743317,0.044514957245294084,-0.9211930187354194,0.5809737949454112,-0.8811670396914434,0.6350593047021671,-0.30345646720794484,0.6467246712826447,0.7970693056070433,0.23881624025940562,-0.7206096458009332,-0.8325321116660306,-0.9328922228445732,-0.7453986775224652,-0.9449519791607094,-0.9410321601512781,-0.531712399149286,-0.658021984008794,0.7156975221188073,train,3.8461538461538463,1
16,-0.7864980026408689,-0.9441357230683766,-0.1043863203660611,-0.9284527432901941,-0.5107123974658219,-0.5965241932546022,-0.9184539387280006,-0.9543801620461506,-0.8676183093370771,-0.4621486588569613,-0.3592368527137544,-0.8961096107743931,0.8202974501887617,-0.9430988765419059,0.6633293886393068,-0.8664899466310703,0.4790470393622872,-0.23415217095662855,0.47199928117812906,0.8738723598605211,0.1778040947416204,-0.5809481572347112,-0.8719820989641511,-0.9541817755023466,-0.7852411033518779,-0.945832025982531,-0.9718409109143017,-0.454851895908037,-0.5275940768850177,0.8771782924033127,train,4.102564102564103,1
17,-0.8344189249209155,-0.9488457627363276,-0.06469938773324269,-0.970236795240899,-0.5413814622627304,-0.5974416626556591,-0.7969556258869726,-0.9737410859672855,-0.6024920373095506,-0.5618420839049489,-0.414795561875252,-0.8422380556454816,0.460835446510065,-0.9496398745166054,0.6661569357389598,-0.8947333301525957,0.5380181642703679,-0.2481878209295153,0.6773138543887041,0.9790884851580635,0.07955646158208984,-0.5394582118851318,-0.8501389858196332,-0.9517914114900051,-0.7653147668742578,-0.9556217822260256,-0.9638364456871962,-0.3606442858213613,-0.5522411858333904,1.0,train,4.3589743589743595,1
18,-0.8148390137923962,-0.9569364873568047,-0.028003371266511867,-0.9412989508399724,-0.6965743636410018,-0.610422316903775,-0.8604089587135112,-0.9473716379249001,-0.6595260517128403,-0.548136852921969,-0.7870978378707996,-0.8555417556846349,0.30393269655654565,-0.8838185345570373,0.6555139442807065,-0.9009901976499426,0.6645784939175972,-0.26956698020188974,0.4400859100359926,0.8990116327157212,0.04060705309335533,-0.5873419950577716,-0.8431120434468442,-0.9676029184496038,-0.77157126306691,-0.9550822639162145,-0.9928453007836922,-0.480075615545434,-0.4831974078025658,0.8752299997505613,train,4.615384615384616,1
19,-0.8391625408167023,-0.9835792347394134,-0.020051178303397976,-0.9514119941735579,-0.7415755792181962,-0.5651477944962071,-0.8597401239116572,-0.9665585409493193,-0.5389391912160274,-0.5493646999486407,-0.27867710201099904,-0.9213193325564984,0.35054233259077616,-0.9313880813010841,0.7205663261335464,-0.9112551665139359,0.6137754451126953,-0.19795256619453783,0.4609965889444756,0.715797082616296,0.23840803546009126,-0.8035048128537731,-0.8552036038956015,-0.9250529201526314,-0.8127811356298976,-0.948525581450554,-0.968526945470887,-0.4233691370754683,-0.5875174143827824,0.8682264031210105,train,4.871794871794872,1
20,-0.8548773096127713,-0.9303877351676204,0.05231612873159741,-0.9472634402300739,-0.7084493028834795,-0.5868199262609519,-0.9024582144530842,-0.9448989074959789,-0.6458066819278071,-0.6033884582912968,-0.5642760897414959,-0.8077507759793169,-0.22986442496140647,-0.9653419756037452,0.6871388438469208,-0.8968055209219424,0.5686927933912771,-0.2897099965912384,0.48765261100444945,0.820759835137377,-0.07066596641435252,-0.565833780472667,-0.8472725158469943,-0.9552904625463796,-0.8151165224954293,-0.9609118409442486,-0.9576171704479624,-0.21874779722534476,-0.5530751599642125,0.7589127826105837,train,5.128205128205129,1
21,-0.8494422352628752,-0.9460227131639934,-0.07972733444794444,-0.9506571929424019,-0.7536960563754547,-0.5306130055497387,-0.9838145951445071,-0.9623698251658741,-0.712301007652109,-0.6162971308404159,-0.45712819530105653,-0.8272184521000971,0.028351694070461564,-0.9090041562205262,0.7684612324194147,-0.9040028670003639,0.6484155403829988,-0.22328756312664821,0.35469425749996697,0.8638779077656036,-0.001537889072230847,-0.4947686401660062,-0.8164860453559895,-0.927979483226795,-0.8367205435396073,-0.9485667897429834,-0.9523692454416602,-0.3190305414580714,-0.6027441195897567,0.7867500125651421,train,5.384615384615385,1
22,-0.8526965830110506,-0.973465388464819,-0.032014691575389165,-0.9230325956628961,-0.37140423853250704,-0.7012739853098366,-0.9646426065995392,-0.9569767242018478,-0.6614973133301846,-0.6104069266075838,-0.38162769090370563,-0.9183754579755598,0.5942922506724437,-0.943324939361428,0.46574380480638355,-0.9163213906885642,0.6027612962836708,-0.2498355013203486,0.039264284439643804,0.7528817730412491,-0.11577569005479904,-0.7408881590281726,-0.9147680551159355,-0.9552458367299961,-0.8515747770326685,-0.9225140459945229,-0.9427001756752158,-0.36498958742473153,-0.6272761706852878,0.6350999495226752,train,5.641025641025641,1
23,-0.8680125197248034,-0.9240812724469927,0.08755601935986612,-0.9302615990871188,-0.5306319861811466,-0.6341233295299176,-0.9775716202174551,-0.9588533330611072,-0.7637032500082754,-0.47509378259252666,-0.5076702417948386,-0.8498436040123137,0.5072603273576051,-0.9710750769447424,0.5720297051594534,-0.9218390657928236,0.5434106191350243,-0.002042941281989563,0.26998951274645666,0.7281709225603636,-0.09459648243861107,-0.6418161035566805,-0.9092583557840195,-0.9404450621261481,-0.8993577267927403,-0.9511809230071228,-0.9633046625204745,-0.2936892712669139,-0.6815711958961791,0.7551153976815912,train,5.897435897435898,1
24,-0.9064771470209436,-0.8963314634307171,0.04397591624796737,-0.9460679559257544,-0.6004356739008576,-0.6430222901713623,-0.8942302065350896,-0.9539071526545737,-0.7536392001350483,-0.6206727827233278,-0.50664123838057,-0.8341296741461284,0.4853275686519185,-0.9280156687475563,0.688425585337265,-0.9007300712113603,0.5107344400609541,-0.06682106729685744,0.28301830864179367,0.542008377338139,-0.2896387393853711,-0.7770901247753134,-0.9290478384011075,-0.9331287376208407,-0.767453390471897,-0.9331469041001823,-0.9394217602129661,-0.5167105420938976,-0.7611521653914376,0.7762345712427108,train,6.153846153846154,1
25,-0.8478280210435483,-0.9237884487829254,0.026239688525201643,-0.9381865961389038,-0.7211780701144894,-0.5463376181574524,-0.9501427400461935,-0.9823807589263289,-0.6623678426539656,-0.5880467727753129,-0.48242925020468075,-0.9427802201148509,0.027656000089450128,-0.9675173669981637,0.6713694139225239,-0.8980780340739103,0.5405775945791522,-0.16020369326485284,0.15905437673399248,0.77378903552371,-0.399714411500235,-0.7819144402882949,-0.877779841083632,-0.952509505716877,-0.8201430984637134,-0.9388152788769502,-0.9740477901745964,-0.26957463377819346,-0.6584139604091457,0.7057900580756695,train,6.410256410256411,1
26,-0.8831622724027881,-0.9579354807469255,0.06796456583266197,-0.920814492311505,-0.6818398273123699,-0.5760711112506187,-0.8928163903566131,-0.9479635294297376,-0.7383499530087725,-0.5298788365542704,-0.44157123936759346,-0.7655731283843045,0.5641373202169957,-0.9291274531058622,0.6943258018348122,-0.928115485610584,0.5547346928270189,-0.19629544944248556,0.16527493337130483,0.7438053372130589,-0.11382317271598519,-0.6709079940346434,-0.8974161306524776,-0.9517666660051514,-0.855187497288171,-0.9457740412618908,-0.9432943635285511,-0.4909631024592105,-0.7046920411176302,0.6729288385746517,train,6.666666666666667,1
27,-0.843698919314352,-0.9353278613836021,0.015961683636777524,-0.9191738849467805,-0.6420185102361344,-0.521096497842244,-0.904424619273277,-0.9102224028049318,-0.6594389843485007,-0.5061785739049696,-0.34155259088045253,-0.7376158917944304,0.8518774914429126,-0.9414793773266403,0.6430229123749067,-0.9343415613590926,0.6202053828390348,-0.08378176415455496,0.01772631057559315,0.5652962967219355,-0.11500125387026283,-0.5893731394767625,-0.9178018783095628,-0.9299254573535216,-0.8564382278001152,-0.969993466957236,-0.9356198178701185,-0.4536578646172279,-0.7151628012831994,0.610369527216087,train,6.923076923076923,1
28,-0.9186782905890366,-0.8896733960728562,-0.016051979588415866,-0.9334788025962052,-0.717366966804549,-0.4368188450309761,-0.9618494890771384,-0.9346203884554601,-0.6521404152951411,-0.5535089191688272,-0.25757774864925964,-0.7602772554694206,0.39473669461675764,-0.9643154280462429,0.6485446244222155,-0.929782826504204,0.5644897183037849,-0.21171202319146198,0.07238140717184094,0.7535527161936713,0.024344958334177935,-0.6684934873627272,-0.9152885127599607,-0.9453424646813564,-0.8393315841348645,-0.9593435662546651,-0.9719464817688636,-0.40537099170276114,-0.5596816883340989,0.5485385763250561,train,7.17948717948718,1
29,-0.8728274854597631,-0.9090305488390884,0.08003988341914092,-0.9194118016014459,-0.2650850895190342,-0.615578133763641,-0.9331501797685495,-0.9561833525891869,-0.6556570471004786,-0.4956604332004161,-0.6658780771935457,-0.9198187904095607,0.027693013366594466,-0.9114463758609379,0.656291618270848,-0.9064489187539542,0.4307320486335431,-0.17812515427413167,0.04489065605410847,0.7800532724513529,-0.03346106373618629,-0.6602246743118667,-0.8894672833173815,-0.9415436289560299,-0.7903542856882011,-0.9448504441342718,-0.9364531486691962,-0.32499963769385976,-0.6024683719586077,0.5472151641859044,train,7.435897435897436,1
30,-0.887564479702188,-0.9441193244340972,-0.043644878471373105,-0.9221339375586423,-0.6275716783093231,-0.5142607446836517,-0.9542484495885247,-0.931809389211626,-0.7334966084586734,-0.6077261244231197,-0.35686576994574626,-0.7384287085756065,0.08609057063382952,-0.9209891916030633,0.7706808603038564,-0.9277207996135458,0.48552940942156875,-0.20457909120619866,0.11453455192634476,0.6433340822646205,-0.26912485201054126,-0.6741860801766477,-0.9111204015411611,-0.9541003796128938,-0.8409587355534407,-0.9277921176098805,-0.9491110156406518,-0.4340659732351805,-0.6365944877210925,0.5144434829993216,train,7.6923076923076925,1
31,-0.856353351853843,-0.9619948110929522,0.11183244712573392,-0.9448235476824047,-0.7151418411582575,-0.6088542494367268,-0.8668089830905384,-0.9394299696669061,-0.7301966238906453,-0.6581712167749478,-0.5669356018279247,-0.8592672882057912,0.7670142048078232,-0.9151523237219574,0.761133222425542,-0.9420381296939372,0.5186018258203144,-0.26487789576053944,-0.00789216727215769,0.6509505028381966,-0.34913171552002453,-0.8392006470331166,-0.9038515194074519,-0.945789143107908,-0.8345585240967759,-0.933723573539676,-0.9822507678487057,-0.44686925275965694,-0.6956506371889968,0.4721660616576133,train,7.948717948717949,1
32,-0.8683589519242298,-0.9209808927246969,-0.022881336585811818,-0.9240814919456922,-0.6533122901923698,-0.3505396632861806,-0.8259934241038263,-0.9629479107989648,-0.7323449890596565,-0.6811590075211968,-0.3155094241728492,-0.7169251408152088,0.06276647450520834,-0.9495249901329137,0.6252625532096574,-0.9551474092031593,0.6414887414140382,-0.20387526235840636,0.009160554234263873,0.5555803506521864,-0.3010166637401831,-0.5845099257853653,-0.9277183861041131,-0.9444843449574369,-0.8541838946480638,-0.9434922878370633,-0.9483904918903893,-0.3667919680193371,-0.7716354366681648,0.5236673361837345,train,8.205128205128206,1
33,-0.9163957638223944,-0.9639818810799466,0.012926620879026629,-0.9231555284715317,-0.48750774635791794,-0.4728226425393258,-0.9080885913807707,-0.9769097239184961,-0.7251286546750191,-0.6186275276908431,-0.3811336525796949,-0.799624033561459,0.28096121011723185,-0.9300094686967849,0.6840496023263092,-0.9521322310016385,0.46205596533384297,-0.20617465469872231,-0.09937045685757806,0.5522332727715604,-0.2202742598486518,-0.7369547270999126,-0.9274922061815194,-0.9531084770580486,-0.8472204380423121,-0.94534135888217,-0.9287217048092461,-0.28131726512230393,-0.6150764478089191,0.5362676587090605,train,8.461538461538462,1
34,-0.9115329558743266,-0.9722977306130192,-0.18345752846416208,-0.96155312405375,-0.5078337860565553,-0.5280107783707353,-0.9663062665851874,-0.9313640440398527,-0.747579259271002,-0.7922514725898455,-0.2850736785062521,-0.7830255914580995,0.1886364545018444,-0.945011145638192,0.7450852800860444,-0.9339093529783753,0.4414539482915776,-0.16357754877346653,-0.09122620565522477,0.6698566038001239,-0.29026623118739414,-0.6059824026722476,-0.9408768503354602,-0.9196216762082469,-0.7959620397609056,-0.942760947600649,-0.9225457936066648,-0.47461888420687426,-0.7827766015495433,0.4997553632123417,train,8.717948717948719,1
35,-0.9252113609132512,-0.8944754942162418,-0.07352748773478424,-0.914696411557618,-0.6517040023168468,-0.4546946823442565,-0.9441614376960433,-0.9456992594280352,-0.7538481796542424,-0.5362862920698053,-0.5457273092873218,-0.7530485318390941,0.015773124386619708,-0.8965373476160563,0.6641804514778231,-0.948928118639418,0.3904015973534545,-0.23967773641734447,-0.005508580973457078,0.7149290439658937,-0.11163118083193846,-0.6588978381812702,-0.9223413572900867,-0.9563854984354264,-0.7913260987767038,-0.9543261516471615,-0.9456047525406532,-0.29009381668190926,-0.6536681933371997,0.4479241813736692,train,8.974358974358974,1
36,-0.9238704372882374,-0.9532816567088995,-0.11963568442989925,-0.9196129810205792,-0.7237125345963185,-0.5623985592150321,-0.9369671204855565,-0.9640660197992,-0.8002873440752873,-0.5062548761198997,-0.33484964739772005,-0.736245406703508,0.46188611517247247,-0.9321885660390643,0.6236365815275384,-0.9310787373331306,0.44442102999376276,-0.28626351176651144,-0.041164376032331584,0.64667797814948,-0.2401926588191191,-0.47696262883389196,-0.9160269367953263,-0.9634892023418089,-0.8150327095539869,-0.9594615271547255,-0.9505308408143733,-0.2953260411527311,-0.8751690859622225,0.48137128353231096,train,9.230769230769232,1
37,-0.9473393508340376,-0.9473149315553817,-0.05668950265147654,-0.8998112236422513,-0.5380095683563866,-0.7230720529823933,-0.9625227809765322,-0.9465675672844517,-0.6596729828133557,-0.6007775541034845,-0.2842592444643578,-0.7829932494605901,0.31832541197296793,-1.0,0.4992161565172044,-0.9512515106117118,0.42489444203132876,-0.11371230053196735,-0.14783768820380827,0.6784979045838202,-0.3694206342927764,-0.7840190319041493,-0.9568389471201694,-0.9351992952858156,-0.8242415342977228,-0.9347028837112166,-0.9185756804262689,-0.36014731112252685,-0.5949942134689454,0.4207429906709148,train,9.487179487179487,1
38,-0.9125837665001397,-0.9753099512815658,-0.016530321332159925,-0.9159435780796391,-0.6015822544594422,-0.5231681748688217,-0.8814164136554273,-0.918914600210696,-0.793798172108715,-0.4816640293105088,-0.5180941890864748,-0.6839837194779326,-0.19130502723871534,-0.9466639983842067,0.6792500005252449,-0.9593362089727269,0.47284257790084383,-0.18826729813236787,-0.03148648470484039,0.5005379840163906,-0.11665652270500615,-0.6396700662011721,-0.9490899358855143,-0.9619575529609209,-0.9026105956158866,-0.966453024985332,-0.9365167514597995,-0.39193415654075237,-0.7187575960834833,0.4513482877810182,train,9.743589743589745,1
39,-0.9364018883484649,-0.9650037244096715,-0.021396315871766713,-0.9419553929872463,-0.453837409887875,-0.5580631878149062,-0.9246295323367166,-0.9661274881935634,-0.758013940436701,-0.3954516163587013,-0.30551358107060034,-0.7847839225096759,0.5760096971644351,-0.9329964626727666,0.836059066534524,-0.9285573938009888,0.3933347947917445,-0.22416563769473052,-0.10354638919815595,0.6678701109032317,0.007700176460554431,-0.5083362668069575,-0.9435903938231017,-0.9357793369339045,-0.8077646218340073,-0.9241596730978981,-0.9542050452826565,-0.6100691663317671,-0.6189454170783389,0.475919273421737,train,10.0,1
40,-0.8916449931227226,-0.9090201694547674,-0.17793607693024016,-0.9355987641863459,-0.5255534426435386,-0.40847602074728984,-0.9445270788030463,-0.9709786405707588,-0.6431366109997366,-0.48763681898190014,-0.1349587998883952,-0.6125717509809672,-0.14015660783244366,-0.9121727416416978,0.752085490386611,-0.9729636753328303,0.37436283249870805,-0.1624188848873397,-0.05595227350436771,0.4910241276237828,0.15691294655457289,-0.480064684727762,-0.9415152393136174,-0.9362493569507571,-0.7780019575497858,-0.9369362019847255,-0.8974164297409863,-0.4759370545283902,-0.6216750777109243,0.4223846244854368,train,10.256410256410257,1
41,-0.9093864078098295,-0.9753926056561409,0.027666498738235568,-0.9276885938385124,-0.4886295556538367,-0.49791412466107154,-0.8574776784016649,-0.9861196150781608,-0.6478887250875333,-0.5719179885034131,-0.5885942536406241,-0.7810483590729966,0.31526325010622847,-0.8976824855051113,0.6661710565263741,-0.9549124453012799,0.48642604862371996,-0.0964269138085847,-0.09262507415354371,0.6661869403302823,-0.11594643868893706,-0.20574607208051343,-0.9605814129169392,-0.925631980219657,-0.8491770144348856,-0.9696068387563087,-0.9085920963625526,-0.41403616200668747,-0.6117634901426492,0.5217158340273378,train,10.512820512820513,1
42,-0.8801438808195939,-0.9385430810448889,-0.03091312217773967,-0.9442372137004694,-0.6852223386625531,-0.44179327760458387,-0.962779871846616,-0.962616377562539,-0.6991266176571429,-0.48776261748469985,-0.41766526221503686,-0.6851513770314475,0.48844528788753405,-0.9138552419706005,0.6749274668115985,-0.9513717994163859,0.4285537796794341,-0.1792681599822784,-0.11378190261601906,0.5750396844511052,-0.1010483539249899,-0.39299437759363964,-0.984378072166006,-0.894486589860262,-0.8397034194044044,-0.9623444164023575,-0.9359328352655192,-0.5366900899522328,-0.63024190074125,0.37246552561079294,train,10.76923076923077,1
43,-0.9165685031041644,-0.927311862340838,0.004405310119445893,-0.9428467939121555,-0.8020991488992018,-0.5051779839427063,-0.9446336116340558,-0.9778447450672214,-0.562633350372463,-0.5080750991777305,-0.3483644467380743,-0.76993034277402,-0.09000685086678673,-0.9296129322756557,0.7010584065394871,-0.9328951462449031,0.4530853457983375,-0.18669566615394995,-0.10617608020669655,0.6038043009016889,0.16417247518416,-0.5001953255475835,-0.9329784087333945,-0.8896294381370662,-0.8437620414390777,-0.9434721128531396,-0.953021791025653,-0.4896071864889849,-0.6719692742985508,0.5141475496137451,train,11.025641025641026,1
