,AIBL,AIBR,ALA,AQR,ASKR,AUAR,AVAL,AVAR,AVEL,BAGL,BAGR,OLQVR,RID,RIML,RIS,RIVL,RMED,RMEV,SIBDL,SIBVR,SMDDR,SMDVL,SMDVR,URXR,URYDL,URYDR,URYVR,VA1,VB1,VB2,train_test_label,time_in_seconds,tau
10,-0.7552757136256752,-0.964283635666749,-0.3660860760128707,-0.5891188633723807,-0.4366430672044953,-0.6376963316812095,-1.035490495694281,-0.8275692579088769,-0.8362750707516727,-0.48371056791782036,-0.5175846061475913,-0.49717582960823303,-0.04524550170119701,-0.9620238399654856,0.5114676885829558,-0.5054958057312791,0.08998264694997793,0.17827105661838183,-0.4020101175624584,-0.1717118489776592,-0.5393730734490813,-0.5115432626794484,-0.7570427273412331,-0.6027822008195146,-0.7030822319927904,-0.6165033700428671,-0.6428853888182511,-0.7267232748204575,-0.38889111942118654,0.0974417652393216,train,2.5641025641025643,1
11,-0.7592243702127347,-0.9623284311818062,-0.36595922682665505,-0.5914466367661504,-0.43732170371627954,-0.6403992523074373,-1.0314295557727395,-0.8309678823497384,-0.8373866466842721,-0.4867608885254813,-0.5196960468306825,-0.5015893715577072,-0.046717957890866774,-0.9593224762054152,0.5078113163238236,-0.5096646522722903,0.08047953609409952,0.17681590148004198,-0.4023280937008451,-0.1786299900959047,-0.533554205828006,-0.5125925456314787,-0.7589597162600838,-0.6114297362031024,-0.7078175423271109,-0.6212177191612244,-0.6470101830803008,-0.7286613937530175,-0.3900148147961938,0.08941395238022776,train,2.8205128205128207,1
12,-0.7643340845217398,-0.970418232027171,-0.36328616079051357,-0.58788020917326,-0.4392182272127669,-0.6491155334224571,-1.0401206265187886,-0.8374902706638375,-0.8494732208989142,-0.49260575686887254,-0.5306419258027179,-0.5113950224550244,-0.04147459091795594,-0.9670069506048949,0.5165542930739313,-0.5212956401709228,0.07345328153204211,0.17768951226198526,-0.40905176173454333,-0.17374100443251492,-0.5388617772051041,-0.5191984492091533,-0.7622752680466218,-0.6162242911797287,-0.7180172331153205,-0.612543227100575,-0.6434564782569758,-0.7368632510599954,-0.3933985768255642,0.0894410928132981,train,3.076923076923077,1
13,-0.7700265849862201,-0.9726250647612223,-0.3707303742597024,-0.597331081200486,-0.44523846990624344,-0.6549013236221385,-1.0443900053988404,-0.8404441026178288,-0.8560963595466492,-0.4990312849912208,-0.5418192967567911,-0.5124203003663972,-0.05092094480450507,-0.9728478060226107,0.5162825172971792,-0.5246859007647213,0.08216979749789716,0.17951326825245592,-0.41292293799826246,-0.1820718797463537,-0.5466472581858878,-0.5298297508412259,-0.7680993871538353,-0.6236178825294112,-0.7253950484591601,-0.6259255763181582,-0.6524496462738927,-0.7397161446700746,-0.40198732730422954,0.07781943427353699,train,3.3333333333333335,1
14,-0.76275527306621,-0.9673458453939255,-0.36926874366585083,-0.5963527275109461,-0.4366582558283938,-0.6480227538320256,-1.0401357502883788,-0.8340380516522382,-0.8520240612695692,-0.4956764953113379,-0.5326485886199163,-0.5100289331595166,-0.049680128672868584,-0.967335233381882,0.515125145195688,-0.5203271041060333,0.08236681610266527,0.18380700476919676,-0.4101453529837127,-0.17880461760767657,-0.5419703682338058,-0.5302584918859614,-0.7656025724883196,-0.6185549875490939,-0.7195296707158302,-0.6211745939036657,-0.6455784388644612,-0.7395032773784527,-0.3988974402022256,0.08470963311094681,train,3.58974358974359,1
15,-0.7787607047278561,-0.9747125809954662,-0.3678652553182736,-0.5935712655556469,-0.44319084763927297,-0.656858121951514,-1.0422848032174792,-0.8446388278816934,-0.8587748020035054,-0.49942727075335863,-0.5423070161523562,-0.5178413972102291,-0.05987912892229509,-0.9687870730354927,0.5111993679746412,-0.5293329123332143,0.06882784104931883,0.17628831891055852,-0.4133277663580103,-0.1867496720338434,-0.5439338607023695,-0.5318638183970492,-0.7669490368880814,-0.6352420645740613,-0.7262666311554933,-0.6338986537101986,-0.6556886011107685,-0.7470843776501754,-0.4062120127754351,0.07231581598378042,train,3.8461538461538463,1
16,-0.7896430780573283,-0.9745034527717863,-0.36332747663757714,-0.5996895229880923,-0.4518854417401875,-0.6568054143268471,-1.045850133562694,-0.8467639269665191,-0.8641347906823209,-0.5051793150376644,-0.5471624322953134,-0.5178170540197761,-0.07014712588100239,-0.9673641671356151,0.5129423473333506,-0.5344354904432667,0.05881838696412228,0.16751200757169718,-0.4208039778906943,-0.18976503185708715,-0.5506417896605408,-0.5400604003302235,-0.7740053852237895,-0.6444095194176291,-0.7394067756086448,-0.6421257702328504,-0.6557376772206991,-0.757761804237669,-0.4182702551216356,0.05697136205926856,train,4.102564102564103,1
17,-0.7734243334486219,-0.9773290261533261,-0.36441980713348243,-0.5868875581810532,-0.4399926825210838,-0.6568938305147057,-1.042029691083071,-0.84016664513119,-0.8634255555630852,-0.5005636517546075,-0.5397644868668786,-0.5243483132130695,-0.04898448176514622,-0.9584872857635299,0.5248019784461804,-0.5300763443981339,0.05824626907260283,0.17627556853141216,-0.41644161273047664,-0.1816005192300541,-0.547925141365259,-0.5379416005569414,-0.7731243167182135,-0.6356656052693659,-0.7341165855992741,-0.6154650303300156,-0.6492440370121901,-0.7564642316405793,-0.40478170413587594,0.06726408107618045,train,4.3589743589743595,1
18,-0.7705200070906963,-0.9737851164150493,-0.3611959521730339,-0.5884497322488909,-0.4320509287634563,-0.657219169447457,-1.0400513450173583,-0.8376571391168302,-0.8520381419772303,-0.49394603188779407,-0.5280752882426929,-0.5170995614660212,-0.05018688114081257,-0.9540746992626801,0.5175782009861195,-0.5245196679850013,0.0582564101277796,0.17429260529307183,-0.4135947563902403,-0.1771900653986442,-0.5463671067429634,-0.5250253352414614,-0.7664723822410101,-0.6341022005479812,-0.7248493018920815,-0.613993580050177,-0.6459554794687437,-0.7541018165431203,-0.40833774783646104,0.06643965640456209,train,4.615384615384616,1
19,-0.7732263760006701,-0.9708833158101099,-0.35717422410050415,-0.5951930724512237,-0.4399939895978398,-0.654270103793645,-1.046607381482183,-0.8361625409201536,-0.8592569460571434,-0.4979925599359337,-0.5322901301454952,-0.5229843112469162,-0.05686113529961387,-0.9576464791449055,0.5166202581535462,-0.5279930726782114,0.06913963710338494,0.17838966016775082,-0.4106885387038737,-0.1705177846626021,-0.545811842790592,-0.5302621368463012,-0.7698246924397487,-0.6368987345831683,-0.7309320607478323,-0.6247158169701328,-0.655362305203733,-0.7572369690118482,-0.41221177968744815,0.06150818996891452,train,4.871794871794872,1
20,-0.7757204407027002,-0.9679005860214396,-0.35684062495684815,-0.592430149725617,-0.4399863319841269,-0.6554015334850315,-1.037185295893456,-0.8362000170428339,-0.8546523412776977,-0.4973335747378076,-0.5332973473410975,-0.5138483404787855,-0.060082114783792745,-0.9470222415991859,0.5147663495099087,-0.5226112840631936,0.05661214337033327,0.17503040606539494,-0.4132131845100323,-0.1802425109739091,-0.545565800024522,-0.5307624886643367,-0.7714841695001029,-0.641638437519628,-0.7312447486935876,-0.6279348088302464,-0.6569228161222436,-0.7529368006781058,-0.41339725722016485,0.0538024255828618,train,5.128205128205129,1
21,-0.7835599645066069,-0.9647656511838636,-0.3497838738304716,-0.6140115906263095,-0.4572754299742563,-0.6478707562821577,-1.0457799460811543,-0.8333276404046138,-0.852496152184444,-0.5097589187260864,-0.5334807465687825,-0.5073069395330564,-0.08549036004848796,-0.9503950008550398,0.5072227390029813,-0.5323702967622324,0.05106714346813482,0.1573523662937844,-0.4201123198307861,-0.18727322831274418,-0.5591550531454014,-0.5384324896981092,-0.7755282432308914,-0.6429150230747304,-0.7457294884711826,-0.6511618450461886,-0.6664370191195239,-0.7612933002881493,-0.42921584621909653,0.03680509229950982,train,5.384615384615385,1
22,-0.7869810524482225,-0.9702567804760147,-0.35510504916335645,-0.6150751118051514,-0.45840966099640956,-0.6465838537599454,-1.04950299847166,-0.8311538075193483,-0.8589072069194492,-0.5117641470347469,-0.5344226099250307,-0.5098996433908654,-0.08744978070552371,-0.9553267657229327,0.5155359008437566,-0.5342869840286036,0.04759294168715275,0.16464025672759947,-0.4231319043131182,-0.18491598954793728,-0.5648353697766971,-0.544244884069203,-0.7789225179235664,-0.6427340780526978,-0.7519737407105593,-0.6533154677230839,-0.6704916861561916,-0.7656859585923425,-0.4325368446663733,0.037419961096031545,train,5.641025641025641,1
23,-0.7795417509557945,-0.9640315482816993,-0.3406698747814039,-0.6035872784527178,-0.45855626597238264,-0.6526694693208561,-1.0418726081270941,-0.8398749901439845,-0.8622090424217617,-0.5194449202363505,-0.5412746712741422,-0.5226860817906941,-0.07164736149922392,-0.9424520857907858,0.5176455852016084,-0.5372635386025388,0.044685015738333445,0.1608940077552978,-0.42846841367054056,-0.18959352244901245,-0.548253548863505,-0.5510076688793631,-0.7815283006731722,-0.6459236749674107,-0.752364120662105,-0.6307464233603919,-0.6632892795899892,-0.7666482678507732,-0.413867145719365,0.029422120171557903,train,5.897435897435898,1
24,-0.770856312789168,-0.959576374289072,-0.3389051246164202,-0.5897485376010161,-0.44838241440894616,-0.6478939861538027,-1.045142964617915,-0.8382911163607402,-0.864760451520273,-0.5129954113472266,-0.5370051951196907,-0.5195804547243261,-0.0636896751634301,-0.9379042658679266,0.5181755784700669,-0.5307087756164739,0.05959137530108605,0.17242493717611565,-0.42312054750880884,-0.17917923600209906,-0.5461244046595904,-0.5466630598380945,-0.7700421364858264,-0.6395677127216908,-0.7423713782859472,-0.6214147652683201,-0.6547142391896565,-0.7643316315108111,-0.40896548425306795,0.04070106048622893,train,6.153846153846154,1
25,-0.7811280215664973,-0.9666730606839394,-0.3371922669665128,-0.5846171173117127,-0.45192823144150046,-0.662347620308184,-1.0496324832875787,-0.8450873327051821,-0.873864368193467,-0.5144590404839935,-0.5430630744349019,-0.5231755253223789,-0.06804011056968844,-0.9375000548162689,0.5265711711432253,-0.5350622788905005,0.0528124426791155,0.17061847688573073,-0.42851232222241176,-0.1832230477001811,-0.548317637948114,-0.5516898497452982,-0.7741635938355099,-0.6466188399252413,-0.7451305755482449,-0.6273766773692079,-0.65848434168628,-0.7676087928277517,-0.413374416757266,0.034237144824941446,train,6.410256410256411,1
26,-0.7860565174465466,-0.9544368541090964,-0.33283731839221153,-0.6083705175885402,-0.4696138270842047,-0.6502759907375412,-1.047466088481917,-0.8298355545034362,-0.86405663665933,-0.5225775414475728,-0.5450137429500846,-0.513947364435027,-0.09150767684875244,-0.9346173752736134,0.5091136317000117,-0.5343723558401481,0.04237628587633607,0.15657194075622477,-0.42809736135168086,-0.1857494391814397,-0.5672410548371436,-0.5567037963379882,-0.7776320703144433,-0.6519283225047142,-0.7546517488183823,-0.6463187449489273,-0.6725101296418823,-0.7744117755894568,-0.4284623882264934,0.01720385884341291,train,6.666666666666667,1
27,-0.7815916828580466,-0.9646414448009184,-0.33560224826897844,-0.5999870942470223,-0.46258665166915736,-0.6587564962727269,-1.0489533000653075,-0.8349565723951594,-0.8707944689499142,-0.5220371983080461,-0.5443510666116009,-0.5240802491191995,-0.07586513650958768,-0.9336152207485374,0.5260285486540386,-0.5417400834115939,0.03599340575311544,0.16135279857945461,-0.4331664841678194,-0.18180081311624585,-0.5602206408625319,-0.5539337966332409,-0.7823066203414215,-0.6496214222228773,-0.7539222484092274,-0.6333593431450998,-0.6646680665976092,-0.7727760948041733,-0.4237772382915463,0.020325536915325737,train,6.923076923076923,1
28,-0.7745771969024067,-0.960753702132261,-0.33471862225856375,-0.5868427215442167,-0.4514953788799599,-0.6587434076939261,-1.0411392178971468,-0.8341835835381838,-0.8697317246555041,-0.5182963508983427,-0.5376987106557356,-0.5258326079999882,-0.057238806816002075,-0.9237735251391228,0.5314219324804661,-0.5405808953254785,0.03979183022282598,0.1693815619383322,-0.42919347481104864,-0.17613718210462204,-0.5464098781325724,-0.5494915845431064,-0.7792338179522544,-0.6434461039853044,-0.7468193031750875,-0.6133632504261259,-0.6595972190711703,-0.7674239149744408,-0.41086735397466156,0.024419352146212714,train,7.17948717948718,1
29,-0.7808704012874327,-0.9560823596657109,-0.33413628880520974,-0.60529900482419,-0.46813715768736497,-0.6573361035883976,-1.0416104041074563,-0.83709713821716,-0.8637052561618483,-0.5239925304066653,-0.5445965108598209,-0.518415151777667,-0.060004659229859536,-0.9303573395740351,0.5253584787553672,-0.5424020280366387,0.02923750683711085,0.14985745656202862,-0.4353246373180294,-0.1836325206506625,-0.5585420547252524,-0.5500498950893015,-0.7835679150065873,-0.6463655417075765,-0.7573616017739131,-0.6282609828136269,-0.6656555148018375,-0.7692071246181612,-0.4232524033647816,0.017762733299220596,train,7.435897435897436,1
30,-0.7755158096615081,-0.9450872208023358,-0.3215547561303442,-0.617839540067073,-0.4775828202182152,-0.6510864973026964,-1.036795666825482,-0.834390150614413,-0.8571184123210764,-0.5299935214107774,-0.5371573185825005,-0.5164865649530265,-0.07654422475345221,-0.9221185266439018,0.5192419522480294,-0.5342440936872332,0.023898564126267507,0.1344555917170068,-0.43686388935511894,-0.19314116483094762,-0.5568907600563785,-0.5509806050932828,-0.7820882838916764,-0.6493288522545367,-0.7595148290410143,-0.6374539133670716,-0.6635072561461726,-0.7697127818997324,-0.4258091504579643,0.0023007296383625864,train,7.6923076923076925,1
31,-0.7866775078770851,-0.9509259596517079,-0.3293627222629598,-0.6206122157163161,-0.4815089750270609,-0.6582538319900155,-1.0391779598338913,-0.8350189489909985,-0.8623980236124402,-0.5357216564697942,-0.5501296736798571,-0.5158822088835026,-0.08788589229205705,-0.92807515187499,0.5209092808936113,-0.5485865189858756,0.005004067117150485,0.1320615145939039,-0.4473426214834231,-0.20526862700836362,-0.5679020526894717,-0.5564320842055569,-0.785525010684459,-0.6589346856792003,-0.7690709719029301,-0.6512283944656098,-0.6717057380135044,-0.7779696491733886,-0.43727821214055973,-0.00578658736728091,train,7.948717948717949,1
32,-0.7788778076663769,-0.9578893605752469,-0.33281536460199057,-0.6182363771117196,-0.4774856991954877,-0.664931154450774,-1.035805324786231,-0.8303821158841237,-0.8662197548184835,-0.5402756861920748,-0.5585864422465991,-0.5264572373649111,-0.0780951953513119,-0.9231310554203435,0.5359396559981094,-0.5519329187848405,0.005912385742793319,0.1415862259341386,-0.4499856036664558,-0.19691091716654038,-0.5688697922380389,-0.5631819404544834,-0.7928223854530352,-0.663119741376897,-0.7688645186511142,-0.6316090385801825,-0.6709734606915754,-0.7708173955756935,-0.4323689743072544,-0.01602991204787875,train,8.205128205128206,1
33,-0.7851040574651329,-0.9407083269737043,-0.3271677562189664,-0.6197177753155646,-0.48181488816292256,-0.6612482085251916,-1.036497861971245,-0.8261855856328318,-0.8613598998219895,-0.5381485721063033,-0.5525619191722081,-0.5184040966441587,-0.09470294750664635,-0.9217700191793775,0.5206768851451091,-0.5580683094445376,-0.007697993029616518,0.13019545430949678,-0.45128141205594285,-0.20274973082301231,-0.5717086135904107,-0.5626689810253501,-0.7865986891447063,-0.6596290127377584,-0.7728085872693193,-0.6437326151712431,-0.6745264554738312,-0.779045743139948,-0.443539877568776,-0.020315164595117008,train,8.461538461538462,1
34,-0.7811245071287712,-0.939742271731122,-0.3232705960775358,-0.6233422045394824,-0.4877768409600224,-0.664569547679258,-1.034559989537986,-0.8326029579535992,-0.8597918177609274,-0.5440262405103885,-0.5539558130343465,-0.5216215444440048,-0.09277718941244611,-0.92274556880404,0.5216885516007592,-0.55451271290676,-0.01587367273173715,0.12395261919006523,-0.45558783599297625,-0.2080436853024794,-0.5719338866592991,-0.5629429708422927,-0.7888757579511667,-0.6591285913080573,-0.781144788705018,-0.6447556167369595,-0.676970851255308,-0.7753768170906452,-0.4432903202270659,-0.02411335069523822,train,8.717948717948719,1
35,-0.7907030837442159,-0.94774639225359,-0.3301667858861836,-0.6289036656325777,-0.4936718985287606,-0.6712779310157403,-1.0352305696791053,-0.8363317809400144,-0.8638147474960133,-0.5496736921121981,-0.5572962546974303,-0.5161300364720061,-0.0963446336811328,-0.9310436186937305,0.5298840163152344,-0.5522646859150891,-0.019251660881603017,0.12052071158205,-0.46196927640401875,-0.21863728762406226,-0.5809250270269828,-0.5685941139235218,-0.793649778665962,-0.6672568640262078,-0.787460354106283,-0.6517855219792482,-0.6823498029927222,-0.7817840645614054,-0.44691440572630176,-0.0263713019452666,train,8.974358974358974,1
36,-0.7826684860874309,-0.9335884170620055,-0.3339866420075366,-0.6410237647403032,-0.49665542633637516,-0.6618004177384549,-1.0303503350372598,-0.8233700737174289,-0.8551083915497492,-0.5556278276690825,-0.5553524054933451,-0.5149657868934423,-0.10041424374699387,-0.9294801589591647,0.5221541017638544,-0.5557465034985606,-0.023285783038048846,0.11649774636443774,-0.462544293833573,-0.2192656735131773,-0.5863363722819115,-0.5677321354865438,-0.7914346026531014,-0.6634304179460282,-0.7851019114454761,-0.6562426179129393,-0.6829980006151655,-0.7736354020423185,-0.45480074712854496,-0.0339567605481665,train,9.230769230769232,1
37,-0.7828664892220304,-0.9448674786270703,-0.3424226812236901,-0.6276014918426104,-0.4856799921067297,-0.6646038342827242,-1.0304861768592815,-0.8234791464264047,-0.8625684602854962,-0.5547994163016083,-0.5529706868774296,-0.5164014622420762,-0.09117459654230671,-0.9296860352099166,0.5333649506715296,-0.5621895854098075,-0.016263179032191488,0.12897209490222403,-0.46338691865679005,-0.2182075866771308,-0.5849809071702446,-0.569664898202135,-0.7928055324633787,-0.6613011387878698,-0.7769937396453912,-0.6428692559198566,-0.6783494894874743,-0.7773357318152132,-0.44741214374452776,-0.027489712409784747,train,9.487179487179487,1
38,-0.7763051836229148,-0.9366051478292858,-0.32940791854603757,-0.6264131341113501,-0.48866954977094196,-0.6603218556881109,-1.0283417870703402,-0.8297910653072769,-0.8572598417779574,-0.5544527298968168,-0.5586236344953128,-0.5161956992435954,-0.09355846205688083,-0.9199822570803147,0.5204735505344374,-0.5570068150847416,-0.013524069798591692,0.12070524707930308,-0.46270210341907364,-0.2213338872749415,-0.5782073472371443,-0.5667678848387523,-0.7869232514842524,-0.664745146451407,-0.777019147704295,-0.6454613292094554,-0.6770705139274397,-0.777029828144943,-0.4381643873198877,-0.030744031687957488,train,9.743589743589745,1
39,-0.7825806877295645,-0.9318623974428608,-0.3278160134733711,-0.631903523354967,-0.4915076376865854,-0.6600711643613305,-1.0321854027773079,-0.8316018168901733,-0.859759717499936,-0.5537550643641775,-0.5549968519045566,-0.5146821485977892,-0.1038936089430055,-0.9254304800407865,0.5159023705237911,-0.5608954373888929,-0.019007162564823016,0.11782041346611338,-0.46222679537867917,-0.22443925205211518,-0.5776168150583683,-0.566562697203832,-0.7856545403645587,-0.6635265392440167,-0.7827369333742173,-0.6607207358561565,-0.6803621391891274,-0.7791438850634479,-0.449020019448118,-0.03089880563705892,train,10.0,1
40,-0.7828845811320421,-0.9537350639181421,-0.330340989764346,-0.6193563658485921,-0.48842921408311424,-0.6668160897336435,-1.0349944141902006,-0.8401608173553997,-0.8707168664750335,-0.5485656178137461,-0.5501057170102298,-0.5260385279123125,-0.07830532769009847,-0.9263170295803627,0.5428652924761855,-0.5578989431457599,-0.020059652009449647,0.1228197936390304,-0.4634801794057811,-0.21725623038470057,-0.5734100023660242,-0.5619934569917645,-0.7940124139600353,-0.6627349716520441,-0.7804962031181559,-0.6418488671826522,-0.6745383875796274,-0.7825745006474487,-0.44102020102579215,-0.02110468245725723,train,10.256410256410257,1
41,-0.7866601591301308,-0.9391557661032839,-0.3303123505982846,-0.6251456122061214,-0.4950555922499405,-0.6673528951012555,-1.0293399242774992,-0.8425413062954107,-0.8607088190057613,-0.5491812459507388,-0.5453390400812747,-0.5116153724017533,-0.08541111734431901,-0.9290696612830194,0.5313320628526225,-0.5570537898691335,-0.03302528133600588,0.10953458636034064,-0.465469830497872,-0.2320440264918097,-0.5744884754449382,-0.5564156459672676,-0.7891635912711632,-0.6621555882988719,-0.7805820986030736,-0.6546240445755885,-0.6780959424699518,-0.7807095673664083,-0.44988383785858693,-0.026245939204957172,train,10.512820512820513,1
42,-0.7804512621905983,-0.950271750397411,-0.3319895795821689,-0.6240474577196861,-0.48575167656411644,-0.6557638249998776,-1.0350369495357536,-0.8337658017013728,-0.861811577135642,-0.5455158960905965,-0.5376131525365628,-0.5188810054208947,-0.08045060076932098,-0.9282188981009395,0.5422401571819341,-0.5572996209118081,-0.0061669718734046475,0.12456075065729924,-0.45579459820190626,-0.20808626289337087,-0.569080279902066,-0.5538530477151604,-0.788285375186282,-0.653989831941348,-0.7731719963764251,-0.6431211604307667,-0.6793060340248163,-0.7799296189695291,-0.4411344144858264,-0.014731655855782455,train,10.76923076923077,1
43,-0.7853115503151192,-0.9526203380266919,-0.33264218052410455,-0.6199492864365028,-0.4867905365393787,-0.6636657199397086,-1.035201923263323,-0.8356350889238919,-0.8678398303860869,-0.5492321191610647,-0.5484360836629445,-0.5230125840753247,-0.07056798257732319,-0.9283997059254081,0.5487798900497601,-0.5640384484771843,-0.012766872770206522,0.12181966974599448,-0.4636631060548033,-0.21193222243165682,-0.5712001516310674,-0.5548572726597213,-0.7922762721696135,-0.6564575452548256,-0.7716610881109226,-0.638924692858905,-0.6770009981941398,-0.7764428933363176,-0.43870192421070175,-0.017570748602925623,train,11.025641025641026,1
