,AIBL,AIBR,ALA,AQR,ASKL,AVAL,AVAR,AVBR,AVEL,AVER,AVFL,AVFR,BAGL,BAGR,DB2,IL2L,OLQDR,OLQVL,OLQVR,RIBL,RIBR,RID,RIFR,RIGL,RIGR,RIML,RIMR,RIS,RIVL,RIVR,RMDVR,RMED,RMEL,RMER,RMEV,SABD,SIADL,SIBVR,SMBDL,SMBDR,SMDVR,URXR,VB1,VB2,train_test_label,time_in_seconds,tau
0,0.6156780628259915,0.6897382066817355,0.08264771093284717,-0.6620313204024073,0.31981968337497757,-0.8536099785879799,-0.936246721207481,-0.15071330123197302,-0.9193755900711177,-0.8463307865227436,0.04929259036867861,0.5604982552537663,-0.9326064976541724,-0.7479033620506903,0.878339598928503,-0.725758709797705,-0.36908437225950497,-0.5593544241354163,-0.6943315676477432,-0.6584384618873729,-0.7711778327355017,-0.6358297450026344,-0.7348439586993715,-0.011124079296265466,0.3452973044884212,-0.7174001589130622,-0.49210632088492934,-0.7209277610045055,-0.13716318412596062,0.4582130133192348,-0.46530632285789364,-0.7976274353731723,0.03265913847830593,-0.394600188070546,-0.049508109844750736,-0.24005054376963486,0.4838541027666088,-0.4266520966382925,-0.5673085903379761,-0.6037324509077833,-0.8934158522133623,-0.6719246921799209,-0.5966566803551797,0.2072864922865808,train,0.0,1
1,0.6397331560038408,0.7132144317903399,0.16057569024392504,-0.5516560154047716,0.2477618480629249,-0.8247844132226557,-0.9741864325369014,0.0882507670884336,-0.9255215555158663,-0.8061549621262829,0.18787512239882898,0.388218399248186,-0.9050530184653167,-0.7177794108097069,0.7744866925032485,-0.753992385015744,-0.40829437601681806,-0.5095424445526509,-0.7334433136724106,-0.7140905737375907,-0.8123308961009653,-0.6705586333000341,-0.6808916651528296,-0.04371556311099323,0.4489276836482249,-0.7062138741118388,-0.48689725250317284,-0.7520890676463104,-0.11738851240958725,0.44597364355552194,-0.3200120568856356,-0.8393088865234548,0.05948146552515943,-0.45564368327487514,-0.045045628368943214,-0.3036427455106624,0.5994875447421031,-0.38414499567441684,-0.5946560142353514,-0.5977788896371956,-0.8812687649403743,-0.6813571001240337,-0.5463952119850268,0.21217321942982925,train,0.35696579077838375,1
2,0.6450956432273589,0.7313228423220739,-0.02515410443362942,-0.5713633537197065,0.2239117449405026,-0.8433329422462088,-0.8961042413153192,0.24595121111857532,-0.8906579495666763,-0.8126741173677773,0.14176277187676078,0.2686213510088693,-0.8672338373741895,-0.6807580912352427,0.8355350071427299,-0.7295510284346343,-0.4634042898522531,-0.49757792011548607,-0.722826956860314,-0.704868310759474,-0.7454801505615432,-0.7080390977072148,-0.7357311552364498,0.07785023507124644,0.37346284624097004,-0.7179707500711512,-0.4726478278909997,-0.7096988034618359,-0.1501872864964502,0.41674572024283374,-0.5225338558735408,-0.7664806964300171,-0.03695885187521242,-0.41581098689851936,-0.11981628087429419,-0.34800351796543183,0.3812288338471759,-0.49996837976978004,-0.5359756140619326,-0.6059466849143382,-0.9502930324161384,-0.6238148140818411,-0.6098075574167469,0.16194959435502387,train,0.7139315815567675,1
3,0.6788987835361469,0.7164852387610832,-0.1203426818529334,-0.6457273259513061,0.15082895684880548,-0.8368360073915466,-0.8969920983895631,-0.15447071753567743,-0.9384903584347755,-0.7737212512844847,0.07090736667882036,0.2269872717427266,-0.8494294827256269,-0.7465697438212886,0.834712855027766,-0.7660448202141229,-0.48949999754545725,-0.42718584824720895,-0.7755129353406501,-0.7347573073452506,-0.777732315704148,-0.7084877746100489,-0.7269779834173652,0.1752299683233558,0.4639632387650382,-0.729257208606302,-0.5161626173844754,-0.7105379650274654,-0.16054833920482114,0.35434819958856156,-0.5384615948337357,-0.8678938451350922,0.0076682093699473874,-0.4643228696441446,-0.03627837944047707,-0.246006848152018,0.5317601436494463,-0.3184440642467983,-0.49198022236140126,-0.4789064562010279,-0.8903793727933708,-0.6812741770296011,-0.5598323770382987,0.30098387714406394,train,1.0708973723351511,1
4,0.6770318023757205,0.6788570569390406,-0.10565106166028171,-0.45763477185244583,0.09925522046591939,-0.8563708092570321,-1.0,-0.21947167762052433,-0.9410662191121573,-0.7931688595631932,0.025841870841070258,-0.07255442458491612,-0.8788431328262958,-0.7323986323304965,0.7332610149382228,-0.7889173059656509,-0.458424553783468,-0.4839754323908302,-0.7231342581009685,-0.7128206915476012,-0.7870839216013172,-0.7359273160386504,-0.7403343938742644,0.11384701366064376,0.4064007644811026,-0.7243472811120545,-0.49098073857023117,-0.7386689089727919,-0.16208291509598838,0.37632145131330863,-0.4740043838403234,-0.83124816631917,-0.004400277388704521,-0.46117258496235747,-0.10792072983944545,-0.3189535477156027,0.5152032000674982,-0.36911192106458324,-0.4349883770126055,-0.4173148414511283,-0.8861887838118672,-0.8513365994982884,-0.6020055073340682,0.21320339399770283,train,1.427863163113535,1
5,0.6490223370415491,0.6665865558327106,0.023986680832150498,-0.618330931099857,-0.04592879832835739,-0.810664945883319,-0.8968730118378474,-0.10988693187703702,-0.9081788193394703,-0.8139289988106801,-0.05237245605643348,0.03613037062458058,-0.8542159453327356,-0.7548709443325212,0.8112629299466287,-0.7683504998056594,-0.47295855953139,-0.43487681129905853,-0.7734248702125683,-0.7198097159093046,-0.8047537400680128,-0.7131414420321321,-0.7531308852699912,0.2114360442155805,0.36483292568569403,-0.7151948931564305,-0.48763661382207335,-0.7258280180837271,-0.1715460874739887,0.35652969318811034,-0.47471760488512493,-0.7988713194975782,-0.010138801194730096,-0.40571552258505805,-0.09702911343695286,-0.3073739178285435,0.41977065496264787,-0.32613245103926747,-0.22826161749489482,-0.3731457810296952,-0.8744477966895715,-0.9391084109424032,-0.6314713366336211,0.3252546289871966,train,1.7848289538919186,1
6,0.6824523031178917,0.7114715087903882,-0.04468289359853883,-0.5812892867896087,-0.010519195390124247,-0.8720961781010765,-0.9531226584980994,-0.06978046746686606,-0.9336203722393337,-0.8159817505906763,0.3803310698144057,0.38364580550883587,-0.8937272700225064,-0.7177398270793507,0.7864441794115706,-0.7621474438935465,-0.5206190615600238,-0.5002692262151349,-0.7602106572267275,-0.6951229866120425,-0.7063174171288015,-0.7087956792798791,-0.7329008940412076,0.4394422038956567,0.41685850767635124,-0.7652472127749149,-0.5154320511047524,-0.7252768475772198,-0.20925662214820306,0.34003932304656526,-0.5641310132716497,-0.7940207465189814,-0.05728628955426751,-0.4425891457300859,-0.07092528403350429,-0.3379942402456436,0.5295368738901427,-0.2556894853005949,-0.22074167999238414,-0.4378589490236602,-0.8893961827521829,-0.7075874806065492,-0.5630952735148704,0.22888514839913865,train,2.1417947446703023,1
7,0.6317376957675624,0.7334865981543632,0.13179332137663158,-0.5783585775542834,-0.04551580481803119,-0.8384345760126714,-0.9525917889157304,0.1517645951740496,-0.900911888802126,-0.7970638249344637,0.26047015674625384,0.41134116277305366,-0.8642155016044037,-0.7158463980968505,0.8790204140352702,-0.7736784095803895,-0.5150460767132583,-0.5614850624528949,-0.7777452337567412,-0.6932015194454658,-0.6612925897720516,-0.7013121560338879,-0.7402866484817454,0.19170808411240392,0.4713043837878107,-0.7651481250322886,-0.513400694738765,-0.7414564222815521,-0.1859923238241471,0.3525168598888422,-0.568670497232661,-0.7952836880968824,-0.03026107217565932,-0.45745744909229635,-0.22455536228577466,-0.3720848746705231,0.5596136691800087,-0.31632030955403423,-0.1685052733042237,-0.41460291838752217,-0.8671996305952265,-0.7481612455424975,-0.6105595757542281,0.2918151808827908,train,2.498760535448686,1
8,0.6900955430231666,0.6152141693955888,0.13721526185293142,-0.6469672689366219,-0.0048592041206380054,-0.8158566274601824,-0.9460026253776436,-0.1953232455284586,-0.8946384387068826,-0.7864000389548786,0.28716179077049386,0.30638952965925204,-0.8780156433755114,-0.7038534109373489,0.7957435185074817,-0.7920652493635785,-0.5587488219376753,-0.5322001091461519,-0.7691618590768352,-0.6408212010099942,-0.6719915748877868,-0.7256592624142734,-0.7338816417642058,0.7243079022828323,0.4676306430552647,-0.7861702675937478,-0.5121192302382438,-0.7375336750587251,-0.23395643418008927,0.35474145616795494,-0.6273404256698474,-0.762443072318234,0.13633411536308992,-0.37448324835480906,-0.22559163930104087,-0.2601150955539737,0.5672904164612691,-0.2992059425122523,-0.20885347598582116,-0.519157251005669,-0.7984253341571586,-0.839635468357148,-0.53422985065063,0.33944862790401487,train,2.85572632622707,1
9,0.6815042357549086,0.6806181069685244,0.1603860238265482,-0.5287598116368419,0.014299158606035922,-0.8218145953714838,-0.9136235423407653,-0.06284391417049728,-0.9168073213264487,-0.7796705325381623,0.16676149110731775,0.3813033520034099,-0.9001735686011082,-0.7655987048022148,0.9692181261080042,-0.7593906669427906,-0.5973086248564149,-0.4553935060486308,-0.7641708850103542,-0.6286212428668365,-0.5876645215521928,-0.7293043325905836,-0.707001923402087,0.47275316498761066,0.5701851672525774,-0.8108091221904572,-0.5165302374196449,-0.721994624070259,-0.1541311873379192,0.30112627666745206,-0.5927525309566517,-0.6494481791237487,0.13521083870552797,-0.3719083887663911,-0.10230427343671178,-0.3345468221715061,0.6640333483618395,-0.09950951559449239,-0.21966306598896812,-0.48310828093877023,-0.9290782208477878,-0.745889647176609,-0.5324956177780982,0.3433299930174417,train,3.2126921170054534,1
