,AIBL,AIBR,ALA,AVAL,AVAR,AVBL,AVBR,AVEL,AVER,BAGR,RIBL,RID,RIML,RIVL,RIVR,RMED,RMEL,RMER,RMEV,SMDDL,SMDVL,URYDL,URYDR,URYVL,URYVR,VB2,train_test_label,time_in_seconds,tau
0,0.07071721036367784,-0.004025508829233804,0.0034203564370172733,0.004486528444289137,-0.07878828391744824,-0.4271985588163504,-0.1753684577274076,0.01507968585155238,-0.005735255591444881,0.09145311074643882,-0.3305337650125609,-0.21893858933418173,-0.1184366126419123,-0.2792817914576211,-0.3119005004982783,-0.3123059239136842,-0.29167990859596155,-0.2259209800622039,-0.39097328854210234,-0.370964905739159,-0.32966021873080575,-0.05881153554389808,-0.13896545467726326,-0.1250189785953673,-0.18970148874702586,-0.26755267276241096,train,0.0,1
1,0.16947616431353807,0.08161560724333325,-0.006139404823628573,0.08796197470766814,0.00875106078403623,-0.5211670366208421,-0.22190498221598098,0.09610814431333409,0.04339064794811489,0.11343092688061428,-0.390088541454526,-0.2524810489881298,-0.09636284613559574,-0.29494046418222886,-0.3305536589069241,-0.4128742197974561,-0.3575605454332895,-0.2877755432280982,-0.4727948364034142,-0.39275284549446865,-0.36542666598089624,-0.03745599801991206,-0.13598011527831455,-0.08886876584714268,-0.18390926295851637,-0.3013438526724036,train,0.6441119063109955,1
2,0.24912669870882143,0.1382457348788176,-0.015187100766988431,0.1648435998210499,0.06649638895945328,-0.5666408461222099,-0.2534233908598299,0.15684516555172057,0.0902177879823213,0.11317178406695076,-0.4286405650664903,-0.2675742221015958,-0.06864136006316443,-0.28695806383268,-0.3279087207577111,-0.45912389867569253,-0.3817345866177645,-0.31639155765740246,-0.52371890098975,-0.39135748513320695,-0.37099803373540796,-0.02477881796943903,-0.10561728640137011,-0.05320310092428458,-0.15937581025896622,-0.33160222660147515,train,1.288223812621991,1
3,0.2906109685864879,0.158519977729446,-0.016916418796401246,0.20910326082315486,0.10146147544524314,-0.5864228551728641,-0.26331988744179025,0.1870514895836753,0.11860416619653438,0.12266612026535205,-0.44533205031429896,-0.27925316207439477,-0.051156897548380875,-0.276683282311054,-0.31706436806077426,-0.4893036985018326,-0.39625803441830965,-0.33325662568605696,-0.5579581001182652,-0.38585576749550654,-0.3780508213658633,-0.014133552087265591,-0.0937988696530529,-0.03525074372214891,-0.15033719875425378,-0.34196406873893403,train,1.9323357189329864,1
4,0.3164201428768839,0.17377014734220272,-0.016732538331325257,0.238504460098771,0.12989861817730441,-0.5942743113955492,-0.2691088480808771,0.21286565098962623,0.13836788621051122,0.11940553824764429,-0.45647089540464525,-0.283799772002451,-0.036685329842759976,-0.2674477882963493,-0.3074230383615226,-0.5058862323265529,-0.4068364561794547,-0.34104086753189705,-0.5760260728960014,-0.37316850196183327,-0.37646954771424807,-0.006255551714420805,-0.08215595599597297,-0.01989854892870055,-0.13472124994828027,-0.3414535638780073,train,2.576447625243982,1
5,0.3345660210174672,0.18317637411646734,-0.012984798570480587,0.2596334691936061,0.14870395565089461,-0.5976810855324912,-0.27129658320062355,0.22878812269243726,0.1561352149309124,0.1179584982400623,-0.46647739334209093,-0.2833673487861994,-0.02556633935425047,-0.256689813244443,-0.297928575782104,-0.512673817518963,-0.41403805826343376,-0.3412671622977743,-0.5958256490301489,-0.3637486097993704,-0.37109171421957166,0.004068579420480459,-0.07174258864702462,-0.00542845851540541,-0.12470916125790762,-0.34304654870932505,train,3.2205595315549775,1
6,0.3532461253076203,0.19024291448971006,-0.012158074761711905,0.2789308423871091,0.15754945535630477,-0.6039813845304474,-0.27328703077403715,0.23878455986711644,0.16815660856362843,0.11659336520419225,-0.47450955425815533,-0.2836319213717044,-0.018553570955657475,-0.250551131130039,-0.28989601478837057,-0.5163797195333816,-0.41515559317842987,-0.34366518360019527,-0.6088042455550595,-0.3590925925008769,-0.36674375219648736,0.013701287938238632,-0.05839510695844896,0.008653644177863185,-0.1175734930579386,-0.3498471278550611,train,3.864671437865973,1
7,0.3661554625751312,0.19632555595145315,-0.009012045630498887,0.2937214806219426,0.175105900460594,-0.6039086759143848,-0.2719411356798197,0.24754565172167897,0.1758571039279576,0.12778290816165525,-0.4733972374030022,-0.2888195405538582,-0.009474639176816846,-0.23813813196556274,-0.27935929009942906,-0.5242683977969333,-0.41964376312075446,-0.34560299087433,-0.6194655822416646,-0.3564512117754095,-0.3659120773413508,0.028403582020029253,-0.056504104339109976,0.01195169979811242,-0.11585244358833649,-0.3501832577974908,train,4.508783344176968,1
8,0.376864204796427,0.20242529291142045,-0.008125232944835635,0.3044230097630989,0.18503405582602012,-0.6072782589007892,-0.2736636925547633,0.2523141367076025,0.1831921702205545,0.12574663491344693,-0.4802001555846048,-0.28765317944832336,-0.005872915130999801,-0.23405901439707155,-0.27139595417850737,-0.5266608889683801,-0.4229303853744718,-0.34992301075542775,-0.6273405975246695,-0.3492777054296308,-0.36053790609306646,0.03939812433079598,-0.043603588287176656,0.01784786967537144,-0.10850580391883263,-0.3546548035882171,train,5.152895250487964,1
9,0.37929552142157813,0.2099648833756583,-0.0021908811652706483,0.3142066647710212,0.19573671615858096,-0.605852667113452,-0.2701912017356233,0.2551471656474074,0.18683242768689773,0.12788515588737961,-0.4799722787466202,-0.2916952932443905,-0.0010696251977932308,-0.22314935302808447,-0.2606772571809161,-0.5313796739069653,-0.4253089103462021,-0.34170718041710035,-0.6349355152294621,-0.3379439215169706,-0.3568938954960402,0.05405059860173922,-0.045486202719379504,0.026400089404107513,-0.10896146501741952,-0.3465739415558753,train,5.797007156798959,1
