,epochs,base_train_losses,base_test_losses,train_losses,test_losses,num_train_samples,num_test_samples,centered_train_losses,centered_test_losses
0,1,0.006513611432382797,0.004780325446076321,0.32492806691725656,0.2927744972487705,1609,1609,0.3184144554848738,0.2879941718026942
1,2,0.0032578100163195567,0.0023463949046845347,0.26914613079602634,0.3357773528386068,1654,1654,0.2658883207797068,0.3334309579339223
2,3,0.005665309850916483,0.005756717545122204,0.2682617390670343,0.26947622743512195,1609,1609,0.2625964292161178,0.26371950988999976
3,4,0.00650539214214424,0.004790461329999384,0.23640610657315408,0.22308353243403797,1609,1609,0.22990071443100984,0.2182930711040386
4,5,0.006512556300950014,0.004784702251104654,0.2017598871588329,0.20105232630258593,1609,1609,0.19524733085788287,0.19626762405148127
5,6,0.0032579509574705502,0.0023461855811312098,0.20333909794391863,0.24010310931812068,1654,1654,0.20008114698644808,0.23775692373698948
6,7,0.006122598996489282,0.004732288930511846,0.2391537991729752,0.25155119303769113,1654,1654,0.2330312001764859,0.2468189041071793
7,8,0.00612289488314786,0.004733504800471683,0.20518624094337679,0.21731410547762559,1654,1654,0.19906334606022894,0.2125806006771539
8,9,0.0046234869515262254,0.0034453051685726446,0.18519487113923494,0.16241762190591166,1654,1654,0.1805713841877087,0.15897231673733903
9,10,0.006503454785061625,0.004787889603022153,0.15181858140017154,0.14837227784303103,1609,1609,0.14531512661510992,0.14358438824000888
