,AFDL,AFDR,AIBL,AIBR,ALA,AQR,AVAL,AVAR,AVEL,AVER,AVFL,AVFR,AWCR,BAGL,BAGR,OLQDL,OLQDR,RID,RIML,RIMR,RIS,RIVR,RMED,RMEL,RMER,RMEV,URXL,URXR,URYDL,URYDR,URYVL,VA1,VB1,VB2,train_test_label,time_in_seconds,tau
10,-0.3133643207907557,-0.21563958471708622,-0.7662105373087315,-0.9921693895117849,0.5466377340973527,-0.927664290903613,-0.9343881205865792,-0.9578989212484603,-0.8915944052322459,-0.7985479213635964,0.021658368153449237,0.08457720539741831,-0.7075405003168039,-0.8491061188615164,-0.8717882863707699,-0.7606172754981788,-0.4371989157190328,-0.4456903740841184,-0.8879808356780401,-0.952155918586523,0.12559923986690058,-0.9367117217107355,-0.37099559217077227,0.06302370240537136,-0.4171670741219212,-0.5756949988404372,-0.7091563171685393,-0.959876449230143,-0.8757096855523114,-0.9162042859060496,-0.8172824283855594,-0.9116934895182923,-0.8739419200496125,-0.9333564417358903,train,2.5628856193640246,1
11,-0.4361970133154711,-0.09317721879777374,-0.775580872515366,-0.9818666489359896,0.4472513434846097,-0.9904755903745354,-0.9352458653402262,-0.8895594503176418,-0.9115455952233928,-0.8348437927295491,0.09381021433410353,0.24261918425136209,-0.7621005745346272,-0.8869745579036724,-0.8584897691871269,-0.7724788636436274,-0.5186566442468625,-0.24093533373283538,-0.8494028822252622,-0.9602192564503321,0.11882164735378264,-0.9285413047771225,-0.34746328013728567,-0.05913945654685926,-0.4490410948505439,-0.5651175509303009,-0.6537993253872403,-0.9303428266885692,-0.8713236834657403,-0.9320075217682945,-0.8620479183160618,-0.8846416278971183,-0.8810051963420933,-0.8990486423044134,train,2.819174181300427,1
12,-0.3629107458043971,-0.24579336021297293,-0.8587168244338529,-0.9585880059767963,0.5502343011722257,-0.899410939319614,-0.9585442891472531,-0.9235237065620279,-0.8910019648416794,-0.7694376163765934,0.13323828266797766,0.3630213795990995,-0.8015111863418772,-0.8836430430088865,-0.8807712688667566,-0.682237507633808,-0.5754898260764326,-0.20544627648368718,-0.8323504808679436,-0.9856033067893164,0.1338440815182389,-0.9533597499673756,-0.3899818621080364,-0.1572114165983728,-0.2696388460757848,-0.5970302799469343,-0.6368886398497262,-0.9005717160137676,-0.8788401877952723,-0.9158880263922262,-0.8540759064920986,-0.8638383311606208,-0.8803151706413878,-0.9214162784334091,train,3.0754627432368298,1
13,-0.3695127841521295,-0.1788185731935089,-0.7922863860881196,-0.9681522794919031,0.2446454780868481,-0.9463661593830687,-0.9270532107348788,-0.9232240607801961,-0.8837727174563065,-0.7492211894139882,0.21186339527638998,0.360309254697206,-0.6853927112194251,-0.9136564994404819,-0.8451252190547329,-0.8080254991876161,-0.4746863027465097,-0.07822134717762008,-0.8413542833419508,-0.9489229034164725,0.0687191068655243,-0.9361755057215236,-0.33144735719277907,-0.22952486912823244,-0.3072302529698643,-0.5286959822714404,-0.6731622565073403,-0.9006133515159909,-0.8912427762892207,-0.9129878026094419,-0.8257760652198038,-0.8837534766246885,-0.9112043405586717,-0.9040762652551162,train,3.331751305173232,1
14,-0.3891282829267618,-0.22978794302021965,-0.7782708767304162,-0.9865455024352224,0.330006785950689,-0.8898281165428807,-0.9356054582613117,-0.9073492946988176,-0.9374472354465493,-0.7863455148322966,0.234734708162194,0.48976796652153043,-0.8343564681574331,-0.8793742147312245,-0.8600789475858049,-0.682966416675178,-0.43968376562640354,-0.3597871651582091,-0.8231270280204682,-0.9614277306817658,0.13049150203288518,-0.9458477573354567,-0.3300843841685712,-0.22726290869799515,-0.316723135673158,-0.5869760348822056,-0.6324157439070892,-0.9131447652085314,-0.8664179723949846,-0.924865957211408,-0.8704793726768856,-0.8659544334976942,-0.904086769281443,-0.9044625762728138,train,3.5880398671096345,1
15,-0.2926343500497244,-0.2807602191525387,-0.7810301187419653,-0.9591608145979905,0.25729278782774245,-0.9269660690828959,-0.9349356191787719,-0.9176612069445551,-0.873613875684931,-0.8012682381885731,0.24567197447933298,0.9888826547653042,-0.8564817649152588,-0.8979239513164319,-0.8683879546666182,-0.7753226536317727,-0.5646291792942839,-0.4242454211395502,-0.8639731033824564,-0.9200199527525811,0.07647218730016603,-0.9340911333347842,-0.5056841326581867,0.008268811342061588,-0.4966553743723603,-0.5654092088525543,-0.6435440343608652,-0.9294960008909547,-0.8808821048910527,-0.916285211591465,-0.8159198174819847,-0.8688217067974427,-0.9509940385466722,-0.8838713225745378,train,3.844328429046037,1
16,-0.4113736672618701,-0.219401490607944,-0.8078908235694207,-0.9744850718850736,0.32824867354179843,-0.9376178147832724,-0.9373986911442032,-0.9511326286723326,-0.9388535346012584,-0.817596177287233,0.370158862404355,0.7653983146047363,-0.8278931583600466,-0.9025440232172891,-0.9014950568633369,-0.6917060896507221,-0.5015425749556465,-0.3318451751883079,-0.882820992708874,-0.9714988778530632,0.05146741319704995,-0.937667331048755,-0.4502244656598834,-0.19785283954653676,-0.13681263931635113,-0.5517071875838881,-0.6067529938853256,-0.9150593370653628,-0.8943662206556524,-0.9276057999939206,-0.8924731886653592,-0.9004094207655067,-0.8996955794824282,-0.8875460889680431,train,4.10061699098244,1
17,-0.47990208004154233,-0.23097498281797668,-0.8085196768165428,-1.0,0.28546152760524524,-0.9099823321569829,-0.939798325476712,-0.9531772388333041,-0.8954925335831215,-0.8413616924749541,0.44107459044865593,0.8321302591803039,-0.8235847832885596,-0.866948046141025,-0.8739761144338869,-0.784095753017082,-0.5936746710950727,-0.4356217736200122,-0.8874139923552723,-0.9574605248710683,0.11989455308105779,-0.9501760825821473,-0.5098904272681715,-0.10213343933142305,-0.4733271869442698,-0.6454808838174051,-0.6730641666840368,-0.9237842133724022,-0.8921431830723182,-0.8892738316429889,-0.8531158255480688,-0.8925818041704568,-0.8692565785441451,-0.884319308313289,train,4.356905552918842,1
18,-0.5169536704397233,-0.32411536997458934,-0.8315876353398658,-0.9832637436161495,0.3926263700576096,-0.8667637441832995,-0.945381042946146,-0.9362423873944744,-0.8999626071095823,-0.8120020544974518,0.7087660191241945,0.7949571297030533,-0.7890576530678663,-0.8703359281581808,-0.8915550997788879,-0.7802075392212802,-0.5409876066908185,-0.3400977755932396,-0.8284837629460192,-0.9194846711053515,0.05569634620741126,-0.9157437480012667,-0.5183189698456461,-0.010612830362329961,-0.4884647697411387,-0.5893651850818677,-0.6437353095163068,-0.9150633504577687,-0.853467860383797,-0.9054787691099371,-0.8448651837540387,-0.8728470717246412,-0.8884361622676396,-0.8907450337131173,train,4.613194114855244,1
19,-0.4971586562830038,-0.2793114811164429,-0.813723568757411,-0.9681167777250239,0.2251643479181471,-0.9273275797545941,-0.9211195798018772,-0.8994827014863783,-0.90705509684518,-0.824868987232568,0.29112355390736266,0.8919831218904584,-0.7928057600544232,-0.8632590314378529,-0.8428327434603639,-0.8128002763896267,-0.37432886091616224,-0.41802081902655186,-0.8471527883590678,-0.9377869406333373,0.025741531110306526,-0.933687214893555,-0.37567682487046916,-0.0500415443241472,-0.44166337164581715,-0.5672658240500382,-0.7039551042878741,-0.8868607782323297,-0.8553114449474095,-0.9184730277400716,-0.8743635138177186,-0.8805670135024033,-0.9190536767536577,-0.8840320028554266,train,4.869482676791647,1
20,-0.5147878040464547,-0.44907976333118726,-0.8020670359714297,-0.9551872523249552,0.2952646155118588,-0.883557706947403,-0.9578612087941843,-0.899818378958278,-0.8863946240739518,-0.8116195695708434,0.29764025940280914,0.5050028796592694,-0.8015526649748683,-0.8617592677501918,-0.8744542509478449,-0.7738052909692011,-0.5963446798619465,-0.2702789123228776,-0.8241570559966322,-0.9416512232278278,-0.07711593906524317,-0.9465875011870148,-0.5863765697820607,-0.2613714820809597,-0.47431027245158786,-0.6474862479499661,-0.6845676507119483,-0.9082502724503373,-0.8706402356884455,-0.9165634334295468,-0.8912623233359246,-0.8697910595369122,-0.9072690623967014,-0.9285375912424627,train,5.125771238728049,1
21,-0.5383376323214975,-0.28580492207996033,-0.8392669715406829,-0.96222305613524,0.24571001998627562,-0.8882918754714352,-0.9405692548441985,-0.9374480889674043,-0.8922771191615653,-0.7895225732905156,0.4820090244770432,0.322121836397129,-0.7442647623484595,-0.8885424062576764,-0.8990737586513665,-0.7787719246130471,-0.531920599865499,-0.2492791127089976,-0.8591139400468024,-0.937404033581854,-0.0004659358800113145,-0.9441708317095645,-0.5798191773031449,-0.06698607584160277,-0.3565863897379973,-0.6697136265804066,-0.6899258073098987,-0.947784391798461,-0.9015726389094125,-0.9067875163874007,-0.85839082809694,-0.8818875115521319,-0.9135752229586143,-0.9343280246973336,train,5.382059800664452,1
22,-0.48122634925637553,-0.31390870625328093,-0.8410326817918358,-0.9389782545039405,0.0578954028455827,-0.8819960695108138,-0.9523379665992759,-0.9528263402634507,-0.9028286951165019,-0.8424122772924403,0.19691809091329016,0.48669192923001603,-0.7413443600463361,-0.8032038039080897,-0.8684959087332296,-0.7083097315368445,-0.44980577595692295,-0.43344653643390085,-0.8673223355947594,-0.923846940015566,0.020124334605022165,-0.9542270135109112,-0.5790506441977379,-0.13310150863382286,-0.446419255147394,-0.6487481548836749,-0.7172119439073348,-0.9584109043485938,-0.8707079478627792,-0.9412297419635751,-0.8809221043516589,-0.8748110162055124,-0.9156538720693014,-0.9232580909252492,train,5.638348362600854,1
23,-0.5023348802944994,-0.26617401434442833,-0.7712398570412756,-0.9582210291938826,0.21851747061393345,-0.942319422202088,-0.9636118861768961,-0.8907231212276496,-0.8978955073994339,-0.8399186985938936,0.015985023543856114,0.46065574251580865,-0.6052866653944635,-0.8332401382297357,-0.8886283674471319,-0.7151301007862008,-0.4907951235232447,-0.4074489107013426,-0.8615363414695197,-0.9387000779077488,0.036862692930851204,-0.9023256485562519,-0.442382332117766,-0.07307257724480665,-0.26817424827533576,-0.6065310638648241,-0.686649607211564,-0.8371725786424129,-0.8591477953250917,-0.9029139553394088,-0.8545885844786797,-0.8778751152146943,-0.8831791030524325,-0.9059104448145161,train,5.894636924537257,1
24,-0.4242158191466392,-0.3483832531128457,-0.8400516336027247,-0.9634759858361063,0.283726160877525,-0.8762635123531325,-0.9410201841935256,-0.930537776090744,-0.9074124172431504,-0.8807561028002999,0.0001470035474233633,0.27893266655807114,-0.6973926330135223,-0.8616967591598442,-0.8705662541574041,-0.8748604298924747,-0.5491579692727893,-0.4017150780534615,-0.8198910194317379,-0.94109339380528,-0.08481474650503695,-0.9474541882252524,-0.5357324528376317,-0.16741854924833077,-0.3564073464252461,-0.6577103108913472,-0.7174865954125843,-0.9117654302000091,-0.8828053398161426,-0.9069289888380525,-0.8458763856100406,-0.8775623306909567,-0.9024078351972527,-0.8950051472825568,train,6.1509254864736596,1
25,-0.5805753435253023,-0.28115239945068826,-0.8193039381262782,-0.9716136226941039,0.1809487837964805,-0.9342292296571957,-0.9265122089451704,-0.9372377916913186,-0.9112750580563775,-0.8150497927467196,0.03633600712037266,0.3769260400072254,-0.7032526825539538,-0.8931388832858976,-0.8726097735164455,-0.766752051873134,-0.5647229998529426,-0.4409634524953938,-0.8717053208438716,-0.9331224431954737,0.0003696271358538672,-0.9098530710460122,-0.511894212477694,-0.15596339409551374,-0.3831846486211695,-0.6207463561559539,-0.6940725545900519,-0.9081016713157349,-0.8833110548100528,-0.8899024354976941,-0.8426943130423783,-0.8572323030319134,-0.9100762818617166,-0.8493016869156207,train,6.4072140484100615,1
26,-0.38874089261911304,-0.25214014839204246,-0.8111671866810746,-0.9643089035421788,0.20639621422794452,-0.8654313572067917,-0.9275061257974725,-0.914718482710057,-0.8687691390746698,-0.8033216925298411,-0.0935956859020598,0.27227580582940836,-0.6267618205027579,-0.8440346511128426,-0.8457355652285997,-0.7320465304834981,-0.561989572693925,-0.34970371730014194,-0.8882078017135888,-0.9073876664198515,-0.1052884912951112,-0.9267591556854142,-0.5613391180535694,-0.094308777265118,-0.5734250776620061,-0.5868277898609418,-0.7042174945652108,-0.9119152757617763,-0.8374772119997851,-0.9132384831029843,-0.8474914067359947,-0.860445101271727,-0.8970419173501852,-0.8601921292250605,train,6.663502610346464,1
27,-0.43404715923799697,-0.2890578322887184,-0.8109699827697808,-0.9554833079371552,0.14698165891873805,-0.8898469677728587,-0.9576894460021014,-0.9066532709544782,-0.925259076316522,-0.847590806242387,-0.13199478785685448,0.154076344129912,-0.6452540009230862,-0.8817362134824253,-0.9334354351198834,-0.7865156408631147,-0.45765570761190866,-0.27103207524401496,-0.8433628455380434,-0.9289808423318655,-0.07480758819645716,-0.8971107112784407,-0.5311599498758439,-0.0994693127583891,-0.26207360831912285,-0.5732437687969221,-0.6832802217810905,-0.881188996062334,-0.8604243074881514,-0.9172108044237786,-0.8591288059611528,-0.8424676814883076,-0.8675564033417529,-0.8623447446949167,train,6.919791172282866,1
28,-0.3246271682514731,-0.17141407078810156,-0.8408689309608146,-0.9522992811071759,0.13787663148707363,-0.9354042116946751,-0.9661585293840163,-0.9283203890983532,-0.9010597630691444,-0.8096428636765807,-0.06029420795951501,-0.03925957756209064,-0.5689218114069632,-0.8618753574734337,-0.9008734684692483,-0.7081833220176816,-0.5245006040508489,-0.15548149340136108,-0.8688456322983729,-0.9465178614037142,0.05767164092831567,-0.910750487395615,-0.6288220556443149,-0.07443992366697039,-0.36334593883732824,-0.5965228254069163,-0.7353904404110456,-0.8863795890140153,-0.8497540577508381,-0.8864606330415339,-0.8503920878062254,-0.8694665373906735,-0.8866737749364422,-0.9087293886416885,train,7.176079734219269,1
29,-0.3248616493930553,-0.3480701062257212,-0.8115140527128345,-0.9586716440016443,0.10771142603914785,-0.9032102251267536,-0.9372340265337045,-0.9153817740095317,-0.8883920273917314,-0.8505988341197842,-0.025518408577948626,-0.02027199962622339,-0.7201217647899609,-0.8498958116755513,-0.8708438363631995,-0.7402186089622604,-0.6249018698134192,-0.4339976620321544,-0.8515517343930736,-0.9464450714249313,-0.08650909697774767,-0.9539955160052854,-0.48840808574720274,-0.0912651746671247,-0.5258746754323397,-0.6633075032082045,-0.7322442093285872,-0.9195967572909804,-0.8790402263499971,-0.9337859421274927,-0.8724356379176359,-0.8955325789168694,-0.8854264007646542,-0.9048992521059201,train,7.432368296155672,1
30,-0.4026256828556902,-0.29377511826790803,-0.7927077389500083,-0.9419486678351555,0.017154231325164027,-0.9117320206707479,-0.9633752170080483,-0.943227004737362,-0.8981294137564699,-0.828065922270987,-0.1428873518314363,-0.08616455667609424,-0.7105009922445782,-0.8300059813760086,-0.9324700820583457,-0.7902632892127753,-0.4512976568375885,-0.2989378998618998,-0.8538031161540443,-0.928348518492383,-0.10535415610442056,-0.9357051080876502,-0.4972749593204064,-0.11673134977470045,-0.371444343480831,-0.6638271370571196,-0.749701745631018,-0.9155092870290586,-0.9014234148919179,-0.9229801067487456,-0.8630869058919913,-0.8506298337733648,-0.8932321758759284,-0.9277877238093611,train,7.688656858092074,1
31,-0.33178821175318074,-0.3543533177125271,-0.8161104336730284,-0.9543495312061033,0.04589174347353464,-0.8869949578745207,-0.964303985810155,-0.9175498574806942,-0.9046882334247127,-0.8737354616859946,0.10192748895428405,-0.16468773985244356,-0.760106304850882,-0.8525700420031956,-0.9322959167775987,-0.7725625872254469,-0.5416076659062864,-0.2277212605029374,-0.8625306437847948,-0.9165658784888906,-0.01689191814766544,-0.9330869878866863,-0.5235035810748163,-0.0921529251751666,-0.5942654073738652,-0.6541204084182746,-0.72854867523563,-0.8991521414655985,-0.8201113046646868,-0.9150480723552125,-0.8780670166628064,-0.880927204504313,-0.8557006102495724,-0.8716947076388267,train,7.944945420028477,1
32,-0.4363624070179952,-0.30218958701372156,-0.8433376769974139,-0.9685140146906385,-0.05229872776034694,-0.8597870338466821,-0.9655085845260115,-0.9512586342651607,-0.924312994191996,-0.8743287463580026,0.14116720570620878,-0.17400937016013107,-0.7570302954091959,-0.8361579050080219,-0.8657953146675733,-0.7339751664560668,-0.49404149937466324,-0.3364789313935894,-0.8440456222371416,-0.9235975279790342,-0.1371277603284674,-0.9320311196880261,-0.5300374909048904,-0.040576663479793273,-0.6078913954572542,-0.6927965665497431,-0.766558481765715,-0.9334355266717225,-0.8549748780775313,-0.910494599985008,-0.8750431776315851,-0.911384837986295,-0.8990827480352043,-0.9373636811123237,train,8.20123398196488,1
33,-0.41520889151221374,-0.31321034816761795,-0.8030868167036238,-0.960247921133273,-0.11891119126881056,-0.9335690637006958,-0.9461849628364091,-0.9263180403184703,-0.9036812965404638,-0.7800017650909364,0.1566337681849821,-0.24976547250652736,-0.7794342653569395,-0.8678751128184903,-0.8900236391113439,-0.7984336587996679,-0.5418117162854443,-0.08861879191158584,-0.870334599677351,-0.9262497933655102,-0.12179840396645547,-0.9432302987531375,-0.5221677074669316,-0.009581062262288387,-0.45766482955381593,-0.6670124275345697,-0.7515728090105313,-0.9200822583805408,-0.8896094786933146,-0.9156770115160073,-0.8824931162398159,-0.890507431276917,-0.9234776853396495,-0.8546646824231763,train,8.45752254390128,1
34,-0.28280269309195916,-0.34631564294104733,-0.8371334866071438,-0.9537294923204342,-0.09402374744511843,-0.8738626825871229,-0.9559311610866459,-0.8922420952187415,-0.9150468463607817,-0.8166512543436386,0.26063993250682227,-0.3045958498158329,-0.8330244580148438,-0.8475310638082647,-0.8420262708604681,-0.7615659528819243,-0.5728697041015783,-0.46109549845138076,-0.837636809048812,-0.9399060079307945,-0.21446941275364473,-0.9355279464047297,-0.5664716767569649,-0.22297359908878545,-0.4087012917863494,-0.6650875620918404,-0.647040936561633,-0.8926857121912456,-0.862788724741905,-0.9227887224486836,-0.8712500668526082,-0.8788289659582749,-0.8811636945436647,-0.8878386324670178,train,8.713811105837683,1
35,-0.32414149654641755,-0.31663750597948503,-0.8323643591894541,-0.9507275668882355,-0.11369320802027805,-0.9377277414262143,-0.9492308995463777,-0.894235753104121,-0.8934126811580607,-0.8333178260724172,0.014014102282377205,-0.30924180829086956,-0.7789298353670908,-0.9222637196947977,-0.901280264326392,-0.7765739624338788,-0.6022047853251726,-0.33302907362719303,-0.8684334385832334,-0.9192581959993856,-0.09144464881900782,-0.9009204822706572,-0.37079558267053636,-0.004044262514274699,-0.311723140538282,-0.7139785472301838,-0.7705605465564954,-0.9174592584763435,-0.8844793093603143,-0.910893334509945,-0.8976940457331901,-0.8477466610937441,-0.8943948038630797,-0.8981245872779443,train,8.970099667774086,1
36,-0.3138410568631186,-0.4116900511552526,-0.8059432457139282,-0.9493813791588752,-0.06888062996210276,-0.8638435717574793,-0.943931761312457,-0.9305781805040761,-0.9065024857956259,-0.8468733538032382,0.09147127654054721,-0.25315949160729334,-0.7406308509240016,-0.8922478419105839,-0.9354951938804116,-0.7706191529764737,-0.5468046350958546,-0.5893524693062019,-0.8407816958278185,-0.9231126635897463,-0.19882542886878696,-0.9117203821519176,-0.4761881947664864,-0.207564191718405,-0.36819342895878804,-0.6566273209044204,-0.6704378116650871,-0.9366412169678462,-0.840606593491417,-0.901891955029325,-0.9092374152198732,-0.8763384196270116,-0.8930626331324619,-0.8350149094069901,train,9.226388229710489,1
37,-0.46518307561382566,-0.4473014763856511,-0.8320205665049214,-0.9456750421377986,-0.1335720288987402,-0.925786519438084,-0.9530395259131836,-0.914233609959256,-0.9126679941488447,-0.8556883359434851,0.07934635213891617,-0.2954308851359774,-0.8002422850293449,-0.8366529712408758,-0.8889137990803456,-0.719550991933558,-0.4671900818467398,-0.3374825937462921,-0.8610334397068194,-0.9357624855392355,-0.18416826190617053,-0.8974854247422444,-0.4833020816517324,-0.2613311909244057,-0.5276046031068639,-0.7096280192104777,-0.7557244607818494,-0.8791976233039165,-0.8705703868257761,-0.9081691612014194,-0.881931922838162,-0.8310278788112984,-0.9213362825775786,-0.8942617153362311,train,9.482676791646892,1
38,-0.43611538852888776,-0.4121878640974288,-0.8275868066924236,-0.9603235402920683,-0.16559720426026225,-0.8959075970741877,-0.9393224783518592,-0.8983516128706933,-0.8934940729064389,-0.8735210901532384,-0.09643405390431448,-0.325889146227876,-0.7373112191741793,-0.8621269036438193,-0.8525284482154398,-0.7069330676382191,-0.6383931607075323,-0.4660594950648327,-0.8757108073413374,-0.9600999438390213,-0.18943783723582452,-0.9373201473045697,-0.47227425367724024,-0.25575831110865044,-0.4194256979859511,-0.6886671396945141,-0.7830792602555975,-0.9059832751468734,-0.8717788197725632,-0.9455396928257644,-0.859061396412428,-0.8642781579070191,-0.8963055473915847,-0.8794261158790985,train,9.738965353583295,1
