,AIBL,AIBR,ALA,ASKL,ASKR,AVAL,AVAR,AVBL,AVBR,AVEL,AVER,AWCL,BAGR,RIBL,RIBR,RIGR,RIML,RIMR,RIS,RIVL,RIVR,RMED,RMEL,RMER,RMEV,SABVR,SIBVL,SMDDL,SMDDR,SMDVL,SMDVR,URADL,URADR,URAVL,URAVR,URXL,URYDL,URYDR,URYVL,URYVR,VB1,VB2,train_test_label,time_in_seconds,tau
0,-0.05690239844821206,-0.09786845625852456,-0.11472341579803354,-0.2413581916555188,-0.13795143049045744,-0.09410713777524667,-0.14852897578858903,-0.20761888925240196,-0.3646159894286501,-0.12446581965369355,-0.14698632722365224,-0.12813930402752913,-0.5003117758006759,-0.36632827420168296,-0.3312266736884298,-0.1475355260507097,-0.15608347493405075,-0.20650166495783678,-0.4185198242165311,-0.3473058537204313,-0.4057862153709795,-0.2879266575648821,-0.41175574704192497,-0.4351342470683002,-0.36247029995554025,-0.18920254588069885,-0.2363546357751049,-0.36986284088649074,-0.32890755606848165,-0.4383721543051775,-0.336162275459176,-0.33823622705154466,-0.3071495579832032,-0.23711630102178577,-0.35038526214557675,-0.4025819377582938,-0.04688548923568891,-0.1289337419973891,-0.1632411960912669,-0.1272999620657046,-0.2984861616184826,-0.4866931981181348,train,0.0,1
1,-0.058987789739976856,-0.13311190946353854,-0.15033674977676184,-0.3222509160556102,-0.19732071108516447,-0.08588445741763964,-0.19923781489922351,-0.31419264133334374,-0.47900661206844786,-0.14100468058517,-0.21743789117466086,-0.15232982974596057,-0.6521567514826873,-0.4776343742524354,-0.44225463081768956,-0.18510145839326536,-0.25627221377864295,-0.25361541300689017,-0.5053937467109859,-0.451593409004794,-0.5092327138589067,-0.409863034345812,-0.5169720148966289,-0.5619449869731831,-0.47072961655669926,-0.24249769548961908,-0.3254096785807452,-0.5079310471992501,-0.47176349331015666,-0.5280665684317214,-0.4361239631287621,-0.4760514760844874,-0.3757464630635622,-0.3130166844572353,-0.40479582968814376,-0.501997622657348,-0.04801578645038776,-0.16856630289819108,-0.28329752303821903,-0.17499641974131255,-0.42455663997758997,-0.6208804457185222,train,0.3843416370106762,1
2,-0.07123228138170956,-0.16276076743296902,-0.179160574641074,-0.3675661876204891,-0.22750754533203316,-0.12129903495730275,-0.2573103596355501,-0.3806276768547833,-0.5376100846613222,-0.17715346472035898,-0.26945516857093843,-0.17225574703308316,-0.7353109993094311,-0.5252273064178457,-0.48037983265508366,-0.19473609935031788,-0.3248800264235377,-0.28992695683924424,-0.5252134527082567,-0.5162857794995347,-0.5738566439802273,-0.475941692266787,-0.5499496944168702,-0.6319492966998325,-0.5176992733766301,-0.2725657921207293,-0.37371234734741854,-0.5717771173347557,-0.5478005775455272,-0.5819259050203747,-0.49335913302915935,-0.5530159786717102,-0.42683913139898955,-0.36558013141225365,-0.4501906794915926,-0.5406311212483542,-0.05821569588457039,-0.20080799872150695,-0.34796303906264936,-0.20932484275554378,-0.4877258251089623,-0.6867527263910341,train,0.7686832740213524,1
3,-0.08380109043436706,-0.18023269337933268,-0.18700514042001212,-0.39637399741349744,-0.2459213292009285,-0.15086351588891875,-0.29615611712496376,-0.40831133987310897,-0.5590405045408773,-0.21300277447023752,-0.32008402188481583,-0.18842809637424823,-0.7768775574543146,-0.5229080755206214,-0.4925982938954857,-0.19958733191781447,-0.36256488858305547,-0.3282154155580367,-0.5390426376053767,-0.544117098368034,-0.5876161040573726,-0.49348965635884734,-0.5514238909928962,-0.6488885754501973,-0.5231700032069301,-0.29795297687480615,-0.38482428005656716,-0.598284904916734,-0.5964521555814302,-0.6123599548503547,-0.5363807274538521,-0.5899689757735995,-0.4653211467769925,-0.4147666592812457,-0.4755501523112332,-0.5477772970445551,-0.05257842873593594,-0.2116410313335818,-0.3762076849203633,-0.21038271204552741,-0.5080150374821824,-0.7097133455846742,train,1.1530249110320285,1
4,-0.11707211238561162,-0.22682080347920122,-0.197415395741574,-0.41656960155344525,-0.2700971856218545,-0.2028943153868935,-0.35133962116099715,-0.4341391211202882,-0.5792421423717746,-0.2613863101589764,-0.380722975183115,-0.1964120079371932,-0.8087074877466192,-0.5233092391864611,-0.49340336147723407,-0.1998977323299425,-0.43287733278779966,-0.36907551280481865,-0.5286766717210335,-0.5768235814322038,-0.6200240131849621,-0.49084084644025366,-0.5416444789393376,-0.6591201781137086,-0.5123867783692119,-0.33339645560336634,-0.39928541724463,-0.6282262398054839,-0.6336123402714589,-0.643727992109518,-0.5644048558891364,-0.6376880070073001,-0.5107222241814672,-0.46103307507060254,-0.5105404551472245,-0.5722523804105781,-0.06111711123552806,-0.22538110571303704,-0.40910495785355583,-0.23521151088497394,-0.5233542061537146,-0.7280777618067289,train,1.5373665480427048,1
5,-0.15651040452849324,-0.2644792199316135,-0.2040494068229078,-0.4367883698377688,-0.2974567301741394,-0.2507339759429827,-0.3972074310157491,-0.4452711830615925,-0.590256379857792,-0.30945183934397064,-0.41980850540780973,-0.20674957909171288,-0.8262035023724487,-0.52471307908023,-0.47709482020453486,-0.20121904991820228,-0.47937167515929585,-0.41240743562722626,-0.5082007231342405,-0.5960174707908084,-0.6378374657958246,-0.47789205375372545,-0.5270000834557437,-0.6669027253285913,-0.4880973303446218,-0.3637679267045474,-0.40320937608078283,-0.6472600402047168,-0.6615166546584654,-0.6682145336736152,-0.5871072825063778,-0.6708292037024023,-0.5461209867266265,-0.49343989426297824,-0.5344331483069547,-0.5897258013637691,-0.06358990439618678,-0.2348023306975422,-0.4272926337053248,-0.25313234764169285,-0.5228968103921592,-0.7286541325604405,train,1.921708185053381,1
6,-0.18972486165108876,-0.30164110585934645,-0.20392331963662252,-0.4493348598815904,-0.3137918490592533,-0.2992261325041282,-0.4310328473781784,-0.44543965876564584,-0.5780804504295467,-0.3551209198470218,-0.4479000930536619,-0.21592818587586116,-0.8331400756029563,-0.5199482858285964,-0.46781089199931103,-0.19724383543812707,-0.5141792145642009,-0.4499861203855332,-0.48544155307278164,-0.6130231789953446,-0.6453275561765557,-0.44261681414744963,-0.4929720873835324,-0.649632488408463,-0.4717702354131944,-0.3794685192331256,-0.3958091803503999,-0.6696772612724926,-0.678243940673052,-0.6856843554083178,-0.597136486948193,-0.6850878369876297,-0.5684808808953488,-0.5319105802049109,-0.5553393713858743,-0.5920035595923809,-0.07963054827259766,-0.24077043178334262,-0.43379923643197754,-0.260324460858844,-0.5342575402985914,-0.716921416336558,train,2.306049822064057,1
7,-0.22806594041823847,-0.3326066401096643,-0.20557272987603264,-0.45996379969994383,-0.333669208883929,-0.3406563021868918,-0.4616765308703333,-0.44865213023915573,-0.5835355961675999,-0.39604813298408975,-0.4836149596901756,-0.21327017970099107,-0.8391519734996515,-0.527972481933789,-0.46001430907600527,-0.19818279415394993,-0.5504043309929066,-0.4774719390845542,-0.4624518525754555,-0.6343027606330756,-0.664964523828842,-0.4224221631679277,-0.4869399345944181,-0.6534427131027821,-0.4517018573773129,-0.4041628103776445,-0.4006115758818214,-0.6855833443852231,-0.694202724840637,-0.7038408040868646,-0.6052300528601332,-0.7068251207795878,-0.5986729139431534,-0.5561787678120136,-0.5745157868210922,-0.612733308263731,-0.09057550042633865,-0.24569706322489893,-0.44910467181731195,-0.27463630902773556,-0.5333249826553415,-0.715486928766535,train,2.6903914590747333,1
8,-0.26819743468796353,-0.35955366424274676,-0.19878301904834988,-0.46617934183414345,-0.3573076380073606,-0.3702644011789069,-0.4954111199443837,-0.4349781376495748,-0.5696866475101132,-0.4460049646672798,-0.5048780381440883,-0.22806174374453553,-0.8422793320782803,-0.5124839235362975,-0.4353962401252893,-0.19207918379607347,-0.583436023756813,-0.5121151387547591,-0.43403074401473396,-0.63856938346153,-0.6534179748726263,-0.38626173353968285,-0.4568827595975343,-0.6313258108759852,-0.42114581645245486,-0.428224177940114,-0.38905119609571565,-0.6897778883471626,-0.7050531682518375,-0.7040012725676144,-0.6234121150362548,-0.7219545515027697,-0.6080938686471059,-0.5907911441758191,-0.5882285290228879,-0.6249552635293105,-0.09540718988237215,-0.24627172255519775,-0.4468121686364309,-0.27523229388516085,-0.523773558154512,-0.6954222500721976,train,3.0747330960854096,1
9,-0.2868443192128154,-0.38873905714838686,-0.19724978914958385,-0.468745047290284,-0.36637876621253673,-0.4040647053073502,-0.5320513332774631,-0.43724062771363864,-0.5689846703382689,-0.47688812556737353,-0.5423818150402219,-0.2275922045832156,-0.8579573845222638,-0.4975386019830101,-0.435224661379898,-0.20098064284771008,-0.6192095094292474,-0.547013936140974,-0.42835874553731423,-0.6549592719119549,-0.670472671724522,-0.3656691666978888,-0.4438505620453126,-0.6272610252487548,-0.39919035597289154,-0.44611288990463277,-0.3891979484920487,-0.692699895099828,-0.7263948324303182,-0.7145287817441859,-0.6383506388730549,-0.7401287774487996,-0.6301930639483807,-0.6142924122825189,-0.599098531857092,-0.6309791069305948,-0.09747272157671899,-0.25510337167591574,-0.4544334321231046,-0.2826396945445773,-0.5242507627697752,-0.6876358810183518,train,3.459074733096086,1
10,-0.3120095555212598,-0.4140454653756186,-0.20548745962670095,-0.47813898116931886,-0.38208012020306614,-0.4437335258820514,-0.5459784948069603,-0.4413023880547251,-0.57110910454868,-0.5119217970538982,-0.5589057755454696,-0.22160057895112759,-0.8562633734779364,-0.4960119074923547,-0.4237645473304995,-0.19402310938536105,-0.6459348523135482,-0.5678356712982531,-0.41001667148296694,-0.6608403608809248,-0.6715511143899867,-0.3369675000511786,-0.4268469601578564,-0.6159199111928549,-0.3785269345462076,-0.4628793770225607,-0.38830136692982514,-0.7081974682024021,-0.7402874441692967,-0.7304488375319245,-0.6397940129446507,-0.7442616174867489,-0.6513984508291228,-0.6377907398198994,-0.6139551971609778,-0.6379782133772746,-0.10742357839142425,-0.26127017938173774,-0.4567666771275235,-0.29634058858226764,-0.5252722706218415,-0.6764560149868049,train,3.843416370106762,1
