,AFDL,AIBL,AIBR,ALA,ASKL,ASKR,AVAL,AVAR,AVBL,AVBR,AVEL,AVER,AVFL,AVFR,CEPDL,DB2,OLQVL,OLQVR,RIBL,RIBR,RID,RIML,RIMR,RIVL,RIVR,RMDDR,RMED,RMEV,SIBVL,SIBVR,SMDDL,SMDDR,SMDVL,SMDVR,URYDL,URYDR,URYVL,URYVR,VB1,VB2,train_test_label,time_in_seconds,tau
0,-0.028742208234490137,0.25154069996684,0.13571247269897554,-0.04602744377365786,-0.0911490551889782,-0.06520732016589033,0.23350558746934355,0.20312611091589206,-0.3545206932579561,-0.3902580591521153,0.16104539230851878,0.06981764301827187,-0.2642601239221293,-0.18747419728361325,-0.16930540712853354,-0.31333476576782904,0.16184526604294874,-0.021547139927091577,-0.2947453580810645,-0.33733331045040227,-0.37323010123568195,0.17479305764135725,0.02485639451539645,-0.2900047684423463,-0.10335518570455715,0.08870513602727363,-0.47529694030622244,-0.43596811231343513,-0.23507807479747478,-0.2253486315616281,-0.2461846815487305,-0.3818180844351912,-0.24522192641678367,-0.1604771410249998,-0.024308770029075152,-0.03244034436124463,-0.044841566332078475,0.057498431094062545,-0.40579336464801996,-0.37253442754569976,train,0.0,1
1,-0.021596396623274207,0.37802106690662707,0.2720924035648026,-0.06845436548935432,-0.044632943473139744,-0.02227260701557815,0.38673641383626967,0.3624017550167076,-0.4725189272902398,-0.49141209570160327,0.30309201907557576,0.19849048808197467,-0.3275807280465004,-0.22743746203345122,-0.17018757720477454,-0.40347259098840615,0.2482866068313058,0.03284052561391487,-0.3967898339490482,-0.4864467141663992,-0.4605466587565803,0.3261895690094946,0.1511944731754702,-0.311235160079314,-0.11121602699314219,0.10862829704577996,-0.6232288667726693,-0.5990577488774881,-0.28957470227751836,-0.29929663140959656,-0.27604170150138874,-0.42253972056654415,-0.2869512807670641,-0.19892186354747687,0.04550499485941384,0.021486744196489105,-0.0030213984489338014,0.1438346696933363,-0.4940668895166592,-0.4880351861266928,train,0.5030743432084963,1
2,-0.013371397385309371,0.43988939614166944,0.3363330834297402,-0.06073675503982615,-0.021097715889224322,-0.0017658482686355725,0.4527503926886136,0.4203011811906397,-0.5073255163259889,-0.5380304294177684,0.37038613039559576,0.25310623235026836,-0.35017698405975106,-0.23771887678599696,-0.15875483427328907,-0.4373405954410208,0.2869501728283451,0.05367844146935155,-0.4341968746795416,-0.5410532472270029,-0.491017984685237,0.38323696673545493,0.20494042986044064,-0.3109035922507139,-0.10759009133458167,0.12483934179844305,-0.6918785713342614,-0.6518645013919608,-0.3149067389183794,-0.3268926553545297,-0.2716200659192259,-0.43291088452639853,-0.3026638592557886,-0.19443320866182914,0.0970444666384524,0.06105574471481923,0.02819017497675226,0.20270926395243388,-0.5152724291040782,-0.5317151329599338,train,1.0061486864169926,1
3,-0.010980937396697914,0.4689764074944806,0.3658628634327057,-0.07391496693341011,-0.015217318035699673,0.007552390334665787,0.4895170144366694,0.4624026400504309,-0.534709032073966,-0.5575834428945335,0.41433098343153746,0.2918220754630325,-0.35203785969301793,-0.2535713219393185,-0.1529079504807602,-0.44825740008846376,0.3093777557023871,0.07207403303573687,-0.46299135755234533,-0.5680516068823005,-0.4976635800036048,0.4248654577602763,0.227558166548681,-0.3133749661175693,-0.10537173914934858,0.12819317570376662,-0.7331702809844083,-0.6810541909847101,-0.32139883837478134,-0.33364560888232736,-0.2708719080378652,-0.44045372762874774,-0.31216775689072235,-0.20362399722734625,0.12824868333222947,0.08693783533069735,0.04627920977811949,0.22941919053232643,-0.5363051877615759,-0.5518267336148486,train,1.509223029625489,1
4,0.0006700721681466709,0.4716343009496342,0.3789447413163275,-0.09296223620580962,-0.0267062435252427,0.027426824639350977,0.4867893505950658,0.47170428922554003,-0.5215708958948794,-0.5505423022734559,0.429249821323563,0.2969800431939347,-0.3647292013285606,-0.2615604660561952,-0.13109106604670623,-0.43638258146453535,0.32828354622276196,0.07549282980873984,-0.4579259520186345,-0.5608883617833478,-0.5042754539653026,0.4346487819080873,0.23059055310172605,-0.3051415497287324,-0.11127965507242536,0.14119553502825327,-0.7356614509018891,-0.6741651327891127,-0.3236739957162855,-0.31978241147043257,-0.25236994157667514,-0.437357239750253,-0.3104270781136578,-0.19480737109535923,0.16210169521523662,0.11065798121172205,0.06539805080178794,0.26804094031311426,-0.5282539793011127,-0.5625151019480392,train,2.0122973728339852,1
5,-0.0025816677638065694,0.4857961992598402,0.3898483493386281,-0.10047654940031175,-0.02972857171092365,0.030612462443702054,0.4988609877156879,0.49078441681788304,-0.5340191713393793,-0.5590365648221425,0.44816927164426007,0.31481892012603196,-0.3639428522251369,-0.25983322843595746,-0.12045688022681911,-0.43967716692552605,0.32864635683295984,0.07668181373053021,-0.47716120496151526,-0.5680301181075094,-0.5003684338886316,0.4552650299636446,0.2312223382459832,-0.309904657289075,-0.09873063905419241,0.14121579559619468,-0.7482768536450211,-0.6846142180261496,-0.3228773782439473,-0.32313651257452347,-0.2530626221383281,-0.43918160888994595,-0.29484270297450815,-0.19812559840833976,0.18007045514269723,0.12726496414115834,0.07849240356291316,0.2833496931922741,-0.5439306514185587,-0.5601655877499451,train,2.5153717160424818,1
6,0.0025084854110421217,0.4759687397771347,0.3855545583963783,-0.0974127782724834,-0.026666577866085978,0.03115135900516397,0.47886186805582254,0.47623714972505476,-0.5241168221637815,-0.5661893889033056,0.4360766723909764,0.29729307840546926,-0.36554824827962606,-0.25342494047945324,-0.11206577178623497,-0.44414138197863157,0.32133907328042866,0.06599945483029135,-0.4647661409515341,-0.556436278224949,-0.5018341434198628,0.44236396626878227,0.21159568001455403,-0.29710482875046007,-0.09914514817306926,0.14543413025267501,-0.7464885216001185,-0.6720782472701698,-0.32693868817820726,-0.31340767834733907,-0.23683212355561645,-0.4279499261888406,-0.3039651175693039,-0.18653687869966426,0.19739107230076205,0.1423712209502102,0.08697207713611387,0.29641356897832294,-0.5264458832940798,-0.5546326109233617,train,3.018446059250978,1
7,-0.001272889318920216,0.4738984971712237,0.38431368351178075,-0.09828067503127924,-0.03709836211970628,0.029491857336369554,0.48267471320191646,0.4624717638967471,-0.5222065969185171,-0.5669684467938474,0.43204034242598793,0.2853493148529077,-0.35625280898494927,-0.24083280999838252,-0.1153967181468418,-0.43095101411686876,0.31545789862990414,0.06011527125110566,-0.4584092325559538,-0.5348448577469269,-0.5024638165001587,0.42827298403264324,0.19622989456333517,-0.29992581172040395,-0.08997805971025863,0.14778074409686703,-0.7366364017985052,-0.6629866102026167,-0.31860066264028186,-0.3088818636471689,-0.22910206244527218,-0.424817870714691,-0.30217233582329656,-0.1852877428667125,0.1878986414306322,0.13583486803683031,0.09018769615713372,0.2918711864935559,-0.5284947546251972,-0.5505907114328427,train,3.5215204024594744,1
8,0.002405672579031709,0.4649169514765931,0.3833370041216153,-0.09940942932641833,-0.03941131832899644,0.03517885468333007,0.4725584472987595,0.45179116192556884,-0.5194957080122489,-0.5724761906104767,0.4265790743386089,0.2746534461139994,-0.3612096427466512,-0.24074311225116937,-0.11037436286291097,-0.4382122580534955,0.3079372975666508,0.05385505945714711,-0.46254222904110476,-0.5347540002329354,-0.5083424456659119,0.4192279976975599,0.17876469712131443,-0.3066026274075655,-0.10045220702464805,0.15067574786233384,-0.7326185757976693,-0.650741890503129,-0.331046516175739,-0.3100365143029652,-0.2229323670035628,-0.42602507456477823,-0.3022724890277999,-0.18565624533888347,0.2034558819189747,0.14377043781889012,0.08989890063392915,0.2975756077283175,-0.5307833295206318,-0.553684412534506,train,4.0245947456679705,1
9,0.0013031957927058108,0.45873410089950123,0.3758439879649821,-0.09227912854199294,-0.049780876548971245,0.04160619855946113,0.45515350632466844,0.44327651234665527,-0.5189010562506537,-0.5722420361825329,0.4213228909867163,0.27618000195833353,-0.3724559966716052,-0.23850555443120136,-0.09741431695957706,-0.4364788700593758,0.29534265970906964,0.04356567505081754,-0.46515742400439,-0.5334039334577829,-0.5022224263268471,0.41073455888431465,0.16783925441516917,-0.29704887286601483,-0.1005186438836158,0.15109778119511857,-0.736749936342513,-0.6420210195090568,-0.330023194514856,-0.3011142916508548,-0.2434013050974193,-0.4354514390580748,-0.29644484613175015,-0.18198288700777074,0.21569786624941514,0.15465737710228689,0.09471982948272918,0.3069738437025787,-0.5329986472791581,-0.5474897618189842,train,4.5276690888764675,1
