,AFDL,AIBL,AIBR,ALA,ASKL,ASKR,AVAL,AVAR,AVBL,AVBR,AVEL,AVER,AVFL,AVFR,CEPDL,DB2,OLQVL,OLQVR,RIBL,RIBR,RID,RIML,RIMR,RIVL,RIVR,RMDDR,RMED,RMEV,SIBVL,SIBVR,SMDDL,SMDDR,SMDVL,SMDVR,URYDL,URYDR,URYVL,URYVR,VB1,VB2,train_test_label,time_in_seconds,tau
0,-0.3296466922886939,0.6607144770817847,0.9999999999999998,-0.04249819417001388,0.5181911508485414,0.5013406739653219,0.9100638019988144,0.9346614114642765,-0.4078396975042695,-0.8449941673735542,0.9479805802027734,0.22791025885978078,0.03054817063868165,0.3629008405779224,-0.5817317885950155,-0.8002248287411334,0.76543191621309,0.7763608616076096,-0.6278857670869558,-0.048055320774624266,-0.12986000724997404,0.829872625417598,0.27913315405816186,-0.6188986197119861,-0.6530445601847585,-0.5271150265345399,-0.8170688560262214,-0.7570160533329678,0.8295406857883132,-0.03605780567315475,0.5154996043968926,-0.4669688438464087,-0.8904454919327199,-0.7222908040220928,0.47038291460846815,-0.3746744948225824,0.5742276180030201,0.5442928489657037,-0.6856433812537561,-0.6196519265887479,train,0.0,1
1,-0.3729925387127908,0.6994564107606475,0.9430406579378285,0.10517387193881267,0.6246122226122698,0.8240502372737069,0.8897005002108368,0.9999999999999999,-0.41499103751267025,-0.64805973032779,0.9302844714713434,0.2673683399524214,0.0647217427568001,0.5724216121604595,-0.5622846276257254,-0.7435596541984926,0.9124190047161982,0.6845931527860707,-0.6011567667853934,-0.13363377149921674,-0.0829591057959953,0.7248495537535168,0.2973786660111555,-0.6247173509765276,-0.6102361171444127,-0.26515491436136396,-0.7336838734906119,-0.7725195442305979,0.8287822894403394,-0.0969128659740679,0.5628421638140911,-0.41971070783541176,-0.9032739363199609,-0.638645984888708,0.506546732070688,-0.36074262199682494,0.635011071122678,0.5917252118524565,-0.7640534667867941,-0.5584591250614164,train,0.5030743432084963,1
2,-0.3887877783006405,0.6700846972744087,0.8977546844244582,-0.20016074801997974,0.389710275149865,0.518028650333608,0.8693204323501426,0.9293613600601677,-0.39353579198879174,-0.7764826363641446,0.8910623575676557,0.34976727922667417,0.08147089177749534,0.37660159676386673,-0.6129879730523107,-0.7608824234803675,0.9242212972869928,0.7926849537257097,-0.6334510018495283,-0.07665116424472773,0.15603930870100946,0.7996018799975647,0.33115797263840197,-0.5832932688728764,-0.5694897509783166,-0.26204250620071534,-0.763502080861136,-0.7717641537228247,0.7727501353428439,-0.11838897275228677,0.590587712195661,-0.41200261509416836,-0.8893182495054348,-0.7538596413352274,0.5168703568095363,-0.3780576579454248,0.6088728393209548,0.6158283529092861,-0.6873638398098161,-0.5299818800969447,train,1.0061486864169926,1
3,-0.16063710795695108,0.6404753835866032,0.9040062042745192,-0.1845126280319216,0.4441981825134472,0.6499538956503637,0.8507760671455668,0.9593120253846869,-0.2605702576975294,-0.728922232813982,0.9999999999999998,0.2169264947652465,-0.30830456750840685,0.28741672224714887,-0.7371310445867226,-0.7940277951109053,1.0,0.854452530727883,-0.6226204485625999,-0.1017754329162327,0.004574554771468176,0.730725225211797,0.16087050531120406,-0.6117751781134382,-0.47419497677659317,-0.24950435709712349,-0.6973064846943968,-0.7388918198573493,0.8023398873415972,-0.08375608072999063,0.611645651449679,-0.1588868008910601,-0.9062873582938741,-0.7104969479189652,0.6427199146440825,-0.28664650824231663,0.7407653580758307,0.6787232143200241,-0.7091784662183551,-0.583492755563775,train,1.509223029625489,1
4,-0.2801952341074898,0.5956327309205888,0.8898655328408034,-0.04295710576891121,0.43156769042081533,0.4231339312687994,0.7854009772078346,0.893178848371445,-0.42602746746203496,-0.817589978152198,0.9311927769223967,0.3680817864643007,0.004199969655684033,0.15339419339308336,-0.7028840243671293,-0.7720425837009824,0.7291583347562589,0.9888345893164019,-0.6596565958288929,-0.15371577009753334,0.1941017324231311,0.6966608522654373,0.2982449776251681,-0.5935548657096488,-0.5026404730350356,-0.40967641567961,-0.654562532289753,-0.7910000616645312,0.7600346821114286,-0.018344518625569295,0.6412742072774685,-0.25491724772200464,-0.8857883359882746,-0.720322228993132,0.556368121403221,-0.32377290260612634,0.7153706467056036,0.6216383320833294,-0.6966384893465751,-0.49578999743397156,train,2.0122973728339852,1
5,-0.2503254911562508,0.6510795649301814,0.7262405244659063,-0.09010968361312133,0.5696630934037848,0.6263554090527785,0.7408326727334348,0.8134986632030782,-0.45483869096078433,-0.7117368188634879,0.9509316406556223,0.26729083915427254,-0.10876634903513671,0.39383638945120913,-0.6738543826846176,-0.776766385038516,0.8799030146723223,0.6673162795967429,-0.6060989334068969,-0.14996332002683677,-0.05500099699287542,0.6664085322030445,0.23698708496205456,-0.6053443884504812,-0.5845588979962666,-0.0038224749476251096,-0.6579390767127866,-0.7608940671869325,0.8224119529620006,-0.01181531202061592,0.839971434676608,-0.11584792263832566,-0.8473455396713294,-0.743452129044158,0.6153489103621148,-0.359492853368267,0.7569580184144113,0.7658578670753915,-0.6813643831512088,-0.5384221352734726,train,2.5153717160424818,1
6,-0.2301600728661336,0.5204810353803232,0.7714285856807788,-0.15314668718015645,0.4406823167970234,0.8110152667019239,0.7560021231200135,0.7754366624477372,-0.46911885315192403,-0.7253396986645247,0.905265840520229,0.2801543972245111,0.22568336254103016,0.3139945505863646,-0.5937649489916861,-0.7461447783877159,0.946234382470555,0.6852323000736384,-0.6354499323110097,-0.23688436705979654,0.07179515406835102,0.5833585091443433,0.27626448096201384,-0.5829247835741849,-0.7253313405080766,-0.12754474253041848,-0.5723241103637512,-0.786328973422587,0.7952368034662423,-0.03301180129680803,0.8402555882410475,-0.2560952003816195,-0.8806893325185317,-0.7237096101334952,0.5865641682502483,-0.4290146860905044,0.7674042753241881,0.6305969369105537,-0.7362823112624614,-0.49826810084103496,train,3.018446059250978,1
7,-0.42060342226754666,0.5461040283057889,0.8016812133936753,-0.14193273003933893,0.6140071334405531,0.7423941951025761,0.7559103984255365,0.7263438071597345,-0.5436604145593441,-0.738879077085904,0.925542224872751,0.2927998372330094,-0.1543107422259321,0.3970128339790524,-0.6033963603380397,-0.788501171539528,0.926799441464244,0.8065602803769063,-0.6127861773590397,-0.3208900383349437,0.14867398112797425,0.5243393638675363,0.16500645181392226,-0.5613873178017035,-0.5795712776590456,-0.15348177210130642,-0.6853813282119474,-0.786985015518907,0.720341670003894,-0.1079114789153911,0.9999999999999999,-0.2642482676193254,-0.900053979541664,-0.7376422070657269,0.593161346566911,-0.41088509082737157,0.8387569625132352,0.6686217330497548,-0.6387686075591312,-0.49378941144400146,train,3.5215204024594744,1
8,-0.37618135655515594,0.5295242361089695,0.7466889414145872,0.13260946717178945,0.7410659626862303,0.7713033150757418,0.6268631142682085,0.7979345091720099,-0.5555135355949965,-0.6754420341153621,0.8679196927420336,0.30409981964359,0.014942556339371471,0.40926909780970444,-0.676561513975741,-0.7215577973289575,0.6505899232043506,0.7938304988621272,-0.6197322160844856,-0.38134238724200886,0.3435359768942796,0.4726735606761575,0.09683642881926735,-0.5909333519177769,-0.48352932878312005,-0.20439825561040692,-0.6202916786143768,-0.7975262245548163,0.7183996719962746,-0.07504313408453134,0.7099118125819576,-0.32121391765069207,-0.9026153256694459,-0.7162839318836881,0.6097582387686165,-0.31526710643417455,0.9064608725050634,0.8308052467675038,-0.7313205844863209,-0.5844264760781692,train,4.0245947456679705,1
9,-0.40009839225473987,0.5309979943348672,0.7444405488566939,0.14249994812346367,0.6619240615066847,1.0,0.6600871389429884,0.713960896307028,-0.4715492783276375,-0.6127162710565721,0.9154835371877994,0.2915500413576866,0.18659342734089912,0.31015052224833495,-0.6904812559625706,-0.6883234385052073,0.6351278337583175,0.7231606758199176,-0.5681036864766021,-0.34586419746645614,0.36386969084371,0.47767822841358176,0.06485503105618506,-0.5744401652160562,-0.6445918271862255,-0.1751755026357371,-0.6508426603948331,-0.7974063212996142,0.7267987788145798,0.025167349544414463,0.45220455798524994,-0.44798262766707,-0.9131694575353503,-0.7580800203759378,0.581488398759999,-0.5402642481792285,0.895066693122673,0.7688712962059068,-0.7106361095613134,-0.5189265225110227,train,4.5276690888764675,1
