,experiment_ID,model_type,validation_dataset,individual_validation_loss,individual_baseline_loss,num_parameters,num_worms,num_time_steps,min_val_loss,val_baseline
78,exp19,FeatureFFNN,Flavell2023,0.0472990680209477,0.0080915278922475,573742,100,58130,0.0511400863187203,0.0104822724021341
79,exp19,FeatureFFNN,Leifer2023,0.0566266172981533,0.0124225373570773,573742,100,58130,0.0511400863187203,0.0104822724021341
80,exp2,FeatureFFNN,Kato2015,0.3827247734880075,0.0136508184820437,573742,15,9015,0.3877724358733271,0.0104822724021341
81,exp2,FeatureFFNN,Nichols2017,0.335648518235592,0.0103306582875368,573742,15,9015,0.3877724358733271,0.0104822724021341
82,exp2,FeatureFFNN,Skora2018,0.2720714278014687,0.0075098035523903,573742,15,9015,0.3877724358733271,0.0104822724021341
83,exp2,FeatureFFNN,Uzel2022,0.7248249656210343,0.0075639537559861,573742,15,9015,0.3877724358733271,0.0104822724021341
84,exp2,FeatureFFNN,Yemini2021,0.599768219116543,0.0108707598526368,573742,15,9015,0.3877724358733271,0.0104822724021341
85,exp2,FeatureFFNN,Kaplan2020,0.4960333329478377,0.0035063432111488,573742,15,9015,0.3877724358733271,0.0104822724021341
86,exp2,FeatureFFNN,Flavell2023,0.3014904098003171,0.0080915278922475,573742,15,9015,0.3877724358733271,0.0104822724021341
87,exp2,FeatureFFNN,Leifer2023,0.3173516757521486,0.0124225373570773,573742,15,9015,0.3877724358733271,0.0104822724021341
88,exp20,FeatureFFNN,Kato2015,0.0294559103203937,0.0136508184820437,573742,105,62174,0.0482871619669694,0.0104822724283685
89,exp20,FeatureFFNN,Nichols2017,0.0202807453421304,0.0103306582875368,573742,105,62174,0.0482871619669694,0.0104822724283685
90,exp20,FeatureFFNN,Skora2018,0.0247252109778249,0.0075098035523903,573742,105,62174,0.0482871619669694,0.0104822724283685
91,exp20,FeatureFFNN,Uzel2022,0.0822447596874553,0.0075639537559861,573742,105,62174,0.0482871619669694,0.0104822724283685
92,exp20,FeatureFFNN,Yemini2021,0.0733202193217466,0.0108707598526368,573742,105,62174,0.0482871619669694,0.0104822724283685
93,exp20,FeatureFFNN,Kaplan2020,0.024931484838338,0.0035063432111488,573742,105,62174,0.0482871619669694,0.0104822724283685
94,exp20,FeatureFFNN,Flavell2023,0.0432336024779942,0.0080915278922475,573742,105,62174,0.0482871619669694,0.0104822724283685
95,exp20,FeatureFFNN,Leifer2023,0.0551124173790038,0.0124225373570773,573742,105,62174,0.0482871619669694,0.0104822724283685
96,exp21,FeatureFFNN,Kato2015,0.0251816859818063,0.0136508184820437,573742,110,69179,0.0447352639937274,0.0104822724021341
97,exp21,FeatureFFNN,Nichols2017,0.0186336775712499,0.0103306582875368,573742,110,69179,0.0447352639937274,0.0104822724021341
98,exp21,FeatureFFNN,Skora2018,0.0217362666492893,0.0075098035523903,573742,110,69179,0.0447352639937274,0.0104822724021341
99,exp21,FeatureFFNN,Uzel2022,0.0907037883686522,0.0075639537559861,573742,110,69179,0.0447352639937274,0.0104822724021341
100,exp21,FeatureFFNN,Yemini2021,0.0800784865099632,0.0108707598526368,573742,110,69179,0.0447352639937274,0.0104822724021341
101,exp21,FeatureFFNN,Kaplan2020,0.0240605976417244,0.0035063432111488,573742,110,69179,0.0447352639937274,0.0104822724021341
102,exp21,FeatureFFNN,Flavell2023,0.034690371916804,0.0080915278922475,573742,110,69179,0.0447352639937274,0.0104822724021341
103,exp21,FeatureFFNN,Leifer2023,0.0474429274980531,0.0124225373570773,573742,110,69179,0.0447352639937274,0.0104822724021341
104,exp22,FeatureFFNN,Kato2015,0.0264224567047979,0.0136508184820437,573742,115,71001,0.0429434389085836,0.0104822724021341
105,exp22,FeatureFFNN,Nichols2017,0.0179243598940956,0.0103306582875368,573742,115,71001,0.0429434389085836,0.0104822724021341
106,exp22,FeatureFFNN,Skora2018,0.0219743557463516,0.0075098035523903,573742,115,71001,0.0429434389085836,0.0104822724021341
107,exp22,FeatureFFNN,Uzel2022,0.0831294738745782,0.0075639537559861,573742,115,71001,0.0429434389085836,0.0104822724021341
108,exp22,FeatureFFNN,Yemini2021,0.0729699121486414,0.0108707598526368,573742,115,71001,0.0429434389085836,0.0104822724021341
109,exp22,FeatureFFNN,Kaplan2020,0.0228591706813619,0.0035063432111488,573742,115,71001,0.0429434389085836,0.0104822724021341
110,exp22,FeatureFFNN,Flavell2023,0.0340499060679576,0.0080915278922475,573742,115,71001,0.0429434389085836,0.0104822724021341
111,exp22,FeatureFFNN,Leifer2023,0.0465959125228669,0.0124225373570773,573742,115,71001,0.0429434389085836,0.0104822724021341
112,exp23,FeatureFFNN,Kato2015,0.0224946927846758,0.0136508184820437,573742,120,76665,0.0401180972489462,0.0104822724283685
113,exp23,FeatureFFNN,Nichols2017,0.0167035336903195,0.0103306582875368,573742,120,76665,0.0401180972489462,0.0104822724283685
114,exp23,FeatureFFNN,Skora2018,0.0179374050057958,0.0075098035523903,573742,120,76665,0.0401180972489462,0.0104822724283685
115,exp23,FeatureFFNN,Uzel2022,0.0421403532673139,0.0075639537559861,573742,120,76665,0.0401180972489462,0.0104822724283685
116,exp23,FeatureFFNN,Yemini2021,0.072185643929608,0.0108707598526368,573742,120,76665,0.0401180972489462,0.0104822724283685
117,exp23,FeatureFFNN,Kaplan2020,0.0209535483537413,0.0035063432111488,573742,120,76665,0.0401180972489462,0.0104822724283685
118,exp23,FeatureFFNN,Flavell2023,0.0319533702735498,0.0080915278922475,573742,120,76665,0.0401180972489462,0.0104822724283685
119,exp23,FeatureFFNN,Leifer2023,0.0441545174883989,0.0124225373570773,573742,120,76665,0.0401180972489462,0.0104822724283685
120,exp24,FeatureFFNN,Kato2015,0.0226194206018893,0.0136508184820437,573742,125,80030,0.0376562780215286,0.0104822724021341
121,exp24,FeatureFFNN,Nichols2017,0.0168352086906948,0.0103306582875368,573742,125,80030,0.0376562780215286,0.0104822724021341
122,exp24,FeatureFFNN,Skora2018,0.0188036105209903,0.0075098035523903,573742,125,80030,0.0376562780215286,0.0104822724021341
123,exp24,FeatureFFNN,Uzel2022,0.0828270937587755,0.0075639537559861,573742,125,80030,0.0376562780215286,0.0104822724021341
124,exp24,FeatureFFNN,Yemini2021,0.0608704354808836,0.0108707598526368,573742,125,80030,0.0376562780215286,0.0104822724021341
125,exp24,FeatureFFNN,Kaplan2020,0.0170141414874754,0.0035063432111488,573742,125,80030,0.0376562780215286,0.0104822724021341
126,exp24,FeatureFFNN,Flavell2023,0.0297954384128388,0.0080915278922475,573742,125,80030,0.0376562780215286,0.0104822724021341
127,exp24,FeatureFFNN,Leifer2023,0.0422809222583572,0.0124225373570773,573742,125,80030,0.0376562780215286,0.0104822724021341
128,exp25,FeatureFFNN,Kato2015,0.0251319398545698,0.0136508184820437,573742,130,74156,0.042704409132646,0.0104822724021341
129,exp25,FeatureFFNN,Nichols2017,0.0164226875399022,0.0103306582875368,573742,130,74156,0.042704409132646,0.0104822724021341
130,exp25,FeatureFFNN,Skora2018,0.018581969847825,0.0075098035523903,573742,130,74156,0.042704409132646,0.0104822724021341
131,exp25,FeatureFFNN,Uzel2022,0.1688497721139962,0.0075639537559861,573742,130,74156,0.042704409132646,0.0104822724021341
132,exp25,FeatureFFNN,Yemini2021,0.0636994945317772,0.0108707598526368,573742,130,74156,0.042704409132646,0.0104822724021341
133,exp25,FeatureFFNN,Kaplan2020,0.0242742346672457,0.0035063432111488,573742,130,74156,0.042704409132646,0.0104822724021341
134,exp25,FeatureFFNN,Flavell2023,0.0348619000993494,0.0080915278922475,573742,130,74156,0.042704409132646,0.0104822724021341
135,exp25,FeatureFFNN,Leifer2023,0.046735970172877,0.0124225373570773,573742,130,74156,0.042704409132646,0.0104822724021341
136,exp26,FeatureFFNN,Kato2015,0.0208605574686468,0.0136508184820437,573742,135,89031,0.0352291879440907,0.0104822724283685
137,exp26,FeatureFFNN,Nichols2017,0.0161570836986687,0.0103306582875368,573742,135,89031,0.0352291879440907,0.0104822724283685
138,exp26,FeatureFFNN,Skora2018,0.0170855942548466,0.0075098035523903,573742,135,89031,0.0352291879440907,0.0104822724283685
139,exp26,FeatureFFNN,Uzel2022,0.0482021813368191,0.0075639537559861,573742,135,89031,0.0352291879440907,0.0104822724283685
140,exp26,FeatureFFNN,Yemini2021,0.061286804989712,0.0108707598526368,573742,135,89031,0.0352291879440907,0.0104822724283685
141,exp26,FeatureFFNN,Kaplan2020,0.01532228787255,0.0035063432111488,573742,135,89031,0.0352291879440907,0.0104822724283685
142,exp26,FeatureFFNN,Flavell2023,0.0267991567015997,0.0080915278922475,573742,135,89031,0.0352291879440907,0.0104822724283685
143,exp26,FeatureFFNN,Leifer2023,0.0394725318685374,0.0124225373570773,573742,135,89031,0.0352291879440907,0.0104822724283685
144,exp27,FeatureFFNN,Kato2015,0.020388514384346,0.0136508184820437,573742,140,85327,0.0337242255197234,0.0104822724021341
145,exp27,FeatureFFNN,Nichols2017,0.0159894891419918,0.0103306582875368,573742,140,85327,0.0337242255197234,0.0104822724021341
146,exp27,FeatureFFNN,Skora2018,0.0174026321262014,0.0075098035523903,573742,140,85327,0.0337242255197234,0.0104822724021341
147,exp27,FeatureFFNN,Uzel2022,0.0486021363564456,0.0075639537559861,573742,140,85327,0.0337242255197234,0.0104822724021341
148,exp27,FeatureFFNN,Yemini2021,0.0514860976408996,0.0108707598526368,573742,140,85327,0.0337242255197234,0.0104822724021341
149,exp27,FeatureFFNN,Kaplan2020,0.0213366243143881,0.0035063432111488,573742,140,85327,0.0337242255197234,0.0104822724021341
150,exp27,FeatureFFNN,Flavell2023,0.0270053842366905,0.0080915278922475,573742,140,85327,0.0337242255197234,0.0104822724021341
151,exp27,FeatureFFNN,Leifer2023,0.0387184168999631,0.0124225373570773,573742,140,85327,0.0337242255197234,0.0104822724021341
152,exp28,FeatureFFNN,Kato2015,0.0205652239734869,0.0136508184820437,573742,145,86136,0.0352702237219667,0.0104822724021341
153,exp28,FeatureFFNN,Nichols2017,0.0152901325886473,0.0103306582875368,573742,145,86136,0.0352702237219667,0.0104822724021341
154,exp28,FeatureFFNN,Skora2018,0.0171097132036569,0.0075098035523903,573742,145,86136,0.0352702237219667,0.0104822724021341
155,exp28,FeatureFFNN,Uzel2022,0.0746937485334153,0.0075639537559861,573742,145,86136,0.0352702237219667,0.0104822724021341
156,exp28,FeatureFFNN,Yemini2021,0.0527064005217077,0.0108707598526368,573742,145,86136,0.0352702237219667,0.0104822724021341
157,exp28,FeatureFFNN,Kaplan2020,0.0157507870535482,0.0035063432111488,573742,145,86136,0.0352702237219667,0.0104822724021341
158,exp28,FeatureFFNN,Flavell2023,0.028461147420603,0.0080915278922475,573742,145,86136,0.0352702237219667,0.0104822724021341
159,exp28,FeatureFFNN,Leifer2023,0.0417116032155771,0.0124225373570773,573742,145,86136,0.0352702237219667,0.0104822724021341
160,exp29,FeatureFFNN,Kato2015,0.0198764465082301,0.0136508184820437,573742,150,91056,0.0335692322458809,0.0104822724021341
161,exp29,FeatureFFNN,Nichols2017,0.0152938429594293,0.0103306582875368,573742,150,91056,0.0335692322458809,0.0104822724021341
162,exp29,FeatureFFNN,Skora2018,0.016110640770421,0.0075098035523903,573742,150,91056,0.0335692322458809,0.0104822724021341
163,exp29,FeatureFFNN,Uzel2022,0.0819191546664418,0.0075639537559861,573742,150,91056,0.0335692322458809,0.0104822724021341
164,exp29,FeatureFFNN,Yemini2021,0.0511007063264236,0.0108707598526368,573742,150,91056,0.0335692322458809,0.0104822724021341
165,exp29,FeatureFFNN,Kaplan2020,0.0154620245980607,0.0035063432111488,573742,150,91056,0.0335692322458809,0.0104822724021341
166,exp29,FeatureFFNN,Flavell2023,0.0264560301577148,0.0080915278922475,573742,150,91056,0.0335692322458809,0.0104822724021341
167,exp29,FeatureFFNN,Leifer2023,0.0386636975865044,0.0124225373570773,573742,150,91056,0.0335692322458809,0.0104822724021341
168,exp3,FeatureFFNN,Kato2015,0.146146085675961,0.0136508184820437,573742,20,15690,0.2457882030539109,0.0104822724283685
169,exp3,FeatureFFNN,Nichols2017,0.1315873679202261,0.0103306582875368,573742,20,15690,0.2457882030539109,0.0104822724283685
170,exp3,FeatureFFNN,Skora2018,0.1232112221089967,0.0075098035523903,573742,20,15690,0.2457882030539109,0.0104822724283685
171,exp3,FeatureFFNN,Uzel2022,0.4942354724432031,0.0075639537559861,573742,20,15690,0.2457882030539109,0.0104822724283685
172,exp3,FeatureFFNN,Yemini2021,0.5333933397291266,0.0108707598526368,573742,20,15690,0.2457882030539109,0.0104822724283685
173,exp3,FeatureFFNN,Kaplan2020,0.1171329537510724,0.0035063432111488,573742,20,15690,0.2457882030539109,0.0104822724283685
174,exp3,FeatureFFNN,Flavell2023,0.1984048058860935,0.0080915278922475,573742,20,15690,0.2457882030539109,0.0104822724283685
175,exp3,FeatureFFNN,Leifer2023,0.2115092981782486,0.0124225373570773,573742,20,15690,0.2457882030539109,0.0104822724283685
176,exp30,FeatureFFNN,Kato2015,0.0199803048672038,0.0136508184820437,573742,155,91244,0.0322514887977863,0.0104822724021341
177,exp30,FeatureFFNN,Nichols2017,0.0147149031366676,0.0103306582875368,573742,155,91244,0.0322514887977863,0.0104822724021341
178,exp30,FeatureFFNN,Skora2018,0.0153730277361319,0.0075098035523903,573742,155,91244,0.0322514887977863,0.0104822724021341
179,exp30,FeatureFFNN,Uzel2022,0.074217935403188,0.0075639537559861,573742,155,91244,0.0322514887977863,0.0104822724021341
180,exp30,FeatureFFNN,Yemini2021,0.04719982862387,0.0108707598526368,573742,155,91244,0.0322514887977863,0.0104822724021341
181,exp30,FeatureFFNN,Kaplan2020,0.0146565273873995,0.0035063432111488,573742,155,91244,0.0322514887977863,0.0104822724021341
182,exp30,FeatureFFNN,Flavell2023,0.0251509183013695,0.0080915278922475,573742,155,91244,0.0322514887977863,0.0104822724021341
183,exp30,FeatureFFNN,Leifer2023,0.0381065500381131,0.0124225373570773,573742,155,91244,0.0322514887977863,0.0104822724021341
184,exp31,FeatureFFNN,Kato2015,0.0193051680435019,0.0136508184820437,573742,160,103277,0.0320728144437914,0.0104822724152513
185,exp31,FeatureFFNN,Nichols2017,0.0139546418047922,0.0103306582875368,573742,160,103277,0.0320728144437914,0.0104822724152513
186,exp31,FeatureFFNN,Skora2018,0.0150492140789234,0.0075098035523903,573742,160,103277,0.0320728144437914,0.0104822724152513
187,exp31,FeatureFFNN,Uzel2022,0.068755120121447,0.0075639537559861,573742,160,103277,0.0320728144437914,0.0104822724152513
188,exp31,FeatureFFNN,Yemini2021,0.0527432764196122,0.0108707598526368,573742,160,103277,0.0320728144437914,0.0104822724152513
189,exp31,FeatureFFNN,Kaplan2020,0.011374747462756,0.0035063432111488,573742,160,103277,0.0320728144437914,0.0104822724152513
190,exp31,FeatureFFNN,Flavell2023,0.024317515437724,0.0080915278922475,573742,160,103277,0.0320728144437914,0.0104822724152513
191,exp31,FeatureFFNN,Leifer2023,0.0367789424053626,0.0124225373570773,573742,160,103277,0.0320728144437914,0.0104822724152513
192,exp32,FeatureFFNN,Kato2015,0.0186395404125505,0.0136508184820437,573742,165,104366,0.0325218598541974,0.0104822724021341
193,exp32,FeatureFFNN,Nichols2017,0.0140285489529064,0.0103306582875368,573742,165,104366,0.0325218598541974,0.0104822724021341
194,exp32,FeatureFFNN,Skora2018,0.0132827119559806,0.0075098035523903,573742,165,104366,0.0325218598541974,0.0104822724021341
195,exp32,FeatureFFNN,Uzel2022,0.1329947569562743,0.0075639537559861,573742,165,104366,0.0325218598541974,0.0104822724021341
196,exp32,FeatureFFNN,Yemini2021,0.0525295454319756,0.0108707598526368,573742,165,104366,0.0325218598541974,0.0104822724021341
197,exp32,FeatureFFNN,Kaplan2020,0.0114046351162343,0.0035063432111488,573742,165,104366,0.0325218598541974,0.0104822724021341
198,exp32,FeatureFFNN,Flavell2023,0.0244467651958984,0.0080915278922475,573742,165,104366,0.0325218598541974,0.0104822724021341
199,exp32,FeatureFFNN,Leifer2023,0.0353700718731167,0.0124225373570773,573742,165,104366,0.0325218598541974,0.0104822724021341
200,exp33,FeatureFFNN,Kato2015,0.0184190727207654,0.0136508184820437,573742,170,107500,0.0314936671064982,0.0104822724021341
201,exp33,FeatureFFNN,Nichols2017,0.0137379781850044,0.0103306582875368,573742,170,107500,0.0314936671064982,0.0104822724021341
202,exp33,FeatureFFNN,Skora2018,0.0137644068854569,0.0075098035523903,573742,170,107500,0.0314936671064982,0.0104822724021341
203,exp33,FeatureFFNN,Uzel2022,0.138543507734236,0.0075639537559861,573742,170,107500,0.0314936671064982,0.0104822724021341
204,exp33,FeatureFFNN,Yemini2021,0.05055189768817,0.0108707598526368,573742,170,107500,0.0314936671064982,0.0104822724021341
205,exp33,FeatureFFNN,Kaplan2020,0.0146485299686135,0.0035063432111488,573742,170,107500,0.0314936671064982,0.0104822724021341
206,exp33,FeatureFFNN,Flavell2023,0.0220012509966181,0.0080915278922475,573742,170,107500,0.0314936671064982,0.0104822724021341
207,exp33,FeatureFFNN,Leifer2023,0.033661601171451,0.0124225373570773,573742,170,107500,0.0314936671064982,0.0104822724021341
208,exp34,FeatureFFNN,Kato2015,0.0185471469194453,0.0136508184820437,573742,175,109829,0.0284750786819823,0.0104822724021341
209,exp34,FeatureFFNN,Nichols2017,0.0136509628016276,0.0103306582875368,573742,175,109829,0.0284750786819823,0.0104822724021341
210,exp34,FeatureFFNN,Skora2018,0.0131351051501648,0.0075098035523903,573742,175,109829,0.0284750786819823,0.0104822724021341
211,exp34,FeatureFFNN,Uzel2022,0.0350889276305679,0.0075639537559861,573742,175,109829,0.0284750786819823,0.0104822724021341
212,exp34,FeatureFFNN,Yemini2021,0.0436999985095284,0.0108707598526368,573742,175,109829,0.0284750786819823,0.0104822724021341
213,exp34,FeatureFFNN,Kaplan2020,0.0108186567238973,0.0035063432111488,573742,175,109829,0.0284750786819823,0.0104822724021341
214,exp34,FeatureFFNN,Flavell2023,0.0229430646526452,0.0080915278922475,573742,175,109829,0.0284750786819823,0.0104822724021341
215,exp34,FeatureFFNN,Leifer2023,0.034087843213866,0.0124225373570773,573742,175,109829,0.0284750786819823,0.0104822724021341
216,exp35,FeatureFFNN,Kato2015,0.0171694189593836,0.0136508184820437,573742,180,115687,0.0273991956729704,0.0104822724021341
217,exp35,FeatureFFNN,Nichols2017,0.0133596937951303,0.0103306582875368,573742,180,115687,0.0273991956729704,0.0104822724021341
218,exp35,FeatureFFNN,Skora2018,0.0125328742257503,0.0075098035523903,573742,180,115687,0.0273991956729704,0.0104822724021341
219,exp35,FeatureFFNN,Uzel2022,0.0413832395473339,0.0075639537559861,573742,180,115687,0.0273991956729704,0.0104822724021341
220,exp35,FeatureFFNN,Yemini2021,0.0435726180974375,0.0108707598526368,573742,180,115687,0.0273991956729704,0.0104822724021341
221,exp35,FeatureFFNN,Kaplan2020,0.0134575223346473,0.0035063432111488,573742,180,115687,0.0273991956729704,0.0104822724021341
222,exp35,FeatureFFNN,Flavell2023,0.0206578899626038,0.0080915278922475,573742,180,115687,0.0273991956729704,0.0104822724021341
223,exp35,FeatureFFNN,Leifer2023,0.0316806740648804,0.0124225373570773,573742,180,115687,0.0273991956729704,0.0104822724021341
224,exp36,FeatureFFNN,Kato2015,0.0184546852651692,0.0136508184820437,573742,185,113911,0.0285840397766253,0.0104822724021341
225,exp36,FeatureFFNN,Nichols2017,0.013167606748704,0.0103306582875368,573742,185,113911,0.0285840397766253,0.0104822724021341
226,exp36,FeatureFFNN,Skora2018,0.0136991860957399,0.0075098035523903,573742,185,113911,0.0285840397766253,0.0104822724021341
227,exp36,FeatureFFNN,Uzel2022,0.0769233308674302,0.0075639537559861,573742,185,113911,0.0285840397766253,0.0104822724021341
228,exp36,FeatureFFNN,Yemini2021,0.0437256237682031,0.0108707598526368,573742,185,113911,0.0285840397766253,0.0104822724021341
229,exp36,FeatureFFNN,Kaplan2020,0.0133673576220692,0.0035063432111488,573742,185,113911,0.0285840397766253,0.0104822724021341
230,exp36,FeatureFFNN,Flavell2023,0.0207428906931454,0.0080915278922475,573742,185,113911,0.0285840397766253,0.0104822724021341
231,exp36,FeatureFFNN,Leifer2023,0.032959063851569,0.0124225373570773,573742,185,113911,0.0285840397766253,0.0104822724021341
232,exp37,FeatureFFNN,Kato2015,0.0174637449733078,0.0136508184820437,573742,190,116911,0.026750632935584,0.0104822724021341
233,exp37,FeatureFFNN,Nichols2017,0.0132974194267179,0.0103306582875368,573742,190,116911,0.026750632935584,0.0104822724021341
234,exp37,FeatureFFNN,Skora2018,0.0128926395500457,0.0075098035523903,573742,190,116911,0.026750632935584,0.0104822724021341
235,exp37,FeatureFFNN,Uzel2022,0.0407226341194473,0.0075639537559861,573742,190,116911,0.026750632935584,0.0104822724021341
236,exp37,FeatureFFNN,Yemini2021,0.0412148798100783,0.0108707598526368,573742,190,116911,0.026750632935584,0.0104822724021341
237,exp37,FeatureFFNN,Kaplan2020,0.0126072461190281,0.0035063432111488,573742,190,116911,0.026750632935584,0.0104822724021341
238,exp37,FeatureFFNN,Flavell2023,0.0199928553378413,0.0080915278922475,573742,190,116911,0.026750632935584,0.0104822724021341
239,exp37,FeatureFFNN,Leifer2023,0.0314885079268624,0.0124225373570773,573742,190,116911,0.026750632935584,0.0104822724021341
240,exp38,FeatureFFNN,Kato2015,0.0172930938570061,0.0136508184820437,573742,195,118946,0.0269750543201053,0.0104822724021341
241,exp38,FeatureFFNN,Nichols2017,0.013053242796311,0.0103306582875368,573742,195,118946,0.0269750543201053,0.0104822724021341
242,exp38,FeatureFFNN,Skora2018,0.0125693515395444,0.0075098035523903,573742,195,118946,0.0269750543201053,0.0104822724021341
243,exp38,FeatureFFNN,Uzel2022,0.0685802411996216,0.0075639537559861,573742,195,118946,0.0269750543201053,0.0104822724021341
244,exp38,FeatureFFNN,Yemini2021,0.0392550356313111,0.0108707598526368,573742,195,118946,0.0269750543201053,0.0104822724021341
245,exp38,FeatureFFNN,Kaplan2020,0.0131198906117213,0.0035063432111488,573742,195,118946,0.0269750543201053,0.0104822724021341
246,exp38,FeatureFFNN,Flavell2023,0.0198461312837025,0.0080915278922475,573742,195,118946,0.0269750543201053,0.0104822724021341
247,exp38,FeatureFFNN,Leifer2023,0.0315495615761713,0.0124225373570773,573742,195,118946,0.0269750543201053,0.0104822724021341
248,exp39,FeatureFFNN,Kato2015,0.0165266367160559,0.0136508184820437,573742,200,125277,0.0257879521658407,0.0104822724021341
249,exp39,FeatureFFNN,Nichols2017,0.0127319183643108,0.0103306582875368,573742,200,125277,0.0257879521658407,0.0104822724021341
250,exp39,FeatureFFNN,Skora2018,0.0123805657149205,0.0075098035523903,573742,200,125277,0.0257879521658407,0.0104822724021341
251,exp39,FeatureFFNN,Uzel2022,0.0426407696698637,0.0075639537559861,573742,200,125277,0.0257879521658407,0.0104822724021341
252,exp39,FeatureFFNN,Yemini2021,0.0383270082897886,0.0108707598526368,573742,200,125277,0.0257879521658407,0.0104822724021341
253,exp39,FeatureFFNN,Kaplan2020,0.0120560069343283,0.0035063432111488,573742,200,125277,0.0257879521658407,0.0104822724021341
254,exp39,FeatureFFNN,Flavell2023,0.0193566260368243,0.0080915278922475,573742,200,125277,0.0257879521658407,0.0104822724021341
255,exp39,FeatureFFNN,Leifer2023,0.0308882699520087,0.0124225373570773,573742,200,125277,0.0257879521658407,0.0104822724021341
256,exp4,FeatureFFNN,Kato2015,0.1564524551698317,0.0136508184820437,573742,25,14403,0.2326492409051304,0.0104822724021341
257,exp4,FeatureFFNN,Nichols2017,0.1331771280145569,0.0103306582875368,573742,25,14403,0.2326492409051304,0.0104822724021341
258,exp4,FeatureFFNN,Skora2018,0.1481699357100296,0.0075098035523903,573742,25,14403,0.2326492409051304,0.0104822724021341
259,exp4,FeatureFFNN,Uzel2022,0.220763304658855,0.0075639537559861,573742,25,14403,0.2326492409051304,0.0104822724021341
260,exp4,FeatureFFNN,Yemini2021,0.3622399982996285,0.0108707598526368,573742,25,14403,0.2326492409051304,0.0104822724021341
261,exp4,FeatureFFNN,Kaplan2020,0.2363763632019981,0.0035063432111488,573742,25,14403,0.2326492409051304,0.0104822724021341
262,exp4,FeatureFFNN,Flavell2023,0.2200514390890021,0.0080915278922475,573742,25,14403,0.2326492409051304,0.0104822724021341
263,exp4,FeatureFFNN,Leifer2023,0.2280722011688768,0.0124225373570773,573742,25,14403,0.2326492409051304,0.0104822724021341
264,exp40,FeatureFFNN,Kato2015,0.0171307677737786,0.0136508184820437,573742,205,126364,0.0253431599613436,0.0104822724021341
265,exp40,FeatureFFNN,Nichols2017,0.0128124750573823,0.0103306582875368,573742,205,126364,0.0253431599613436,0.0104822724021341
266,exp40,FeatureFFNN,Skora2018,0.0123504229195532,0.0075098035523903,573742,205,126364,0.0253431599613436,0.0104822724021341
267,exp40,FeatureFFNN,Uzel2022,0.0400941734988009,0.0075639537559861,573742,205,126364,0.0253431599613436,0.0104822724021341
268,exp40,FeatureFFNN,Yemini2021,0.0378870117687145,0.0108707598526368,573742,205,126364,0.0253431599613436,0.0104822724021341
269,exp40,FeatureFFNN,Kaplan2020,0.0099238696487813,0.0035063432111488,573742,205,126364,0.0253431599613436,0.0104822724021341
270,exp40,FeatureFFNN,Flavell2023,0.0192713750282564,0.0080915278922475,573742,205,126364,0.0253431599613436,0.0104822724021341
271,exp40,FeatureFFNN,Leifer2023,0.0303579402125073,0.0124225373570773,573742,205,126364,0.0253431599613436,0.0104822724021341
272,exp41,FeatureFFNN,Kato2015,0.0165964197391682,0.0136508184820437,573742,210,126949,0.0261399552790107,0.0104822724021341
273,exp41,FeatureFFNN,Nichols2017,0.012909772960649,0.0103306582875368,573742,210,126949,0.0261399552790107,0.0104822724021341
274,exp41,FeatureFFNN,Skora2018,0.0127953956816782,0.0075098035523903,573742,210,126949,0.0261399552790107,0.0104822724021341
275,exp41,FeatureFFNN,Uzel2022,0.0655663337238365,0.0075639537559861,573742,210,126949,0.0261399552790107,0.0104822724021341
276,exp41,FeatureFFNN,Yemini2021,0.0379546217831821,0.0108707598526368,573742,210,126949,0.0261399552790107,0.0104822724021341
277,exp41,FeatureFFNN,Kaplan2020,0.0102080452980819,0.0035063432111488,573742,210,126949,0.0261399552790107,0.0104822724021341
278,exp41,FeatureFFNN,Flavell2023,0.0191956930797459,0.0080915278922475,573742,210,126949,0.0261399552790107,0.0104822724021341
279,exp41,FeatureFFNN,Leifer2023,0.0308779486304938,0.0124225373570773,573742,210,126949,0.0261399552790107,0.0104822724021341
280,exp42,FeatureFFNN,Kato2015,0.0168523532520339,0.0136508184820437,573742,215,135481,0.0241081741979529,0.0104822724021341
281,exp42,FeatureFFNN,Nichols2017,0.0125079606300873,0.0103306582875368,573742,215,135481,0.0241081741979529,0.0104822724021341
282,exp42,FeatureFFNN,Skora2018,0.0119979116946827,0.0075098035523903,573742,215,135481,0.0241081741979529,0.0104822724021341
283,exp42,FeatureFFNN,Uzel2022,0.0302717446999546,0.0075639537559861,573742,215,135481,0.0241081741979529,0.0104822724021341
284,exp42,FeatureFFNN,Yemini2021,0.0368478612122553,0.0108707598526368,573742,215,135481,0.0241081741979529,0.0104822724021341
285,exp42,FeatureFFNN,Kaplan2020,0.0095332971968194,0.0035063432111488,573742,215,135481,0.0241081741979529,0.0104822724021341
286,exp42,FeatureFFNN,Flavell2023,0.0176381240336922,0.0080915278922475,573742,215,135481,0.0241081741979529,0.0104822724021341
287,exp42,FeatureFFNN,Leifer2023,0.0288549567402001,0.0124225373570773,573742,215,135481,0.0241081741979529,0.0104822724021341
288,exp43,FeatureFFNN,Kato2015,0.0158442101734787,0.0136508184820437,573742,220,135755,0.0238063123116505,0.0104822724021341
289,exp43,FeatureFFNN,Nichols2017,0.0122220677359027,0.0103306582875368,573742,220,135755,0.0238063123116505,0.0104822724021341
