,AFDR,AIBL,AIBR,ALA,AQR,ASKL,ASKR,AUAL,AUAR,AVAL,AVAR,AVBL,AVEL,AVFL,AWCL,BAGL,BAGR,IL2DR,OLQVL,RID,RIFL,RIML,RIS,RIVL,RIVR,RMED,RMEV,RMGL,SABVL,SABVR,SIBDL,SIBDR,SIBVR,SMBVL,URXR,URYDL,URYDR,URYVL,URYVR,VA1,VB1,VB3,train_test_label,time_in_seconds,tau
10,-0.7284796499566012,-0.5519287783939638,-0.3097271532724829,0.2891688254735285,-0.9369839289432621,-0.4266810709442854,-0.7022485109763694,-0.7250767413672409,-0.7416008735352091,-0.8615886266682873,-0.9241888074841955,-0.8906807115927432,-0.9039231687826986,0.10794033101982148,-0.2024382102602731,-0.7854277820020878,-0.81489593552889,-0.8390176354419524,-0.6355421925894662,-0.05413809193319996,-0.7820985466693835,-0.9284241033667483,0.32284074527013884,-0.8470516297184307,-0.8276841584179047,-0.5492067602745108,-0.48687962346363267,-0.8014445486823185,-0.5896035542771304,-0.7360452531781054,-0.43961366133968205,-0.6734845511001034,-0.6357581093580376,-0.3179729389682119,-0.8446162254328872,-0.9139790478267718,-0.8348105701741524,-0.7818923375210832,-0.7954400146096804,-0.8435259937449131,-0.7943810895487542,-0.8395369364905455,train,2.271293375394322,1
11,-0.8447261644627135,-0.5475457040550077,-0.3952680346313894,0.2708560579273993,-0.9258972521327474,-0.5175283308627504,-0.7610740514837928,-0.7074561521832896,-0.6884406899029527,-0.8627748395438027,-0.9292935792649635,-0.954200768313304,-0.9180871196167413,0.2725012359425161,-0.4026369609999857,-0.7545292249132511,-0.8613652473526554,-0.8403949231582537,-0.6966213101005372,-0.18142358047782003,-0.8589971835702073,-0.912862594335708,0.2848389912489909,-0.8520999825996611,-0.8229598726899701,-0.5485687529094188,-0.42370174745270706,-0.7511437685248371,-0.638750469679001,-0.6981049231406374,-0.33509836330089937,-0.5045127413919187,-0.8433308868640285,-0.36630558441345407,-0.8587127724140088,-0.8467298903558335,-0.8813947665384232,-0.8211898989923851,-0.8225539851257274,-0.8891565512110465,-0.8326194054993795,-0.8196875370640475,train,2.498422712933754,1
12,-0.7629708690089215,-0.6045219875662023,-0.33347441460029204,0.2771718550989475,-0.9306853541174889,-0.40161853878269727,-0.7667519094035422,-0.7448857290433208,-0.6647104007160235,-0.90040248666565,-0.9341419180554357,-0.8801692640121875,-0.9074403514794793,0.3616163737411955,-0.2167181014478583,-0.7265668819379678,-0.8120630655804295,-0.9065677523318615,-0.7589372163675603,-0.30211384409076447,-0.7849973346837221,-0.9227642860083295,0.2944447795332886,-0.8348578182831743,-0.7646402529118521,-0.5703342691088591,-0.4157007707821214,-0.8500616252157833,-0.6165688232384288,-0.6909854932092631,-0.40927727708120853,-0.5271126817907714,-0.7536897448778539,-0.2741646206707422,-0.8341526561481144,-0.8721147533354275,-0.8623980064773964,-0.8512009706556228,-0.8187271567722298,-0.828238224702168,-0.8628331793030758,-0.8428526773599151,train,2.725552050473186,1
13,-0.7468071258564417,-0.5579956430518324,-0.3652387291117054,0.2427986893107139,-0.9350304235837457,-0.44294943436107415,-0.7583968984839117,-0.756013946219587,-0.7161353837910588,-0.8553301739345902,-0.9274470190153554,-0.8931154071102075,-0.9050778208052987,0.20071329354125278,-0.2145723302400001,-0.7666950210309383,-0.832985156785665,-0.8726906203080076,-0.6985509987862215,-0.1665313900554043,-0.8170717254188076,-0.915641839156449,0.20358628144180246,-0.8084340629498279,-0.7937959633796055,-0.5722832637269921,-0.4884353375943412,-0.8201908443182246,-0.6344641825984745,-0.756756854789459,-0.38615746884186664,-0.5890318610917176,-0.7593498403412559,-0.3233365818004327,-0.864639435803015,-0.8895080558780173,-0.8359412840666192,-0.8350585870960447,-0.8087039491167739,-0.8692172546000403,-0.8098008926696401,-0.7803428816098759,train,2.952681388012618,1
14,-0.7856195732579996,-0.5635894151765817,-0.353659459696797,0.15475433067280675,-0.9652208006483523,-0.5435941450142148,-0.7525822171648697,-0.7937398080931541,-0.7215153275700003,-0.8808168818747829,-0.9204532795575665,-0.9583718869811315,-0.9019568774189333,0.13587022493807432,-0.38794122074705883,-0.7396359976150326,-0.8055637347638602,-0.8701412699508728,-0.6757887583895431,-0.30158842189049995,-0.8194667246317943,-0.9111315409731622,0.005708041229118721,-0.7792573033330144,-0.9054316245697868,-0.6553928133102218,-0.4472808438868603,-0.8112551057500023,-0.6575469012306304,-0.8385287308034963,-0.23842700044275644,-0.5144587414808226,-0.6777112264305771,-0.4764590338494723,-0.8297774900517958,-0.8931817346150526,-0.8872544787148714,-0.8257780181748681,-0.7816087151279678,-0.8359628621944786,-0.7468763473456309,-0.9103786281441405,train,3.1798107255520507,1
15,-0.7242888820850094,-0.577378460289302,-0.3765262090314011,0.24709499370095434,-0.937800303332785,-0.5092631655288946,-0.8226429783854756,-0.7645052809183752,-0.5756213123317924,-0.8618984113164843,-0.9212370390763366,-0.9321445657631016,-0.8951228404083132,0.14411626358804308,-0.2917144591543138,-0.7335299471258785,-0.8206913272928895,-0.858974179181363,-0.6259205322116791,-0.2142899154227098,-0.8236897034359165,-0.9135232267603441,0.15863469267499586,-0.8416778669747268,-0.8248484767341518,-0.5567577942668755,-0.46726028347432,-0.7713251737289577,-0.6391224109753157,-0.7128908941907202,-0.30580707271601415,-0.7067619599772857,-0.7182419425177713,-0.35150072822305445,-0.8618625316192889,-0.8683372976941036,-0.8440307276957678,-0.8198930359638048,-0.8120995626461317,-0.8188275509039648,-0.8036030359216667,-0.8168079618371774,train,3.406940063091483,1
16,-0.7742270762413058,-0.5448053246865318,-0.37721469977528543,0.2949299969575623,-0.9031482254305758,-0.5025349671368186,-0.7232166766649163,-0.6560045642105612,-0.7151347003250432,-0.8768075952826696,-0.9535132829460341,-0.8750767726366685,-0.897039600448667,0.1202309050976973,-0.3788615094949701,-0.7580218804084506,-0.8139704925696978,-0.87925042282284,-0.678103099513207,-0.31339865821285806,-0.8880837135640222,-0.9387076545989759,0.1317300689312565,-0.811456571500124,-0.758493170661377,-0.5381941408543557,-0.6888887593982658,-0.8733988365139946,-0.6658048165560624,-0.6830761784150297,-0.32461908531927197,-0.6042483816124713,-0.7336733391524006,-0.33728836831138753,-0.8427203853021075,-0.8607869796946539,-0.890159072398123,-0.8686901486884178,-0.782795707287619,-0.8206093935751897,-0.8161934443356735,-0.8622952507013922,train,3.634069400630915,1
17,-0.6921446474359916,-0.6397396222611245,-0.4360259106013942,0.23689908568329932,-0.928167300932543,-0.5133493701416588,-0.7319758099490707,-0.7760931780053951,-0.782718961019283,-0.8918990166217493,-0.937859413059787,-0.916332343847855,-0.9080782447911087,0.24602915969847006,-0.2850387117717438,-0.7498397149073831,-0.8039117127498532,-0.874075039648912,-0.704308845584938,-0.28421027866981874,-0.8057166006403186,-0.9035078268712871,-0.02917341462639289,-0.8163944824612865,-0.8193489466897546,-0.5805290291238924,-0.4876614831115882,-0.7930919858783654,-0.6506997761089759,-0.7383584064102179,-0.45043508677515487,-0.49389786685652604,-0.7447136366045853,-0.4091123342128401,-0.8446369618588333,-0.8787679032641152,-0.8642787038169731,-0.8275503219018658,-0.8296332606563579,-0.864067247775294,-0.8434500253702799,-0.8731195718216294,train,3.861198738170347,1
18,-0.7639883417458124,-0.5975605555491376,-0.48124487207411504,0.23826344679667044,-0.9401225263401074,-0.49595475262637184,-0.7055234876453551,-0.802238111344103,-0.6496325470394757,-0.9200639728216606,-0.9438182055009733,-0.8745301451452997,-0.8813325998969924,0.1755518124034834,-0.2784571208687412,-0.8276699316345566,-0.8315411290253593,-0.9141829708646458,-0.6652744865019621,-0.1539447836162373,-0.8441421565391197,-0.9513192738934649,-0.06322321397334973,-0.8377321682938873,-0.7793289112802714,-0.5363268389167142,-0.6359031715818237,-0.8690331475050712,-0.6280058129905639,-0.7526166450857849,-0.3595333178770528,-0.5567790062695768,-0.7154512345858549,-0.3939328891081191,-0.8461303545183867,-0.8925867420583843,-0.8895235886521108,-0.8328047317054437,-0.8378894277779919,-0.8690830601263708,-0.7431277933348767,-0.826289800260968,train,4.0883280757097795,1
19,-0.8005625021867422,-0.6051062207457136,-0.5300531980685557,0.2219773992099976,-0.9408450183279012,-0.47517765687156144,-0.6938822008453468,-0.7558662702729299,-0.7068185251141761,-0.8748126570343269,-0.958449347452072,-0.9428354985811002,-0.8969645653696817,0.19852213192144452,-0.4260144115532343,-0.8232666100749544,-0.8659328020706146,-0.9443157292942606,-0.7350187437027544,-0.2894409743052858,-0.7958849158653584,-0.952674014201538,-0.20658343703259063,-0.7802901833143516,-0.8626478271312339,-0.6228214776456973,-0.5757245918951721,-0.9560526958840524,-0.6120505696222799,-0.7932960210618231,-0.29621936313886177,-0.44706599889130216,-0.7297719476953938,-0.4655839699693921,-0.8246379830668585,-0.8755544341037947,-0.8514724731028543,-0.8883683781849235,-0.8086422998017833,-0.7981286638855268,-0.8518112122963499,-0.7754760616715942,train,4.315457413249211,1
20,-0.7272464457217809,-0.6020009565170952,-0.5229221574353092,0.2069130695413932,-0.9564290153760103,-0.49248077650920424,-0.7066551111908118,-0.7603949363055127,-0.7823217023804846,-0.8802041663551115,-0.9457646978000814,-0.9362490106455904,-0.8997392180551468,0.00598860219228825,-0.20751089318903915,-0.8149076941830434,-0.8205643728229542,-0.9011751345496373,-0.7114449099422164,-0.2181482396395752,-0.8642871084031516,-0.9519934176014221,-0.12806343025788636,-0.8942285467795461,-0.80330556377857,-0.565777153026146,-0.6180329463546087,-0.7836662339784363,-0.6439489119433126,-0.7344523963153121,-0.5285233107326925,-0.6070721284621181,-0.7535034827017744,-0.38178711722123226,-0.8375970825917283,-0.8768904752920414,-0.890141528691383,-0.8049632887202152,-0.8302160728788638,-0.8481864277057298,-0.8471711902121292,-0.8430033730724004,train,4.542586750788644,1
21,-0.7543388277900781,-0.6158812785800448,-0.4513936896609011,0.19734427528418141,-0.9314284508414628,-0.4215650580516158,-0.7364557005004029,-0.7181914079105539,-0.7133033840942113,-0.890417218804682,-0.9379656743644946,-0.915368811189811,-0.8902488252033224,0.20387931634291756,-0.04883975868361323,-0.7567441147978301,-0.8155020157331515,-0.8554853864443173,-0.7375921141085041,-0.29959652280293114,-0.7388806853534158,-0.951220435586988,-0.284461171637433,-0.855150057553334,-0.8506200310324918,-0.532057488614994,-0.5426626530999261,-0.8000671225891886,-0.6442378395362738,-0.7371554661068702,-0.4419427624160901,-0.7586357911262046,-0.8045994703118061,-0.46055394988270437,-0.8396378732708133,-0.8535570941680912,-0.9001708795489907,-0.8357892165163583,-0.8543438367156977,-0.8362251808546561,-0.8915970052615896,-0.834971661535114,train,4.769716088328076,1
22,-0.8321698124446493,-0.5643721730622238,-0.4576022283409107,0.15721282451833618,-0.9370660214286581,-0.42812313266935687,-0.731612762463546,-0.7634755702203788,-0.7645762803234792,-0.8830798414358146,-0.9396189025544498,-0.9347457428049571,-0.8998570519000348,0.10369518713157588,-0.2859207377182984,-0.7899651492677862,-0.88295901311387,-0.8574640184102034,-0.6105197952662718,-0.24178439652907613,-0.8440216126003095,-0.9232019348017797,-0.2574349231819184,-0.8756512553099487,-0.8224023289656727,-0.4998444892525859,-0.6222191175403202,-0.8508463530538923,-0.6071291662389999,-0.7172445738342823,-0.3855102528814425,-0.6725291348510298,-0.857956633135375,-0.44833117505152165,-0.8686052886424498,-0.8992613412245729,-0.8812338765503873,-0.8222024280666569,-0.8484174815140186,-0.817639719951742,-0.7823163878469936,-0.8045902199036439,train,4.996845425867508,1
23,-0.7535577377351683,-0.5262331703599918,-0.45993121702827666,0.14385274994048136,-0.9399088617372816,-0.5266110226322609,-0.6673852477669824,-0.70974815062453,-0.7567192575362587,-0.8909111449141678,-0.9441952841225725,-0.8886820635834471,-0.8881848534134903,0.06930929322165058,-0.22730087314150194,-0.8153861792046382,-0.8328141372733152,-0.94940407593127,-0.6987403162828145,-0.7191500707751544,-0.7832094109613277,-0.9249693841114807,-0.2693226632323915,-0.9610332140918205,-0.808649444325378,-0.6153072037010883,-0.6953467442759789,-0.8847308857445699,-0.6500099571649864,-0.8069380358737916,-0.5955837762421066,-0.7678325080185344,-0.9090026182088479,-0.38554780974539093,-0.8727571461556618,-0.8786399337158729,-0.8730844744933476,-0.8516313679578411,-0.8942111084665629,-0.8164825612976688,-0.8359328071664676,-0.7975836573569703,train,5.2239747634069404,1
24,-0.7830186232544845,-0.5946184007167319,-0.48145301788826433,0.3247941699579395,-0.9157543992846571,-0.5388550814973285,-0.6921506112293474,-0.7148130653848423,-0.7796019128867628,-0.8864436875157581,-0.9531355471089066,-0.9485407611681271,-0.922811944196101,0.0900867180818945,-0.11849707086457995,-0.7529311703013208,-0.852599332250497,-0.9370524295087995,-0.7362221204649164,-0.17820046817470625,-0.8302680191686366,-0.918773514420417,-0.18925548333769704,-0.82132267876263,-0.7804454512554035,-0.5192500522333412,-0.6928058000713585,-0.7568702741211327,-0.649319616061869,-0.7147505477444716,-0.44714950270663345,-0.7097340459739517,-0.7650940246133421,-0.45268386848337816,-0.8345221483167875,-0.9005433927774471,-0.8828060052729105,-0.8594210713918363,-0.7737631736520111,-0.8359051260232467,-0.839955233635669,-0.8722355910406,train,5.451104100946372,1
25,-0.8323989597364738,-0.5910693378222533,-0.46076046212193256,0.2549063649199741,-0.9125069842551928,-0.5512271025328004,-0.7180382010986596,-0.8341858837148994,-0.6963667759982961,-0.8948549445538635,-0.9377287425615779,-0.9342173758592931,-0.884839698298097,0.19120627152447245,-0.22370754803679938,-0.7846074451141671,-0.8043464515674841,-0.8744464098543459,-0.6123209144860469,-0.36870130532127154,-0.6837806605174488,-0.9246777254777643,-0.10355533529130834,-0.8238777958568637,-0.785111231736854,-0.5216061894891794,-0.700489711982958,-0.7964147427377349,-0.6888980775112686,-0.7306982249039993,-0.3847792181463473,-0.5141836678346445,-0.7530687622533548,-0.3804458328644501,-0.8582864404613442,-0.8636129228722365,-0.887845691214407,-0.8430090765652415,-0.8304325321974741,-0.8439129274806342,-0.8726389491624253,-0.840691589502697,train,5.678233438485805,1
26,-0.8419320959648929,-0.5319525687271099,-0.5198482512182347,0.24645373167977325,-0.9395052724688783,-0.5421406126093464,-0.7358785465713549,-0.8037614199365,-0.7272972236439472,-0.8984812210101604,-0.9507962104325082,-0.9226922704809742,-0.9038529781240018,-0.05184773129660669,-0.38414478804811003,-0.757623276032448,-0.8265673372306808,-0.8813227746249778,-0.7214544221714018,-0.22220261691624155,-0.7560014585926229,-0.9392141753699369,-0.0888817604566483,-0.837642437863005,-0.8219788105134582,-0.49100707646951053,-0.6007348277893728,-0.8536261962930696,-0.6668009883401078,-0.7476685248910387,-0.44138067635810374,-0.5785731872255062,-0.7204711945931195,-0.391405916258898,-0.8468337355752463,-0.8586450453971599,-0.8868466670942442,-0.8224066009212903,-0.8181149249888243,-0.8757496225880228,-0.8122404740924554,-0.8158893449956355,train,5.905362776025236,1
27,-0.8209780270323047,-0.5944064113457505,-0.5634705327105403,0.18052379557587672,-0.9343587118716548,-0.561168007224595,-0.7217979806922872,-0.8076645452761514,-0.8539877171204431,-0.9252591716096427,-0.9480862746041325,-0.9359824012825615,-0.9063489167150905,-0.060722520788820344,-0.33303535228338454,-0.8139398466386709,-0.8681117458829573,-0.894947165464904,-0.7621378194008608,-0.23197390141667862,-0.8207387670136101,-0.9441131163621275,-0.14164875661460563,-0.8243231833766415,-0.8646491052557849,-0.5011720783558063,-0.6659409256685268,-0.8650109702823467,-0.7237957656656411,-0.7415973763836746,-0.3741616896907106,-0.6610812134874062,-0.8049915667528027,-0.38407700334596817,-0.8401367045131432,-0.8618714139921899,-0.8920408227627828,-0.8337056797398965,-0.8358872527523825,-0.8657694842249,-0.8643106891080001,-0.8631416156946294,train,6.132492113564669,1
28,-0.8312181171000844,-0.6273455379532231,-0.5449879059135447,0.249851095557017,-0.9162991172279781,-0.6628475471222237,-0.7568244718338082,-0.8197844724663799,-0.6920335600806713,-0.9234182328887822,-0.9439696037020389,-0.8956685835302722,-0.9344199306707541,0.2370513263134515,-0.524917849598191,-0.8175137316933674,-0.8508729980785421,-0.8690375040367744,-0.7639727632147059,-0.2757643128536301,-0.7948315189176711,-0.9324059923290797,0.02357092171806885,-0.8513891937754766,-0.8083581053844422,-0.5006603943558973,-0.6839395983216907,-0.8341928332023182,-0.7067906304634962,-0.6470863045903641,-0.43024511015647726,-0.43817949852959936,-0.772885881276475,-0.3465644462861973,-0.8470921533911197,-0.8791441077307786,-0.8618710153122113,-0.857704783717484,-0.7816835095978049,-0.8526235430402267,-0.8524856117894174,-0.8971524825459213,train,6.359621451104101,1
29,-0.8833765472841009,-0.5893304220465012,-0.6111048609620471,0.20367429587881425,-0.9347713283098922,-0.5666736280672295,-0.787314551422079,-0.7568700585452024,-0.7899366844555827,-0.8940027153457811,-0.9347657053707492,-0.8824409760562043,-0.8694449058325158,0.23585687014743884,-0.4616032038783261,-0.8394968284944027,-0.8961749534870131,-0.8258136561241304,-0.7305615839398614,-0.3845659189202957,-0.8205393499837429,-0.9101169532312456,-0.051027094536336914,-0.8297402796100147,-0.8228155305906171,-0.5551345093297841,-0.7527986240079861,-0.8839245458018749,-0.654495604053592,-0.6950399422321112,-0.44017440015126186,-0.5172948081441961,-0.7631840999950528,-0.370284475799577,-0.8557965400211841,-0.8391408335403678,-0.8759345076342223,-0.8607230957818377,-0.7996955033066291,-0.8595457394282005,-0.8606160190958944,-0.8373038875159251,train,6.586750788643533,1
30,-0.817226185370252,-0.6101294870817563,-0.671729747303653,0.1727776076727865,-0.9334476169400664,-0.5964760338695116,-0.7537355000370947,-0.7633573669815577,-0.7210565154612103,-0.8472311642164398,-0.9350977587492993,-0.9075986830958469,-0.9185224047639302,0.34773768221864043,-0.6254448085375701,-0.8054121839995796,-0.8565574792188106,-0.9048587694314578,-0.7634469451389305,-0.40385754000462637,-0.7859073202005619,-0.9376227680928908,-0.028164911310702978,-0.8756064278087228,-0.814484127388152,-0.45757398754498846,-0.6895420301703036,-0.8520637618081898,-0.6859536707437218,-0.7410310410085398,-0.3093193942482423,-0.49118023384608,-0.666492221454291,-0.3830749498226381,-0.8467670776933157,-0.8564958118388987,-0.8971280756139759,-0.8144540951050526,-0.8425763271083528,-0.8426358612481097,-0.7795042814267432,-0.8667811710817094,train,6.813880126182966,1
