,AIBL,AIBR,ALA,ASKL,ASKR,AVAL,AVAR,AVBL,AVBR,AVEL,AVER,AVFR,AWBR,AWCL,AWCR,BAGL,BAGR,DB2,IL2DL,OLQDL,RIBL,RIBR,RID,RIML,RIMR,RIS,RIVL,RIVR,RMED,RMEL,RMER,RMEV,SABVR,SIBDL,SIBVL,SMDDL,SMDDR,SMDVL,SMDVR,URADL,URADR,URAVL,URAVR,URXL,URXR,URYDL,URYDR,URYVL,VA1,VB1,VB2,train_test_label,time_in_seconds,tau
0,-0.5714438479084814,-0.6040905060964652,-0.6579805971287578,-0.35361201826415145,0.10261542047673888,-0.9358425119728305,-0.9413173875550237,-0.8804979008182753,-0.7677827368580707,-0.9699413325546664,-0.9419432661159106,-0.9162999107995686,-0.476408835474031,-0.5224737837224032,-0.521975001244492,-0.9814115943485666,-0.9456417986140989,-0.9633597266793297,-0.7995218809186526,-0.14133690693855205,-0.8874872139481764,-0.9209999149334754,-0.7567566490882329,-0.922480810030089,-0.9945817763322776,-0.9027333830944085,-0.9499161674956238,-0.8944631596901735,0.430223096107764,-0.4753524577629389,-0.1542800016661806,-0.6477075339177625,-0.8756654276155499,-0.8125297123820677,-0.4648156929874274,-0.12854898155724348,0.05890593261889698,-0.8826298967248026,-0.6816443521511701,-0.742815570772406,-0.6990298670669586,-0.8846276368284225,-0.5754493739989716,-0.9431960117889278,-0.7343688715595313,-0.053461161400560564,-0.4251316593797,-0.8685702630457778,-0.05300847078602411,-0.48162584333548053,-0.7404090131850105,train,0.0,1
1,-0.5593689592913316,-0.5823439288806833,-0.5961578272915304,-0.24666162991770235,0.026189204086730644,-0.9608706225914129,-0.938296448738005,-0.8357916017974015,-0.8741234445315698,-0.9663377158019477,-0.966642889640336,-0.6430411976963455,-0.4646834583689722,-0.39554465172051456,-0.5099354850817723,-1.0,-0.9682893171271876,-0.9518890833433502,-0.8588061494699412,-0.4848899489817875,-0.8455154389946086,-0.8366478980144132,-0.8807782435629833,-0.9250162982437745,-0.9911157308343361,-1.0,-0.8531790128823429,-0.8649075531661214,0.509073601957772,-0.0915813767108451,-0.15794559920023366,-0.5516035635242688,-0.8809370772103676,-0.7175863101908379,-0.5513191223585745,-0.0980596607845835,0.34310110985883235,-0.9538367958112585,-0.7594798013521136,-0.8713118672772103,-0.8954483756450404,-0.3846931600946154,-0.580560193386948,-0.9420367919854961,-0.6875269792775127,0.09694878516113636,-0.026700786223785578,-0.6675899915349159,-0.08111082895788391,-0.44080160132052704,-0.7053885183907815,train,0.4505632040050062,1
2,-0.6203190347143994,-0.630567716536498,-0.7549137790176217,-0.2913674876900304,0.15058679731183355,-0.9478887756800908,-0.9069358823624212,-0.7290026488795758,-0.6859488247718248,-0.942874135752868,-0.9965978922709661,-0.5867921109778227,-0.6452695402971343,-0.5689110284076095,-0.612527679921153,-0.9747850257725053,-0.9523841551274994,-0.9217892954739122,-0.8582577608804738,-0.6042866547371488,-0.8136935355658979,-0.8887550643072085,-0.8589758309375861,-0.936279035264481,-1.0,-0.8860033281101042,-0.8993156053823306,-0.9219621191099729,0.6062061762517867,-0.27851919622574206,-0.09917940600658137,-0.5227487759455373,-0.6984756681856287,-0.793590279465618,-0.424952867833308,-0.08451180157804927,0.18513566002534287,-0.8422953813952121,-0.6821255855325452,-0.8259693803943581,-0.8672580374984342,-0.7441877223474073,-0.4866834053436314,-0.9232652045717068,-0.7366734222741061,0.08431508474243232,-0.11389793689939787,-0.7218124382423705,0.014446629885032314,-0.3713155657398832,-0.6560946817998294,train,0.9011264080100124,1
3,-0.597192310301047,-0.6863024357368207,-0.6950977648911829,-0.3663939447573119,0.053194105755211885,-0.9424627687060197,-0.9860785209759807,-0.6585601605560434,-0.8274479021524841,-0.9702358527930584,-0.9912585667210781,-0.683506472644557,-0.6683878284373804,-0.5252231431604757,-0.5867028049309816,-0.9609982496518737,-0.9549261115390393,-0.9297020639734975,-0.8987475696377284,-0.355049776810724,-0.8340513885670906,-0.9224144207571691,-0.835532806132341,-0.9534697480808211,-0.941358231482203,-0.9024504299537538,-0.9447707339361651,-0.8589793089599485,0.5822014052964009,-0.20779613247326967,-0.02770025409255661,-0.5268953458554804,-0.8901410914025537,-0.8523947726748129,-0.3793994841485562,-0.16394768156134687,-0.08584054455035783,-0.9060475054276522,-0.8679329277177156,-0.9031076401302573,-0.6965789244403171,-0.5672213005466191,-0.5221829953734973,-0.9226278919549784,-0.8709064839098362,0.030231588077601845,-0.04964574708106084,-0.9228839239745814,-0.08934259085360563,-0.38845665726149214,-0.6061773083635398,train,1.3516896120150188,1
4,-0.5795524719350946,-0.6414383467281326,-0.6547579812388069,-0.39888835123200594,0.2026203246963878,-0.9722783011593319,-0.9731639965599691,-0.7629363457267448,-0.9861224913825926,-0.9674158314380014,-0.921024645842069,-0.4200964650435429,-0.7734498845823806,-0.5332054006911673,-0.5942821482900413,-0.9968441440513114,-0.94546826581869,-0.9407408281786317,-0.8439640190911333,-0.4417335059622257,-0.8633775440797509,-0.8205543704380716,-0.9092826260992724,-0.9346765649278168,-0.9616706819331547,-0.8507458458245475,-0.8670149362581724,-0.9985882290152651,0.6325843329164886,-0.24196603860340216,-0.19675094764027135,-0.46870455038587744,-0.6788506754229372,-0.7940896860611254,-0.3929781746261233,-0.1902468930194614,0.059326188975274974,-0.9275398414992128,-0.7158967621382906,-0.9000440639058598,-0.6606406999195557,-0.46983609664794135,-0.42017902737240986,-0.9249877561682598,-0.6700412582726596,0.09761425931010148,-0.04270601498376814,-0.8756930491704271,-0.044451680485652734,-0.3895110827549022,-0.5617453147566183,train,1.8022528160200249,1
5,-0.6393343840346812,-0.6845886393907681,-0.7428040670158591,-0.30476360407624903,0.018197011039404076,-0.9509975948148292,-0.9512961258064206,-0.5532247710822038,-0.8762716574162182,-0.9483993500568493,-0.9993636849606102,-0.25070523366702346,-0.8024135000232663,-0.5620907452101433,-0.6761963047977462,-0.9800680415310085,-0.9314204113343731,-0.9627140820084855,-0.8674798139084043,-0.20199871849159667,-0.826005395285495,-0.8688519996271142,-0.7345287500368644,-0.9407231921050351,-0.9989950207903527,-0.8816422642444293,-0.8834498159993606,-0.9411185262992905,0.6822404986441266,-0.16583399422100553,-0.21856125296788398,-0.4928857478621119,-0.9327014503824052,-0.8622650459043881,-0.47220069628378736,-0.17431192660550465,0.03302832909893261,-0.9006878714605695,-0.7561097741753777,-0.8562707249396031,-0.7232319110642085,-0.6412079746762651,-0.482205596835795,-0.9682344062040047,-0.7978159571528978,0.11979452242752853,-0.20304467055955366,-0.7843481861964474,-0.11194974481672004,-0.3222530936359359,-0.6508288300559768,train,2.252816020025031,1
6,-0.5941925292901535,-0.7197203101347465,-0.7249109249578696,-0.23768834481973933,-0.1185456853565392,-0.9775093862191896,-0.941233578361971,-0.6997690531177831,-0.7370246387020312,-0.9791192911773833,-0.9579590109706848,-0.28393756387042945,-0.9951210303872282,-0.4553608978970973,-0.5577843616336788,-0.9840157844693931,-0.9326110675460522,-0.9513264796012909,-0.8002052864469777,-0.5874529773413013,-0.8377823454517416,-0.8478362285559947,-0.921142715739319,-0.9528346010753171,-0.9752228595564157,-0.9162185888545034,-0.7923994146388456,-0.9580309728047175,0.6187784182302181,-0.19734034723107896,-0.14413296121964414,-0.48509647917270937,-0.6698647183620747,-0.8056161840993019,-0.2519055274754507,-0.23605087024419003,-0.11342464357803694,-0.9097203445147313,-0.8902933282599909,-0.8518546071968383,-0.857842348962151,-0.6334563749556552,-0.6214637420714324,-0.9896274893478824,-0.6070198749402862,0.04140423732007714,0.0239549029720314,-0.8269150034605228,-0.14036866136893467,-0.2999224962070698,-0.6083994872565591,train,2.7033792240300376,1
7,-0.5812777321443359,-0.6310157124220634,-0.6828285096780656,-0.19202377632837264,0.04993084666525083,-0.9681990676060206,-0.943325500826165,-0.7640947693851501,-0.8281588231758927,-0.9546293699467124,-0.8791862176262712,-0.48657455911294634,-0.8290533421493239,-0.42783073419864803,-0.6168284370288117,-0.9840914509991058,-0.94158009282513,-0.9365748477557382,-0.8297774723832885,-0.12638737266429811,-0.849741075466202,-0.8630512914418919,-0.7283804937589468,-0.9682040308600854,-0.949749516122237,-0.942187472857617,-0.8604294521895147,-0.7688465454684273,0.5952068736549008,-0.098558541170634,0.028933227808555673,-0.42671032033176937,-0.8001659129098775,-0.7265585617728142,-0.5260296788072962,-0.29651298909750945,-0.2140951434920756,-0.8883142554748501,-0.8725305346721357,-0.9903281730766482,-0.8879207915623667,-0.35342941706291175,-0.4112743910987624,-0.9335308214353534,-0.7195406668526447,0.027586739017407824,-0.02547250586929417,-0.8566189140674669,-0.03937784103401898,-0.24850858294581002,-0.5568051809098383,train,3.1539424280350437,1
8,-0.6573418782441732,-0.6561261656205053,-0.7817516635023878,-0.094252368044769,0.3345410263835136,-0.9543328743821136,-0.9708602072725762,-0.7889455393310655,-0.7269788313902898,-0.9915627374128153,-0.9373811298373145,-0.5651841491258074,-0.7852635505151371,-0.48408140175308845,-0.6294984304601756,-0.9811763459969963,-0.9486581271479652,-0.9719954077499287,-0.8426126529499806,-0.5228715850508118,-0.883069367637078,-0.8831378767151665,-0.9798464865329347,-0.9468221078772062,-0.9561058875993421,-0.9550533755774053,-0.839680625179952,-0.94301105607139,0.6003562930227702,-0.19312788323415098,0.25103511475819573,-0.49984444516637905,-0.9773418940720785,-0.7282216457831581,-0.224164054638615,-0.3705567583615128,-0.35165905747960813,-0.9510191758348745,-0.6377469842800056,-0.7778935289392589,-0.6881625627755878,-0.5833683413945239,-0.5246470645713579,-0.9106884847936266,-0.6615035221826132,0.11570461435157964,0.0359970699755936,-0.9592842104521482,-0.06382478147620507,-0.31596394893519597,-0.632421985166542,train,3.6045056320400497,1
9,-0.5668985952628185,-0.6856095487247544,-0.7596633910433207,0.02565549564149494,0.1845684009805364,-0.9354455032237811,-0.967777190323263,-0.755993182270953,-0.9861848618422121,-0.9756762422801734,-0.9993957195699126,-0.4941587750026806,-0.561190785701893,-0.32305173583963265,-0.842125881085461,-0.9754233582185545,-0.9449379244312063,-0.9726251623059712,-0.7923877931352661,-0.519913795912939,-0.8457225488216717,-0.8376630520218481,-0.8106105802148043,-0.9538866721596594,-0.9571233958584806,-0.8516631875838352,-0.8823984820593949,-0.9498712738176683,0.6521658481859376,-0.28145075566917777,-0.08085141833631848,-0.34002531699208705,-0.8368272968028012,-0.8491490709522914,-0.3750795174591426,-0.4587807650811352,-0.15948728724521988,-0.868128757351163,-0.7182138926179809,-0.6478116533931162,-0.9095500851481577,-0.6126430139653766,-0.4970324959746454,-0.9363163942490479,-0.8148183853620605,0.2402928006020275,0.10553957728819885,-0.8272964508799414,-0.023483698766693095,-0.27257100236299414,-0.5820389226073506,train,4.055068836045056,1
