,AIBL,AIBR,ALA,AQR,ASKR,AVAL,AVAR,AVBL,AVEL,AVER,AVFL,AVFR,BAGL,BAGR,DA1,DB1,DB2,OLQDL,OLQDR,OLQVL,OLQVR,RIBL,RIBR,RID,RIGL,RIGR,RIML,RIMR,RIS,RIVR,RMDDL,RMDR,RMDVR,RMED,RMEL,RMER,RMEV,SAAVL,SAAVR,SABD,SABVL,SABVR,SIADL,SIADR,SMBDR,SMDVL,URYDL,URYDR,VA1,VB1,VB2,train_test_label,time_in_seconds,tau
0,0.0034462534857351602,-0.11425732180410568,-0.020892042978469888,-0.2202021940272963,-0.07477056725975356,-0.12664682523396303,-0.13826260546468322,-0.37992501874005913,-0.19788384913819354,-0.16265754446274133,-0.1638217086641394,-0.1858230549422955,-0.5243771730223751,-0.5854128496560632,-0.15330119308156695,-0.2984838849771133,-0.17481014680641566,-0.2778299966404656,-0.2445241701446902,-0.2748189783366461,-0.22958839925884747,-0.3198930316836271,-0.3725637409627674,-0.27337036187811076,-0.14792036915208048,-0.10643590878462364,-0.13567725604874298,-0.16131188897364446,-0.4639878409353404,-0.2828804167983975,-0.28645043901186534,-0.2927573565026614,-0.2101750461488365,-0.3037041849872059,-0.30957352194698223,-0.28566432169857725,-0.36860142769197074,-0.1413284232156022,-0.06086650312753902,-0.18840625508151776,-0.15009293274764357,-0.25631224428453037,-0.13867034484016125,-0.10082041792930432,-0.48641694719497836,-0.39098610545269297,-0.13647103126614105,-0.09978288634671836,-0.09629903485290696,-0.2962086543903091,-0.3081183656994462,train,0.0,1
1,0.034757685490511545,-0.05492477763285006,-0.030332125814999635,-0.258182176045952,-0.1306738527114741,-0.06817641075643105,-0.11305441503415042,-0.5051520128808595,-0.2073702998198841,-0.20675277978677098,-0.1662368778173662,-0.2986068616637837,-0.6771254320306974,-0.745610879693269,-0.1371260458191948,-0.45205623633252034,-0.27145469589294413,-0.30957752923915266,-0.3070614335159453,-0.33512198615847605,-0.3020363472734252,-0.4874237680488838,-0.4718434380468234,-0.39875992378193803,-0.2306054234172656,-0.1690567286524095,-0.11364876090037027,-0.1290371392465693,-0.6080759149704144,-0.3361735728283428,-0.34615889660955634,-0.4070863443352331,-0.3297208093801092,-0.46206547153865624,-0.4127821451229614,-0.4469441641918186,-0.518813052011971,-0.21720973000036276,-0.1314271861966349,-0.24623820346304978,-0.1799943903234629,-0.3517370958220861,-0.20389169306746402,-0.1146763858939544,-0.6413776959074713,-0.5017137441556458,-0.14121065468495486,-0.14819340705419798,-0.04641764548438658,-0.4310004751041596,-0.44467257714317054,train,0.356788899900892,1
2,0.025793816393258392,-0.03336055376144707,-0.043918540254127156,-0.2934636315902951,-0.17304028041109104,-0.030161124418410457,-0.10255843883518066,-0.5592921595553663,-0.21662534451503074,-0.2301936137726102,-0.18547061333736986,-0.35476299031060826,-0.749219371195968,-0.8125281563926222,-0.13769176212898304,-0.5160464060499914,-0.330956373692441,-0.34449684791394153,-0.34955963316002925,-0.3680323066288433,-0.3604760096518097,-0.5681377179181457,-0.5364560076986532,-0.4391366254188711,-0.2656369160441159,-0.20473152185387838,-0.12367819252589876,-0.11027779449092798,-0.6737700320846574,-0.3297073971008494,-0.3496400375502655,-0.4490029511201599,-0.40912624275147386,-0.5469349829897768,-0.4499764648904327,-0.5333930614763951,-0.5949198108576069,-0.24618206712755467,-0.1654846050471815,-0.26813059923759386,-0.18864659534637557,-0.3826519414657464,-0.22972226047648375,-0.1276756756669127,-0.7076441821650625,-0.555819812074113,-0.15849864702061844,-0.17248547856378166,-0.03807361218853836,-0.4989512497643547,-0.5042899153611763,train,0.713577799801784,1
3,0.06005125756716276,0.019320865207314963,-0.049707449487209496,-0.3094261194904133,-0.19557643732890223,0.026184733191249837,-0.06090380424681049,-0.6083841532086367,-0.20410739407577222,-0.22531101304948759,-0.19860076586649925,-0.395514726917369,-0.7974722161048646,-0.8431002680888452,-0.1250407309668048,-0.573411115253978,-0.3720048339352032,-0.35045695505069047,-0.3514710633332684,-0.36227068015782893,-0.37415728642314283,-0.6403732226009843,-0.5757058465505097,-0.4826199255939954,-0.2836790710402258,-0.21560155881120407,-0.09109194160015163,-0.07692971924722014,-0.7174213580929525,-0.3348220221086567,-0.34475841650863054,-0.46418409905950037,-0.45006123955673527,-0.6072429053964297,-0.4817057217492656,-0.5853849491496868,-0.6504156575301505,-0.2703326223705138,-0.19636493984800837,-0.2606920092377013,-0.2056917554212947,-0.3810728259441678,-0.2578234246677917,-0.12847380819690538,-0.7549540294724055,-0.5701006536539199,-0.14507588383740852,-0.18177805404855865,-0.014133088136088434,-0.5386641886948619,-0.5631684811935637,train,1.070366699702676,1
4,0.07016627737754717,0.04840842973697965,-0.058131307262901694,-0.3129738338913588,-0.2051621309109515,0.05859758734301568,-0.038079428350205,-0.6289854226506234,-0.190406644861204,-0.21927374243473638,-0.19725339115869744,-0.42362037514135775,-0.81479581337641,-0.8584983469491614,-0.12409535770414863,-0.5995716239681279,-0.40115905862080437,-0.3587307544179864,-0.37015063310982577,-0.3592918512402975,-0.3885922495927868,-0.6769162295916185,-0.6010117932602369,-0.5027700428419379,-0.2961490953092225,-0.2164113949742707,-0.07136401156271263,-0.05327491174672394,-0.7386483677867816,-0.33409747751330665,-0.34195015597609674,-0.47697220040264326,-0.47919916566143955,-0.6410762053423331,-0.49419473532153496,-0.6235478314556894,-0.676601027659897,-0.2710300103935865,-0.21137573827487635,-0.25726378223587887,-0.21202508285342764,-0.38383728539541384,-0.26903851100150045,-0.13658690584203778,-0.7814892240314322,-0.5826790058427073,-0.14446867449861558,-0.1951643069671633,-0.008263433311171214,-0.566500392591559,-0.594365577442816,train,1.427155599603568,1
5,0.08771257439535979,0.0679165383736963,-0.05401302010582708,-0.3205814363963667,-0.20733938405831376,0.08918064266360523,-0.014988380790651123,-0.6411462136709938,-0.17433545841674086,-0.2062667043488362,-0.22019903353931924,-0.4397376595507309,-0.8179452729801483,-0.8533473785122927,-0.11769930578270342,-0.6270766575713284,-0.41486859738855314,-0.3623141021098012,-0.35583252695249856,-0.33914535826939035,-0.3837123740594658,-0.6999758731565776,-0.630600124969817,-0.5055822342860085,-0.30787701849833554,-0.23000122484273572,-0.04758726819427693,-0.01726280539261099,-0.7336648113049266,-0.32827891202050274,-0.32402785905876963,-0.48559396943023136,-0.5151389798053754,-0.6753177437373526,-0.5141401896725109,-0.638504653091787,-0.7075620775329503,-0.2700750424178198,-0.20943232941308976,-0.24271558943501997,-0.19977892841091835,-0.3638423476831843,-0.28104757535292646,-0.14434314386033645,-0.8017856987389815,-0.5879925666239046,-0.14795483144540816,-0.19774638661983804,-4.939759429747892e-05,-0.5844161935205245,-0.6186243568850871,train,1.78394449950446,1
6,0.10615566002927188,0.08918687078987877,-0.05930508405650661,-0.31695838288073025,-0.21521758355361523,0.11994122837155652,0.01745366975624857,-0.6440887082304447,-0.15238359230721282,-0.18737391424952626,-0.2245046592071418,-0.4563840744560833,-0.8300179805266235,-0.8537112569338846,-0.11374553546797983,-0.636264427233513,-0.4301984805505855,-0.35830352943571475,-0.3574082794537734,-0.33682796408182347,-0.38241067128857964,-0.715512693879972,-0.6397626461644893,-0.5114847323405897,-0.30116431834553087,-0.2234231796402007,-0.028207742250135143,0.006619748902713385,-0.7370011556007655,-0.3213052646870113,-0.32260952722384234,-0.4804113627234134,-0.524363453611825,-0.6991395570227457,-0.5215904259368154,-0.6626524889382324,-0.7167443531916382,-0.2678870380789615,-0.22624983463593384,-0.22370512795320233,-0.19697622485440414,-0.3641148709386121,-0.2907538045430942,-0.14778722804803385,-0.8029911836146744,-0.5865716040894652,-0.14090484819743226,-0.20347969862566387,0.011162455291441803,-0.5895941536720235,-0.6449940332369787,train,2.140733399405352,1
7,0.10891154815496111,0.09394637416082335,-0.05051789473504695,-0.31779060233096373,-0.22577522537464717,0.12006509282310718,0.019380827093518155,-0.6553979033732493,-0.15212142532849102,-0.1794458674944213,-0.2242751135833407,-0.4655936844638944,-0.8312365363341698,-0.8584755053586439,-0.1182628361550581,-0.6468994658494412,-0.43880347370410505,-0.36562906380498517,-0.3672867574782366,-0.3268824027902068,-0.38012308942997275,-0.7237801028283772,-0.6496225610430619,-0.5272278197523084,-0.29970830475999766,-0.21820998908699352,-0.028308463874838374,0.00942507056290448,-0.7438885420420356,-0.32978912708616026,-0.3164334091857178,-0.47966195954677954,-0.5252435039155144,-0.7015296930069915,-0.5201030825709203,-0.6675453621697085,-0.7182783799298238,-0.2745504700149953,-0.2343430452729248,-0.219833808083893,-0.1979322428438563,-0.36376241912710533,-0.29444778385954473,-0.14570277706488832,-0.8109909227552676,-0.5920864899680314,-0.13688267303741625,-0.20477064084121185,0.013429074209106495,-0.5960678025306623,-0.6553124241068025,train,2.497522299306244,1
8,0.10977110312537885,0.10009483813594733,-0.0465688165225897,-0.32364307686117555,-0.23344042278230506,0.11134717593713861,0.015518354594293654,-0.6565199883171384,-0.15683580132534075,-0.19961827249245717,-0.21829015193988796,-0.47281802590683913,-0.8324610796881079,-0.8701532867642793,-0.11305498362970692,-0.6463251482770582,-0.44261005263800524,-0.3733840320544872,-0.3722450666154131,-0.3357192298684126,-0.38081863413250483,-0.7192061746451704,-0.6574454413595131,-0.5248530740756244,-0.2988077334155323,-0.22899010855841473,-0.03665865992255535,-0.0021229611775163415,-0.7472081307003285,-0.3353545940893967,-0.30764349508754246,-0.4738208617248389,-0.5190749543750468,-0.6957301822866161,-0.5041481633499731,-0.6611529523314332,-0.7231220565444714,-0.2828565067331346,-0.24174671922940819,-0.21873469814979593,-0.20008125586249673,-0.36041987707429546,-0.2904376288707664,-0.14128974368303218,-0.8193810471642702,-0.6018200574614858,-0.12646969177429468,-0.19903115634239102,0.021342966294764842,-0.5931426764128582,-0.6503580501826621,train,2.854311199207136,1
9,0.10050855966685683,0.09296966203309315,-0.017665084274402887,-0.33499800602544877,-0.2204098173743051,0.09784682156817315,-0.014378024988372623,-0.638534579332783,-0.15278848131677475,-0.20064136732847532,-0.21152442026579266,-0.46331129958916173,-0.8198082257365136,-0.8710840633224495,-0.12190060097966346,-0.6411883957659817,-0.4368214225424762,-0.3701054118946294,-0.3635134094987176,-0.34054653806009094,-0.36585097146216583,-0.6842904254055867,-0.6540392266217743,-0.5046357826197072,-0.29138994256534967,-0.2469366964537541,-0.06789722711980296,-0.024572176850595817,-0.7418374727727881,-0.32366985780940605,-0.3004409207530959,-0.4894886881020235,-0.5173323617055507,-0.6834579792605152,-0.49151830975915256,-0.6286521865138565,-0.7203344914621523,-0.25936189026089546,-0.23177167021942793,-0.2264204543392565,-0.18171606038181792,-0.3638291659698242,-0.27183166940779546,-0.1530583221224842,-0.8057397962070063,-0.6076267668100649,-0.15094058039180736,-0.18583200468639352,0.020665633866007643,-0.5858298275708134,-0.6234707983870715,train,3.211100099108028,1
