,AIBL,AIBR,ALA,ASKL,AVAL,AVAR,AVEL,AVER,AVFL,AVFR,AWCL,AWCR,BAGL,BAGR,DB2,OLQDL,OLQVL,RIBL,RIBR,RIML,RIMR,RIS,RIVL,RIVR,RMED,RMEL,RMER,RMEV,SMDDL,SMDDR,SMDVL,SMDVR,URADL,URADR,URAVL,URAVR,URXL,URXR,VB1,train_test_label,time_in_seconds,tau
0,-0.1409117414624833,-0.10172397350218002,-0.022360766536995987,-0.10519394179360869,-0.07163457117144875,-0.060469228829836165,-0.20409308339877053,-0.09775546896616547,-0.034347044559172105,-0.12338878707173054,-0.0948309265826026,0.04183437483691216,-0.41782100724610327,-0.4319480771679113,-0.24552330897800262,-0.17863591060135714,-0.03862957738548798,-0.29051113366912823,-0.24078859970249666,-0.21691320651890217,-0.16043303745536608,-0.22136512393777302,-0.2894674608318714,-0.22866298281146033,-0.28136914627729115,-0.21539869915135634,-0.23162692142197214,-0.21857594969382912,-0.24471689365004362,-0.32135057607030315,-0.326855629547883,-0.23808689721492382,-0.3039922936439847,-0.3625625507094176,-0.18131316041207968,-0.3660574677540075,-0.21148027394071417,-0.24703932009643997,-0.20636922392804333,train,0.0,1
1,-0.15671979179087206,-0.10430867042715905,-0.03967017713710745,-0.1774322872260586,-0.11170459398959047,-0.06843917328072974,-0.20721155566728133,-0.1657608696762134,-0.07691390704294102,-0.15256178304011425,-0.08751272671068443,0.04819105897300725,-0.5098774888649392,-0.5569056743507851,-0.32535445906421046,-0.25310281489239544,-0.05548965552552894,-0.3459450431578998,-0.3405193205004591,-0.23742567004919737,-0.21529181682132603,-0.3344729405507285,-0.32957583989692046,-0.31466229802148066,-0.34366398378729823,-0.29185283097455433,-0.33506126010722037,-0.28618264328191134,-0.34344372077718976,-0.4373167191207182,-0.3962938006663774,-0.32768165796598026,-0.3788136192948721,-0.4592808178056493,-0.2611613869873008,-0.45873281055412607,-0.2723472943423909,-0.31651711597699217,-0.24991805608119813,train,0.5705229793977813,1
2,-0.16169756278722228,-0.09457505488854029,-0.03179400466000344,-0.22014845976979253,-0.1280769972909771,-0.040761714961295666,-0.20728161306071338,-0.18714296388755908,-0.10875082250225528,-0.17291126091382253,-0.08360833389188645,0.032885822423116357,-0.5584731822428357,-0.6552277421054803,-0.3831485847549386,-0.2859636853320035,-0.05223847849624492,-0.38496695539745585,-0.4183883204946427,-0.23706314616336074,-0.230718007871467,-0.41173591210767124,-0.3546081465286938,-0.3679928417846606,-0.36299337509509466,-0.35931647154729607,-0.4140451262045617,-0.3264256557471308,-0.383648498383188,-0.5087449436553522,-0.4226410202144212,-0.37805859433763617,-0.4132638895305858,-0.49239738266959576,-0.30366274971550566,-0.5098602256482176,-0.3322280701321071,-0.36775803470861246,-0.28897386847790785,train,1.1410459587955626,1
3,-0.16103174909116003,-0.09982748464271159,-0.041382681981217265,-0.2598919194734147,-0.14375996982458059,-0.03828984898510179,-0.20750525985490761,-0.19679890236513087,-0.14396421411869498,-0.18316861913028099,-0.0812052340200971,0.021609821994305955,-0.6156422694303543,-0.7109326231140348,-0.43410442160299245,-0.32355686742177764,-0.05612180237995349,-0.4186889488531277,-0.4758595491516677,-0.2306993933448129,-0.2622625256548642,-0.46637987806214776,-0.37066626962077165,-0.4016083408241372,-0.400005170223543,-0.4167603030738044,-0.4785876975370713,-0.3664301404488058,-0.43576489851387346,-0.5675042556052408,-0.45434886117759454,-0.4337817954561119,-0.4421897029686722,-0.530198746311454,-0.35283909127458535,-0.5365763967091923,-0.3676082056473944,-0.4121548363417787,-0.33347789842396514,train,1.7115689381933439,1
4,-0.15764779168050866,-0.08579666633344413,-0.04196978835072252,-0.27901494879814387,-0.13355200181253318,-0.03326047980610798,-0.20305386770055467,-0.194923695650228,-0.15993471677818685,-0.19636472926351625,-0.08928160408430566,0.020828215882082307,-0.628388568815389,-0.7335064312699024,-0.4638685299692491,-0.33277511466005316,-0.0573850169982822,-0.44284984486115203,-0.5122840597354791,-0.21808190375631656,-0.26658874226730744,-0.4951479859812288,-0.3685907385901316,-0.4143180854352777,-0.41468235532325204,-0.44816404466437665,-0.5086307269606455,-0.3885114472607488,-0.4500825166514357,-0.5928087921397539,-0.4652324431005652,-0.4485909197124517,-0.45063895451959934,-0.540554350563659,-0.35923374159125704,-0.5461290295228853,-0.38354905663333644,-0.4220379487009943,-0.3378341566807508,train,2.282091917591125,1
5,-0.14275434260675238,-0.07158634334150893,-0.047523357723293705,-0.30439283707338916,-0.12694565812599032,-0.034768094360070625,-0.196770169553097,-0.18329029591472812,-0.17395968255904418,-0.2085741599315536,-0.09658898159515628,0.02706283349275504,-0.6488546282953689,-0.7472378322802579,-0.4902556191991343,-0.33942206788268636,-0.050892885358976105,-0.47835900330026204,-0.5316711104672138,-0.20863053244997007,-0.2711480747550398,-0.5300262936422006,-0.37450870585785423,-0.41743128556647785,-0.43666278099770467,-0.4842865970254254,-0.5356895296635371,-0.41156814947155584,-0.47741643735682865,-0.6104162864232358,-0.4856697781592971,-0.4771004180084087,-0.4716200924905878,-0.547082449674986,-0.37008068594074556,-0.548478828229428,-0.41339635764835203,-0.4450460699880336,-0.36442917762985727,train,2.8526148969889067,1
6,-0.14545061874529502,-0.05812191568095675,-0.04245894702995837,-0.3214436681219279,-0.13317709253827945,-0.026224895603281943,-0.20480667038119976,-0.17773539314443076,-0.19544508440984032,-0.22216173855317037,-0.09189730443230726,0.024383430548329324,-0.6720302714631137,-0.7788685363738292,-0.5264376718475875,-0.3589045982170416,-0.05079104330480671,-0.5028932101175382,-0.5478648777289239,-0.1941098786330003,-0.25715153806111674,-0.5591193132550919,-0.37692525173623026,-0.43303631222585054,-0.4567305816544499,-0.5119880023670805,-0.5532777017445426,-0.4297093480506362,-0.49482887490197197,-0.6260802166398198,-0.5017029753728501,-0.49013450589843194,-0.48504512907815833,-0.5446232513094024,-0.3647375072355969,-0.5342824094214166,-0.42987136888630506,-0.45527257178441444,-0.38115385779150274,train,3.4231378763866878,1
7,-0.12953297963012594,-0.05135391320242515,-0.043303412326909416,-0.33231305145948975,-0.12160128082486503,-0.02846827831432214,-0.19617747220569576,-0.1654198547892657,-0.19664556966591898,-0.233965680189607,-0.0997398213489838,0.02990512315010011,-0.6702832471144524,-0.7778117385509151,-0.5319849589331886,-0.35172525783472347,-0.04674765941242111,-0.5178977555334757,-0.5490257134921507,-0.1847491912165671,-0.2504790249884967,-0.5714273976106198,-0.37291053772675575,-0.4273155838638025,-0.46524225261393304,-0.5283334244163979,-0.5535522545566058,-0.4438905506541905,-0.5010602196828402,-0.62641262803,-0.509472511411741,-0.4939880646265808,-0.48846989557388487,-0.5349412866711761,-0.3624719214138939,-0.5250638164216495,-0.4341964950721027,-0.4605555320534936,-0.3818177998978549,train,3.9936608557844693,1
8,-0.11615395328947008,-0.041416838835866096,-0.04805573813077959,-0.3403795830522463,-0.10927287492345698,-0.026986872318695614,-0.18980831272476895,-0.15078904613125016,-0.2067837205548212,-0.23457324614358352,-0.10261919081009106,0.03616664854763504,-0.6808569025106435,-0.780474806342172,-0.5475057924328148,-0.34896062923578275,-0.04215322139488682,-0.5446927763114587,-0.5583271246153827,-0.17242625319509006,-0.2474582006943678,-0.5861907447890613,-0.35790773496891304,-0.42349560508133205,-0.4719453884156687,-0.5471461291227924,-0.5646325579760341,-0.464945798548977,-0.5069987771943089,-0.6324207367433377,-0.5154259335545104,-0.5095323681556024,-0.49142023219323694,-0.5307967627064268,-0.3582568585710155,-0.5146646029075186,-0.4457111279018575,-0.4682825873576591,-0.39521573487966116,train,4.56418383518225,1
9,-0.11723947638187217,-0.02479841756398332,-0.050419911522729975,-0.3234848655426008,-0.09394379920225536,-0.021485545028304548,-0.1720998248093167,-0.1268747362640946,-0.2203022909612538,-0.23594160295239155,-0.10633448935912859,0.0344257371128193,-0.6796506165682066,-0.7746786987212892,-0.5376941157775511,-0.3408804792923937,-0.033325692625658106,-0.5494556689753288,-0.5675848213133231,-0.15383420584897345,-0.23535680010377724,-0.5903121222626039,-0.35066003327636036,-0.4217130429458267,-0.47628846440956774,-0.5499456322198878,-0.5724946225523712,-0.45987160535070326,-0.5068193629443049,-0.6258593108662168,-0.515562942586615,-0.4913973934766059,-0.48289402433493167,-0.5176510229036251,-0.34899680894551677,-0.48729726947573243,-0.43691922839949593,-0.44041760978012795,-0.3977054546674409,train,5.134706814580031,1
