,epochs,base_train_losses,base_test_losses,train_losses,test_losses
0,1,0.002324009599739293,0.0017565105320913234,0.014952849739700503,0.023376558310824427
1,2,0.002324009599739293,0.0017565105320913234,0.03150291298694397,0.011812716160386757
2,3,0.002324009599739293,0.0017565105320913234,0.01091016776912133,0.015466462636716851
3,4,0.002324009599739293,0.0017565105320913234,0.012381673863434165,0.01976501970887036
4,5,0.002324009599739293,0.0017565105320913234,0.0174013207351462,0.015293408100929107
5,6,0.002324009599739293,0.0017565105320913234,0.01233438359080507,0.009381595253415653
6,7,0.002324009599739293,0.0017565105320913234,0.006185105855188557,0.008464127956138925
7,8,0.002324009599739293,0.0017565105320913234,0.0069028800936668105,0.010366812140928952
8,9,0.002324009599739293,0.0017565105320913234,0.010399794556405752,0.010357264823890803
9,10,0.002324009599739293,0.0017565105320913234,0.009855288669884062,0.00879083364163026
10,11,0.0028007179994277674,0.0028831986264537196,0.01888488503525387,0.013388794690720664
11,12,0.0028007179994277674,0.0028831986264537196,0.008639342475980291,0.014817477565327286
12,13,0.0028007179994277674,0.0028831986264537196,0.011461653172077162,0.01443164308503601
13,14,0.0028007179994277674,0.0028831986264537196,0.011786072321333253,0.01196214697411971
14,15,0.0028007179994277674,0.0028831986264537196,0.00912783819029442,0.010811334034549622
15,16,0.0028007179994277674,0.0028831986264537196,0.008258961873527638,0.011090677988907048
16,17,0.0028007179994277674,0.0028831986264537196,0.008082737985308563,0.0117645521529798
17,18,0.0028007179994277674,0.0028831986264537196,0.007621680051538851,0.012206680044914384
18,19,0.0028007179994277674,0.0028831986264537196,0.007339289417792798,0.011972060012523714
19,20,0.0028007179994277674,0.0028831986264537196,0.00697275442779401,0.011114735714490063
20,21,0.001526937484826056,0.0012221108783987474,0.017760272574302488,0.01622397707018778
21,22,0.001526937484826056,0.0012221108783987474,0.007727371877854871,0.014590589368600729
22,23,0.001526937484826056,0.0012221108783987474,0.00841322636579521,0.014784453490729882
23,24,0.001526937484826056,0.0012221108783987474,0.009853777907240228,0.015229368345807062
24,25,0.001526937484826056,0.0012221108783987474,0.007394970766945593,0.016408138694584854
25,26,0.001526937484826056,0.0012221108783987474,0.005738605236778845,0.017467465131532443
26,27,0.001526937484826056,0.0012221108783987474,0.006080234658472803,0.016824493588182547
27,28,0.001526937484826056,0.0012221108783987474,0.006457204821263245,0.014672110407334496
28,29,0.001526937484826056,0.0012221108783987474,0.006153674308843357,0.012534910691445536
29,30,0.001526937484826056,0.0012221108783987474,0.005437512911676612,0.011704105741586998
30,31,0.0028973730801707303,0.002392556696528792,0.02057580124801794,0.013672540872361529
31,32,0.0028973730801707303,0.002392556696528792,0.008892494244554456,0.010729792957610479
32,33,0.0028973730801707303,0.002392556696528792,0.009937638026388664,0.010599436222283012
33,34,0.0028973730801707303,0.002392556696528792,0.012050667524625936,0.010895656887258815
34,35,0.0028973730801707303,0.002392556696528792,0.010442331948307562,0.012336113133461824
35,36,0.0028973730801707303,0.002392556696528792,0.009151437086910333,0.013189988520250547
36,37,0.0028973730801707303,0.002392556696528792,0.00809225639184383,0.0128071770847259
37,38,0.0028973730801707303,0.002392556696528792,0.007606167304783361,0.011626531662396898
38,39,0.0028973730801707303,0.002392556696528792,0.007693213349786974,0.010268460753594383
39,40,0.0028973730801707303,0.002392556696528792,0.007583746260624713,0.009123851811596443
40,41,0.0032623909294324897,0.0027627152480157236,0.02307553013692803,0.01244594542535684
41,42,0.0032623909294324897,0.0027627152480157236,0.009942220445893912,0.013661202512253176
42,43,0.0032623909294324897,0.0027627152480157236,0.01036061084484385,0.01623919801260194
43,44,0.0032623909294324897,0.0027627152480157236,0.013730150288828461,0.013954763994516109
44,45,0.0032623909294324897,0.0027627152480157236,0.01135340796786801,0.010930699389922782
45,46,0.0032623909294324897,0.0027627152480157236,0.008943755872919639,0.009995653946204565
46,47,0.0032623909294324897,0.0027627152480157236,0.009042260891774356,0.009986992413508741
47,48,0.0032623909294324897,0.0027627152480157236,0.009166011952825822,0.009907192444168827
48,49,0.0032623909294324897,0.0027627152480157236,0.008437942098970454,0.009842072287091783
49,50,0.0032623909294324897,0.0027627152480157236,0.00778202913742334,0.009634121389775083
50,51,0.003044666111736271,0.0023939264460864063,0.022460234274113984,0.012772535967060494
51,52,0.003044666111736271,0.0023939264460864063,0.009608016999661654,0.01370976345527446
52,53,0.003044666111736271,0.0023939264460864063,0.012831457797377162,0.015201077759373405
53,54,0.003044666111736271,0.0023939264460864063,0.014742102260267669,0.013413631882563724
54,55,0.003044666111736271,0.0023939264460864063,0.010534234849219169,0.013210382535752553
55,56,0.003044666111736271,0.0023939264460864063,0.009365922325105603,0.013510771832707996
56,57,0.003044666111736271,0.0023939264460864063,0.00947122828510873,0.013473462955405526
57,58,0.003044666111736271,0.0023939264460864063,0.009162255226340375,0.013328496673092804
58,59,0.003044666111736271,0.0023939264460864063,0.008894189657957727,0.012199272649765915
59,60,0.003044666111736271,0.0023939264460864063,0.007863552163614543,0.01067961460640674
