,ADLL,AIBL,ALA,AS1,ASIL,ASKL,ASKR,AUAL,AUAR,AVAL,AVAR,AVEL,AVER,AWCL,BAGL,BAGR,DA1,DB1,OLQDL,RIBL,RIBR,RID,RIGL,RIGR,RIML,RIMR,RIS,RIVL,RIVR,RMED,RMEL,RMER,RMEV,SABD,SABVL,SABVR,SMDDL,SMDDR,SMDVL,URADL,URADR,URAVL,URAVR,URXR,URYDL,URYDR,VB1,VB2,train_test_label,time_in_seconds,tau
0,-0.7215961904451644,-0.6731118903325111,-0.963260563476549,-0.44416585353803595,-0.8204496136026729,-0.6052671311572769,-0.3991146234225831,-0.7438041909527602,-0.7538778877887788,-0.8475892437348648,-0.905996235198366,-0.9638575353867158,-0.6197569657967068,-0.5373986711692884,-0.9508063923314755,-0.9870089754086648,-0.18817654122430938,0.13543650766203563,-0.8444782890054978,-0.13415231866475008,0.01044092351605086,-0.3512585616862296,-0.8265607931618731,-0.66482993989989,-0.9574440660071388,-0.9597745598418113,-1.0,-0.3520656115193709,-0.5087094680750465,-0.7650537112149104,-0.7716988782267874,-0.7473296438964494,-0.6189450813907507,-0.9783344664079242,-0.5249670285151437,-0.576842342386527,-0.9013086085089541,-0.957844030728615,-0.8625613652931672,-0.7468287280189579,-0.7064146251293536,-0.7142292363556559,-1.0,-0.9462051457721381,-0.9257594123988395,-0.6268460815443555,0.11581908924803708,-0.16060514586090047,train,0.0,1
1,-0.69695076301112,-0.6545189949801518,-0.8717919975940835,-0.44963995899361453,-0.9964150442464869,-0.4184392405028803,-0.13293047518322398,-0.687543159692415,-0.629744224422442,-0.8455113978190202,-0.8196662106898477,-0.9836620309846107,-0.5704251918425732,-0.5124410567227253,-0.9177954913698868,-0.9274554810872755,-0.11593700282212815,0.18629745451817104,-0.8577002354247191,-0.05093400423535399,-0.14360131358123773,-0.5909263445155901,-0.834224924039356,-0.5498939581151148,-0.9600635877011736,-0.9983339809221459,-0.9868569681764426,-0.34090817370665283,-0.5288963790713054,-0.7740854615549972,-0.7768076767130693,-0.6373362041413648,-0.5564779395895267,-0.9423009732967307,-0.5746061473483597,-0.5709534240016876,-0.8611147761211934,-0.9662538451621602,-0.9844979381598318,-0.7457512069971115,-0.7716188381999982,-0.697091320661156,-0.8751998869274424,-0.9366377241258613,-0.8476560473164497,-0.7682011486759521,0.1516593989135988,-0.07768861265536386,train,0.4564666103127642,1
2,-0.7036867814424654,-0.6537082041688296,-0.864760160212158,-0.5110260242332918,-0.37669476999813445,-0.3004419971921558,-0.11160511137834439,-0.7518544121080157,-0.7715209020902088,-0.7984034458875333,-0.8451024123819056,-0.9379406195464113,-0.553061010586158,-0.6142197631672054,-0.9309775107356801,-0.9573757855589972,-0.12175466127962487,0.09539151881323282,-0.8331628574420418,-0.02619129222486194,-0.2858429301840034,-0.38262410704791827,-0.6746718431728311,-0.8638242666186496,-0.9525800542138474,-0.9314007273373645,-0.9729079679919378,-0.36372588573203846,-0.5134893239985295,-0.7949909599511095,-0.7332071901608325,-0.7190028427727968,-0.5107559139709974,-1.0,-0.4477504463202714,-0.46959026112389357,-0.8438245912847393,-0.9877091976686542,-0.9522492248871706,-0.7552849302234084,-0.7343391273724739,-0.725043968137912,-0.9595914318675358,-0.8684917941999712,-0.8132276099617337,-0.51018561304088,0.055609144651822984,-0.07237357910213993,train,0.9129332206255284,1
3,-0.42126881570996844,-0.5714767295381835,-0.8716662337839869,-0.4578362955918136,-0.7443676203113392,-0.16544449865173272,-0.4345064453875467,-0.663705690920688,-0.8015676567656765,-0.7244604425660133,-0.8355127945661689,-0.9912301731909573,-0.48312355748282465,-0.5088216546754674,-0.9351932476317374,-0.9483667882584039,-0.12616342331485142,0.0781054540125854,-0.8951019885415984,-0.32938241490686504,-0.007428378688076331,-0.44381842536425187,-0.7368816547377981,-0.9292235714851316,-0.9323727619495809,-0.9685740909368233,-0.9659800168389513,-0.45689426066545324,-0.5779526150065084,-0.5721505415209756,-0.6530071631301526,-0.9401503809988395,-0.6500385285269543,-0.9379396401125615,-0.40886236592210223,-0.5280504099363613,-0.8867891712945749,-0.9779814238736397,-0.9379798045851655,-0.7822536753177591,-0.6861267130644294,-0.7386592801984644,-0.8554067799654401,-0.8905433633458251,-0.8926930859254913,-0.66293748371798,0.09555367054631181,-0.11329969549175933,train,1.3693998309382924,1
4,-0.3678023519227748,-0.5476947758119581,-0.8321818654053832,-0.5022565863419093,-0.6230907280845959,0.05692420445780744,-0.1395153920593677,-0.7228238931355915,-0.7774889988998899,-0.6191273047153453,-0.71918910741424,-0.9594184142332259,-0.44002309565258146,-0.48530514151914106,-0.861581186567451,-0.9495036843693389,-0.2618423163124195,0.016140213762148248,-0.7663442840104286,-0.25503320018707987,-0.2686759703368615,-0.8402193080437166,-0.6713217247684853,-0.6965428166825157,-0.9350875357565835,-0.9110584755905476,-0.9652767565061552,-0.4193418473944299,-0.6596291755892567,-0.8117913636370724,-0.7795445330450059,-0.8145132802906692,-0.6186028969245803,-0.9669268435410445,-0.4386553071685205,-0.4287362906382296,-0.8601672044236005,-1.0,-0.8844079105065483,-0.780561687457223,-0.7247638933206046,-0.7904674364942148,-0.9956774464833703,-0.9109699799590568,-0.8861951389982109,-0.6130034913398917,0.09925254383887605,-0.17073294784570525,train,1.8258664412510568,1
5,-0.8287495637184845,-0.5337723484692207,-0.8488483042390604,-0.5167619776935145,-0.43542151864539336,0.13212643635663002,-0.21738787422493477,-0.6837437305144506,-0.7695544554455447,-0.48083174503667825,-0.5597738332921873,-0.9999999999999999,-0.43137874287146705,-0.5081649369356647,-0.9389255524654818,-0.9455207612564962,-0.27587492467823005,-0.022407848964710597,-0.9458760543689334,-0.33590896910557444,-0.14787999329655377,-0.6806805652204819,-0.8859001209992516,-0.7337787234935919,-0.9157231557225898,-0.8996247074393499,-0.9524859791163246,-0.41444476751600157,-0.6570944945048223,-0.7352401398408923,-0.8283416677929448,-0.8858685596057125,-0.6260788825983545,-0.9856526939924097,-0.6109296964871251,-0.35248567098569905,-0.8758980940614842,-0.9876098064194512,-0.8443578701973607,-0.7812673136663062,-0.7004258314510081,-0.7378902324154283,-0.9250712220594831,-0.9314519985955095,-0.9277580604734216,-0.5768320615439608,-0.009867603925352797,-0.14272763298109548,train,2.2823330515638207,1
6,-0.20808572605768905,-0.49429408227321303,-0.9102155755744807,-0.4216815088373702,-0.4951065851505886,0.31979703428652473,0.12708516161323447,-0.745540291468959,-0.8144526952695268,-0.24631826937174228,-0.3761263289849456,-0.9152867689100614,-0.5019197458785352,-0.44374008789745634,-0.9098734168360554,-0.9490693176423903,-0.3446203999531815,-0.15283801012882847,-0.9389540942512923,-0.8958586854196359,-0.29069584088210365,-0.5811113898174118,-0.7041700315173378,-0.7962134692274677,-0.8481940605080837,-0.7447176096575755,-0.9677547161060136,-0.4186397201232559,-0.6903462834291931,-0.6557167804041628,-0.8474929044465467,-0.9090480916415752,-0.6305288304231313,-0.9141502370851011,-0.5903488435368583,-0.2659344100562281,-0.8978061916013962,-0.9945666149807643,-0.9397876951242641,-0.7690715350543396,-0.784755036057047,-0.7240671375835601,-0.9244445407334566,-0.9883601704616053,-1.0,-0.7136290611130932,-0.08619049885913899,-0.2680387440612336,train,2.738799661876585,1
7,-0.33299862475754083,-0.417110215168098,-0.9727037852172842,-0.6394748218321951,-0.26370444437253726,0.25353909326140334,0.12901101721857255,-0.7188158908008926,-0.866309130913091,-0.1564552252010859,-0.2334478404992708,-0.8987461855555554,-0.335418941549507,-0.19558997755225838,-0.8857013715013228,-0.9672249407106214,-0.5281324102532978,-0.19463414674348933,-0.968034264194533,-0.5983676097159709,-0.6237042918113602,-0.8148556465398036,-0.9426824444653351,-0.7598390420164666,-0.7737205531425475,-0.6612275635044518,-0.9540918515270267,-0.4789362738325448,-0.5449822198983756,-0.86941078248595,-0.7764697932152993,-0.8278356238120069,-0.7103607302357458,-0.8184280956601807,-0.5541751402050477,-0.0334106521356583,-0.8978541699151984,-0.9633147487886423,-0.9102276793218005,-0.8156284010493549,-0.7511886209541272,-0.7550142698094046,-0.8755001717294969,-0.9500113255872688,-0.9710817752073353,-0.9144634008252635,-0.1989848919341357,-0.3148826348924123,train,3.1952662721893494,1
8,-0.8429163768079293,-0.4432851081509114,-0.9704291006520578,-0.48723243950940576,-0.7455296880014561,0.3484778226537143,0.39299476076264583,-0.6665349851101283,-1.0,-0.08736052901653679,-0.26301656519393957,-0.8668437238892435,-0.35849166735463656,-0.3531217205533691,-0.9257193165064301,-0.9726604885463612,-0.4928276334441667,-0.25394847237811946,-0.9820278635747173,-0.9319965764889182,-0.8330504010414442,-0.5936069730854989,-0.9096227475932512,-0.8837235839990761,-0.7148630422302056,-0.5734527502813129,-0.9549489313296021,-0.5331663566306809,-0.7126151385659725,-0.6991180225712545,-0.81937423976213,-0.8327137546468403,-0.741197008162526,-0.746275053139764,-0.5018084822870715,-0.07336488945016462,-0.9018903455638053,-0.9915660981511741,-0.8822151943026274,-0.8103440940798382,-0.8318697376051887,-0.8150262135214337,-0.7604017185730507,-0.9095635820167929,-0.9853699770841043,-0.8139232823170176,-0.29717643183686093,-0.37298310273826507,train,3.6517328825021136,1
9,-0.6097130908760072,-0.39086409804194844,-0.8709882028078135,-0.4838679396761486,-0.7294749807772902,0.25122628043161666,0.30756443575273296,-0.7187632367255239,-0.827117711771177,0.040368855566958795,-0.10906806467246766,-0.7712477096820384,-0.29533078099479915,-0.29465409010377097,-0.946048385341533,-0.9411974413889485,-0.6102602340068581,-0.2877523451841173,-0.90581621569475,-0.6210747154425378,-0.632711763536803,-0.7749847984207107,-0.7948167475306294,-0.9630271135478422,-0.6656243877577235,-0.5690189270204995,-0.9807815093529764,-0.5495670212392151,-0.6174208741371394,-0.7514838096312078,-0.8279362075956209,-0.9117058318895187,-0.6348919701501965,-0.6875261396005266,-0.5985492001739029,-0.11629927007265317,-0.8500377829221192,-0.9789605797576928,-0.8931609199696852,-0.8400088682903616,-0.7073597490512301,-0.837696913294249,-0.8168858656176547,-0.9045017721833137,-0.9530894540105008,-1.0,-0.23545495375905212,-0.41354011704864757,train,4.108199492814878,1
