,AIBL,AIBR,ALA,AVAL,AVAR,AVEL,BAGL,BAGR,DB1,DB2,RIBR,RID,RIMR,RIVR,RMEL,RMER,RMEV,SMDVL,SMDVR,URYDL,URYDR,URYVL,URYVR,VB1,VB2,train_test_label,time_in_seconds,tau
0,-0.32179892271895455,-0.47201740753032007,-0.07860040331986201,-0.4473501375920751,-0.47919489194775655,-0.39117189464209673,-0.1065568875321462,-0.1630419369142171,-0.3212482567923377,-0.14195783446762206,-0.0022568974083469334,-0.17650528828855724,-0.46973763213308717,-0.24199566224955474,-0.11144881241018086,-0.04082143374611573,-0.03764136880928756,-0.28940306915989755,-0.27343393035077296,-0.3203939552384906,-0.2260773483028337,-0.26964356060128225,-0.27180558048971715,-0.25505300224279237,-0.029314964412624128,train,0.0,1
1,-0.5244302493884101,-0.6614159524266526,-0.11723820780876348,-0.6391446549015571,-0.6683884804618008,-0.5303654229649469,-0.07773776940371296,-0.18279412356270242,-0.3562764489453747,-0.10953871287751507,0.06569016931496643,-0.16720438554569145,-0.5955417112084636,-0.3309612699345381,-0.03812832376794151,0.0007925462735331179,0.03207426546177902,-0.3628783488010975,-0.3658994301989714,-0.4138895461789005,-0.3111008308234717,-0.3555964819400571,-0.3755865045470463,-0.26581128812301796,0.02910274299453522,train,0.47311827956989244,1
2,-0.6520556139094172,-0.7698690088896935,-0.14141329153720716,-0.7552885024161182,-0.7838207144825802,-0.6148118254658774,-0.05366647483996262,-0.1998210282689464,-0.37595578954748643,-0.07351461298362842,0.1173692091112078,-0.15160942441898767,-0.6546224845557191,-0.3893727714094256,0.00031189897309874537,0.03454342121364555,0.06460022545096838,-0.4154496795170923,-0.4424772537388688,-0.4605813129807822,-0.36575261842561846,-0.41773717762778767,-0.4407959143436328,-0.266976230522409,0.078776283432658,train,0.9462365591397849,1
3,-0.7396934332315351,-0.8288706863542386,-0.1664996330149799,-0.8118858964084694,-0.8495801276287398,-0.6687763650662495,-0.057252231035039,-0.21998095039704388,-0.3918309425475851,-0.06592257895805936,0.1417425540261298,-0.15663132847632677,-0.6920337703082293,-0.4320978907487668,0.025398230478862832,0.054467337841452426,0.09323956803446534,-0.45044432881207164,-0.49456944507567246,-0.49282239541499595,-0.4056741150505121,-0.45962471038650277,-0.47271645754894426,-0.2730781065492317,0.09232679253673662,train,1.4193548387096773,1
4,-0.8014854243960808,-0.8661893581434966,-0.1914589284556582,-0.8476905519937167,-0.893141866146397,-0.7087412778215989,-0.07243051810795986,-0.24146953188766485,-0.40443403844943504,-0.06800833174134868,0.15332115472787408,-0.16973107715098376,-0.7245878785816103,-0.46582151572842756,0.04618674811356274,0.06673425649133428,0.10288660222225438,-0.48014026108040164,-0.5387299562938389,-0.511985793045985,-0.435127729487108,-0.49223350743260375,-0.49099980989616426,-0.2801445834727184,0.09361380204382105,train,1.8924731182795698,1
5,-0.8306810100996043,-0.891601854428959,-0.19108053801236677,-0.8614239330206476,-0.9082682870683481,-0.7219034251097072,-0.059157704368340766,-0.22915983992883454,-0.4021657753069553,-0.056142812199437536,0.16677957884578942,-0.15731930523159024,-0.7251888341665397,-0.4703176739315347,0.047435357633595854,0.06713044087011628,0.10731483460699479,-0.4849936015461054,-0.5468943171168406,-0.5134076121327362,-0.45033885909241844,-0.50562922810013,-0.5024234919942495,-0.2798372056946634,0.09801505092396526,train,2.365591397849462,1
6,-0.8469562549258886,-0.8990841358761781,-0.19428162851282588,-0.8692027966822904,-0.9312450635269944,-0.7297614595357029,-0.04766516649091032,-0.2151074014965706,-0.40172650192999426,-0.054416121428517386,0.1724619092646399,-0.15140916598981774,-0.7345169421158952,-0.4857589101073394,0.043955947101474574,0.07174096667949013,0.11566159327074188,-0.5003603186772271,-0.5677533324585283,-0.519131869076896,-0.45141114098229884,-0.5193200682505702,-0.5060706801261822,-0.2820108347971096,0.10179145786865965,train,2.8387096774193545,1
7,-0.8559781960492365,-0.899471693589152,-0.19064896486617167,-0.8670529491056622,-0.9246726759233526,-0.7340993455606488,-0.06136247266919344,-0.22510437704233505,-0.40894397798651183,-0.061139660554967015,0.16511516114878255,-0.1554000008480928,-0.7329306624088345,-0.48406828227191767,0.04041558495977243,0.06146534053754209,0.10739032619691455,-0.4988244083799568,-0.5660110443929091,-0.5200096612534054,-0.4620944136709685,-0.5195041976484488,-0.49998858092149606,-0.29497295657803035,0.0907310923918292,train,3.311827956989247,1
8,-0.861296095458976,-0.9079497576069029,-0.1775140178789085,-0.8797696132007674,-0.9348996800939886,-0.7372794790218027,-0.04728482898918236,-0.21822503291592532,-0.41054359585594,-0.0555717315858007,0.17068470811257563,-0.146529924522464,-0.7336655885016306,-0.4913274089516986,0.04845713511012162,0.07013574472469443,0.10851184231460598,-0.5065644264796559,-0.5799397869645946,-0.5295971197617939,-0.47217450155386664,-0.5378212267006575,-0.5126016513367249,-0.2941178735692247,0.09758457210432558,train,3.7849462365591395,1
9,-0.8646984440394879,-0.9049976393749083,-0.19554229391238911,-0.8803079544096599,-0.9421306137539951,-0.7365257738166409,-0.053858395678046664,-0.2341876655729309,-0.42346312920542717,-0.06762620215111122,0.16240260930709066,-0.16050531994800826,-0.7318934297055926,-0.5007954506802594,0.04403919401260917,0.05124267341388003,0.09832183233736311,-0.5129633773106858,-0.5880387638392034,-0.5355237630434927,-0.4641408529200748,-0.5406279282084413,-0.5102485834827697,-0.29172335301286556,0.08847025004429679,train,4.258064516129032,1
10,-0.8617891314131623,-0.9014835291652007,-0.19088960945193711,-0.8803395189658914,-0.944311988464053,-0.7316623500191972,-0.05109600857519754,-0.23848282663801781,-0.43450751558730016,-0.0674508471998152,0.16125834303205977,-0.16283779663594367,-0.7344044976739045,-0.5086493828636705,0.049659884812763816,0.05041790442647824,0.08682265289413729,-0.5187548246267769,-0.5987685590930294,-0.5426436879690486,-0.46729579729649817,-0.5472170991447518,-0.5113022837590812,-0.2976955276348847,0.08414976866907037,train,4.731182795698924,1
11,-0.8517074549529944,-0.9009574999185939,-0.18084169906831268,-0.8729118114429858,-0.9343976318561114,-0.7247570838088366,-0.03890108227396524,-0.22471796691396062,-0.41799121524412547,-0.04742724549427016,0.17627913593354655,-0.14792603914800634,-0.7267129864962825,-0.4930400508618905,0.061130980779089045,0.056457727693278795,0.0925073915607953,-0.5067338631108276,-0.5794669570268716,-0.531614707236406,-0.46816925977580615,-0.5371353580996632,-0.5080580087126769,-0.28752983439174845,0.09219036672093672,train,5.204301075268817,1
12,-0.8498110351490971,-0.9014064645161554,-0.17535394764992282,-0.879667851288565,-0.9436057124437538,-0.7354698568657059,-0.040325320870387024,-0.22134662898690244,-0.40453218429266513,-0.039391070082001794,0.18011289889374787,-0.1394866552237625,-0.7278204052145585,-0.49169541132867123,0.05021057286585068,0.06258292325007046,0.09944837317448366,-0.5107224801812172,-0.5818147234120871,-0.5244168103615171,-0.47535309760505084,-0.5367487996764552,-0.515835764931894,-0.293669836444279,0.10345059915183019,train,5.677419354838709,1
13,-0.8677208892117511,-0.8957105999264752,-0.19826678403489606,-0.8755498709404931,-0.9410779669073441,-0.7439797795441105,-0.08231378435700547,-0.25335595396947785,-0.41677126585182767,-0.06575444477773705,0.15334083194340703,-0.1659050672041957,-0.7389597850767576,-0.5028180506633275,0.04205697572899836,0.04932963632683375,0.09435225629802688,-0.5178105034132691,-0.5918002426981824,-0.5322321156954666,-0.4786713993508568,-0.5416450251511135,-0.5137824254319988,-0.31222118714830815,0.07978677404472453,train,6.150537634408602,1
14,-0.8654772282050954,-0.8982898090644681,-0.19076583667471017,-0.8727923560820021,-0.9363034383748945,-0.7396729308356769,-0.0771056887422074,-0.24840760117568114,-0.4223463085926046,-0.0734019553848738,0.13871653326881533,-0.16149899188113112,-0.7310178210996077,-0.49845489930165376,0.042934340826687845,0.035408875948247986,0.0943497706016545,-0.5126686324494185,-0.5886701194518064,-0.540271850894521,-0.4739479015053266,-0.5474323723815473,-0.5168552300379716,-0.31387793248887563,0.07119568750885241,train,6.623655913978494,1
15,-0.8717158407274808,-0.9043679812622607,-0.1948373960292885,-0.8690330952086933,-0.930035170624701,-0.7444516629698386,-0.08400764141979336,-0.248830846597892,-0.42229555538864205,-0.07943906013928033,0.1323865789397981,-0.16395513332278777,-0.7304134065596544,-0.4943336564322047,0.037310108559589245,0.027692520777467644,0.0919681861147926,-0.5102371596280854,-0.5819280432261907,-0.536726344019131,-0.47868574605071457,-0.5448994247709223,-0.520811175103128,-0.3177998900175225,0.06406109786115993,train,7.096774193548387,1
