,ADAL,ADEL,ADLL,AIBL,AIBR,AIML,AIMR,AIYL,AIYR,AIZL,AIZR,AQR,ASEL,ASER,ASGL,ASGR,ASHL,AUAL,AUAR,AVAL,AVAR,AVDL,AVDR,AVEL,AVER,AVHL,AVJL,AVJR,AVKL,AVL,AWAL,AWAR,AWBL,AWCL,CEPDL,CEPDR,CEPVL,CEPVR,I1L,I1R,I2L,I2R,I3,IL1DL,IL1DR,IL1L,IL1R,IL1VL,IL2DL,IL2L,IL2R,IL2VL,M3L,M3R,M4,M5,MCL,NSML,NSMR,OLLL,OLLR,OLQDL,OLQDR,OLQVL,OLQVR,RIAL,RIAR,RIBL,RIBR,RICL,RICR,RID,RIML,RIS,RIVL,RIVR,RMDL,RMDVL,RMDVR,RMED,RMEL,RMER,RMEV,RMFL,SAADL,SAAVL,SAAVR,SIBVL,SMDDL,SMDDR,SMDVL,SMDVR,URBL,URBR,URXL,URXR,URYDL,URYVL,URYVR,train_test_label,time_in_seconds,tau
0,0.032527981534116415,-0.1911470739947237,-0.08502626118754911,-0.05476868670274549,-0.16593934380967532,-0.2833796985710766,0.005604579536064648,-0.14982154570949888,-0.12302305931666316,-0.21685518728877506,-0.07285291321614443,-0.04692643779646991,-0.22606289653246991,-0.22130818870678648,-0.12369164025064047,-0.0947220952441525,-0.11137555128258379,-0.07876415731473425,-0.10311474590871748,-0.07243919855263568,0.021554484706252895,-0.21825273267670137,-0.0446271305372616,-0.016626263810569124,-0.06842982306489181,-0.02272410170869007,-0.1318481671083081,-0.26389484527995793,-0.04112422704118758,-0.04503939461843215,-0.11651178607986372,0.021018423600324024,-0.18508560876566424,-0.19411735899390598,-0.01718333006044201,-0.25554177639850295,-0.08968379773988432,-0.060550197212319065,-0.17117179859953321,-0.15507852813237488,-0.07636090088308044,-0.1863557449842999,-0.11149187415143146,-0.23951266937549195,-0.08742206674996764,-0.21602715688070798,-0.12563917041645328,-0.22828006317366537,-0.0704888877108461,-0.2413552112810764,-0.17220214296907976,-0.13314028652076812,-0.2537509366928042,-0.1173760130820986,-0.22165194199030705,-0.1021374698655501,-0.32722170917706106,-0.16357849977140543,-0.18056144704017085,-0.019887565193438175,-0.09944164946326564,-0.09284314067455157,-0.1611684695202319,-0.04525320527790838,-0.25176973913273504,-0.04016994677952278,-0.08468356794913265,-0.029469947743532815,-0.1523949083977476,-0.2900096779842808,0.05146266853895075,-0.06189471321268422,-0.16682396526364168,-0.24134899605917257,-0.17814445904155776,-0.21376950557470553,-0.056108794717132815,-0.3257050474579014,-0.07130855506951916,-0.051707092852363745,-0.18610062315436096,-0.1295194370909634,-0.18131793293310966,-0.02735444145900645,-0.20234567961315547,-0.15246894269352132,-0.20825978050029892,-0.12848895381070097,-0.05510704763988601,-0.09742233638037612,-0.12267591474486159,-0.159945983260594,-0.1439256769204167,-0.13663840227415364,-0.06000185025464181,-0.1836892575327634,0.02953001537133316,0.05244432724340834,0.002191310166095769,train,0.0,1
1,0.04332814608842378,-0.24448253695597386,-0.15026784560854528,-0.045260692957081156,-0.17358886263495413,-0.35568534043447625,-0.0093486157998792,-0.22650435240425076,-0.15021177316304796,-0.2514339549626937,-0.078555069389396,-0.12534461610882802,-0.2864878536813735,-0.29245742095577826,-0.21197605289957785,-0.086722686123205,-0.1694504048492886,-0.10607209648701821,-0.16783247485475355,-0.078686396988126,0.008611741162227356,-0.2496938631482396,-0.10681503487687892,-0.04575505134803687,-0.04851859625589064,-0.07388548565352104,-0.20509173981531764,-0.35795707148253,-0.04674785978466443,-0.09692522868575326,-0.1580805421643892,0.012136535267731983,-0.25632228800607537,-0.23254438998479726,-0.05217444438020054,-0.31678384269104165,-0.1550396047857529,-0.10103320685903086,-0.24095922413082577,-0.16097158894075572,-0.06717438715695415,-0.20681941182944824,-0.1795623442608397,-0.29149535406712107,-0.10297759283042804,-0.31260798693703107,-0.15698170606860112,-0.29730902198197884,-0.14357575318036594,-0.3359624364292124,-0.21403189553355023,-0.19397787347934,-0.33194655946642737,-0.20054416520471507,-0.31289311174716705,-0.11545711480932995,-0.3961139850276783,-0.2088773930212534,-0.2522956703527137,-0.013331044172931232,-0.1303755365111685,-0.1300422011113387,-0.21084199548258495,-0.09932560404550252,-0.29122367510656944,-0.04185105554187515,-0.06804477779882742,-0.032024246627041286,-0.18974312971028223,-0.3258708258006491,0.03532744412223357,-0.13089149703106456,-0.15890376665742975,-0.31957452554138543,-0.18979502556323927,-0.3197935896135001,-0.08033493540134629,-0.35225180367700437,-0.11664381218380736,-0.11106818551648967,-0.25215520073933667,-0.203484106316391,-0.2636804692989786,-0.03881226450106531,-0.25098217885775265,-0.19760371593512704,-0.23006275445572832,-0.150996832507986,-0.10265862061477385,-0.09681888032011497,-0.18923361745712133,-0.22143616028105007,-0.17659894296791426,-0.21660099241602132,-0.14401575174363135,-0.18771464579658784,0.005888722899018041,0.04813703665127232,-0.0101905213042608,train,0.6000188026700926,1
2,0.07009071727029342,-0.27777495952579717,-0.2173360809231108,-0.02865867547465613,-0.17518891000334158,-0.3936722028347016,0.010984163006066945,-0.25648984178647655,-0.14196701656808214,-0.2797672372886397,-0.07442995032046787,-0.17553488335648498,-0.3110404787997157,-0.3083993938572871,-0.268752450044302,-0.09593078112317355,-0.182485071264359,-0.11768983314485762,-0.203534027714389,-0.10156096289802177,-0.010533742088100057,-0.25644579823867425,-0.12930785273422768,-0.0638181584419194,-0.04933597739822859,-0.10547907824353045,-0.25784121003990657,-0.4238148584623016,-0.01927666481251264,-0.1280441589817678,-0.18615105039941704,-0.009864231578333417,-0.2657437106382168,-0.23930178359066656,-0.07833129997080444,-0.32204641929501443,-0.1599828005065204,-0.09696891177436028,-0.28509699904367325,-0.16903832858822995,-0.06265908307310132,-0.2141152439261487,-0.21270443211660972,-0.29714795461186116,-0.11300496677706179,-0.34955367682485383,-0.15203118601925925,-0.33635102486598334,-0.18037251544236294,-0.4003291141654623,-0.25504275679442656,-0.2364623493677917,-0.3730458872589003,-0.2486891816214577,-0.33883555558747813,-0.11738060761152574,-0.4308985109431528,-0.255249648351651,-0.33321662339931113,-0.02819315682432936,-0.14427997172160006,-0.1608808844652283,-0.22860228993867754,-0.1262204522261921,-0.31875649125928013,-0.05945614784627405,-0.06282477923254907,-0.05385905889297894,-0.18003956248229278,-0.34407252938113253,0.024744074394637924,-0.18983075390898843,-0.1346314163964123,-0.365633531255933,-0.22988751101766133,-0.34989063319023944,-0.1019936917517859,-0.4036653942531445,-0.12064321395952136,-0.13399787265031549,-0.2815873171634302,-0.232920336413885,-0.2718378063935952,-0.04223853335379438,-0.2784987796436548,-0.23531681656035897,-0.24616944690983975,-0.15827588266849957,-0.11335045696136106,-0.08379004027146758,-0.22755933593844344,-0.2425530218590842,-0.21093529422771623,-0.22205136335172274,-0.1571962966166574,-0.18325672403810286,0.01711406366522121,0.01976109600642233,-0.005433647028402091,train,1.200037529331894,1
3,0.08330147848912854,-0.32712721342510953,-0.2785083527950874,-0.05489282571489924,-0.16811091445761484,-0.41351771470626086,0.018002048833859332,-0.2756517178366761,-0.14948508000197974,-0.30302772864646543,-0.060809832586123054,-0.18851615443418795,-0.32619071974674,-0.34834534491663316,-0.31659062289355067,-0.10024131315508679,-0.20872176610191273,-0.14251498199686413,-0.20718133669908956,-0.14232898832224658,-0.027252494773171664,-0.23326407326505966,-0.165348525844502,-0.09715055811740658,-0.0651693793930711,-0.14128365088388983,-0.28188689164956376,-0.45055227191213254,0.008640728129580458,-0.16523020950783696,-0.237369632862591,-0.04183517964243369,-0.2982022143060762,-0.25338498889210376,-0.09855734161914029,-0.34261200799986147,-0.1780888675567555,-0.1357468663331423,-0.34080426138887254,-0.17666185682755975,-0.07128427256306313,-0.20186190297349843,-0.26095610163508537,-0.30751805774242275,-0.15868805681169024,-0.3728570981340962,-0.15482123340500967,-0.40472899225746267,-0.23121968743519386,-0.46641779672293887,-0.2641159609699326,-0.27320844156267254,-0.41026039073347115,-0.3007450039439632,-0.357177022090808,-0.11712366038250241,-0.4540291428799761,-0.3294042701229385,-0.40353648354787386,-0.051358344554950294,-0.17737729134675345,-0.18737382500313626,-0.26432046454729763,-0.13777738228349484,-0.3472349739559346,-0.08817906277795827,-0.050185617081225625,-0.06328449352341202,-0.16390211226069432,-0.3822498168056109,0.007739003336961184,-0.26006363807640387,-0.13328545027773675,-0.39166512082302646,-0.28732387128958187,-0.36689455918830777,-0.12428392359612217,-0.4497534572942432,-0.11551314388666538,-0.16232749888537798,-0.32709276378048713,-0.2213582546458643,-0.29714673348037696,-0.05207213672438335,-0.29760221657261793,-0.2813285959974847,-0.25141324750392546,-0.14924131129073392,-0.11345719792348108,-0.10246875940936057,-0.2676233255658308,-0.2695956579189509,-0.23861296748793465,-0.2516048220188267,-0.16728999567771302,-0.21618382910917086,0.06124202746695854,-0.036664922263463955,0.00504407895342337,train,1.8000565206675674,1
4,0.11374736340928826,-0.3535979538124143,-0.33416037516480246,-0.014165132079991302,-0.16787055978643467,-0.4148341308547127,0.05235277732868959,-0.3122073493744737,-0.13156515906227756,-0.27431363283374544,-0.06773845426293967,-0.19195144774056117,-0.32032756782232247,-0.36142710061458105,-0.2950430770878891,-0.11206714820822458,-0.22179891691431036,-0.16171298475402843,-0.2107228300207875,-0.1895661679872484,-0.03736619111242781,-0.1963002366265147,-0.20611520361517355,-0.09681770707454541,-0.059081286433467634,-0.1746966352507778,-0.2909875960176043,-0.4186371340772196,0.022301587250391497,-0.15775644712352707,-0.2542925288804098,-0.04214644951197029,-0.3213478471170586,-0.24266630484026702,-0.13948589260576663,-0.355403074612336,-0.1919571459698115,-0.1468544735977085,-0.36913782114034516,-0.21023231200544976,-0.12992115787603817,-0.20209388990160482,-0.281284502330264,-0.30938227685485015,-0.20153983710575643,-0.38390683199147246,-0.14160323627611127,-0.44127525435669956,-0.24155800540260614,-0.5089684421681016,-0.26154407645656574,-0.29595808172077664,-0.39182906927585703,-0.3342905298060267,-0.3401749553500924,-0.12023730160712645,-0.4227129704505871,-0.36024361342844513,-0.4747637024963136,-0.0932997855527094,-0.17999419305489456,-0.17757412462837235,-0.30429275722790294,-0.14616354227483114,-0.3423213585406814,-0.13240345826689073,-0.04601112055564082,-0.09051643502035597,-0.14137937068977424,-0.3563079337870223,-0.011768179520218861,-0.30731435039516264,-0.09278861214449441,-0.4054301910118389,-0.29394860662943323,-0.38823868072388146,-0.12592560118192414,-0.4400142457047233,-0.0948608612476271,-0.1464903292823839,-0.3169935581354592,-0.1935427277015553,-0.27997552602117615,-0.08628196785781383,-0.3265968106285564,-0.3454247868696524,-0.2732234573680622,-0.16594420787513559,-0.1192887499330844,-0.12883535426006903,-0.3003286497381383,-0.2897031038275857,-0.2612216012939678,-0.28087127727020994,-0.1559113202326677,-0.2325389993069354,0.06418889283411693,-0.0776382179938597,0.023176773958311733,train,2.3841659001809603,1
5,0.14336771675181129,-0.3808102654208464,-0.33866700494780455,-0.01990013590570478,-0.18726796540497878,-0.4378264631691911,0.05655242585808899,-0.33019345505122716,-0.15019311935048643,-0.28125386731191543,-0.05894187466283704,-0.18942117520831678,-0.3550029478045062,-0.39693191086985335,-0.30320615832150094,-0.1389768609414109,-0.26587031872126016,-0.1546566035080738,-0.19487503397329076,-0.21829188203437966,-0.05477063947122854,-0.19413739752664652,-0.22691952884650107,-0.13025050562124782,-0.08557135945228164,-0.23244001059066915,-0.2850951262476218,-0.4409598463556726,0.024204992321574068,-0.15766095804465594,-0.2685620939396427,-0.050550124524366705,-0.3530021613936275,-0.2405877719547508,-0.13800654745708169,-0.3933061166594791,-0.23701771988607193,-0.16239112978616865,-0.43206840835613475,-0.26027958799855566,-0.1566260978410626,-0.17846340290696788,-0.2819531423198455,-0.3416042296363092,-0.22921733255825422,-0.40726807131022125,-0.14027449906074463,-0.4664689789947163,-0.26465324773500687,-0.5469129067075765,-0.24940798025976516,-0.3429313370302499,-0.3966239194656218,-0.347530928247031,-0.339780446345493,-0.12610464605136634,-0.42996951627694746,-0.405890144538972,-0.5120697578301526,-0.1053520236311532,-0.18928662508896077,-0.21509517453154212,-0.31491716316826524,-0.15978411468484088,-0.34910137316381046,-0.14830569585717412,-0.06182469149095457,-0.0991162075009453,-0.14611920368839876,-0.3530245456843812,-0.028883648321476742,-0.3122483743526436,-0.09289053123524352,-0.41645721623160403,-0.32129482102463075,-0.4141185731805166,-0.14532086193505817,-0.4241617316499763,-0.08520565430911112,-0.1391423929988519,-0.33764151171286183,-0.1563068967118731,-0.28547401171427605,-0.09949901064325786,-0.33691116431497053,-0.3910761724272246,-0.274518165870944,-0.16270062234027963,-0.12462401744124628,-0.18260725360654573,-0.32498197837927256,-0.3237503166951558,-0.3013788758726634,-0.29233662400193633,-0.17642068433712088,-0.2574265926233848,0.068332883043509,-0.11019608911830792,0.03718456976357674,train,3.0000941939979384,1
6,0.1483486856678262,-0.40067038844463904,-0.3609675282798137,-0.026093495082814132,-0.20324374605416126,-0.46003070070611723,0.03262760537228117,-0.362969552207482,-0.18699107772809354,-0.30195064356170154,-0.040900535742294866,-0.18749733479539474,-0.36676735548067824,-0.3961898692522577,-0.3107050231447588,-0.15794785957962898,-0.2950273225572162,-0.11748779638432313,-0.17471396001720213,-0.22320992358544675,-0.05457266321301231,-0.19050878224878504,-0.2334892357991764,-0.1650279297382494,-0.10366242079780871,-0.266249941196356,-0.27734226872061063,-0.47993098783074184,0.0376501204612012,-0.16079014370948014,-0.273015431279281,-0.06786189792194716,-0.3692093634398357,-0.23726718023941618,-0.1272346107523692,-0.4085349788427718,-0.2654241642148125,-0.17615268916031168,-0.46370060527476714,-0.28993840773248186,-0.19923430161820738,-0.16077748493765132,-0.2641721490489312,-0.36763997962780326,-0.2304375855600795,-0.40912187887403506,-0.14363982026192862,-0.45908367906602665,-0.27830208141580054,-0.5610486899450287,-0.2434222769662963,-0.37636774679682367,-0.409362790595865,-0.3677322927493847,-0.35251814071063753,-0.11813792176331345,-0.41959539985684213,-0.4164814987484535,-0.5213499187441982,-0.13994483245439326,-0.21040011607348758,-0.23190696160645882,-0.31999979560847663,-0.17241466771210745,-0.35077622326945057,-0.1618450995945168,-0.09122796518664322,-0.10239179652996941,-0.14349177901986337,-0.35868210045874105,-0.041146744553247766,-0.29156212596036146,-0.0894853344603714,-0.4307087666424017,-0.33545048976439223,-0.4045247268634687,-0.19287989165164757,-0.4179816897664952,-0.10247003175494693,-0.11354955952140569,-0.3587924640657248,-0.11718746246896405,-0.26494488278989925,-0.11091115955207582,-0.3401422700462623,-0.4031502427592245,-0.26734395010214584,-0.15885992940021687,-0.12091939472187395,-0.21473278630460754,-0.3341082090533925,-0.34210636802063654,-0.29914311866507054,-0.29520954314394715,-0.19194243441976255,-0.29718412613109246,0.05799397787295254,-0.12365355335397893,0.01858797220449932,train,3.625114013640996,1
7,0.13803747769536615,-0.45530844539925236,-0.42341532515575875,-0.0750278734671156,-0.18981435846197026,-0.49437765852996324,0.012875653959583335,-0.3939149783176219,-0.2176423030391156,-0.34174242819822,-0.035026331338250435,-0.2208891765684688,-0.43016252593314824,-0.4338568931245851,-0.3592626548396033,-0.18845996245383548,-0.33438036489066836,-0.12707084163850405,-0.16779338974762747,-0.2498586093910068,-0.07164774488257872,-0.21274571464055075,-0.2475628868039575,-0.20910403604055777,-0.15248734929894184,-0.30912744121757285,-0.29518651399275947,-0.5284015975045097,0.05569896937277515,-0.20772276707419723,-0.3112523825946989,-0.12128100602735264,-0.38297153333335343,-0.25808671626396906,-0.15958172815208754,-0.43244984022574406,-0.31654177956494817,-0.20946260833550795,-0.5443940954194402,-0.3266362188532569,-0.18380483536303233,-0.16185784177374526,-0.2219796954912707,-0.3970916779158645,-0.2761164488389486,-0.4419639554921796,-0.1862959480803789,-0.4982951750258915,-0.30291998746787135,-0.6183378372889439,-0.2540742473130645,-0.4049022798362774,-0.445027554145265,-0.4162824092066346,-0.37719905551045846,-0.12359273650808891,-0.43541439640159796,-0.4700084780822935,-0.5194539859759875,-0.1450831675368981,-0.22841706417718927,-0.2764145625399671,-0.35369782208432704,-0.19541379131291836,-0.3647269733490368,-0.17148163734874367,-0.10329407112399626,-0.09873970516477504,-0.13566155144911746,-0.3777236293522307,-0.11413525571540532,-0.35042317657093996,-0.11394260876706658,-0.47306301180506233,-0.36594066261996716,-0.41495253319849634,-0.27153746658987393,-0.44096902536137855,-0.1419591525905916,-0.10459173759053425,-0.3946377578629494,-0.10575225778097662,-0.30978787986824297,-0.10720465010097976,-0.36038080401190087,-0.43484322297442657,-0.25482194795373936,-0.1736925458581665,-0.1686065761578005,-0.288915833293132,-0.4098232782522328,-0.3937567890525474,-0.3290353852881768,-0.3161560309805244,-0.24698650363924227,-0.375460167185785,0.04044022332219453,-0.14313462053703702,0.00364836429032828,train,4.225132686362485,1
8,0.08967674651331559,-0.4947162360900429,-0.4603542127485638,-0.09255689477621686,-0.19581276312387627,-0.517368610657748,0.014366733947107715,-0.442056339401992,-0.26027690231988354,-0.3590977065314953,-0.025922207252152676,-0.252878759433202,-0.4994359983626074,-0.45301633274189756,-0.3825812589705028,-0.22889815668582225,-0.39931971893711415,-0.14391503571247757,-0.13921597961782062,-0.27011852561414357,-0.105223380865771,-0.2595369727711223,-0.2655479795333549,-0.23681502546858113,-0.2205083606131979,-0.34952444164362656,-0.3266043399653112,-0.6036347097739696,0.06594680698321428,-0.20332964188165073,-0.33468647719110406,-0.1761449682341272,-0.4214146107759,-0.28711549616546483,-0.1984156194950413,-0.4641185868882115,-0.3631185268987134,-0.23128949076297228,-0.6310731062040007,-0.37201194289113393,-0.19309837186510975,-0.14326447317432933,-0.16210318882097943,-0.43639847863781467,-0.32192870885841035,-0.5057174989293977,-0.20806455110341696,-0.5143091498149122,-0.3345367194529014,-0.6660209416467697,-0.28375558077989793,-0.4748881403406098,-0.4995349185721755,-0.49362279152497035,-0.39690613056878543,-0.14968473942628452,-0.44625455544228787,-0.5284333161420245,-0.539405290961911,-0.1567896832400955,-0.24625615886533572,-0.30832411295547296,-0.37681639287765756,-0.22880793238601405,-0.38625187686498264,-0.15016971226366715,-0.11873415258947506,-0.11447637979312876,-0.13312817706417973,-0.397809822206307,-0.14620755065357205,-0.3990403214206019,-0.1671126163266313,-0.5157592502565163,-0.4038657377608913,-0.4479408076117659,-0.31531758976510627,-0.4349889109516619,-0.17529752579440194,-0.1042226400461028,-0.39718669507389864,-0.1056656774092347,-0.3118255446530961,-0.10877793202028065,-0.3619806267965208,-0.4822059677701902,-0.26629178948546534,-0.1548817657178383,-0.1955362049338314,-0.3629343592864156,-0.4844154323452882,-0.4290748474924696,-0.37711437473067,-0.32416925637117033,-0.3128687298145914,-0.4516244524112397,-0.001625854229726222,-0.17417527882254827,-0.00670620660392065,train,4.815151317998243,1
9,0.07723084023848004,-0.5372437030432613,-0.4913803019302223,-0.11446577179043672,-0.19987940438289725,-0.5231818810660807,0.009876356834877215,-0.4775850721405515,-0.3152028430969932,-0.3492717677007192,-0.026052181394141144,-0.2981262508382653,-0.5469914453327405,-0.4728232700523327,-0.39974753312664274,-0.24154392412013295,-0.43616642111683146,-0.14744210907961788,-0.1266092522944271,-0.29172006058619687,-0.11681811543179886,-0.2783908005664763,-0.2771692378705977,-0.23832025587482653,-0.2592786197111002,-0.38233742773920293,-0.3390842972294539,-0.6660672274167769,0.049216876655281745,-0.19319541172101576,-0.35633545751568124,-0.204065454555239,-0.4533590686775626,-0.3131017528386868,-0.22355123753467093,-0.48408639199928993,-0.4193615531330917,-0.24745112260791935,-0.6651662502399721,-0.3780514246003964,-0.2082478595039528,-0.13021752421674487,-0.13358068396549877,-0.4521250572681655,-0.35224265406865884,-0.5455393286984935,-0.22614634538281364,-0.5445493667580847,-0.3520606707895409,-0.711340244221583,-0.29371481668193555,-0.5124319359455262,-0.5448322481845957,-0.546815577528246,-0.42751349200027167,-0.1710417990719667,-0.4533431739550591,-0.565743689508882,-0.5467422658674169,-0.14874496387232378,-0.25594959954852825,-0.32909031595734756,-0.3864243457396761,-0.2470522354301415,-0.37771602822053996,-0.1286964663851662,-0.14048927641906478,-0.1266884582934201,-0.15197716808414719,-0.41011071321879566,-0.1691012547260304,-0.41636189470260665,-0.19437907519581146,-0.5434770445378331,-0.4106754793944579,-0.47985244366609486,-0.3384001188907743,-0.40765308630439234,-0.21610644340773677,-0.09444678758994343,-0.39876897760959906,-0.12793381462229061,-0.29478175306663407,-0.10103202023949985,-0.3512274097273618,-0.5119817317273991,-0.28453934844838896,-0.12303392972819861,-0.2154523160126651,-0.402392396394452,-0.5244279600298876,-0.4594869733354646,-0.40713360662698317,-0.34919269027658184,-0.3844686436343295,-0.49062421329227335,-0.036072294511346595,-0.1722451703267426,-0.032525926728678344,train,5.400169554002787,1
