,AIBL,AIBR,AVAL,AVAR,AVBL,AVBR,AVEL,AVER,AVKR,BAGL,BAGR,DB1,DB2,RIBL,RIBR,RIML,RIMR,RMED,RMEL,RMER,URYDL,URYDR,URYVR,train_test_label,time_in_seconds,tau
0,0.023002676503838002,-0.06464987401714753,-0.02644214575317326,-0.030938911687974094,-0.3158479858798767,-0.3878488084749311,-0.0798245630828176,-0.07224548469574349,-0.10371519049279229,-0.22268606280711373,-0.1629771196475902,-0.3216066162422037,-0.3508211601188555,-0.3166337337548529,-0.3326550502839366,-0.057691503072040407,-0.19961320370330474,-0.43244868319465646,-0.3669770328022168,-0.3161675271698019,-0.0762732569184785,-0.004869495086859396,0.010725927950813528,train,0.0,1
1,0.04979422135807222,-0.009574539857495415,0.03370522148251916,0.0281137197064337,-0.42654912263553457,-0.5113715883344168,-0.033507550124237506,-0.014359037544291797,-0.12341296255208023,-0.2619810634409744,-0.20450267227203836,-0.37891711039724857,-0.4655410762641757,-0.4225780886623436,-0.49510235703982525,-0.030301566285631992,-0.15436448359725718,-0.5805799236626195,-0.47958510252820685,-0.4616849644645022,-0.01844111968463183,0.05200924580721791,0.05421078345684439,train,0.5702764976958525,1
2,0.055725625686136676,0.014932843941463714,0.06260249568885651,0.04877008403838462,-0.47325964804118603,-0.5840850765878953,-0.016565005131530322,0.0033523070574734137,-0.12869987052039963,-0.27298044802145366,-0.2174432609694053,-0.41374214770074325,-0.5266923511822377,-0.4826485502726323,-0.579978338145599,-0.029320566574636664,-0.1427875959356406,-0.66832837103731,-0.5369125575338966,-0.5431691159197147,0.012490608818798155,0.0887817829964998,0.0845778533813504,train,1.140552995391705,1
3,0.05503090698576643,0.031965514754475954,0.07796602174581299,0.0615800019552728,-0.5044280468743931,-0.6228255310536424,-0.011227701750692792,0.011362417563541227,-0.14112883942400026,-0.2984311875433757,-0.24893389411685748,-0.43943610934712846,-0.5644437748166777,-0.5245604676156229,-0.6397472023800093,-0.03509622805051332,-0.13196679455705668,-0.7242920768338099,-0.5770326215616163,-0.6040959087390689,0.026909524856931266,0.09899847007947066,0.09827260730716356,train,1.7108294930875576,1
4,0.04464076401255398,0.028899166265051235,0.0679823608819777,0.04535729212886366,-0.521196739207657,-0.6413176666144604,-0.02565792029719477,-0.0015784940805038672,-0.1537091369421369,-0.30495075557163953,-0.25830033652977413,-0.45713005341142543,-0.5915223895653849,-0.5455212265902878,-0.6657119773593617,-0.05818262544772347,-0.13954956276943847,-0.7481750259166107,-0.600837991754354,-0.6362018446262626,0.029387731700011105,0.10133983092843218,0.0921065654606174,train,2.28110599078341,1
5,0.045950587707189496,0.024013449706314915,0.06884333615845153,0.03441497556393788,-0.5255427755925306,-0.6440956202651755,-0.03385334065963133,-0.002980693281341318,-0.15342353350774263,-0.2836118001351048,-0.22459271880162784,-0.4541260117613637,-0.6007543414665031,-0.5496807652398239,-0.666639318554825,-0.0771227682562672,-0.14445733364435973,-0.7616836358800039,-0.6063406969659826,-0.6480385891666255,0.04021590778942466,0.1120281126369824,0.09364527781122567,train,2.851382488479263,1
6,0.037960876409123344,0.02943753757473433,0.06999539944886057,0.02909318453172252,-0.5239374327050225,-0.6590092169272797,-0.04150152334994556,-0.006161390967248825,-0.15998771885944865,-0.29991086326810057,-0.247463341242229,-0.4551207210860063,-0.6134408698305032,-0.5606050520165985,-0.682083824044488,-0.08266197466542169,-0.15124871493302097,-0.7740988129255528,-0.6090397928618817,-0.6654095441447524,0.029441409168485977,0.10073657907655331,0.08911251407737153,train,3.421658986175115,1
7,0.027216827450502433,0.0262363565606564,0.069031737750091,0.016767443657192738,-0.5258349798336583,-0.661230234510024,-0.05413909112211658,-0.014001264386240247,-0.16745717018540607,-0.31272555585437334,-0.2600958303353889,-0.4571398328575157,-0.6186876494378197,-0.5639390164386702,-0.6872459577457715,-0.0966190765113257,-0.15450325600690606,-0.7771013804028049,-0.6153015524315484,-0.6762135941011447,0.02268627176311444,0.0875777562206625,0.08234487575839572,train,3.991935483870968,1
8,0.039371350201009014,0.03963018816017677,0.08126945257545856,0.025700252743193958,-0.5217015974057241,-0.6644072291708238,-0.04663262095888725,-0.007919171982358059,-0.16749385004743858,-0.30756996827137306,-0.2552442806210091,-0.4571139418507757,-0.6261499954507912,-0.5702894658861216,-0.6879762516346442,-0.09054908950457108,-0.1448074160940431,-0.790027230169688,-0.6156800820977107,-0.6816437502075341,0.023971800405646948,0.09197433206372119,0.08526303706127766,train,4.56221198156682,1
9,0.04685812727357798,0.04458145035391892,0.07777906976334595,0.027873255949242226,-0.5211895255023922,-0.6631867754581469,-0.04410825035064912,-0.0029820068729166926,-0.16706584375259811,-0.3010980501851964,-0.2483275304769059,-0.4630477626771462,-0.6302550637696958,-0.5671993608943444,-0.6853041625647449,-0.08943244486460285,-0.1402671641805085,-0.7920317180031173,-0.6205143112114488,-0.6774253253558871,0.04163144968757554,0.10827122333180708,0.09657427520550033,train,5.132488479262673,1
10,0.0380152676875314,0.031115813936667958,0.06372160374703872,0.01756553600501015,-0.5235937235424473,-0.657568907185069,-0.052750661832958456,-0.018780189309166556,-0.1732561359189013,-0.3027029132720893,-0.25017612495080266,-0.4673654014681806,-0.6306924194026096,-0.5684474352895528,-0.6811352065612855,-0.10219466005605927,-0.14976770264008865,-0.7888859780107771,-0.6211179686481207,-0.6760838970515759,0.02835802893382508,0.09820692976672346,0.08387616899423475,train,5.702764976958526,1
11,0.03544912740992471,0.02993400058310658,0.0719585784184921,0.013364186998316888,-0.523400242819122,-0.6642146668046935,-0.06062137769085142,-0.016019392190463166,-0.17744222049555328,-0.30825993176679545,-0.25127191777995517,-0.46031402941597943,-0.6359037215997847,-0.5686785994973755,-0.6886887446978166,-0.10941466303468667,-0.15396233910001844,-0.7908989634829342,-0.621560648743434,-0.6822056269169806,0.034254603009536005,0.09715945024522352,0.08559336332835554,train,6.273041474654378,1
12,0.026428135383132018,0.02522983288405367,0.05817873491800195,0.012499519555296643,-0.5219577415123896,-0.6580157933260573,-0.0681047077073512,-0.022481973884725753,-0.18185097684692272,-0.31506494042384015,-0.2586446547803486,-0.4640487398795591,-0.6329492694554875,-0.5700504085816437,-0.6890414720101897,-0.11358773000749826,-0.15940984919485596,-0.7917543365587862,-0.6184727268648234,-0.6792207396411063,0.030635498176784515,0.09237559211226293,0.0848231192741207,train,6.84331797235023,1
