,AIBL,AIBR,AVAL,AVAR,AVBL,AVBR,AVEL,AVER,AVKR,BAGL,BAGR,DB1,DB2,RIBL,RIBR,RIML,RIMR,RMED,RMEL,RMER,URYDL,URYDR,URYVR,train_test_label,time_in_seconds,tau
0,-0.6613591601829819,0.2983819564722674,0.43984266316243203,0.10729148314182346,-0.7050419576521314,-0.8511354583072015,-0.16932667887655883,-0.059799638000837985,-0.967061337227418,0.04996216322678271,0.018322258813575854,-0.559736414836285,-0.894834408755481,-1.0,-0.8862362275692717,-0.17360369270445208,-0.31240109104463,-0.7181291468615134,-0.7508625866462182,-0.825928253848348,0.03855465081226406,0.7636335845789646,0.7657105616168138,train,0.0,1
1,-0.6495668027956206,0.34785639040317395,0.4545442863044947,0.11227481690875196,-0.7050515231787262,-0.8026783469404394,-0.170577832160541,-0.12400220028314368,-0.9536195135298866,-0.13609949344593442,-0.10788494748552468,-0.6181624325789874,-0.9168195744306065,-0.9919820191734323,-0.8938430115019746,-0.19319907458320895,-0.26196689149659824,-0.8162443673216249,-0.7791268390300637,-0.7493924782203902,0.006424893919730668,1.0,0.7789490367857361,train,0.5702764976958525,1
2,-0.7109759602326502,0.21317514549630556,0.39443393889058076,0.06601744835886691,-0.660343057279692,-0.8229161658270048,-0.16861454446020419,-0.18169170345482244,-0.9442231520310179,0.07754801238410314,-0.26660926318398115,-0.570209103551443,-0.9107507963436345,-0.9840767461518805,-0.8926579722058212,-0.23371767893114503,-0.30519756602382075,-0.8308470796072032,-0.7906646820403347,-0.7730967883837772,-0.14853753780991308,0.8895491046673651,1.0,train,1.140552995391705,1
3,-0.6542042067540592,0.12356566302308258,0.39861062344849885,0.06710288077628834,-0.7092883781011453,-0.8258311820236499,-0.14045769390416885,-0.18988859225501553,-0.9646112376810658,-0.21589559800937708,-0.35506357836213265,-0.6686938569670251,-0.9053782291498468,-0.9860425799602902,-0.884012192552195,-0.2613362578744227,-0.33501069968330877,-0.8878857736489559,-0.7787090333662006,-0.8518352816493646,-0.016015868426404456,0.8977807605995187,0.8469678225616124,train,1.7108294930875576,1
4,-0.6633678399560847,0.07453545448488974,0.2936927437772988,-0.017195020317217313,-0.6699043250002961,-0.8640563411028782,-0.2059858635416686,-0.2154643561186167,-0.9603987355319619,-0.15035667461331115,-0.2747381861038203,-0.646846682411265,-0.878335049395324,-0.9772041911576795,-0.8831275857536578,-0.2759662688898564,-0.37175756152705375,-0.9243836964332401,-0.835392976362868,-0.7056945621807178,-0.014877046320660114,0.899920428187468,0.6554273140568774,train,2.28110599078341,1
5,-0.7172450634146172,0.16656669098753762,0.2571250856112993,0.032278688456650606,-0.7380203236559517,-0.839298349802238,-0.15398234614847417,-0.25537063236601365,-0.9290925191289515,0.18603229037686397,-0.04596879116261332,-0.567646356529217,-0.9046736301736125,-0.9613884028910864,-0.8846297482417397,-0.28045938618291477,-0.3695706411812518,-0.8412283300204616,-0.7601350600118646,-0.7604767870021724,0.08980259721290751,0.903680578275446,0.6616106491821556,train,2.851382488479263,1
6,-0.6722542742908715,0.19757628549579787,0.23297076320512577,-0.008841855037353796,-0.7061581390335836,-0.832987191462099,-0.20201010758737892,-0.194115334123654,-0.9410380407540776,-0.15634430791023757,-0.3094781386867569,-0.6031301548447833,-0.933084067465352,-0.9586074033301226,-0.9067574362259001,-0.28034550849532813,-0.332246685052192,-0.9087507098200494,-0.7510494332487769,-0.8238744814927843,-0.19082511083442832,0.7719109665045016,0.8103481069000684,train,3.421658986175115,1
7,-0.7133654562675646,0.11038623039611317,0.21620287994089027,0.05136650861487779,-0.7074344241744042,-0.775916880997578,-0.2629310429621645,-0.17227668633065452,-0.9304199651002123,-0.19490461495301936,-0.21351912270352313,-0.5989674906854414,-0.8805704735282583,-0.9486864953770143,-0.9041161338510231,-0.2792430371872211,-0.36269277357094987,-0.9016841691017788,-0.8026572562589923,-0.8823728762058373,-0.046992414430146456,0.7175086844879093,0.6470252035207793,train,3.991935483870968,1
8,-0.675050276656489,0.2789855397865626,0.27080418754362456,0.1073229918583054,-0.724567605950384,-0.7918204512934099,-0.28628787148531176,-0.2751106330492388,-0.9124278768631269,0.016947365161240957,-0.22891400238091764,-0.654135357154574,-0.8952034844096992,-0.9445503810441198,-0.8929542320298597,-0.30381712634056,-0.3102028277509765,-0.9247341433181053,-0.7887698720087902,-0.7666170445705335,-0.13048536435922842,0.7937562444398811,0.7819189242458704,train,4.56221198156682,1
9,-0.6204955007054064,0.14759743265512104,0.20825958783688392,0.06383983230560042,-0.7123450932062152,-0.84162360368557,-0.29822890990319306,-0.23026797774073404,-0.8903032382270579,0.017324735461103358,-0.23681736604920733,-0.6251867378967833,-0.8963023232893028,-0.8945552956286409,-0.8894742222658034,-0.2577691293918023,-0.31049318884683286,-0.8716351993733635,-0.9005299866170131,-0.6489886549282392,-6.161378629476744e-05,0.9509499610049257,0.8197570702850954,train,5.132488479262673,1
10,-0.669984098508201,0.08573802842381961,0.24144845148579142,0.11869732791093268,-0.7023092320128923,-0.8355887399163299,-0.2741343730758108,-0.28491749915581366,-0.8445799039381159,-0.08743803930001326,-0.1789659547302147,-0.6060523032379136,-0.8757263555666465,-0.9270308701435716,-0.8891445810531411,-0.2795907881277966,-0.43327599787000537,-0.8963254952003359,-0.8555232651063664,-0.6335526137225587,-0.0198565696391525,0.7203192173920145,0.6472960207914922,train,5.702764976958526,1
11,-0.7120330640776678,0.20655840350689592,0.23686886621985737,0.09168659634072829,-0.6917997892404967,-0.8659047344329773,-0.34595765357611485,-0.24868581253946442,-0.8621453217532038,-0.09764053755788615,-0.04048972868950562,-0.6035273222545405,-0.9009954557560076,-0.9410380913064276,-0.8612419128370216,-0.30585549235975673,-0.41100850539693556,-0.943708523023968,-0.8178540915221852,-0.9033063826344091,-0.1308252621523215,0.9366709779070848,0.6310437504587056,train,6.273041474654378,1
12,-0.7003726115212044,0.09427216413480144,0.21889947731511283,0.03664968203830088,-0.7185966029954249,-0.9009474516107748,-0.27309961422773743,-0.2705184266682614,-0.9116699149894159,-0.2005038226607928,-0.26453279959010845,-0.6729152594642972,-0.8798742626350743,-0.900709666004836,-0.874990872276548,-0.2557872703898293,-0.37997651458720305,-0.9076693318346342,-0.7463889582930736,-0.7395364743006471,0.010962259621777104,0.8408442772593077,0.7940558917168539,train,6.84331797235023,1
13,-0.7334789296220392,0.10667927837579927,0.19448180879559318,0.00448153795386208,-0.7403801200813593,-0.7857902043786625,-0.3075358378694196,-0.27021119396706794,-0.8712672760370863,-0.21939880676458634,-0.3492547542176818,-0.6400789897874578,-0.894259825066528,-0.9235133381823901,-0.8650473911401622,-0.2612067219545805,-0.4026700885937037,-0.9309702766424391,-0.8363937907415195,-0.8746323709616814,-0.027890177784774983,0.8197115473770986,0.5863997485568626,train,7.413594470046083,1
14,-0.7570771760701043,0.1736023440402743,0.11178455819484123,-0.0020271543029920513,-0.7460778684612395,-0.8223714457116319,-0.26324186406101535,-0.30277213101560385,-0.9102822421316529,0.0017550649246681482,-0.42880366123353786,-0.6039676568639574,-0.866025537518847,-0.8988277077722516,-0.8985247512564962,-0.27893685005607305,-0.38841570452713825,-0.9585248818114044,-0.78330445300995,-0.8022754559340698,-0.16571457880714224,0.7133898808849473,0.5441182485690159,train,7.983870967741936,1
15,-0.7385565423564486,0.11260649956465163,0.12155459004648195,0.008813301183344002,-0.7555805477428348,-0.8026176957306456,-0.31921917018635493,-0.26267132550047556,-0.9445607968101662,0.023686512166464224,-0.33846611769712953,-0.6838048137269397,-0.8482469954935024,-0.9042507879717183,-0.8876632819329494,-0.27581127327888166,-0.4303228912466863,-0.9364354801852123,-0.7642715044529975,-0.797882703012836,-0.03217835320163254,0.7593598537211754,0.7705783440762795,train,8.554147465437788,1
